Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
2,0:53,1,10,WAS 49,0,0,Jimmy Garoppolo pass incomplete short middle intended for George Kittle,2.320,1.780
2,0:48,2,10,WAS 49,0,0,Jimmy Garoppolo sacked by and Ryan Kerrigan for -5 yards,1.780,0.430
2,0:07,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:07,,,,,,Timeout #1 by Washington Redskins,,
2,0:07,3,15,SFO 46,0,0,Tevin Coleman left tackle for 2 yards (tackle by Jonathan Allen),0.430,-0.190
Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,0,0,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SFO 25,0,0,Tevin Coleman right end for 3 yards (tackle by Matthew Ioannidis and Jonathan Bostic),0.610,0.470
3,14:23,2,7,SFO 28,0,0,Jimmy Garoppolo pass complete deep middle to Kendrick Bourne for 28 yards (tackle by Shaun Dion Hamilton and Montae Nicholson),0.470,2.650
3,14:01,1,10,WAS 44,0,0,"Jimmy Garoppolo pass incomplete short middle intended for George Kittle (defended by Landon Collins). Penalty on Landon Collins: Defensive Pass Interference, 2 yards (no play)",2.650,2.790
3,13:56,1,10,WAS 42,0,0,Tevin Coleman up the middle for 5 yards (tackle by Da'Ron Payne),2.790,2.920
3,13:28,2,5,WAS 37,0,0,Tevin Coleman up the middle for 1 yard (tackle by Da'Ron Payne),2.920,2.340
3,12:45,3,4,WAS 36,0,0,Jimmy Garoppolo pass incomplete short middle intended for Kendrick Bourne (defended by Quinton Dunbar),2.340,0.890
3,12:41,4,4,WAS 36,0,0,Jimmy Garoppolo pass deep left intended for Dante Pettis is intercepted by Troy Apke at WAS-14 and returned for 33 yards,0.890,-2.060
3,12:30,1,10,WAS 47,0,0,Adrian Peterson right tackle for 2 yards (tackle by DeForest Buckner),2.060,1.790
3,11:53,2,8,WAS 49,0,0,Adrian Peterson left guard for 3 yards (tackle by Jaquiski Tartt),1.790,1.490
3,11:13,3,5,SFO 48,0,0,Case Keenum sacked by Arik Armstead for -9 yards,1.490,-0.520
3,10:18,4,14,WAS 43,0,0,"Tress Way punts 51 yards, returned by Richie James for 17 yards (tackle by Cole Holcomb)",-0.520,-0.480
3,10:05,1,10,SFO 23,0,0,Matt Breida left tackle for 2 yards (tackle by Jonathan Allen and Ryan Anderson),0.480,0.200
3,9:22,2,8,SFO 25,0,0,Matt Breida right guard for 5 yards (tackle by Shaun Dion Hamilton and Jonathan Allen),0.200,0.170
3,8:48,3,3,SFO 30,0,0,Jimmy Garoppolo pass complete short middle to Richie James for 40 yards (tackle by Fabian Moreau),0.170,3.580
3,8:10,1,10,WAS 30,0,0,Jimmy Garoppolo pass complete short left to Kendrick Bourne for 15 yards (tackle by Jimmy Moreland),3.580,4.580
3,7:47,1,10,WAS 15,0,0,Tevin Coleman left guard for 1 yard (tackle by Ryan Anderson),4.580,4.110
3,7:03,2,9,WAS 14,0,0,Jeff Wilson right guard for 4 yards (tackle by Jonathan Allen and Jonathan Bostic),4.110,4.000
3,6:15,3,5,WAS 10,0,0,Jimmy Garoppolo sacked by Noah Spence for no gain,4.000,2.810
3,5:32,4,5,WAS 10,3,0,Robbie Gould 28 yard field goal good,2.810,3.000
3,5:28,,,SFO 35,3,0,"Mitch Wishnowsky kicks off 67 yards, returned by Steven Sims for 24 yards (tackle by Jimmie Ward)",0.000,0.410
3,5:23,1,10,WAS 22,3,0,Adrian Peterson right end for 15 yards (tackle by Fred Warner),0.410,1.400
3,4:50,1,10,WAS 37,3,0,"Adrian Peterson right tackle for 3 yards (tackle by Nick Bosa). Penalty on Chase Roullier: Offensive Holding, 10 yards (no play)",1.400,0.740
3,4:26,1,20,WAS 27,3,0,"Penalty on Morgan Moses: False Start, 5 yards (no play)",0.740,0.410
3,4:09,1,25,WAS 22,3,0,"Case Keenum pass incomplete short middle intended for Terry McLaurin. Penalty on Solomon Thomas: Roughing the Passer, 15 yards (no play)",0.410,1.400
3,4:06,1,10,WAS 37,3,0,Wendell Smallwood right end for -2 yards (tackle by Nick Bosa and Jaquiski Tartt),1.400,0.590
3,3:28,2,12,WAS 35,3,0,Case Keenum pass complete short middle to Jeremy Sprinkle for 13 yards (tackle by Jaquiski Tartt),0.590,2.130
3,2:47,1,10,WAS 48,3,0,Adrian Peterson up the middle for 4 yards (tackle by Dee Ford and DeForest Buckner),2.130,2.120
3,2:06,2,6,SFO 48,3,0,Case Keenum pass complete deep left to Trey Quinn for 19 yards,2.120,3.640
3,1:29,1,10,SFO 29,3,0,"Adrian Peterson right tackle for -2 yards (tackle by Kwon Alexander). Adrian Peterson fumbles (forced by Kwon Alexander), recovered by Jullian Taylor at SF-31 and returned for 10 yards (tackle by Kelvin Harmon)",3.640,-1.660
3,1:20,1,10,SFO 41,3,0,Tevin Coleman left end for 3 yards (tackle by Da'Ron Payne),1.660,1.530
3,0:38,2,7,SFO 44,3,0,Jimmy Garoppolo pass complete short right to Tevin Coleman for -1 yards (tackle by Jonathan Bostic),1.530,0.700
3,0:05,,,,,,Timeout #1 by Washington Redskins,,
3,0:05,3,8,SFO 43,3,0,Jimmy Garoppolo pass complete short middle to George Kittle for 13 yards (tackle by Troy Apke),0.700,2.650
Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 44,3,0,Tevin Coleman right end for 7 yards (tackle by Jonathan Bostic and Troy Apke),2.650,3.060
4,14:18,2,3,WAS 37,3,0,Tevin Coleman left tackle for 2 yards (tackle by Da'Ron Payne),3.060,2.610
4,13:18,3,1,WAS 35,3,0,Jeff Wilson right guard for no gain (tackle by Ryan Anderson and Landon Collins),2.610,1.000
4,12:27,4,1,WAS 35,3,0,Jimmy Garoppolo pass complete short right to Ross Dwelley for 2 yards (tackle by Jonathan Bostic),1.000,3.380
4,11:44,1,10,WAS 33,3,0,Jimmy Garoppolo pass complete deep right to Kendrick Bourne for 26 yards (tackle by Fabian Moreau),3.380,5.600
4,10:49,,,,,,Timeout #1 by San Francisco 49ers,,
4,10:49,1,7,WAS 7,3,0,Tevin Coleman up the middle for 3 yards (tackle by Da'Ron Payne),5.600,5.340
4,10:23,2,4,WAS 4,3,0,Jimmy Garoppolo pass complete short middle to Levine Toilolo for 2 yards (tackle by Cole Holcomb),5.340,4.950
4,9:48,3,2,WAS 2,3,0,George Kittle left end for -2 yards (tackle by Ryan Kerrigan),4.950,3.030
4,9:06,4,4,WAS 4,6,0,Robbie Gould 22 yard field goal good,3.030,3.000
4,9:03,,,SFO 35,6,0,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
4,9:03,1,10,WAS 25,6,0,Case Keenum pass complete short right to Jeremy Sprinkle for no gain (tackle by K'Waun Williams),0.610,0.060
4,8:24,2,10,WAS 25,6,0,Adrian Peterson right end for 2 yards (tackle by Kwon Alexander),0.060,-0.360
4,7:36,3,8,WAS 27,6,0,Case Keenum pass complete short middle to Steven Sims for 2 yards (tackle by K'Waun Williams),-0.360,-1.440
4,6:54,4,6,WAS 29,6,0,"Tress Way punts 51 yards, returned by Richie James for 13 yards (tackle by Kelvin Harmon)",-1.440,-1.140
4,6:42,1,10,SFO 33,6,0,Tevin Coleman left tackle for 3 yards (tackle by Shaun Dion Hamilton),1.140,1.000
4,5:59,2,7,SFO 36,6,0,Tevin Coleman right end for 3 yards (tackle by Da'Ron Payne),1.000,0.700
4,5:15,3,4,SFO 39,6,0,Jimmy Garoppolo pass complete short middle to George Kittle for 16 yards (tackle by Troy Apke),0.700,2.590
4,4:27,1,10,WAS 45,6,0,Tevin Coleman left guard for 9 yards (tackle by Troy Apke),2.590,3.260
4,3:42,2,1,WAS 36,6,0,Jeff Wilson up the middle for 6 yards (tackle by Jimmy Moreland and Montez Sweat),3.260,3.580
4,3:31,,,,,,Timeout #2 by Washington Redskins,,
4,3:31,1,10,WAS 30,6,0,Jeff Wilson left guard for 6 yards (tackle by Cole Holcomb),3.580,3.840
4,3:26,,,,,,Timeout #3 by Washington Redskins,,
4,3:26,2,4,WAS 24,6,0,Tevin Coleman right end for 8 yards (tackle by Da'Ron Payne),3.840,4.510
4,2:40,1,10,WAS 16,6,0,Tevin Coleman up the middle for no gain (tackle by Jimmy Moreland),4.510,3.900
4,2:00,2,10,WAS 16,6,0,Tevin Coleman right guard for -1 yards (tackle by Ryan Kerrigan),3.900,3.020
4,1:15,3,11,WAS 17,6,0,Tevin Coleman left end for 6 yards (tackle by Troy Apke),3.020,2.750
4,0:27,,,,,,Timeout #2 by San Francisco 49ers,,
4,0:27,4,5,WAS 11,9,0,Robbie Gould 29 yard field goal good,2.750,3.000
4,0:23,,,SFO 35,9,0,"Mitch Wishnowsky kicks off 67 yards, returned by Steven Sims for 22 yards (tackle by Azeez Al-Shaair)",0.000,0.280
4,0:17,1,10,WAS 20,9,0,Case Keenum pass incomplete short middle intended for Trey Quinn,0.280,-0.270
4,0:13,2,10,WAS 20,9,0,Case Keenum sacked by Nick Bosa for -11 yards,-0.270,-2.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
