Quarter,Time,Down,ToGo,Location,CLE,LAC,Detail,EPB,EPA
2,8:36,2,11,CLE 24,0,3,DeShone Kizer pass complete short middle to Isaiah Crowell for 3 yards (tackle by Denzel Perryman),-0.070,-0.360
2,7:59,3,8,CLE 27,0,3,DeShone Kizer sacked by Desmond King for -5 yards,-0.360,-1.900
2,7:22,4,13,CLE 22,0,3,"Britton Colquitt punts 38 yards, out of bounds",-1.900,-1.600
2,7:14,1,10,LAC 40,0,3,Philip Rivers pass complete short left to Austin Ekeler for 16 yards (tackle by Nate Orchard),1.600,2.650
2,6:32,1,10,CLE 44,0,3,Austin Ekeler middle for 7 yards (tackle by Christian Kirksey),2.650,3.060
2,5:54,2,3,CLE 37,0,3,Melvin Gordon right end for 8 yards (tackle by Briean Boddy-Calhoun),3.060,3.640
2,5:15,1,10,CLE 29,0,3,Austin Ekeler right end for 9 yards (tackle by Joe Schobert),3.640,4.320
2,4:38,2,1,CLE 20,0,3,Austin Ekeler right guard for -2 yards (tackle by Danny Shelton and Trevon Coley),4.320,3.340
2,3:56,3,3,CLE 22,0,3,Philip Rivers pass incomplete short left intended for Tyrell Williams,3.340,2.090
2,3:50,4,3,CLE 22,0,6,Travis Coons 40 yard field goal good,2.090,3.000
2,3:45,,,LAC 35,0,6,"Travis Coons kicks off 62 yards, returned by Matthew Dayes for 32 yards (tackle by Travis Coons)",0.000,-1.270
2,3:39,1,10,CLE 35,0,6,DeShone Kizer pass incomplete short left intended for Josh Gordon,1.270,0.720
2,3:36,2,10,CLE 35,0,6,DeShone Kizer pass complete short left to Josh Gordon for 9 yards (tackle by Desmond King),0.720,0.000
2,2:56,,,,,,Timeout #1 by Cleveland Browns,0.000,-1.220
2,2:56,3,1,CLE 44,0,6,DeShone Kizer pass complete deep left to Josh Gordon for 28 yards (tackle by Casey Hayward),1.220,3.710
2,2:26,1,10,LAC 28,0,6,Duke Johnson middle for no gain (tackle by Chris McCain),3.710,3.170
2,2:00,2,10,LAC 28,6,6,"DeShone Kizer pass complete deep middle to David Njoku for 28 yards, touchdown",3.170,7.000
2,1:55,,,LAC 15,7,6,Zane Gonzalez kicks extra point good,0.000,0.000
2,1:55,,,CLE 35,7,6,"Zane Gonzalez kicks off 62 yards, returned by Desmond King for 18 yards (tackle by Tyrone Holmes)",0.000,-0.340
2,1:49,1,10,LAC 21,7,6,"Philip Rivers sacked by Joe Schobert for -8 yards. Philip Rivers fumbles (forced by Joe Schobert), recovered by Russell Okung at LAC-12",0.340,0.000
2,1:41,,,,,,Timeout #2 by Cleveland Browns,0.000,1.440
2,1:41,2,19,LAC 12,7,6,Philip Rivers pass complete short left to Travis Benjamin for 39 yards (tackle by Jabrill Peppers),-1.440,2.320
2,1:13,1,10,CLE 49,7,6,Philip Rivers pass complete short middle to Melvin Gordon for 5 yards (tackle by Christian Kirksey),2.320,2.460
2,0:55,2,5,CLE 44,7,6,Philip Rivers pass incomplete deep left intended for Travis Benjamin,2.460,1.750
2,0:49,3,5,CLE 44,7,6,Philip Rivers pass complete short left to Hunter Henry for 8 yards (tackle by Christian Kirksey),1.750,0.000
2,0:42,,,,,,Timeout #2 by Los Angeles Chargers,0.000,-3.180
2,0:42,1,10,CLE 36,7,6,Philip Rivers pass complete short right to Keenan Allen for 2 yards (tackle by Briean Boddy-Calhoun),3.180,2.910
2,0:25,2,8,CLE 34,7,6,Philip Rivers pass incomplete short left intended for Travis Benjamin (defended by Jamar Taylor),2.910,2.210
2,0:20,3,8,CLE 34,7,6,Philip Rivers pass complete short right to Melvin Gordon for 14 yards,2.210,4.240
2,0:14,1,10,CLE 20,7,6,"Penalty on Danny Shelton: Neutral Zone Infraction, 5 yards (no play)",4.240,5.190
2,0:14,1,5,CLE 15,7,6,Philip Rivers pass complete short right to Travis Benjamin for 11 yards (tackle by Jamar Taylor),5.190,0.000
2,0:09,,,,,,Timeout #3 by Los Angeles Chargers,0.000,-6.280
2,0:09,1,4,CLE 4,7,6,Philip Rivers pass incomplete short left intended for Antonio Gates,6.280,5.340
2,0:04,2,4,CLE 4,7,9,Travis Coons 22 yard field goal good,5.340,3.000
Quarter,Time,Down,ToGo,Location,CLE,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,7,9,"Zane Gonzalez kicks off 63 yards, returned by Desmond King for 20 yards (tackle by Dan Vitale)",0.000,-0.410
3,14:54,1,10,LAC 22,7,9,Philip Rivers pass incomplete short left intended for Austin Ekeler,0.410,-0.130
3,14:51,2,10,LAC 22,7,9,Philip Rivers pass complete short left to Keenan Allen for 12 yards (tackle by Jason McCourty),-0.130,1.200
3,14:08,1,10,LAC 34,7,9,Philip Rivers pass complete deep left to Hunter Henry for 25 yards (tackle by Derrick Kindred),1.200,2.850
3,13:41,1,10,CLE 41,7,9,Philip Rivers pass incomplete short right intended for Hunter Henry,2.850,2.310
3,13:34,2,10,CLE 41,7,9,Philip Rivers pass complete short left to Travis Benjamin for 9 yards (tackle by James Burgess),2.310,2.810
3,12:57,3,1,CLE 32,7,9,Melvin Gordon right end for -3 yards (tackle by Jason McCourty),2.810,0.980
3,12:11,4,4,CLE 35,7,9,Philip Rivers pass complete deep right to Keenan Allen for 26 yards (tackle by Jason McCourty). Penalty on Jason McCourty: Illegal Contact (Declined),0.980,5.140
3,11:45,1,9,CLE 9,7,9,Melvin Gordon left end for 6 yards (tackle by Jabrill Peppers),5.140,5.530
3,11:20,2,3,CLE 3,7,9,Melvin Gordon left end for -4 yards (tackle by Larry Ogunjobi),5.530,3.810
3,10:40,3,7,CLE 7,7,15,"Philip Rivers pass complete short middle to Keenan Allen for 7 yards, touchdown",3.810,7.000
3,10:35,,,CLE 15,7,16,Travis Coons kicks extra point good,0.000,0.000
3,10:35,,,LAC 35,7,16,"Travis Coons kicks off 65 yards, touchback",0.000,-0.610
3,10:35,1,10,CLE 25,7,16,DeShone Kizer pass incomplete short right intended for Josh Gordon (defended by Casey Hayward),0.610,0.060
3,10:31,2,10,CLE 25,7,16,Isaiah Crowell left tackle for 9 yards (tackle by Desmond King),0.060,0.560
3,9:48,3,1,CLE 34,7,16,Isaiah Crowell middle for 3 yards (tackle by Jahleel Addae and Adrian Phillips),0.560,1.400
3,9:13,1,10,CLE 37,7,16,DeShone Kizer pass incomplete deep right intended for Josh Gordon (defended by Trevor Williams),1.400,0.860
3,9:06,2,10,CLE 37,7,16,DeShone Kizer pass complete short left to Kenny Britt for 3 yards (tackle by Desmond King and Denzel Perryman),0.860,0.560
3,8:22,3,7,CLE 40,7,16,DeShone Kizer pass incomplete short middle intended for Duke Johnson (defended by Jahleel Addae),0.560,-0.720
3,8:17,4,7,CLE 40,7,16,"Britton Colquitt punts 44 yards, returned by Travis Benjamin for 9 yards (tackle by Seth Devalve)",-0.720,-0.610
3,8:05,1,10,LAC 25,7,16,Melvin Gordon right end for 2 yards (tackle by Caleb Brantley),0.610,0.330
3,7:30,2,8,LAC 27,7,16,Philip Rivers pass complete short left to Hunter Henry for 5 yards (tackle by Christian Kirksey and Joe Schobert),0.330,0.300
3,6:43,3,3,LAC 32,7,16,Philip Rivers pass complete short left to Keenan Allen for 8 yards (tackle by Jason McCourty),0.300,1.600
3,6:07,1,10,LAC 40,7,16,Melvin Gordon middle for -1 yards (tackle by Carl Nassib and Myles Garrett),1.600,0.920
3,5:23,2,11,LAC 39,7,16,Philip Rivers pass complete short right to Melvin Gordon for 6 yards (tackle by Joe Schobert),0.920,1.030
3,4:37,3,5,LAC 45,7,16,Philip Rivers pass complete short right to Tyrell Williams for 8 yards (tackle by Briean Boddy-Calhoun),1.030,2.460
3,4:09,1,10,CLE 47,7,16,Austin Ekeler right guard for 5 yards (tackle by Briean Boddy-Calhoun),2.460,2.590
3,3:31,2,5,CLE 42,7,16,Melvin Gordon right tackle for 29 yards (tackle by Jason McCourty),2.590,4.710
3,2:44,1,10,CLE 13,7,16,Melvin Gordon right guard for 3 yards (tackle by Carl Nassib),4.710,4.580
3,2:01,2,7,CLE 10,7,16,"Philip Rivers pass complete short left to Keenan Allen for 1 yard (tackle by Nate Orchard). Keenan Allen fumbles (forced by Nate Orchard), recovered by Hunter Henry at CLE-9",4.580,3.880
3,1:09,3,6,CLE 9,7,16,Philip Rivers pass incomplete short left intended for Keenan Allen,3.880,2.850
3,1:06,4,6,CLE 9,7,19,Travis Coons 27 yard field goal good,2.850,3.000
3,1:02,,,LAC 35,7,19,"Travis Coons kicks off 65 yards, touchback",0.000,-0.610
3,1:02,1,10,CLE 25,7,19,Isaiah Crowell left end for 4 yards (tackle by Joey Bosa and Tenny Palepoi),0.610,0.600
3,0:29,2,6,CLE 29,7,19,DeShone Kizer pass complete short right to David Njoku for 7 yards (tackle by Casey Hayward),0.600,1.330
3,0:03,1,10,CLE 36,7,19,DeShone Kizer pass incomplete deep right intended for Josh Gordon,1.330,0.790
Quarter,Time,Down,ToGo,Location,CLE,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,CLE 36,7,19,"DeShone Kizer pass incomplete deep left intended for Corey Coleman. Penalty on Desmond King: Defensive Pass Interference, 27 yards (no play)",0.790,3.120
4,14:51,1,10,LAC 37,7,19,Duke Johnson middle for -2 yards (tackle by Joey Bosa),3.120,2.300
4,14:23,2,12,LAC 39,7,19,DeShone Kizer pass complete short left to Duke Johnson for 11 yards (tackle by Desmond King),2.300,3.070
4,13:53,3,1,LAC 28,7,19,"DeShone Kizer pass incomplete deep left intended for Josh Gordon. Penalty on CLE: Illegal Formation, 4 yards (no play)",3.070,2.540
4,13:48,3,5,LAC 32,7,19,"DeShone Kizer pass complete short right to Seth Devalve for no gain. Penalty on Desmond King: Illegal Use of Hands, 5 yards (no play)",2.540,3.780
4,13:30,1,10,LAC 27,7,19,DeShone Kizer pass complete short right to Kenny Britt for 7 yards (tackle by Trevor Williams),3.780,4.180
4,13:04,2,3,LAC 20,7,19,Duke Johnson middle for 3 yards (tackle by Brandon Mebane),4.180,4.440
4,12:26,1,10,LAC 17,7,19,DeShone Kizer pass incomplete deep right intended for Corey Coleman,4.440,3.850
4,12:21,2,10,LAC 17,7,19,DeShone Kizer pass incomplete deep right intended for David Njoku,3.850,3.070
4,12:16,3,10,LAC 17,7,19,DeShone Kizer pass incomplete short right intended for Duke Johnson,3.070,2.310
4,12:08,4,10,LAC 17,10,19,Zane Gonzalez 35 yard field goal good,2.310,3.000
4,12:03,,,CLE 35,10,19,"Zane Gonzalez kicks off 60 yards, returned by Desmond King for 44 yards (tackle by Dan Vitale)",0.000,-2.190
4,11:53,1,10,LAC 49,10,19,Philip Rivers pass complete short right to Hunter Henry for 13 yards (tackle by Derrick Kindred),2.190,3.050
4,11:27,1,10,CLE 38,10,19,Melvin Gordon left end for 7 yards (tackle by James Burgess),3.050,3.450
4,10:47,2,3,CLE 31,10,19,Melvin Gordon right end for -4 yards (tackle by Joe Schobert and Caleb Brantley),3.450,2.210
4,10:03,3,7,CLE 35,10,19,Philip Rivers pass incomplete deep right intended for Keenan Allen,2.210,0.970
4,9:58,4,7,CLE 35,10,19,Drew Kaser punts 31 yards,0.970,0.380
4,9:47,1,10,CLE 4,10,19,DeShone Kizer pass complete deep middle to David Njoku for 33 yards (tackle by Tre Boston),-0.380,1.400
4,9:06,1,10,CLE 37,10,19,Isaiah Crowell middle for 7 yards (tackle by Melvin Ingram and Kyle Emanuel),1.400,1.800
4,8:27,2,3,CLE 44,10,19,DeShone Kizer pass incomplete deep right intended for Corey Coleman,1.800,1.090
4,8:22,3,3,CLE 44,10,19,DeShone Kizer for 3 yards (tackle by Jahleel Addae),1.090,2.060
4,7:55,1,10,CLE 47,10,19,DeShone Kizer pass complete short right to David Njoku for 6 yards (tackle by Jahleel Addae),2.060,2.330
4,7:30,2,4,LAC 47,10,19,DeShone Kizer pass incomplete short right intended for Josh Gordon,2.330,1.620
4,7:24,3,4,LAC 47,10,19,DeShone Kizer pass complete short left to Seth Devalve for 25 yards (tackle by Tre Boston),1.620,4.110
4,6:50,1,10,LAC 22,10,19,DeShone Kizer pass complete short right to Duke Johnson for -1 yards (tackle by Darius Philon),4.110,3.430
4,6:03,2,11,LAC 23,10,19,DeShone Kizer middle for 17 yards (tackle by Jahleel Addae),3.430,5.830
4,5:34,1,6,LAC 6,10,19,"Duke Johnson left end for 1 yard (tackle by Joey Bosa). Penalty on Corey Coleman: Offensive Holding, 10 yards",5.830,4.370
4,5:09,1,15,LAC 15,10,19,DeShone Kizer pass incomplete short left intended for Josh Gordon (defended by Casey Hayward),4.370,3.460
4,5:04,2,15,LAC 15,10,19,DeShone Kizer pass incomplete short middle intended for Corey Coleman (defended by Trevor Williams),3.460,0.000
4,4:59,,,,,,Timeout #1 by Cleveland Browns,0.000,-2.930
4,4:59,3,15,LAC 15,10,19,"DeShone Kizer sacked by Joey Bosa for -3 yards. DeShone Kizer fumbles (forced by Joey Bosa), recovered by Denzel Perryman at LAC-20 (tackle by J.C. Tretter)",2.930,-0.280
4,4:48,1,10,LAC 20,10,19,Melvin Gordon right end for 5 yards (tackle by Trevon Coley),0.280,0.410
4,4:04,2,5,LAC 25,10,19,Melvin Gordon left tackle for 6 yards (tackle by Jamar Taylor and Larry Ogunjobi),0.410,0.000
4,3:53,,,,,,Timeout #2 by Cleveland Browns,0.000,-1.000
4,3:53,1,10,LAC 31,10,19,Melvin Gordon right guard for -1 yards (tackle by Trevon Coley),1.000,0.000
4,3:49,,,,,,Timeout #3 by Cleveland Browns,0.000,-0.320
4,3:49,2,11,LAC 30,10,19,Melvin Gordon middle for 2 yards (tackle by Larry Ogunjobi and Myles Garrett),0.320,0.000
4,3:04,,,,,,Timeout #1 by Los Angeles Chargers,0.000,0.100
4,3:04,3,9,LAC 32,10,19,Philip Rivers pass complete short left to Austin Ekeler for 5 yards (tackle by Kai Nacua),-0.100,-0.910
4,2:21,4,4,LAC 37,10,19,"Drew Kaser punts 42 yards, returned by Duke Johnson for 12 yards (tackle by Michael Davis)",-0.910,-1.140
4,2:08,1,10,CLE 33,10,19,DeShone Kizer pass complete deep left to Josh Gordon for 39 yards (tackle by Casey Hayward),1.140,3.710
4,1:58,1,10,LAC 28,10,19,DeShone Kizer sacked by Darius Philon for -3 yards,3.710,2.760
4,1:21,2,13,LAC 31,10,19,DeShone Kizer pass incomplete deep middle intended for Seth Devalve is intercepted by Adrian Phillips at LAC-12 and returned for 9 yards,2.760,-0.340
4,1:14,1,10,LAC 21,10,19,Philip Rivers kneels for -1 yards,0.340,-0.340
4,0:31,2,11,LAC 20,10,19,Philip Rivers kneels for -1 yards,-0.340,-1.220
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
