Quarter,Time,Down,ToGo,Location,CIN,OAK,Detail,EPB,EPA
2,1:51,1,2,CIN 2,7,7,Josh Jacobs left guard for -1 yards (tackle by Josh Tupou and Geno Atkins),6.740,5.530
2,1:47,,,,,,Timeout #2 by Cincinnati Bengals,,
2,1:47,2,3,CIN 3,7,7,Derek Carr pass incomplete short left intended for Darren Waller,5.530,4.720
2,1:44,,,,,,Timeout #2 by Oakland Raiders,,
2,1:44,3,3,CIN 3,7,13,"Derek Carr left guard for 3 yards, touchdown",4.720,7.000
2,1:37,,,CIN 15,7,14,Daniel Carlson kicks extra point good,0.000,0.000
2,1:37,,,OAK 35,7,14,"Daniel Carlson kicks off 68 yards, returned by Brandon Wilson for 38 yards (tackle by Daniel Carlson and Derek Carrier)",0.000,1.270
2,1:31,1,10,CIN 35,7,14,Ryan Finley up the middle for 24 yards (tackle by Erik Harris),1.270,2.850
2,1:05,1,10,OAK 41,7,14,"Ryan Finley pass complete short left to Giovani Bernard for 3 yards (tackle by Nevin Lawson). Penalty on John Jerry: Offensive Holding, 10 yards (no play)",2.850,2.190
2,1:00,1,20,CIN 49,7,14,Ryan Finley pass complete short middle to Auden Tate for 14 yards (tackle by Curtis Riley),2.190,2.850
2,0:30,2,6,OAK 37,7,14,"Penalty on Billy Price: False Start, 5 yards (no play)",2.850,2.170
2,0:17,2,11,OAK 42,7,14,Ryan Finley pass incomplete deep middle intended for Tyler Eifert (defended by Tahir Whitehead),2.170,1.490
2,0:13,3,11,OAK 42,7,14,"Penalty on Maurice Hurst: Encroachment, 5 yards (no play)",1.490,2.150
2,0:13,3,6,OAK 37,7,14,Ryan Finley pass complete short right to Tyler Eifert for 2 yards (tackle by Trayvon Mullen),2.150,0.980
2,0:08,,,,,,Timeout #3 by Oakland Raiders,,
2,0:08,4,4,OAK 35,7,14,Randy Bullock 53 yard field goal no good,0.980,-1.800
2,0:04,1,10,OAK 43,7,14,Derek Carr kneels for -1 yards,1.800,1.120
Quarter,Time,Down,ToGo,Location,CIN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,7,14,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CIN 25,7,14,Ryan Finley pass complete short middle to Auden Tate for 18 yards (tackle by Daryl Worley),0.610,1.800
3,14:25,1,10,CIN 43,7,14,Joe Mixon right end for 9 yards (tackle by Trayvon Mullen),1.800,2.470
3,14:04,2,1,OAK 48,7,14,Ryan Finley pass incomplete short middle intended for Auden Tate (defended by Daryl Worley),2.470,1.750
3,14:00,3,1,OAK 48,7,14,Joe Mixon up the middle for 3 yards (tackle by Tahir Whitehead),1.750,2.590
3,13:28,1,10,OAK 45,7,14,Ryan Finley pass incomplete short right intended for Joe Mixon,2.590,2.040
3,13:25,2,10,OAK 45,7,14,Ryan Finley pass incomplete short right intended for Alex Erickson,2.040,1.360
3,13:22,3,10,OAK 45,7,14,Ryan Finley sacked by Dion Jordan for no gain,1.360,0.270
3,12:42,4,10,OAK 45,7,14,"Kevin Huber punts 36 yards, fair catch by Trevor Davis at OAK-9",0.270,0.380
3,12:35,1,10,OAK 9,7,14,Josh Jacobs left guard for 6 yards (tackle by Jessie Bates and Shawn Williams),-0.380,-0.280
3,11:56,2,4,OAK 15,7,14,Josh Jacobs left guard for 3 yards (tackle by Carlos Dunlap and Nick Vigil),-0.280,-0.370
3,11:12,3,1,OAK 18,7,14,Derek Carr pass complete short middle to Hunter Renfrow for 20 yards (tackle by Shawn Williams),-0.370,1.470
3,10:26,1,10,OAK 38,7,14,Derek Carr pass complete short middle to Darren Waller for 6 yards (tackle by Darqueze Dennard and Shawn Williams),1.470,1.730
3,10:08,2,4,OAK 44,7,14,Josh Jacobs right end for no gain (tackle by Carlos Dunlap),1.730,1.020
3,9:29,3,4,OAK 44,7,14,Derek Carr pass short middle intended for Hunter Renfrow is intercepted by Jessie Bates at OAK-49 and returned for 4 yards,1.020,-2.590
3,9:23,1,10,OAK 45,7,14,Joe Mixon right end for 15 yards (tackle by D.J. Swearinger),2.590,3.580
3,8:48,1,10,OAK 30,7,14,Ryan Finley right end for 6 yards (tackle by D.J. Swearinger),3.580,3.840
3,8:21,2,4,OAK 24,7,14,Giovani Bernard left end for 2 yards (tackle by Erik Harris and Tahir Whitehead),3.840,3.400
3,7:37,3,2,OAK 22,7,14,Ryan Finley pass incomplete short right,3.400,2.120
3,7:28,4,2,OAK 22,10,14,Randy Bullock 40 yard field goal good,2.120,3.000
3,7:25,,,CIN 35,10,14,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,7:25,1,10,OAK 25,10,14,Josh Jacobs up the middle for 2 yards (tackle by Josh Tupou),0.610,0.330
3,6:58,2,8,OAK 27,10,14,Derek Carr pass complete short middle to Foster Moreau for 6 yards (tackle by Renell Wren and Jordan Evans),0.330,0.430
3,6:07,3,2,OAK 33,10,14,Derek Carr sacked by Carl Lawson for -4 yards,0.430,-1.440
3,5:31,4,6,OAK 29,10,14,"A.J. Cole punts 50 yards, returned by Alex Erickson for 11 yards (tackle by Trent Sieg and William Compton)",-1.440,-1.070
3,5:19,1,10,CIN 32,10,14,Joe Mixon up the middle for 5 yards (tackle by Maurice Hurst),1.070,1.200
3,4:44,2,5,CIN 37,10,14,Giovani Bernard right end for 18 yards (tackle by Tahir Whitehead),1.200,2.590
3,4:13,1,10,OAK 45,10,14,Ryan Finley pass complete short middle to Auden Tate for 4 yards (tackle by Trayvon Mullen),2.590,2.580
3,3:34,2,6,OAK 41,10,14,Ryan Finley pass incomplete deep left intended for Auden Tate,2.580,1.880
3,3:30,3,6,OAK 41,10,14,Ryan Finley pass incomplete short right intended for Alex Erickson (defended by Trayvon Mullen),1.880,0.530
3,3:27,4,6,OAK 41,10,14,"Kevin Huber punts 26 yards, fair catch by Trevor Davis at OAK-15",0.530,0.220
3,3:20,1,10,OAK 15,10,14,Derek Carr pass complete deep right to Tyrell Williams for 17 yards (tackle by Shawn Williams),-0.220,1.070
3,2:40,1,10,OAK 32,10,14,"DeAndre Washington right end for 14 yards (tackle by Shawn Williams and Germaine Pratt). Penalty on Richie Incognito: Offensive Holding (Declined) . Penalty on Gabe Jackson: Offensive Holding, 10 yards (no play)",1.070,0.410
3,2:17,1,20,OAK 22,10,14,Derek Carr right end for 1 yard (tackle by Darqueze Dennard),0.410,-0.690
3,1:46,2,19,OAK 23,10,14,Derek Carr pass complete short middle to Jalen Richard for 7 yards (tackle by Shawn Williams and Nick Vigil),-0.690,-0.430
3,1:07,3,12,OAK 30,10,14,Derek Carr pass complete short left to Zay Jones for 8 yards (tackle by Jessie Bates and Darqueze Dennard),-0.430,-0.850
3,0:26,4,4,OAK 38,10,14,"A.J. Cole punts 47 yards, fair catch by Alex Erickson at CIN-15",-0.850,0.220
3,0:19,1,10,CIN 15,10,14,Joe Mixon left tackle for 2 yards (tackle by Josh Mauro and D.J. Swearinger),-0.220,-0.440
Quarter,Time,Down,ToGo,Location,CIN,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,CIN 17,10,14,Joe Mixon left guard for 1 yard (tackle by Josh Mauro and Johnathan Hankins),-0.440,-1.000
4,14:23,3,7,CIN 18,10,14,Ryan Finley sacked by Maxx Crosby for -8 yards,-1.000,-2.490
4,13:42,4,15,CIN 10,10,14,"Kevin Huber punts 56 yards, returned by Trevor Davis for no gain (tackle by Brandon Wilson)",-2.490,-1.200
4,13:32,1,10,OAK 34,10,14,Derek Carr pass complete short middle to Darren Waller for 32 yards (tackle by Jessie Bates),1.200,3.310
4,12:55,1,10,CIN 34,10,14,Josh Jacobs left tackle for 21 yards (tackle by William Jackson and Carlos Dunlap),3.310,4.710
4,12:37,1,10,CIN 13,10,14,Josh Jacobs up the middle for 4 yards (tackle by Nick Vigil and Jessie Bates),4.710,4.770
4,11:58,2,6,CIN 9,10,14,Derek Carr pass incomplete short right,4.770,3.880
4,11:52,,,,,,Timeout #1 by Oakland Raiders,,
4,11:52,3,6,CIN 9,10,14,Derek Carr pass complete short right to Hunter Renfrow for 5 yards (tackle by Jessie Bates),3.880,3.040
4,11:05,4,1,CIN 4,10,14,Alec Ingold up the middle for 3 yards (tackle by Shawn Williams and Geno Atkins),3.040,6.970
4,10:41,1,1,CIN 1,10,14,"Penalty on Richie Incognito: False Start, 5 yards (no play)",6.970,5.830
4,10:21,1,6,CIN 6,10,14,Josh Jacobs left tackle for 1 yard (tackle by Sam Hubbard),5.830,5.150
4,9:48,2,5,CIN 5,10,14,Derek Carr pass incomplete short left intended for Darren Waller,5.150,4.260
4,9:45,3,5,CIN 5,10,14,Derek Carr pass complete short left to Zay Jones for 4 yards (tackle by William Jackson),4.260,3.550
4,9:15,4,1,CIN 1,10,17,Daniel Carlson 20 yard field goal good,3.550,3.000
4,9:12,,,OAK 35,10,17,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,9:12,1,10,CIN 25,10,17,Ryan Finley right end for 17 yards (tackle by Nicholas Morrow),0.610,1.730
4,8:41,1,10,CIN 42,10,17,Joe Mixon right end for -2 yards (tackle by Tahir Whitehead),1.730,0.920
4,8:00,2,12,CIN 40,10,17,Ryan Finley pass complete short middle to Giovani Bernard for 16 yards (tackle by Trayvon Mullen),0.920,2.650
4,7:38,1,10,OAK 44,10,17,Ryan Finley sacked by Maxx Crosby for -9 yards,2.650,0.900
4,6:55,2,19,CIN 47,10,17,Ryan Finley pass incomplete short left intended for C.J. Uzomah,0.900,0.230
4,6:51,3,19,CIN 47,10,17,Ryan Finley pass complete deep middle to Auden Tate for 20 yards (tackle by Curtis Riley),0.230,3.380
4,6:34,1,10,OAK 33,10,17,Joe Mixon up the middle for 6 yards (tackle by Clelin Ferrell),3.380,3.650
4,5:58,2,4,OAK 27,10,17,Ryan Finley pass complete short right to Alex Erickson for no gain (tackle by Nevin Lawson),3.650,2.940
4,5:18,3,4,OAK 27,10,17,Ryan Finley pass incomplete short left intended for Giovani Bernard,2.940,1.750
4,5:11,,,,,,Timeout #2 by Oakland Raiders,,
4,5:11,4,4,OAK 27,10,17,Ryan Finley pass incomplete deep right intended for Damion Willis (defended by Curtis Riley),1.750,-0.740
4,5:06,1,10,OAK 27,10,17,Josh Jacobs up the middle for -2 yards (tackle by Carlos Dunlap),0.740,-0.070
4,4:26,2,12,OAK 25,10,17,Derek Carr pass complete short right to Darren Waller for 29 yards (tackle by Shawn Williams). Penalty on Kolton Miller: Offensive Holding (Offsetting) Penalty on CIN: Defensive Holding (Offsetting) (no play),-0.070,-0.070
4,4:17,2,12,OAK 25,10,17,Derek Carr pass complete short middle to Darren Waller for 23 yards (tackle by Darqueze Dennard),-0.070,2.130
4,3:29,1,10,OAK 48,10,17,Josh Jacobs up the middle for 2 yards (tackle by Josh Tupou),2.130,1.850
4,3:24,,,,,,Timeout #1 by Cincinnati Bengals,,
4,3:24,2,8,OAK 50,10,17,Josh Jacobs up the middle for 2 yards (tackle by Germaine Pratt and Josh Tupou),1.850,1.420
4,3:18,,,,,,Timeout #2 by Cincinnati Bengals,,
4,3:18,3,6,CIN 48,10,17,Derek Carr pass complete short left to Zay Jones for 13 yards (tackle by William Jackson),1.420,3.250
4,3:10,,,,,,Timeout #3 by Cincinnati Bengals,,
4,3:10,1,10,CIN 35,10,17,Josh Jacobs left tackle for no gain (tackle by Josh Tupou),3.250,2.700
4,2:25,2,10,CIN 35,10,17,Darren Waller right end for -2 yards (tackle by Jessie Bates and Nick Vigil). Penalty on Derek Carrier: Offensive Holding (Declined),2.700,1.750
4,2:21,3,12,CIN 37,10,17,Jalen Richard left end for 4 yards (tackle by Sam Hubbard),1.750,1.150
4,2:00,4,8,CIN 33,10,17,"A.J. Cole punts 33 yards, touchback.",1.150,-0.280
4,1:54,1,10,CIN 20,10,17,Ryan Finley sacked by Maxx Crosby for -9 yards,0.280,-1.440
4,1:27,2,19,CIN 11,10,17,Ryan Finley pass deep right intended for Alex Erickson is intercepted by Trayvon Mullen at CIN-36 and returned for no gain,-1.440,-3.180
4,1:17,1,10,CIN 36,10,17,Derek Carr kneels for -1 yards,3.180,2.500
4,0:37,2,11,CIN 37,10,17,Derek Carr kneels for -1 yards,2.500,1.690
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
