Quarter,Time,Down,ToGo,Location,NWE,CIN,Detail,EPB,EPA
2,1:14,1,10,NWE 3,17,7,Tom Brady kneels for -1 yards,-0.380,-0.850
2,0:30,2,11,NWE 2,17,7,Tom Brady kneels for -1 yards,-0.850,-1.650
Quarter,Time,Down,ToGo,Location,NWE,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,17,7,"Stephen Gostkowski kicks off 76 yards, touchback",0.000,0.280
3,15:00,1,10,CIN 20,17,7,Carson Palmer pass incomplete short right intended for Reggie Kelly,0.280,-0.270
3,14:56,2,10,CIN 20,17,7,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 12 yards (tackle by Eugene Wilson),-0.270,1.070
3,14:22,1,10,CIN 32,17,7,Kenny Watson left end for -2 yards (tackle by Jarvis Green),1.070,0.260
3,13:55,2,12,CIN 30,17,7,Carson Palmer pass complete deep middle to Reggie Kelly for 21 yards (tackle by Adalius Thomas),0.260,2.320
3,13:24,1,10,NWE 49,17,7,"Kenny Watson left end for 3 yards (tackle by Junior Seau). Penalty on Antonio Chatman: Offensive Holding, 10 yards",2.320,1.860
3,12:57,1,17,CIN 44,17,7,Carson Palmer pass complete short left to Kenny Watson for 6 yards (tackle by Mike Wright),1.860,1.650
3,12:20,2,11,,17,7,Carson Palmer pass incomplete deep right intended for Antonio Chatman,1.650,0.960
3,12:15,3,11,,17,7,Carson Palmer pass incomplete short middle intended for Daniel Coats,0.960,-0.060
3,12:10,4,11,,17,7,"Kyle Larson punts 36 yards, fair catch by Wes Welker. Penalty on Glenn Holt: Illegal Formation, 5 yards",-0.060,-0.150
3,12:02,1,10,NWE 19,17,7,Sammy Morris right end for -1 yards (tackle by Domata Peko),0.150,-0.560
3,11:24,2,11,NWE 18,17,7,Tom Brady pass complete short middle to Kevin Faulk for 8 yards (tackle by Nedu Ndukwe),-0.560,-0.160
3,10:41,3,3,NWE 26,17,7,Wes Welker left end for 27 yards (tackle by Dexter Jackson),-0.160,2.460
3,10:08,1,10,CIN 47,17,7,"Tom Brady pass complete short right to Randy Moss for 16 yards (tackle by Deltha O'Neal). Penalty on Bryan Robinson: Roughing the Passer, 15 yards",2.460,4.510
3,9:43,1,10,CIN 16,17,7,Sammy Morris left end for 6 yards (tackle by Justin Smith),4.510,4.970
3,9:08,2,4,CIN 10,17,7,Sammy Morris right guard for no gain (tackle by Robert Geathers and Anthony Schlegel),4.970,4.170
3,8:26,3,4,CIN 10,17,7,Kevin Faulk left tackle for 3 yards (tackle by Justin Smith),4.170,3.010
3,8:00,4,1,CIN 7,23,7,"Sammy Morris left tackle for 7 yards, touchdown",3.010,7.000
3,,,,CIN 2,24,7,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,24,7,"Stephen Gostkowski kicks off 70 yards, returned by Glenn Holt for 34 yards (tackle by James Sanders)",0.000,1.200
3,7:46,1,10,CIN 34,24,7,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 10 yards (tackle by Randall Gay),1.200,1.860
3,7:15,1,10,CIN 44,24,7,Kenny Watson left tackle for 16 yards (tackle by Eugene Wilson),1.860,2.920
3,6:47,1,10,NWE 40,24,7,Kenny Watson right tackle for 2 yards (tackle by Ty Warren),2.920,2.640
3,6:17,2,8,NWE 38,24,7,"Carson Palmer pass incomplete short middle intended for Reggie Kelly. Penalty on Kenny Watson: Chop Block, 15 yards (no play)",2.640,0.620
3,6:12,2,23,CIN 47,24,7,Carson Palmer pass complete deep right to T.J. Houshmandzadeh for 23 yards,0.620,3.580
3,5:45,1,10,NWE 30,24,7,"Penalty on Scott Kooistra: False Start, 5 yards (no play)",3.580,3.250
3,5:28,1,15,NWE 35,24,7,Kenny Watson left tackle for 9 yards (tackle by Mike Vrabel),3.250,3.570
3,4:57,2,6,NWE 26,24,7,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 4 yards (tackle by Asante Samuel),3.570,3.400
3,4:17,,,,24,7,Timeout #1 by New England Patriots,0.000,3.400
3,4:17,3,2,NWE 22,24,7,Carson Palmer pass incomplete short left intended for Glenn Holt (defended by Tedy Bruschi),3.400,2.120
3,4:14,4,2,NWE 22,24,10,Shayne Graham 40 yard field goal good,2.120,3.000
3,,,,CIN 30,24,10,"Shayne Graham kicks off 72 yards, returned by Ellis Hobbs for 31 yards (tackle by Madieu Williams)",0.000,0.870
3,4:04,1,10,NWE 29,24,10,Kevin Faulk right tackle for 14 yards (tackle by Dexter Jackson and Nedu Ndukwe),0.870,1.800
3,3:21,1,10,NWE 43,24,10,"Tom Brady sacked by Dexter Jackson for -7 yards. Penalty on Dexter Jackson: Defensive Offside, 5 yards (no play)",1.800,2.530
3,2:52,1,5,NWE 48,24,10,Kevin Faulk left end for 5 yards (tackle by Justin Smith),2.530,2.460
3,2:06,1,10,CIN 47,24,10,Tom Brady pass complete short right to Ben Watson for 7 yards (tackle by Dhani Jones),2.460,2.860
3,1:23,2,3,CIN 40,24,10,Tom Brady pass complete short right to Randy Moss for 6 yards (tackle by Deltha O'Neal),2.860,3.310
3,0:52,1,10,CIN 34,24,10,Tom Brady pass incomplete deep middle intended for Donte Stallworth (defended by Johnathan Joseph),3.310,2.770
3,0:45,2,10,CIN 34,24,10,Tom Brady pass complete short right to Randy Moss for 8 yards (tackle by Deltha O'Neal),2.770,3.140
Quarter,Time,Down,ToGo,Location,NWE,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,CIN 26,24,10,"Sammy Morris left end for 1 yard (tackle by Anthony Schlegel). Penalty on CIN: Defensive 12 On-field, 5 yards (no play)",3.140,4.170
4,14:20,1,10,CIN 21,24,10,Tom Brady pass incomplete short middle intended for Sammy Morris (defended by Justin Smith),4.170,3.630
4,14:15,2,10,CIN 21,24,10,Tom Brady pass complete short right to Randy Moss for 8 yards (tackle by Madieu Williams),3.630,4.240
4,13:42,3,2,CIN 13,24,10,Sammy Morris left end for -5 yards (tackle by Robert Geathers),4.240,2.250
4,13:07,4,7,CIN 18,27,10,Stephen Gostkowski 36 yard field goal good,2.250,3.000
4,,,,NWE 30,27,10,"Stephen Gostkowski kicks off 63 yards, returned by Glenn Holt for 13 yards (tackle by Mel Mitchell)",0.000,0.280
4,12:56,1,10,CIN 20,27,10,Carson Palmer pass incomplete deep left intended for Chad Ochocinco,0.280,-0.270
4,12:50,2,10,CIN 20,27,10,Carson Palmer pass complete deep left to Reggie Kelly for 20 yards (tackle by James Sanders),-0.270,1.600
4,12:33,1,10,CIN 40,27,10,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 5 yards (tackle by Randall Gay),1.600,1.730
4,12:05,2,5,CIN 45,27,10,Carson Palmer pass complete short middle to Chad Ochocinco for 14 yards (tackle by Brandon Meriweather),1.730,2.850
4,11:36,1,10,NWE 41,27,10,"Penalty on Andrew Whitworth: False Start, 5 yards (no play)",2.850,2.520
4,11:21,1,15,NWE 46,27,10,Carson Palmer pass incomplete deep middle intended for T.J. Houshmandzadeh,2.520,1.630
4,11:15,2,15,NWE 46,27,10,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 7 yards (tackle by Brandon Meriweather),1.630,1.880
4,10:39,3,8,NWE 39,27,10,Carson Palmer pass incomplete short left intended for Chad Ochocinco (defended by Ellis Hobbs),1.880,0.660
4,10:33,4,8,NWE 39,27,10,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 10 yards (tackle by Rashad Baker),0.660,3.640
4,10:06,1,10,NWE 29,27,10,T.J. Houshmandzadeh right end for -1 yards (tackle by Brandon Meriweather),3.640,2.970
4,9:22,2,11,NWE 30,27,10,Carson Palmer pass incomplete short right intended for Chad Ochocinco,2.970,2.280
4,9:17,3,11,NWE 30,27,10,Carson Palmer pass incomplete short right intended for Antonio Chatman (defended by Asante Samuel),2.280,1.410
4,9:09,4,11,NWE 30,27,13,Shayne Graham 48 yard field goal good,1.410,3.000
4,,,,CIN 30,27,13,"Shayne Graham kicks off 77 yards, returned by Ellis Hobbs for 22 yards (tackle by Daniel Coats)",0.000,-0.220
4,8:57,1,10,NWE 15,27,13,Tom Brady pass complete deep left to Randy Moss for 20 yards (tackle by Dexter Jackson),-0.220,1.270
4,8:20,1,10,NWE 35,27,13,Tom Brady pass complete short middle to Sammy Morris for 18 yards (tackle by Herana-Daze Jones),1.270,2.460
4,7:36,1,10,CIN 47,27,13,Tom Brady pass complete to Logan Mankins for -9 yards. Penalty on Logan Mankins: Illegal Touch Pass (Declined),2.460,0.700
4,7:06,2,19,NWE 44,27,13,Tom Brady pass complete short left to Donte Stallworth for 23 yards (tackle by Deltha O'Neal),0.700,3.380
4,6:18,1,10,CIN 33,27,13,Tom Brady pass complete short left to Donte Stallworth for 7 yards (tackle by Johnathan Joseph),3.380,3.780
4,5:35,2,3,CIN 26,27,13,Sammy Morris up the middle for 7 yards (tackle by Justin Smith),3.780,4.310
4,4:50,1,10,CIN 19,27,13,Sammy Morris left tackle for 6 yards (tackle by Justin Smith and Dhani Jones),4.310,4.720
4,4:05,2,4,CIN 13,27,13,Sammy Morris right guard for -1 yards (tackle by Domata Peko),4.720,3.760
4,3:24,,,,27,13,Timeout #1 by Cincinnati Bengals,0.000,3.760
4,3:24,3,5,CIN 14,33,13,"Tom Brady pass complete short middle to Randy Moss for 14 yards, touchdown",3.760,7.000
4,,,,CIN 2,34,13,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,34,13,"Stephen Gostkowski kicks off 68 yards, returned by Glenn Holt for 22 yards (tackle by Brandon Meriweather)",0.000,0.540
4,3:12,1,10,CIN 24,34,13,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 17 yards (tackle by Rashad Baker),0.540,1.660
4,2:44,1,10,CIN 41,34,13,Carson Palmer pass incomplete short middle intended for T.J. Houshmandzadeh is intercepted by Randall Gay at NWE-47,1.660,-2.060
4,2:38,1,10,NWE 47,34,13,Kyle Eckel right end for 3 yards (tackle by Anthony Schlegel),2.060,1.920
4,2:00,2,7,,34,13,Kyle Eckel left tackle for 6 yards (tackle by Dexter Jackson and Anthony Schlegel),1.920,2.020
4,1:26,,,,34,13,Timeout #2 by Cincinnati Bengals,0.000,2.020
4,1:26,3,1,CIN 44,34,13,Kyle Eckel left tackle for 2 yards (tackle by Domata Peko),2.020,2.790
4,0:47,1,10,CIN 42,34,13,Matt Cassel kneels for -1 yards,2.790,2.110
4,0:24,2,11,CIN 43,34,13,Matt Cassel kneels for -2 yards,2.110,1.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
