Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
2,0:52,1,10,MIA 27,14,14,Timeout #1 by Tennessee Titans,3.780,4.180
2,0:52,2,3,MIA 20,20,14,"Marcus Mariota pass complete short middle to Delanie Walker for 20 yards, touchdown",4.180,7.000
2,0:52,,,MIA 20,21,14,Ryan Succop kicks extra point good,0.000,0.000
2,0:52,,,TEN 35,21,14,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
2,0:47,1,10,MIA 25,21,14,Ryan Tannehill pass complete short right to Kenyan Drake for 7 yards (tackle by Sean Spence),0.610,1.010
2,0:42,2,3,MIA 32,21,14,Ryan Tannehill sacked by Jurrell Casey for -9 yards,1.010,1.010
2,0:33,2,3,MIA 32,21,14,Timeout #2 by Tennessee Titans,1.010,-0.890
2,0:33,3,12,MIA 23,21,14,Kenyan Drake right tackle for -2 yards (tackle by DaQuan Jones),-0.890,-0.890
2,0:26,3,12,MIA 23,21,14,Timeout #3 by Tennessee Titans,-0.890,-1.960
2,0:26,4,14,MIA 21,21,14,"Matt Darr punts 46 yards, fair catch by Marc Mariani. Penalty on Walt Aikens: Fair Catch Interference, 15 yards",-1.960,-2.130
2,0:19,1,10,TEN 48,21,14,Marcus Mariota pass incomplete deep right intended for Tajae Sharpe,2.130,1.580
2,0:13,2,10,TEN 48,21,14,Marcus Mariota pass complete short left to DeMarco Murray for 4 yards,1.580,1.420
2,0:07,3,6,MIA 48,21,14,Marcus Mariota pass incomplete short left intended for Delanie Walker,1.420,0.070
2,0:02,4,6,MIA 48,21,14,Marcus Mariota pass incomplete deep right intended for Tajae Sharpe,0.070,2.130
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,21,14,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,MIA 25,21,14,Jay Ajayi left guard for 2 yards (tackle by Karl Klug and Sean Spence),0.610,0.330
3,14:22,2,8,MIA 27,21,14,Ryan Tannehill pass complete short left to Dominique Jones for -1 yards (tackle by Brian Orakpo),0.330,-0.490
3,13:40,3,9,MIA 26,21,14,Ryan Tannehill pass complete short right to Jarvis Landry for 11 yards (tackle by Jason McCourty),-0.490,1.400
3,12:58,1,10,MIA 37,21,14,Ryan Tannehill pass complete short left to Kenyan Drake for 9 yards (tackle by Daimion Stafford),1.400,2.070
3,12:27,2,1,MIA 46,21,14,"Jay Ajayi left tackle for 5 yards (tackle by Sean Spence). Penalty on Jermon Bushrod: Offensive Holding, 10 yards (no play)",2.070,0.720
3,12:08,2,11,MIA 36,21,14,"Ryan Tannehill pass incomplete short right intended for DeVante Parker is intercepted by Jason McCourty at MIA-40 and returned for 1 yard. Penalty on Jay Ajayi: Unsportsmanlike Conduct, 15 yards",0.720,-3.970
3,11:58,1,10,MIA 24,21,14,DeMarco Murray left end for no gain (tackle by Tony Lippett),3.970,3.430
3,11:20,2,10,MIA 24,21,14,Marcus Mariota pass complete short right to DeMarco Murray for 2 yards (tackle by Reshad Jones),3.430,3.010
3,10:42,3,8,MIA 22,21,14,Marcus Mariota pass incomplete short left intended for Andre Johnson,3.010,1.990
3,10:37,4,8,MIA 22,24,14,Ryan Succop 40 yard field goal good,1.990,3.000
3,10:37,,,TEN 35,24,14,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,10:33,1,10,MIA 25,24,14,Ryan Tannehill pass complete short right to Dion Sims for 6 yards (tackle by Brian Orakpo),0.610,0.870
3,10:00,2,4,MIA 31,24,14,Jay Ajayi right guard for 2 yards (tackle by Brian Orakpo),0.870,0.430
3,9:18,3,2,MIA 33,24,14,Kenyan Drake left end for 6 yards (tackle by Sean Spence and Brian Orakpo),0.430,1.530
3,8:38,1,10,MIA 39,24,14,Ryan Tannehill pass complete deep left to DeVante Parker for 50 yards (tackle by Jason McCourty),1.530,1.530
3,7:52,1,10,MIA 39,24,14,Timeout #1 by Miami Dolphins,1.530,4.840
3,7:52,1,10,TEN 11,24,14,Jay Ajayi left tackle for 2 yards (tackle by Sean Spence and David Bass),4.840,4.510
3,7:13,2,8,TEN 9,24,14,"Ryan Tannehill pass complete short right to Jay Ajayi for 9 yards. Penalty on Jarvis Landry: Offensive Holding, 10 yards (no play)",4.510,3.150
3,7:07,2,18,TEN 19,24,14,"Ryan Tannehill pass complete short right to Damien Williams for 6 yards (tackle by Kevin Byard). Penalty on Jurrell Casey: Defensive Offside, 6 yards (no play)",3.150,3.830
3,6:42,2,12,TEN 13,24,14,Ryan Tannehill sacked by Derrick Morgan for -2 yards,3.830,2.970
3,6:01,3,14,TEN 15,24,14,Ryan Tannehill pass complete short right to Damien Williams for 9 yards (tackle by Perrish Cox),2.970,2.990
3,5:13,4,5,TEN 6,24,17,Andrew Franks 24 yard field goal good,2.990,3.000
3,5:13,,,MIA 35,24,17,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.610
3,5:10,1,10,TEN 25,24,17,DeMarco Murray left tackle for 3 yards (tackle by Cameron Wake),0.610,0.470
3,4:31,2,7,TEN 28,24,17,Marcus Mariota pass complete short middle to Anthony Fasano for 10 yards (tackle by Tony Lippett and Neville Hewitt),0.470,1.470
3,3:48,1,10,TEN 38,24,17,DeMarco Murray middle for 4 yards (tackle by Donald Butler),1.470,1.460
3,3:04,2,6,TEN 42,24,17,Marcus Mariota left tackle for 10 yards (tackle by Reshad Jones),1.460,2.390
3,2:22,1,10,MIA 48,24,17,"DeMarco Murray right end for 7 yards (tackle by Michael Thomas). Penalty on Taylor Lewan: Offensive Holding, 10 yards (no play)",2.390,1.730
3,1:52,1,20,TEN 42,24,17,"Marcus Mariota pass incomplete deep left intended for Tajae Sharpe. Penalty on Taylor Lewan: Illegal Use of Hands, 10 yards (no play)",1.730,1.070
3,1:47,1,30,TEN 32,24,17,Marcus Mariota pass complete short left to Delanie Walker for 7 yards (tackle by Tony Lippett),1.070,0.090
3,1:05,2,23,TEN 39,24,17,Marcus Mariota pass complete short left to Andre Johnson for 8 yards (tackle by Tony Lippett),0.090,0.500
3,0:38,3,15,TEN 47,24,17,Marcus Mariota pass complete short right to Delanie Walker for 10 yards (tackle by Bobby McCain),0.500,0.400
3,0:20,4,5,MIA 43,24,17,"Brett Kern punts 29 yards, fair catch by Jarvis Landry",0.400,0.280
3,0:12,1,10,MIA 14,24,17,Jay Ajayi right tackle for 5 yards (tackle by Kevin Byard),-0.280,-0.040
Quarter,Time,Down,ToGo,Location,TEN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,MIA 19,24,17,Jay Ajayi right guard for -5 yards (tackle by Austin Johnson),-0.040,-1.400
4,14:15,3,10,MIA 14,24,17,Ryan Tannehill sacked by Jurrell Casey for -5 yards,-1.400,-2.490
4,13:32,4,15,MIA 9,24,17,"Matt Darr punts 57 yards, returned by Marc Mariani for 18 yards (tackle by Matt Darr). Penalty on Antwon Blake: Offensive Holding (Offsetting), Penalty on Matt Darr: Unnecessary Roughness (Offsetting)",-2.490,-1.200
4,13:17,1,10,TEN 34,24,17,DeMarco Murray right guard for no gain (tackle by Isa Abdul-Quddus),1.200,0.660
4,12:40,2,10,TEN 34,24,17,DeMarco Murray middle for 4 yards (tackle by Jason Jones),0.660,0.500
4,11:57,3,6,TEN 38,24,17,Marcus Mariota for 19 yards (tackle by Michael Thomas),0.500,2.720
4,11:17,1,10,MIA 43,24,17,Marcus Mariota pass incomplete deep left intended for Delanie Walker,2.720,2.180
4,11:07,2,10,MIA 43,24,17,DeMarco Murray right guard for 8 yards (tackle by Bobby McCain),2.180,2.540
4,10:27,3,2,MIA 35,24,17,DeMarco Murray middle for 7 yards (tackle by Bobby McCain),2.540,3.710
4,10:04,1,10,MIA 28,24,17,"Marcus Mariota pass complete short left to Rishard Matthews for 11 yards (tackle by Tony Lippett). Penalty on Jason Jones: Roughing the Passer, 9 yards",3.710,5.370
4,9:36,1,8,MIA 8,24,17,Marcus Mariota pass complete short middle to DeMarco Murray for no gain,5.370,4.570
4,8:55,2,8,MIA 8,24,17,"Penalty on Andre Branch: Neutral Zone Infraction, 4 yards (no play)",4.570,5.340
4,8:30,2,4,MIA 4,30,17,"Marcus Mariota pass complete short right to Rishard Matthews for 4 yards, touchdown",5.340,7.000
4,8:30,,,MIA 4,30,17,"Ryan Succop kicks extra point no good, blocked by Chris Jones",0.000,-1.000
4,8:30,,,TEN 35,30,17,"Ryan Succop kicks off 65 yards, returned by Jakeem Grant for 21 yards (tackle by Aaron Wallace)",0.000,-0.340
4,8:16,1,10,MIA 21,30,17,Ryan Tannehill sacked by Brian Orakpo for -9 yards,0.340,-1.440
4,7:41,2,19,MIA 12,30,17,Ryan Tannehill pass complete short middle to Jarvis Landry for 9 yards (tackle by Brice McCain),-1.440,-0.890
4,7:00,3,10,MIA 21,30,17,Ryan Tannehill sacked by Brian Orakpo for -10 yards,-0.890,-2.490
4,6:18,4,20,MIA 11,30,17,Matt Darr punts 35 yards,-2.490,-2.520
4,6:08,1,10,MIA 46,30,17,DeMarco Murray left tackle for 9 yards (tackle by Tony Lippett),2.520,3.190
4,5:21,2,1,MIA 37,30,17,DeMarco Murray left guard for no gain (tackle by Donald Butler),3.190,2.480
4,4:41,3,1,MIA 37,30,17,DeMarco Murray middle for 2 yards (tackle by Andre Branch),2.480,3.250
4,4:00,1,10,MIA 35,30,17,DeMarco Murray middle for -2 yards (tackle by Kiko Alonso and Donald Butler),3.250,2.430
4,3:18,2,12,MIA 37,30,17,DeMarco Murray middle for -3 yards (tackle by Michael Thomas),2.430,2.430
4,3:12,2,12,MIA 37,30,17,Timeout #2 by Miami Dolphins,2.430,1.350
4,3:12,3,15,MIA 40,30,17,Marcus Mariota pass complete short right to DeMarco Murray for 3 yards (tackle by Kiko Alonso),1.350,1.350
4,3:06,3,15,MIA 40,30,17,Timeout #3 by Miami Dolphins,1.350,0.790
4,3:06,4,12,MIA 37,30,17,"Brett Kern punts 26 yards, returned by Jarvis Landry for 12 yards (tackle by Sean Spence)",0.790,-0.480
4,2:55,1,10,MIA 23,30,17,Ryan Tannehill pass complete deep right to DeVante Parker for 20 yards (tackle by Daimion Stafford),0.480,1.800
4,2:20,1,10,MIA 43,30,17,Ryan Tannehill pass incomplete deep right intended for Kenny Stills is intercepted by Daimion Stafford at TEN-28 and returned for 4 yards,1.800,-1.070
4,2:14,1,10,TEN 32,30,17,"Penalty on Jordan Phillips: Encroachment, 5 yards (no play)",1.070,1.800
4,2:14,1,5,TEN 37,30,17,DeMarco Murray middle for -3 yards (tackle by Isa Abdul-Quddus and Julius Warmsley),1.800,0.800
4,1:58,2,8,TEN 34,30,17,DeMarco Murray left end for 14 yards (tackle by Michael Thomas and Neville Hewitt),0.800,2.130
4,1:13,1,10,TEN 48,30,17,Marcus Mariota kneels for -1 yards,2.130,1.450
4,0:31,2,11,TEN 47,30,17,Marcus Mariota kneels for -2 yards,1.450,0.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
