Quarter,Time,Down,ToGo,Location,GNB,CLE,Detail,EPB,EPA
1,6:11,1,10,GNB 33,7,0,DeShone Kizer pass complete short right to Randall Telfer for 12 yards (tackle by Ha Ha Clinton-Dix),3.380,4.170
1,5:31,1,10,GNB 21,7,0,Isaiah Crowell left guard for 3 yards (tackle by Dean Lowry and Blake Martinez),4.170,4.040
1,4:50,2,7,GNB 18,7,6,"DeShone Kizer pass complete deep right to Josh Gordon for 18 yards, touchdown",4.040,7.000
1,4:45,,,GNB 15,7,7,Zane Gonzalez kicks extra point good,0.000,0.000
1,4:45,,,CLE 35,7,7,"Zane Gonzalez kicks off 67 yards, returned by Trevor Davis for 26 yards (tackle by Dan Vitale)",0.000,-0.540
1,4:39,1,10,GNB 24,7,7,Brett Hundley sacked by Nate Orchard for -9 yards,0.540,-1.350
1,4:00,2,19,GNB 15,7,7,Brett Hundley pass complete short left to Randall Cobb for -3 yards (tackle by Tyrone Holmes and Jason McCourty),-1.350,-2.820
1,3:14,3,22,GNB 12,7,7,Brett Hundley pass complete short middle to Randall Cobb for 16 yards (tackle by Christian Kirksey),-2.820,-1.500
1,2:25,4,6,GNB 28,7,7,"Justin Vogel punts 40 yards, fair catch by Duke Johnson",-1.500,-1.070
1,2:17,1,10,CLE 32,7,7,DeShone Kizer pass incomplete deep right intended for Rashard Higgins,1.070,0.530
1,2:11,2,10,CLE 32,7,7,DeShone Kizer pass complete short left to Corey Coleman for 4 yards (tackle by Davon House),0.530,0.370
1,1:37,3,6,CLE 36,7,7,DeShone Kizer sacked by Kyler Fackrell for 0 yards,0.370,-0.980
1,0:54,4,6,CLE 36,7,7,Britton Colquitt punts 56 yards,-0.980,0.380
1,0:40,1,10,GNB 8,7,7,Aaron Jones right guard for -2 yards (tackle by Carl Nassib and Trevon Coley),-0.380,-0.930
Quarter,Time,Down,ToGo,Location,GNB,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,GNB 6,7,7,Aaron Jones right guard for no gain (tackle by Joe Schobert),-0.930,-1.650
2,14:22,3,12,GNB 6,7,7,"Brett Hundley pass incomplete deep right intended for Davante Adams. Penalty on Kai Nacua: Unnecessary Roughness, 15 yards",-1.650,0.340
2,14:16,1,10,GNB 21,7,7,Aaron Jones left guard for 1 yard (tackle by Joe Schobert and Myles Garrett),0.340,-0.070
2,13:45,2,9,GNB 22,7,7,Aaron Jones left guard for -1 yards (tackle by Derrick Kindred),-0.070,-0.890
2,13:00,3,10,GNB 21,7,7,"Penalty on Myles Garrett: Neutral Zone Infraction, 5 yards (no play)",-0.890,0.000
2,12:32,,,,,,Timeout #1 by Green Bay Packers,0.000,0.230
2,12:32,3,5,GNB 26,7,7,"Penalty on Jahri Evans: False Start, 5 yards (no play)",-0.230,-0.890
2,12:32,3,10,GNB 21,7,7,Brett Hundley pass incomplete short right intended for Richard Rodgers,-0.890,-1.960
2,12:23,4,10,GNB 21,7,7,"Justin Vogel punts 54 yards, muffed catch by Duke Johnson, recovered by Duke Johnson and returned for 5 yards (tackle by Vince Biegel)",-1.960,-0.940
2,12:10,1,10,CLE 30,7,7,DeShone Kizer pass complete short right to Isaiah Crowell for -1 yards (tackle by Blake Martinez),0.940,0.260
2,11:29,2,11,CLE 29,7,7,"DeShone Kizer pass complete short right to David Njoku for 3 yards (tackle by Dean Lowry). Penalty on Shon Coleman: Offensive Holding, 10 yards",0.260,-0.690
2,11:00,2,18,CLE 22,7,7,DeShone Kizer pass complete deep middle to Corey Coleman for 20 yards (tackle by Ha Ha Clinton-Dix),-0.690,1.730
2,10:31,1,10,CLE 42,7,7,Isaiah Crowell left guard for 3 yards (tackle by Dean Lowry and Jake Ryan),1.730,1.590
2,10:07,2,7,CLE 45,7,7,Isaiah Crowell left guard for 9 yards (tackle by Morgan Burnett),1.590,2.520
2,9:30,1,10,GNB 46,7,7,Isaiah Crowell right guard for 9 yards (tackle by Montravius Adams),2.520,3.190
2,8:48,2,1,GNB 37,7,7,Duke Johnson left tackle for no gain (tackle by Kenny Clark and Blake Martinez),3.190,2.480
2,8:01,3,1,GNB 37,7,7,DeShone Kizer pass complete short right to Josh Gordon for 13 yards (tackle by Damarious Randall),2.480,3.970
2,7:21,1,10,GNB 24,7,7,Duke Johnson right tackle for -2 yards (tackle by Mike Daniels),3.970,0.000
2,6:37,,,,,,Timeout #1 by Cleveland Browns,0.000,-3.160
2,6:37,2,12,GNB 26,7,7,DeShone Kizer pass complete short left to Dan Vitale for 1 yard (tackle by Kyler Fackrell),3.160,2.610
2,5:57,3,11,GNB 25,7,7,DeShone Kizer pass complete deep left to Corey Coleman for 18 yards (tackle by Ha Ha Clinton-Dix),2.610,5.600
2,5:16,1,7,GNB 7,7,13,"DeShone Kizer pass complete short right to Duke Johnson for 7 yards, touchdown",5.600,7.000
2,5:12,,,GNB 15,7,14,Zane Gonzalez kicks extra point good,0.000,0.000
2,5:12,,,CLE 35,7,14,"Zane Gonzalez kicks off 64 yards, returned by Trevor Davis for 25 yards (tackle by Josh Keyes)",0.000,-0.670
2,5:05,1,10,GNB 26,7,14,Brett Hundley middle for 3 yards (tackle by Nate Orchard and Christian Kirksey),0.670,0.540
2,4:27,2,7,GNB 29,7,14,Jamaal Williams right guard for 6 yards (tackle by James Burgess),0.540,0.630
2,3:41,3,1,GNB 35,7,14,"Brett Hundley pass incomplete deep left intended for Davante Adams. Penalty on Mike Jordan: Illegal Use of Hands, 5 yards (no play)",0.630,1.600
2,3:37,1,10,GNB 40,7,14,Brett Hundley pass incomplete short left intended for Davante Adams,1.600,1.050
2,3:32,2,10,GNB 40,7,14,Brett Hundley pass incomplete short left intended for Lance Kendricks,1.050,0.370
2,3:27,3,10,GNB 40,7,14,"Brett Hundley pass complete short middle to Richard Rodgers for 19 yards (tackle by B.J. Bello and Joe Schobert). Penalty on Corey Linsley: Offensive Holding, 10 yards (no play)",0.370,-0.960
2,3:01,3,20,GNB 30,7,14,Brett Hundley pass complete short left to Jamaal Williams for 9 yards (tackle by Derrick Kindred),-0.960,-0.780
2,2:17,4,11,GNB 39,7,14,"Justin Vogel punts 42 yards, returned by Duke Johnson for no gain",-0.780,-0.150
2,2:08,1,10,CLE 19,7,14,Duke Johnson left tackle for -2 yards (tackle by Damarious Randall),0.150,-0.720
2,2:00,2,12,CLE 17,7,14,DeShone Kizer pass complete short right to Duke Johnson for 1 yard (tackle by Blake Martinez),-0.720,0.000
2,1:53,,,,,,Timeout #2 by Green Bay Packers,0.000,1.250
2,1:53,3,11,CLE 18,7,14,"DeShone Kizer pass incomplete short left intended for Rashard Higgins. Penalty on Ahmad Brooks: Defensive Offside, 5 yards (no play)",-1.250,-0.550
2,1:49,3,6,CLE 23,7,14,DeShone Kizer pass complete short middle to Duke Johnson for 18 yards (tackle by Ha Ha Clinton-Dix),-0.550,1.660
2,1:23,1,10,CLE 41,7,14,DeShone Kizer sacked by Clay Matthews for -5 yards,1.660,0.000
2,1:18,,,,,,Timeout #2 by Cleveland Browns,0.000,-0.450
2,1:18,2,15,CLE 36,7,14,DeShone Kizer pass complete short left to Corey Coleman for 18 yards (tackle by Davon House),0.450,2.520
2,0:56,1,10,GNB 46,7,14,DeShone Kizer pass incomplete deep right intended for Josh Gordon (defended by Josh Jones),2.520,0.000
2,0:50,,,,,,Timeout #3 by Green Bay Packers,0.000,-1.980
2,0:50,2,10,GNB 46,7,14,"Penalty on Josh Gordon: False Start, 5 yards (no play)",1.980,1.300
2,0:50,2,15,CLE 49,7,14,DeShone Kizer pass complete short right to Isaiah Crowell for 4 yards (tackle by Vince Biegel),1.300,1.160
2,0:22,3,11,GNB 47,7,14,DeShone Kizer pass incomplete deep left intended for Corey Coleman is intercepted by Ha Ha Clinton-Dix at GNB-19 and returned for 2 yards,1.160,-0.340
2,0:17,1,10,GNB 21,7,14,Brett Hundley kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,GNB,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,7,14,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,CLE 25,7,14,Isaiah Crowell right tackle for 3 yards (tackle by Morgan Burnett and Blake Martinez),0.610,0.470
3,14:22,2,7,CLE 28,7,14,Isaiah Crowell right guard for 4 yards (tackle by Kenny Clark),0.470,0.300
3,13:42,3,3,CLE 32,7,14,DeShone Kizer pass incomplete deep left intended for Josh Gordon (defended by Damarious Randall),0.300,-1.240
3,13:37,4,3,CLE 32,7,14,"Britton Colquitt punts 47 yards, returned by Trevor Davis for -2 yards (tackle by Matthew Dayes)",-1.240,-0.150
3,13:25,1,10,GNB 19,7,14,Brett Hundley pass complete short left to Davante Adams for 6 yards (tackle by Joe Schobert and Jason McCourty),0.150,0.480
3,12:54,2,4,GNB 25,7,14,Brett Hundley pass incomplete deep left intended for Lance Kendricks,0.480,-0.290
3,12:50,3,4,GNB 25,7,14,Brett Hundley pass complete short left to Jordy Nelson for 9 yards (tackle by Mike Jordan),-0.290,1.200
3,12:23,1,10,GNB 34,7,14,Jamaal Williams left tackle for 12 yards (tackle by Derrick Kindred),1.200,1.990
3,11:47,1,10,GNB 46,7,14,Brett Hundley pass complete short left to Jordy Nelson for 4 yards (tackle by Jason McCourty),1.990,1.990
3,11:20,2,6,,7,14,Brett Hundley pass complete short left to Jamaal Williams for 7 yards (tackle by Jamar Taylor and James Burgess),1.990,2.720
3,10:38,1,10,CLE 43,7,14,Brett Hundley pass incomplete short right intended for Lance Kendricks,2.720,2.180
3,10:33,2,10,CLE 43,7,14,Brett Hundley pass complete short right to Davante Adams for 5 yards (tackle by Jason McCourty),2.180,2.150
3,10:00,3,5,CLE 38,7,14,Brett Hundley left end for 19 yards (tackle by Kai Nacua),2.150,4.310
3,9:23,1,10,CLE 19,7,14,Jamaal Williams right guard for 2 yards (tackle by Caleb Brantley and Christian Kirksey),4.310,4.030
3,8:40,2,8,CLE 17,7,14,Brett Hundley pass complete short left to Geronimo Allison for 7 yards (tackle by Mike Jordan),4.030,4.690
3,7:57,3,1,CLE 10,7,14,Jamaal Williams left guard for no gain (tackle by Christian Kirksey and Larry Ogunjobi),4.690,2.910
3,7:24,4,1,CLE 10,7,14,Brett Hundley middle for -2 yards (tackle by Caleb Brantley and James Burgess),2.910,0.350
3,7:20,1,10,CLE 12,7,14,Isaiah Crowell right tackle for 18 yards (tackle by Jake Ryan),-0.350,0.940
3,6:42,1,10,CLE 30,7,14,Isaiah Crowell left tackle for 3 yards (tackle by Blake Martinez),0.940,0.000
3,6:03,,,,,,Timeout #1 by Cleveland Browns,0.000,-0.800
3,6:03,2,7,CLE 33,7,14,DeShone Kizer pass complete short left to Duke Johnson for 15 yards (tackle by Josh Hawkins and Jake Ryan),0.800,2.130
3,5:30,1,10,CLE 48,7,14,Isaiah Crowell left guard for 2 yards (tackle by Mike Daniels),2.130,1.850
3,4:43,2,8,,7,14,Isaiah Crowell right guard for 7 yards (tackle by Jake Ryan),1.850,2.080
3,4:15,3,1,GNB 43,7,14,Isaiah Crowell left guard for 37 yards (tackle by Josh Hawkins),2.080,5.830
3,3:36,1,6,GNB 6,7,14,Duke Johnson right guard for 4 yards (tackle by Vince Biegel),5.830,5.720
3,2:59,2,2,GNB 2,7,14,DeShone Kizer pass incomplete short right intended for Randall Telfer,5.720,4.950
3,2:59,3,2,GNB 2,7,20,"DeShone Kizer pass complete short middle to Corey Coleman for 2 yards, touchdown",4.950,7.000
3,2:49,,,GNB 15,7,21,Zane Gonzalez kicks extra point good,0.000,0.000
3,2:49,,,CLE 35,7,21,"Zane Gonzalez kicks off 65 yards, touchback",0.000,-0.610
3,2:49,1,10,GNB 25,7,21,Brett Hundley pass complete short left to Geronimo Allison for 9 yards (tackle by Jason McCourty),0.610,1.280
3,2:20,2,1,GNB 34,7,21,Brett Hundley pass complete short left to Randall Cobb for 5 yards,1.280,1.530
,,,,,,,"CLE challenged the pass completion ruling, and the play was upheld.",,
3,2:06,1,10,GNB 39,7,21,Brett Hundley pass complete short right to Geronimo Allison for 9 yards (tackle by Jason McCourty),1.530,2.200
3,1:40,2,1,GNB 48,7,21,Brett Hundley pass incomplete short right intended for Jordy Nelson (defended by Mike Jordan),2.200,1.490
3,1:36,3,1,GNB 48,7,21,Brett Hundley pass complete short middle to Lance Kendricks for 5 yards (tackle by Derrick Kindred),1.490,2.460
3,1:14,1,10,CLE 47,7,21,Brett Hundley pass complete short right to Lance Kendricks for 6 yards (tackle by James Burgess),2.460,2.720
3,0:44,2,4,CLE 41,7,21,Brett Hundley pass complete short middle to Davante Adams for 15 yards (tackle by Mike Jordan),2.720,3.840
3,0:03,1,10,CLE 26,7,21,Brett Hundley pass complete short left to Davante Adams for 9 yards (tackle by Kai Nacua),3.840,4.640
Quarter,Time,Down,ToGo,Location,GNB,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,CLE 17,7,21,Brett Hundley pass complete short left to Jamaal Williams for 4 yards (tackle by Kai Nacua),4.640,4.710
4,14:25,1,10,CLE 13,7,21,Jamaal Williams left guard for 12 yards (tackle by Derrick Kindred and Joe Schobert),4.710,6.970
4,13:59,1,1,CLE 1,7,21,Jamaal Williams left guard for no gain (tackle by Nate Orchard and Myles Garrett),6.970,5.910
4,13:30,2,1,CLE 1,7,21,Jamaal Williams right guard for no gain (tackle by Joe Schobert),5.910,5.170
4,12:54,3,1,CLE 1,13,21,"Jamaal Williams right end for 1 yard, touchdown",5.170,7.000
4,12:50,,,CLE 15,14,21,Mason Crosby kicks extra point good,0.000,0.000
4,12:50,,,GNB 35,14,21,"Mason Crosby kicks off 61 yards, returned by Matthew Dayes for 16 yards (tackle by Kyler Fackrell)",0.000,-0.280
4,12:43,1,10,CLE 20,14,21,DeShone Kizer pass incomplete deep left intended for Josh Gordon,0.280,-0.270
4,12:37,2,10,CLE 20,14,21,Isaiah Crowell left guard for 4 yards (tackle by Kenny Clark),-0.270,-0.430
4,12:01,3,6,CLE 24,14,21,DeShone Kizer pass complete short right to Seth Devalve for 11 yards (tackle by Morgan Burnett),-0.430,1.270
4,11:32,1,10,CLE 35,14,21,Duke Johnson left guard for 6 yards (tackle by Clay Matthews),1.270,1.530
4,11:03,2,4,CLE 41,14,21,Duke Johnson left guard for 2 yards (tackle by Jake Ryan),1.530,0.000
4,10:19,,,,,,Timeout #1 by Green Bay Packers,0.000,-1.090
4,10:19,3,2,CLE 43,14,21,Isaiah Crowell left guard for 1 yard (tackle by Mike Daniels),1.090,-0.460
4,9:32,4,1,CLE 44,14,21,Britton Colquitt punts 53 yards,-0.460,0.380
4,9:23,1,10,GNB 3,14,21,Brett Hundley pass complete short right to Geronimo Allison for 4 yards (tackle by Mike Jordan),-0.380,-0.490
4,8:46,2,6,GNB 7,14,21,Brett Hundley pass complete short middle to Jamaal Williams for 9 yards (tackle by Joe Schobert and James Burgess),-0.490,-0.140
4,8:11,1,10,GNB 16,14,21,Brett Hundley pass complete short left to Davante Adams for 8 yards (tackle by Kai Nacua),-0.140,0.550
4,7:35,2,2,GNB 24,14,21,Brett Hundley pass complete short right to Jordy Nelson for 8 yards (tackle by Jason McCourty),0.550,1.070
4,6:59,1,10,GNB 32,14,21,Brett Hundley pass incomplete deep left intended for Davante Adams,1.070,0.530
4,6:53,2,10,GNB 32,14,21,Brett Hundley pass incomplete short right intended for Trevor Davis,0.530,-0.160
4,6:49,3,10,GNB 32,14,21,"Brett Hundley pass incomplete deep right intended for Davante Adams. Penalty on Jason McCourty: Illegal Contact, 5 yards (no play)",-0.160,1.400
4,6:42,1,10,GNB 37,14,21,Brett Hundley pass complete short left to Randall Cobb for 2 yards (tackle by Christian Kirksey),1.400,1.130
4,6:11,2,8,GNB 39,14,21,Brett Hundley pass complete short left to Davante Adams for 6 yards (tackle by Jason McCourty),1.130,1.220
4,5:33,3,2,GNB 45,14,21,Brett Hundley pass incomplete short middle intended for Davante Adams (defended by Carl Nassib),1.220,-0.390
4,5:28,4,2,GNB 45,14,21,"Justin Vogel punts 55 yards, touchback",-0.390,-0.280
4,5:22,1,10,CLE 20,14,21,Isaiah Crowell right guard for 9 yards (tackle by Ha Ha Clinton-Dix and Morgan Burnett),0.280,0.950
4,4:38,2,1,CLE 29,14,21,Isaiah Crowell right guard for 2 yards (tackle by Blake Martinez and Dean Lowry),0.950,1.000
4,3:54,1,10,CLE 31,14,21,Isaiah Crowell left guard for 1 yard (tackle by Mike Daniels),1.000,0.000
4,3:48,,,,,,Timeout #2 by Green Bay Packers,0.000,-0.600
4,3:48,2,9,CLE 32,14,21,DeShone Kizer pass complete short left to Seth Devalve for 5 yards (tackle by Josh Jones),0.600,0.560
4,2:59,3,4,CLE 37,14,21,DeShone Kizer pass incomplete short right intended for David Njoku (defended by Josh Jones),0.560,-0.910
,,,,,,,"GNB challenged the pass completion ruling, and the original play was overturned.",,
4,2:57,4,4,CLE 37,14,21,"Britton Colquitt punts 53 yards, returned by Trevor Davis for 65 yards (tackle by Deon King)",-0.910,-3.910
4,2:37,1,10,CLE 25,14,21,Brett Hundley left end for 5 yards (tackle by James Burgess),3.910,4.040
4,2:03,2,5,CLE 20,14,21,Jamaal Williams right guard for 4 yards (tackle by Joe Schobert and Myles Garrett),4.040,4.060
4,1:57,3,1,CLE 16,14,21,Brett Hundley middle for 2 yards (tackle by Myles Garrett),4.060,4.650
4,1:20,1,10,CLE 14,14,21,Brett Hundley pass complete short right to Davante Adams for 4 yards (tackle by Joe Schobert),4.650,4.710
4,0:49,2,6,CLE 10,14,21,Brett Hundley pass complete short right to Jamaal Williams for 4 yards (tackle by Derrick Kindred),4.710,4.730
4,0:36,3,2,CLE 6,14,21,Brett Hundley middle for 5 yards (tackle by Christian Kirksey),4.730,6.970
4,0:17,1,1,CLE 1,20,21,"Brett Hundley pass complete short left to Davante Adams for 1 yard, touchdown",6.970,7.000
4,0:17,,,CLE 15,21,21,Mason Crosby kicks extra point good,0.000,0.000
4,0:17,,,GNB 35,21,21,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
4,0:16,1,10,CLE 25,21,21,DeShone Kizer kneels for -1 yards,0.610,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,GNB,CLE,Detail,EPB,EPA
,,,,,,,"Browns won the coin toss, Browns to receive the overtime kickoff.",,
OT,10:00,,,GNB 35,21,21,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
OT,10:00,1,10,CLE 25,21,21,Isaiah Crowell left guard for 1 yard (tackle by Mike Daniels and Ahmad Brooks),0.610,0.200
OT,9:30,2,9,CLE 26,21,21,DeShone Kizer pass complete short right to Isaiah Crowell for 7 yards (tackle by Blake Martinez),0.200,0.430
OT,8:43,3,2,CLE 33,21,21,DeShone Kizer pass incomplete short middle intended for Seth Devalve is intercepted by Josh Jones at CLE-42,0.430,-2.790
OT,8:28,1,10,CLE 42,21,21,Brett Hundley pass complete short middle to Jamaal Williams for 6 yards (tackle by James Burgess),2.790,3.050
OT,7:53,2,4,CLE 36,21,21,Jamaal Williams right guard for 2 yards (tackle by Christian Kirksey),3.050,0.000
OT,7:12,,,,,,Timeout #1 by Green Bay Packers,0.000,-2.610
OT,7:12,3,2,CLE 34,21,21,Brett Hundley pass complete short middle to Davante Adams for 5 yards (tackle by Jason McCourty),2.610,3.640
OT,6:34,1,10,CLE 29,21,21,Jamaal Williams left guard for 1 yard (tackle by Larry Ogunjobi),3.640,3.240
OT,5:53,2,9,CLE 28,21,21,Brett Hundley pass complete short right to Randall Cobb for 3 yards (tackle by Jamar Taylor),3.240,0.000
OT,5:12,,,,,,Timeout #2 by Green Bay Packers,0.000,-2.940
OT,5:12,3,6,CLE 25,27,21,"Brett Hundley pass complete short left to Davante Adams for 25 yards, touchdown",2.940,7.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
