Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
2,2:29,1,10,GNB 24,0,17,Aaron Rodgers pass incomplete short right intended for Jordy Nelson (defended by Robert Alford),0.540,0.000
2,2:24,2,10,GNB 24,0,17,Aaron Rodgers sacked by Ra'Shede Hageman for -11 yards,0.000,-2.640
2,2:00,3,21,GNB 13,0,17,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson is intercepted by Ricardo Allen at ATL-32,-2.640,-1.070
2,1:50,1,10,ATL 32,0,17,Matt Ryan pass complete short left to Devonta Freeman for 8 yards (tackle by Ha Ha Clinton-Dix),1.070,1.610
2,1:45,2,2,ATL 40,0,17,Matt Ryan pass complete short middle to Devonta Freeman for 11 yards (tackle by Joe Thomas),1.610,2.320
2,1:09,1,10,GNB 49,0,17,Matt Ryan pass incomplete short middle intended for Devonta Freeman,2.320,1.780
2,1:06,2,10,GNB 49,0,17,Matt Ryan pass incomplete deep left intended for Aldrick Robinson,1.780,0.000
2,0:56,,,,0,17,Timeout #1 by Atlanta Falcons,0.000,-1.090
2,0:56,3,10,GNB 49,0,17,Matt Ryan pass complete short middle to Taylor Gabriel for 16 yards (tackle by Quinten Rollins),1.090,3.380
2,0:35,1,10,GNB 33,0,17,Matt Ryan pass complete short middle to Devonta Freeman for 19 yards (tackle by Ha Ha Clinton-Dix),3.380,0.000
2,0:25,,,,0,17,Timeout #2 by Atlanta Falcons,0.000,-4.650
2,0:25,1,10,GNB 14,0,17,Matt Ryan right tackle for 9 yards (tackle by Quinten Rollins),4.650,0.000
2,0:11,,,,0,17,Timeout #3 by Atlanta Falcons,0.000,-5.670
2,0:11,2,1,GNB 5,0,17,Matt Ryan pass incomplete short middle intended for Mohamed Sanu,5.670,4.960
2,0:07,3,1,GNB 5,0,23,"Matt Ryan pass complete short right to Julio Jones for 5 yards, touchdown",4.960,7.000
2,0:03,,,GNB 15,0,24,Matt Bryant kicks extra point good,0.000,0.000
2,0:03,,,ATL 35,0,24,"Matthew Bosher kicks off 41 yards, returned by Datone Jones for 15 yards (tackle by Paul Worrilow)",0.000,1.270
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,0,24,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,GNB 25,0,24,Aaron Rodgers pass incomplete short right intended for Jared Cook,0.610,0.060
3,14:58,2,10,GNB 25,0,24,Aaron Rodgers pass incomplete short middle intended for Ty Montgomery,0.060,-0.620
3,14:53,3,10,GNB 25,0,24,Aaron Rodgers pass incomplete short middle intended for Jared Cook,-0.620,-1.700
3,14:49,4,10,GNB 25,0,24,"Jake Schum punts 50 yards, fair catch by Eric Weems",-1.700,-0.610
3,14:42,1,10,ATL 25,0,24,Devonta Freeman right end for 2 yards (tackle by Joe Thomas),0.610,0.330
3,14:03,2,8,ATL 27,0,30,"Matt Ryan pass complete short middle to Julio Jones for 73 yards, touchdown. Penalty on Ladarius Gunter: Defensive Holding (Declined)",0.330,7.000
3,13:51,,,GNB 15,0,31,Matt Bryant kicks extra point good,0.000,0.000
3,13:51,,,ATL 35,0,31,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
3,13:51,1,10,GNB 25,0,31,Aaron Rodgers pass incomplete short right intended for Ty Montgomery (defended by Vic Beasley),0.610,0.060
3,13:46,2,10,GNB 25,0,31,Ty Montgomery left guard for 10 yards (tackle by Brian Poole),0.060,1.270
3,13:17,1,10,GNB 35,0,31,Christine Michael left end for -2 yards (tackle by Ra'Shede Hageman),1.270,0.450
3,12:38,2,12,GNB 33,0,31,Aaron Rodgers pass incomplete short right intended for Christine Michael,0.450,0.000
3,12:34,,,,0,31,Timeout #1 by Green Bay Packers,0.000,0.230
3,12:34,3,12,GNB 33,0,31,Aaron Rodgers pass complete short left to Jared Cook for 13 yards (tackle by Keanu Neal),-0.230,1.990
3,12:06,1,10,GNB 46,0,31,Aaron Rodgers pass complete short right to Jared Cook for 11 yards (tackle by Keanu Neal),1.990,2.720
3,11:34,1,10,ATL 43,0,31,Aaron Rodgers pass complete short right to Jared Cook for 4 yards (tackle by Keanu Neal),2.720,2.720
3,11:03,2,6,ATL 39,0,31,Christine Michael right guard for 6 yards (tackle by Deion Jones),2.720,3.380
3,10:43,1,10,ATL 33,0,31,Aaron Rodgers pass complete deep right to Jared Cook for 26 yards (tackle by Ricardo Allen),3.380,5.600
3,10:08,1,7,ATL 7,0,31,Aaron Rodgers pass incomplete short left intended for Randall Cobb,5.600,4.760
3,10:05,2,7,ATL 7,0,31,Aaron Rodgers pass complete short right to Jordy Nelson for 5 yards (tackle by Robert Alford),4.760,0.000
3,9:23,,,,0,31,Timeout #1 by Atlanta Falcons,0.000,-4.950
3,9:23,3,2,ATL 2,6,31,"Aaron Rodgers pass complete short left to Davante Adams for 2 yards, touchdown",4.950,7.000
3,9:19,,,ATL 15,7,31,Mason Crosby kicks extra point good,0.000,0.000
3,9:19,,,GNB 35,7,31,"Penalty on Mason Crosby: Delay of Kickoff, 5 yards (no play)",0.000,0.000
3,9:19,,,GNB 30,7,31,"Mason Crosby kicks off 70 yards, touchback",0.000,-0.610
3,9:19,1,10,ATL 25,7,31,Devonta Freeman right tackle for 5 yards (tackle by Kenny Clark),0.610,0.740
3,8:42,2,5,ATL 30,7,31,"Matt Ryan sacked by Mike Daniels for 0 yards. Penalty on Ladarius Gunter: Defensive Holding, 5 yards (no play)",0.740,1.270
3,8:23,1,10,ATL 35,7,31,Matt Ryan pass complete deep middle to Julio Jones for 23 yards (tackle by Ladarius Gunter),1.270,2.790
3,7:52,1,10,GNB 42,7,31,Devonta Freeman left end for 14 yards (tackle by Quinten Rollins),2.790,3.710
3,7:15,1,10,GNB 28,7,31,Devonta Freeman right tackle for 9 yards (tackle by Morgan Burnett),3.710,4.420
3,6:32,2,1,GNB 19,7,31,Devonta Freeman left guard for no gain (tackle by Mike Daniels),4.420,3.720
3,5:50,3,1,GNB 19,7,31,"Matt Ryan pass incomplete deep right intended for Levine Toilolo. Penalty on Morgan Burnett: Defensive Pass Interference, 18 yards (no play)",3.720,6.970
3,5:43,1,1,GNB 1,7,31,Devonta Freeman right end for no gain (tackle by Ladarius Gunter),6.970,5.910
3,5:02,2,1,GNB 1,7,31,"Matt Ryan for no gain. Matt Ryan fumbles, recovered by Matt Ryan at GNB-4",5.910,4.490
3,4:15,3,4,GNB 4,7,37,"Matt Ryan pass complete short right to Devonta Freeman for 4 yards, touchdown",4.490,7.000
,,,,,,,"ATL challenged the runner was down by contact ruling, and the original play was overturned.",,
3,4:11,,,GNB 15,7,37,Matt Bryant kicks extra point no good,0.000,-1.000
3,4:11,,,ATL 35,7,37,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
3,4:11,1,10,GNB 25,7,37,Aaron Rodgers middle for 28 yards (tackle by Brian Poole),0.610,2.460
3,3:37,1,10,ATL 47,7,37,Aaron Rodgers pass incomplete short right intended for Aaron Ripkowski,2.460,1.910
3,3:33,2,10,ATL 47,7,37,Aaron Rodgers pass incomplete deep middle intended for Randall Cobb (defended by Jalen Collins),1.910,1.220
3,3:26,3,10,ATL 47,7,37,Aaron Rodgers pass complete short right to Davante Adams for 8 yards (tackle by Robert Alford),1.220,0.660
3,2:52,4,2,ATL 39,7,37,Aaron Rodgers right end for 7 yards (tackle by Robert Alford),0.660,3.450
3,2:23,1,10,ATL 32,7,37,Aaron Rodgers pass complete deep right to Jared Cook for 18 yards (tackle by De'Vondre Campbell),3.450,4.650
3,1:52,1,10,ATL 14,7,37,Aaron Rodgers left end for 7 yards (tackle by Brian Poole),4.650,5.280
3,1:14,2,3,ATL 7,7,37,Aaron Rodgers pass complete short right to Randall Cobb for 4 yards (tackle by Brian Poole),5.280,6.510
3,0:41,1,3,ATL 3,13,37,"Aaron Rodgers pass complete short right to Jordy Nelson for 3 yards, touchdown",6.510,7.000
3,0:38,,,ATL 2,15,37,"Two Point Attempt: Aaron Ripkowski right guard, conversion succeeds",0.000,1.000
3,0:38,,,GNB 35,15,37,"Mason Crosby kicks onside 7 yards, recovered by Mohamed Sanu and returned for 9 yards",0.000,-3.380
3,0:36,1,10,GNB 33,15,37,Tevin Coleman right end for 1 yard (tackle by Blake Martinez),3.380,2.970
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,GNB 32,15,37,Matt Ryan pass complete short left to Taylor Gabriel for 8 yards (tackle by Ha Ha Clinton-Dix),2.970,3.340
4,14:21,3,1,GNB 24,15,37,Tevin Coleman left tackle for 4 yards (tackle by Kenny Clark),3.340,4.240
4,13:38,1,10,GNB 20,15,37,Tevin Coleman right tackle for 4 yards (tackle by Nick Perry),4.240,4.280
4,13:00,2,6,GNB 16,15,37,Matt Ryan pass incomplete short right intended for Levine Toilolo (defended by Morgan Burnett),4.280,3.520
4,12:56,3,6,GNB 16,15,37,Matt Ryan pass complete short middle to Julio Jones for 13 yards (tackle by Quinten Rollins),3.520,6.510
4,12:11,1,3,GNB 3,15,43,"Tevin Coleman left end for 3 yards, touchdown",6.510,7.000
4,12:07,,,GNB 15,15,44,Matt Bryant kicks extra point good,0.000,0.000
4,12:07,,,ATL 35,15,44,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
4,12:07,1,10,GNB 25,15,44,Aaron Rodgers pass complete short left to Aaron Ripkowski for 20 yards (tackle by De'Vondre Campbell and Jalen Collins),0.610,1.930
4,11:34,1,10,GNB 45,15,44,Aaron Rodgers pass incomplete,1.930,1.380
4,11:28,2,10,GNB 45,15,44,Aaron Rodgers pass incomplete short middle intended for Randall Cobb (defended by Robert Alford),1.380,0.700
4,11:25,3,10,GNB 45,15,44,Aaron Rodgers sacked by Tyson Jackson for -8 yards,0.700,-0.910
4,10:37,4,18,GNB 37,15,44,Aaron Rodgers pass complete deep middle to Randall Cobb for 34 yards (tackle by Ayodeji Olatoye),-0.910,3.640
4,10:01,1,10,ATL 29,15,44,Aaron Ripkowski right guard for 3 yards (tackle by Brooks Reed),3.640,3.510
4,9:26,2,7,ATL 26,15,44,Aaron Rodgers pass complete short middle to Aaron Ripkowski for 8 yards (tackle by Deion Jones),3.510,4.370
4,8:55,1,10,ATL 18,15,44,Aaron Rodgers pass incomplete short left intended for Jeff Janis,4.370,3.800
4,8:45,2,10,ATL 18,15,44,Aaron Rodgers pass complete short middle to Geronimo Allison for 11 yards (tackle by C.J. Goodwin),3.800,5.600
4,8:19,1,7,ATL 7,15,44,Aaron Rodgers pass incomplete short left intended for Jared Cook (defended by Deion Jones),5.600,4.760
4,8:14,2,7,ATL 7,15,44,"Aaron Rodgers pass incomplete short right intended for Randall Cobb. Penalty on Dwight Freeney: Defensive Offside, 4 yards (no play)",4.760,5.530
4,8:06,2,3,ATL 3,15,44,Aaron Ripkowski left guard for -4 yards (tackle by Ra'Shede Hageman and Grady Jarrett),5.530,3.810
4,7:25,3,7,ATL 7,15,44,"Aaron Rodgers for 4 yards (tackle by Robert Alford). Penalty on Aaron Rodgers: Face Mask (15 Yards), 15 yards",3.810,0.000
4,6:57,,,,15,44,Timeout #2 by Atlanta Falcons,0.000,-2.630
4,6:57,3,18,ATL 18,15,44,"Aaron Rodgers pass incomplete deep right intended for Jeff Janis (defended by Robert Alford). Penalty on Robert Alford: Defensive Pass Interference, 17 yards (no play)",2.630,6.970
4,6:52,1,1,ATL 1,15,44,Aaron Rodgers pass incomplete short left intended for Jared Cook,6.970,5.910
4,6:48,2,1,ATL 1,21,44,"Aaron Rodgers pass complete short left to Jared Cook for 1 yard, touchdown",5.910,7.000
4,6:43,,,ATL 2,21,44,"Two Point Attempt: Christine Michael right guard, conversion fails",0.000,-1.000
4,6:43,,,GNB 35,21,44,"Mason Crosby kicks onside 15 yards, recovered by Mohamed Sanu",0.000,-2.260
4,6:42,1,10,,21,44,Devonta Freeman left tackle for 3 yards (tackle by Mike Daniels),2.260,2.120
4,6:02,2,7,GNB 47,21,44,"Devonta Freeman right end for 2 yards (tackle by Joe Thomas). Penalty on Clay Matthews: Defensive Offside, 5 yards (no play)",2.120,2.790
4,5:38,2,2,GNB 42,21,44,Devonta Freeman left tackle for 2 yards (tackle by Morgan Burnett),2.790,2.920
4,4:53,1,10,GNB 40,21,44,Tevin Coleman left tackle for 2 yards (tackle by Joe Thomas),2.920,2.640
4,4:11,2,8,GNB 38,21,44,Tevin Coleman right tackle for no gain (tackle by Morgan Burnett),2.640,1.950
4,3:28,3,8,GNB 38,21,44,Devonta Freeman left guard for -2 yards (tackle by Blake Martinez),1.950,0.000
4,2:43,,,,21,44,Timeout #3 by Atlanta Falcons,0.000,-0.590
4,2:43,4,10,GNB 40,21,44,"Matthew Bosher punts 35 yards, fair catch by Trevor Davis",0.590,0.380
4,2:36,1,10,GNB 5,21,44,Christine Michael right guard for 1 yard (tackle by Joe Vellano),-0.380,-0.710
4,2:00,2,9,GNB 6,21,44,Christine Michael left guard for 4 yards (tackle by Paul Worrilow),-0.710,-0.840
4,1:28,3,5,GNB 10,21,44,Brett Hundley right end for 14 yards (tackle by Paul Worrilow),-0.840,0.540
4,0:48,1,10,GNB 24,21,44,Christine Michael left tackle for 4 yards (tackle by Tyson Jackson),0.540,0.540
4,0:10,2,6,GNB 28,21,44,Christine Michael right end for -2 yards (tackle by Ayodeji Olatoye),0.540,-0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
