Quarter,Time,Down,ToGo,Location,ARI,CHI,Detail,EPB,EPA
2,12:50,1,10,ARI 34,3,7,Jeff Blake pass incomplete intended for Anquan Boldin,1.200,0.660
2,12:43,2,10,ARI 34,3,7,Marcel Shipp right tackle for no gain (tackle by Warrick Holdman),0.660,-0.030
2,11:58,3,10,ARI 34,3,7,Jeff Blake pass complete to Freddie Jones for 8 yards (tackle by Mike Brown),-0.030,-0.590
2,11:20,4,2,ARI 42,3,7,Scott Player punts 40 yards,-0.590,-0.040
2,11:09,1,10,CHI 18,3,7,Kordell Stewart pass incomplete intended for David Terrell,0.040,-0.490
2,11:06,2,10,CHI 18,3,7,Kordell Stewart pass incomplete intended for David Terrell,-0.490,-1.170
2,11:01,3,10,CHI 18,3,7,Kordell Stewart pass complete to Marty Booker for 9 yards (tackle by James Darling),-1.170,-1.570
2,10:21,4,1,CHI 27,3,7,Brad Maynard punts 39 yards,-1.570,-1.200
2,10:14,1,10,ARI 34,3,7,Marcel Shipp left tackle for -2 yards (tackle by Alex Brown),1.200,0.390
2,9:37,2,12,ARI 32,3,7,Marcel Shipp left tackle for 8 yards (tackle by Michael Haynes),0.390,0.760
2,8:54,3,4,ARI 40,3,7,Jeff Blake pass complete to Bryan Gilmore for 3 yards (tackle by Brian Urlacher),0.760,-0.520
2,8:14,4,1,ARI 43,3,7,Scott Player punts 46 yards,-0.520,0.370
2,8:03,1,10,CHI 11,3,7,Brock Forsey right guard for 6 yards (tackle by Ronald McKinnon and Levar Fisher),-0.370,-0.160
2,7:28,2,4,CHI 17,3,7,Kordell Stewart pass complete to Brock Forsey for 5 yards (tackle by Levar Fisher),-0.160,0.410
2,6:50,1,10,CHI 22,3,7,Brock Forsey right end for 5 yards (tackle by Raynoch Thompson and Dexter Jackson),0.410,0.540
2,6:07,2,5,CHI 27,3,7,Stanley Pritchett left end for no gain (tackle by Dexter Jackson),0.540,-0.160
2,5:25,3,5,CHI 27,3,7,Kordell Stewart pass complete to Desmond Clark for 6 yards (tackle by Adrian Wilson),-0.160,1.140
2,4:39,1,10,CHI 33,3,7,Kordell Stewart sacked by Marcus Bell for -5 yards,1.140,-0.080
2,4:05,2,15,CHI 28,3,7,Kordell Stewart sacked by Raynoch Thompson for -8 yards,-0.080,-1.810
2,3:32,3,23,CHI 20,3,7,Kordell Stewart pass complete to Dez White for 6 yards (tackle by David Barrett),-1.810,-1.630
2,2:54,4,17,CHI 26,3,7,Brad Maynard punts 31 yards,-1.630,-1.800
2,2:48,1,10,ARI 43,3,7,Jeff Blake pass incomplete intended for Bryant Johnson,1.800,1.250
2,2:41,2,10,ARI 43,3,7,Marcel Shipp right guard for 1 yard (tackle by Bryan Robinson and Michael Haynes),1.250,0.690
2,2:00,3,9,ARI 44,3,7,Jeff Blake pass complete to Anquan Boldin for 7 yards (tackle by Lance Briggs),0.690,0.000
2,1:51,,,,3,7,Timeout #1 by Chicago Bears,0.000,0.000
2,1:51,4,2,CHI 49,3,7,Scott Player punts 43 yards,0.000,0.380
2,1:39,1,10,CHI 6,3,7,Kordell Stewart pass incomplete intended for Justin Gage (defended by David Barrett),-0.380,-0.780
2,1:35,2,10,CHI 6,3,7,Kordell Stewart pass incomplete intended for Marty Booker,-0.780,-1.420
2,1:31,3,10,CHI 6,3,7,Kordell Stewart right end for 12 yards (tackle by Emmanuel McDaniel),-1.420,0.040
2,1:07,1,10,CHI 18,3,7,Kordell Stewart pass complete to Marty Booker for 9 yards (tackle by Justin Lucas),0.040,0.820
2,0:57,,,,3,7,Timeout #2 by Chicago Bears,0.000,0.820
2,0:57,2,1,CHI 27,3,7,Kordell Stewart pass complete to Justin Gage for 15 yards (tackle by David Barrett),0.820,1.730
2,0:52,1,10,CHI 42,3,7,Kordell Stewart pass complete to Desmond Clark for 10 yards (tackle by Justin Lucas),1.730,2.390
2,0:32,1,10,ARI 48,3,7,Kordell Stewart pass incomplete intended for David Terrell (defended by Adrian Wilson),2.390,1.850
2,0:28,2,10,ARI 48,3,7,Kordell Stewart pass complete to Justin Gage for 15 yards (tackle by David Barrett),1.850,3.380
2,0:19,,,,3,7,Timeout #3 by Chicago Bears,0.000,3.380
2,0:19,1,10,ARI 33,3,7,Kordell Stewart pass incomplete intended for Dez White,3.380,2.840
2,0:14,2,10,ARI 33,3,7,"Kordell Stewart pass complete to Justin Gage for 33 yards. Penalty on Justin Gage: Offensive Pass Interference, 10 yards (no play)",2.840,1.490
2,0:08,2,20,ARI 43,3,7,"Penalty on Kordell Stewart: Delay of Game, 5 yards (no play)",1.490,0.810
2,0:08,2,25,ARI 48,3,7,Kordell Stewart pass incomplete intended for Marty Booker (defended by Dexter Jackson),0.810,0.170
Quarter,Time,Down,ToGo,Location,ARI,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,3,7,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,CHI 20,3,7,Kordell Stewart sacked by Raynoch Thompson for -3 yards,0.280,-0.790
3,14:22,2,13,CHI 17,3,7,Kordell Stewart pass incomplete intended for David Terrell,-0.790,-1.510
3,14:20,3,13,CHI 17,3,7,Kordell Stewart left tackle for 8 yards (tackle by Justin Lucas),-1.510,-1.700
3,14:02,4,5,CHI 25,3,7,"Brad Maynard punts 44 yards, returned by Anquan Boldin for 14 yards (tackle by John Gilmore)",-1.700,-1.930
3,13:49,1,10,ARI 45,3,7,Marcel Shipp right tackle for 3 yards (tackle by Phillip Daniels),1.930,1.790
3,13:14,2,7,ARI 48,3,7,Marcel Shipp left tackle for no gain (tackle by Phillip Daniels),1.790,1.090
3,12:30,3,7,ARI 48,3,7,Jeff Blake pass incomplete intended for Bryant Johnson,1.090,-0.190
3,12:26,4,7,ARI 48,3,7,Scott Player punts 15 yards,-0.190,-1.400
3,12:19,1,10,CHI 37,3,7,Brock Forsey right end for -1 yards (tackle by Ronald McKinnon),1.400,0.720
3,11:40,2,11,CHI 36,3,7,"Penalty on Olin Kreutz: False Start, 5 yards (no play)",0.720,0.050
3,11:16,2,16,CHI 31,3,7,Kordell Stewart pass complete to Brock Forsey for 22 yards (tackle by David Barrett),0.050,2.460
3,10:31,1,10,ARI 47,3,7,Brock Forsey right end for no gain (tackle by Kenny King),2.460,1.910
3,9:53,2,10,ARI 47,3,7,Kordell Stewart pass incomplete intended for Desmond Clark,1.910,1.220
3,9:50,3,10,ARI 47,3,7,Kordell Stewart pass complete to Marty Booker for 14 yards (tackle by Emmanuel McDaniel),1.220,3.380
3,9:09,1,10,ARI 33,3,7,Brock Forsey left end for -4 yards (tackle by Levar Fisher),3.380,2.300
3,8:28,2,14,ARI 37,3,7,Kordell Stewart pass incomplete intended for Desmond Clark,2.300,1.620
3,8:25,3,14,ARI 37,3,7,Kordell Stewart pass complete to Justin Gage for 13 yards (tackle by Dexter Jackson),1.620,2.020
3,8:09,4,1,ARI 24,3,7,"Brad Maynard for no gain. Brad Maynard fumbles, recovered by Levar Fisher at ARI-29 (tackle by Brian Urlacher)",2.020,-0.870
3,7:51,1,10,ARI 29,3,7,Marcel Shipp right guard for 2 yards (tackle by Keith Traylor),0.870,0.600
3,7:12,2,8,ARI 31,3,7,Jeff Blake pass incomplete intended for Anquan Boldin (defended by Keith Traylor),0.600,-0.100
3,7:08,3,8,ARI 31,3,7,"Penalty on L.J. Shelton: False Start, 5 yards (no play)",-0.100,-0.760
3,7:08,3,13,ARI 26,3,7,Jeff Blake pass incomplete intended for Anquan Boldin (defended by Bobby Gray),-0.760,-1.630
3,6:59,4,13,ARI 26,3,7,"Scott Player punts 53 yards, returned by R.W. McQuarters for 6 yards (tackle by Gerald Hayes)",-1.630,-0.740
3,6:47,1,10,CHI 27,3,7,Brock Forsey right tackle for 3 yards (tackle by Marcus Bell),0.740,0.600
3,6:12,2,7,CHI 30,3,7,Kordell Stewart pass complete to David Terrell for 9 yards (tackle by Ronald McKinnon),0.600,1.530
3,5:33,1,10,CHI 39,3,7,Kordell Stewart pass incomplete intended for Marty Booker (defended by Emmanuel McDaniel),1.530,0.990
3,5:27,2,10,CHI 39,3,7,Kordell Stewart pass complete to Desmond Clark for 3 yards (tackle by Justin Lucas),0.990,0.700
3,4:46,3,7,CHI 42,3,7,Kordell Stewart pass incomplete intended for Desmond Clark,0.700,-0.590
3,4:42,4,7,CHI 42,3,7,Brad Maynard punts 49 yards,-0.590,0.380
3,4:31,1,10,ARI 9,3,7,Jeff Blake pass complete to Freddie Jones for 8 yards (tackle by Warrick Holdman),-0.380,-0.020
3,4:04,2,2,ARI 17,3,7,"Penalty on Jeff Blake: False Start, 5 yards (no play)",-0.020,-0.560
3,3:52,2,7,ARI 12,3,7,Jeff Blake pass complete to Steve Bush for 9 yards (tackle by Michael Haynes),-0.560,0.340
3,3:38,1,10,ARI 21,3,7,Jeff Blake pass complete to Freddie Jones for 7 yards (tackle by Warrick Holdman),0.340,0.750
3,3:07,2,3,ARI 28,3,7,Jeff Blake sacked by Phillip Daniels for -12 yards,0.750,-1.780
3,2:42,3,15,ARI 16,3,7,Jeff Blake pass incomplete intended for Bryant Johnson,-1.780,-2.390
3,2:32,4,15,ARI 16,3,7,"Scott Player punts 47 yards, returned by R.W. McQuarters for 11 yards (tackle by Emmanuel McDaniel)",-2.390,-2.130
3,2:21,1,10,CHI 48,3,7,Brock Forsey right end for 5 yards (tackle by Ronald McKinnon),2.130,2.260
3,1:40,2,5,ARI 47,3,7,Brock Forsey left guard for 7 yards (tackle by Adrian Wilson),2.260,2.920
3,1:01,1,10,ARI 40,3,7,Kordell Stewart pass incomplete intended for Dez White,2.920,2.370
3,0:55,2,10,ARI 40,3,7,Brock Forsey right tackle for 15 yards (tackle by Justin Lucas),2.370,3.910
3,0:18,1,10,ARI 25,3,7,Brock Forsey left guard for no gain (tackle by Russell Davis and Raynoch Thompson),3.910,3.360
Quarter,Time,Down,ToGo,Location,ARI,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,ARI 25,3,7,Kordell Stewart pass incomplete intended for Marty Booker (defended by Dennis Johnson),3.360,2.680
4,14:56,3,10,ARI 25,3,7,Kordell Stewart pass incomplete intended for Justin Gage (defended by Emmanuel McDaniel),2.680,1.800
4,14:52,4,10,ARI 25,3,7,Paul Edinger 43 yard field goal no good,1.800,-1.140
4,14:47,1,10,ARI 33,3,7,Jeff Blake pass incomplete intended for Anquan Boldin is intercepted by R.W. McQuarters at ARI-41 and returned for 29 yards (tackle by Emmitt Smith),1.140,-4.780
4,14:38,1,10,ARI 12,3,7,Brock Forsey left guard for 2 yards (tackle by Levar Fisher),4.780,4.450
4,14:00,2,8,ARI 10,3,13,"Kordell Stewart pass complete to Dez White for 10 yards, touchdown",4.450,7.000
4,,,,ARI 2,3,14,Paul Edinger kicks extra point good,0.000,0.000
4,,,,CHI 30,3,14,"Paul Edinger kicks off 60 yards, returned by Josh Scobey for 25 yards (tackle by Jason McKie)",0.000,1.270
4,13:49,1,10,ARI 35,3,14,Jeff Blake pass incomplete intended for Anquan Boldin,1.270,0.720
4,13:44,2,10,ARI 35,3,14,Jeff Blake pass complete to Emmitt Smith for 5 yards (tackle by Brian Urlacher),0.720,0.700
4,13:01,3,5,ARI 40,3,14,Jeff Blake pass complete to Freddie Jones for 3 yards (tackle by Brian Urlacher),0.700,-0.520
4,12:29,4,2,ARI 43,3,14,"Scott Player punts 44 yards, returned by R.W. McQuarters for 22 yards (tackle by Nathan Hodel)",-0.520,-1.270
4,12:18,1,10,CHI 35,3,14,Brock Forsey right guard for 5 yards (tackle by Dennis Johnson and Adrian Wilson),1.270,1.400
4,11:37,2,5,CHI 40,3,14,Brock Forsey right end for 17 yards (tackle by Emmanuel McDaniel),1.400,2.720
4,11:10,1,10,ARI 43,3,14,Brock Forsey right end for 6 yards (tackle by Ronald McKinnon),2.720,2.990
4,10:43,2,4,ARI 37,3,14,Brock Forsey right tackle for 3 yards (tackle by Coby Rhinehart and Adrian Wilson),2.990,2.680
4,9:59,3,1,ARI 34,3,14,Brock Forsey right guard for 3 yards (tackle by Marcus Bell),2.680,3.510
4,9:17,1,10,ARI 31,3,14,Kordell Stewart pass complete to Dez White for 29 yards (tackle by Adrian Wilson),3.510,6.740
4,8:51,1,2,ARI 2,3,14,Brock Forsey right tackle for -1 yards (tackle by Ronald McKinnon),6.740,5.530
4,8:12,2,3,ARI 3,3,14,"Penalty on Olin Kreutz: False Start, 5 yards (no play)",5.530,4.570
4,7:52,2,8,ARI 8,3,20,"Kordell Stewart right tackle for 8 yards, touchdown",4.570,7.000
4,,,,ARI 2,3,21,Paul Edinger kicks extra point good,0.000,0.000
4,,,,CHI 30,3,21,"Paul Edinger kicks off 65 yards, returned by Josh Scobey for 13 yards (tackle by Cameron Worrell)",0.000,0.040
4,7:40,1,10,ARI 18,3,21,Jeff Blake pass complete to Bryant Johnson for 5 yards (tackle by Brian Urlacher),0.040,0.280
4,7:08,2,5,ARI 23,3,21,Jeff Blake pass complete to Steve Bush for 8 yards (tackle by R.W. McQuarters),0.280,1.000
4,6:38,1,10,ARI 31,3,21,"Jeff Blake left end for 2 yards (tackle by Michael Haynes). Jeff Blake fumbles (forced by Michael Haynes), recovered by Alex Brown at ARI-34 (tackle by Marcel Shipp). Penalty on Cameron Spikes: Offensive Holding (Declined)",1.000,-3.310
4,6:28,1,10,ARI 34,3,21,Brock Forsey right guard for 3 yards (tackle by Ronald McKinnon),3.310,3.180
4,5:45,2,7,ARI 31,3,21,Kordell Stewart pass complete to Dez White for 10 yards (tackle by David Barrett),3.180,4.170
4,5:19,1,10,ARI 21,3,21,Brock Forsey left tackle for 8 yards (tackle by Levar Fisher),4.170,4.950
4,4:35,2,2,ARI 13,3,21,Brock Forsey right tackle for 2 yards (tackle by Adrian Wilson and Russell Davis),4.950,4.840
4,3:49,1,10,ARI 11,3,21,Brock Forsey right tackle for 2 yards (tackle by Dennis Johnson),4.840,4.510
4,3:40,,,,3,21,Timeout #1 by Arizona Cardinals,0.000,4.510
4,3:40,2,8,ARI 9,3,27,"Brock Forsey left end for 9 yards, touchdown",4.510,7.000
4,,,,ARI 2,3,28,Paul Edinger kicks extra point good,0.000,0.000
4,,,,CHI 30,3,28,"Paul Edinger kicks off 57 yards, returned by Josh Scobey for 23 yards (tackle by Justin Gage)",0.000,1.330
4,3:29,1,10,ARI 36,3,28,Damien Anderson right tackle for 7 yards (tackle by Lance Briggs),1.330,1.740
4,2:58,2,3,ARI 43,3,28,Jeff Blake pass complete to Damien Anderson for 8 yards (tackle by R.W. McQuarters),1.740,2.320
4,2:49,1,10,CHI 49,3,28,Jeff Blake pass complete to Anquan Boldin for 8 yards (tackle by Charles Tillman),2.320,2.860
4,2:14,2,2,CHI 41,3,28,Jeff Blake pass complete to Anquan Boldin for 1 yard (tackle by R.W. McQuarters),2.860,2.280
4,2:00,3,1,CHI 40,3,28,Jeff Blake pass complete to Damien Anderson for 4 yards (tackle by Brian Urlacher),2.280,0.000
4,,,,,3,28,--,0.000,3.180
4,1:43,1,10,CHI 36,3,28,Jeff Blake pass complete to Josh Scobey for 9 yards (tackle by Jerry Azumah),3.180,3.850
4,1:16,2,1,CHI 27,3,28,Jeff Blake pass complete to Anquan Boldin for 17 yards (tackle by Bobby Gray),3.850,4.910
4,1:02,,,,3,28,Timeout #3 by Arizona Cardinals,0.000,4.910
4,1:02,1,10,CHI 10,3,28,Jeff Blake pass incomplete intended for Steve Bush is intercepted by Jerry Azumah at CHI-10 and returned for 6 yards (tackle by Josh Scobey),4.910,0.140
4,0:56,1,10,CHI 16,3,28,Kordell Stewart kneels for -1 yards,-0.140,-0.780
4,0:19,2,11,CHI 15,3,28,Kordell Stewart kneels for -1 yards,-0.780,-1.610
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
