Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
1,10:11,,,PIT 35,0,7,"Chris Boswell kicks off 62 yards, returned by Tyjae Spears for 17 yards (tackle by Mark Robinson). Penalty on Trevon Wesco: Illegal Double-Team Block, 10 yards (accepted)",0.000,-0.380
1,10:05,1,10,TEN 10,0,7,Derrick Henry left tackle for 1 yard (tackle by Larry Ogunjobi and Cameron Heyward),-0.380,-0.710
1,9:30,2,9,TEN 11,0,7,"Will Levis pass complete short middle to Derrick Henry for 5 yards (tackle by Cole Holcomb and Elandon Roberts). Penalty on T.J. Watt: Roughing the Passer, 15 yards (accepted)",-0.710,1.000
1,9:12,1,10,TEN 31,0,7,Derrick Henry up the middle for 4 yards (tackle by Larry Ogunjobi and Cole Holcomb),1.000,1.000
1,8:28,2,6,TEN 35,0,7,"Will Levis pass incomplete short middle intended for Treylon Burks. Penalty on Patrick Peterson: Illegal Contact, 5 yards (accepted) (no play)",1.000,1.600
1,8:23,1,10,TEN 40,0,7,Will Levis pass incomplete deep left intended for DeAndre Hopkins,1.600,1.050
1,8:18,2,10,TEN 40,0,7,Derrick Henry left guard for 1 yard (tackle by Larry Ogunjobi and T.J. Watt),1.050,0.500
1,7:36,3,9,TEN 41,0,7,Will Levis pass complete short middle to Tyjae Spears for 8 yards (tackle by DeMarvin Leal and Darius Rush),0.500,-0.130
1,7:00,4,1,TEN 49,0,7,Derrick Henry left tackle for 6 yards (tackle by Keanu Neal),-0.130,2.590
1,6:13,1,10,PIT 45,0,7,"Tyjae Spears right tackle for 8 yards (tackle by Joey Porter). Penalty on Joey Porter: Face Mask (15 Yards), 15 yards (accepted)",2.590,4.110
1,5:45,1,10,PIT 22,0,7,Will Levis pass complete short left to Derrick Henry for -1 yards (tackle by Elandon Roberts),4.110,3.430
1,5:07,2,11,PIT 23,0,7,Tyjae Spears up the middle for 3 yards (tackle by Cameron Heyward),3.430,3.140
1,4:20,3,8,PIT 20,0,7,"Will Levis sacked by Alex Highsmith for no gain. Penalty on Joey Porter: Defensive Offside, 5 yards (declined) . Penalty on Joey Porter: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",3.140,4.580
1,4:05,1,10,PIT 15,0,7,DeAndre Hopkins scrambles right end for 5 yards (tackle by Larry Ogunjobi),4.580,4.840
1,3:12,2,5,PIT 10,0,7,Will Levis pass incomplete short left intended for Derrick Henry,4.840,4.000
1,3:09,3,5,PIT 10,0,7,"Will Levis sacked by T.J. Watt for -8 yards. Penalty on Nicholas Petit-Frere: Illegal Use of Hands / Offense, 5 yards (declined)",4.000,2.250
1,2:52,4,13,PIT 18,3,7,Nick Folk 36 yard field goal good,2.250,3.000
1,2:48,,,TEN 35,3,7,"Nick Folk kicks off 65 yards, touchback.",0.000,0.610
1,2:48,1,10,PIT 25,3,7,Jaylen Warren left guard for 2 yards (tackle by Azeez Al-Shaair),0.610,0.330
1,2:13,2,8,PIT 27,3,7,Kenny Pickett pass incomplete short right intended for Connor Heyward,0.330,-0.360
1,2:07,3,8,PIT 27,3,7,Kenny Pickett pass incomplete short right intended for George Pickens,-0.360,-1.570
1,2:03,4,8,PIT 27,3,7,"Pressley Harvin punts 54 yards, returned by Eric Garror for -1 yards (tackle by Miles Boykin)",-1.570,-0.040
1,1:53,1,10,TEN 18,3,7,"Derrick Henry for no gain. Penalty on Nicholas Petit-Frere: Offensive Holding, 9 yards (accepted) (no play)",0.040,-0.720
1,1:30,1,19,TEN 9,3,7,"Derrick Henry for no gain. Penalty on Chigoziem Okonkwo: Offensive Holding, 4 yards (accepted) (no play)",-0.720,-0.870
1,0:58,1,23,TEN 5,3,7,Will Levis pass complete short middle to DeAndre Hopkins for 29 yards (tackle by Keanu Neal),-0.870,1.200
1,0:28,1,10,TEN 34,3,7,"Penalty on Nick Westbrook-Ikhine: False Start, 5 yards (accepted) (no play)",1.200,0.870
1,0:10,1,15,TEN 29,3,7,Will Levis pass complete short middle to Kyle Philips for 11 yards (tackle by Keanu Neal and Elandon Roberts),0.870,1.470
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,TEN 40,3,7,Will Levis sacked by Alex Highsmith for -4 yards,1.470,0.230
2,14:17,3,8,TEN 36,3,7,Will Levis pass incomplete deep left intended for DeAndre Hopkins,0.230,-0.980
2,14:11,4,8,TEN 36,3,7,"Ryan Stonehouse punts 59 yards, returned by Calvin Austin for 12 yards (tackle by Anthony Kendall and Monty Rice)",-0.980,0.060
2,13:59,1,10,PIT 17,3,7,Najee Harris left tackle for 2 yards (tackle by Jack Gibbens),-0.060,-0.250
2,13:25,2,8,PIT 19,3,7,Kenny Pickett pass incomplete short left intended for George Pickens (defended by Kristian Fulton),-0.250,-1.000
2,13:20,3,8,PIT 19,3,7,Kenny Pickett pass incomplete deep middle intended for Calvin Austin (defended by Azeez Al-Shaair),-1.000,-2.140
2,13:14,4,8,PIT 19,3,7,"Pressley Harvin punts 62 yards, returned by Eric Garror for 8 yards (tackle by Connor Heyward)",-2.140,-0.740
2,13:01,1,10,TEN 27,3,7,Will Levis pass complete short left to DeAndre Hopkins for 17 yards (tackle by Joey Porter),0.740,1.860
2,12:18,1,10,TEN 44,3,7,Derrick Henry left tackle for 4 yards (tackle by Keeanu Benton),1.860,1.860
2,11:51,2,6,TEN 48,3,7,Will Levis sacked by Markus Golden for -7 yards,1.860,0.230
2,11:10,3,13,TEN 41,3,7,Will Levis pass complete deep right to Nick Westbrook-Ikhine for 23 yards,0.230,3.180
2,10:45,1,10,PIT 36,3,7,Derrick Henry left end for 3 yards (tackle by Alex Highsmith and Keanu Neal),3.180,3.040
2,10:03,2,7,PIT 33,3,7,Derrick Henry left guard for 4 yards (tackle by Isaiahh Loudermilk and Elandon Roberts),3.040,2.870
2,9:33,3,3,PIT 29,3,7,Will Levis pass complete short left to DeAndre Hopkins for 5 yards (tackle by Patrick Peterson),2.870,3.970
2,8:43,1,10,PIT 24,3,7,Derrick Henry up the middle for 15 yards (tackle by Damontae Kazee),3.970,5.140
2,8:01,1,9,PIT 9,3,7,Derrick Henry right tackle for 5 yards (tackle by Keeanu Benton),5.140,5.340
2,7:23,2,4,PIT 4,3,7,Will Levis scrambles right tackle for 2 yards (tackle by T.J. Watt),5.340,4.950
2,6:40,3,2,PIT 2,9,7,"Derrick Henry left tackle for 2 yards, touchdown",4.950,7.000
2,6:35,,,PIT 15,10,7,Nick Folk kicks extra point good,0.000,0.000
2,6:35,,,TEN 35,10,7,"Nick Folk kicks off 60 yards, returned by Godwin Igwebuike for 19 yards (tackle by Monty Rice and Anthony Kendall)",0.000,0.540
2,6:28,1,10,PIT 24,10,7,Najee Harris right tackle for 9 yards (tackle by Amani Hooker),0.540,1.210
2,5:55,2,1,PIT 33,10,7,Najee Harris right guard for 2 yards (tackle by Jack Gibbens and Elijah Molden),1.210,1.270
2,5:14,1,10,PIT 35,10,7,Kenny Pickett pass complete short right to Diontae Johnson for 8 yards (tackle by Jack Gibbens),1.270,1.800
2,4:34,2,2,PIT 43,10,7,Kenny Pickett pass complete short left to Diontae Johnson for 6 yards (tackle by Amani Hooker),1.800,2.190
2,3:56,1,10,PIT 49,10,7,"Kenny Pickett pass incomplete intended for Connor Heyward. Penalty on Jeffery Simmons: Roughing the Passer, 15 yards (accepted) (no play)",2.190,3.180
2,3:48,1,10,TEN 36,10,7,Jaylen Warren left guard for 15 yards (tackle by Elijah Molden),3.180,4.170
2,3:10,1,10,TEN 21,10,7,Jaylen Warren left end for 14 yards (tackle by Terrell Edmunds),4.170,5.600
2,2:28,1,7,TEN 7,10,7,Najee Harris left guard for -1 yards (tackle by Kyle Peko and Jeffery Simmons),5.600,4.570
2,2:00,2,8,TEN 8,10,7,Kenny Pickett pass complete short left to George Pickens for 2 yards (tackle by Kristian Fulton and Elijah Molden),4.570,4.040
2,1:24,3,6,TEN 6,10,7,"Penalty on PIT: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",4.040,3.120
2,1:24,3,11,TEN 11,10,7,Kenny Pickett pass incomplete short right intended for Allen Robinson,3.120,2.700
2,1:19,4,11,TEN 11,10,10,Chris Boswell 29 yard field goal good,2.700,3.000
2,1:16,,,PIT 35,10,10,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,1:16,1,10,TEN 25,10,10,Will Levis pass complete short left to Tyjae Spears for 2 yards (tackle by Joey Porter),0.610,0.330
2,0:49,2,8,TEN 27,10,10,Will Levis pass complete short middle to DeAndre Hopkins for 9 yards (tackle by Kwon Alexander),0.330,1.330
2,0:48,,,,,,Timeout #1 by Tennessee Titans,,
2,0:48,1,10,TEN 36,10,10,Will Levis pass complete deep left to Kyle Philips for 24 yards (tackle by Patrick Peterson),1.330,2.920
2,0:42,,,,,,Timeout #2 by Tennessee Titans,,
2,0:42,1,10,PIT 40,10,10,Will Levis pass complete deep right to Kyle Philips for 21 yards,2.920,4.310
2,0:35,1,10,PIT 19,10,10,Will Levis pass incomplete deep left intended for DeAndre Hopkins,4.310,3.750
2,0:30,2,10,PIT 19,10,10,Will Levis pass incomplete deep right intended for Tyjae Spears,3.750,3.030
2,0:25,3,10,PIT 19,10,10,Tyjae Spears up the middle for 1 yard (tackle by Cameron Heyward and Alex Highsmith),3.030,2.250
2,0:03,,,,,,Timeout #3 by Tennessee Titans,,
2,0:03,4,9,PIT 18,13,10,Nick Folk 36 yard field goal good,2.250,3.000
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,13,10,"Chris Boswell kicks off 58 yards,",0.000,0.610
3,15:00,1,10,TEN 25,13,10,Derrick Henry right tackle for 2 yards (tackle by Larry Ogunjobi),0.610,0.330
3,14:21,2,8,TEN 27,13,10,Will Levis pass incomplete short right intended for DeAndre Hopkins,0.330,-0.360
3,14:16,3,8,TEN 27,13,10,Will Levis pass incomplete short left intended for DeAndre Hopkins (defended by Patrick Peterson),-0.360,-1.570
3,14:10,4,8,TEN 27,13,10,"Ryan Stonehouse punts 61 yards, returned by Calvin Austin for 1 yard (tackle by Matthew Jackson and Kevin Rader)",-1.570,0.320
3,13:58,1,10,PIT 13,13,10,Najee Harris left tackle for 3 yards (tackle by Terrell Edmunds),-0.320,-0.440
3,13:17,2,7,PIT 16,13,10,Najee Harris right tackle for 25 yards (tackle by Arden Key),-0.440,1.660
3,12:31,1,10,PIT 41,13,10,Kenny Pickett pass complete short right to Jaylen Warren for 7 yards (tackle by Azeez Al-Shaair and Tre Avery),1.660,2.070
3,11:53,2,3,PIT 48,13,10,Jaylen Warren right guard for 1 yard (tackle by Azeez Al-Shaair and Jeffery Simmons),2.070,1.490
3,11:15,3,2,PIT 49,13,10,Kenny Pickett pass complete short right to Najee Harris for 4 yards (tackle by Tre Avery and Azeez Al-Shaair),1.490,2.460
3,10:36,1,10,TEN 47,13,10,Kenny Pickett pass incomplete short right intended for Najee Harris,2.460,1.910
3,10:30,2,10,TEN 47,13,10,Jaylen Warren right guard for 2 yards (tackle by Elijah Molden),1.910,1.490
3,9:51,3,8,TEN 45,13,10,"Kenny Pickett pass incomplete intended for Connor Heyward. Penalty on Elijah Molden: Illegal Contact, 5 yards (accepted) (no play)",1.490,2.920
3,9:45,1,10,TEN 40,13,10,Najee Harris up the middle for 3 yards (tackle by Naquan Jones and Trevis Gipson),2.920,2.780
3,9:07,2,7,TEN 37,13,10,Kenny Pickett pass complete short right to Darnell Washington for 7 yards (tackle by Azeez Al-Shaair and Harold Landry),2.780,3.580
3,8:24,,,,,,Timeout #1 by Pittsburgh Steelers,,
3,8:24,1,10,TEN 30,13,10,Kenny Pickett pass complete short left to Najee Harris for 3 yards (tackle by Kristian Fulton and Trevis Gipson),3.580,3.440
3,7:44,2,7,TEN 27,13,10,Calvin Austin left end for 8 yards (tackle by Kristian Fulton),3.440,4.310
3,7:06,1,10,TEN 19,13,10,Najee Harris left guard for -2 yards (tackle by Jeffery Simmons and Trevis Gipson),4.310,3.490
3,6:32,2,12,TEN 21,13,10,Kenny Pickett pass complete short left to Jaylen Warren for 9 yards (tackle by Jack Gibbens),3.490,4.190
3,5:44,3,3,TEN 12,13,10,"Kenny Pickett pass complete to George Pickens for no gain, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Kenny Pickett pass incomplete short right intended for George Pickens",4.190,2.730
3,5:44,4,3,TEN 12,13,13,Chris Boswell 30 yard field goal good,2.730,3.000
3,5:41,,,PIT 35,13,13,"Chris Boswell kicks off 60 yards,",0.000,0.610
3,5:41,1,10,TEN 25,13,13,Derrick Henry right guard for 5 yards (tackle by Elandon Roberts),0.610,0.740
3,5:12,2,5,TEN 30,13,13,Will Levis pass incomplete deep left intended for DeAndre Hopkins (defended by Joey Porter),0.740,0.040
3,5:04,3,5,TEN 30,13,13,"Will Levis pass incomplete. Penalty on Patrick Peterson: Illegal Contact, 5 yards (accepted) (no play)",0.040,1.270
3,4:52,1,10,TEN 35,13,13,Derrick Henry right guard for 11 yards (tackle by Damontae Kazee),1.270,1.990
3,4:11,1,10,TEN 46,13,13,Tyjae Spears left guard for 6 yards (tackle by Isaiahh Loudermilk and Elandon Roberts),1.990,2.260
3,3:30,2,4,PIT 48,13,13,Will Levis pass complete short left to Derrick Henry for 23 yards (tackle by Elandon Roberts),2.260,3.910
3,2:44,1,10,PIT 25,13,13,Derrick Henry up the middle for 1 yard (tackle by T.J. Watt and Keanu Neal),3.910,3.500
3,1:49,2,9,PIT 24,13,13,Will Levis pass complete short right to Treylon Burks for 2 yards (tackle by Damontae Kazee),3.500,3.070
3,1:06,3,7,PIT 22,13,13,Will Levis pass complete short right to Tyjae Spears for -8 yards (tackle by Cameron Heyward),3.070,1.410
3,0:24,4,15,PIT 30,16,13,Nick Folk 48 yard field goal good,1.410,3.000
3,0:19,,,TEN 35,16,13,"Nick Folk kicks off 65 yards, touchback.",0.000,0.610
3,0:19,1,10,PIT 25,16,13,Kenny Pickett pass complete short right to Connor Heyward for 5 yards (tackle by Tre Avery),0.610,0.740
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,PIT 30,16,13,Najee Harris left tackle for 2 yards (tackle by Jeffery Simmons),0.740,0.300
4,14:38,3,3,PIT 32,16,13,Kenny Pickett pass complete short left to Diontae Johnson for 9 yards (tackle by Kristian Fulton),0.300,1.660
4,14:02,1,10,PIT 41,16,13,Jaylen Warren right guard for 6 yards (tackle by Amani Hooker and Denico Autry),1.660,1.930
4,13:25,2,4,PIT 47,16,13,Kenny Pickett pass complete short left to George Pickens for -3 yards (tackle by Kristian Fulton),1.930,0.830
4,12:43,3,7,PIT 44,16,13,Kenny Pickett pass incomplete short left,0.830,-0.460
4,12:38,4,7,PIT 44,16,13,Pressley Harvin punts 48 yards downed by Miles Killebrew,-0.460,0.380
4,12:25,1,10,TEN 8,16,13,Will Levis pass complete deep left to Treylon Burks for 21 yards,-0.380,0.870
4,11:39,1,10,TEN 29,16,13,Derrick Henry up the middle for 3 yards (tackle by Damontae Kazee and Cameron Heyward),0.870,0.730
4,11:02,2,7,TEN 32,16,13,Derrick Henry left tackle for 7 yards (tackle by Keanu Neal),0.730,1.530
4,10:17,1,10,TEN 39,16,13,Will Levis pass incomplete short left,1.530,0.990
4,10:13,2,10,TEN 39,16,13,Will Levis pass complete short right to Tyjae Spears for 2 yards (tackle by Keanu Neal and Elandon Roberts),0.990,0.560
4,9:27,3,8,TEN 41,16,13,Will Levis pass incomplete short left intended for Tyjae Spears,0.560,-0.650
4,9:21,4,8,TEN 41,16,13,"Ryan Stonehouse punts 51 yards, fair catch by Calvin Austin at PIT-8",-0.650,0.380
4,9:13,1,10,PIT 8,16,13,Najee Harris left guard for 7 yards (tackle by Jeffery Simmons),-0.380,-0.210
4,8:38,2,3,PIT 15,16,13,Najee Harris right tackle for 4 yards (tackle by Arden Key and Jack Gibbens),-0.210,0.150
4,7:55,1,10,PIT 19,16,13,Kenny Pickett pass complete short right to Miles Boykin for 6 yards (tackle by Tre Avery),0.150,0.480
4,7:14,2,4,PIT 25,16,13,Jaylen Warren up the middle for 3 yards (tackle by Azeez Al-Shaair and Denico Autry),0.480,0.100
4,6:23,3,1,PIT 28,16,13,Jaylen Warren left end for 13 yards (tackle by Elijah Molden),0.100,1.660
4,5:49,1,10,PIT 41,16,13,Kenny Pickett pass incomplete short left intended for Diontae Johnson,1.660,1.120
4,5:43,2,10,PIT 41,16,13,Najee Harris up the middle for 4 yards (tackle by Azeez Al-Shaair and Trevis Gipson),1.120,0.960
4,5:07,3,6,PIT 45,16,13,Kenny Pickett pass complete deep right to Diontae Johnson for 32 yards (tackle by Terrell Edmunds),0.960,4.040
4,4:59,1,10,TEN 23,16,13,Jaylen Warren right tackle for 22 yards (tackle by Amani Hooker),4.040,6.970
4,4:52,1,1,TEN 1,16,13,Najee Harris up the middle for no gain (tackle by Jeffery Simmons),6.970,5.910
4,4:10,2,1,TEN 1,16,13,"Penalty on James Daniels: False Start, 5 yards (accepted) (no play)",5.910,4.950
4,4:06,2,6,TEN 6,16,13,"Kenny Pickett pass incomplete intended for Diontae Johnson. Penalty on Eric Garror: Defensive Holding, 3 yards (accepted) (no play)",4.950,6.510
4,4:06,1,3,TEN 3,16,19,"Kenny Pickett pass complete short right to Diontae Johnson for 3 yards, touchdown",6.510,7.000
4,4:02,,,TEN 15,16,20,Chris Boswell kicks extra point good,0.000,0.000
4,4:02,,,PIT 35,16,20,"Penalty on Broderick Jones: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",0.000,0.000
4,4:02,,,PIT 20,16,20,"Chris Boswell kicks off 61 yards, returned by Tyjae Spears for 29 yards (tackle by Chandon Sullivan)",0.000,2.130
4,3:56,1,10,TEN 48,16,20,Treylon Burks left end for 5 yards (tackle by Cameron Heyward),2.130,2.260
4,3:49,2,5,PIT 47,16,20,Derrick Henry left tackle for 1 yard (tackle by Elandon Roberts),2.260,1.680
4,3:04,3,4,PIT 46,16,20,Tyjae Spears left guard for no gain (tackle by Patrick Peterson),1.680,0.200
4,2:14,4,4,PIT 46,16,20,Will Levis pass incomplete deep left intended for Treylon Burks (defended by Levi Wallace),0.200,-2.060
4,2:06,1,10,PIT 47,16,20,Najee Harris up the middle for -3 yards (tackle by Teair Tart),2.060,1.110
4,2:00,2,13,PIT 44,16,20,Calvin Austin right end for 2 yards (tackle by Amani Hooker),1.110,0.700
4,1:56,,,,,,Timeout #1 by Tennessee Titans,,
4,1:56,3,11,PIT 46,16,20,Jaylen Warren right tackle for 3 yards (tackle by Jeffery Simmons and Azeez Al-Shaair),0.700,-0.130
4,1:50,,,,,,Timeout #2 by Tennessee Titans,,
4,1:50,4,8,PIT 49,16,20,"Pressley Harvin punts 36 yards, fair catch by Eric Garror at TEN-15",-0.130,0.220
4,1:44,1,10,TEN 15,16,20,Will Levis pass incomplete deep left intended for DeAndre Hopkins (defended by Levi Wallace),-0.220,-0.710
4,1:39,2,10,TEN 15,16,20,Will Levis pass complete short left to Kyle Philips for 12 yards (tackle by Darius Rush),-0.710,0.740
4,1:20,1,10,TEN 27,16,20,Will Levis sacked by Alex Highsmith for -8 yards,0.740,-0.940
4,1:17,,,,,,Timeout #3 by Tennessee Titans,,
4,1:17,2,18,TEN 19,16,20,Will Levis pass complete short right to Chigoziem Okonkwo for 11 yards (tackle by DeMarvin Leal),-0.940,-0.100
4,0:54,3,7,TEN 30,16,20,Will Levis pass incomplete short middle intended for Kyle Philips,-0.100,-1.370
4,0:53,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,0:53,4,7,TEN 30,16,20,"Will Levis pass incomplete short middle intended for DeAndre Hopkins. Penalty on Joey Porter: Defensive Holding, 5 yards (accepted) (no play)",-1.370,1.270
4,0:49,1,10,TEN 35,16,20,Will Levis pass incomplete deep right intended for Chris Moore,1.270,0.720
4,0:44,2,10,TEN 35,16,20,Will Levis pass complete deep middle to Chris Moore for 29 yards (tackle by Kwon Alexander),0.720,3.180
4,0:27,1,10,PIT 36,16,20,Will Levis spiked the ball,3.180,2.640
4,0:26,2,10,PIT 36,16,20,Will Levis pass complete short right to Chigoziem Okonkwo for 12 yards (tackle by Darius Rush),2.640,3.970
4,0:20,1,10,PIT 24,16,20,Will Levis pass incomplete deep middle intended for Chigoziem Okonkwo (defended by Darius Rush),3.970,3.430
4,0:16,2,10,PIT 24,16,20,Will Levis pass complete short right to Chigoziem Okonkwo for 5 yards,3.430,3.410
4,0:11,3,5,PIT 19,16,20,Will Levis pass deep middle intended for Josh Whyle is intercepted by Kwon Alexander in end zone and returned for no gain,3.410,-0.280
4,0:06,1,10,PIT 20,16,20,Kenny Pickett kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
