Quarter,Time,Down,ToGo,Location,CLE,OAK,Detail,EPB,EPA
1,2:53,1,10,CLE 38,0,7,Charlie Frye pass incomplete deep left intended for Braylon Edwards is intercepted by Nnamdi Asomugha at OAK-9,1.470,0.380
1,2:43,1,10,OAK 9,0,7,LaMont Jordan left tackle for 7 yards (tackle by D'Qwell Jackson),-0.380,-0.160
1,2:03,2,3,OAK 16,0,7,LaMont Jordan middle for 4 yards (tackle by D'Qwell Jackson and Sean Jones),-0.160,0.280
1,1:25,1,10,OAK 20,0,7,"Andrew Walter pass incomplete deep right intended for Randy Moss (defended by Leigh Bodden). Penalty on Alvin McKinley: Roughing the Passer, 15 yards (no play)",0.280,1.270
1,1:17,1,10,OAK 35,0,7,LaMont Jordan left end for -3 yards (tackle by Kamerion Wimbley),1.270,0.320
1,0:33,2,13,OAK 32,0,7,Andrew Walter pass incomplete short left intended for Justin Fargas,0.320,-0.360
1,0:28,3,13,OAK 32,0,7,Andrew Walter pass incomplete deep middle intended for Courtney Anderson is intercepted by Sean Jones at CLE-41 and returned for 19 yards,-0.360,-2.920
1,0:17,1,10,OAK 40,0,7,Charlie Frye pass complete short left to Terrelle Smith for 7 yards (tackle by Thomas Howard),2.920,3.320
Quarter,Time,Down,ToGo,Location,CLE,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,OAK 33,0,7,Reuben Droughns middle for 2 yards (tackle by Tyler Brayton),3.320,2.870
2,14:26,3,1,OAK 31,0,7,Reuben Droughns right tackle for 5 yards (tackle by Kirk Morrison),2.870,3.840
2,13:38,1,10,OAK 26,0,7,Reuben Droughns right tackle for 4 yards (tackle by Kirk Morrison and Stuart Schweigert),3.840,3.840
2,13:01,2,6,OAK 22,0,7,Charlie Frye sacked by Derrick Burgess for -9 yards,3.840,1.950
2,12:20,3,15,OAK 31,0,7,Reuben Droughns middle for 1 yard (tackle by Jarrod Cooper),1.950,1.410
2,11:35,4,14,OAK 30,0,7,Phil Dawson 48 yard field goal no good,1.410,-1.470
2,11:30,1,10,OAK 38,0,7,Andrew Walter pass incomplete short right intended for Randy Moss,1.470,0.920
2,11:25,2,10,OAK 38,0,7,"Justin Fargas right end for 48 yards (tackle by Daven Holly). Penalty on Kamerion Wimbley: Face Mask (15 Yards), 7 yards",0.920,5.600
2,10:55,1,7,CLE 7,0,7,Justin Fargas left end for 2 yards (tackle by Alvin McKinley),5.600,5.150
2,10:25,2,5,CLE 5,0,7,Andrew Walter pass incomplete short middle intended for Alvis Whitted,5.150,4.260
2,10:20,3,5,CLE 5,0,13,"Andrew Walter pass complete short right to Randy Moss for 5 yards, touchdown",4.260,7.000
2,,,,CLE 2,0,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,,,"Sebastian Janikowski kicks off 67 yards, returned by Josh Cribbs for 65 yards (tackle by Stanford Routt)",,
2,9:23,1,10,OAK 32,0,14,Reuben Droughns right guard for 3 yards (tackle by Kirk Morrison),3.450,3.310
2,9:07,2,7,OAK 29,0,14,Reuben Droughns right guard for 8 yards (tackle by Tyler Brayton),3.310,4.170
2,8:46,1,10,OAK 21,0,14,Jerome Harrison middle for -3 yards (tackle by Kirk Morrison),4.170,3.220
2,8:04,2,13,OAK 24,0,14,"Charlie Frye sacked by Lance Johnstone for -4 yards. Penalty on Nnamdi Asomugha: Illegal Contact, 5 yards (no play)",3.220,4.310
2,7:39,,,,0,14,Timeout #1 by Oakland Raiders,0.000,4.310
2,7:39,1,10,OAK 19,0,14,Reuben Droughns middle for 5 yards (tackle by Michael Huff),4.310,4.530
2,6:59,2,5,OAK 14,0,14,"Reuben Droughns right tackle for 4 yards (tackle by Terdell Sands). Penalty on Hank Fraley: Offensive Holding, 10 yards (no play)",4.530,3.090
2,6:34,2,15,OAK 24,0,14,Charlie Frye pass complete short left to Joe Jurevicius for 12 yards (tackle by Nnamdi Asomugha),3.090,4.190
2,6:00,3,3,OAK 12,0,14,Charlie Frye pass complete short right to Terrelle Smith for 1 yard (tackle by Thomas Howard),4.190,2.820
2,5:11,4,2,OAK 11,3,14,Phil Dawson 28 yard field goal good,2.820,3.000
2,,,,CLE 30,3,14,"Phil Dawson kicks off 67 yards, returned by Chris Carr for 34 yards (tackle by Brodney Pool)",0.000,1.400
2,5:01,1,10,OAK 37,3,14,Justin Fargas left end for 4 yards (tackle by Brian Russell),1.400,1.400
2,4:21,2,6,OAK 41,3,20,"LaMont Jordan left end for 59 yards, touchdown",1.400,7.000
2,,,,CLE 2,3,21,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,3,21,"Sebastian Janikowski kicks off 66 yards, returned by Josh Cribbs for 53 yards (tackle by Sebastian Janikowski)",0.000,2.720
2,3:59,1,10,OAK 43,3,21,Charlie Frye pass complete short right to Braylon Edwards for 8 yards (tackle by Thomas Howard),2.720,3.260
2,3:24,2,2,OAK 35,3,21,Reuben Droughns middle for 9 yards (tackle by Sam Williams),3.260,3.840
2,2:49,1,10,OAK 26,3,21,Reuben Droughns right tackle for 2 yards (tackle by Kirk Morrison),3.840,3.570
2,2:08,2,8,OAK 24,3,21,Charlie Frye pass complete short right to Dennis Northcutt for 4 yards (tackle by Tyrone Poole),3.570,3.400
2,2:00,3,4,OAK 20,3,21,Charlie Frye pass complete short middle to Braylon Edwards for 9 yards (tackle by Michael Huff),3.400,4.840
2,1:26,1,10,OAK 11,3,21,Reuben Droughns middle for 8 yards (tackle by Stuart Schweigert),4.840,5.660
2,1:03,,,,3,21,Timeout #1 by Cleveland Browns,0.000,5.660
2,1:02,2,2,OAK 3,9,21,"Charlie Frye pass complete short middle to Darnell Dinkins for 3 yards, touchdown",5.660,7.000
2,,,,OAK 2,10,21,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,10,21,"Phil Dawson kicks off 64 yards, returned by Chris Carr for 23 yards (tackle by Mason Unck)",0.000,0.870
2,0:51,1,10,OAK 29,10,21,LaMont Jordan right tackle for 19 yards (tackle by Brodney Pool),0.870,2.130
2,0:42,,,,10,21,Timeout #2 by Oakland Raiders,0.000,2.130
2,0:42,1,10,OAK 48,10,21,Andrew Walter pass complete short left to Ronald Curry for 5 yards (tackle by Antonio Perkins),2.130,2.260
2,0:37,2,5,CLE 47,10,21,Andrew Walter pass incomplete short left intended for Alvis Whitted,2.260,1.550
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,0:32,3,5,CLE 47,10,21,Andrew Walter sacked by Kamerion Wimbley for -8 yards,1.550,-0.390
2,0:19,,,,10,21,Timeout #2 by Cleveland Browns,0.000,-0.390
2,0:19,4,13,OAK 45,10,21,"Shane Lechler punts 42 yards, returned by Dennis Northcutt for 1 yard (tackle by Kirk Morrison)",-0.390,0.280
2,0:08,1,10,CLE 14,10,21,Charlie Frye kneels for -1 yards,-0.280,-0.850
Quarter,Time,Down,ToGo,Location,CLE,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,10,21,"Sebastian Janikowski kicks off 55 yards, returned by Lawrence Vickers for 16 yards (tackle by Stanford Routt)",0.000,1.000
3,14:56,1,10,CLE 31,10,21,Charlie Frye pass incomplete deep left intended for Braylon Edwards (defended by Fabian Washington),1.000,0.460
3,14:50,2,10,CLE 31,10,21,Reuben Droughns middle for 10 yards (tackle by Stuart Schweigert),0.460,1.660
3,14:11,1,10,CLE 41,10,21,Reuben Droughns right tackle for no gain (tackle by Sam Williams and Kirk Morrison),1.660,1.120
3,13:31,2,10,CLE 41,10,21,Charlie Frye pass incomplete deep right intended for Jerome Harrison,1.120,0.430
3,13:25,3,10,CLE 41,10,21,Charlie Frye pass complete short left to Braylon Edwards for 13 yards (tackle by Michael Huff),0.430,2.520
3,12:08,1,10,OAK 46,10,21,Reuben Droughns middle for 2 yards (tackle by Michael Huff and Terdell Sands),2.520,2.250
3,12:02,2,8,OAK 44,10,21,Charlie Frye pass complete short left to Dennis Northcutt for 6 yards (tackle by Tyrone Poole),2.250,2.350
3,11:23,3,2,OAK 38,10,21,Charlie Frye pass complete to Braylon Edwards for 5 yards (tackle by Nnamdi Asomugha),2.350,3.380
3,10:48,1,10,OAK 33,10,21,Charlie Frye pass incomplete deep right intended for Dennis Northcutt,3.380,2.840
3,10:41,2,10,OAK 33,10,21,Charlie Frye pass complete short left to Steve Heiden for 6 yards (tackle by Stuart Schweigert),2.840,2.940
3,10:00,3,4,OAK 27,10,21,Charlie Frye sacked by Derrick Burgess for -4 yards,2.940,1.320
3,9:23,,,,10,21,Timeout #1 by Cleveland Browns,0.000,1.320
3,9:23,4,8,OAK 31,10,21,Charlie Frye pass complete deep middle to Kellen Winslow for 22 yards (tackle by Stuart Schweigert),1.320,5.140
3,8:47,1,9,OAK 9,10,21,Reuben Droughns right guard for 7 yards (tackle by Fabian Washington),5.140,5.720
3,8:09,2,2,OAK 2,16,21,"Charlie Frye pass complete short middle to Kellen Winslow for 2 yards, touchdown",5.720,7.000
3,,,,OAK 2,17,21,Phil Dawson kicks extra point good,0.000,0.000
3,,,,CLE 30,17,21,"Phil Dawson kicks off 70 yards, returned by Chris Carr for 19 yards (tackle by Leon Williams)",0.000,0.150
3,7:56,1,10,OAK 19,17,21,LaMont Jordan left end for 4 yards (tackle by Andra Davis),0.150,0.210
3,7:20,2,6,OAK 23,17,21,Andrew Walter pass incomplete deep right intended for Randy Moss (defended by Brian Russell),0.210,-0.550
3,7:13,,,,17,21,Timeout #1 by Oakland Raiders,0.000,-0.550
3,7:13,3,6,OAK 23,17,21,Andrew Walter pass incomplete short left intended for Ronald Curry (defended by Ralph Brown),-0.550,-1.830
3,7:09,4,6,OAK 23,17,21,"Shane Lechler punts 58 yards. Penalty on Jarrod Cooper: Interference with Opport, 15 yards",-1.830,-1.200
3,6:55,1,10,CLE 34,17,21,Reuben Droughns middle for 1 yard (tackle by Robert Thomas),1.200,0.790
3,6:20,2,9,CLE 35,17,21,Charlie Frye pass complete short right to Terrelle Smith for 1 yard (tackle by Thomas Howard and Robert Thomas),0.790,0.230
3,5:35,3,8,CLE 36,17,21,Charlie Frye pass incomplete short right intended for Joe Jurevicius,0.230,-0.980
3,5:14,4,8,CLE 36,17,21,"Dave Zastudil punts 40 yards, returned by Chris Carr for 7 yards (tackle by Lawrence Vickers)",-0.980,-1.000
3,5:14,1,10,OAK 31,17,21,Andrew Walter sacked by Kamerion Wimbley for -5 yards,1.000,-0.220
3,4:45,2,15,OAK 26,17,21,LaMont Jordan right end for -2 yards (tackle by Daven Holly),-0.220,-1.150
3,4:06,3,17,OAK 24,17,21,Andrew Walter pass complete short left to LaMont Jordan for 3 yards (tackle by Orpheus Roye),-1.150,-1.570
3,3:27,4,14,OAK 27,17,21,"Shane Lechler punts 48 yards, returned by Dennis Northcutt for 58 yards (tackle by Shane Lechler)",-1.570,-4.440
3,3:09,1,10,OAK 17,17,21,Charlie Frye pass incomplete deep right intended for Kellen Winslow,4.440,3.850
3,3:03,2,10,OAK 17,17,21,Charlie Frye pass complete short left to Kellen Winslow for 7 yards (tackle by Nnamdi Asomugha),3.850,4.340
3,2:25,3,3,OAK 10,17,21,Charlie Frye pass complete short right to Joe Jurevicius for 5 yards (tackle by Fabian Washington),4.340,6.060
3,1:45,1,5,OAK 5,23,21,"Charlie Frye pass complete short right to Joe Jurevicius for 5 yards, touchdown. Penalty on Fabian Washington: Defensive Pass Interfere (Declined)",6.060,7.000
3,,,,OAK 2,24,21,Phil Dawson kicks extra point good,0.000,0.000
3,,,,CLE 30,24,21,"Phil Dawson kicks off 72 yards, returned by Chris Carr for 26 yards (tackle by Mason Unck)",0.000,0.540
3,1:34,1,10,OAK 24,24,21,LaMont Jordan middle for 3 yards (tackle by Alvin McKinley),0.540,0.400
3,0:57,2,7,OAK 27,24,21,Andrew Walter pass complete short middle to Alvis Whitted for 7 yards (tackle by Andra Davis),0.400,1.200
3,0:22,1,10,OAK 34,24,21,LaMont Jordan middle for 6 yards (tackle by Sean Jones),1.200,1.470
Quarter,Time,Down,ToGo,Location,CLE,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,OAK 40,24,21,LaMont Jordan right guard for 10 yards (tackle by Sean Jones and Brian Russell),1.470,2.260
4,14:24,1,10,OAK 50,24,21,LaMont Jordan middle for 3 yards (tackle by Sean Jones),2.260,2.120
4,13:37,2,7,CLE 47,24,21,Andrew Walter pass complete short middle to Randal Williams for 8 yards (tackle by Andra Davis),2.120,2.980
4,13:00,1,10,CLE 39,24,21,Ronald Curry pass incomplete deep right intended for Randal Williams,2.980,2.440
4,12:52,2,10,CLE 39,24,21,"Andrew Walter pass complete short middle to Randy Moss for 11 yards (tackle by Daven Holly). Penalty on Jake Grove: Offensive Holding, 10 yards (no play)",2.440,1.090
4,12:33,2,20,CLE 49,24,21,LaMont Jordan left end for 4 yards (tackle by Ralph Brown),1.090,0.960
4,11:52,3,16,CLE 45,24,21,Andrew Walter pass complete short left to Ronald Curry for 15 yards (tackle by Antonio Perkins),0.960,1.520
4,11:25,4,1,CLE 30,24,21,LaMont Jordan right tackle for -2 yards (tackle by Orpheus Roye),1.520,-1.070
4,11:17,1,10,CLE 32,24,21,"Charlie Frye pass incomplete short right intended for Braylon Edwards. Penalty on Michael Huff: Defensive Pass Interfere, 7 yards (no play)",1.070,1.530
4,11:12,1,10,CLE 39,24,21,Reuben Droughns middle for 3 yards (tackle by Warren Sapp and Terdell Sands),1.530,1.390
4,10:31,2,7,CLE 42,24,21,Reuben Droughns right tackle for 5 yards (tackle by Fabian Washington),1.390,1.360
4,9:51,3,2,CLE 47,24,21,Charlie Frye pass complete short right to Braylon Edwards for 21 yards (tackle by Stuart Schweigert),1.360,3.450
4,9:12,1,10,OAK 32,24,21,Reuben Droughns right tackle for no gain (tackle by Derrick Burgess),3.450,2.900
4,8:33,2,10,OAK 32,24,21,Jerome Harrison left end for -3 yards (tackle by Thomas Howard),2.900,1.820
4,7:52,3,13,OAK 35,24,21,Charlie Frye pass complete short right to Jerome Harrison for 12 yards (tackle by Tommy Kelly and Derrick Burgess),1.820,2.080
4,7:07,4,1,OAK 23,24,21,Charlie Frye left guard for 2 yards (tackle by Thomas Howard),2.080,4.170
4,6:27,1,10,OAK 21,24,21,Charlie Frye pass incomplete deep right intended for Jerome Harrison,4.170,3.630
4,6:21,2,10,OAK 21,24,21,Jerome Harrison middle for 3 yards (tackle by Michael Huff),3.630,3.310
4,5:37,3,7,OAK 18,24,21,Charlie Frye pass complete short left to Reuben Droughns for 9 yards (tackle by Jarrod Cooper),3.310,5.140
4,4:55,1,9,OAK 9,24,21,Reuben Droughns right end for 3 yards (tackle by Stuart Schweigert and Michael Huff),5.140,4.950
4,4:09,2,6,OAK 6,24,21,Charlie Frye pass incomplete short left intended for Joe Jurevicius is intercepted by Nnamdi Asomugha at OAK-0,4.950,-0.280
4,3:58,1,10,OAK 20,24,21,Andrew Walter sacked by Andra Davis for -7 yards,0.280,-1.280
4,3:27,,,,24,21,Timeout #2 by Cleveland Browns,0.000,-1.280
4,3:27,2,17,OAK 13,24,21,Andrew Walter for 12 yards (tackle by Andra Davis),-1.280,-0.300
4,3:19,3,5,OAK 25,24,21,Andrew Walter pass incomplete short right intended for Randy Moss (defended by Daven Holly),-0.300,-1.700
4,3:13,4,5,OAK 25,24,21,"Shane Lechler punts 51 yards, fair catch by Dennis Northcutt",-1.700,-0.540
4,3:06,1,10,CLE 24,24,21,Charlie Frye pass complete short middle to Reuben Droughns for 15 yards (tackle by Stuart Schweigert),0.540,1.530
4,2:21,1,10,CLE 39,24,21,Jason Wright right end for 8 yards (tackle by Stuart Schweigert and Michael Huff),1.530,2.070
4,2:13,,,,24,21,Timeout #2 by Oakland Raiders,0.000,2.070
4,2:13,2,2,CLE 47,24,21,Jason Wright left end for 1 yard (tackle by Kirk Morrison),2.070,1.490
4,2:00,3,1,CLE 48,24,21,Reuben Droughns right guard for 7 yards (tackle by Sam Williams and Kirk Morrison),1.490,2.590
4,1:49,,,,24,21,Timeout #3 by Oakland Raiders,0.000,2.590
4,1:49,1,10,OAK 45,24,21,Charlie Frye kneels for -1 yards,2.590,1.910
4,1:07,2,11,OAK 46,24,21,Charlie Frye kneels for -1 yards,1.910,1.090
4,0:23,3,12,OAK 47,24,21,Charlie Frye kneels for -1 yards,1.090,0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
