Quarter,Time,Down,ToGo,Location,NOR,HOU,Detail,EPB,EPA
2,12:10,3,6,HOU 29,3,7,Drew Brees pass incomplete short middle intended for Eric Johnson is intercepted by Von Hutchins at HOU-18 and returned for 8 yards (tackle by Reggie Bush),2.680,-0.670
2,12:01,1,10,HOU 26,3,7,Matt Schaub pass complete short right to Owen Daniels for 20 yards (tackle by Josh Bullocks),0.670,1.990
2,11:22,1,10,HOU 46,3,7,Ron Dayne left guard for 3 yards (tackle by Mark Simoneau and Scott Fujita),1.990,1.860
2,10:46,2,7,HOU 49,3,7,Ron Dayne left guard for 1 yard (tackle by Scott Fujita),1.860,1.290
2,10:12,3,6,,3,7,Matt Schaub pass incomplete deep right intended for Andre' Davis,1.290,-0.060
2,10:06,4,6,,3,7,"Matt Turk punts 50 yards, touchback",-0.060,-0.280
2,9:58,1,10,NOR 20,3,7,Reggie Bush right end for -2 yards (tackle by Anthony Weaver and Jeff Zgonina),0.280,-0.630
2,9:19,2,12,NOR 18,3,7,Drew Brees pass complete short middle to Marques Colston for 10 yards (tackle by DeMeco Ryans),-0.630,0.100
2,8:39,3,2,NOR 28,3,7,Drew Brees pass incomplete short right intended for Reggie Bush,0.100,-1.500
2,8:33,4,2,NOR 28,3,7,"Steve Weatherford punts 55 yards, returned by Jacoby Jones for 7 yards (tackle by Kevin Kaesviharn)",-1.500,-0.540
2,8:21,1,10,HOU 24,3,7,Matt Schaub pass complete short left to Andre Johnson for 16 yards (tackle by Roman Harper),0.540,1.600
2,7:58,1,10,HOU 40,3,7,"Adimchinobe Echemandu left tackle for 2 yards (tackle by Josh Cooper). Adimchinobe Echemandu fumbles (forced by Josh Cooper), recovered by Will Smith at HOU-45 and returned for 2 yards (tackle by Ephraim Salaam)",1.600,-2.720
2,7:48,1,10,HOU 43,3,7,"Reggie Bush right end for -1 yards (tackle by C.C. Brown). Reggie Bush fumbles (forced by C.C. Brown), ball out of bounds at HOU-44",2.720,2.040
2,7:41,2,11,HOU 44,3,7,Drew Brees pass complete short right to Eric Johnson for 12 yards (tackle by C.C. Brown),2.040,3.450
2,6:57,1,10,HOU 32,3,7,Drew Brees pass complete short middle to Aaron Stecker for 7 yards (tackle by Morlon Greenwood),3.450,3.850
2,6:21,2,3,HOU 25,3,7,"Reggie Bush up the middle for 2 yards (tackle by Travis Johnson). Penalty on Travis Johnson: Face Mask (15 Yards), 12 yards",3.850,4.840
2,6:00,1,10,HOU 11,3,7,Drew Brees pass complete short right to Terrance Copper for 5 yards (tackle by Will Demps),4.840,5.080
2,5:26,2,5,HOU 6,3,7,Lance Moore right end for no gain (tackle by Fred Bennett),5.080,4.210
2,4:42,3,5,HOU 6,9,7,"Drew Brees pass complete short right to Devery Henderson for 6 yards, touchdown",4.210,7.000
2,,,,HOU 2,10,7,Olindo Mare kicks extra point good,0.000,0.000
2,,,,NOR 30,10,7,"Olindo Mare kicks off 65 yards, returned by Dexter Wynn for 25 yards (tackle by Brian Simmons)",0.000,0.940
2,4:32,1,10,HOU 30,10,7,Matt Schaub pass complete deep left to Owen Daniels for 24 yards (tackle by Josh Bullocks),0.940,2.520
2,3:49,1,10,NOR 46,10,7,Matt Schaub pass complete deep left to Andre' Davis for 21 yards (tackle by Roman Harper),2.520,3.910
2,3:08,1,10,NOR 25,10,7,Ron Dayne left guard for 11 yards (tackle by Josh Bullocks),3.910,4.650
2,2:23,1,10,NOR 14,10,7,Ron Dayne right end for 4 yards (tackle by Hollis Thomas),4.650,4.710
2,2:16,,,,10,7,Timeout #2 by New Orleans Saints,0.000,4.710
2,2:16,2,6,NOR 10,10,13,"Matt Schaub pass complete short right to Joel Dreessen for 10 yards, touchdown",4.710,7.000
2,,,,NOR 2,10,14,Kris Brown kicks extra point good,0.000,0.000
2,,,,HOU 30,10,14,"Kris Brown kicks off 72 yards, returned by Pierre Thomas for 23 yards (tackle by Joel Dreessen)",0.000,0.340
2,1:58,1,10,NOR 21,10,14,Drew Brees pass incomplete short middle intended for Marques Colston (defended by DeMeco Ryans),0.340,-0.200
2,1:53,,,,10,14,Timeout #3 by New Orleans Saints,0.000,-0.200
2,1:53,2,10,NOR 21,10,14,"Drew Brees sacked by Mario Williams for -10 yards. Drew Brees fumbles (forced by Mario Williams), recovered by Jon Stinchcomb at NOR-11",-0.200,-2.590
2,1:32,,,,10,14,Timeout #2 by Houston Texans,0.000,-2.590
2,1:32,3,20,NOR 11,10,14,Reggie Bush right end for 11 yards (tackle by Von Hutchins). Penalty on Zach Strief: Offensive Holding (Declined),-2.590,-1.900
2,1:32,4,9,NOR 22,10,14,"Steve Weatherford punts 55 yards, returned by Jacoby Jones for 17 yards (tackle by Scott Shanle)",-1.900,-1.600
2,1:19,1,10,HOU 40,10,14,Matt Schaub pass incomplete short right intended for Andre' Davis,1.600,1.050
2,1:13,2,10,HOU 40,10,14,Matt Schaub pass complete short left to Ron Dayne for 17 yards (tackle by Josh Bullocks),1.050,2.720
2,0:45,1,10,NOR 43,10,14,Matt Schaub pass complete short left to Owen Daniels for 12 yards (tackle by Scott Fujita),2.720,3.510
2,0:37,,,,10,14,Timeout #3 by Houston Texans,0.000,3.510
2,0:37,1,10,NOR 31,10,14,Matt Schaub pass incomplete short right intended for Andre' Davis (defended by Josh Bullocks),3.510,2.970
2,0:33,2,10,NOR 31,10,14,Matt Schaub pass incomplete short right intended for Kevin Walter,2.970,2.280
2,0:26,3,10,NOR 31,10,14,Matt Schaub pass complete short right to Owen Daniels for 13 yards (tackle by Mike McKenzie),2.280,4.370
2,0:26,1,10,NOR 18,10,14,Matt Schaub spiked the ball,4.370,3.800
2,0:11,2,10,NOR 18,10,17,Kris Brown 36 yard field goal good,3.800,3.000
2,,,,HOU 30,10,17,"Kris Brown kicks off 49 yards, returned by Aaron Stecker for 22 yards (tackle by Danny Clark)",0.000,0.940
Quarter,Time,Down,ToGo,Location,NOR,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,10,17,"Kris Brown kicks off 65 yards, returned by Pierre Thomas for 26 yards (tackle by Joel Dreessen)",0.000,1.000
3,14:53,1,10,NOR 31,10,17,Drew Brees pass complete short right to Marques Colston for 9 yards (tackle by Fred Bennett),1.000,1.680
3,14:33,2,1,NOR 40,10,17,Reggie Bush right guard for 4 yards (tackle by Will Demps),1.680,1.860
3,13:56,1,10,NOR 44,10,17,Drew Brees pass complete deep right to David Patten for 21 yards (tackle by Von Hutchins),1.860,3.250
3,13:35,1,10,HOU 35,10,17,Drew Brees pass complete short left to Reggie Bush for 7 yards (tackle by C.C. Brown),3.250,3.650
3,13:07,2,3,HOU 28,10,17,"Drew Brees pass complete short left to Marques Colston for no gain. Penalty on Marques Colston: Offensive Pass Interference, 10 yards (no play)",3.650,2.300
3,12:41,2,13,HOU 38,10,17,Reggie Bush up the middle for 3 yards (tackle by Earl Cochran and Mario Williams),2.300,2.010
3,12:02,3,10,HOU 35,10,17,Drew Brees pass incomplete short left intended for David Patten (defended by Earl Cochran),2.010,0.970
3,11:57,,,,10,17,Timeout #1 by New Orleans Saints,0.000,0.970
3,11:57,4,10,HOU 35,10,17,Drew Brees pass incomplete short middle intended for Marques Colston (defended by DeMeco Ryans),0.970,-1.270
3,11:52,1,10,HOU 35,10,17,Matt Schaub pass complete short right to Kevin Walter for 9 yards (tackle by Mike McKenzie),1.270,1.940
3,11:16,2,1,HOU 44,10,17,Ron Dayne up the middle for 3 yards (tackle by Josh Cooper),1.940,2.060
3,10:40,1,10,HOU 47,10,17,Matt Schaub sacked by Will Smith for -6 yards,2.060,0.710
3,10:08,2,16,HOU 41,10,17,Matt Schaub pass complete short left to Ron Dayne for 6 yards (tackle by Hollis Thomas),0.710,0.830
3,9:25,3,10,HOU 47,10,17,Matt Schaub pass complete short left to Andre' Davis for 9 yards (tackle by Mike McKenzie),0.830,0.330
3,9:25,4,1,NOR 44,10,17,Ron Dayne right guard for no gain (tackle by Renaldo Wynn),0.330,-1.860
3,8:45,1,10,NOR 44,10,17,Drew Brees pass complete short right to Reggie Bush for 6 yards (tackle by Danny Clark),1.860,2.130
3,8:24,2,4,,10,17,Drew Brees pass complete short right to Reggie Bush for no gain,2.130,1.420
3,7:41,3,4,,10,17,Drew Brees pass incomplete short left intended for Marques Colston (defended by Dexter Wynn),1.420,-0.060
3,7:36,4,4,,10,17,"Steve Weatherford punts 34 yards, returned by Jacoby Jones for 7 yards (tackle by Brian Simmons)",-0.060,-0.480
3,7:27,1,10,HOU 23,10,17,Matt Schaub pass complete short middle to Andre Johnson for 4 yards (tackle by Scott Shanle),0.480,0.470
3,6:49,2,6,HOU 27,10,17,Ron Dayne left guard for 6 yards (tackle by McKinley Boykin and Scott Shanle),0.470,1.140
3,5:58,1,10,HOU 33,10,17,Matt Schaub pass incomplete deep left intended for Kevin Walter,1.140,0.590
3,5:51,2,10,HOU 33,10,17,Ron Dayne right end for 6 yards (tackle by Jason David),0.590,0.700
3,5:06,3,4,HOU 39,10,17,Matt Schaub pass complete short left to Ron Dayne for 3 yards (tackle by Scott Fujita),0.700,-0.590
3,4:25,,,,10,17,Timeout #1 by Houston Texans,0.000,-0.590
3,4:25,4,1,HOU 42,10,17,Matt Schaub up the middle for 4 yards (tackle by Scott Fujita),-0.590,1.990
3,4:25,1,10,HOU 46,10,17,"Penalty on Matt Schaub: Delay of Game, 5 yards (no play)",1.990,1.660
3,3:18,1,15,HOU 41,10,17,Matt Schaub pass complete short left to Andre Johnson for 8 yards (tackle by Jason David),1.660,1.860
3,2:56,2,7,HOU 49,10,17,Matt Schaub pass complete short middle to Andre Johnson for 5 yards (tackle by Scott Shanle),1.860,1.820
3,2:16,3,2,NOR 46,10,17,Kevin Walter right end for 5 yards (tackle by Scott Fujita),1.820,2.850
3,1:34,1,10,NOR 41,10,17,Ron Dayne right tackle for 2 yards (tackle by Mark Simoneau),2.850,2.580
3,1:00,2,8,NOR 39,10,17,Matt Schaub pass incomplete short left intended for Jacoby Jones (defended by Jason David),2.580,1.880
3,0:52,3,8,NOR 39,10,17,Matt Schaub pass incomplete deep left intended for Kevin Walter (defended by Jason Craft),1.880,0.660
3,0:52,4,8,NOR 39,10,17,"Penalty on Matt Turk: Delay of Game, 5 yards (no play)",0.660,0.330
3,0:47,4,13,NOR 44,10,17,Matt Turk punts 32 yards,0.330,0.350
3,0:40,1,10,NOR 12,10,17,Drew Brees pass complete short left to Mike Karney for 11 yards (tackle by DeMeco Ryans),-0.350,0.480
Quarter,Time,Down,ToGo,Location,NOR,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 23,10,17,Pierre Thomas up the middle for 6 yards (tackle by DeMeco Ryans and Von Hutchins),0.480,0.740
4,14:21,2,4,NOR 29,10,17,Drew Brees pass complete short right to Billy Miller for 8 yards (tackle by Travis Johnson). Penalty on Fred Bennett: Illegal Use of Hands (Declined),0.740,1.400
4,13:53,1,10,NOR 37,10,17,"Penalty on Eric Johnson: False Start, 5 yards (no play)",1.400,1.070
4,13:28,1,15,NOR 32,10,17,Drew Brees pass incomplete short middle intended for Eric Johnson is intercepted by Morlon Greenwood at NOR-41 and returned for 3 yards (tackle by Eric Johnson),1.070,-3.050
4,13:20,1,10,NOR 38,10,17,Matt Schaub pass incomplete deep right intended for Kevin Walter,3.050,2.510
4,13:12,2,10,NOR 38,10,17,Ron Dayne left end for 3 yards (tackle by McKinley Boykin and Scott Fujita),2.510,2.210
4,12:32,3,7,NOR 35,10,17,Matt Schaub pass incomplete short right intended for Ron Dayne,2.210,0.970
4,12:27,4,7,NOR 35,10,20,Kris Brown 53 yard field goal good,0.970,3.000
4,,,,HOU 30,10,20,"Kris Brown kicks off 63 yards, returned by Pierre Thomas for 20 yards (tackle by Danny Clark)",0.000,0.740
4,12:16,1,10,NOR 27,10,20,Reggie Bush up the middle for 2 yards (tackle by DeMeco Ryans and Morlon Greenwood),0.740,0.470
4,11:41,2,8,NOR 29,10,20,Drew Brees pass incomplete short middle intended for Reggie Bush,0.470,-0.230
4,11:36,3,8,NOR 29,10,20,Drew Brees pass complete short left to Marques Colston for 10 yards (tackle by C.C. Brown),-0.230,1.530
4,10:59,1,10,NOR 39,10,20,Drew Brees pass complete short right to Reggie Bush for 9 yards (tackle by Von Hutchins),1.530,2.200
4,10:18,2,1,NOR 48,10,20,Drew Brees pass complete short left to Reggie Bush for -6 yards (tackle by Dexter Wynn),2.200,0.700
4,9:33,3,7,NOR 42,10,20,Drew Brees pass complete short left to Reggie Bush for 7 yards (tackle by Morlon Greenwood),0.700,2.190
4,8:47,1,10,NOR 49,10,20,Reggie Bush left guard for 6 yards (tackle by Morlon Greenwood and N.D. Kalu),2.190,2.460
4,8:12,2,4,HOU 45,10,20,Drew Brees pass incomplete short right intended for Marques Colston,2.460,1.750
4,8:08,3,4,HOU 45,10,20,Drew Brees pass complete short right to Aaron Stecker for 2 yards (tackle by Mario Williams),1.750,0.400
4,7:21,,,,10,20,Timeout #2 by New Orleans Saints,0.000,0.400
4,7:21,4,2,HOU 43,10,20,Drew Brees pass incomplete short right intended for David Patten (defended by Fred Bennett),0.400,-1.800
4,7:17,1,10,HOU 43,10,20,Ron Dayne right guard for 4 yards (tackle by Scott Fujita),1.800,1.790
4,6:33,2,6,HOU 47,10,20,Matt Schaub pass incomplete short left intended for Vonta Leach (defended by Will Smith),1.790,1.090
4,6:27,3,6,HOU 47,10,20,Matt Schaub pass complete short left to Andre Johnson for 14 yards (tackle by Kevin Kaesviharn),1.090,2.980
4,5:40,1,10,NOR 39,10,20,Ron Dayne left guard for 4 yards (tackle by Will Smith and Mark Simoneau),2.980,2.980
4,5:33,,,,10,20,Timeout #3 by New Orleans Saints,0.000,2.980
4,5:33,2,6,NOR 35,10,20,Ron Dayne right end for 6 yards (tackle by Mark Simoneau and Hollis Thomas),2.980,3.640
4,4:47,1,10,NOR 29,10,20,Ron Dayne up the middle for 20 yards (tackle by Scott Shanle),3.640,5.140
4,3:59,1,9,NOR 9,10,20,Ron Dayne up the middle for -1 yards (tackle by McKinley Boykin and Mark Simoneau),5.140,4.190
4,3:13,,,,10,20,Timeout #2 by Houston Texans,0.000,4.190
4,3:13,2,10,NOR 10,10,20,Ron Dayne right tackle for 2 yards (tackle by McKinley Boykin and Will Smith),4.190,3.580
4,2:28,3,8,NOR 8,10,20,Matt Schaub right end for 3 yards (tackle by McKinley Boykin),3.580,3.010
4,2:00,4,5,NOR 5,10,23,Kris Brown 23 yard field goal good,3.010,3.000
4,,,,HOU 30,10,23,"Kris Brown kicks off 70 yards, returned by Pierre Thomas for 21 yards (tackle by Zach Diles)",0.000,0.340
4,1:51,1,10,NOR 21,10,23,Drew Brees pass complete short right to Reggie Bush for 5 yards (tackle by Demarcus Faggins),0.340,0.480
4,1:46,2,5,NOR 26,10,23,Drew Brees pass incomplete short left intended for Marques Colston,0.480,-0.230
4,1:42,3,5,NOR 26,10,23,Drew Brees pass complete short middle to Reggie Bush for 11 yards (tackle by Morlon Greenwood),-0.230,1.400
4,1:19,1,10,NOR 37,10,23,Drew Brees pass complete short right to Marques Colston for 10 yards (tackle by Von Hutchins),1.400,2.060
4,0:57,1,10,NOR 47,10,23,Drew Brees pass complete short left to Reggie Bush for 7 yards (tackle by Morlon Greenwood),2.060,2.460
4,0:57,2,3,HOU 46,10,23,Drew Brees up the middle for 6 yards,2.460,2.920
4,0:17,1,10,HOU 40,10,23,Drew Brees pass complete short middle to Marques Colston for 15 yards (tackle by Von Hutchins),2.920,3.910
4,0:01,1,10,HOU 25,10,23,Drew Brees spiked the ball,3.910,3.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
