Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
2,14:53,1,10,KAN 20,3,3,Larry Johnson middle for 6 yards (tackle by Landon Johnson),0.280,0.540
2,14:18,2,4,KAN 26,3,3,Trent Green pass complete short left to Samie Parker for 12 yards (tackle by Tory James),0.540,1.470
2,13:46,1,10,KAN 38,3,3,Dante Hall right end for 3 yards (tackle by Bryan Robinson),1.470,1.330
2,13:07,2,7,KAN 41,3,3,Trent Green pass incomplete intended for Eddie Kennison,1.330,0.630
2,13:01,3,7,KAN 41,3,3,Trent Green pass complete short left to Dante Hall for 8 yards (tackle by Johnathan Joseph),0.630,2.190
2,12:19,1,10,KAN 49,3,3,Trent Green pass complete short right to Dante Hall for 6 yards (tackle by Johnathan Joseph),2.190,2.460
2,11:40,2,4,CIN 45,3,3,Larry Johnson middle for no gain (tackle by Shaun Smith),2.460,1.750
2,10:57,3,4,CIN 45,3,3,Trent Green sacked by Robert Geathers for -9 yards,1.750,-0.320
2,10:24,4,13,KAN 46,3,3,"Dustin Colquitt punts 42 yards, fair catch by Keiwan Ratliff",-0.320,0.350
2,10:18,1,10,CIN 12,3,3,Carson Palmer pass complete to Chad Johnson for 8 yards (tackle by Derrick Johnson),-0.350,0.290
2,9:51,2,2,CIN 20,3,3,Rudi Johnson middle for 1 yard (tackle by Kawika Mitchell and James Reed),0.290,-0.370
2,9:12,3,1,CIN 21,3,3,Rudi Johnson middle for 5 yards (tackle by Kawika Mitchell),-0.370,0.670
2,8:34,1,10,CIN 26,3,3,Rudi Johnson middle for 5 yards (tackle by Jared Allen and James Reed),0.670,0.810
2,8:08,2,5,CIN 31,3,3,Carson Palmer pass complete to Kelley Washington for 10 yards (tackle by Patrick Surtain),0.810,1.660
2,7:35,1,10,CIN 41,3,3,Carson Palmer pass complete short left to Chad Johnson for 15 yards,1.660,2.650
2,7:21,1,10,KAN 44,3,3,Rudi Johnson left end for 4 yards (tackle by Ty Law),2.650,2.650
2,6:42,2,6,KAN 40,3,3,Carson Palmer pass complete short left to Chad Johnson for 9 yards (tackle by Ty Law),2.650,3.510
2,6:12,1,10,KAN 31,3,3,Carson Palmer pass complete short left to Chad Johnson for 9 yards,3.510,4.180
2,5:45,2,1,KAN 22,3,3,Rudi Johnson right tackle for no gain (tackle by Tamba Hali),4.180,3.470
2,5:21,,,,3,3,Timeout #1 by Kansas City Chiefs,0.000,3.470
2,5:21,3,1,KAN 22,9,3,"Rudi Johnson right tackle for 22 yards, touchdown",3.470,7.000
2,,,,KAN 2,10,3,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,10,3,"Shayne Graham kicks off 74 yards, returned by Dante Hall for 27 yards (tackle by Ethan Kilmer)",0.000,0.480
2,5:05,1,10,KAN 23,10,3,Trent Green pass complete short left to Tony Gonzalez for no gain,0.480,-0.070
2,4:29,2,10,KAN 23,10,3,Trent Green sacked by John Thornton for -7 yards,-0.070,-1.960
2,3:52,3,17,KAN 16,10,3,Trent Green sacked by Justin Smith for -8 yards,-1.960,-2.490
2,3:15,4,25,KAN 8,10,3,Dustin Colquitt punts 29 yards,-2.490,-3.120
2,3:07,1,10,KAN 37,10,3,Carson Palmer pass complete to Rudi Johnson for 7 yards (tackle by Patrick Surtain),3.120,3.520
2,2:33,2,3,KAN 30,10,3,Rudi Johnson middle for 16 yards (tackle by Greg Wesley),3.520,4.650
2,2:00,1,10,KAN 14,10,3,Rudi Johnson right end for 3 yards (tackle by Sammy Knight and James Reed),4.650,4.520
2,1:25,2,7,KAN 11,10,3,Carson Palmer pass complete short right to Kenny Watson for 8 yards (tackle by Derrick Johnson),4.520,6.510
2,1:11,,,,10,3,Timeout #1 by Cincinnati Bengals,0.000,6.510
2,1:11,1,3,KAN 3,10,3,"Penalty on CIN: Illegal Substitution, 5 yards (no play)",6.510,5.370
2,1:11,1,8,KAN 8,16,3,"Kenny Watson left end for 8 yards, touchdown",5.370,7.000
2,,,,KAN 2,17,3,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,17,3,"Shayne Graham kicks off 70 yards, touchback",0.000,0.280
2,1:05,1,10,KAN 20,17,3,Trent Green pass complete to Dante Hall for 6 yards (tackle by Landon Johnson),0.280,0.540
2,0:44,2,4,KAN 26,17,3,Trent Green pass incomplete intended for Eddie Kennison (defended by Deltha O'Neal),0.540,-0.160
2,0:44,3,4,KAN 26,17,3,Trent Green pass incomplete intended for Tony Gonzalez (defended by John Thornton),-0.160,-1.630
2,0:39,4,4,KAN 26,17,3,"Dustin Colquitt punts 47 yards, returned by Keiwan Ratliff for 2 yards (tackle by Benny Sapp)",-1.630,-0.870
2,0:29,1,10,CIN 29,17,3,Carson Palmer kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,17,3,"Lawrence Tynes kicks off 59 yards, returned by Tab Perry for 14 yards (tackle by Benny Sapp)",0.000,0.610
3,14:55,1,10,CIN 25,17,3,Carson Palmer pass complete to Reggie Kelly for 8 yards (tackle by Sammy Knight and Derrick Johnson),0.610,1.140
3,14:23,2,2,CIN 33,17,3,Rudi Johnson middle for 1 yard (tackle by Jared Allen),1.140,0.560
3,13:42,3,1,CIN 34,17,3,Carson Palmer pass complete to Tab Perry for 30 yards (tackle by Ty Law and Kawika Mitchell),0.560,3.180
3,12:53,1,10,KAN 36,17,3,Rudi Johnson left tackle for 2 yards (tackle by Jared Allen and Derrick Johnson),3.180,2.910
3,12:12,2,8,KAN 34,17,3,Rudi Johnson left tackle for 1 yard (tackle by Derrick Johnson),2.910,2.350
3,11:33,3,7,KAN 33,17,3,"Carson Palmer sacked by Jared Allen for -7 yards. Carson Palmer fumbles (forced by Jared Allen), recovered by Derrick Johnson at KAN-40 (tackle by Levi Jones)",2.350,-1.600
3,11:26,1,10,KAN 40,17,3,Larry Johnson middle for 6 yards (tackle by Justin Smith),1.600,1.860
3,10:50,2,4,KAN 46,17,3,"Trent Green pass complete to Eddie Kennison for 9 yards (tackle by Dexter Jackson). Penalty on Samie Parker: Offensive Pass Interfere, 10 yards (no play)",1.860,0.510
3,10:50,2,14,KAN 36,17,3,"Penalty on Kyle Turley: False Start, 5 yards (no play)",0.510,-0.160
3,10:05,2,19,KAN 31,17,3,Trent Green pass incomplete short middle intended for Samie Parker is intercepted by Madieu Williams at KAN-41 and returned for -1 yards,-0.160,-2.790
3,9:59,1,10,KAN 42,17,3,"Carson Palmer for no gain. Carson Palmer fumbles, recovered by Carson Palmer at KAN-45",2.790,1.840
3,9:23,2,13,KAN 45,17,3,Rudi Johnson middle for 3 yards (tackle by Jared Allen),1.840,1.550
3,8:41,3,10,KAN 42,17,3,Carson Palmer pass incomplete intended for Reggie Kelly,1.550,0.460
3,8:37,4,10,KAN 42,17,3,"Kyle Larson punts 42 yards, touchback",0.460,-0.280
3,8:27,1,10,KAN 20,17,3,"Trent Green pass complete to Samie Parker for 14 yards (tackle by Johnathan Joseph). Penalty on Samie Parker: Offensive Pass Interfere, 10 yards (no play)",0.280,-0.760
3,8:07,1,20,KAN 10,17,3,Trent Green pass complete to Tony Gonzalez for 5 yards (tackle by Brian Simmons),-0.760,-1.070
3,7:33,2,15,KAN 15,17,3,Trent Green middle for 7 yards (tackle by Landon Johnson),-1.070,-0.690
3,6:57,3,8,KAN 22,17,3,Trent Green middle for 9 yards (tackle by Bryan Robinson and Brian Simmons),-0.690,1.000
3,6:12,1,10,KAN 31,17,3,Trent Green pass complete short right to Larry Johnson for 11 yards (tackle by Domata Peko),1.000,1.730
3,5:28,1,10,KAN 42,17,3,Larry Johnson middle for 8 yards (tackle by Madieu Williams),1.730,2.270
3,4:52,2,2,,17,3,Trent Green right end for 5 yards (tackle by Robert Geathers),2.270,2.590
3,4:28,1,10,CIN 45,17,3,Larry Johnson left tackle for -1 yards (tackle by Sam Adams),2.590,1.910
3,3:52,2,11,CIN 46,17,3,Damon Huard pass incomplete intended for Jason Dunn (defended by Landon Johnson),1.910,1.220
3,3:48,3,11,CIN 46,17,3,Damon Huard pass complete to Larry Johnson for 25 yards (tackle by Dexter Jackson),1.220,4.170
3,3:23,1,10,CIN 21,17,3,Larry Johnson left end for -1 yards (tackle by Madieu Williams),4.170,3.490
3,2:47,,,,17,3,Timeout #1 by Cincinnati Bengals,0.000,3.490
3,2:47,2,11,CIN 22,17,3,Larry Johnson right tackle for -1 yards (tackle by Caleb Miller),3.490,2.680
3,2:09,3,12,CIN 23,17,3,"Damon Huard sacked by Bryan Robinson for -5 yards. Damon Huard fumbles (forced by Bryan Robinson), recovered by Ronnie Cruz at CIN-36 and returned for 3 yards",2.680,1.150
3,2:09,4,22,CIN 33,17,3,Lawrence Tynes 51 yard field goal no good,1.150,-1.660
3,1:12,1,10,CIN 41,17,3,Chad Johnson right end for 6 yards (tackle by Derrick Johnson),1.660,1.930
3,0:35,2,4,CIN 47,17,3,Rudi Johnson middle for no gain (tackle by Tamba Hali),1.930,1.220
Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,CIN 47,17,3,Carson Palmer pass complete to Tab Perry for 14 yards (tackle by Jarrad Page),1.220,2.980
4,15:00,1,10,KAN 39,17,3,"Rudi Johnson left end for -5 yards (tackle by Derrick Johnson). Penalty on KAN: Defensive 12 On-field, 5 yards (no play)",2.980,3.710
4,14:12,1,5,KAN 34,17,3,Rudi Johnson middle for 1 yard (tackle by Derrick Johnson),3.710,3.250
4,13:40,2,4,KAN 33,17,3,Rudi Johnson middle for 9 yards (tackle by Greg Wesley and Tamba Hali),3.250,3.970
4,13:01,1,10,KAN 24,17,3,Rudi Johnson middle for no gain (tackle by Kawika Mitchell and Tamba Hali),3.970,3.430
4,12:23,2,10,KAN 24,17,3,Rudi Johnson middle for no gain (tackle by James Reed),3.430,2.740
4,11:42,3,10,KAN 24,17,3,Carson Palmer pass incomplete intended for Kelley Washington (defended by Patrick Surtain),2.740,1.870
4,11:38,4,10,KAN 24,20,3,Shayne Graham 42 yard field goal good,1.870,3.000
4,,,,CIN 30,20,3,"Shayne Graham kicks off 64 yards, returned by Dante Hall for 32 yards (tackle by Madieu Williams)",0.000,1.470
4,11:28,1,10,KAN 38,20,3,Larry Johnson right tackle for no gain (tackle by Brian Simmons),1.470,0.920
4,10:53,2,10,KAN 38,20,3,Damon Huard pass complete to Larry Johnson for 8 yards (tackle by Caleb Miller),0.920,1.290
4,10:15,3,2,KAN 46,20,3,Damon Huard pass incomplete intended for Dante Hall,1.290,-0.320
4,10:12,4,2,KAN 46,20,3,Jarrad Page right end for 4 yards (tackle by Marcus Wilkins),-0.320,2.260
4,9:26,1,10,,20,3,Damon Huard pass complete to Samie Parker for 12 yards (tackle by Deltha O'Neal),2.260,3.050
4,9:02,1,10,CIN 38,20,3,Damon Huard middle for 8 yards (tackle by Landon Johnson),3.050,3.590
4,8:40,2,2,CIN 30,20,3,"Damon Huard sacked by Justin Smith for -8 yards. Damon Huard fumbles (forced by Justin Smith), recovered by Justin Smith at KAN-44 (tackle by Damon Huard)",3.590,-2.650
4,8:30,1,10,KAN 44,20,3,Rudi Johnson right end for 3 yards (tackle by Jarrad Page),2.650,2.520
4,7:52,2,7,KAN 41,20,3,Rudi Johnson middle for 1 yard (tackle by Jared Allen),2.520,1.950
4,7:12,3,6,KAN 40,20,3,"Carson Palmer right end for 6 yards (tackle by Derrick Johnson). Penalty on Kenny Watson: Chop Block, 15 yards (no play)",1.950,-0.030
4,6:41,3,21,CIN 45,20,3,Carson Palmer pass incomplete intended for Chris Henry (defended by Patrick Surtain),-0.030,-0.390
4,6:32,4,21,CIN 45,20,3,"Kyle Larson punts 40 yards. Penalty on Lenny Walls: Illegal Block Above the , 10 yards",-0.390,0.380
4,6:21,1,10,KAN 10,20,3,Larry Johnson middle for 18 yards (tackle by Brian Simmons),-0.380,0.810
4,5:50,1,10,KAN 28,20,3,Larry Johnson middle for 1 yard (tackle by Bryan Robinson),0.810,0.400
4,5:32,2,9,KAN 29,20,3,Damon Huard pass complete to Tony Gonzalez for 21 yards (tackle by Madieu Williams),0.400,2.260
4,5:10,1,10,,20,3,Damon Huard pass complete to Larry Johnson for 23 yards (tackle by Deltha O'Neal and Dexter Jackson),2.260,3.780
4,4:42,1,10,CIN 27,20,3,Damon Huard pass incomplete intended for Larry Johnson,3.780,3.230
4,4:39,2,10,CIN 27,20,3,Damon Huard pass complete to Dante Hall for 4 yards,3.230,3.070
4,4:34,3,6,CIN 23,20,3,Damon Huard pass complete to Tony Gonzalez for 10 yards (tackle by Kevin Kaesviharn),3.070,4.710
4,4:31,1,10,CIN 13,20,3,Damon Huard pass incomplete intended for Tony Gonzalez,4.710,4.050
4,4:22,,,,20,3,Timeout #2 by Cincinnati Bengals,0.000,4.050
4,4:22,2,10,CIN 13,20,3,Damon Huard pass complete to Tony Gonzalez for 4 yards (tackle by Kevin Kaesviharn),4.050,3.880
4,3:59,3,6,CIN 9,20,3,Damon Huard pass incomplete intended for Samie Parker,3.880,2.850
4,3:57,4,6,CIN 9,20,9,"Damon Huard pass complete to Tony Gonzalez for 9 yards, touchdown",2.850,7.000
4,,,,CIN 2,20,10,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,20,10,Lawrence Tynes kicks onside 17 yards,0.000,2.460
4,3:51,1,10,KAN 47,20,10,Rudi Johnson right tackle for 3 yards (tackle by Patrick Surtain),2.460,2.320
4,3:46,,,,20,10,Timeout #1 by Kansas City Chiefs,0.000,2.320
4,3:46,2,7,KAN 44,20,10,Rudi Johnson right tackle for no gain (tackle by Derrick Johnson),2.320,1.620
4,3:39,,,,20,10,Timeout #2 by Kansas City Chiefs,0.000,1.620
4,3:38,3,7,KAN 44,20,10,Kenny Watson left end for -1 yards (tackle by Kawika Mitchell),1.620,0.270
4,3:33,,,,20,10,Timeout #3 by Kansas City Chiefs,0.000,0.270
4,3:33,4,8,KAN 45,20,10,"Kyle Larson punts 45 yards, touchback",0.270,-0.280
4,3:25,1,10,KAN 20,20,10,Damon Huard pass incomplete intended for Dante Hall,0.280,-0.270
4,3:21,2,10,KAN 20,20,10,Damon Huard pass complete short middle to Tony Gonzalez for 4 yards (tackle by Kevin Kaesviharn and John Thornton),-0.270,-0.430
4,2:59,3,6,KAN 24,20,10,Damon Huard pass incomplete intended for Eddie Kennison,-0.430,-1.770
4,2:54,4,6,KAN 24,20,10,Damon Huard sacked by Justin Smith for -5 yards,-1.770,-4.310
4,2:49,1,10,KAN 19,20,10,Rudi Johnson middle for 1 yard (tackle by James Reed and Tamba Hali),4.310,3.880
4,2:06,2,9,KAN 18,20,10,Rudi Johnson middle for 2 yards (tackle by Jared Allen),3.880,3.410
4,1:59,3,7,KAN 16,20,10,Rudi Johnson right tackle for 3 yards (tackle by Patrick Surtain and Tamba Hali),3.410,2.640
4,1:59,4,4,KAN 13,20,10,"Penalty on Shayne Graham: Delay of Game, 5 yards (no play)",2.640,2.250
4,1:12,4,9,KAN 18,23,10,Shayne Graham 36 yard field goal good,2.250,3.000
4,,,,CIN 30,23,10,"Shayne Graham kicks off 60 yards, returned by Dante Hall for 15 yards (tackle by Herana-Daze Jones)",0.000,0.610
4,1:03,1,10,KAN 25,23,10,Damon Huard pass incomplete intended for Larry Johnson (defended by Bryan Robinson),0.610,0.060
4,1:00,2,10,KAN 25,23,10,Damon Huard sacked by Robert Geathers for -9 yards,0.060,-2.140
4,0:31,3,19,KAN 16,23,10,Damon Huard pass complete to Larry Johnson for 13 yards (tackle by Bryan Robinson),-2.140,-1.440
4,0:06,4,6,KAN 29,23,10,Damon Huard pass complete to Tony Gonzalez for 7 yards (tackle by Kevin Kaesviharn),-1.440,1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
