Quarter,Time,Down,ToGo,Location,NOR,SFO,Detail,EPB,EPA
1,6:57,2,1,NOR 19,9,0,Pierre Thomas middle for 2 yards (tackle by Aubrayo Franklin),0.240,0.340
1,6:18,1,10,NOR 21,9,0,Reggie Bush right tackle for 1 yard (tackle by Isaac Sopoaga),0.340,-0.070
1,5:50,2,9,NOR 22,9,0,Drew Brees pass incomplete short left intended for Devery Henderson,-0.070,-0.760
1,5:45,3,9,NOR 22,9,0,Drew Brees pass incomplete deep left intended for Jeremy Shockey,-0.760,-1.900
1,5:40,4,9,NOR 22,9,0,"Thomas Morstead punts 48 yards, returned by Phillip Adams for 16 yards (tackle by Stanley Arnoux)",-1.900,-1.990
1,5:24,1,10,SFO 46,9,0,Alex Smith pass incomplete short right intended for Josh Morgan,1.990,1.450
1,5:18,2,10,SFO 46,9,0,Alex Smith pass complete short left to Josh Morgan for 15 yards (tackle by Malcolm Jenkins),1.450,2.980
1,4:37,1,10,NOR 39,9,0,Frank Gore left guard for 7 yards (tackle by Tracy Porter and Danny Clark),2.980,3.390
1,3:57,2,3,NOR 32,9,0,"Frank Gore middle for 2 yards (tackle by Alex Brown). Penalty on Sedrick Ellis: Defensive Offside, 5 yards (no play)",3.390,3.780
1,3:38,1,10,NOR 27,9,0,Alex Smith pass incomplete short left intended for Frank Gore is intercepted by Roman Harper at NOR-26 and returned for 6 yards,3.780,-1.070
1,3:29,1,10,NOR 32,9,0,Pierre Thomas right tackle for 4 yards (tackle by Michael Lewis),1.070,1.070
1,2:52,2,6,NOR 36,9,0,Drew Brees pass complete short left to Pierre Thomas for 8 yards (tackle by Takeo Spikes),1.070,1.860
1,2:05,1,10,NOR 44,9,0,Drew Brees pass incomplete deep left intended for Robert Meachem,1.860,1.320
1,1:58,2,10,NOR 44,9,0,Drew Brees pass complete short middle to Marques Colston for 7 yards (tackle by Takeo Spikes),1.320,1.550
1,1:19,3,3,SFO 49,9,0,Drew Brees sacked by Ahmad Brooks for -7 yards,1.550,-0.460
1,0:35,4,10,NOR 44,9,0,Thomas Morstead punts 38 yards,-0.460,-0.040
,,,,,,,"SFO challenged the fumble ruling, and the original play was overturned.",,
1,0:35,1,10,SFO 18,9,0,Alex Smith left end for 4 yards (tackle by Alex Brown),0.040,0.140
1,0:23,,,,9,0,Timeout #1 by New Orleans Saints,0.000,0.140
1,0:23,2,6,SFO 22,9,0,Frank Gore middle for 4 yards (tackle by Jonathan Vilma),0.140,-0.140
1,0:19,,,,9,0,Timeout #2 by New Orleans Saints,0.000,-0.140
1,0:19,3,2,SFO 26,9,0,Alex Smith pass complete short left to Josh Morgan for 13 yards (tackle by Randall Gay),-0.140,1.530
Quarter,Time,Down,ToGo,Location,NOR,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 39,9,0,Alex Smith pass complete short right to Nate Byham for 6 yards (tackle by Roman Harper),1.530,1.800
2,14:23,2,4,SFO 45,9,0,Frank Gore middle for 4 yards (tackle by Will Smith),1.800,2.190
2,13:40,1,10,SFO 49,9,0,Alex Smith pass complete short left to Josh Morgan for 7 yards (tackle by Jabari Greer),2.190,2.590
2,13:01,2,3,NOR 44,9,0,Frank Gore right guard for 7 yards (tackle by Malcolm Jenkins),2.590,3.120
2,12:19,1,10,NOR 37,9,0,Alex Smith pass incomplete deep right intended for Vernon Davis,3.120,2.570
2,12:14,2,10,NOR 37,9,0,Alex Smith pass complete short right to Delanie Walker for 22 yards (tackle by Anthony Hargrove),2.570,4.580
2,11:25,1,10,NOR 15,9,0,Alex Smith pass complete short right to Frank Gore for -2 yards (tackle by Jabari Greer),4.580,3.680
2,10:42,2,12,NOR 17,9,0,Alex Smith pass complete short left to Frank Gore for 5 yards (tackle by Scott Shanle),3.680,3.580
2,9:59,3,7,NOR 12,9,6,"Alex Smith pass complete short right to Frank Gore for 12 yards, touchdown",3.580,7.000
2,,,,NOR 2,9,7,Joe Nedney kicks extra point good,0.000,0.000
2,,,,SFO 30,9,7,"Joe Nedney kicks off 70 yards, touchback",0.000,0.280
2,9:52,1,10,NOR 20,9,7,Pierre Thomas right tackle for no gain (tackle by Takeo Spikes),0.280,-0.270
2,9:10,2,10,NOR 20,9,7,Drew Brees pass incomplete intended for Reggie Bush (defended by Aubrayo Franklin),-0.270,-0.960
2,9:05,3,10,NOR 20,9,7,Drew Brees pass complete short right to Reggie Bush for 11 yards (tackle by Patrick Willis),-0.960,1.000
2,8:28,1,10,NOR 31,9,7,Pierre Thomas left tackle for 3 yards (tackle by Patrick Willis),1.000,0.870
2,7:48,2,7,NOR 34,9,7,Drew Brees pass complete short left to Reggie Bush for 2 yards (tackle by Patrick Willis),0.870,0.430
2,7:01,,,,9,7,Timeout #3 by New Orleans Saints,0.000,0.430
2,7:01,3,5,NOR 36,9,7,Drew Brees pass incomplete deep right intended for Jeremy Shockey,0.430,-0.980
2,6:55,4,5,NOR 36,9,7,"Thomas Morstead punts 54 yards, returned by Phillip Adams for 7 yards (tackle by Danny Clark)",-0.980,0.060
2,6:42,1,10,SFO 17,9,7,Frank Gore middle for 8 yards (tackle by Jonathan Vilma),-0.060,0.620
2,6:03,2,2,SFO 25,9,7,"Penalty on Adam Snyder: False Start, 5 yards (no play)",0.620,-0.060
2,5:35,2,7,SFO 20,9,7,Alex Smith pass complete short right to Josh Morgan for 5 yards,-0.060,-0.240
2,5:01,3,2,SFO 25,9,7,Frank Gore right tackle for 3 yards (tackle by Jonathan Vilma),-0.240,0.810
2,4:19,1,10,SFO 28,9,7,Alex Smith pass complete short right to Moran Norris for 5 yards (tackle by Jabari Greer),0.810,0.940
2,3:42,2,5,SFO 33,9,7,Frank Gore left guard for 1 yard (tackle by Roman Harper),0.940,0.370
2,2:58,3,4,SFO 34,9,7,Alex Smith pass complete short right to Vernon Davis for 15 yards (tackle by Malcolm Jenkins),0.370,2.190
2,2:13,1,10,SFO 49,9,7,Frank Gore right end for 4 yards (tackle by Jonathan Vilma and Anthony Hargrove),2.190,2.190
2,2:00,2,6,NOR 47,9,7,Alex Smith pass complete short left to Josh Morgan for 15 yards (tackle by Tracy Porter and Danny Clark). Penalty on Anthony Hargrove: Defensive Offside (Declined),2.190,3.450
2,1:52,1,10,NOR 32,9,7,Frank Gore right tackle for 20 yards (tackle by Malcolm Jenkins),3.450,4.780
2,1:09,1,10,NOR 12,9,7,"Alex Smith pass complete short left to Delanie Walker for 4 yards (tackle by Jonathan Vilma). Delanie Walker fumbles (forced by Jonathan Vilma), recovered by Malcolm Jenkins at NOR-3 (tackle by Adam Snyder)",4.780,0.380
2,1:00,1,10,NOR 3,9,7,Pierre Thomas middle for 4 yards (tackle by Justin Smith),-0.380,-0.490
2,0:53,,,,9,7,Timeout #1 by San Francisco 49ers,0.000,-0.490
2,0:53,2,6,NOR 7,9,7,Pierre Thomas right tackle for no gain (tackle by Manny Lawson),-0.490,-0.950
2,0:46,,,,9,7,Timeout #2 by San Francisco 49ers,0.000,-0.950
2,0:46,3,6,NOR 7,9,7,Drew Brees pass complete short left to Devery Henderson for 12 yards,-0.950,0.150
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:41,1,10,NOR 19,9,7,Pierre Thomas right tackle for 7 yards (tackle by Nate Clements),0.150,0.610
Quarter,Time,Down,ToGo,Location,NOR,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,9,7,"Joe Nedney kicks off 73 yards, returned by Courtney Roby for 19 yards (tackle by Dominique Zeigler)",0.000,-0.140
3,14:56,1,10,NOR 16,9,7,Drew Brees pass complete short middle to Jeremy Shockey for 20 yards (tackle by Shawntae Spencer),-0.140,1.330
3,14:33,1,10,NOR 36,9,7,Reggie Bush right end for no gain (tackle by Manny Lawson and Isaac Sopoaga),1.330,0.790
3,13:50,2,10,NOR 36,9,7,Drew Brees pass complete short right to David Thomas for 3 yards (tackle by Manny Lawson),0.790,0.500
3,13:18,3,7,NOR 39,9,7,Drew Brees pass complete short right to Marques Colston for 14 yards (tackle by Reggie Smith),0.500,2.460
3,12:48,1,10,SFO 47,9,7,"Pierre Thomas middle for no gain (tackle by Travis LaBoy). Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",2.460,1.800
3,12:28,1,20,NOR 43,9,7,Drew Brees pass complete short middle to Jeremy Shockey for 13 yards (tackle by NaVorro Bowman),1.800,2.320
3,11:43,2,7,SFO 44,9,7,Drew Brees sacked by Patrick Willis for -10 yards,2.320,0.300
3,11:15,3,17,NOR 46,9,7,Drew Brees pass complete short right to Pierre Thomas for 10 yards (tackle by Michael Lewis and Reggie Smith),0.300,0.330
3,10:38,4,7,SFO 44,9,7,Thomas Morstead punts 30 yards,0.330,0.280
3,10:27,1,10,SFO 14,9,7,Frank Gore middle for 4 yards (tackle by Remi Ayodele),-0.280,-0.210
3,9:47,2,6,SFO 18,9,7,Alex Smith pass complete deep middle to Michael Crabtree for 32 yards (tackle by Tracy Porter),-0.210,2.260
3,9:02,1,10,,9,7,Alex Smith pass complete deep left to Vernon Davis for 41 yards (tackle by Jabari Greer),2.260,5.140
3,8:12,1,9,NOR 9,9,7,Frank Gore right guard for 2 yards (tackle by Jonathan Vilma),5.140,4.760
3,7:33,2,7,NOR 7,9,7,Frank Gore middle for 5 yards (tackle by Jo-Lonn Dunbar),4.760,4.950
3,6:56,3,2,NOR 2,9,13,"Anthony Dixon left guard for 2 yards, touchdown",4.950,7.000
3,,,,NOR 2,9,14,Joe Nedney kicks extra point good,0.000,0.000
3,,,,SFO 30,9,14,"Joe Nedney kicks off 66 yards, returned by Courtney Roby for 35 yards (tackle by Phillip Adams)",0.000,1.530
3,6:44,1,10,NOR 39,9,14,"Drew Brees pass complete short right to Pierre Thomas for 9 yards (tackle by Justin Smith). Penalty on Parys Haralson: Roughing the Passer, 15 yards",1.530,3.120
3,6:21,1,10,SFO 37,9,14,Pierre Thomas middle for 3 yards (tackle by NaVorro Bowman and Justin Smith),3.120,2.980
3,5:46,2,7,SFO 34,9,14,Drew Brees pass incomplete short right intended for David Thomas (defended by Manny Lawson),2.980,2.280
3,5:40,3,7,SFO 34,9,14,Drew Brees pass complete short middle to Reggie Bush for 11 yards (tackle by Tarell Brown),2.280,4.040
3,5:01,1,10,SFO 23,9,14,Pierre Thomas right tackle for 5 yards (tackle by Travis LaBoy and Dashon Goldson),4.040,4.210
3,4:23,2,5,SFO 18,9,14,"Drew Brees pass incomplete deep middle intended for Marques Colston. Penalty on Ahmad Brooks: Defensive Offside, 5 yards (no play)",4.210,4.710
3,4:15,1,10,SFO 13,9,14,Pierre Thomas right tackle for 2 yards (tackle by Aubrayo Franklin),4.710,4.390
3,3:37,,,,9,14,Timeout #1 by San Francisco 49ers,0.000,4.390
3,3:37,2,8,SFO 11,9,14,Drew Brees pass complete short right to Marques Colston for 8 yards (tackle by Michael Lewis),4.390,6.510
3,3:15,1,3,SFO 3,9,14,Reggie Bush left end for -4 yards (tackle by Dashon Goldson),6.510,4.760
3,2:32,2,7,SFO 7,9,14,Reggie Bush left end for 4 yards (tackle by Patrick Willis),4.760,4.720
3,1:49,3,3,SFO 3,15,14,"Drew Brees pass complete short middle to David Thomas for 3 yards, touchdown. Penalty on Manny Lawson: Defensive Offside (Declined)",4.720,7.000
3,,,,SFO 2,16,14,Garrett Hartley kicks extra point good,0.000,0.000
3,,,,NOR 30,16,14,"Thomas Morstead kicks off 64 yards, returned by Delanie Walker for 12 yards (tackle by Marvin Mitchell)",0.000,0.040
3,1:40,1,10,SFO 18,16,14,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",0.040,-0.450
3,1:40,1,15,SFO 13,16,14,Alex Smith pass complete short left to Frank Gore for 7 yards (tackle by Scott Shanle and Tracy Porter),-0.450,-0.130
3,0:57,2,8,SFO 20,16,14,Alex Smith pass incomplete short right intended for Josh Morgan,-0.130,-0.910
3,0:46,3,8,SFO 20,16,14,Alex Smith pass complete short left to Frank Gore for 7 yards (tackle by Jonathan Vilma),-0.910,-1.570
3,0:11,4,1,SFO 27,16,14,"Andy Lee punts 51 yards, returned by Reggie Bush for 43 yards (tackle by Andy Lee)",-1.570,-3.250
Quarter,Time,Down,ToGo,Location,NOR,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 35,16,14,Drew Brees pass complete short left to Pierre Thomas for 6 yards (tackle by NaVorro Bowman),3.250,3.510
4,14:23,2,4,SFO 29,16,14,Pierre Thomas right tackle for 1 yard (tackle by NaVorro Bowman and Parys Haralson),3.510,2.940
4,13:41,3,3,SFO 28,16,14,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Reggie Smith),2.940,1.680
4,13:36,4,3,SFO 28,19,14,Garrett Hartley 46 yard field goal good,1.680,3.000
4,,,,NOR 30,19,14,"Thomas Morstead kicks off 70 yards, touchback",0.000,0.280
4,13:31,1,10,SFO 20,19,14,Frank Gore right tackle for 10 yards (tackle by Malcolm Jenkins),0.280,0.940
4,12:53,1,10,SFO 30,19,14,Frank Gore left tackle for 10 yards (tackle by Tracy Porter and Jonathan Vilma),0.940,1.600
4,12:13,1,10,SFO 40,19,14,Alex Smith pass incomplete short middle intended for Michael Crabtree,1.600,1.050
4,12:04,2,10,SFO 40,19,14,"Alex Smith pass complete short left to Frank Gore for 9 yards (tackle by Roman Harper). Frank Gore fumbles (forced by Roman Harper), recovered by Frank Gore at SFO-49",1.050,1.550
4,11:25,3,1,SFO 49,19,14,"Alex Smith pass incomplete short left intended for Vernon Davis. Penalty on Roman Harper: Defensive Pass Interfere, 29 yards (no play)",1.550,4.110
4,11:19,1,10,NOR 22,19,14,Alex Smith pass incomplete short middle intended for Michael Crabtree is intercepted by Tracy Porter at NOR-10 and returned for 5 yards,4.110,0.220
4,11:09,1,10,NOR 15,19,14,Drew Brees pass complete short right to Pierre Thomas for -5 yards (tackle by Manny Lawson),-0.220,-1.150
4,10:29,2,15,NOR 10,19,14,Pierre Thomas middle for no gain (tackle by NaVorro Bowman and Parys Haralson),-1.150,-2.010
4,9:41,3,15,NOR 10,19,14,Drew Brees pass complete short middle to Drew Brees for 7 yards (tackle by Patrick Willis),-2.010,-2.320
4,8:52,4,8,NOR 17,19,14,"Thomas Morstead punts 58 yards, returned by Phillip Adams for 6 yards (tackle by Courtney Roby)",-2.320,-1.000
4,8:45,1,10,SFO 31,19,14,"Frank Gore middle for no gain (tackle by Jeff Charleston). Penalty on Will Smith: Neutral Zone Infraction, 5 yards (no play)",1.000,1.730
4,8:41,1,5,SFO 36,19,14,Alex Smith pass complete short right to Vernon Davis for 6 yards (tackle by Roman Harper),1.730,1.730
4,8:01,1,10,SFO 42,19,14,Frank Gore right end for 3 yards (tackle by Will Smith),1.730,1.590
4,7:18,2,7,SFO 45,19,14,Alex Smith pass incomplete short left intended for Frank Gore (defended by Will Smith),1.590,0.890
4,7:13,3,7,SFO 45,19,14,Alex Smith pass incomplete deep middle intended for Vernon Davis,0.890,-0.390
4,7:08,4,7,SFO 45,19,14,"Andy Lee punts 36 yards, muffed catch by Reggie Bush, recovered by Reggie Bush and returned for no gain",-0.390,-0.410
4,6:58,1,10,NOR 22,19,14,Drew Brees pass complete short left to Devery Henderson for 7 yards (tackle by Shawntae Spencer),0.410,0.810
4,6:24,2,3,NOR 29,19,14,Pierre Thomas right tackle for 2 yards (tackle by Justin Smith),0.810,0.370
4,5:43,3,1,NOR 31,19,14,Drew Brees pass incomplete short right intended for Marques Colston,0.370,-1.310
4,5:36,4,1,NOR 31,19,14,"Thomas Morstead punts 52 yards, muffed catch by Phillip Adams, recovered by Courtney Roby and returned for no gain",-1.310,4.650
4,5:27,1,10,SFO 14,19,14,Pierre Thomas middle for 2 yards (tackle by Justin Smith),4.650,4.330
4,4:51,2,8,SFO 12,19,14,Drew Brees pass complete short right to Marques Colston for 8 yards (tackle by Dashon Goldson),4.330,6.280
4,4:05,1,4,SFO 4,19,14,Pierre Thomas middle for 3 yards (tackle by Patrick Willis and Dashon Goldson),6.280,5.910
4,3:21,2,1,SFO 1,19,14,Pierre Thomas right guard for no gain (tackle by Ray McDonald and Nate Clements),5.910,5.170
4,2:33,,,,19,14,Timeout #1 by New Orleans Saints,0.000,0.000
4,2:33,,,,19,14,Timeout #2 by San Francisco 49ers,0.000,5.170
4,2:33,3,1,SFO 1,19,14,Heath Evans right guard for no gain (tackle by Isaac Sopoaga),5.170,3.550
4,2:17,,,,19,14,Timeout #3 by San Francisco 49ers,0.000,3.550
4,2:17,4,1,SFO 1,22,14,Garrett Hartley 19 yard field goal good,3.550,3.000
4,,,,NOR 30,22,14,"Thomas Morstead kicks off 72 yards, returned by Delanie Walker for 20 yards (tackle by Marvin Mitchell)",0.000,0.040
4,2:08,1,10,SFO 18,22,14,Alex Smith pass complete short middle to Vernon Davis for 16 yards (tackle by Malcolm Jenkins and Jonathan Vilma),0.040,1.200
4,2:00,1,10,SFO 34,22,14,Alex Smith left end for 12 yards (tackle by Jonathan Vilma),1.200,1.990
4,1:52,1,10,SFO 46,22,14,Alex Smith pass complete short right to Josh Morgan for 15 yards,1.990,2.980
4,1:47,1,10,NOR 39,22,14,Alex Smith pass incomplete deep middle intended for Vernon Davis (defended by Marvin Mitchell),2.980,2.440
4,1:42,2,10,NOR 39,22,14,Alex Smith pass complete short right to Frank Gore for 18 yards (tackle by Leigh Torrence),2.440,4.170
4,1:34,1,10,NOR 21,22,14,Alex Smith for 12 yards (tackle by Will Smith),4.170,5.140
4,1:26,1,9,NOR 9,22,14,Alex Smith pass complete short left to Dominique Zeigler for 2 yards (tackle by Tracy Porter),5.140,4.760
4,1:23,2,7,NOR 7,22,20,"Frank Gore middle for 7 yards, touchdown",4.760,7.000
4,,,,,22,22,"Two Point Attempt: Alex Smith pass complete to Vernon Davis, conversion succeeds",1.000,1.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
4,,,,SFO 30,22,22,"Joe Nedney kicks off 67 yards, returned by Courtney Roby for 27 yards (tackle by NaVorro Bowman)",0.000,0.940
4,1:14,1,10,NOR 30,22,22,Drew Brees pass complete short right to Pierre Thomas for 8 yards (tackle by Parys Haralson),0.940,1.470
4,0:50,2,2,NOR 38,22,22,Drew Brees pass complete short middle to Pierre Thomas for 14 yards (tackle by Patrick Willis),1.470,2.390
4,0:43,,,,22,22,Timeout #2 by New Orleans Saints,0.000,2.390
4,0:43,1,10,SFO 48,22,22,Drew Brees pass incomplete short right intended for Marques Colston (defended by Reggie Smith),2.390,1.850
4,0:39,2,10,SFO 48,22,22,Drew Brees pass complete deep left to Marques Colston for 30 yards (tackle by Dashon Goldson),1.850,4.370
4,0:19,1,10,SFO 18,22,22,Drew Brees spiked the ball,4.370,3.800
4,0:18,2,10,SFO 18,22,22,Drew Brees pass complete short middle to Jeremy Shockey for 4 yards (tackle by Michael Lewis),3.800,3.630
4,0:02,,,,22,22,Timeout #3 by New Orleans Saints,0.000,3.630
4,0:02,3,6,SFO 14,22,22,"Penalty on Charles Brown: False Start, 5 yards (no play)",3.630,2.970
4,0:02,3,11,SFO 19,25,22,Garrett Hartley 37 yard field goal good,2.970,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
