Quarter,Time,Down,ToGo,Location,WAS,TEN,Detail,EPB,EPA
2,3:53,2,10,TEN 25,3,7,Patrick Ramsey pass complete to Kevin Lockett for 11 yards (tackle by Andre Dyson),3.360,4.650
2,3:04,1,10,TEN 14,3,7,"Penalty on Walter Rasby: False Start, 6 yards (no play)",4.650,4.240
2,2:49,1,10,TEN 14,,,Timeout #1 by Washington Redskins,4.650,4.240
2,2:49,1,16,TEN 20,9,7,"Patrick Ramsey pass complete to Rod Gardner for 20 yards, touchdown",4.240,7.000
2,2:49,,,TEN 20,10,7,James Tuthill kicks extra point good,0.000,0.000
2,2:49,,,WAS 30,10,7,"James Tuthill kicks off 53 yards, returned by Erron Kinney for 12 yards (tackle by Ifeanyi Ohalete)",0.000,0.870
2,2:44,1,10,TEN 29,10,7,John Simon middle for 13 yards (tackle by Champ Bailey and Bruce Smith),0.870,1.730
2,2:12,1,10,TEN 42,10,7,Steve McNair pass incomplete intended for Drew Bennett (defended by Champ Bailey),1.730,1.190
2,2:07,2,10,TEN 42,10,7,Steve McNair right end for 11 yards (tackle by Jeremiah Trotter),1.190,2.460
2,1:58,1,10,WAS 47,10,7,Steve McNair pass complete to Drew Bennett for 14 yards (tackle by Jeremiah Trotter),2.460,3.380
2,1:27,1,10,WAS 33,10,7,--,3.380,3.050
2,1:27,1,15,WAS 38,10,7,Steve McNair pass complete to Frank Wycheck for 14 yards (tackle by Fred Smoot),3.050,4.050
2,1:18,2,1,WAS 24,10,7,Steve McNair middle for 4 yards (tackle by Jeremiah Trotter and Champ Bailey),4.050,4.240
2,0:53,1,10,WAS 20,10,7,Steve McNair pass incomplete intended for Justin McCareins,4.240,3.690
2,0:51,2,10,WAS 20,10,7,Steve McNair pass complete to Drew Bennett for 12 yards (tackle by Champ Bailey),3.690,5.370
2,0:44,2,10,WAS 20,,,Timeout #2 by Tennessee Titans,3.690,5.370
2,0:44,1,8,WAS 8,10,7,Steve McNair pass incomplete intended for Drew Bennett,5.370,4.570
2,0:41,2,8,WAS 8,10,13,"Steve McNair pass complete to John Simon for 8 yards, touchdown",4.570,7.000
2,0:41,,,WAS 8,10,14,Joe Nedney kicks extra point good,0.000,0.000
2,0:41,,,TEN 30,10,14,"Joe Nedney kicks off 67 yards, returned by Derrius Thompson for 21 yards (tackle by Rocky Boiman). Penalty on Kenny Watson: Offensive Holding (Offsetting), Penalty on Aric Morris: Unnecessary Roughness (Offsetting)",0.000,0.540
2,0:37,1,10,WAS 24,10,14,"Penalty on Walter Rasby: False Start, 5 yards (no play)",0.540,0.130
2,0:30,1,15,WAS 19,10,14,Kenny Watson left guard for 10 yards (tackle by Tank Williams and Robaire Smith),0.130,0.670
Quarter,Time,Down,ToGo,Location,WAS,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,10,14,"Joe Nedney kicks off 54 yards, returned by Derrius Thompson for 10 yards (tackle by Frank Chamberlin)",0.000,0.670
3,15:00,1,10,WAS 26,10,14,Patrick Ramsey pass incomplete intended for Chris Doering,0.670,0.130
3,14:51,2,10,WAS 26,10,14,Kenny Watson right tackle for 18 yards (tackle by Tank Williams and Keith Bulluck),0.130,1.860
3,14:09,1,10,WAS 44,10,14,Patrick Ramsey pass incomplete intended for Chris Doering,1.860,1.320
3,14:01,2,10,WAS 44,10,14,Patrick Ramsey pass complete to Bryan Johnson for 2 yards (tackle by Samari Rolle),1.320,0.890
3,13:19,3,8,WAS 46,10,14,"Patrick Ramsey pass complete to Rod Gardner for 12 yards (tackle by Samari Rolle). Penalty on Carlos Hall: Roughing the Passer, 15 yards",0.890,3.780
3,12:45,1,10,TEN 27,10,14,Stephen Davis left tackle for 7 yards (tackle by Keith Bulluck and Randall Godfrey),3.780,4.180
3,12:26,2,3,TEN 20,10,14,Patrick Ramsey pass incomplete intended for Kevin Lockett (defended by Donald Mitchell),4.180,3.470
3,12:19,3,3,TEN 20,10,14,Stephen Davis left guard for 3 yards (tackle by Keith Bulluck),3.470,4.440
3,11:36,1,10,TEN 17,10,14,Patrick Ramsey pass incomplete intended for Zeron Flemister,4.440,3.850
3,11:30,2,10,TEN 17,10,14,Patrick Ramsey pass complete to Zeron Flemister for 11 yards (tackle by Keith Bulluck),3.850,5.830
3,11:08,1,6,TEN 6,10,14,"Stephen Davis left tackle for 3 yards (tackle by Robaire Smith). Penalty on Carlos Hall: Defensive Offside, 3 yards (no play)",5.830,6.510
3,10:47,1,3,TEN 3,10,14,Stephen Davis left guard for 2 yards (tackle by Carlos Hall),6.510,5.910
3,10:29,2,1,TEN 1,16,14,"Stephen Davis middle for 1 yard, touchdown",5.910,7.000
3,10:29,,,TEN 1,17,14,James Tuthill kicks extra point good,0.000,0.000
3,10:29,,,WAS 30,17,14,"James Tuthill kicks off 70 yards, touchback",0.000,0.280
3,10:22,1,10,TEN 20,17,14,Eddie George left tackle for 2 yards (tackle by Daryl Gardener),0.280,0.000
3,9:39,2,8,TEN 22,17,14,Eddie George left guard for -1 yards (tackle by Dan Wilkinson and Daryl Gardener),0.000,-0.820
3,8:53,3,9,TEN 21,17,14,Steve McNair pass complete to Frank Wycheck for 13 yards (tackle by Jeremiah Trotter),-0.820,1.200
3,8:11,1,10,TEN 34,17,14,Steve McNair pass complete to Eddie George for 3 yards (tackle by Jessie Armstead),1.200,1.060
3,7:33,2,7,TEN 37,17,14,Steve McNair pass incomplete intended for Kevin Dyson is intercepted by Fred Smoot at WAS-28,1.060,-0.810
3,7:23,1,10,WAS 28,17,14,Bryan Johnson left guard for no gain (tackle by Keith Bulluck),0.810,0.260
3,7:23,2,10,WAS 28,17,14,Patrick Ramsey pass complete to Bryan Johnson for 3 yards (tackle by Donald Mitchell),0.260,-0.030
3,6:19,3,7,WAS 31,17,14,Patrick Ramsey pass complete to Zeron Flemister for 11 yards (tackle by Samari Rolle),-0.030,1.730
3,5:43,1,10,WAS 42,17,14,Stephen Davis left end for 20 yards (tackle by Keith Bulluck),1.730,3.050
3,5:00,1,10,TEN 38,17,14,Patrick Ramsey pass complete to Kevin Lockett for 15 yards (tackle by Donald Mitchell),3.050,4.040
3,4:19,1,10,TEN 23,17,14,"Patrick Ramsey middle for no gain. Penalty on Patrick Ramsey: Illegal Motion, 5 yards (no play)",4.040,3.710
3,4:06,1,15,TEN 28,17,14,Stephen Davis left tackle for 5 yards (tackle by Kevin Aldridge),3.710,3.500
3,3:40,2,10,TEN 23,23,14,"Patrick Ramsey pass complete to Kevin Lockett for 23 yards, touchdown",3.500,7.000
3,3:40,,,TEN 23,24,14,James Tuthill kicks extra point good,0.000,0.000
3,3:40,,,WAS 30,24,14,"James Tuthill kicks off 64 yards, returned by John Simon for 25 yards (tackle by Fred Smoot)",0.000,1.000
3,3:35,1,10,TEN 31,24,14,Steve McNair pass complete to Frank Wycheck for 2 yards (tackle by Sam Shade),1.000,0.730
3,2:54,2,8,TEN 33,24,14,Eddie George right tackle for -1 yards (tackle by Champ Bailey),0.730,-0.100
3,2:08,3,9,TEN 32,24,14,Steve McNair sacked by LaDairis Jackson for -3 yards,-0.100,-1.440
3,1:36,4,12,TEN 29,24,14,Craig Hentrich punts 42 yards,-1.440,-0.870
3,1:27,1,10,WAS 29,24,14,Stephen Davis middle for 7 yards (tackle by Keith Bulluck),0.870,1.270
3,0:47,2,3,WAS 36,24,14,Stephen Davis middle for -1 yards (tackle by Henry Ford and Kevin Carter),1.270,0.430
3,0:47,3,4,WAS 35,24,14,Patrick Ramsey pass complete to Chris Doering for 7 yards (tackle by Andre Dyson),0.430,1.730
Quarter,Time,Down,ToGo,Location,WAS,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 42,24,14,Patrick Ramsey pass complete to Jacquez Green for 44 yards (tackle by Andre Dyson),1.730,4.650
4,14:25,1,10,WAS 42,,,Timeout #1 by Washington Redskins,1.730,4.650
4,14:25,1,10,TEN 14,30,14,". Patrick Ramsey fumbles, recovered by Kevin Lockett at TEN-21, touchdown",4.650,7.000
4,14:25,,,TEN 14,31,14,James Tuthill kicks extra point good,0.000,0.000
4,14:25,,,WAS 30,31,14,"James Tuthill kicks off 59 yards, returned by Eddie Berlin for 18 yards (tackle by Lemar Marshall)",0.000,0.870
4,14:18,1,10,TEN 29,31,14,Steve McNair pass complete to Frank Wycheck for 7 yards (tackle by Jessie Armstead),0.870,1.270
4,13:38,2,3,TEN 36,31,14,Steve McNair pass complete to Eddie George for 5 yards (tackle by Jessie Armstead),1.270,1.660
4,13:38,1,10,TEN 41,31,14,Steve McNair pass incomplete intended for Kevin Dyson,1.660,1.120
4,13:07,2,10,TEN 41,31,14,Steve McNair pass incomplete intended for Erron Kinney (defended by Carl Powell),1.120,0.430
4,13:00,3,10,TEN 41,31,14,Steve McNair sacked by Jessie Armstead for -5 yards,0.430,-0.980
4,12:30,4,15,TEN 36,31,14,"Craig Hentrich punts 53 yards, returned by Jacquez Green for 2 yards (tackle by Eddie Berlin)",-0.980,0.320
4,12:20,1,10,WAS 13,31,14,Stephen Davis right tackle for 2 yards (tackle by Randall Godfrey and John Thornton),-0.320,-0.570
4,11:38,2,8,WAS 15,31,14,Patrick Ramsey pass complete to Chris Doering for 5 yards (tackle by Keith Bulluck),-0.570,-0.590
4,10:59,3,3,WAS 20,31,14,Patrick Ramsey pass incomplete intended for Rod Gardner (defended by Samari Rolle),-0.590,-2.030
4,10:54,4,3,WAS 20,31,14,"Bryan Barker punts 42 yards, fair catch by John Simon",-2.030,-1.530
4,10:48,1,10,TEN 39,31,14,Steve McNair pass complete to Justin McCareins for 4 yards (tackle by Jeremiah Trotter),1.530,1.530
4,10:10,2,6,TEN 43,31,14,Steve McNair sacked by Bruce Smith for -6 yards,1.530,0.040
4,9:38,3,12,TEN 37,31,14,Steve McNair pass complete to Frank Wycheck for 10 yards (tackle by Jessie Armstead),0.040,-0.260
4,8:52,4,2,TEN 47,31,14,Steve McNair pass incomplete intended for Drew Bennett is intercepted by Champ Bailey at WAS-40,-0.260,-1.600
4,8:46,1,10,WAS 40,31,14,Stephen Davis right end for no gain (tackle by Kevin Carter),1.600,1.050
4,8:03,1,10,WAS 40,,,Timeout #2 by Washington Redskins,1.600,1.050
4,8:03,2,10,WAS 40,31,14,Stephen Davis left end for 11 yards (tackle by Keith Bulluck),1.050,2.320
4,7:33,1,10,TEN 49,31,14,Kenny Watson right tackle for 6 yards (tackle by Henry Ford),2.320,2.590
4,6:45,2,4,TEN 43,31,14,Stephen Davis right end for -1 yards (tackle by Keith Bulluck),2.590,1.750
4,6:10,3,5,TEN 44,31,14,Stephen Davis right tackle for 3 yards (tackle by Albert Haynesworth). Penalty on Kevin Lockett: Illegal Motion (Declined),1.750,0.530
4,6:10,4,2,TEN 41,31,14,Penalty on WAS: Delay of Game (Declined),0.530,0.530
4,6:10,4,2,TEN 41,31,14,Penalty on Kevin Lockett: False Start (Declined),0.530,0.530
4,6:10,4,2,TEN 41,31,14,"Bryan Barker punts 24 yards, returned by John Simon for 12 yards (tackle by Bryan Johnson)",0.530,-0.870
4,5:20,1,10,TEN 29,31,14,Steve McNair pass complete to Frank Wycheck for 15 yards (tackle by David Terrell and Jeremiah Trotter),0.870,1.860
4,4:56,1,10,TEN 44,31,14,Steve McNair pass incomplete intended for Frank Wycheck,1.860,1.320
4,4:50,2,10,TEN 44,31,14,"Penalty on Brad Hopkins: False Start, 4 yards (no play)",1.320,0.780
4,4:50,2,14,TEN 40,31,14,Steve McNair pass incomplete intended for Justin McCareins,0.780,0.100
4,4:44,3,14,TEN 40,31,14,Steve McNair pass complete to Kevin Dyson for 13 yards,0.100,0.130
4,4:39,4,1,WAS 47,31,14,Steve McNair pass complete to Kevin Dyson for 9 yards (tackle by Fred Smoot),0.130,3.050
4,4:11,1,10,WAS 38,31,14,Steve McNair pass complete to Erron Kinney for 12 yards (tackle by Champ Bailey),3.050,3.840
4,3:42,1,10,WAS 26,31,14,Steve McNair pass complete to Eddie George for 6 yards (tackle by Fred Smoot and Jessie Armstead),3.840,4.110
4,3:09,2,4,WAS 20,31,14,Steve McNair pass incomplete intended for Kevin Dyson,4.110,3.400
4,3:06,3,4,WAS 20,31,14,Steve McNair pass incomplete intended for Justin McCareins is intercepted by Fred Smoot at WAS--4,3.400,-0.280
4,2:59,1,10,WAS 20,31,14,Kenny Watson middle for 24 yards (tackle by Andre Dyson),0.280,1.860
4,2:14,1,10,WAS 44,31,14,Kenny Watson right guard for 2 yards (tackle by Kevin Aldridge and Albert Haynesworth),1.860,1.590
4,2:00,2,8,WAS 46,31,14,Kenny Watson right end for -2 yards (tackle by Peter Sirmon),1.590,0.630
4,1:13,3,10,WAS 44,31,14,Patrick Ramsey pass complete to Rod Gardner for 17 yards (tackle by Tank Williams),0.630,2.980
4,0:30,1,10,TEN 39,31,14,Patrick Ramsey kneels for -1 yards,2.980,2.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
