Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
4,1:28,1,10,DEN 38,30,39,Peyton Manning pass complete deep left to Eric Decker for 20 yards (tackle by Antoine Bethea),1.470,2.790
4,1:09,1,10,IND 42,30,39,Peyton Manning pass incomplete,2.790,2.240
4,1:03,2,10,IND 42,30,39,Peyton Manning pass complete short left to Julius Thomas for 13 yards,2.240,3.640
4,0:58,1,10,IND 29,30,39,Peyton Manning pass incomplete deep left intended for Knowshon Moreno,3.640,3.100
4,0:52,2,10,IND 29,30,39,Peyton Manning pass incomplete deep middle intended for Wes Welker (defended by Cassius Vaughn),3.100,2.410
4,0:46,3,10,IND 29,30,39,Peyton Manning sacked by Fili Moala for 0 yards,2.410,1.500
4,0:17,4,10,IND 29,33,39,Matt Prater 47 yard field goal good,1.500,3.000
4,0:17,,,DEN 35,33,39,"Matt Prater kicks onside 14 yards, recovered by LaVon Brazill",0.000,-2.320
4,0:11,1,10,DEN 49,33,39,Andrew Luck kneels for -1 yards,2.320,1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
