Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
3,13:19,1,10,CAR 6,13,7,Cam Newton pass complete deep left to Steve Smith for 18 yards (tackle by Chris Conte),-0.380,0.540
3,12:58,1,10,CAR 24,13,7,Jonathan Stewart right tackle for -1 yards (tackle by Major Wright),0.540,-0.140
3,12:16,2,11,CAR 23,13,7,Cam Newton pass complete short left to Ben Hartsock for 25 yards (tackle by Charles Tillman and Chris Conte),-0.140,2.130
3,11:26,1,10,CAR 48,13,7,DeAngelo Williams right tackle for -1 yards (tackle by Brian Urlacher),2.130,1.450
3,10:41,2,11,CAR 47,13,7,DeAngelo Williams left guard for 1 yard (tackle by Corey Wootton),1.450,0.890
3,9:58,3,10,CAR 48,13,7,Cam Newton pass complete short middle to Mike Tolbert for 15 yards (tackle by D.J. Moore and Charles Tillman),0.890,3.120
3,9:16,1,10,CHI 37,13,7,DeAngelo Williams left end for 17 yards (tackle by Tim Jennings),3.120,4.240
3,8:30,1,10,CHI 20,13,7,DeAngelo Williams right guard for 1 yard (tackle by Henry Melton),4.240,3.820
3,7:47,2,9,CHI 19,13,7,"Cam Newton pass incomplete short middle intended for Brandon LaFell (defended by D.J. Moore). Penalty on Chris Conte: Unnecessary Roughness, 10 yards (no play)",3.820,5.140
3,7:43,1,9,CHI 9,13,7,Jonathan Stewart right guard for 5 yards (tackle by Brian Urlacher),5.140,5.340
3,6:58,2,4,CHI 4,13,7,Cam Newton pass incomplete short right intended for Steve Smith,5.340,4.490
3,6:54,3,4,CHI 4,13,7,Cam Newton pass incomplete short right intended for Steve Smith,4.490,3.030
3,6:51,4,4,CHI 4,16,7,Justin Medlock 22 yard field goal good,3.030,3.000
3,6:51,,,CAR 35,16,7,"Justin Medlock kicks off 31 yards, returned by Armando Allen for 7 yards (tackle by Colin Jones)",0.000,-1.660
3,6:42,1,10,CHI 41,16,7,Jay Cutler pass incomplete short right intended for Matt Spaeth,1.660,1.120
3,6:38,2,10,CHI 41,16,7,Jay Cutler left end for 4 yards (tackle by Luke Kuechly),1.120,0.960
3,5:49,3,6,CHI 45,16,7,Jay Cutler pass incomplete short left intended for Devin Hester,0.960,-0.390
3,5:43,4,6,CHI 45,16,7,Adam Podlesh punts 43 yards,-0.390,0.350
3,5:32,1,10,CAR 12,16,7,Jonathan Stewart right guard for 6 yards (tackle by Major Wright),-0.350,-0.070
3,4:46,2,4,CAR 18,16,7,Cam Newton pass complete short right to Steve Smith for 3 yards (tackle by Tim Jennings),-0.070,-0.370
3,4:00,3,1,CAR 21,16,7,Cam Newton left end for 7 yards (tackle by Lance Briggs),-0.370,0.810
3,3:16,1,10,CAR 28,16,7,Cam Newton pass complete deep left to Steve Smith for 47 yards (tackle by Tim Jennings),0.810,3.910
3,2:29,1,10,CHI 25,16,7,DeAngelo Williams right guard for no gain (tackle by Nate Collins and Brian Urlacher),3.910,3.360
3,1:43,2,10,CHI 25,16,7,Cam Newton pass incomplete short left intended for Louis Murphy (defended by Corey Wootton),3.360,2.680
3,1:39,3,10,CHI 25,16,7,Cam Newton pass incomplete short middle intended for Jonathan Stewart,2.680,1.800
3,1:35,4,10,CHI 25,19,7,Justin Medlock 43 yard field goal good,1.800,3.000
3,1:35,,,CAR 35,19,7,"Justin Medlock kicks off 49 yards, returned by Earl Bennett for 18 yards (tackle by Colin Jones)",0.000,-1.200
3,1:25,1,10,CHI 34,19,7,Matt Forte right end for -2 yards (tackle by Luke Kuechly),1.200,0.390
3,0:44,2,12,CHI 32,19,7,Jay Cutler pass complete short middle to Earl Bennett for 24 yards (tackle by Luke Kuechly and Josh Thomas),0.390,2.650
3,0:05,1,10,CAR 44,19,7,Jay Cutler pass complete short right to Earl Bennett for 11 yards (tackle by Captain Munnerlyn),2.650,3.380
Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 33,19,7,Jay Cutler pass complete short middle to Brandon Marshall for 13 yards (tackle by Luke Kuechly and Josh Norman),3.380,4.240
4,14:21,1,10,CAR 20,19,7,Matt Forte right guard for 1 yard (tackle by Nate Chandler),4.240,3.820
4,13:44,2,9,CAR 19,19,7,Jay Cutler pass complete short right to Matt Forte for -3 yards (tackle by Thomas Davis),3.820,2.740
4,13:07,3,12,CAR 22,19,7,"Penalty on Roberto Garza: False Start, 5 yards (no play)",2.740,2.080
4,12:48,3,17,CAR 27,19,7,Jay Cutler pass complete short middle to Matt Forte for 12 yards (tackle by Luke Kuechly),2.080,2.080
4,12:14,3,17,CAR 27,19,7,Timeout #1 by Carolina Panthers,2.080,2.490
4,12:14,4,5,CAR 15,19,7,Robbie Gould 33 yard field goal no good,2.490,-0.480
4,12:09,1,10,CAR 23,19,7,Cam Newton pass complete short right to Brandon LaFell for 8 yards (tackle by Charles Tillman),0.480,1.010
4,11:36,2,2,CAR 31,19,7,Jonathan Stewart left tackle for 1 yard (tackle by Henry Melton),1.010,0.430
4,10:54,3,1,CAR 32,19,7,Mike Tolbert right guard for no gain (tackle by Israel Idonije and Major Wright),0.430,-1.240
4,10:24,4,1,CAR 32,19,7,"Brad Nortman punts 6 yards, out of bounds",-1.240,-3.050
4,10:18,1,10,CAR 38,19,7,Jay Cutler pass incomplete short middle intended for Brandon Marshall,3.050,3.050
4,10:12,1,10,CAR 38,19,7,Timeout #2 by Carolina Panthers,3.050,2.510
4,10:12,2,10,CAR 38,19,7,Matt Forte left tackle for 2 yards (tackle by Frank Alexander),2.510,2.080
4,9:34,3,8,CAR 36,19,7,Jay Cutler pass complete short middle to Brandon Marshall for 11 yards (tackle by Thomas Davis),2.080,3.910
4,8:49,1,10,CAR 25,19,7,Matt Forte left guard for 2 yards (tackle by Greg Hardy),3.910,3.630
4,8:06,2,8,CAR 23,19,7,Jay Cutler pass complete short right to Matt Forte for 9 yards (tackle by James Anderson),3.630,4.650
4,7:28,1,10,CAR 14,19,7,Michael Bush right guard for 2 yards (tackle by Charles Godfrey),4.650,4.330
4,6:58,2,8,CAR 12,19,13,"Jay Cutler pass complete short middle to Kellen Davis for 12 yards, touchdown",4.330,7.000
4,6:58,,,CAR 2,19,14,Robbie Gould kicks extra point good,0.000,0.000
4,6:58,,,CHI 35,19,14,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
4,6:52,1,10,CAR 20,19,20,"Cam Newton pass incomplete short left intended for Steve Smith is intercepted by Tim Jennings at CAR-25 and returned for 25 yards, touchdown",0.280,-7.000
4,6:44,1,10,CAR 20,19,20,Timeout #1 by Chicago Bears,0.280,0.000
4,6:44,,,,19,20,"Two Point Attempt: Jay Cutler pass incomplete intended for Brandon Marshall is intercepted by Josh Norman, conversion fails",0.000,-1.000
4,6:44,,,CHI 35,19,20,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
4,6:44,1,10,CAR 20,19,20,DeAngelo Williams left end for 1 yard (tackle by Nate Collins),0.280,-0.130
4,6:08,2,9,CAR 21,19,20,"Cam Newton pass incomplete short middle intended for Steve Smith. Penalty on Israel Idonije: Roughing the Passer, 15 yards (no play)",-0.130,1.330
4,6:03,1,10,CAR 36,19,20,Cam Newton pass complete short right to Gary Barnidge for 7 yards (tackle by Lance Briggs),1.330,1.740
4,5:32,2,3,CAR 43,19,20,Jonathan Stewart left tackle for 2 yards (tackle by Charles Tillman),1.740,1.290
4,4:47,3,1,CAR 45,19,20,Cam Newton right end for 16 yards (tackle by Charles Tillman),1.290,2.980
4,4:40,1,10,CHI 39,19,20,DeAngelo Williams left guard for 8 yards (tackle by Israel Idonije and Chris Conte),2.980,3.520
4,4:18,2,2,CHI 31,19,20,DeAngelo Williams left tackle for -1 yards (tackle by Israel Idonije),3.520,2.680
4,3:35,3,3,CHI 32,19,20,Mike Tolbert right guard for 3 yards (tackle by Henry Melton),2.680,3.640
4,2:50,1,10,CHI 29,19,20,Jonathan Stewart left guard for 2 yards (tackle by Chris Conte),3.640,3.640
4,2:43,1,10,CHI 29,19,20,Timeout #2 by Chicago Bears,3.640,3.370
4,2:43,2,8,CHI 27,19,20,Cam Newton pass incomplete deep left intended for Steve Smith,3.370,2.680
4,2:38,3,8,CHI 27,19,20,Cam Newton pass incomplete,2.680,1.670
4,2:32,4,8,CHI 27,22,20,Justin Medlock 45 yard field goal good,1.670,3.000
4,2:32,,,CAR 35,22,20,"Justin Medlock kicks off 46 yards, returned by Armando Allen for 3 yards (tackle by Doug Hogue)",0.000,-0.410
4,2:20,1,10,CHI 22,22,20,Jay Cutler pass complete short middle to Matt Forte for 4 yards (tackle by Luke Kuechly),0.410,0.410
4,2:02,2,6,CHI 26,22,20,Jay Cutler pass complete short left to Brandon Marshall for 8 yards (tackle by Josh Norman),0.410,1.200
4,1:58,1,10,CHI 34,22,20,Jay Cutler pass complete short left to Earl Bennett for 12 yards (tackle by Captain Munnerlyn),1.200,1.990
4,1:33,1,10,CHI 46,22,20,Jay Cutler pass complete short left to Brandon Marshall for 7 yards (tackle by Luke Kuechly),1.990,2.400
4,1:09,2,3,CAR 47,22,20,Jay Cutler pass incomplete short left intended for Earl Bennett,2.400,1.690
4,1:04,3,3,CAR 47,22,20,Jay Cutler pass complete short middle to Brandon Marshall for 11 yards (tackle by Captain Munnerlyn),1.690,3.180
4,0:44,1,10,CAR 36,22,20,Jay Cutler pass complete short left to Brandon Marshall for 10 yards (tackle by Josh Norman),3.180,3.840
4,0:18,1,10,CAR 26,22,20,Matt Forte right guard for 3 yards (tackle by Charles Johnson),3.840,3.840
4,0:04,1,10,CAR 26,22,20,Timeout #3 by Chicago Bears,3.840,3.700
4,0:04,2,7,CAR 23,22,23,Robbie Gould 41 yard field goal good,3.700,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
