Quarter,Time,Down,ToGo,Location,DEN,ATL,Detail,EPB,EPA
2,3:45,1,10,DEN 48,0,20,Willis McGahee up the middle for 7 yards (tackle by Thomas DeCoud),2.130,2.530
2,3:28,2,3,ATL 45,0,20,"Knowshon Moreno left guard for no gain (tackle by Stephen Nicholas and John Abraham). Penalty on Joel Dreessen: Offensive Holding, 10 yards (no play)",2.530,1.180
2,3:18,2,13,DEN 45,0,20,Peyton Manning pass complete short right to Eric Decker for 12 yards (tackle by Asante Samuel),1.180,2.080
2,2:53,3,1,ATL 43,0,20,Peyton Manning pass incomplete short right intended for Eric Decker (defended by William Moore),2.080,0.400
2,2:50,4,1,ATL 43,0,20,"Peyton Manning pass incomplete short left intended for Brandon Stokley. Penalty on Dominique Franks: Defensive Holding, 11 yards (no play)",0.400,3.450
2,2:45,1,10,ATL 32,0,20,Willis McGahee left guard for 6 yards (tackle by Sean Weatherspoon),3.450,3.710
2,2:24,2,4,ATL 26,0,20,Willis McGahee right end for 4 yards (tackle by Sean Weatherspoon and Asante Samuel),3.710,4.110
2,2:00,1,10,ATL 22,0,20,"Peyton Manning pass incomplete deep middle intended for Demaryius Thomas (defended by William Moore). Penalty on Ryan Clady: Offensive Holding, 10 yards (no play)",4.110,3.450
2,1:53,1,20,ATL 32,0,20,Peyton Manning pass complete short right to Willis McGahee for 10 yards (tackle by Stephen Nicholas),3.450,3.560
2,1:14,2,10,ATL 22,0,20,Peyton Manning pass complete short middle to Joel Dreessen for 9 yards (tackle by Sean Weatherspoon and Kroy Biermann),3.560,4.390
2,0:49,3,1,ATL 13,0,20,Lance Ball right tackle for 4 yards (tackle by Dominique Franks),4.390,5.140
2,0:26,1,9,ATL 9,0,20,Peyton Manning pass incomplete short left intended for Brandon Stokley (defended by Dunta Robinson),5.140,4.380
2,0:21,2,9,ATL 9,0,20,Peyton Manning sacked by Vance Walker for -8 yards,4.380,0.000
2,0:14,,,,0,20,Timeout #2 by Denver Broncos,0.000,2.740
2,0:14,3,17,ATL 17,6,20,"Peyton Manning pass complete deep left to Demaryius Thomas for 17 yards, touchdown",2.740,7.000
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
2,0:14,,,ATL 2,7,20,Matt Prater kicks extra point good,0.000,0.000
2,0:06,,,DEN 35,7,20,"Matt Prater kicks off 53 yards, returned by Jacquizz Rodgers for 23 yards (tackle by Nate Irving)",0.000,1.270
Quarter,Time,Down,ToGo,Location,DEN,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,7,20,"Matt Prater kicks off 59 yards, returned by Lousaka Polite for 24 yards (tackle by Chris Gronkowski)",0.000,0.940
3,14:54,1,10,ATL 30,7,20,Michael Turner right end for -2 yards (tackle by Von Miller),0.940,0.120
3,14:12,2,12,ATL 28,7,20,Matt Ryan pass complete short left to Julio Jones for 5 yards (tackle by Tony Carter),0.120,0.100
3,13:40,3,7,ATL 33,7,20,Matt Ryan pass complete short right to Tony Gonzalez for 9 yards,0.100,1.730
3,13:08,1,10,ATL 42,7,20,Matt Ryan pass complete short right to Tony Gonzalez for 12 yards (tackle by Wesley Woodyard),1.730,2.520
3,12:37,1,10,DEN 46,7,20,Michael Turner right guard for 1 yard (tackle by Justin Bannan),2.520,2.110
3,12:02,2,9,DEN 45,7,20,Matt Ryan pass complete short left to Julio Jones for 5 yards (tackle by Tony Carter),2.110,2.080
3,11:30,3,4,DEN 40,7,20,Matt Ryan pass incomplete short left intended for Jacquizz Rodgers,2.080,0.590
3,11:23,4,4,DEN 40,7,20,"Matt Bosher punts 27 yards, fair catch by Jim Leonhard",0.590,0.320
3,11:14,1,10,DEN 13,7,20,Peyton Manning pass complete short right to Demaryius Thomas for 1 yard (tackle by Asante Samuel),-0.320,-0.680
3,10:48,2,9,DEN 14,7,20,Peyton Manning pass incomplete short left intended for Eric Decker,-0.680,-1.300
3,10:44,3,9,DEN 14,7,20,Peyton Manning pass incomplete short left intended for Brandon Stokley,-1.300,-2.470
3,10:38,4,9,DEN 14,7,20,"Britton Colquitt punts 48 yards, returned by Dominique Franks for -2 yards (tackle by Nate Irving)",-2.470,-1.330
3,10:25,1,10,ATL 36,7,20,Matt Ryan pass complete short left to Harry Douglas for 8 yards (tackle by Joe Mays),1.330,1.870
3,9:48,2,2,ATL 44,7,20,Matt Ryan pass complete short left to Roddy White for 21 yards (tackle by Joe Mays),1.870,3.250
3,9:11,1,10,DEN 35,7,20,Matt Ryan pass complete deep left to Roddy White for 20 yards (tackle by Rahim Moore),3.250,4.580
3,8:27,1,10,DEN 15,7,20,"Matt Ryan right end for 4 yards (tackle by Kevin Vickerson). Penalty on Champ Bailey: Defensive Holding, 5 yards",4.580,5.830
3,7:50,1,6,DEN 6,7,20,Michael Turner right tackle for 2 yards (tackle by Champ Bailey and Keith Brooking),5.830,5.340
3,7:13,2,4,DEN 4,7,26,"Matt Ryan pass complete short left to Roddy White for 4 yards, touchdown",5.340,7.000
3,7:13,,,DEN 2,7,27,Matt Bryant kicks extra point good,0.000,0.000
3,7:08,,,ATL 35,7,27,"Matt Bosher kicks off 65 yards, touchback",0.000,0.280
3,7:08,1,10,DEN 20,7,27,Willis McGahee right end for 4 yards (tackle by Stephen Nicholas),0.280,0.270
3,6:43,2,6,DEN 24,7,27,Peyton Manning pass incomplete short left intended for Demaryius Thomas,0.270,-0.430
3,6:38,3,6,DEN 24,7,27,"Penalty on Peria Jerry: Encroachment, 5 yards (no play)",-0.430,0.230
3,6:38,3,1,DEN 29,7,27,Willis McGahee right tackle for no gain (tackle by Sean Weatherspoon),0.230,-1.440
3,5:57,4,1,DEN 29,7,27,Britton Colquitt punts 67 yards,-1.440,0.380
3,5:42,1,10,ATL 4,7,27,Jacquizz Rodgers left guard for 2 yards (tackle by Wesley Woodyard),-0.380,-0.630
3,5:02,2,8,ATL 6,7,27,Matt Ryan pass incomplete short left intended for Tony Gonzalez (defended by Tracy Porter),-0.630,-1.190
3,4:58,3,8,ATL 6,7,27,Matt Ryan pass complete short left to Roddy White for 15 yards (tackle by Tracy Porter),-1.190,0.340
3,4:15,1,10,ATL 21,7,27,Matt Ryan pass incomplete deep left intended for Roddy White (defended by Tony Carter),0.340,0.000
3,4:07,,,,7,27,Timeout #1 by Denver Broncos,0.000,-0.200
3,4:07,2,10,ATL 21,7,27,Matt Ryan pass complete short left to Roddy White for 11 yards (tackle by Wesley Woodyard),-0.200,1.070
3,3:29,1,10,ATL 32,7,27,Matt Ryan pass incomplete,1.070,0.530
3,3:22,2,10,ATL 32,7,27,Jason Snelling left end for 2 yards (tackle by Elvis Dumervil),0.530,0.100
3,2:46,3,8,ATL 34,7,27,Matt Ryan up the middle for 7 yards (tackle by Jim Leonhard),0.100,-0.650
3,1:59,4,1,ATL 41,7,27,"Matt Bosher punts 47 yards, returned by Jim Leonhard for no gain",-0.650,0.350
3,1:50,1,10,DEN 12,7,27,Willis McGahee up the middle for 3 yards (tackle by Kroy Biermann),-0.350,-0.500
3,1:26,2,7,DEN 15,7,27,Peyton Manning pass complete deep left to Brandon Stokley for 16 yards (tackle by Thomas DeCoud),-0.500,1.000
3,0:51,1,10,DEN 31,7,27,Peyton Manning pass complete short left to Willis McGahee for 1 yard (tackle by Dunta Robinson),1.000,0.600
3,0:21,2,9,DEN 32,7,27,Peyton Manning pass complete short left to Matt Willis for 14 yards (tackle by Thomas DeCoud),0.600,1.990
Quarter,Time,Down,ToGo,Location,DEN,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 46,7,27,Willis McGahee right guard for 7 yards (tackle by Asante Samuel),1.990,2.400
4,14:33,2,3,ATL 47,7,27,Peyton Manning pass complete short left to Lance Ball for 17 yards (tackle by Thomas DeCoud),2.400,3.580
4,14:09,1,10,ATL 30,7,27,Peyton Manning pass incomplete short right intended for Lance Ball (defended by Sean Weatherspoon),3.580,3.030
4,14:04,2,10,ATL 30,7,27,"Peyton Manning pass incomplete short left intended for Joel Dreessen. Penalty on Manuel Ramirez: Illegal Use of Hands, 10 yards (no play)",3.030,1.680
4,14:00,2,20,ATL 40,7,27,"Peyton Manning pass incomplete deep right intended for Demaryius Thomas. Penalty on Asante Samuel: Defensive Pass Interference, 16 yards (no play)",1.680,3.970
4,13:53,1,10,ATL 24,7,27,Peyton Manning pass complete short right to Demaryius Thomas for 12 yards (tackle by Asante Samuel),3.970,4.780
4,13:26,1,10,ATL 12,7,27,Willis McGahee right guard for 5 yards (tackle by Stephen Nicholas and Kroy Biermann),4.780,5.020
4,13:01,2,5,ATL 7,7,27,Willis McGahee right tackle for 6 yards (tackle by William Moore and Dominique Franks),5.020,6.970
4,12:40,1,1,ATL 1,7,27,"Penalty on Demaryius Thomas: False Start, 4 yards (no play)",6.970,6.060
4,12:38,1,5,ATL 5,7,27,Willis McGahee right guard for 3 yards (tackle by William Moore and Sean Weatherspoon),6.060,5.720
4,11:55,2,2,ATL 2,13,27,"Willis McGahee left tackle for 2 yards, touchdown",5.720,7.000
4,11:55,,,ATL 2,14,27,Matt Prater kicks extra point good,0.000,0.000
4,11:48,,,DEN 35,14,27,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
4,11:48,1,10,ATL 20,14,27,Michael Turner right guard for 1 yard (tackle by Joe Mays and Keith Brooking),0.280,-0.130
4,11:07,2,9,ATL 21,14,27,Matt Ryan right tackle for 4 yards,-0.130,0.000
4,10:20,,,,14,27,Timeout #1 by Atlanta Falcons,0.000,-0.300
4,10:20,3,5,ATL 25,14,27,Matt Ryan sacked by Von Miller for -11 yards,-0.300,-2.470
4,9:47,4,16,ATL 14,14,27,"Matt Bosher punts 49 yards, returned by Jim Leonhard for 2 yards (tackle by Akeem Dent)",-2.470,-1.530
4,9:35,1,10,DEN 39,14,27,Knowshon Moreno right tackle for no gain (tackle by Stephen Nicholas),1.530,0.990
4,9:18,2,10,DEN 39,14,27,Peyton Manning pass complete short left to Demaryius Thomas for 15 yards (tackle by Dominique Franks),0.990,2.520
4,8:47,1,10,ATL 46,14,27,Peyton Manning pass incomplete deep middle intended for Eric Decker,2.520,1.980
4,8:40,2,10,ATL 46,14,27,Peyton Manning pass complete short right to Demaryius Thomas for 4 yards (tackle by Dominique Franks),1.980,1.820
4,8:06,3,6,ATL 42,14,27,Peyton Manning sacked by William Moore for -13 yards,1.820,-0.390
4,7:32,4,19,DEN 45,14,27,Britton Colquitt punts 52 yards,-0.390,0.380
4,7:22,1,10,ATL 3,14,27,Michael Turner left guard for 3 yards (tackle by Joe Mays),-0.380,-0.560
4,6:36,2,7,ATL 6,14,27,Matt Ryan pass incomplete short right intended for Lousaka Polite,-0.560,-1.070
4,6:30,3,7,ATL 6,14,27,Matt Ryan pass incomplete deep left intended for Julio Jones,-1.070,-2.490
4,6:25,4,7,ATL 6,14,27,"Matt Bosher punts 48 yards, returned by Eric Decker for 9 yards (tackle by Jason Snelling)",-2.490,-2.590
4,6:13,1,10,ATL 45,14,27,Peyton Manning pass complete deep right to Eric Decker for 18 yards (tackle by Sean Weatherspoon),2.590,3.780
4,5:34,1,10,ATL 27,14,27,Peyton Manning sacked by Jonathan Babineaux for -2 yards,3.780,2.960
4,5:09,2,12,ATL 29,14,27,Peyton Manning pass complete short right to Demaryius Thomas for 11 yards (tackle by Sean Weatherspoon),2.960,3.840
4,4:45,3,1,ATL 18,14,27,Willis McGahee left guard for 3 yards (tackle by Sean Weatherspoon and Stephen Nicholas),3.840,4.580
4,4:19,1,10,ATL 15,14,27,Peyton Manning pass complete short right to Knowshon Moreno for 12 yards (tackle by William Moore),4.580,6.510
4,4:10,1,3,ATL 3,14,27,Peyton Manning pass incomplete short left intended for Eric Decker,6.510,5.530
4,4:05,2,3,ATL 3,14,27,Willis McGahee left guard for 1 yard (tackle by Kroy Biermann),5.530,4.950
4,3:34,3,2,ATL 2,14,27,Peyton Manning pass incomplete short middle intended for Demaryius Thomas,4.950,3.250
4,3:29,4,2,ATL 2,20,27,"Willis McGahee right guard for 2 yards, touchdown",3.250,7.000
4,3:29,,,ATL 2,21,27,Matt Prater kicks extra point good,0.000,0.000
4,3:25,,,DEN 35,21,27,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
4,3:25,1,10,ATL 20,21,27,Michael Turner left guard for 4 yards (tackle by Justin Bannan),0.280,0.270
4,2:40,2,6,ATL 24,21,27,Michael Turner left tackle for 1 yard (tackle by Joe Mays and Kevin Vickerson),0.270,0.000
4,2:35,,,,21,27,Timeout #2 by Denver Broncos,0.000,-0.300
4,2:35,3,5,ATL 25,21,27,Matt Ryan pass complete short right to Julio Jones for 6 yards (tackle by Rahim Moore),-0.300,1.000
4,2:00,1,10,ATL 31,21,27,Michael Turner left end for 2 yards (tackle by Elvis Dumervil),1.000,0.730
4,1:54,2,8,ATL 33,21,27,Michael Turner right end for 15 yards (tackle by Mike Adams),0.730,2.130
4,0:57,1,10,ATL 48,21,27,Matt Ryan kneels for -1 yards,2.130,1.450
4,0:17,2,11,ATL 47,21,27,Matt Ryan kneels for -2 yards,1.450,0.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
