Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
2,13:31,3,8,NWE 18,3,7,Tom Brady pass complete short middle to Wes Welker for 30 yards (tackle by Glover Quin and Shiloh Keo),-1.070,2.130
2,13:06,1,10,NWE 48,3,7,Shane Vereen left tackle for 22 yards (tackle by Danieal Manning and Bradie James),2.130,3.580
2,12:21,1,10,HOU 30,3,7,Shane Vereen right guard for 8 yards (tackle by Shiloh Keo and Connor Barwin),3.580,4.110
2,11:41,2,2,HOU 22,3,7,Tom Brady pass incomplete short left intended for Wes Welker,4.110,3.400
2,11:36,3,2,HOU 22,3,7,Shane Vereen left tackle for 6 yards (tackle by Shiloh Keo),3.400,4.510
2,10:56,1,10,HOU 16,3,7,"Tom Brady pass incomplete short left intended for Brandon Lloyd. Penalty on Brandon Lloyd: Unsportsmanlike Conduct, 15 yards",4.510,1.930
2,10:53,2,25,HOU 31,3,7,Tom Brady pass complete short left to Shane Vereen for 12 yards (tackle by Shiloh Keo and Bradie James),1.930,2.850
2,10:25,3,13,HOU 19,3,7,Tom Brady pass incomplete deep middle intended for Aaron Hernandez,2.850,2.180
2,10:20,4,13,HOU 19,3,10,Stephen Gostkowski 37 yard field goal good,2.180,3.000
2,10:16,,,NWE 35,3,10,"Stephen Gostkowski kicks off 74 yards, touchback",0.000,0.280
2,10:16,1,10,HOU 20,3,10,Matt Schaub pass complete short left to Andre Johnson for 13 yards (tackle by Aqib Talib),0.280,1.140
2,9:41,1,10,HOU 33,3,10,Arian Foster left end for 7 yards (tackle by Aqib Talib),1.140,1.540
2,9:02,2,3,HOU 40,3,10,"Arian Foster right tackle for -1 yards (tackle by Rob Ninkovich). Penalty on Derek Newton: Offensive Holding, 10 yards (no play)",1.540,0.190
2,8:40,2,13,HOU 30,3,10,Matt Schaub pass complete deep left to DeVier Posey for 24 yards (tackle by Devin McCourty),0.190,2.520
2,8:06,1,10,NWE 46,3,10,Matt Schaub pass incomplete short middle intended for Owen Daniels (defended by Steve Gregory),2.520,1.980
2,8:02,2,10,NWE 46,3,10,Matt Schaub pass complete short right to DeVier Posey for -2 yards (tackle by Dont'a Hightower),1.980,1.030
2,7:17,3,12,NWE 48,3,10,Matt Schaub pass complete short middle to Garrett Graham for 5 yards (tackle by Steve Gregory),1.030,0.000
2,6:42,,,,3,10,Timeout #1 by New England Patriots,0.000,0.400
2,6:42,4,7,NWE 43,3,10,"Donnie Jones punts 43 yards, touchback",0.400,-0.280
2,6:34,1,10,NWE 20,3,10,Stevan Ridley left guard for -1 yards (tackle by J.J. Watt),0.280,-0.460
2,5:56,2,11,NWE 19,3,10,Tom Brady pass incomplete short middle intended for Wes Welker,-0.460,-1.140
2,5:53,3,11,NWE 19,3,10,Tom Brady pass complete short left to Wes Welker for 13 yards (tackle by Brandon Harris),-1.140,1.070
2,5:17,1,10,NWE 32,3,10,Tom Brady pass complete short left to Brandon Lloyd for 7 yards (tackle by Alan Ball),1.070,1.470
2,4:43,2,3,NWE 39,3,10,Stevan Ridley up the middle for 6 yards (tackle by Jared Crick and Bradie James),1.470,1.930
2,4:06,1,10,NWE 45,3,10,Tom Brady pass complete deep left to Wes Welker for 47 yards (tackle by Glover Quin),1.930,5.370
2,3:43,1,8,HOU 8,3,16,"Tom Brady pass complete short left to Shane Vereen for 8 yards, touchdown",5.370,7.000
2,3:43,,,HOU 2,3,17,Stephen Gostkowski kicks extra point good,0.000,0.000
2,3:38,,,NWE 35,3,17,"Stephen Gostkowski kicks off 62 yards, returned by Danieal Manning for 35 yards (tackle by Stephen Gostkowski). Penalty on Stephen Gostkowski: Horse Collar Tackle, 15 yards",0.000,2.460
2,3:30,1,10,NWE 47,3,17,Arian Foster right tackle for 21 yards (tackle by Devin McCourty),2.460,3.840
2,2:59,1,10,NWE 26,3,17,Arian Foster right tackle for 19 yards (tackle by Devin McCourty),3.840,5.600
2,2:27,1,7,NWE 7,3,17,Arian Foster left tackle for 2 yards (tackle by Chandler Jones and Steve Gregory),5.600,5.150
2,2:00,2,5,NWE 5,3,17,Arian Foster left tackle for 4 yards (tackle by Aqib Talib),5.150,5.170
2,1:20,3,1,NWE 1,9,17,"Arian Foster left guard for 1 yard, touchdown",5.170,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,1:20,,,NWE 2,10,17,Shayne Graham kicks extra point good,0.000,0.000
2,,,,HOU 35,,,"Shayne Graham kicks off 57 yards, returned by Devin McCourty for 18 yards",,
2,1:09,1,10,NWE 26,10,17,Shane Vereen left guard for 4 yards (tackle by Antonio Smith),0.670,0.670
2,0:40,2,6,NWE 30,10,17,Tom Brady pass incomplete short right intended for Aaron Hernandez,0.670,-0.030
2,0:36,3,6,NWE 30,10,17,Tom Brady pass incomplete short left intended for Aaron Hernandez,-0.030,-1.370
2,0:31,4,6,NWE 30,10,17,"Zoltan Mesko punts 32 yards, out of bounds",-1.370,-1.470
2,0:24,1,10,HOU 38,10,17,Matt Schaub pass complete short left to James Casey for 9 yards (tackle by Jerod Mayo),1.470,0.000
2,0:18,,,,10,17,Timeout #1 by Houston Texans,0.000,2.140
2,0:18,2,1,HOU 47,10,17,Matt Schaub pass complete short left to Owen Daniels for 11 yards (tackle by Steve Gregory and Tavon Wilson),2.140,0.000
2,0:11,,,,10,17,Timeout #2 by Houston Texans,0.000,2.790
2,0:11,1,10,NWE 42,10,17,Matt Schaub pass incomplete short right intended for Owen Daniels,2.790,2.240
2,0:07,2,10,NWE 42,10,17,Matt Schaub pass complete short middle to Owen Daniels for 5 yards (tackle by Tavon Wilson),2.240,0.000
2,0:02,,,,10,17,Timeout #3 by Houston Texans,0.000,2.210
2,0:02,3,5,NWE 37,13,17,Shayne Graham 55 yard field goal good,2.210,3.000
Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,13,17,"Shayne Graham kicks off 53 yards, returned by Matt Slater for 19 yards (tackle by Quintin Demps)",0.000,1.000
3,14:54,1,10,NWE 31,13,17,Tom Brady pass incomplete deep left intended for Brandon Lloyd,1.000,0.460
3,14:50,2,10,NWE 31,13,17,Tom Brady pass complete short left to Wes Welker for 6 yards (tackle by Kareem Jackson and Johnathan Joseph),0.460,0.560
3,14:12,3,4,NWE 37,13,17,Tom Brady pass complete short middle to Aaron Hernandez for 6 yards (tackle by Glover Quin and Danieal Manning),0.560,1.800
3,13:34,1,10,NWE 43,13,17,Tom Brady pass complete short right to Wes Welker for 5 yards (tackle by Kareem Jackson and Bradie James),1.800,1.930
3,12:52,2,5,NWE 48,13,17,Tom Brady pass complete short right to Aaron Hernandez for 40 yards (tackle by Brandon Harris),1.930,4.780
3,12:10,1,10,HOU 12,13,17,Stevan Ridley right guard for 4 yards (tackle by Bradie James and Connor Barwin),4.780,4.830
3,11:34,2,6,HOU 8,13,23,"Stevan Ridley right guard for 8 yards, touchdown",4.830,7.000
3,11:34,,,HOU 2,13,24,Stephen Gostkowski kicks extra point good,0.000,0.000
3,11:30,,,NWE 35,13,24,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
3,11:30,1,10,HOU 20,13,24,Arian Foster right guard for 6 yards (tackle by Brandon Deaderick),0.280,0.540
3,10:56,2,4,HOU 26,13,24,Matt Schaub pass complete short left to Owen Daniels for -1 yards (tackle by Jerod Mayo),0.540,-0.300
3,10:02,3,5,HOU 25,13,24,Matt Schaub pass incomplete short right intended for Owen Daniels,-0.300,-1.700
3,9:55,4,5,HOU 25,13,24,"Donnie Jones punts 40 yards, returned by Wes Welker for no gain",-1.700,-1.270
3,9:47,1,10,NWE 35,13,24,Tom Brady pass complete short left to Shane Vereen for 5 yards (tackle by Barrett Ruud),1.270,1.400
3,9:09,2,5,NWE 40,13,24,Tom Brady pass incomplete short middle intended for Wes Welker,1.400,0.700
3,9:05,3,5,NWE 40,13,24,Tom Brady pass incomplete short right intended for Shane Vereen,0.700,-0.720
3,8:57,4,5,NWE 40,13,24,"Zoltan Mesko punts 50 yards, muffed catch by Keshawn Martin, ball out of bounds at HOU-10",-0.720,0.380
3,8:50,1,10,HOU 10,13,24,"Penalty on Garrett Graham: False Start, 5 yards (no play)",-0.380,-0.570
3,8:50,1,15,HOU 5,13,24,Matt Schaub pass complete short left to Arian Foster for 28 yards (tackle by Rob Ninkovich),-0.570,1.140
3,8:10,1,10,HOU 33,13,24,Arian Foster left guard for 3 yards (tackle by Vince Wilfork),1.140,1.000
3,7:35,2,7,HOU 36,13,24,"Matt Schaub sacked by Rob Ninkovich for -9 yards. Matt Schaub fumbles, recovered by Matt Schaub at HOU-27",1.000,-0.890
3,7:00,3,16,HOU 27,13,24,Matt Schaub pass complete deep middle to Andre Johnson for 22 yards (tackle by Devin McCourty),-0.890,2.190
3,6:29,1,10,HOU 49,13,24,Arian Foster left end for 7 yards (tackle by Steve Gregory),2.190,2.590
3,5:54,2,3,NWE 44,13,24,Matt Schaub pass complete short left to James Casey for 5 yards (tackle by Jerod Mayo),2.590,2.980
3,5:26,1,10,NWE 39,13,24,Arian Foster up the middle for 1 yard (tackle by Brandon Spikes),2.980,2.580
3,4:50,2,9,NWE 38,13,24,Matt Schaub pass complete short left to Arian Foster for 1 yard (tackle by Aqib Talib),2.580,2.020
3,4:20,3,8,NWE 37,13,24,Matt Schaub pass incomplete short middle intended for James Casey is intercepted by Rob Ninkovich at NWE-31 and returned for 6 yards (tackle by Chris Myers),2.020,-1.400
3,4:14,1,10,NWE 37,13,24,Stevan Ridley up the middle for 9 yards (tackle by Brooks Reed),1.400,2.070
3,3:36,2,1,NWE 46,13,24,Tom Brady pass complete short right to Aaron Hernandez for 14 yards (tackle by Danieal Manning),2.070,2.920
3,2:56,1,10,HOU 40,13,24,Tom Brady pass complete short left to Brandon Lloyd for 7 yards (tackle by Johnathan Joseph),2.920,3.320
3,2:21,2,3,HOU 33,13,24,Stevan Ridley up the middle for 5 yards (tackle by J.J. Watt and Barrett Ruud),3.320,3.710
3,1:57,1,10,HOU 28,13,24,Stevan Ridley left tackle for 23 yards (tackle by Danieal Manning and Glover Quin),3.710,6.060
3,1:25,1,5,HOU 5,13,30,"Tom Brady pass complete short left to Brandon Lloyd for 5 yards, touchdown",6.060,7.000
3,1:25,,,HOU 2,13,31,Stephen Gostkowski kicks extra point good,0.000,0.000
3,1:21,,,NWE 35,13,31,"Stephen Gostkowski kicks off 69 yards, returned by Danieal Manning for 18 yards (tackle by Marquice Cole)",0.000,-0.280
3,1:15,1,10,HOU 14,13,31,Matt Schaub pass complete short middle to Garrett Graham for 8 yards (tackle by Dont'a Hightower),-0.280,0.420
3,0:49,2,2,HOU 22,13,31,Arian Foster up the middle for 1 yard (tackle by Jerod Mayo),0.420,-0.320
3,0:15,3,1,HOU 23,13,31,Arian Foster left guard for no gain (tackle by Kyle Love and Jerod Mayo),-0.320,-1.830
Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,HOU 23,13,31,Arian Foster left end for 1 yard (tackle by Aqib Talib),-1.830,0.540
,,,,,,,"NWE challenged the first down ruling, and the play was upheld.",,
4,14:18,1,10,HOU 24,13,31,Matt Schaub right guard for 1 yard (tackle by Vince Wilfork),0.540,0.130
4,13:51,2,9,HOU 25,13,31,Matt Schaub pass incomplete short left intended for Arian Foster,0.130,-0.560
4,13:45,3,9,HOU 25,13,31,"Matt Schaub pass complete short left to Kevin Walter for 8 yards (tackle by Alfonzo Dennard). Kevin Walter fumbles (forced by Alfonzo Dennard), ball out of bounds at HOU-33",-0.560,-1.180
4,13:19,4,1,HOU 33,13,31,Matt Schaub pass incomplete deep middle intended for DeVier Posey,-1.180,-3.380
4,13:13,1,10,HOU 33,13,37,"Tom Brady pass complete deep left to Shane Vereen for 33 yards, touchdown",3.380,7.000
4,13:13,,,HOU 2,13,38,Stephen Gostkowski kicks extra point good,0.000,0.000
4,13:07,,,NWE 35,13,38,"Stephen Gostkowski kicks off 71 yards, returned by Danieal Manning for 69 yards (tackle by Kyle Arrington)",0.000,3.120
4,12:58,1,10,NWE 37,13,38,Arian Foster up the middle for 7 yards (tackle by Steve Gregory),3.120,3.520
4,12:39,2,3,NWE 30,13,38,Matt Schaub pass incomplete short left intended for DeVier Posey,3.520,2.810
4,12:36,3,3,NWE 30,13,38,Arian Foster left tackle for 2 yards (tackle by Justin Francis),2.810,1.720
4,12:07,4,1,NWE 28,13,38,Arian Foster up the middle for 3 yards (tackle by Brandon Spikes),1.720,3.910
4,11:42,1,10,NWE 25,19,38,"Matt Schaub pass complete deep right to DeVier Posey for 25 yards, touchdown",3.910,7.000
,,,,,,,"HOU challenged the incomplete pass ruling, and the original play was overturned.",,
4,11:42,,,NWE 2,20,38,Shayne Graham kicks extra point good,0.000,0.000
4,11:35,,,HOU 35,20,38,"Shayne Graham kicks off 74 yards, touchback",0.000,0.280
4,11:35,1,10,NWE 20,20,38,Tom Brady pass incomplete short middle intended for Stevan Ridley,0.280,-0.270
4,11:31,2,10,NWE 20,20,38,Tom Brady pass complete short right to Brandon Lloyd for 5 yards (tackle by Johnathan Joseph),-0.270,-0.300
4,10:50,3,5,NWE 25,20,38,"Tom Brady pass complete short right to Aaron Hernandez for 21 yards (tackle by J.J. Watt). Penalty on Aaron Hernandez: Offensive Pass Interference, 10 yards (no play)",-0.300,-1.860
4,10:17,3,15,NWE 15,20,38,Tom Brady pass incomplete deep middle intended for Brandon Lloyd,-1.860,-2.440
4,10:11,4,15,NWE 15,20,38,Zoltan Mesko punts 64 yards,-2.440,-0.340
4,9:58,1,10,HOU 21,20,38,Matt Schaub pass complete short middle to Andre Johnson for 3 yards (tackle by Brandon Spikes),0.340,0.210
4,9:58,2,7,HOU 24,20,38,Matt Schaub pass complete short middle to Owen Daniels for 6 yards (tackle by Brandon Spikes),0.210,0.300
4,9:03,3,1,HOU 30,20,38,"Matt Schaub pass complete short middle to Kevin Walter for 7 yards (tackle by Steve Gregory). Penalty on Steve Gregory: Unnecessary Roughness, 15 yards",0.300,2.390
4,8:45,1,10,NWE 48,20,38,Matt Schaub pass complete short middle to Arian Foster for 9 yards (tackle by Steve Gregory),2.390,3.060
4,8:17,2,1,NWE 39,20,38,Matt Schaub pass complete short right to Arian Foster for -1 yards (tackle by Jerod Mayo),3.060,2.210
4,7:43,3,2,NWE 40,20,38,Matt Schaub pass complete short middle to Owen Daniels for 24 yards (tackle by Devin McCourty),2.210,4.510
4,7:15,1,10,NWE 16,20,38,Matt Schaub pass complete short right to Owen Daniels for 12 yards (tackle by Steve Gregory and Brandon Spikes),4.510,6.280
4,6:45,1,4,NWE 4,20,38,Arian Foster up the middle for 2 yards (tackle by Trevor Scott),6.280,5.720
4,6:16,2,2,NWE 2,20,38,Matt Schaub pass incomplete short middle intended for Owen Daniels,5.720,4.950
4,6:13,3,2,NWE 2,20,38,"Matt Schaub right tackle for no gain (tackle by Devin McCourty). Penalty on Justin Francis: Defensive Offside, 1 yards (no play)",4.950,5.170
4,5:55,3,1,NWE 1,20,38,Matt Schaub pass complete short left to Andre Johnson for no gain,5.170,3.550
4,5:15,4,1,NWE 1,26,38,"Matt Schaub pass complete short left to Arian Foster for 1 yard, touchdown",3.550,7.000
4,5:15,,,,28,38,"Two Point Attempt: Matt Schaub pass complete to Andre Johnson, conversion succeeds",0.000,1.000
4,5:11,,,HOU 35,28,38,"Shayne Graham kicks onside 12 yards, recovered by Rob Ninkovich",0.000,2.460
4,5:08,1,10,HOU 47,28,38,Stevan Ridley right guard for 6 yards (tackle by Earl Mitchell and Bradie James),2.460,2.720
4,4:24,2,4,HOU 41,28,38,Stevan Ridley left guard for 2 yards (tackle by Bradie James and Whitney Mercilus),2.720,0.000
4,4:17,,,,28,38,Timeout #1 by Houston Texans,0.000,2.280
4,4:17,3,2,HOU 39,28,38,"Tom Brady pass incomplete short left intended for Wes Welker (defended by Antonio Smith). Penalty on Kareem Jackson: Defensive Holding, 5 yards (no play)",2.280,3.310
4,4:13,1,10,HOU 34,28,38,Stevan Ridley left end for 6 yards (tackle by Earl Mitchell),3.310,0.000
4,4:07,,,,28,38,Timeout #2 by Houston Texans,0.000,3.580
4,4:07,2,4,HOU 28,28,38,Stevan Ridley up the middle for 2 yards (tackle by Barrett Ruud),3.580,0.000
4,4:03,,,,28,38,Timeout #3 by Houston Texans,0.000,3.140
4,4:03,3,2,HOU 26,28,38,Tom Brady pass complete short middle to Brandon Lloyd for 8 yards (tackle by Johnathan Joseph),3.140,4.370
4,3:22,1,10,HOU 18,28,38,Stevan Ridley left end for -2 yards (tackle by Earl Mitchell and Connor Barwin),4.370,3.560
4,2:38,2,12,HOU 20,28,38,Shane Vereen up the middle for 1 yard (tackle by Bradie James and Connor Barwin),3.560,2.970
4,2:00,3,11,HOU 19,28,38,Tom Brady kneels for -1 yards,2.970,0.000
4,1:18,,,,28,38,Timeout #2 by New England Patriots,0.000,2.120
4,1:18,4,12,HOU 20,28,41,Stephen Gostkowski 38 yard field goal good,2.120,3.000
4,1:14,,,NWE 35,28,41,"Stephen Gostkowski kicks off 51 yards, returned by James Casey for 14 yards (tackle by Nate Ebner)",0.000,0.810
4,1:09,1,10,HOU 28,28,41,Matt Schaub pass incomplete short left intended for James Casey (defended by Rob Ninkovich),0.810,0.260
4,1:04,2,10,HOU 28,28,41,Matt Schaub pass complete short middle to Andre Johnson for 16 yards (tackle by Aqib Talib),0.260,1.860
4,0:41,1,10,HOU 44,28,41,Matt Schaub pass complete short right to James Casey for 15 yards (tackle by Kyle Arrington),1.860,2.850
4,0:21,1,10,NWE 41,28,41,Matt Schaub pass incomplete short right intended for Lestar Jean,2.850,2.310
4,0:17,2,10,NWE 41,28,41,Matt Schaub pass complete short right to Owen Daniels for 9 yards (tackle by Tavon Wilson),2.310,2.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
