Quarter,Time,Down,ToGo,Location,HOU,ARI,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,HOU,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,5,17,"Matt Prater kicks off 65 yards, touchback.",,
3,15:00,1,10,HOU 25,5,17,Davis Mills pass incomplete intended for Nico Collins,,
3,14:55,2,10,HOU 25,5,17,Mark Ingram up the middle for 3 yards (tackle by Jordan Phillips and Zaven Collins),,
3,14:14,3,7,HOU 28,5,17,Davis Mills pass complete short left to Jordan Akins for 8 yards (tackle by Zaven Collins),,
3,13:36,1,10,HOU 36,5,17,Mark Ingram right tackle for 1 yard (tackle by Markus Golden and Isaiah Simmons),,
3,12:58,2,9,HOU 37,5,17,"Davis Mills pass incomplete short right. Penalty on Geron Christian: Offensive Holding, 10 yards (accepted) (no play)",,
3,12:51,2,19,HOU 27,5,17,Davis Mills pass complete short left to Nico Collins for 6 yards (tackle by Marco Wilson),,
3,12:15,3,13,HOU 33,5,17,Davis Mills pass complete short middle to David Johnson for 5 yards (tackle by Jordan Hicks),,
3,11:44,4,8,HOU 38,5,17,"Cameron Johnston punts 54 yards, returned by Rondale Moore for 14 yards (tackle by Rex Burkhead). Penalty on Jonathan Ward: Offensive Holding, 10 yards (accepted)",,
3,11:31,1,10,ARI 12,5,17,Kyler Murray pass complete short left to DeAndre Hopkins for 2 yards (tackle by Justin Reid),,
3,10:58,2,8,ARI 14,5,17,Kyler Murray pass complete short left to DeAndre Hopkins for 11 yards (tackle by Desmond King),,
3,10:24,1,10,ARI 25,5,17,Chase Edmonds left end for 4 yards (tackle by Jacob Martin and Desmond King),,
3,9:50,2,6,ARI 29,5,17,Kyler Murray pass complete short right to A.J. Green for 12 yards (tackle by Terrance Mitchell),,
3,9:22,1,10,ARI 41,5,17,Kyler Murray up the middle for -1 yards (tackle by Charles Omenihu),,
3,8:45,2,11,ARI 40,5,17,Kyler Murray pass complete short middle to Christian Kirk for 13 yards (tackle by Lonnie Johnson),,
3,8:08,1,10,HOU 47,5,23,"Kyler Murray pass complete deep middle to Zach Ertz for 47 yards, touchdown",,
3,7:58,,,HOU 15,5,24,Matt Prater kicks extra point good,,
3,7:58,,,ARI 35,5,24,"Matt Prater kicks off 65 yards, touchback.",,
3,7:58,1,10,HOU 25,5,24,Davis Mills pass complete short right to David Johnson for 2 yards (tackle by Jalen Thompson),,
3,7:26,2,8,HOU 27,5,24,David Johnson up the middle for 6 yards (tackle by Byron Murphy),,
3,6:43,3,2,HOU 33,5,24,Davis Mills pass incomplete intended for David Johnson (defended by Devon Kennard),,
3,6:37,4,2,HOU 33,5,24,Cameron Johnston punts 43 yards downed by Kevin Pierre-Louis,,
3,6:26,1,10,ARI 24,5,24,James Conner up the middle for no gain (tackle by Christian Kirksey),,
3,5:51,2,10,ARI 24,5,24,Kyler Murray pass incomplete short right intended for Chase Edmonds,,
3,5:44,3,10,ARI 24,5,24,"Penalty on A.J. Green: False Start, 5 yards (accepted) (no play)",,
3,5:44,3,15,ARI 19,5,24,Kyler Murray scrambles left end for 7 yards (tackle by Jordan Jenkins),,
3,5:44,4,8,ARI 26,5,24,"Penalty on Jordan Jenkins: Horse Collar Tackle, 15 yards (accepted) (no play)",,
3,5:15,1,10,ARI 41,5,24,Chase Edmonds right end for -2 yards (tackle by Zach Cunningham),,
3,4:29,2,12,ARI 39,5,24,Kyler Murray pass deep middle intended for Zach Ertz is intercepted by Lonnie Johnson at HOU-39 and returned for 15 yards (tackle by Chase Edmonds),,
3,4:21,1,10,ARI 46,5,24,Davis Mills pass complete short left to Brandin Cooks for 4 yards (tackle by Marco Wilson),,
3,3:54,2,6,ARI 42,5,24,Davis Mills pass complete short left to Mark Ingram for 5 yards (tackle by Marco Wilson and Isaiah Simmons),,
3,3:14,3,1,ARI 37,5,24,"Davis Mills pass incomplete intended for Mark Ingram. Penalty on Davis Mills: Illegal Motion, 4 yards (accepted) (no play)",,
3,3:06,3,5,ARI 41,5,24,Davis Mills pass complete short right to Brandin Cooks for -3 yards (tackle by Robert Alford),,
3,2:27,4,8,ARI 44,5,24,"Cameron Johnston punts 44 yards, touchback.",,
3,2:19,1,10,ARI 20,5,24,Kyler Murray sacked by Jonathan Greenard for -10 yards,,
3,1:36,2,20,ARI 10,5,24,Chase Edmonds up the middle for 6 yards (tackle by Eric Murray),,
3,0:55,3,14,ARI 16,5,24,Kyler Murray pass incomplete short right intended for Chase Edmonds (defended by Jacob Martin),,
3,0:49,4,14,ARI 16,5,24,"Andy Lee punts 43 yards, returned by Desmond King for 17 yards (tackle by Demetrius Harris and Antonio Hamilton)",,
3,0:35,1,10,ARI 42,5,24,David Johnson up the middle for 2 yards (tackle by Devon Kennard),,
3,0:08,2,8,ARI 40,5,24,Davis Mills pass complete short right to Pharaoh Brown for 1 yard (tackle by Isaiah Simmons and Byron Murphy),,
Quarter,Time,Down,ToGo,Location,HOU,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,ARI 39,5,24,David Johnson up the middle for 2 yards (tackle by Dennis Gardeck),,
4,14:20,4,5,ARI 37,5,24,Davis Mills pass incomplete short left intended for Brandin Cooks,,
4,14:15,1,10,ARI 37,5,24,Kyler Murray pass complete short left to Chase Edmonds for 9 yards (tackle by Christian Kirksey and Lonnie Johnson),,
4,13:39,2,1,ARI 46,5,24,Chase Edmonds up the middle for 16 yards (tackle by Christian Kirksey and Lonnie Johnson),,
4,12:56,1,10,HOU 38,5,24,Chase Edmonds up the middle for 9 yards (tackle by Christian Kirksey and Ross Blacklock),,
4,12:29,2,1,HOU 29,5,24,Chase Edmonds up the middle for 2 yards (tackle by Christian Kirksey and Tavierre Thomas),,
4,11:46,1,10,HOU 27,5,24,James Conner up the middle for 1 yard (tackle by Christian Kirksey),,
4,11:09,2,9,HOU 26,5,24,Kyler Murray pass complete short left to DeAndre Hopkins for 8 yards (tackle by Desmond King),,
4,10:29,3,1,HOU 18,5,30,"James Conner for 18 yards, touchdown",,
4,10:22,,,HOU 15,5,31,Matt Prater kicks extra point good,,
4,10:22,,,ARI 35,5,31,"Matt Prater kicks off 65 yards, touchback.",,
4,10:22,1,10,HOU 25,5,31,Davis Mills pass complete short left to Brandin Cooks for 2 yards (tackle by Marco Wilson),,
4,9:53,2,8,HOU 27,5,31,David Johnson up the middle for no gain (tackle by Michael Dogbe),,
4,9:19,3,8,HOU 27,5,31,Davis Mills pass incomplete deep right intended for Nico Collins,,
4,9:14,4,8,HOU 27,5,31,Cameron Johnston punts 69 yards downed by Kamu Grugier-Hill,,
4,9:02,1,10,ARI 4,5,31,Chase Edmonds up the middle for 2 yards (tackle by Desmond King),,
4,8:19,2,8,ARI 6,5,31,Chase Edmonds right end for 7 yards (tackle by Eric Murray and Justin Reid),,
4,7:37,3,1,ARI 13,5,31,Chase Edmonds up the middle for 12 yards (tackle by A.J. Moore and Justin Reid),,
4,6:56,1,10,ARI 25,5,31,Chase Edmonds up the middle for no gain (tackle by Jacob Martin),,
4,6:12,2,10,ARI 25,5,31,James Conner up the middle for 1 yard (tackle by Roy Lopez and Kamu Grugier-Hill),,
4,5:29,3,9,ARI 26,5,31,James Conner up the middle for 4 yards (tackle by Kamu Grugier-Hill and Jonathan Greenard),,
4,4:46,4,5,ARI 30,5,31,"Andy Lee punts 49 yards, returned by Desmond King for no gain (tackle by Antonio Hamilton)",,
4,4:39,1,10,HOU 21,5,31,"Davis Mills pass complete short right to Phillip Lindsay for no gain (tackle by Zaven Collins). Penalty on Pharaoh Brown: Offensive Pass Interference, 10 yards (accepted) (no play)",,
4,4:34,1,20,HOU 11,5,31,Davis Mills pass complete short left to David Johnson for 10 yards (tackle by Marco Wilson),,
4,4:29,2,10,HOU 21,5,31,Davis Mills pass complete short left to Danny Amendola for 8 yards,,
4,4:24,3,2,HOU 29,5,31,Davis Mills pass complete short left to David Johnson for 10 yards (tackle by Deionte Thompson and Chris Banjo),,
4,3:48,1,10,HOU 39,5,31,"Davis Mills sacked by Devon Kennard for no gain. Penalty on Deionte Thompson: Illegal Contact, 5 yards (accepted) (no play)",,
4,3:48,1,10,HOU 44,5,31,Davis Mills pass incomplete deep left intended for Brandin Cooks,,
4,3:43,2,10,HOU 44,5,31,Davis Mills pass complete short right to Pharaoh Brown for 5 yards (tackle by Deionte Thompson),,
4,3:07,3,5,HOU 49,5,31,Davis Mills pass incomplete deep left intended for Nico Collins,,
4,3:01,4,5,HOU 49,5,31,Davis Mills pass incomplete short left intended for Danny Amendola,,
4,2:57,1,10,HOU 49,5,31,Eno Benjamin left tackle for -1 yards (tackle by DeMarcus Walker),,
4,2:14,2,11,HOU 50,5,31,Eno Benjamin for 8 yards (tackle by DeMarcus Walker),,
4,2:00,3,3,HOU 42,5,31,Jonathan Ward up the middle for 7 yards (tackle by Ross Blacklock and Lonnie Johnson),,
4,1:16,1,10,HOU 35,5,31,Colt McCoy kneels for no gain,,
4,0:33,2,10,HOU 35,5,31,Colt McCoy kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
