Quarter,Time,Down,ToGo,Location,PHI,MIA,Detail,EPB,EPA
2,11:56,1,10,MIA 20,14,7,Matt Moore pass complete short right to Brandon Marshall for 4 yards (tackle by Akeem Jordan),0.280,0.270
2,11:20,2,6,MIA 24,14,7,Daniel Thomas right guard for 3 yards (tackle by Brian Rolle),0.270,-0.030
2,10:52,3,3,MIA 27,14,7,"Matt Moore pass complete short middle to Davone Bess for 4 yards (tackle by Asante Samuel). Davone Bess fumbles (forced by Asante Samuel), recovered by Asante Samuel at MIA-34 (tackle by Anthony Fasano)",-0.030,-3.310
2,10:42,1,10,MIA 34,14,7,Michael Vick pass complete short left to Brent Celek for 11 yards (tackle by Will Allen),3.310,4.040
2,10:03,1,10,MIA 23,14,7,Michael Vick pass incomplete short left intended for LeSean McCoy (defended by Jared Odrick),4.040,3.500
2,9:57,2,10,MIA 23,14,7,LeSean McCoy left end for 5 yards (tackle by Will Allen),3.500,3.490
2,9:15,3,5,MIA 18,14,7,Michael Vick sacked by Reshad Jones for -4 yards,3.490,1.990
2,8:55,4,9,MIA 22,17,7,Alex Henery 40 yard field goal good,1.990,3.000
2,,,,PHI 35,17,7,"Alex Henery kicks off 74 yards, touchback",0.000,0.280
2,8:49,1,10,MIA 20,17,7,Reggie Bush left end for -2 yards (tackle by Darryl Tapp),0.280,-0.630
2,8:11,2,12,MIA 18,17,7,Matt Moore pass complete short right to Brandon Marshall for 6 yards (tackle by Joselio Hanson),-0.630,-0.430
2,7:30,3,6,MIA 24,17,7,Matt Moore sacked by Casey Matthews for -7 yards,-0.430,-2.320
2,7:10,4,13,MIA 17,17,7,"Brandon Fields punts 55 yards, returned by DeSean Jackson for 1 yard, lateral to Curtis Marsh for -5 yards (tackle by Tyrone Culver). Curtis Marsh fumbles (forced by Tyrone Culver), recovered by Tyrone Culver at PHI-24",-2.320,3.970
2,6:55,1,10,PHI 24,17,7,"Matt Moore sacked by Jason Babin for -5 yards. Marlon Moore fumbles (forced by Jason Babin), recovered by Mike Patterson at PHI-27 (tackle by Vernon Carey)",3.970,-0.740
2,6:48,1,10,PHI 27,17,7,Michael Vick pass complete short left to Brent Celek for 9 yards (tackle by Yeremiah Bell and Koa Misi),0.740,1.410
2,6:07,2,1,PHI 36,17,7,LeSean McCoy right guard for 2 yards (tackle by Randy Starks),1.410,1.470
2,5:28,1,10,PHI 38,17,7,Michael Vick pass complete short left to Jason Avant for 28 yards (tackle by Karlos Dansby),1.470,3.310
2,4:51,1,10,MIA 34,23,7,"Michael Vick pass complete deep right to DeSean Jackson for 34 yards, touchdown",3.310,7.000
2,,,,MIA 2,24,7,Alex Henery kicks extra point good,0.000,0.000
2,,,,PHI 35,24,7,"Alex Henery kicks off 70 yards, returned by Edmond Gates for 27 yards (tackle by Tom Nelson)",0.000,0.410
2,4:36,1,10,MIA 22,24,7,Matt Moore pass incomplete short left intended for Brandon Marshall,0.410,-0.130
2,4:29,2,10,MIA 22,24,7,Matt Moore pass complete deep middle to Anthony Fasano for 21 yards (tackle by Nate Allen),-0.130,1.800
2,3:46,1,10,MIA 43,24,7,Matt Moore pass complete short left to Davone Bess for 8 yards (tackle by Jamar Chaney),1.800,2.330
2,3:11,2,2,PHI 49,24,7,Daniel Thomas right guard for 1 yard (tackle by Darryl Tapp),2.330,1.750
2,2:17,3,1,PHI 48,24,7,Daniel Thomas right guard for no gain (tackle by Cullen Jenkins),1.750,0.070
2,2:00,4,1,PHI 48,24,7,Lex Hilliard up the middle for no gain (tackle by Trent Cole),0.070,-2.130
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
2,1:52,1,10,PHI 48,24,7,Michael Vick pass complete short middle to LeSean McCoy for 6 yards (tackle by Yeremiah Bell),2.130,2.390
2,1:20,2,4,MIA 46,24,7,Michael Vick pass incomplete deep right intended for Jeremy Maclin,2.390,1.680
2,1:14,,,,24,7,Timeout #1 by Philadelphia Eagles,0.000,1.680
2,1:14,3,4,MIA 46,24,7,Michael Vick pass incomplete short left intended for Chad Hall (defended by Phillip Merling),1.680,0.200
2,1:09,4,4,MIA 46,24,7,"Chas Henry punts 37 yards, returned by Davone Bess for 11 yards (tackle by Akeem Jordan)",0.200,-0.280
2,0:57,1,10,MIA 20,24,7,Matt Moore sacked by Jason Babin for -6 yards,0.280,-1.180
2,0:52,,,,24,7,Timeout #2 by Philadelphia Eagles,0.000,-1.180
2,0:52,2,16,MIA 14,24,7,Reggie Bush left end for 6 yards (tackle by Joselio Hanson),-1.180,-0.960
2,0:36,,,,24,7,Timeout #3 by Philadelphia Eagles,0.000,-0.960
2,0:36,3,10,MIA 20,24,7,"Reggie Bush right guard for 5 yards (tackle by Trent Cole). Penalty on Richie Incognito: Unnecessary Roughness (Offsetting), Penalty on Keenan Clayton: Unnecessary Roughness (Offsetting)",-0.960,-1.700
2,0:29,4,5,MIA 25,24,7,"Brandon Fields punts 55 yards, returned by DeSean Jackson for 1 yard (tackle by Chris Clemons)",-1.700,-0.340
2,0:15,1,10,PHI 21,24,7,LeSean McCoy up the middle for no gain (tackle by Karlos Dansby),0.340,-0.200
Quarter,Time,Down,ToGo,Location,PHI,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,24,7,"Alex Henery kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,MIA 20,24,7,Matt Moore pass incomplete deep right intended for Anthony Fasano (defended by Asante Samuel),0.280,-0.270
3,14:54,2,10,MIA 20,24,7,Reggie Bush right tackle for 1 yard (tackle by Trent Cole),-0.270,-0.820
3,14:14,3,9,MIA 21,24,7,Matt Moore pass complete short right to Reggie Bush for 8 yards (tackle by Kurt Coleman),-0.820,-1.440
3,13:35,4,1,MIA 29,24,7,Brandon Fields punts 42 yards (tackle by Chris Clemons),-1.440,-1.860
3,13:27,1,10,PHI 44,24,7,LeSean McCoy for 8 yards (tackle by Cameron Wake),1.860,2.400
3,13:00,2,2,MIA 48,24,7,Ronnie Brown left tackle for no gain (tackle by Randy Starks),2.400,1.690
3,12:21,3,2,MIA 48,24,7,Michael Vick pass complete short middle to Jason Avant for 7 yards (tackle by Yeremiah Bell),1.690,2.850
3,11:37,1,10,MIA 41,24,7,LeSean McCoy right tackle for no gain (tackle by Cameron Wake),2.850,2.310
3,10:59,2,10,MIA 41,24,7,Michael Vick pass incomplete short left intended for Brent Celek is intercepted by Sean Smith at MIA-26 and returned for 7 yards (tackle by Jason Avant),2.310,-1.140
3,10:48,1,10,MIA 33,24,7,Matt Moore pass complete short right to Daniel Thomas for 2 yards (tackle by Akeem Jordan),1.140,0.860
3,10:14,2,8,MIA 35,24,7,Matt Moore pass complete short right to Daniel Thomas for 7 yards (tackle by Trevor Laws),0.860,1.090
3,9:28,3,1,MIA 42,24,7,Lex Hilliard left guard for no gain (tackle by Cullen Jenkins),1.090,-0.590
3,8:47,4,1,MIA 42,24,7,Brandon Fields punts 54 yards,-0.590,0.380
3,8:37,1,10,PHI 4,24,7,LeSean McCoy up the middle for 1 yard (tackle by Karlos Dansby and Reshad Jones),-0.380,-0.710
3,7:59,2,9,PHI 5,24,7,Michael Vick pass incomplete short left intended for DeSean Jackson,-0.710,-1.300
3,7:54,3,9,PHI 5,24,7,Michael Vick pass incomplete short left intended for Jason Avant,-1.300,-2.490
3,7:48,4,9,PHI 5,24,7,Chas Henry punts 42 yards (tackle by Kurt Coleman),-2.490,-2.980
3,7:39,1,10,PHI 39,24,7,Reggie Bush left guard for 13 yards (tackle by Joselio Hanson),2.980,3.840
3,7:02,1,10,PHI 26,24,7,Reggie Bush left tackle for 16 yards (tackle by Joselio Hanson and Kurt Coleman),3.840,4.910
3,6:13,1,10,PHI 10,24,7,Reggie Bush left tackle for 8 yards (tackle by Casey Matthews),4.910,5.720
3,5:33,2,2,PHI 2,24,7,Matt Moore pass incomplete short left intended for Anthony Fasano,5.720,4.950
3,5:26,3,2,PHI 2,24,7,Daniel Thomas up the middle for -2 yards (tackle by Mike Patterson),4.950,3.030
3,4:57,4,4,PHI 4,24,10,"Dan Carpenter 22 yard field goal good. Penalty on King Dunlap: Unnecessary Roughness, 15 yards",3.030,3.000
3,,,,,24,10,"Dan Carpenter kicks off 50 yards, touchback",0.000,0.280
3,4:52,1,10,PHI 20,24,10,Michael Vick pass complete deep middle to Riley Cooper for 29 yards (tackle by Nolan Carroll),0.280,2.190
3,4:04,1,10,PHI 49,24,10,LeSean McCoy right end for 4 yards (tackle by Yeremiah Bell),2.190,2.190
3,3:41,2,6,MIA 47,24,10,Michael Vick pass complete short left to LeSean McCoy for 1 yard (tackle by Koa Misi),2.190,1.620
3,3:00,3,5,MIA 46,24,10,Michael Vick pass incomplete deep left intended for Jason Avant,1.620,0.200
3,2:53,4,5,MIA 46,24,10,"Chas Henry punts 33 yards, fair catch by Davone Bess",0.200,0.320
3,2:44,1,10,MIA 13,24,10,"Reggie Bush right tackle for 8 yards (tackle by Nate Allen). Penalty on Mike Pouncey: Offensive Holding, 7 yards (no play)",-0.320,-0.650
3,2:29,1,17,MIA 6,24,10,Reggie Bush left tackle for 10 yards (tackle by Joselio Hanson),-0.650,-0.440
3,1:52,2,7,MIA 16,24,10,Matt Moore pass incomplete short right intended for Brandon Marshall,-0.440,-1.060
3,1:47,3,7,MIA 16,24,10,J.P. Losman pass complete short left to Anthony Fasano for 10 yards (tackle by Dominique Rodgers-Cromartie),-1.060,0.670
3,1:04,1,10,MIA 26,24,10,Reggie Bush left guard for 12 yards (tackle by Brian Rolle),0.670,1.470
3,0:20,1,10,MIA 38,24,10,Reggie Bush up the middle for 8 yards (tackle by Kurt Coleman),1.470,2.000
Quarter,Time,Down,ToGo,Location,PHI,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,MIA 46,24,10,J.P. Losman pass incomplete short left intended for Anthony Fasano (defended by Darryl Tapp),2.000,1.290
4,14:57,3,2,MIA 46,24,10,J.P. Losman pass complete short right to Brandon Marshall for 1 yard (tackle by Dominique Rodgers-Cromartie),1.290,-0.260
4,14:28,4,1,MIA 47,24,10,"J.P. Losman for no gain. J.P. Losman fumbles, recovered by J.P. Losman at MIA-47",-0.260,-2.460
,,,,,,,"PHI challenged the first down ruling, and the original play was overturned.",,
4,14:26,1,10,MIA 47,24,10,Michael Vick left end for 4 yards (tackle by Chris Clemons and Cameron Wake),2.460,2.450
4,13:48,2,6,MIA 43,24,10,LeSean McCoy left tackle for -5 yards (tackle by Karlos Dansby),2.450,1.090
4,13:05,3,11,MIA 48,24,10,Michael Vick pass incomplete short left intended for Riley Cooper (defended by Phillip Merling),1.090,0.070
4,13:00,4,11,MIA 48,24,10,"Chas Henry punts 48 yards, touchback",0.070,-0.280
4,12:50,1,10,MIA 20,24,10,J.P. Losman sacked by Trent Cole for -7 yards,0.280,-1.280
4,12:19,2,17,MIA 13,24,10,J.P. Losman pass complete short right to Reggie Bush for -9 yards (tackle by Nnamdi Asomugha),-1.280,-3.290
4,11:29,3,26,MIA 4,24,10,J.P. Losman pass complete short left to Reggie Bush for 9 yards (tackle by Dominique Rodgers-Cromartie),-3.290,-2.490
4,10:50,4,17,MIA 13,24,10,"Brandon Fields punts 56 yards, returned by DeSean Jackson for 1 yard (tackle by Tyrone Culver)",-2.490,-1.070
4,10:35,1,10,PHI 32,24,10,"LeSean McCoy left tackle for -4 yards (tackle by Paul Soliai and Kevin Burnett). Penalty on Paul Soliai: Unnecessary Roughness, 15 yards",1.070,1.800
4,10:08,1,10,PHI 43,24,10,Michael Vick pass incomplete short left intended for DeSean Jackson,1.800,1.250
4,10:02,2,10,PHI 43,24,10,LeSean McCoy left guard for -1 yards (tackle by Kevin Burnett),1.250,0.430
4,9:23,3,11,PHI 42,24,10,Michael Vick pass incomplete short middle intended for Riley Cooper,0.430,-0.590
4,9:16,4,11,PHI 42,24,10,"Chas Henry punts 50 yards, fair catch by Davone Bess",-0.590,0.380
4,9:07,1,10,MIA 8,26,10,"J.P. Losman sacked by Phillip Hunt for -8 yards, safety. Penalty on Nate Garner: Face Mask (15 Yards), 10 yards",-0.380,-2.000
4,,,,MIA 10,26,10,"Brandon Fields kicks off 71 yards, returned by DeSean Jackson for 7 yards (tackle by Julius Pruitt)",0.000,0.670
4,8:56,1,10,PHI 26,26,10,LeSean McCoy left guard for no gain (tackle by Phillip Merling),0.670,0.130
4,8:13,2,10,PHI 26,26,10,LeSean McCoy right guard for -1 yards (tackle by Randy Starks),0.130,-0.690
4,7:30,3,11,PHI 25,26,10,Michael Vick pass complete short left to DeSean Jackson for 4 yards (tackle by Tony McDaniel),-0.690,-1.440
4,7:17,,,,26,10,Timeout #1 by Miami Dolphins,0.000,-1.440
4,7:17,4,7,PHI 29,26,10,Chas Henry punts 58 yards,-1.440,0.320
4,7:04,1,10,MIA 13,26,10,Reggie Bush left guard for 8 yards (tackle by Casey Matthews),-0.320,0.350
4,6:40,2,2,MIA 21,26,10,"J.P. Losman sacked by Trent Cole for -5 yards. Penalty on Trent Cole: Personal Foul, 15 yards",0.350,1.000
4,6:26,1,10,MIA 31,26,10,Daniel Thomas left tackle for -2 yards (tackle by Derek Landri),1.000,0.190
4,5:56,2,12,MIA 29,26,10,J.P. Losman left end for 1 yard (tackle by Keenan Clayton),0.190,-0.360
4,5:22,3,11,MIA 30,26,10,J.P. Losman pass complete deep middle to Anthony Fasano for 25 yards (tackle by Keenan Clayton),-0.360,2.590
4,4:51,1,10,PHI 45,26,10,"J.P. Losman pass complete short left to Brian Hartline for 24 yards (tackle by Nnamdi Asomugha and Nate Allen). Penalty on Joselio Hanson: Roughing the Passer, 10 yards",2.590,4.840
4,4:40,1,10,PHI 11,26,10,J.P. Losman pass incomplete short right intended for Davone Bess,4.840,4.140
4,4:35,2,10,PHI 11,26,10,"J.P. Losman pass incomplete short left intended for Anthony Fasano. Penalty on Nate Garner: Offensive Holding, 9 yards (no play)",4.140,3.070
4,4:30,2,19,PHI 20,26,10,J.P. Losman pass incomplete deep left intended for Brandon Marshall (defended by Nate Allen),3.070,2.410
4,4:22,3,19,PHI 20,26,10,J.P. Losman pass incomplete deep middle intended for Anthony Fasano,2.410,2.120
4,4:17,,,,26,10,Timeout #1 by Philadelphia Eagles,0.000,2.120
4,4:17,4,19,PHI 20,26,10,J.P. Losman sacked by Jason Babin for -10 yards,2.120,-0.940
4,4:09,1,10,PHI 30,26,10,LeSean McCoy left tackle for 7 yards (tackle by Kevin Burnett),0.940,1.340
4,3:23,2,3,PHI 37,26,10,LeSean McCoy right tackle for 2 yards (tackle by Karlos Dansby),1.340,0.890
4,2:41,3,1,PHI 39,26,10,LeSean McCoy left end for 5 yards (tackle by Sean Smith),0.890,1.860
4,2:31,,,,26,10,Timeout #2 by Miami Dolphins,0.000,1.860
4,2:31,1,10,PHI 44,26,10,LeSean McCoy right tackle for -2 yards (tackle by Cameron Wake),1.860,1.050
4,2:24,,,,26,10,Timeout #3 by Miami Dolphins,0.000,1.050
4,2:24,2,12,PHI 42,26,10,"Penalty on MIA: Unsportsmanlike Conduct, 15 yards (no play)",1.050,2.720
4,2:24,1,10,MIA 43,26,10,LeSean McCoy left tackle for -6 yards (tackle by Cameron Wake),2.720,1.370
4,2:00,2,16,MIA 49,26,10,Ronnie Brown right end for 4 yards (tackle by Kevin Burnett),1.370,1.220
4,1:17,3,12,MIA 45,26,10,Ronnie Brown left end for no gain (tackle by Koa Misi). Penalty on PHI: Offensive Holding (Declined),1.220,0.270
4,1:08,4,12,MIA 45,26,10,"Chas Henry punts 45 yards, touchback",0.270,-0.280
4,1:01,1,10,MIA 20,26,10,J.P. Losman sacked by Trent Cole for -8 yards,0.280,-1.360
4,0:18,2,18,MIA 12,26,10,Reggie Bush right guard for 10 yards (tackle by Kurt Coleman),-1.360,-0.690
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
