Quarter,Time,Down,ToGo,Location,KAN,TEN,Detail,EPB,EPA
2,3:48,1,10,TEN 47,7,14,Billy Volek pass complete to Drew Bennett for 33 yards (tackle by William Bartee),2.060,4.240
2,3:06,1,10,KAN 20,7,14,Billy Volek pass incomplete intended for Drew Bennett (defended by William Bartee),4.240,3.690
2,3:01,,,,7,14,Timeout #1 by Tennessee Titans,0.000,3.690
2,3:01,2,10,KAN 20,7,14,Billy Volek sacked by John Browning for -12 yards,3.690,1.420
2,2:24,3,22,KAN 32,7,14,Billy Volek pass incomplete intended for Eddie Berlin,1.420,1.240
2,2:21,4,22,KAN 32,7,14,Gary Anderson 50 yard field goal no good,1.240,-1.600
2,2:17,1,10,KAN 40,7,14,Trent Green pass complete to Derrick Blaylock for 7 yards (tackle by Brad Kassell),1.600,2.000
2,2:00,2,3,KAN 47,7,14,Trent Green pass incomplete intended for Johnnie Morton,2.000,1.290
2,1:56,3,3,KAN 47,7,14,Derrick Blaylock up the middle for 8 yards (tackle by Michael Waddell),1.290,2.590
2,1:49,,,,7,14,Timeout #1 by Kansas City Chiefs,0.000,2.590
2,1:49,1,10,TEN 45,7,14,Trent Green pass incomplete intended for Derrick Blaylock,2.590,2.040
2,1:45,2,10,TEN 45,7,14,Trent Green pass complete to Derrick Blaylock for 15 yards (tackle by Brad Kassell),2.040,3.580
2,1:23,1,10,TEN 30,13,14,"Trent Green pass complete to Johnnie Morton for 30 yards, touchdown",3.580,7.000
2,,,,TEN 2,14,14,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,14,14,"Lawrence Tynes kicks off 52 yards, returned by Jason McAddley for 12 yards (tackle by Scott Connot). Penalty on Justin Ena: Offensive Holding, 10 yards",0.000,0.280
2,1:08,1,10,TEN 20,14,14,Antowain Smith up the middle for 7 yards (tackle by Quinton Caver and Shaunard Harts),0.280,0.680
2,0:39,2,3,TEN 27,14,14,Billy Volek pass complete to Erron Kinney for 8 yards (tackle by Scott Fujita),0.680,1.270
2,0:32,,,,14,14,Timeout #2 by Tennessee Titans,0.000,1.270
2,0:32,1,10,TEN 35,14,14,Billy Volek pass complete to Antowain Smith for 7 yards (tackle by Scott Fujita),1.270,1.670
2,0:22,,,,14,14,Timeout #3 by Tennessee Titans,0.000,1.670
2,0:22,2,3,TEN 42,14,14,Billy Volek pass complete to Jason McAddley for 36 yards (tackle by Eric Warfield),1.670,4.110
2,0:15,1,10,KAN 22,14,20,"Billy Volek pass complete to Drew Bennett for 22 yards, touchdown",4.110,7.000
2,,,,KAN 2,14,21,Gary Anderson kicks extra point good,0.000,0.000
2,,,,TEN 30,14,21,"Craig Hentrich kicks off 43 yards, returned by Chris Horn for 17 yards (tackle by Darrell Hill). Penalty on Rich Scanlon: Offensive Holding, 10 yards",0.000,1.200
2,0:01,1,10,KAN 34,14,21,Trent Green kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,KAN,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,14,21,"Craig Hentrich kicks off 46 yards, returned by Dante Hall for 20 yards (tackle by Robert Reynolds)",0.000,1.860
3,14:53,1,10,KAN 44,14,21,Derrick Blaylock left tackle for 1 yard (tackle by Justin Ena and Keith Bulluck),1.860,1.450
3,14:27,2,9,KAN 45,14,21,Derrick Blaylock left guard for 17 yards (tackle by Donnie Nickey),1.450,3.050
3,13:52,1,10,TEN 38,14,21,Derrick Blaylock left tackle for 1 yard (tackle by Brad Kassell and Keith Bulluck),3.050,2.640
3,13:15,2,9,TEN 37,14,21,"Trent Green pass incomplete intended for Tony Gonzalez. Penalty on Travis LaBoy: Roughing the Passer, 15 yards (no play)",2.640,4.110
3,13:10,1,10,TEN 22,14,21,Derrick Blaylock left end for 7 yards (tackle by Donnie Nickey),4.110,4.650
3,12:44,2,3,TEN 15,14,21,Derrick Blaylock left guard for 2 yards (tackle by Keith Bulluck),4.650,4.390
3,12:06,3,1,TEN 13,14,21,Trent Green pass complete to Tony Gonzalez for 12 yards (tackle by Lamont Thompson),4.390,6.970
,,,,,,,"TEN challenged the ruling, and the original play was overturned.",,
3,11:51,1,1,TEN 1,14,21,Derrick Blaylock left tackle for -2 yards (tackle by Ken Amato and Brad Kassell),6.970,5.530
3,11:11,2,3,TEN 3,14,21,Derrick Blaylock left end for 2 yards (tackle by Brad Kassell and Keith Bulluck),5.530,5.170
3,10:38,3,1,TEN 1,20,21,"Derrick Blaylock left guard for 1 yard, touchdown",5.170,7.000
3,,,,TEN 2,21,21,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,KAN 30,21,21,"Lawrence Tynes kicks off 68 yards, returned by Jason McAddley for 23 yards (tackle by Willie Pile)",0.000,0.610
3,10:19,1,10,TEN 25,21,21,Billy Volek pass complete to Shad Meier for 29 yards (tackle by Eric Warfield),0.610,2.520
3,9:39,1,10,KAN 46,21,21,Antowain Smith right tackle for 8 yards (tackle by Willie Pile),2.520,3.060
3,9:02,2,2,KAN 38,21,21,"Penalty on Fred Miller: False Start, 5 yards (no play)",3.060,2.380
3,8:37,2,7,KAN 43,21,21,Billy Volek pass incomplete intended for Derrick Mason,2.380,1.680
3,8:32,,,,21,21,Timeout #1 by Tennessee Titans,0.000,1.680
3,8:32,3,7,KAN 43,21,21,Billy Volek pass complete to Drew Bennett for 13 yards (tackle by Dexter McCleon). Penalty on William Bartee: Illegal Contact (Declined),1.680,3.580
3,8:05,1,10,KAN 30,21,21,Antowain Smith right tackle for 1 yard (tackle by Willie Pile and Kawika Mitchell),3.580,3.170
3,7:31,2,9,KAN 29,21,21,"Billy Volek pass incomplete intended for Derrick Mason. Penalty on William Bartee: Defensive Pass Interference, 27 yards (no play)",3.170,6.740
3,7:31,1,2,KAN 2,21,21,"Penalty on TEN: Illegal Substitution, 5 yards (no play)",6.740,5.600
3,7:27,1,7,KAN 7,21,27,"Billy Volek pass complete to Drew Bennett for 7 yards, touchdown",5.600,7.000
3,,,,KAN 2,21,28,Gary Anderson kicks extra point good,0.000,0.000
3,,,,TEN 30,21,28,"Craig Hentrich kicks off 39 yards, returned by Dante Hall for 8 yards (tackle by Rich Gardner)",0.000,1.530
3,7:18,1,10,KAN 39,21,28,Trent Green pass complete to Johnnie Morton for 15 yards (tackle by Michael Waddell),1.530,2.520
3,6:40,1,10,TEN 46,27,28,"Larry Johnson right end for 46 yards, touchdown",2.520,7.000
3,,,,TEN 2,28,28,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,KAN 30,28,28,"Lawrence Tynes kicks off 67 yards, returned by Jason McAddley for 27 yards (tackle by Chris Horn)",0.000,0.940
3,6:22,1,10,TEN 30,28,28,"Billy Volek sacked by Jared Allen for -7 yards. Penalty on William Bartee: Illegal Contact, 5 yards (no play)",0.940,1.270
3,5:58,1,10,TEN 35,28,28,Antowain Smith up the middle for 7 yards (tackle by Monty Beisel and Scott Fujita),1.270,1.670
3,5:20,2,3,TEN 42,28,28,Billy Volek pass complete to Troy Fleming for 2 yards (tackle by Dexter McCleon),1.670,1.220
3,4:54,3,1,TEN 44,28,28,Antowain Smith right tackle for 1 yard (tackle by Junior Siavii),1.220,1.930
3,4:34,1,10,TEN 45,28,28,Antowain Smith left tackle for 2 yards (tackle by Jared Allen and Eric Hicks),1.930,1.650
3,3:57,2,8,TEN 47,28,28,Billy Volek pass complete to Shad Meier for 5 yards (tackle by Scott Fujita),1.650,1.620
3,3:12,3,3,KAN 48,28,28,Billy Volek pass complete to Troy Fleming for 2 yards (tackle by Eric Warfield),1.620,0.200
3,2:31,4,1,KAN 46,28,28,Troy Fleming right end for 13 yards (tackle by Scott Fujita),0.200,3.380
3,1:49,1,10,KAN 33,28,28,Billy Volek pass incomplete intended for Drew Bennett (defended by Shaunard Harts),3.380,2.840
3,1:44,2,10,KAN 33,28,28,Antowain Smith up the middle for no gain (tackle by John Browning and Junior Siavii),2.840,2.150
3,0:51,3,10,KAN 33,28,28,Billy Volek pass incomplete intended for Eddie Berlin (defended by Eric Warfield),2.150,1.150
3,0:46,,,,28,28,Timeout #2 by Tennessee Titans,0.000,0.000
3,0:46,,,,28,28,Timeout #1 by Kansas City Chiefs,0.000,1.150
3,0:46,4,10,KAN 33,28,28,Craig Hentrich punts 14 yards,1.150,-0.150
3,0:33,1,10,KAN 19,28,28,Larry Johnson left end for 2 yards (tackle by Keith Bulluck),0.150,-0.060
3,0:07,2,8,KAN 21,28,28,Trent Green pass incomplete intended for Eddie Kennison,-0.060,-0.810
3,0:02,3,8,KAN 21,28,28,Trent Green pass incomplete intended for Tony Gonzalez,-0.810,-1.960
Quarter,Time,Down,ToGo,Location,KAN,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,8,KAN 21,28,28,"Stephen Cheek punts 44 yards, fair catch by Michael Waddell",-1.960,-1.270
4,14:53,1,10,TEN 35,28,28,Antowain Smith left end for 4 yards (tackle by Monty Beisel and Jared Allen),1.270,1.260
4,14:05,2,6,TEN 39,28,28,Robert Holcombe left end for 1 yard (tackle by Monty Beisel and Eric Hicks),1.260,0.700
4,13:28,3,5,TEN 40,28,28,Billy Volek pass complete to Derrick Mason for 6 yards (tackle by Eric Warfield),0.700,1.990
4,12:43,1,10,TEN 46,28,28,Robert Holcombe left tackle for no gain (tackle by Jared Allen and Monty Beisel),1.990,1.450
4,12:04,2,10,TEN 46,28,28,Billy Volek pass incomplete intended for Derrick Mason (defended by Dexter McCleon),1.450,0.760
4,11:58,3,10,TEN 46,28,28,Billy Volek pass complete to Drew Bennett for 6 yards (tackle by Scott Fujita),0.760,0.070
4,11:20,4,4,KAN 48,28,28,"Craig Hentrich punts 48 yards, touchback",0.070,-0.280
4,11:09,1,10,KAN 20,28,28,"Trent Green pass complete to Tony Gonzalez for 3 yards (tackle by Justin Ena). Penalty on Brad Kassell: Face Mask (15 Yards), 15 yards",0.280,1.470
4,10:47,1,10,KAN 38,28,28,Derrick Blaylock up the middle for 3 yards (tackle by Brad Kassell),1.470,1.330
4,10:11,2,7,KAN 41,28,28,Derrick Blaylock left end for 3 yards (tackle by Brad Kassell),1.330,1.020
4,9:30,3,4,KAN 44,28,28,Trent Green pass incomplete intended for Jason Dunn,1.020,-0.460
4,9:26,4,4,KAN 44,28,28,Stephen Cheek punts 33 yards,-0.460,-0.480
4,9:20,1,10,TEN 23,28,28,Antowain Smith right tackle for -3 yards (tackle by Lional Dalton and Quinton Caver),0.480,-0.470
4,8:34,2,13,TEN 20,28,28,Billy Volek left tackle for 10 yards (tackle by Quinton Caver),-0.470,0.170
4,7:52,3,3,TEN 30,28,28,Billy Volek pass incomplete intended for Drew Bennett,0.170,-1.370
4,7:46,4,3,TEN 30,28,28,"Craig Hentrich punts 55 yards, returned by Dante Hall for 4 yards (tackle by Scott McGarrahan)",-1.370,-0.150
4,7:35,1,10,KAN 19,28,28,Trent Green pass complete to Tony Gonzalez for 27 yards (tackle by Lamont Thompson),0.150,1.990
4,6:56,1,10,KAN 46,28,28,Larry Johnson up the middle for 2 yards (tackle by Brad Kassell),1.990,1.720
4,6:18,2,8,KAN 48,28,28,Trent Green pass complete to Tony Gonzalez for 3 yards (tackle by Keith Bulluck),1.720,1.420
4,5:37,3,5,TEN 49,28,28,Trent Green pass complete to Tony Gonzalez for 8 yards (tackle by Lamont Thompson),1.420,2.850
4,5:01,1,10,TEN 41,28,28,Trent Green pass incomplete intended for Tony Gonzalez,2.850,2.310
4,4:56,2,10,TEN 41,34,28,"Larry Johnson up the middle for 41 yards, touchdown",2.310,7.000
4,,,,TEN 2,35,28,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,35,28,"Lawrence Tynes kicks off 52 yards, returned by Jason McAddley for 16 yards (tackle by Rich Scanlon)",0.000,1.200
4,4:44,1,10,TEN 34,35,28,Billy Volek pass incomplete intended for Troy Fleming,1.200,0.660
4,4:39,2,10,TEN 34,35,28,Billy Volek pass complete to Drew Bennett for 15 yards (tackle by Eric Warfield),0.660,2.190
4,4:33,1,10,TEN 49,35,28,Billy Volek sacked by Lional Dalton for -7 yards,2.190,0.700
4,4:03,2,17,TEN 42,35,28,Billy Volek pass complete to Ben Troupe for 16 yards (tackle by Willie Pile),0.700,2.150
4,3:37,3,1,KAN 42,35,28,"Billy Volek pass incomplete intended for Robert Holcombe. Penalty on Eric Hicks: Defensive Holding, 5 yards (no play)",2.150,3.120
4,3:32,1,10,KAN 37,35,28,Billy Volek sacked by Monty Beisel for -6 yards. Penalty on Antowain Smith: Offensive Holding (Declined),3.120,1.760
4,3:28,2,16,KAN 43,35,28,Billy Volek pass complete to Antowain Smith for 31 yards (tackle by Shaunard Harts),1.760,4.780
4,2:39,1,10,KAN 12,35,28,Billy Volek pass incomplete intended for Drew Bennett (defended by Eric Warfield),4.780,4.100
4,2:35,2,10,KAN 12,35,28,Billy Volek pass complete to Shad Meier for 8 yards (tackle by Scott Fujita),4.100,4.840
4,2:30,3,2,KAN 4,35,34,"Billy Volek pass complete to Derrick Mason for 4 yards, touchdown",4.840,7.000
4,,,,KAN 2,35,35,Gary Anderson kicks extra point good,0.000,0.000
4,,,,TEN 30,35,35,"Craig Hentrich kicks off 69 yards, returned by Dante Hall for 22 yards (tackle by Scott McGarrahan)",0.000,0.480
4,2:19,1,10,KAN 23,35,35,Trent Green pass incomplete intended for Johnnie Morton,0.480,-0.070
4,2:14,2,10,KAN 23,35,35,"Trent Green for no gain. Trent Green fumbles, recovered by Randy Starks at KAN-17",-0.070,-4.440
4,2:05,1,10,KAN 17,35,35,Robert Holcombe left tackle for 2 yards (tackle by John Browning),4.440,4.150
4,2:00,2,8,KAN 15,35,35,Robert Holcombe right end for 1 yard (tackle by Kawika Mitchell and Scott Fujita),4.150,3.500
4,1:54,,,,35,35,Timeout #2 by Kansas City Chiefs,0.000,3.500
4,1:54,3,7,KAN 14,35,35,"Robert Holcombe left guard for 5 yards (tackle by Dexter McCleon and Shaunard Harts). Penalty on Kawika Mitchell: Defensive Offside, 5 yards (no play)",3.500,4.570
4,1:49,3,2,KAN 9,35,35,Robert Holcombe left tackle for no gain (tackle by Lional Dalton and Shaunard Harts),4.570,2.950
4,1:43,,,,35,35,Timeout #3 by Kansas City Chiefs,0.000,2.950
4,1:43,4,2,KAN 9,35,38,Gary Anderson 27 yard field goal good,2.950,3.000
4,,,,TEN 30,35,38,"Craig Hentrich kicks off 67 yards, returned by Dante Hall for 33 yards (tackle by Rich Gardner)",0.000,1.330
4,1:31,1,10,KAN 36,35,38,Trent Green pass incomplete intended for Tony Gonzalez (defended by Keith Bulluck),1.330,0.790
4,1:26,2,10,KAN 36,35,38,"Trent Green pass complete to Tony Gonzalez for 5 yards (tackle by Scott McGarrahan). Penalty on Scott McGarrahan: Illegal Contact, 5 yards (no play)",0.790,1.660
4,1:20,1,10,KAN 41,35,38,Trent Green pass complete to Larry Johnson for 7 yards (tackle by Keith Bulluck),1.660,2.070
4,1:02,2,3,KAN 48,35,38,Trent Green pass incomplete intended for Tony Gonzalez,2.070,1.360
4,0:59,3,3,KAN 48,35,38,"Trent Green sacked by Randy Starks for 0 yards. Penalty on Carlos Hall: Defensive Offside, 4 yards (no play)",1.360,2.390
4,0:53,1,10,TEN 48,35,38,Trent Green pass complete to Chris Horn for 17 yards,2.390,3.510
4,0:48,1,10,TEN 31,35,38,Trent Green pass incomplete intended for Johnnie Morton,3.510,2.970
4,0:45,2,10,TEN 31,35,38,"Trent Green pass complete to Larry Johnson for 12 yards (tackle by Brad Kassell). Penalty on Travis LaBoy: Roughing the Passer, 10 yards, Penalty on Lamont Thompson: Illegal Contact (Declined)",2.970,5.140
4,0:37,1,9,TEN 9,41,38,"Trent Green pass complete to Eddie Kennison for 9 yards, touchdown",5.140,7.000
4,,,,TEN 2,42,38,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,42,38,"Lawrence Tynes kicks off 61 yards, returned by Jason McAddley for 22 yards (tackle by Keyaron Fox)",0.000,1.000
4,0:24,1,10,TEN 31,42,38,Billy Volek pass incomplete intended for Derrick Mason (defended by Benny Sapp),1.000,0.460
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,0:19,2,10,TEN 31,48,38,"Billy Volek pass complete to Shad Meier for 8 yards. Shad Meier fumbles, recovered by Kawika Mitchell at TEN-39 and returned for 39 yards, touchdown",0.460,-7.000
4,,,,TEN 2,49,38,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,49,38,"Lawrence Tynes kicks off 50 yards, returned by Jason McAddley for -1 yards. Jason McAddley fumbles, recovered by Gary Stills at TEN-24 (tackle by Ken Amato). Penalty on Jason McAddley: Illegal Forward Pass (Declined)",0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
