Quarter,Time,Down,ToGo,Location,MIA,SDG,Detail,EPB,EPA
2,5:21,1,10,SDG 32,0,7,Gus Frerotte pass complete to Marty Booker for 13 yards (tackle by Quentin Jammer and Donnie Edwards),3.450,4.310
2,4:44,1,10,SDG 19,0,7,Gus Frerotte pass complete to Chris Chambers for 3 yards (tackle by Shawne Merriman and Terrence Kiel),4.310,4.180
2,4:22,2,7,SDG 16,0,7,Ronnie Brown right tackle for 5 yards (tackle by Luis Castillo and Terrence Kiel),4.180,4.430
2,3:46,3,2,SDG 11,0,7,Gus Frerotte pass incomplete intended for Lorenzo Diamond (defended by Terrence Kiel),4.430,2.820
2,3:43,4,2,SDG 11,3,7,Olindo Mare 29 yard field goal good,2.820,3.000
2,,,,MIA 30,3,7,"Olindo Mare kicks off 71 yards, returned by Darren Sproles for 21 yards (tackle by David Bowens)",0.000,0.280
2,3:34,1,10,SDG 20,3,7,LaDainian Tomlinson right end for 13 yards (tackle by Travares Tillman),0.280,1.140
2,2:59,1,10,SDG 33,3,7,Drew Brees pass complete to Reche Caldwell for 8 yards (tackle by Travis Daniels),1.140,1.670
2,2:27,2,2,SDG 41,3,7,LaDainian Tomlinson left end for 10 yards (tackle by Travares Tillman),1.670,2.320
2,2:00,1,10,MIA 49,3,7,Drew Brees pass complete to Antonio Gates for 24 yards (tackle by Lance Schulters),2.320,3.910
2,1:44,,,,3,7,Timeout #2 by San Diego Chargers,0.000,3.910
2,1:44,1,10,MIA 25,3,7,Drew Brees pass incomplete intended for Justin Peelle,3.910,3.360
2,1:36,2,10,MIA 25,3,7,Drew Brees pass complete to Lorenzo Neal for 2 yards (tackle by Zach Thomas),3.360,2.940
2,0:56,3,8,MIA 23,3,7,Drew Brees sacked by David Bowens for -12 yards,2.940,0.970
2,0:46,,,,3,7,Timeout #1 by Miami Dolphins,0.000,0.970
2,0:46,4,20,MIA 35,3,7,"Mike Scifres punts 24 yards, fair catch by Wes Welker",0.970,0.370
2,0:39,1,10,MIA 11,3,7,"Ronnie Brown right end for no gain (tackle by Randall Godfrey and Luis Castillo). Penalty on Seth McKinney: Offensive Holding, 5 yards (no play)",-0.370,-0.570
2,0:35,1,15,MIA 6,3,7,Gus Frerotte kneels for -1 yards,-0.570,-1.220
Quarter,Time,Down,ToGo,Location,MIA,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,3,7,"Nate Kaeding kicks off 64 yards, returned by Wes Welker for 21 yards (tackle by Stephen Cooper)",0.000,0.740
3,14:53,1,10,MIA 27,3,7,Gus Frerotte pass complete to Randy McMichael for 8 yards (tackle by Luis Castillo and Randall Godfrey),0.740,1.280
3,14:11,2,2,MIA 35,3,7,Ricky Williams left guard for 1 yard (tackle by Igor Olshansky and Jamal Williams),1.280,0.700
3,13:27,3,1,MIA 36,3,7,Gus Frerotte pass complete to Chris Chambers for 5 yards (tackle by Quentin Jammer),0.700,1.660
3,13:08,1,10,MIA 41,3,7,Gus Frerotte pass complete to Chris Chambers for 34 yards (tackle by Drayton Florence),1.660,3.910
3,12:36,1,10,SDG 25,3,7,Gus Frerotte pass incomplete intended for Marty Booker (defended by Quentin Jammer),3.910,3.360
3,12:31,2,10,SDG 25,3,7,Ricky Williams left guard for 5 yards (tackle by Jamal Williams and Donnie Edwards),3.360,3.340
3,11:52,3,5,SDG 20,3,7,Gus Frerotte pass incomplete intended for Randy McMichael (defended by Drayton Florence),3.340,2.170
3,11:47,4,5,SDG 20,6,7,Olindo Mare 39 yard field goal good,2.170,3.000
3,,,,MIA 30,6,7,"Olindo Mare kicks off 73 yards, returned by Darren Sproles for 16 yards (tackle by Sammy Morris). Darren Sproles fumbles (forced by Sammy Morris), recovered by Olindo Mare at SDG-24 (tackle by Stephen Cooper)",0.000,-3.970
3,11:36,1,10,SDG 24,6,7,Gus Frerotte pass complete to Marty Booker for 9 yards (tackle by Drayton Florence),3.970,4.850
3,11:05,2,1,SDG 15,6,7,Ricky Williams up the middle for 7 yards (tackle by Terrence Kiel),4.850,5.370
3,10:39,1,8,SDG 8,12,7,"Gus Frerotte pass complete to Chris Chambers for 8 yards, touchdown",5.370,7.000
3,,,,SDG 2,13,7,Olindo Mare kicks extra point good,0.000,0.000
3,,,,MIA 30,13,7,"Olindo Mare kicks off 68 yards, returned by Darren Sproles for 26 yards (tackle by Sammy Morris)",0.000,0.810
3,10:29,1,10,SDG 28,13,7,LaDainian Tomlinson up the middle for 5 yards (tackle by Donnie Spragan and Channing Crowder),0.810,0.940
3,9:55,2,5,SDG 33,13,7,LaDainian Tomlinson right end for 1 yard (tackle by Jeff Zgonina),0.940,0.370
3,9:10,3,4,SDG 34,13,7,LaDainian Tomlinson left tackle for 16 yards (tackle by Zach Thomas and Travares Tillman),0.370,2.260
3,8:22,1,10,SDG 50,13,7,Michael Turner left tackle for 4 yards (tackle by Jason Taylor),2.260,2.250
3,7:38,2,6,MIA 46,13,7,"Drew Brees pass complete to Lorenzo Neal for no gain. Penalty on SDG: Illegal Formation, 5 yards (no play)",2.250,1.580
3,7:07,2,11,SDG 49,13,7,Drew Brees pass complete to Antonio Gates for 6 yards (tackle by Zach Thomas),1.580,1.690
3,6:29,3,5,MIA 45,13,7,Drew Brees pass incomplete intended for Reche Caldwell,1.690,0.270
3,6:24,4,5,MIA 45,13,7,"Mike Scifres punts 32 yards, fair catch by Wes Welker",0.270,0.320
3,6:17,1,10,MIA 13,13,7,"Gus Frerotte pass incomplete intended for Ronnie Brown. Penalty on Quentin Jammer: Illegal Contact, 6 yards (no play)",-0.320,0.150
3,6:11,1,10,MIA 19,13,7,Ronnie Brown left guard for 4 yards (tackle by Jamal Williams and Randall Godfrey),0.150,0.210
3,5:38,2,6,MIA 23,13,7,Ronnie Brown right end for 9 yards (tackle by Terrence Kiel),0.210,1.070
3,5:16,1,10,MIA 32,13,7,Gus Frerotte for 14 yards (tackle by Randall Godfrey),1.070,1.990
3,4:37,1,10,MIA 46,13,7,Gus Frerotte pass complete to Chris Chambers for 15 yards (tackle by Terrence Kiel),1.990,2.980
3,4:02,1,10,SDG 39,13,7,Ronnie Brown right guard for 4 yards (tackle by Stephen Cooper),2.980,2.980
3,3:33,2,6,SDG 35,19,7,"Gus Frerotte pass complete to Chris Chambers for 35 yards, touchdown",2.980,7.000
3,,,,SDG 2,20,7,Olindo Mare kicks extra point good,0.000,0.000
3,,,,MIA 30,20,7,"Olindo Mare kicks off 65 yards, returned by Darren Sproles for 22 yards (tackle by Yeremiah Bell)",0.000,0.740
3,3:20,1,10,SDG 27,20,7,Drew Brees pass complete to Antonio Gates for 10 yards (tackle by Donnie Spragan and Zach Thomas),0.740,1.400
3,2:56,1,10,SDG 37,20,7,LaDainian Tomlinson right tackle for 4 yards (tackle by Matt Roth),1.400,1.400
3,2:18,2,6,SDG 41,20,7,Drew Brees pass complete to Antonio Gates for 14 yards (tackle by Channing Crowder),1.400,2.590
3,1:34,1,10,MIA 45,20,7,"Drew Brees pass complete to Lorenzo Neal for 7 yards (tackle by Channing Crowder). Penalty on Sam Madison: Defensive Holding, 5 yards (no play)",2.590,2.920
3,1:08,1,10,MIA 40,20,7,Drew Brees pass complete to Eric Parker for 5 yards (tackle by Sam Madison),2.920,3.050
3,0:31,2,5,MIA 35,20,7,LaDainian Tomlinson left end for -2 yards (tackle by Sam Madison),3.050,2.080
Quarter,Time,Down,ToGo,Location,MIA,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,MIA 37,20,7,Drew Brees pass complete to Keenan McCardell for 9 yards (tackle by Kiwaukee Thomas),2.080,3.710
4,14:34,1,10,MIA 28,20,7,Drew Brees pass complete to Reche Caldwell for 5 yards (tackle by Channing Crowder),3.710,3.840
4,13:56,2,5,MIA 23,20,7,LaDainian Tomlinson right guard for 7 yards (tackle by Zach Thomas),3.840,4.510
4,13:21,1,10,MIA 16,20,7,Drew Brees pass complete to Lorenzo Neal for 7 yards (tackle by Lance Schulters),4.510,5.160
4,12:44,2,3,MIA 9,20,7,LaDainian Tomlinson right tackle for 4 yards (tackle by Donnie Spragan),5.160,6.060
4,12:04,1,5,MIA 5,20,7,LaDainian Tomlinson left end for no gain (tackle by Jason Taylor),6.060,5.150
4,11:24,2,5,MIA 5,20,7,LaDainian Tomlinson left end for 1 yard (tackle by Sam Madison),5.150,4.490
4,10:39,3,4,MIA 4,20,13,"Drew Brees up the middle for 4 yards, touchdown",4.490,7.000
4,,,,MIA 2,20,14,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,20,14,"Nate Kaeding kicks off 62 yards, returned by Wes Welker for 26 yards (tackle by Stephen Cooper)",0.000,1.200
4,10:28,1,10,MIA 34,20,14,Gus Frerotte pass incomplete intended for Ronnie Brown,1.200,0.660
4,10:21,2,10,MIA 34,20,14,Ronnie Brown up the middle for 1 yard (tackle by Donnie Edwards),0.660,0.100
4,9:37,3,9,MIA 35,20,14,Gus Frerotte pass complete to Marty Booker for 56 yards (tackle by Quentin Jammer),0.100,5.140
4,9:16,1,9,SDG 9,20,14,Ronnie Brown right tackle for 4 yards (tackle by Randall Godfrey),5.140,5.150
4,8:39,2,5,SDG 5,20,14,Ronnie Brown up the middle for 4 yards (tackle by Shaun Phillips and Scott McGarrahan),5.150,5.170
4,8:05,3,1,SDG 1,20,14,"Ronnie Brown up the middle for -1 yards. Ronnie Brown fumbles, recovered by Clinton Hart at SDG-2 (tackle by Lorenzo Diamond)",5.170,0.380
,,,,,,,"MIA challenged the ruling, and the play was upheld.",,
4,7:55,1,10,SDG 1,20,14,Drew Brees pass incomplete intended for Antonio Gates,-0.380,-0.780
4,7:49,2,10,SDG 1,20,14,"Drew Brees pass incomplete intended for Eric Parker. Penalty on Travis Daniels: Defensive Pass Interfere, 2 yards (no play)",-0.780,-0.380
4,7:44,1,10,SDG 3,20,14,Lorenzo Neal up the middle for 5 yards (tackle by Channing Crowder and Kevin Carter),-0.380,-0.420
4,7:03,2,5,SDG 8,20,14,Drew Brees pass incomplete intended for Antonio Gates (defended by Travis Daniels),-0.420,-0.840
4,6:57,3,5,SDG 8,20,14,Drew Brees pass complete to Antonio Gates for 7 yards (tackle by Yeremiah Bell),-0.840,-0.220
4,6:20,1,10,SDG 15,20,14,Drew Brees sacked by Vonnie Holliday for -9 yards,-0.220,-1.440
4,5:44,2,19,SDG 6,20,14,LaDainian Tomlinson left end for 2 yards (tackle by Channing Crowder and Sam Madison),-1.440,-2.240
4,4:59,3,17,SDG 8,20,14,Drew Brees pass complete to Eric Parker for 16 yards (tackle by Lance Schulters),-2.240,-1.770
,,,,,,,"MIA challenged the ruling, and the original play was overturned.",,
4,4:20,4,1,SDG 24,20,14,Lorenzo Neal up the middle for 1 yard (tackle by Kevin Carter),-1.770,0.610
4,3:54,1,10,SDG 25,20,14,Drew Brees up the middle for 5 yards (tackle by Sam Madison),0.610,0.740
4,3:15,2,5,SDG 30,20,14,Drew Brees pass incomplete intended for Keenan McCardell,0.740,0.040
4,3:12,3,5,SDG 30,20,14,Drew Brees pass complete to Antonio Gates for 6 yards (tackle by Lance Schulters),0.040,1.330
4,2:37,1,10,SDG 36,20,14,"Drew Brees sacked by Yeremiah Bell for -13 yards. Drew Brees fumbles (forced by Yeremiah Bell), recovered by Kevin Carter at SDG-23 (tackle by Nick Hardwick)",1.330,-4.040
,,,,,,,"SDG challenged the ruling, and the play was upheld.",,
4,2:31,1,10,SDG 23,20,14,Ricky Williams right end for 3 yards (tackle by Randall Godfrey),4.040,3.900
4,2:26,,,,20,14,Timeout #2 by San Diego Chargers,0.000,3.900
4,2:26,2,7,SDG 20,20,14,Ricky Williams up the middle for 5 yards (tackle by Luis Castillo and Randall Godfrey),3.900,4.050
4,2:20,,,,20,14,Timeout #3 by San Diego Chargers,0.000,4.050
4,2:20,3,2,SDG 15,20,14,"Ricky Williams up the middle for -1 yards (tackle by Jamal Williams). Penalty on Jamal Williams: Tripping, 8 yards",4.050,5.370
4,2:13,1,8,SDG 8,20,14,Ricky Williams right end for 1 yard (tackle by Terrence Kiel),5.370,4.760
4,2:08,2,7,SDG 7,20,14,Ricky Williams right tackle for 4 yards (tackle by Donnie Edwards),4.760,4.720
4,2:00,3,3,SDG 3,20,14,Ricky Williams right guard for 1 yard (tackle by Quentin Jammer),4.720,3.250
4,1:14,,,,20,14,Timeout #2 by Miami Dolphins,0.000,3.250
4,1:14,4,2,SDG 2,23,14,Olindo Mare 20 yard field goal good,3.250,3.000
4,,,,MIA 30,23,14,"Olindo Mare kicks off 57 yards, returned by Darren Sproles for 31 yards (tackle by Derrick Pope)",0.000,1.860
4,1:05,1,10,SDG 44,23,14,Drew Brees pass complete to Eric Parker for 9 yards (tackle by Travis Daniels),1.860,2.530
4,0:58,2,1,MIA 47,23,14,Drew Brees pass complete to Antonio Gates for 25 yards (tackle by Yeremiah Bell),2.530,4.110
4,0:42,1,10,MIA 22,23,14,Drew Brees spiked the ball,4.110,3.560
4,0:42,2,10,MIA 22,23,14,Drew Brees pass complete to Reche Caldwell for 6 yards (tackle by Travis Daniels),3.560,3.740
4,0:38,3,4,MIA 16,23,14,Drew Brees pass incomplete intended for Reche Caldwell,3.740,2.450
4,0:34,4,4,MIA 16,23,14,Drew Brees pass complete to Antonio Gates for 8 yards (tackle by Lance Schulters),2.450,5.370
4,0:34,1,8,MIA 8,23,14,Drew Brees spiked the ball,5.370,4.570
4,0:17,2,8,MIA 8,23,20,"Drew Brees pass complete to Antonio Gates for 8 yards, touchdown",4.570,7.000
4,,,,MIA 2,23,21,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,23,21,"Mike Scifres kicks onside 14 yards. Penalty on Marques Harris: Unsportsmanlike Conduct, 15 yards",0.000,3.640
4,0:14,1,10,SDG 29,23,21,Gus Frerotte kneels for -1 yards,3.640,2.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
