Quarter,Time,Down,ToGo,Location,CIN,DEN,Detail,EPB,EPA
2,2:00,1,10,DEN 19,10,14,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 6 yards (tackle by Al Wilson),4.310,4.720
2,1:36,2,4,DEN 13,10,14,Rudi Johnson left end for 8 yards (tackle by Michael Myers),4.720,6.060
2,1:01,1,5,DEN 5,10,14,Carson Palmer sacked by Ebenezer Ekuban for -6 yards,6.060,4.020
2,0:51,,,,10,14,Timeout #3 by Cincinnati Bengals,0.000,4.020
2,0:51,2,11,DEN 11,16,14,"Carson Palmer pass complete short right to Chris Henry for 11 yards, touchdown",4.020,7.000
2,,,,DEN 2,17,14,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,17,14,"Shayne Graham kicks off 64 yards, returned by Quincy Morgan for 21 yards (tackle by Madieu Williams)",0.000,0.740
2,0:37,1,10,DEN 27,17,14,Jay Cutler pass complete short left to Mike Bell for 13 yards (tackle by John Thornton),0.740,1.600
2,0:26,,,,17,14,Timeout #2 by Denver Broncos,0.000,1.600
2,0:26,1,10,DEN 40,17,14,Jay Cutler pass incomplete deep left intended for Javon Walker,1.600,1.050
2,0:19,2,10,DEN 40,17,14,Jay Cutler pass incomplete short left intended for David Kircus,1.050,0.370
2,0:15,3,10,DEN 40,17,14,Mike Bell middle for 2 yards (tackle by Johnathan Joseph),0.370,-0.590
2,0:02,,,,17,14,Timeout #3 by Denver Broncos,0.000,-0.590
2,0:02,4,8,DEN 42,17,14,"Jay Cutler pass complete short middle to Rod Smith for 5 yards. Rod Smith fumbles, recovered by Rod Smith at DEN-47",-0.590,1.400
Quarter,Time,Down,ToGo,Location,CIN,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,17,14,"Paul Ernster kicks off 68 yards, returned by Glenn Holt for 32 yards (tackle by Patrick Chukwurah)",0.000,1.200
3,14:54,1,10,CIN 34,17,14,Rudi Johnson left guard for 5 yards (tackle by Ebenezer Ekuban),1.200,1.330
3,14:21,2,5,CIN 39,17,14,Rudi Johnson left tackle for 4 yards (tackle by Ebenezer Ekuban and Kenard Lang),1.330,1.160
3,13:34,3,1,CIN 43,17,14,Kenny Watson middle for 7 yards (tackle by Domonique Foxworth),1.160,2.260
3,12:55,1,10,,17,14,Rudi Johnson left end for -1 yards (tackle by John Lynch and Al Wilson),2.260,1.580
3,12:42,2,11,CIN 49,17,14,Rudi Johnson left end for 5 yards (tackle by Ian Gold),1.580,1.550
3,12:03,3,6,DEN 46,17,14,Carson Palmer pass complete short right to Chad Johnson for 11 yards (tackle by Champ Bailey),1.550,3.250
3,11:34,,,,17,14,Timeout #1 by Denver Broncos,0.000,3.250
3,11:34,1,10,DEN 35,17,14,Carson Palmer pass incomplete short middle intended for Chad Johnson,3.250,2.700
3,11:29,2,10,DEN 35,17,14,Rudi Johnson middle for 3 yards (tackle by Domonique Foxworth),2.700,2.410
3,10:49,3,7,DEN 32,17,14,Carson Palmer pass incomplete short middle intended for Tony Stewart,2.410,1.240
3,10:44,4,7,DEN 32,17,14,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",1.240,0.790
3,10:44,4,12,DEN 37,17,14,Kyle Larson punts 36 yards,0.790,0.380
,,,,,,,"DEN challenged the ruling, and the play was upheld.",,
3,10:34,1,10,DEN 1,17,14,Mike Bell middle for 1 yard (tackle by Bryan Robinson),-0.380,-0.710
3,9:57,2,9,DEN 2,17,14,Mike Bell left guard for 14 yards (tackle by Dexter Jackson),-0.710,-0.140
3,9:18,1,10,DEN 16,17,14,Jay Cutler pass complete deep left to Tony Scheffler for 25 yards (tackle by Landon Johnson),-0.140,1.660
3,8:50,1,10,DEN 41,17,14,Jay Cutler pass incomplete deep middle intended for Brandon Marshall (defended by Dexter Jackson),1.660,1.120
3,8:41,2,10,DEN 41,17,14,Mike Bell right guard for 9 yards (tackle by Kevin Kaesviharn),1.120,1.620
3,8:02,3,1,,17,14,Javon Walker left end for 5 yards (tackle by Landon Johnson),1.620,2.590
3,7:21,1,10,CIN 45,17,14,Jay Cutler pass complete short right to David Kircus for 18 yards (tackle by Dexter Jackson and Landon Johnson),2.590,3.780
3,6:36,1,10,CIN 27,17,14,Mike Bell right tackle for 5 yards (tackle by Justin Smith),3.780,3.910
3,5:54,2,5,CIN 22,17,14,Mike Bell left tackle for 1 yard (tackle by Justin Smith),3.910,3.340
3,5:07,3,4,CIN 21,17,14,"Jay Cutler pass incomplete short right intended for Stephen Alexander (defended by Johnathan Joseph). Penalty on Johnathan Joseph: Defensive Pass Interfere, 3 yards (no play)",3.340,4.370
3,5:01,1,10,CIN 18,17,14,Javon Walker left end for -1 yards (tackle by Madieu Williams),4.370,3.670
3,4:15,2,11,CIN 19,17,14,Jay Cutler pass incomplete short right intended for Rod Smith,3.670,2.970
3,4:11,3,11,CIN 19,17,14,Jay Cutler pass complete short right to Javon Walker for 17 yards (tackle by Landon Johnson),2.970,6.740
3,3:25,1,2,CIN 2,17,14,Jay Cutler pass incomplete short right intended for Brandon Marshall (defended by Johnathan Joseph),6.740,5.720
3,3:21,2,2,CIN 2,17,20,"Mike Bell middle for 2 yards, touchdown",5.720,7.000
3,,,,CIN 2,17,21,Jason Elam kicks extra point good,0.000,0.000
3,,,,DEN 30,17,21,"Paul Ernster kicks off 67 yards, returned by Glenn Holt for 17 yards (tackle by Quentin Harris)",0.000,0.280
3,3:12,1,10,CIN 20,17,21,Carson Palmer pass complete short right to Reggie Kelly for 5 yards (tackle by Champ Bailey),0.280,0.410
3,2:51,2,5,CIN 25,17,21,"Carson Palmer pass complete deep left to Chris Henry for 75 yards. Penalty on CIN: Illegal Shift, 5 yards (no play)",0.410,-0.270
3,2:37,2,10,CIN 20,17,21,Carson Palmer pass incomplete deep right intended for Reggie Kelly,-0.270,-0.960
3,2:32,3,10,CIN 20,17,21,Carson Palmer pass incomplete deep right intended for Chad Johnson,-0.960,-2.030
3,2:24,4,10,CIN 20,17,21,"Kyle Larson punts 50 yards, returned by Darrent Williams for 13 yards (tackle by Rashad Jeanty)",-2.030,-1.800
3,2:11,1,10,DEN 43,17,21,Mike Bell middle for 12 yards (tackle by Madieu Williams),1.800,2.590
3,1:36,1,10,CIN 45,17,21,Mike Bell right guard for 3 yards (tackle by Robert Geathers and Rashad Jeanty),2.590,2.450
3,0:57,2,7,CIN 42,17,21,Mike Bell left tackle for 1 yard (tackle by John Thornton),2.450,1.880
3,0:14,3,6,CIN 41,17,21,Tatum Bell left end for 20 yards (tackle by Kevin Kaesviharn and Caleb Miller),1.880,4.170
Quarter,Time,Down,ToGo,Location,CIN,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 21,17,21,Tatum Bell right tackle for 10 yards (tackle by Johnathan Joseph),4.170,4.840
4,14:19,1,10,CIN 11,17,21,Mike Bell right tackle for 4 yards (tackle by Domata Peko),4.840,4.890
4,13:37,2,6,CIN 7,17,21,Jay Cutler pass incomplete short right intended for Brandon Marshall,4.890,3.980
4,13:34,3,6,CIN 7,17,21,Mike Bell middle for 1 yard (tackle by Justin Smith),3.980,2.990
4,12:58,4,5,CIN 6,17,24,Jason Elam 24 yard field goal good,2.990,3.000
4,,,,DEN 30,17,24,"Paul Ernster kicks off 62 yards, returned by Glenn Holt for 38 yards (tackle by Paul Ernster)",0.000,1.990
4,12:47,1,10,CIN 46,17,24,Rudi Johnson right tackle for 3 yards (tackle by Demetrin Veal and Domonique Foxworth),1.990,1.860
4,12:19,2,7,CIN 49,17,24,Rudi Johnson right tackle for 6 yards (tackle by Michael Myers and Al Wilson),1.860,1.950
4,11:57,3,1,DEN 45,17,24,Carson Palmer middle for 2 yards (tackle by Michael Myers),1.950,2.720
4,11:31,1,10,DEN 43,17,24,Rudi Johnson right tackle for 5 yards (tackle by Michael Myers),2.720,2.850
4,11:01,2,5,DEN 38,17,24,Carson Palmer pass complete short right to Chad Johnson for 14 yards (tackle by Champ Bailey),2.850,3.970
4,10:50,1,10,DEN 24,17,24,"Rudi Johnson right tackle for no gain (tackle by John Lynch). Rudi Johnson fumbles (forced by John Lynch), recovered by Elvis Dumervil at DEN-23 and returned for 13 yards (tackle by Carson Palmer)",3.970,-1.330
4,10:43,1,10,DEN 36,17,24,Mike Bell left guard for 4 yards (tackle by Dexter Jackson and John Thornton),1.330,1.330
4,10:02,2,6,DEN 40,17,24,"Jay Cutler pass incomplete short middle intended for Tony Scheffler (defended by Madieu Williams). Penalty on Landon Johnson: Defensive Pass Interfere, 18 yards (no play)",1.330,2.790
4,9:56,1,10,CIN 42,17,24,Jay Cutler pass incomplete short left intended for David Kircus (defended by Madieu Williams),2.790,2.240
4,9:51,2,10,CIN 42,17,24,Tatum Bell right tackle for 1 yard (tackle by Caleb Miller and Brian Simmons),2.240,1.680
4,9:08,3,9,CIN 41,17,24,Jay Cutler pass incomplete deep right intended for Javon Walker,1.680,0.530
4,9:01,4,9,CIN 41,17,24,"Paul Ernster punts 41 yards, touchback",0.530,-0.280
4,8:53,1,10,CIN 20,17,24,Carson Palmer pass complete short right to Rudi Johnson for 7 yards (tackle by Darrent Williams),0.280,0.680
4,8:18,2,3,CIN 27,17,24,Rudi Johnson right tackle for 3 yards (tackle by Al Wilson and Michael Myers),0.680,0.940
4,7:52,1,10,CIN 30,17,24,Carson Palmer pass incomplete deep left intended for Chris Henry (defended by Darrent Williams),0.940,0.390
4,7:46,2,10,CIN 30,17,24,"Rudi Johnson left end for 1 yard (tackle by Darrent Williams). Rudi Johnson fumbles (forced by Darrent Williams), recovered by Rudi Johnson at CIN-31",0.390,-0.160
4,7:02,3,9,CIN 31,17,24,Carson Palmer pass incomplete short right intended for Chris Henry,-0.160,-1.310
,,,,,,,"DEN challenged the ruling, and the original play was overturned.",,
4,6:57,4,9,CIN 31,17,24,"Kyle Larson punts 48 yards, returned by Darrent Williams for 11 yards (tackle by Herana-Daze Jones)",-1.310,-1.070
4,6:44,1,10,DEN 32,17,24,Mike Bell left tackle for 3 yards (tackle by Ahmad Brooks),1.070,0.930
4,6:01,2,7,DEN 35,17,24,"Penalty on George Foster: False Start, 5 yards (no play)",0.930,0.260
4,5:46,2,12,DEN 30,17,24,Mike Bell left guard for 7 yards (tackle by Landon Johnson),0.260,0.500
4,5:08,3,5,DEN 37,17,24,"Jay Cutler pass incomplete short middle intended for Javon Walker (defended by Deltha O'Neal). Penalty on Deltha O'Neal: Defensive Holding, 5 yards (no play)",0.500,1.730
4,5:03,1,10,DEN 42,17,24,Tatum Bell right guard for 1 yard (tackle by Justin Smith),1.730,1.320
4,4:20,2,9,DEN 43,17,24,Javon Walker left end for -1 yards (tackle by Madieu Williams),1.320,0.500
4,4:13,,,,17,24,Timeout #3 by Denver Broncos,0.000,0.500
4,4:13,3,10,DEN 42,17,24,Jay Cutler pass complete short middle to Brandon Marshall for 6 yards (tackle by Dexter Jackson),0.500,-0.190
4,4:05,,,,17,24,Timeout #1 by Cincinnati Bengals,0.000,-0.190
4,4:05,4,4,DEN 48,17,24,Paul Ernster punts 42 yards,-0.190,0.380
4,3:52,1,10,CIN 10,17,24,Carson Palmer right end for 4 yards (tackle by Ebenezer Ekuban),-0.380,-0.460
4,3:44,2,6,CIN 14,17,24,Carson Palmer pass complete deep right to T.J. Houshmandzadeh for 26 yards (tackle by Champ Bailey),-0.460,1.600
4,3:19,1,10,CIN 40,17,24,Carson Palmer pass incomplete deep left intended for Chris Henry (defended by Karl Paymah),1.600,1.050
4,3:12,2,10,CIN 40,17,24,Rudi Johnson left tackle for 13 yards (tackle by Curome Cox),1.050,2.460
4,2:38,1,10,DEN 47,17,24,Rudi Johnson middle for 5 yards (tackle by Gerard Warren),2.460,2.590
4,2:16,2,5,DEN 42,17,24,Rudi Johnson left end for -4 yards (tackle by Ian Gold),2.590,1.350
4,2:00,3,9,DEN 46,17,24,Carson Palmer pass incomplete short right intended for Chris Henry (defended by Elvis Dumervil),1.350,0.200
4,1:55,4,9,DEN 46,17,24,Carson Palmer pass complete deep right to T.J. Houshmandzadeh for 22 yards (tackle by Karl Paymah),0.200,3.970
4,1:25,1,10,DEN 24,17,24,Kenny Watson middle for 7 yards (tackle by Domonique Foxworth and Ebenezer Ekuban),3.970,4.460
4,0:59,2,3,DEN 17,17,24,Carson Palmer pass complete short left to Tony Stewart for 7 yards (tackle by Karl Paymah),4.460,4.910
4,0:50,,,,17,24,Timeout #2 by Cincinnati Bengals,0.000,4.910
4,0:50,1,10,DEN 10,17,24,Carson Palmer pass incomplete short middle intended for T.J. Houshmandzadeh (defended by Curome Cox),4.910,4.190
4,0:46,2,10,DEN 10,23,24,"Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 10 yards, touchdown",4.190,7.000
4,,,,DEN 2,23,24,Shayne Graham kicks extra point no good,0.000,-1.000
4,,,,,23,24,"Shayne Graham kicks onside 16 yards. Penalty on Ahmad Brooks: Offside on Free Kick, 5 yards (no play)",0.000,0.000
4,0:40,,,,23,24,Timeout #3 by Cincinnati Bengals,0.000,0.000
4,,,,CIN 25,23,24,"Shayne Graham kicks off 35 yards, returned by Quincy Morgan for 1 yard (tackle by Tony Stewart)",0.000,1.660
4,0:38,1,10,DEN 41,23,24,Jay Cutler kneels for -1 yards,1.660,0.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
