Quarter,Time,Down,ToGo,Location,WAS,BUF,Detail,EPB,EPA
2,2:00,1,7,WAS 7,14,21,Zack Moss left guard for 2 yards (tackle by Jonathan Allen and Jamin Davis),,
2,1:55,,,,,,Timeout #1 by Washington Football Team,,
2,1:55,2,5,WAS 5,14,21,Josh Allen up the middle for 2 yards (tackle by Chase Young and Montez Sweat),,
2,1:48,,,,,,Timeout #2 by Washington Football Team,,
2,1:48,3,3,WAS 3,14,21,Josh Allen pass incomplete,,
2,1:40,4,3,WAS 3,14,24,Tyler Bass 21 yard field goal good,,
2,1:37,,,BUF 35,14,24,"Tyler Bass kicks off 65 yards, touchback.",,
2,1:37,1,10,WAS 25,14,24,J.D. McKissic left guard for 11 yards (tackle by Matt Milano and Star Lotulelei),,
2,1:14,1,10,WAS 36,14,24,"Taylor Heinicke pass short right (tackle by Taylor Heinicke). Penalty on Jerry Hughes: Illegal Blindside Block, 10 yards (declined) . Penalty on Taron Johnson: Illegal Contact, 5 yards (accepted) . Penalty on Tremaine Edmunds: Defensive Holding, 5 yards (accepted) (no play)",,
2,1:04,1,10,WAS 41,14,24,Taylor Heinicke pass complete short left to J.D. McKissic for 4 yards (tackle by Micah Hyde),,
2,0:44,2,6,WAS 45,14,24,Taylor Heinicke pass incomplete short right intended for Adam Humphries (defended by Taron Johnson),,
2,0:39,3,6,WAS 45,14,24,Taylor Heinicke pass incomplete short middle intended for Adam Humphries (defended by Matt Milano),,
2,0:35,4,6,WAS 45,14,24,"Tress Way punts 55 yards, touchback.",,
2,0:26,1,10,BUF 20,14,24,Josh Allen pass complete short right to Stefon Diggs for 13 yards (tackle by Benjamin St-Juste),,
2,0:20,1,10,BUF 33,14,24,Josh Allen pass complete deep right to Cole Beasley for 22 yards (tackle by Cole Holcomb),,
2,0:11,,,,,,Timeout #1 by Buffalo Bills,,
2,0:11,1,10,WAS 45,14,24,Josh Allen pass complete short right to Stefon Diggs for 11 yards (tackle by Benjamin St-Juste),,
2,0:06,,,,,,Timeout #2 by Buffalo Bills,,
2,0:06,1,10,WAS 34,14,24,Josh Allen pass complete to Dawson Knox for 5 yards (tackle by Cole Holcomb),,
2,0:02,2,5,WAS 29,14,27,Tyler Bass 48 yard field goal good,,
Quarter,Time,Down,ToGo,Location,WAS,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,14,27,"Tyler Bass kicks off 63 yards, out of bounds",,
3,15:00,1,10,WAS 40,14,27,Taylor Heinicke pass complete short right to Terry McLaurin for 15 yards (tackle by Tre'Davious White),,
3,14:29,1,10,BUF 45,14,27,J.D. McKissic left guard for 4 yards (tackle by Gregory Rousseau),,
3,13:56,2,6,BUF 41,14,27,Dyami Brown left end for -4 yards (tackle by Micah Hyde and Tremaine Edmunds),,
3,13:12,3,10,BUF 45,14,27,Taylor Heinicke pass incomplete intended for Terry McLaurin,,
3,13:00,4,10,BUF 45,14,27,"Tress Way punts 38 yards, fair catch by Isaiah McKenzie at BUF-7",,
3,13:00,1,10,BUF 7,14,27,Devin Singletary up the middle for no gain (tackle by Kamren Curl and Cole Holcomb),,
3,12:31,2,10,BUF 7,14,27,Josh Allen pass complete short middle to Cole Beasley for 11 yards (tackle by Kendall Fuller),,
3,12:04,1,10,BUF 18,14,27,Josh Allen pass complete short middle to Stefon Diggs for 9 yards (tackle by Kamren Curl),,
3,11:18,2,1,BUF 27,14,27,Devin Singletary left end for 3 yards (tackle by Chase Young),,
3,11:01,1,10,BUF 30,14,27,Josh Allen pass complete short right to Cole Beasley for 5 yards (tackle by Kendall Fuller),,
3,10:32,2,6,BUF 35,14,27,Devin Singletary right end for no gain (tackle by Jonathan Allen),,
3,9:59,3,5,BUF 35,14,27,Josh Allen pass complete short left to Cole Beasley for 6 yards (tackle by Kendall Fuller),,
3,9:24,1,10,BUF 41,14,27,Josh Allen pass complete short left to Stefon Diggs for 13 yards (tackle by Benjamin St-Juste),,
3,8:49,1,10,WAS 46,14,27,Devin Singletary left tackle for 7 yards (tackle by Cole Holcomb),,
3,8:18,2,3,WAS 39,14,27,Josh Allen pass incomplete deep left intended for Stefon Diggs,,
3,8:13,3,3,WAS 39,14,27,Josh Allen pass complete short right to Cole Beasley for 10 yards (tackle by Kendall Fuller and Cole Holcomb),,
3,7:42,1,10,WAS 29,14,27,Josh Allen pass complete short middle to Dawson Knox for 11 yards (tackle by Bobby McCain),,
3,7:09,1,10,WAS 18,14,27,"Penalty on Stefon Diggs: False Start, 5 yards (accepted) (no play)",,
3,6:52,1,15,WAS 23,14,27,Zack Moss right end for 6 yards (tackle by Benjamin St-Juste),,
3,6:15,2,9,WAS 17,14,27,Josh Allen pass complete short left to Cole Beasley for 6 yards (tackle by Kendall Fuller),,
3,5:46,3,3,WAS 11,14,27,Zack Moss up the middle for 5 yards (tackle by Jamin Davis),,
3,5:17,1,6,WAS 6,14,27,Zack Moss left guard for 1 yard (tackle by Cole Holcomb),,
3,4:48,2,5,WAS 5,14,33,"Josh Allen pass complete to Emmanuel Sanders for 5 yards, touchdown",,
3,4:43,,,WAS 2,14,33,Two Point Attempt: Josh Allen pass incomplete intended for intended for Emmanuel Sanders,,
3,4:43,,,BUF 35,14,33,"Tyler Bass kicks off 56 yards, returned by DeAndre Carter for 12 yards (tackle by Andre Smith and Tyler Matakevich). Penalty on John Bates: Offensive Holding, 10 yards (accepted)",,
3,4:37,1,10,WAS 11,14,33,"Antonio Gibson left end for no gain (tackle by Jordan Poyer). Penalty on Logan Thomas: Offensive Holding, 5 yards (accepted) (no play)",,
3,4:18,1,15,WAS 6,14,33,Antonio Gibson right tackle for 7 yards (tackle by Levi Wallace),,
3,3:36,2,8,WAS 13,14,33,"Taylor Heinicke right end for 1 yard Taylor Heinicke pass complete to Logan Thomas for no gain. Penalty on Taylor Heinicke: Illegal Forward Pass, 5 yards (accepted)",,
3,3:29,3,12,WAS 9,14,33,Taylor Heinicke pass intended for Adam Humphries is intercepted by Micah Hyde at WAS-28 and returned for 11 yards (tackle by Taylor Heinicke),,
3,3:04,1,10,WAS 17,14,33,Josh Allen pass incomplete deep left intended for Reggie Gilliam,,
3,2:58,2,10,WAS 17,14,33,Devin Singletary up the middle for 6 yards (tackle by Jonathan Bostic),,
3,2:19,3,4,WAS 11,14,33,Josh Allen pass incomplete short middle intended for Cole Beasley,,
3,2:15,4,4,WAS 11,14,36,Tyler Bass 29 yard field goal good,,
3,2:11,,,BUF 35,14,36,"Tyler Bass kicks off 65 yards, touchback.",,
3,2:11,1,10,WAS 25,14,36,Antonio Gibson up the middle for 3 yards (tackle by Gregory Rousseau),,
3,1:39,2,7,WAS 28,14,36,Taylor Heinicke sacked by Star Lotulelei for no gain,,
3,1:05,3,7,WAS 28,14,36,Taylor Heinicke pass incomplete short left intended for Dyami Brown,,
3,1:00,4,7,WAS 28,14,36,"Tress Way punts 48 yards, returned by Isaiah McKenzie for 5 yards (tackle by Troy Apke and Deshazor Everett)",,
3,0:48,1,10,BUF 29,14,36,Josh Allen pass incomplete deep middle intended for Emmanuel Sanders,,
3,0:45,2,10,BUF 29,14,36,Zack Moss right guard for 9 yards (tackle by Jamin Davis and Landon Collins),,
Quarter,Time,Down,ToGo,Location,WAS,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,BUF 38,14,36,Josh Allen pass incomplete short right intended for Stefon Diggs (defended by William Jackson),,
4,14:52,4,1,BUF 38,14,36,Matt Haack punts 60 yards downed by Siran Neal,,
4,14:39,1,10,WAS 2,14,36,Antonio Gibson up the middle for 1 yard (tackle by Ed Oliver),,
4,13:57,2,9,WAS 3,14,36,Taylor Heinicke pass incomplete short left intended for Cam Sims,,
4,13:52,3,9,WAS 3,14,36,Taylor Heinicke pass complete short middle to J.D. McKissic for 11 yards (tackle by Tremaine Edmunds),,
4,13:15,1,10,WAS 14,14,36,Taylor Heinicke scrambles up the middle for 7 yards (tackle by Tremaine Edmunds),,
4,12:35,2,3,WAS 21,14,36,Taylor Heinicke pass complete short middle to Taylor Heinicke for -2 yards (tackle by Tremaine Edmunds),,
4,12:13,3,5,WAS 19,14,36,Taylor Heinicke scrambles left guard for 4 yards (tackle by Matt Milano),,
4,11:42,4,1,WAS 23,14,36,Taylor Heinicke up the middle for -1 yards (tackle by Matt Milano),,
4,11:37,1,10,WAS 22,14,36,Josh Allen pass complete short middle to Dawson Knox for 19 yards (tackle by Kamren Curl),,
4,11:08,1,3,WAS 3,14,36,Devin Singletary right guard for 1 yard (tackle by Cole Holcomb and Jonathan Bostic),,
4,10:38,2,2,WAS 2,14,42,"Josh Allen scrambles right tackle for 2 yards, touchdown",,
4,10:29,,,WAS 15,14,43,Tyler Bass kicks extra point good,,
4,10:29,,,BUF 35,14,43,"Tyler Bass kicks off 65 yards, touchback.",,
4,10:29,1,10,WAS 25,14,43,Antonio Gibson left end for 7 yards (tackle by Taron Johnson and Tremaine Edmunds),,
4,9:57,2,3,WAS 32,14,43,Antonio Gibson left end for 6 yards (tackle by Star Lotulelei and Matt Milano),,
4,9:13,,,,,,Timeout #1 by Washington Football Team,,
4,9:13,1,10,WAS 38,14,43,"Chase Roullier aborted snap, recovered by Taylor Heinicke at WAS-35 Taylor Heinicke for no gain",,
4,8:35,2,13,WAS 35,14,43,Taylor Heinicke pass complete short right to Cam Sims for 15 yards (tackle by Levi Wallace),,
4,8:07,1,10,WAS 50,14,43,Antonio Gibson left guard for 1 yard (tackle by Taron Johnson),,
4,7:28,2,9,BUF 49,14,43,"Taylor Heinicke pass incomplete short right intended for Antonio Gibson (defended by Star Lotulelei). Penalty on Jordan Poyer: Illegal Contact, 5 yards (accepted) (no play)",,
4,7:23,1,10,BUF 44,14,43,Taylor Heinicke pass complete short left to Terry McLaurin for 37 yards (tackle by Matt Milano and Taron Johnson),,
4,7:01,1,7,BUF 7,14,43,Taylor Heinicke pass incomplete short left intended for Terry McLaurin (defended by Micah Hyde),,
4,6:52,2,7,BUF 7,14,43,Antonio Gibson left guard for no gain (tackle by A.J. Epenesa and Justin Zimmer),,
4,6:16,3,7,BUF 7,14,43,Taylor Heinicke scrambles right end for 5 yards (tackle by Jaquan Johnson),,
4,5:25,4,2,BUF 2,20,43,"Taylor Heinicke pass complete short left to Logan Thomas for 2 yards, touchdown",,
4,5:21,,,BUF 15,21,43,Dustin Hopkins kicks extra point good,,
4,5:21,,,WAS 35,21,43,"Dustin Hopkins kicks off 65 yards, touchback.",,
4,5:21,1,10,BUF 25,21,43,Zack Moss left guard for 8 yards (tackle by Landon Collins and Kamren Curl),,
4,4:43,2,2,BUF 33,21,43,Zack Moss left end for 7 yards (tackle by Cole Holcomb),,
4,3:56,1,10,BUF 40,21,43,Zack Moss up the middle for -1 yards (tackle by Cole Holcomb),,
4,3:19,2,11,BUF 39,21,43,Mitchell Trubisky pass complete short right to Tommy Sweeney for 1 yard (tackle by Landon Collins),,
4,2:35,3,10,BUF 40,21,43,Mitchell Trubisky scrambles right end for 22 yards (tackle by Cole Holcomb),,
4,2:00,1,10,WAS 38,21,43,Mitchell Trubisky kneels for -1 yards,,
4,1:17,2,11,WAS 39,21,43,Mitchell Trubisky kneels for -1 yards,,
4,0:36,3,12,WAS 40,21,43,Mitchell Trubisky kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
