Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
2,0:34,2,8,CHI 19,7,17,Sam Bradford pass incomplete short left intended for Jarius Wright (defended by Harold Jones-Quartey),3.900,3.180
2,0:31,3,8,CHI 19,7,17,Sam Bradford pass complete short middle to Kyle Rudolph for 11 yards (tackle by Harold Jones-Quartey),3.180,0.000
2,0:25,,,,7,17,Timeout #2 by Minnesota Vikings,0.000,-5.370
2,0:25,1,8,CHI 8,7,17,Sam Bradford pass complete short left to Adam Thielen for 7 yards (tackle by Harold Jones-Quartey),5.370,5.910
2,0:21,2,1,CHI 1,7,23,"Sam Bradford pass complete short right to Jarius Wright for 1 yard, touchdown",5.910,7.000
2,0:18,,,CHI 15,7,24,Kai Forbath kicks extra point good,0.000,0.000
2,0:18,,,MIN 35,7,24,"Kai Forbath kicks off 71 yards, returned by Deonte Thompson for 64 yards (tackle by Isaac Fruechte)",0.000,-2.790
2,0:09,1,10,MIN 42,7,24,Matt Barkley pass complete deep right to Cameron Meredith for 31 yards (tackle by Captain Munnerlyn),2.790,0.000
2,0:02,,,,7,24,Timeout #2 by Chicago Bears,0.000,-4.840
2,0:02,1,10,MIN 11,10,24,Connor Barth 29 yard field goal good,4.840,3.000
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,10,24,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,CHI 25,10,24,Jordan Howard left end for 18 yards (tackle by Anthony Harris),0.610,1.800
3,14:21,1,10,CHI 43,10,24,Matt Barkley pass complete short right to Alshon Jeffery for 10 yards (tackle by Xavier Rhodes),1.800,2.460
3,13:45,1,10,MIN 47,10,24,Jordan Howard right guard for 5 yards (tackle by Anthony Harris),2.460,2.590
3,13:13,2,5,MIN 42,10,24,Jordan Howard left tackle for 6 yards (tackle by Brian Robison and Eric Kendricks),2.590,3.180
3,12:35,1,10,MIN 36,10,24,"Penalty on Charles Leno: False Start, 5 yards (no play)",3.180,2.850
3,12:17,1,15,MIN 41,10,24,Matt Barkley pass complete short left to Jeremy Langford for 12 yards (tackle by Shamar Stephen and Anthony Harris),2.850,3.580
3,11:34,2,3,MIN 29,10,24,Jeremy Langford middle for 4 yards (tackle by Shamar Stephen and Eric Kendricks),3.580,3.910
3,10:55,1,10,MIN 25,10,24,Matt Barkley pass complete short left to MyCole Pruitt for 6 yards (tackle by Anthony Harris),3.910,4.200
3,10:14,2,4,MIN 19,10,24,Josh Bellamy left end for -4 yards (tackle by Eric Kendricks),4.200,2.940
3,9:33,3,8,MIN 23,10,24,Matt Barkley pass incomplete short right intended for Cameron Meredith is intercepted by Trae Waynes at MIN-11,2.940,0.370
3,9:25,1,10,MIN 11,10,24,Sam Bradford pass complete short middle to Jarius Wright for 2 yards (tackle by Jerrell Freeman),-0.370,-0.630
3,8:46,2,8,MIN 13,10,24,Jerick McKinnon middle for 3 yards (tackle by Willie Young and Nick Kwiatkoski),-0.630,-0.840
3,8:01,3,5,MIN 16,10,24,"Sam Bradford pass complete short right to Kyle Rudolph for 12 yards (tackle by Deiondre' Hall). Penalty on Akiem Hicks: Roughing the Passer, 15 yards",-0.840,1.800
3,7:41,1,10,MIN 43,10,24,Jerick McKinnon left tackle for 4 yards (tackle by Harold Jones-Quartey),1.800,1.790
3,7:06,2,6,MIN 47,10,24,Sam Bradford pass complete short left to Jerick McKinnon for -2 yards (tackle by Adrian Amos),1.790,0.830
3,6:24,3,8,MIN 45,10,24,Sam Bradford pass complete short left to Charles Johnson for 11 yards (tackle by Johnthan Banks),0.830,2.650
3,5:43,1,10,CHI 44,10,24,Sam Bradford pass incomplete short left intended for Jarius Wright (defended by Harold Jones-Quartey),2.650,2.110
3,5:38,2,10,CHI 44,10,24,Jerick McKinnon left tackle for 9 yards (tackle by Jerrell Freeman),2.110,2.610
3,4:54,3,1,CHI 35,10,24,Sam Bradford pass complete short right to Kyle Rudolph for 3 yards (tackle by Jerrell Freeman),2.610,3.450
3,4:16,1,10,CHI 32,10,24,Sam Bradford pass complete short right to Matt Asiata for 9 yards (tackle by Tracy Porter),3.450,4.120
3,3:55,2,1,CHI 23,10,24,Matt Asiata left guard for 2 yards (tackle by Jerrell Freeman and Cornelius Washington),4.120,4.170
3,3:16,1,10,CHI 21,10,24,Matt Asiata right end for no gain (tackle by Adrian Amos),4.170,3.630
3,2:32,2,10,CHI 21,10,24,Sam Bradford pass incomplete short middle intended for Kyle Rudolph (defended by Jerrell Freeman),3.630,2.940
3,2:25,3,10,CHI 21,10,24,Sam Bradford pass incomplete deep middle intended for Cordarrelle Patterson is intercepted by Cre'von LeBlanc at CHI--2,2.940,-0.280
3,2:20,1,10,CHI 20,10,24,Jordan Howard left end for 4 yards (tackle by Eric Kendricks),0.280,0.270
3,1:59,2,6,CHI 24,10,24,Jordan Howard right end for 7 yards (tackle by Everson Griffen and Linval Joseph),0.270,1.000
3,1:20,1,10,CHI 31,10,24,Jeremy Langford right guard for 3 yards (tackle by Eric Kendricks),1.000,0.870
3,0:46,2,7,CHI 34,10,24,Jeremy Langford right end for 5 yards (tackle by Eric Kendricks and Danielle Hunter),0.870,0.830
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,CHI 39,10,24,Jordan Howard left guard for 1 yard (tackle by Danielle Hunter),0.830,-0.720
4,14:18,4,1,CHI 40,10,24,Jordan Howard left end for no gain (tackle by Xavier Rhodes),-0.720,-2.920
4,14:07,1,10,CHI 40,10,24,Sam Bradford pass complete short left to Kyle Rudolph for 5 yards (tackle by Cre'von LeBlanc),2.920,3.050
4,13:40,2,5,CHI 35,10,24,Sam Bradford pass complete short left to Kyle Rudolph for 22 yards (tackle by Jerrell Freeman),3.050,4.710
4,12:56,1,10,CHI 13,10,24,Matt Asiata middle for 3 yards (tackle by Jerrell Freeman),4.710,4.580
4,12:16,2,7,CHI 10,10,30,"Jerick McKinnon right end for 10 yards, touchdown",4.580,7.000
4,12:11,,,CHI 15,10,31,Kai Forbath kicks extra point good,0.000,0.000
4,12:11,,,MIN 35,10,31,"Kai Forbath kicks off 68 yards, returned by Deonte Thompson for 21 yards (tackle by Jayron Kearse)",0.000,-0.040
4,12:06,1,10,CHI 18,10,31,Matt Barkley pass complete short left to Daniel Brown for 12 yards (tackle by Eric Kendricks),0.040,0.940
4,11:36,1,10,CHI 30,10,31,"Matt Barkley pass complete short left to Jordan Howard for 14 yards (tackle by Terence Newman). Penalty on Toby Johnson: Defensive Holding (Offsetting), Penalty on Daniel Brown: Offensive Pass Interference (Offsetting) (no play)",0.940,0.940
4,11:21,1,10,CHI 30,10,31,Matt Barkley pass complete short right to Daniel Brown for 6 yards (tackle by Captain Munnerlyn),0.940,1.200
4,10:44,2,4,CHI 36,10,31,Jordan Howard left end for 1 yard (tackle by Harrison Smith and Anthony Barr),1.200,0.630
4,10:04,3,3,CHI 37,10,37,"Matt Barkley sacked by Linval Joseph and Danielle Hunter for -4 yards. Matt Barkley fumbles (forced by Linval Joseph), recovered by Everson Griffen at CHI-20 and returned for 20 yards, touchdown",0.630,-7.000
4,,,,CHI 15,10,38,Kai Forbath kicks extra point good,,
4,9:51,,,MIN 35,10,38,"Kai Forbath kicks off 68 yards, returned by Deonte Thompson for 22 yards (tackle by Stephen Weatherly)",0.000,-0.150
4,9:46,1,10,CHI 19,10,38,Jeremy Langford middle for 3 yards (tackle by Everson Griffen),0.150,0.070
4,9:13,2,7,CHI 22,10,38,David Fales pass complete short right to Cameron Meredith for 12 yards (tackle by Harrison Smith),0.070,1.200
4,8:46,1,10,CHI 34,10,38,David Fales pass incomplete deep right intended for Josh Bellamy (defended by Trae Waynes),1.200,0.660
4,8:41,2,10,CHI 34,10,38,Jeremy Langford middle for no gain (tackle by Eric Kendricks),0.660,-0.030
4,8:02,3,10,CHI 34,10,38,David Fales sacked by Brian Robison and Linval Joseph for -5 yards,-0.030,-1.440
4,7:30,4,15,CHI 29,10,38,"Pat O'Donnell punts 54 yards, returned by Marcus Sherels for 9 yards (tackle by Sherrick McManis)",-1.440,-0.670
4,7:18,1,10,MIN 26,10,38,Jerick McKinnon right tackle for 1 yard (tackle by Harold Jones-Quartey),0.670,0.270
4,6:31,2,9,MIN 27,10,38,Jerick McKinnon left guard for 36 yards (tackle by Demontre Hurst),0.270,3.120
4,5:43,1,10,CHI 37,10,38,Jerick McKinnon right end for 3 yards (tackle by Jerrell Freeman),3.120,2.980
4,4:59,2,7,CHI 34,10,38,Jerick McKinnon left tackle for 3 yards (tackle by C.J. Wilson and Mitch Unrein),2.980,2.680
4,4:16,3,4,CHI 31,10,38,Jerick McKinnon right guard for -3 yards (tackle by Jonathan Bullard),2.680,0.000
4,3:30,,,,10,38,Timeout #1 by Minnesota Vikings,0.000,-1.060
4,3:30,4,7,CHI 34,10,38,Shaun Hill pass incomplete short right intended for Jerick McKinnon,1.060,-1.200
4,3:26,1,10,CHI 34,10,38,David Fales pass complete short left to Jeremy Langford for 10 yards (tackle by Emmanuel Lamur),1.200,1.860
4,2:55,1,10,CHI 44,10,38,David Fales pass incomplete deep right intended for Deonte Thompson,1.860,1.320
4,2:51,2,10,CHI 44,10,38,"David Fales for no gain. David Fales fumbles, recovered by Jordan Howard at CHI-45",1.320,0.760
4,2:14,3,9,CHI 45,10,38,David Fales pass incomplete short right intended for Cameron Meredith,0.760,-0.390
4,2:08,4,9,CHI 45,10,38,"Pat O'Donnell punts 41 yards, fair catch by Marcus Sherels",-0.390,0.280
4,2:00,1,10,MIN 14,10,38,Shaun Hill kneels for -1 yards,-0.280,-0.850
4,1:18,2,11,MIN 13,10,38,Shaun Hill kneels for -1 yards,-0.850,-1.650
4,0:39,3,12,MIN 12,10,38,Shaun Hill kneels for -1 yards,-1.650,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
