Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
2,9:24,2,12,SDG 12,10,0,Peyton Manning pass incomplete intended for Reggie Wayne,3.860,3.100
2,9:20,3,12,SDG 12,10,0,Peyton Manning pass complete to Reggie Wayne for 11 yards (tackle by Donnie Edwards and Drayton Florence),3.100,3.550
2,8:38,4,1,SDG 1,10,0,Peyton Manning left end for -6 yards (tackle by Shawne Merriman),3.550,0.380
2,8:33,1,10,SDG 7,10,0,Drew Brees pass complete to Reche Caldwell for 11 yards (tackle by Bob Sanders),-0.380,0.040
2,8:08,1,10,SDG 18,10,0,LaDainian Tomlinson right tackle for 4 yards (tackle by Raheem Brock),0.040,0.140
2,7:34,2,6,SDG 22,10,0,LaDainian Tomlinson up the middle for 3 yards (tackle by David Thornton),0.140,-0.270
2,6:55,3,3,SDG 25,10,0,Drew Brees pass complete to Reche Caldwell for 5 yards (tackle by Jason David and Cato June),-0.270,0.940
2,6:17,1,10,SDG 30,10,0,Michael Turner right tackle for 3 yards (tackle by Bob Sanders and Josh Thomas),0.940,0.800
2,5:37,2,7,SDG 33,10,0,Michael Turner right end for 1 yard (tackle by Gary Brackett),0.800,0.230
2,4:58,3,6,SDG 34,10,0,"Drew Brees pass incomplete intended for Antonio Gates (defended by Nick Harper). Penalty on Nick Harper: Defensive Holding, 5 yards (no play)",0.230,1.530
2,4:51,1,10,SDG 39,10,0,LaDainian Tomlinson up the middle for 2 yards (tackle by Bob Sanders),1.530,1.260
2,4:17,2,8,SDG 41,10,0,Drew Brees pass complete to Reche Caldwell for 6 yards (tackle by Nick Harper),1.260,1.360
2,3:37,3,2,SDG 47,10,0,Drew Brees pass complete to Antonio Gates for 5 yards (tackle by Marlin Jackson and Mike Doss),1.360,2.390
2,2:59,1,10,IND 48,10,0,LaDainian Tomlinson up the middle for 3 yards (tackle by Darrell Reid and Cato June),2.390,2.250
2,2:18,2,7,IND 45,10,0,Drew Brees pass complete to Keenan McCardell for 5 yards (tackle by Nick Harper),2.250,2.210
2,2:00,3,2,IND 40,10,0,Drew Brees pass complete to Antonio Gates for 10 yards (tackle by Bob Sanders),2.210,3.580
2,1:26,1,10,IND 30,10,0,LaDainian Tomlinson up the middle for 5 yards (tackle by Bob Sanders),3.580,3.710
2,0:54,2,5,IND 25,10,0,Drew Brees pass complete to Vincent Jackson for 21 yards (tackle by Nick Harper),3.710,6.280
2,0:40,,,,10,0,Timeout #1 by San Diego Chargers,0.000,6.280
2,0:40,1,4,IND 4,10,0,LaDainian Tomlinson right tackle for 2 yards (tackle by Nick Harper and Cato June),6.280,5.720
2,0:32,,,,10,0,Timeout #2 by San Diego Chargers,0.000,5.720
2,0:32,2,2,IND 2,10,0,LaDainian Tomlinson up the middle for no gain (tackle by Gary Brackett),5.720,4.950
2,0:24,,,,10,0,Timeout #3 by San Diego Chargers,0.000,4.950
2,0:24,3,2,IND 2,10,0,Drew Brees pass incomplete intended for Antonio Gates (defended by Mike Doss),4.950,3.250
2,0:18,4,2,IND 2,13,0,Nate Kaeding 20 yard field goal good,3.250,3.000
2,,,,SDG 30,13,0,"Nate Kaeding kicks off 56 yards, returned by Dominic Rhodes for 26 yards (tackle by Shaun Phillips)",0.000,1.600
2,0:08,1,10,IND 40,13,0,Peyton Manning pass complete to Marvin Harrison for 19 yards (tackle by Terrence Kiel and Quentin Jammer),1.600,2.850
2,0:02,,,,13,0,Timeout #1 by Indianapolis Colts,0.000,2.850
2,0:01,1,10,SDG 41,13,0,Dave Rayner 59 yard field goal no good. Penalty on Luis Castillo: Offensive Holding,2.850,2.130
Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,13,0,"Nate Kaeding kicks off 63 yards, returned by Dominic Rhodes for 22 yards (tackle by Shaun Phillips)",0.000,0.870
3,14:55,1,10,IND 29,13,0,Edgerrin James up the middle for 1 yard (tackle by Luis Castillo),0.870,0.460
3,14:27,2,9,IND 30,13,0,Peyton Manning pass incomplete intended for Bryan Fletcher,0.460,-0.230
3,14:24,3,9,IND 30,13,0,Peyton Manning sacked by Shawne Merriman for -5 yards,-0.230,-1.700
3,13:56,4,14,IND 25,13,0,"Hunter Smith punts 45 yards, fair catch by Keenan McCardell",-1.700,-0.940
3,13:49,1,10,SDG 30,13,0,Drew Brees pass complete to LaDainian Tomlinson for 5 yards (tackle by Cato June),0.940,1.070
3,13:18,2,5,SDG 35,13,0,LaDainian Tomlinson up the middle for 4 yards (tackle by Mike Doss),1.070,0.890
3,12:40,3,1,SDG 39,13,0,Michael Turner right end for 17 yards (tackle by Bob Sanders),0.890,2.650
3,12:11,1,10,IND 44,13,0,Lorenzo Neal up the middle for 9 yards (tackle by Mike Doss),2.650,3.330
3,11:38,2,1,IND 35,13,0,Lorenzo Neal up the middle for 4 yards (tackle by Raheem Brock),3.330,3.510
3,11:05,1,10,IND 31,13,0,LaDainian Tomlinson up the middle for no gain (tackle by Cato June),3.510,2.970
3,10:23,2,10,IND 31,13,0,"Drew Brees pass incomplete intended for Reche Caldwell. Penalty on Bob Sanders: Illegal Use of Hands, 5 yards (no play)",2.970,3.840
3,10:16,1,10,IND 26,13,0,Drew Brees pass incomplete intended for Vincent Jackson (defended by Jason David),3.840,3.300
3,10:13,2,10,IND 26,13,0,Drew Brees pass incomplete intended for Keenan McCardell,3.300,2.610
3,10:10,3,10,IND 26,13,0,Drew Brees pass complete to LaDainian Tomlinson for -4 yards (tackle by Raheem Brock),2.610,1.410
3,9:35,4,14,IND 30,16,0,Nate Kaeding 48 yard field goal good,1.410,3.000
3,,,,SDG 30,16,0,"Nate Kaeding kicks off 62 yards, returned by Dominic Rhodes for 21 yards (tackle by Marques Harris)",0.000,0.870
3,9:24,1,10,IND 29,16,0,Peyton Manning pass incomplete intended for Reggie Wayne,0.870,0.330
3,9:20,2,10,IND 29,16,0,Peyton Manning pass complete to Brandon Stokley for 24 yards (tackle by Quentin Jammer),0.330,2.460
3,8:51,1,10,SDG 47,16,0,Peyton Manning pass incomplete intended for Reggie Wayne,2.460,1.910
3,8:46,2,10,SDG 47,16,0,Edgerrin James up the middle for no gain (tackle by Luis Castillo and Donnie Edwards),1.910,1.220
3,8:05,3,10,SDG 47,16,0,Peyton Manning pass complete to Marvin Harrison for 31 yards (tackle by Clinton Hart),1.220,4.510
3,7:36,1,10,SDG 16,16,0,Peyton Manning pass incomplete intended for Brandon Stokley,4.510,3.900
3,7:31,2,10,SDG 16,16,0,Edgerrin James left tackle for 1 yard (tackle by Matt Wilhelm),3.900,3.220
3,6:50,3,9,SDG 15,16,0,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Quentin Jammer),3.220,2.440
3,6:45,4,9,SDG 15,16,3,Mike Vanderjagt 32 yard field goal good,2.440,3.000
3,,,,IND 30,16,3,"Dave Rayner kicks off 60 yards, returned by Darren Sproles for 19 yards (tackle by Gilbert Gardner)",0.000,0.870
3,6:36,1,10,SDG 29,16,3,Drew Brees pass complete to LaDainian Tomlinson for 6 yards (tackle by Nick Harper and David Thornton),0.870,1.140
3,5:58,2,4,SDG 35,16,3,LaDainian Tomlinson up the middle for 3 yards (tackle by Cato June),1.140,0.830
3,5:23,3,1,SDG 38,16,3,Lorenzo Neal up the middle for 2 yards (tackle by Gary Brackett),0.830,1.600
3,4:44,1,10,SDG 40,16,3,Drew Brees pass incomplete intended for Keenan McCardell is intercepted by Gary Brackett at SDG-45 and returned for 19 yards,1.600,-3.840
3,4:34,1,10,SDG 26,16,3,Peyton Manning pass complete to Marvin Harrison for 25 yards (tackle by Jamar Fletcher),3.840,6.970
3,3:45,1,1,SDG 1,16,9,"Edgerrin James right tackle for 1 yard, touchdown",6.970,7.000
3,,,,SDG 2,16,10,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,16,10,"Dave Rayner kicks off 61 yards, returned by Darren Sproles for 16 yards (tackle by Rob Morris). Penalty on Marques Harris: Offensive Holding, 10 yards",0.000,-0.220
3,3:36,1,10,SDG 15,16,10,Drew Brees pass complete to LaDainian Tomlinson for 2 yards (tackle by Nick Harper),-0.220,-0.440
3,2:58,2,8,SDG 17,16,10,"Penalty on Mike Goff: False Start, 5 yards (no play)",-0.440,-1.000
3,2:39,2,13,SDG 12,16,10,"Drew Brees pass complete to Reche Caldwell for 4 yards (tackle by Nick Harper). Penalty on Raheem Brock: Defensive Holding (Offsetting), Penalty on Reche Caldwell: Illegal Touch Pass (Offsetting) (no play)",-1.000,-1.000
3,2:16,2,13,SDG 12,16,10,LaDainian Tomlinson up the middle for no gain (tackle by Marlin Jackson and Cato June),-1.000,-1.770
3,1:35,3,13,SDG 12,16,10,"Drew Brees sacked by Dwight Freeney for -8 yards. Drew Brees fumbles (forced by Dwight Freeney), recovered by Montae Reagor at SDG-4 (tackle by Nick Hardwick)",-1.770,-6.280
3,1:27,1,4,SDG 4,16,10,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Quentin Jammer),6.280,5.340
3,1:24,2,4,SDG 4,16,10,Peyton Manning pass complete to Marvin Harrison for 3 yards (tackle by Quentin Jammer),5.340,5.170
3,0:45,3,1,SDG 1,16,16,"Peyton Manning pass complete to Dallas Clark for 1 yard, touchdown",5.170,7.000
3,,,,SDG 2,16,17,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,16,17,"Dave Rayner kicks off 70 yards, returned by Darren Sproles for 22 yards (tackle by Darrell Reid)",0.000,0.410
3,0:36,1,10,SDG 22,16,17,Drew Brees pass incomplete intended for Antonio Gates (defended by Larry Tripplett),0.410,-0.130
3,0:32,2,10,SDG 22,16,17,"Drew Brees pass incomplete intended for LaDainian Tomlinson. Penalty on Larry Tripplett: Roughing the Passer, 15 yards (no play)",-0.130,1.400
3,0:27,1,10,SDG 37,16,17,LaDainian Tomlinson up the middle for no gain (tackle by Josh Williams),1.400,0.860
Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,SDG 37,16,17,LaDainian Tomlinson up the middle for 9 yards (tackle by Gary Brackett),0.860,1.360
4,14:18,3,1,SDG 46,16,17,Drew Brees up the middle for no gain (tackle by Montae Reagor),1.360,-0.320
4,14:04,4,1,SDG 46,16,17,"Mike Scifres punts 54 yards, touchback",-0.320,-0.280
4,13:55,1,10,IND 20,16,17,Peyton Manning pass complete to Reggie Wayne for 5 yards (tackle by Randall Godfrey),0.280,0.410
4,13:23,2,5,IND 25,16,17,Peyton Manning pass complete to Reggie Wayne for 4 yards (tackle by Randall Godfrey),0.410,0.230
4,12:39,3,1,IND 29,16,17,"Peyton Manning pass complete to Dallas Clark for 25 yards (tackle by Shawne Merriman). Penalty on James Mungro: Offensive Holding, 10 yards (no play)",0.230,-1.140
4,12:10,3,11,IND 19,16,17,Peyton Manning pass complete to Marvin Harrison for 12 yards,-1.140,1.000
4,11:50,1,10,IND 31,16,17,Edgerrin James up the middle for 2 yards (tackle by Igor Olshansky and Randall Godfrey),1.000,0.730
4,11:13,2,8,IND 33,16,17,"Peyton Manning pass incomplete intended for Reggie Wayne. Penalty on Drayton Florence: Defensive Pass Interfere, 10 yards (no play)",0.730,1.800
4,11:09,1,10,IND 43,16,17,Edgerrin James left tackle for 1 yard (tackle by Igor Olshansky),1.800,1.390
4,10:30,2,9,IND 44,16,17,Peyton Manning pass incomplete intended for Bryan Fletcher,1.390,0.690
4,10:25,3,9,IND 44,16,17,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Quentin Jammer),0.690,-0.460
4,10:20,4,9,IND 44,16,17,"Hunter Smith punts 55 yards, returned by Keenan McCardell for 7 yards (tackle by Dexter Reid)",-0.460,0.380
4,10:09,1,10,SDG 8,16,17,LaDainian Tomlinson up the middle for no gain (tackle by Larry Tripplett and Josh Williams),-0.380,-0.780
4,9:30,2,10,SDG 8,16,17,Drew Brees pass complete to Antonio Gates for 1 yard (tackle by David Thornton and Cato June),-0.780,-1.300
4,8:47,3,9,SDG 9,16,17,Drew Brees pass complete to Keenan McCardell for 54 yards (tackle by Bob Sanders),-1.300,3.120
4,8:07,1,10,IND 37,16,17,LaDainian Tomlinson up the middle for no gain (tackle by Gary Brackett and Josh Thomas),3.120,2.570
4,7:29,2,10,IND 37,16,17,LaDainian Tomlinson up the middle for 6 yards (tackle by Dwight Freeney),2.570,2.680
4,6:51,3,4,IND 31,16,17,Drew Brees pass incomplete intended for Vincent Jackson (defended by Nick Harper),2.680,1.370
4,6:46,4,4,IND 31,19,17,Nate Kaeding 49 yard field goal good,1.370,3.000
4,,,,SDG 30,19,17,"Nate Kaeding kicks off 62 yards, returned by Dominic Rhodes for 19 yards (tackle by Matt Wilhelm). Dominic Rhodes fumbles (forced by Matt Wilhelm), recovered by Terrence Kiel at IND-29 (tackle by Rob Morris)",0.000,-3.640
4,6:36,1,10,IND 29,19,17,Michael Turner left tackle for 5 yards (tackle by Bob Sanders),3.640,3.780
4,6:00,2,5,IND 24,19,17,Drew Brees pass incomplete intended for Reche Caldwell is intercepted by Nick Harper at IND-0,3.780,-0.280
4,5:54,1,10,IND 20,19,17,Peyton Manning pass complete to Dallas Clark for 8 yards (tackle by Donnie Edwards),0.280,0.810
4,5:21,2,2,IND 28,19,17,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Drayton Florence),0.810,0.100
4,5:15,3,2,IND 28,19,17,Peyton Manning pass complete to Edgerrin James for 13 yards (tackle by Donnie Edwards),0.100,1.660
4,4:56,1,10,IND 41,19,17,Peyton Manning pass complete to Reggie Wayne for 6 yards (tackle by Donnie Edwards and Clinton Hart),1.660,1.930
4,4:20,2,4,IND 47,19,17,"Penalty on Reggie Wayne: False Start, 5 yards (no play)",1.930,1.260
4,4:20,2,9,IND 42,19,17,Peyton Manning pass complete to Marvin Harrison for 16 yards (tackle by Quentin Jammer),1.260,2.790
4,4:08,1,10,SDG 42,19,17,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Quentin Jammer),2.790,2.240
4,4:05,2,10,SDG 42,19,17,Peyton Manning pass complete to Reggie Wayne for 18 yards (tackle by Drayton Florence),2.240,3.970
4,3:21,1,10,SDG 24,19,17,Edgerrin James up the middle for 1 yard (tackle by Luis Castillo),3.970,3.570
4,3:16,,,,19,17,Timeout #1 by San Diego Chargers,0.000,3.570
4,3:16,2,9,SDG 23,19,17,"Peyton Manning pass incomplete intended for Dallas Clark. Penalty on Peyton Manning: Intentional Grounding, 12 yards",3.570,1.290
4,3:10,3,21,SDG 35,19,17,Peyton Manning sacked by Luis Castillo for -3 yards,1.290,0.720
4,2:36,,,,19,17,Timeout #2 by San Diego Chargers,0.000,0.720
4,2:36,4,24,SDG 38,19,17,"Hunter Smith punts 38 yards, touchback",0.720,-0.280
4,2:28,1,10,SDG 20,19,17,Michael Turner up the middle for -3 yards (tackle by Dwight Freeney),0.280,-0.790
4,2:20,,,,19,17,Timeout #1 by Indianapolis Colts,0.000,-0.790
4,2:20,2,13,SDG 17,25,17,"Michael Turner right tackle for 83 yards, touchdown",-0.790,7.000
4,,,,IND 2,26,17,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,26,17,"Nate Kaeding kicks off 57 yards, returned by Dominic Rhodes for 16 yards (tackle by Hanik Milligan)",0.000,0.870
4,2:02,1,10,IND 29,26,17,Peyton Manning pass complete to Dallas Clark for 36 yards (tackle by Jamar Fletcher and Quentin Jammer),0.870,3.250
4,1:54,1,10,SDG 35,26,17,Peyton Manning pass complete to Reggie Wayne for 11 yards (tackle by Drayton Florence),3.250,3.970
4,1:49,1,10,SDG 24,26,17,Peyton Manning pass incomplete intended for Reggie Wayne,3.970,3.430
4,1:46,2,10,SDG 24,26,17,Peyton Manning pass incomplete intended for Dallas Clark is intercepted by Quentin Jammer and returned for 14 yards,3.430,0.320
4,1:35,1,10,SDG 13,26,17,Lorenzo Neal left tackle for 2 yards (tackle by Bob Sanders),-0.320,-0.570
4,1:27,,,,26,17,Timeout #2 by Indianapolis Colts,0.000,-0.570
4,1:27,2,8,SDG 15,26,17,Michael Turner up the middle for 7 yards (tackle by Mike Doss and David Thornton),-0.570,-0.350
4,1:16,,,,26,17,Timeout #3 by Indianapolis Colts,0.000,-0.350
4,1:16,3,1,SDG 22,26,17,Michael Turner right guard for no gain (tackle by Larry Tripplett),-0.350,-1.900
4,0:31,,,,26,17,Timeout #3 by San Diego Chargers,0.000,-1.900
4,0:31,4,1,SDG 22,26,17,"Mike Scifres punts 44 yards, returned by Troy Walters for 6 yards (tackle by Shaun Phillips)",-1.900,-1.600
4,0:21,1,10,IND 40,26,17,"Peyton Manning pass complete to Dominic Rhodes for 8 yards, lateral to Marvin Harrison for 11 yards (tackle by Drayton Florence)",1.600,2.850
4,0:14,1,10,SDG 41,26,17,"Peyton Manning pass complete to Reggie Wayne for 6 yards, lateral to Marvin Harrison for -1 yards, lateral to Dominic Rhodes for 8 yards (tackle by Donnie Edwards)",2.850,3.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
