Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
1,7:06,1,10,WAS 26,0,7,Antonio Gibson up the middle for 3 yards (tackle by Jayron Kearse),0.670,0.540
1,6:32,2,7,WAS 29,0,7,Alex Smith pass complete short left to J.D. McKissic for 9 yards (tackle by Jamie Collins),0.540,1.470
1,5:52,1,10,WAS 38,0,7,Peyton Barber left tackle for 6 yards (tackle by Jayron Kearse),1.470,1.730
1,5:12,2,4,WAS 44,0,7,Alex Smith pass complete short middle to Peyton Barber for 7 yards (tackle by Jayron Kearse),1.730,2.320
1,4:47,1,10,DET 49,0,7,Terry McLaurin right end for 27 yards (tackle by Duron Harmon and Will Harris),2.320,4.110
1,4:04,1,10,DET 22,0,7,Antonio Gibson left end for 2 yards (tackle by Romeo Okwara and Justin Coleman),4.110,3.830
1,3:41,2,8,DET 20,0,7,Alex Smith pass incomplete short right intended for J.D. McKissic,3.830,3.140
1,3:34,3,8,DET 20,0,7,Alex Smith pass incomplete short right intended for J.D. McKissic,3.140,2.120
1,3:30,4,8,DET 20,3,7,Dustin Hopkins 38 yard field goal good,2.120,3.000
1,3:25,,,WAS 35,3,7,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
1,3:25,1,10,DET 25,3,7,Matthew Stafford pass incomplete short right intended for Jesse James,0.610,0.060
1,3:20,2,10,DET 25,3,7,"Matthew Stafford sacked by and Jonathan Bostic for no gain and Kevin Pierre-Louis for no gain. Penalty on Kevin Pierre-Louis: Lowering the Head to Initiate Contact, 15 yards (no play)",0.060,1.600
1,3:10,1,10,DET 40,3,7,D'Andre Swift right tackle for 1 yard (tackle by Tim Settle),1.600,1.190
1,2:37,2,9,DET 41,3,7,D'Andre Swift up the middle for 9 yards (tackle by Kendall Fuller),1.190,2.260
1,2:01,1,10,DET 50,3,7,Matthew Stafford pass complete short right to Marvin Jones for 4 yards (tackle by Kevin Pierre-Louis),2.260,2.250
1,1:24,2,6,WAS 46,3,7,D'Andre Swift left tackle for 2 yards (tackle by Cole Holcomb),2.250,1.820
1,0:44,3,4,WAS 44,3,7,Matthew Stafford pass incomplete short left intended for Marvin Jones,1.820,0.330
1,0:37,4,4,WAS 44,3,7,"Penalty on DET: Delay of Game, 5 yards (no play)",0.330,0.000
1,0:37,4,9,WAS 49,3,7,"Jack Fox punts 42 yards, fair catch by Steven Sims at WAS-7",0.000,0.380
1,0:29,1,10,WAS 7,3,7,Alex Smith pass complete short left to J.D. McKissic for 3 yards (tackle by Desmond Trufant),-0.380,-0.560
Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,WAS 10,3,7,Antonio Gibson right end for 2 yards (tackle by John Penisini and Everson Griffen),-0.560,-0.840
2,14:18,3,5,WAS 12,3,7,Alex Smith pass incomplete short middle intended for J.D. McKissic,-0.840,-2.490
2,14:13,4,5,WAS 12,3,7,"Tress Way punts 47 yards, returned by Danny Amendola for 6 yards (tackle by Ryan Anderson)",-2.490,-2.060
2,14:02,1,10,DET 47,3,7,Adrian Peterson right tackle for 13 yards (tackle by Deshazor Everett and Kamren Curl),2.060,2.920
2,13:22,1,10,WAS 40,3,7,Matthew Stafford pass complete short right to Adrian Peterson for 9 yards (tackle by Jonathan Bostic),2.920,3.590
2,12:50,2,1,WAS 31,3,7,Adrian Peterson right tackle for 4 yards (tackle by Chase Young and Deshazor Everett),3.590,3.780
2,12:11,1,10,WAS 27,3,7,Matthew Stafford pass incomplete short right intended for Quintez Cephus,3.780,3.230
2,12:06,2,10,WAS 27,3,7,Matthew Stafford pass incomplete deep left intended for T.J. Hockenson,3.230,2.540
2,12:01,3,10,WAS 27,3,13,"Matthew Stafford pass complete deep left to Marvin Jones for 27 yards, touchdown",2.540,7.000
2,11:55,,,WAS 15,3,14,Matt Prater kicks extra point good,0.000,0.000
2,11:55,,,DET 35,3,14,"Jack Fox kicks off 61 yards, returned by Danny Johnson for 46 yards (tackle by Duron Harmon)",0.000,2.260
2,11:47,1,10,WAS 50,3,14,Alex Smith pass incomplete short middle intended for J.D. McKissic,2.260,1.710
2,11:41,2,10,WAS 50,3,14,Alex Smith pass complete short left to J.D. McKissic for 7 yards (tackle by Tracy Walker),1.710,1.950
2,11:00,3,3,DET 43,3,14,Alex Smith pass complete short left to Antonio Gibson for no gain (tackle by Justin Coleman),1.950,0.400
2,10:18,4,3,DET 43,3,14,Alex Smith pass complete short right to Cam Sims for 13 yards (tackle by Jeff Okudah),0.400,3.580
2,9:34,1,10,DET 30,3,14,Alex Smith pass complete short middle to J.D. McKissic for 8 yards (tackle by Jamie Collins),3.580,4.110
2,8:57,2,2,DET 22,3,14,Antonio Gibson right end for -3 yards (tackle by Jeff Okudah),4.110,3.010
2,8:12,3,5,DET 25,3,14,Alex Smith pass incomplete deep right intended for J.D. McKissic,3.010,1.850
2,8:06,4,5,DET 25,3,14,Dustin Hopkins 43 yard field goal no good,1.850,-1.140
2,8:01,1,10,DET 33,3,14,D'Andre Swift right tackle for no gain (tackle by Jonathan Allen),1.140,0.590
2,7:26,2,10,DET 33,3,14,D'Andre Swift right end for no gain (tackle by Jonathan Allen),0.590,-0.100
2,6:47,3,10,DET 33,3,14,Matthew Stafford pass incomplete short right intended for Marvin Hall,-0.100,-1.180
2,6:42,4,10,DET 33,3,14,"Jack Fox punts 51 yards, fair catch by Steven Sims at WAS-16",-1.180,0.140
2,6:33,1,10,WAS 16,3,14,Antonio Gibson left end for 1 yard (tackle by Frank Herron),-0.140,-0.510
2,5:53,2,9,WAS 17,3,14,Alex Smith pass complete short left to Terry McLaurin for 6 yards (tackle by Desmond Trufant),-0.510,-0.450
2,5:08,3,3,WAS 23,3,14,Alex Smith pass complete short left to J.D. McKissic for 4 yards (tackle by Jamie Collins),-0.450,0.740
2,4:18,1,10,WAS 27,3,14,J.D. McKissic left tackle for 2 yards (tackle by Jayron Kearse),0.740,0.470
2,3:40,2,8,WAS 29,3,14,Alex Smith pass complete short middle to Logan Thomas for 10 yards (tackle by Jamie Collins and Romeo Okwara),0.470,1.530
2,3:12,1,10,WAS 39,3,14,Alex Smith pass complete short right to Isaiah Wright for 6 yards (tackle by Justin Coleman and Amani Oruwariye),1.530,1.800
2,2:39,2,4,WAS 45,3,14,J.D. McKissic up the middle for 3 yards (tackle by Reggie Ragland and Jayron Kearse),1.800,1.490
2,2:02,3,1,WAS 48,3,14,J.D. McKissic right tackle for 1 yard (tackle by Reggie Ragland),1.490,2.190
2,1:58,1,10,WAS 49,3,14,"Alex Smith pass complete short left to Steven Sims for 6 yards (tackle by Jamie Collins). Steven Sims fumbles (forced by Jamie Collins), recovered by Cam Sims at DET-45",2.190,2.460
2,1:33,2,4,DET 45,3,14,Alex Smith pass complete short left to J.D. McKissic for 7 yards (tackle by Jahlani Tavai),2.460,3.050
2,1:28,1,10,DET 38,3,14,"Alex Smith pass complete short left to Logan Thomas for no gain. Penalty on Austin Bryant: Defensive Holding, 5 yards (no play)",3.050,3.380
2,1:21,1,10,DET 33,3,14,"Alex Smith pass complete short middle to Terry McLaurin for 2 yards (tackle by Jamie Collins). Terry McLaurin fumbles (forced by Jamie Collins), recovered by Jamie Collins at DET-31",3.380,-1.000
2,1:14,1,10,DET 31,3,14,Matthew Stafford pass complete short middle to Marvin Jones for 19 yards (tackle by Deshazor Everett),1.000,2.260
2,0:53,1,10,DET 50,3,14,Matthew Stafford pass complete short right to T.J. Hockenson for 8 yards (tackle by Ronald Darby),2.260,2.790
2,0:49,2,2,WAS 42,3,14,Matthew Stafford pass complete short right to Marvin Hall for 6 yards (tackle by Kamren Curl),2.790,3.180
2,0:43,,,,,,Timeout #1 by Detroit Lions,,
2,0:43,1,10,WAS 36,3,14,"Matthew Stafford pass complete short left to Danny Amendola for 2 yards Danny Amendola pass complete short left to Marvin Jones for 4 yards (tackle by Deshazor Everett). Penalty on Danny Amendola: Illegal Forward Pass, 5 yards",3.180,2.230
2,0:38,,,,,,Timeout #2 by Detroit Lions,,
2,0:38,2,13,WAS 39,3,14,Matthew Stafford pass complete short middle to Marvin Jones for 4 yards (tackle by Kendall Fuller),2.230,2.080
2,0:16,3,9,WAS 35,3,14,Matthew Stafford pass incomplete short right intended for T.J. Hockenson,2.080,0.970
2,0:13,4,9,WAS 35,3,17,Matt Prater 53 yard field goal good,0.970,3.000
2,0:08,,,DET 35,3,17,"Matt Prater kicks off 57 yards, returned by Danny Johnson for 24 yards (tackle by Mike Ford)",0.000,1.070
2,0:01,1,10,WAS 32,3,17,Alex Smith kneels for -1 yards,1.070,0.390
Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,3,17,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,3,17,D'Andre Swift right tackle for 3 yards (tackle by Jonathan Bostic and Cole Holcomb),0.610,0.470
3,14:22,2,7,DET 28,3,17,Matthew Stafford pass complete short left to Danny Amendola for 8 yards (tackle by Jonathan Bostic),0.470,1.330
3,13:35,1,10,DET 36,3,17,"Matthew Stafford pass incomplete short middle intended for Marvin Hall (defended by Montez Sweat). Penalty on Taylor Decker: Offensive Holding, 10 yards (no play)",1.330,0.670
3,13:32,1,20,DET 26,3,17,D'Andre Swift left end for no gain (tackle by Kamren Curl and Jonathan Allen),0.670,-0.560
3,12:53,2,20,DET 26,3,17,Matthew Stafford pass complete short right to D'Andre Swift for 26 yards (tackle by Kendall Fuller),-0.560,2.390
3,12:22,1,10,WAS 48,3,17,D'Andre Swift right tackle for 2 yards (tackle by Daron Payne and Jonathan Bostic),2.390,2.120
3,11:41,2,8,WAS 46,3,17,Matthew Stafford pass complete short right to Jesse James for 4 yards (tackle by Ronald Darby),2.120,1.950
3,11:02,3,4,WAS 42,3,17,Matthew Stafford pass complete short right to T.J. Hockenson for 5 yards (tackle by Jonathan Bostic),1.950,3.120
3,10:18,1,10,WAS 37,3,17,Matthew Stafford pass complete deep left to Marvin Jones for 18 yards (tackle by Kendall Fuller),3.120,4.310
3,9:37,1,10,WAS 19,3,17,Adrian Peterson up the middle for 2 yards (tackle by Jonathan Bostic and Daron Payne),4.310,4.030
3,8:52,2,8,WAS 17,3,17,Adrian Peterson left tackle for 2 yards (tackle by Tim Settle and Kendall Fuller),4.030,3.580
3,8:06,3,6,WAS 15,3,23,"Matthew Stafford pass complete short right to D'Andre Swift for 15 yards, touchdown",3.580,7.000
3,7:58,,,WAS 15,3,24,Matt Prater kicks extra point good,0.000,0.000
3,7:58,,,DET 35,3,24,"Jack Fox kicks off 64 yards, returned by Danny Johnson for 17 yards (tackle by Jayron Kearse)",0.000,0.040
3,7:52,1,10,WAS 18,3,24,Alex Smith pass complete short right to Antonio Gibson for 13 yards (tackle by Danny Shelton),0.040,1.000
3,7:25,1,10,WAS 31,3,24,Antonio Gibson right end for 12 yards (tackle by John Penisini),1.000,1.800
3,6:56,1,10,WAS 43,3,24,Alex Smith pass complete short left to Isaiah Wright for 6 yards (tackle by Desmond Trufant),1.800,2.060
3,6:24,2,4,WAS 49,3,24,Alex Smith pass complete short right to Cam Sims for 11 yards (tackle by Reggie Ragland),2.060,2.920
3,5:56,1,10,DET 40,3,24,Alex Smith pass complete short left to Steven Sims for 1 yard (tackle by Justin Coleman),2.920,2.510
3,5:36,2,9,DET 39,3,24,"Penalty on Austin Bryant: Neutral Zone Infraction, 5 yards (no play)",2.510,3.180
3,5:17,2,4,DET 34,3,24,Alex Smith pass complete short left to Terry McLaurin for 20 yards (tackle by Duron Harmon),3.180,4.650
3,4:57,1,10,DET 14,3,24,Antonio Gibson left tackle for 3 yards (tackle by Jamie Collins),4.650,4.520
3,4:16,2,7,DET 11,3,24,Alex Smith pass incomplete short right intended for J.D. McKissic,4.520,3.620
3,4:08,3,7,DET 11,3,24,Alex Smith sacked by Everson Griffen for -1 yards,3.620,2.630
3,3:21,4,8,DET 12,3,24,"Penalty on Logan Thomas: False Start, 5 yards (no play)",2.630,2.310
3,2:56,4,13,DET 17,3,24,Alex Smith pass complete short middle to Logan Thomas for 15 yards (tackle by Jayron Kearse),2.310,6.740
3,2:35,1,2,DET 2,9,24,"J.D. McKissic up the middle for 2 yards, touchdown",6.740,7.000
3,2:30,,,DET 15,10,24,Dustin Hopkins kicks extra point good,0.000,0.000
3,2:30,,,WAS 35,10,24,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,2:30,1,10,DET 25,10,24,Matthew Stafford pass complete short right to Jesse James for 5 yards (tackle by Kamren Curl),0.610,0.740
3,1:52,2,5,DET 30,10,24,Kerryon Johnson up the middle for 3 yards (tackle by Cole Holcomb),0.740,0.430
3,1:14,3,2,DET 33,10,24,Matthew Stafford pass incomplete deep left intended for Marvin Jones,0.430,-1.180
3,1:09,4,2,DET 33,10,24,"Jack Fox punts 51 yards, returned by Steven Sims for no gain (tackle by Mike Ford)",-1.180,0.140
3,1:00,1,10,WAS 16,10,24,Alex Smith pass complete deep middle to Cam Sims for 19 yards (tackle by Amani Oruwariye),-0.140,1.270
3,0:35,1,10,WAS 35,10,24,Alex Smith pass complete short right to Logan Thomas for 14 yards (tackle by Amani Oruwariye),1.270,2.190
3,0:08,1,10,WAS 49,10,24,Antonio Gibson right tackle for 4 yards (tackle by Jayron Kearse and Frank Herron),2.190,2.190
Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,DET 47,10,24,Alex Smith pass complete short left to Isaiah Wright for 4 yards (tackle by Reggie Ragland),2.190,2.010
4,14:26,3,2,DET 43,10,24,J.D. McKissic up the middle for 2 yards (tackle by Christian Jones),2.010,2.850
4,13:48,1,10,DET 41,10,24,Alex Smith pass complete short left to Terry McLaurin for 11 yards (tackle by Justin Coleman),2.850,3.580
4,13:23,1,10,DET 30,10,24,Alex Smith pass complete short right to Antonio Gibson for -1 yards (tackle by Justin Coleman),3.580,2.900
4,12:39,2,11,DET 31,10,24,Alex Smith pass complete short middle to Isaiah Wright for 13 yards (tackle by Duron Harmon),2.900,4.370
4,12:11,1,10,DET 18,10,24,Alex Smith pass complete short right to Antonio Gibson for 8 yards (tackle by Reggie Ragland and Jamie Collins),4.370,5.230
4,11:47,2,2,DET 10,10,24,Alex Smith pass complete short left to Isaiah Wright for 8 yards (tackle by Justin Coleman),5.230,6.740
4,11:25,1,2,DET 2,16,24,"Antonio Gibson up the middle for 2 yards, touchdown",6.740,7.000
4,11:21,,,DET 15,17,24,Dustin Hopkins kicks extra point good,0.000,0.000
4,11:21,,,WAS 35,17,24,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,11:21,1,10,DET 25,17,24,"Matthew Stafford pass complete short right to T.J. Hockenson for 9 yards (tackle by Daron Payne and Cole Holcomb). Penalty on Oday Aboushi: Offensive Holding, 10 yards (no play)",0.610,-0.410
4,10:59,1,20,DET 15,17,24,Matthew Stafford pass complete short left to Danny Amendola for no gain (tackle by Kamren Curl),-0.410,-1.430
4,10:13,2,20,DET 15,17,24,Matthew Stafford pass complete short right to D'Andre Swift for 13 yards (tackle by Jonathan Bostic),-1.430,-0.230
4,9:25,3,7,DET 28,17,24,Matthew Stafford sacked by Kamren Curl for -9 yards,-0.230,-2.140
4,9:02,4,16,DET 19,17,24,"Jack Fox punts 47 yards, fair catch by Steven Sims at WAS-34",-2.140,-1.200
4,8:53,1,10,WAS 34,17,24,Alex Smith pass incomplete short right,1.200,0.660
4,8:44,2,10,WAS 34,17,24,J.D. McKissic up the middle for 5 yards (tackle by John Penisini),0.660,0.630
4,8:05,3,5,WAS 39,17,24,Alex Smith pass complete deep right to Steven Sims for 23 yards (tackle by Justin Coleman),0.630,3.050
4,7:35,1,10,DET 38,17,24,Alex Smith pass complete deep right to Logan Thomas for 27 yards (tackle by Jeff Okudah and Jamie Collins),3.050,4.840
4,7:03,1,10,DET 11,17,24,J.D. McKissic up the middle for 1 yard (tackle by Jamie Collins),4.840,4.320
4,6:22,2,9,DET 10,17,24,"Alex Smith pass incomplete short right intended for Logan Thomas. Penalty on Jayron Kearse: Defensive Holding, 5 yards (no play)",4.320,6.060
4,6:15,1,5,DET 5,23,24,"Antonio Gibson left end for 5 yards, touchdown",6.060,7.000
4,6:09,,,DET 15,24,24,Dustin Hopkins kicks extra point good,0.000,0.000
4,6:09,,,WAS 35,24,24,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,6:09,1,10,DET 25,24,24,Matthew Stafford pass complete short right to D'Andre Swift for 9 yards (tackle by Kamren Curl). Penalty on Ryan Anderson: Defensive Offside (Declined),0.610,1.280
4,5:54,2,1,DET 34,24,24,Matthew Stafford pass complete short left to D'Andre Swift for 5 yards (tackle by Kevin Pierre-Louis),1.280,1.530
4,5:15,1,10,DET 39,24,24,D'Andre Swift right tackle for -1 yards (tackle by Shaun Dion Hamilton),1.530,0.850
4,4:33,2,11,DET 38,24,24,Matthew Stafford pass complete short right to Marvin Jones for 10 yards (tackle by Ronald Darby),0.850,1.490
4,3:53,3,1,DET 48,24,24,D'Andre Swift left end for 17 yards (tackle by Kendall Fuller),1.490,3.250
4,3:46,1,10,WAS 35,24,24,D'Andre Swift right tackle for 9 yards (tackle by Troy Apke),3.250,3.920
4,3:02,2,1,WAS 26,24,24,D'Andre Swift up the middle for 6 yards (tackle by Chase Young),3.920,4.240
4,2:56,,,,,,Timeout #1 by Washington Football Team,,
4,2:56,1,10,WAS 20,24,24,Matthew Stafford pass incomplete short right intended for Isaac Nauta,4.240,3.690
4,2:51,2,10,WAS 20,24,24,D'Andre Swift left tackle for 1 yard (tackle by Kamren Curl and Montez Sweat),3.690,3.100
4,2:47,,,,,,Timeout #2 by Washington Football Team,,
4,2:47,3,9,WAS 19,24,24,Matthew Stafford pass incomplete short right,3.100,2.180
4,2:42,4,9,WAS 19,24,27,Matt Prater 37 yard field goal good,2.180,3.000
4,2:37,,,DET 35,24,27,"Jack Fox kicks off 65 yards, returned by Danny Johnson for 21 yards (tackle by Miles Killebrew). Penalty on James Smith-Williams: Offensive Holding, 10 yards",0.000,-0.370
4,2:33,1,10,WAS 11,24,27,Alex Smith pass incomplete deep right intended for Logan Thomas,-0.370,-0.780
4,2:28,2,10,WAS 11,24,27,Alex Smith pass complete short left to Steven Sims for 5 yards (tackle by Justin Coleman),-0.780,-0.840
4,2:03,3,5,WAS 16,24,27,"Alex Smith pass complete short right to Terry McLaurin for 4 yards (tackle by Desmond Trufant). Penalty on David Sharpe: Illegal Use of Hands, 8 yards (no play)",-0.840,-1.770
4,1:56,3,13,WAS 8,24,27,Alex Smith pass complete deep left to Terry McLaurin for 26 yards (tackle by Duron Harmon),-1.770,1.200
4,1:50,1,10,WAS 34,24,27,Alex Smith pass complete short middle to J.D. McKissic for 5 yards (tackle by Jayron Kearse),1.200,1.330
4,1:29,2,5,WAS 39,24,27,Alex Smith pass incomplete deep right intended for Cam Sims,1.330,0.630
4,1:24,3,5,WAS 39,24,27,Alex Smith pass incomplete short left intended for Terry McLaurin,0.630,-0.780
4,1:19,4,5,WAS 39,24,27,"Alex Smith pass incomplete short left intended for Terry McLaurin (defended by Desmond Trufant). Penalty on Desmond Trufant: Defensive Pass Interference, 5 yards (no play)",-0.780,1.860
4,1:16,1,10,WAS 44,24,27,Alex Smith pass incomplete short left intended for J.D. McKissic,1.860,1.320
4,1:11,2,10,WAS 44,24,27,Alex Smith pass incomplete short middle,1.320,0.630
4,1:06,3,10,WAS 44,24,27,"Alex Smith pass incomplete short left intended for Terry McLaurin. Penalty on Desmond Trufant: Defensive Holding, 5 yards (no play)",0.630,2.190
4,1:00,1,10,WAS 49,24,27,Alex Smith pass incomplete short left intended for J.D. McKissic,2.190,1.650
4,0:57,2,10,WAS 49,24,27,Alex Smith pass incomplete short middle intended for Terry McLaurin (defended by Frank Herron),1.650,0.960
4,0:54,3,10,WAS 49,24,27,Alex Smith pass complete short middle to Cam Sims for 11 yards (tackle by Amani Oruwariye),0.960,2.920
4,0:47,,,,,,Timeout #3 by Washington Football Team,,
4,0:47,1,10,DET 40,24,27,Alex Smith pass incomplete deep right intended for Jeff Badet,2.920,2.370
4,0:42,2,10,DET 40,24,27,Alex Smith pass complete short left to Terry McLaurin for 11 yards (tackle by Duron Harmon),2.370,3.640
4,0:36,1,10,DET 29,24,27,Alex Smith pass incomplete short right,3.640,3.100
4,0:31,2,10,DET 29,24,27,"Penalty on WAS: Delay of Game, 5 yards (no play)",3.100,2.420
4,0:31,2,15,DET 34,24,27,Alex Smith pass incomplete short left intended for Steven Sims,2.420,1.750
4,0:26,3,15,DET 34,24,27,Alex Smith pass complete short right to Steven Sims for 11 yards (tackle by Justin Coleman),1.750,2.000
4,0:21,4,4,DET 23,27,27,Dustin Hopkins 41 yard field goal good,2.000,3.000
4,0:16,,,WAS 35,27,27,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,0:16,1,10,DET 25,27,27,Matthew Stafford pass complete short left to Quintez Cephus for 10 yards (tackle by Cole Holcomb and Kendall Fuller),0.610,1.270
4,0:12,,,,,,Timeout #1 by Detroit Lions,,
4,0:12,1,10,DET 35,27,27,"Matthew Stafford pass incomplete deep left intended for Quintez Cephus. Penalty on Chase Young: Roughing the Passer, 15 yards (no play)",1.270,2.260
4,0:06,1,10,DET 50,27,27,Matthew Stafford pass complete short right to Marvin Jones for 9 yards,2.260,2.930
4,0:03,,,,,,Timeout #2 by Detroit Lions,,
4,0:03,2,1,WAS 41,27,30,Matt Prater 59 yard field goal good,2.930,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
