Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
1,1:15,,,HOU 35,3,13,"Nick Novak kicks off 63 yards, returned by Dion Lewis for 98 yards, touchdown",0.000,-7.000
1,1:00,,,HOU 15,3,14,Stephen Gostkowski kicks extra point good,0.000,0.000
1,1:00,,,NWE 35,3,14,"Stephen Gostkowski kicks off 55 yards, returned by Akeem Hunt for 18 yards (tackle by Patrick Chung)",0.000,-0.810
1,0:56,1,10,HOU 28,3,14,Brock Osweiler pass complete short left to Will Fuller for 2 yards (tackle by Trey Flowers and Malcom Brown),0.810,0.530
1,0:19,2,8,HOU 30,3,14,Brock Osweiler pass complete short left to Keith Mumphery for 7 yards (tackle by Logan Ryan),0.530,0.760
Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,HOU 37,3,14,Brock Osweiler pass complete short right to Lamar Miller for no gain,0.760,-0.910
2,14:37,4,1,HOU 37,3,14,"Shane Lechler punts 63 yards, touchback",-0.910,-0.280
2,14:32,1,10,NWE 20,3,14,Tom Brady pass incomplete short left intended for Michael Floyd is intercepted by A.J. Bouye at NWE-34 and returned for 7 yards,0.280,-3.780
2,14:24,1,10,NWE 27,3,14,Brock Osweiler pass complete short left to Will Fuller for 7 yards (tackle by Malcolm Butler),3.780,4.180
2,13:54,2,3,NWE 20,3,14,Lamar Miller left guard for 4 yards (tackle by Elandon Roberts and Trey Flowers),4.180,4.510
2,13:17,1,10,NWE 16,3,14,"Brock Osweiler pass incomplete deep left intended for C.J. Fiedorowicz (defended by Devin McCourty). Penalty on Chris Clark: Offensive Holding, 10 yards (no play)",4.510,3.840
2,13:11,1,20,NWE 26,3,14,Lamar Miller right end for 4 yards,3.840,3.150
2,12:30,2,16,NWE 22,3,14,Brock Osweiler pass incomplete deep right intended for Will Fuller,3.150,2.480
2,12:25,3,16,NWE 22,3,14,Brock Osweiler pass complete short left to Akeem Hunt for 13 yards (tackle by Duron Harmon and Logan Ryan),2.480,2.930
2,11:39,4,3,NWE 9,6,14,Nick Novak 27 yard field goal good,2.930,3.000
2,11:36,,,HOU 35,6,14,"Nick Novak kicks off 62 yards, returned by Dion Lewis for 14 yards (tackle by Akeem Dent). Dion Lewis fumbles, recovered by Eddie Pleasant at NWE-12",0.000,4.780
2,11:29,1,10,NWE 12,6,14,Lamar Miller left tackle for 2 yards (tackle by Alan Branch and Malcom Brown),4.780,4.450
2,10:54,2,8,NWE 10,12,14,"Brock Osweiler pass complete short right to C.J. Fiedorowicz for 10 yards, touchdown",4.450,7.000
2,10:49,,,NWE 15,13,14,Nick Novak kicks extra point good,0.000,0.000
2,,,,HOU 35,13,14,"Nick Novak kicks off 65 yards, returned by Dion Lewis for 17 yards",,
2,10:43,1,10,NWE 17,13,14,LeGarrette Blount middle for 2 yards (tackle by Brian Cushing and Whitney Mercilus),-0.060,-0.250
2,10:04,2,8,NWE 19,13,14,Tom Brady pass complete short middle to Martellus Bennett for 4 yards (tackle by Kareem Jackson),-0.250,-0.490
2,9:31,3,4,NWE 23,13,14,Tom Brady sacked by Brian Cushing for -4 yards,-0.490,-2.140
2,8:57,4,8,NWE 19,13,14,"Ryan Allen punts 46 yards, returned by Will Fuller for 16 yards (tackle by Nate Ebner)",-2.140,-2.320
2,8:43,1,10,NWE 49,13,14,Brock Osweiler pass incomplete short right intended for Lamar Miller,2.320,1.780
2,8:39,2,10,NWE 49,13,14,Lamar Miller right guard for 5 yards (tackle by Elandon Roberts),1.780,1.750
2,8:01,3,5,NWE 44,13,14,Brock Osweiler pass incomplete short right intended for DeAndre Hopkins (defended by Logan Ryan),1.750,0.330
2,7:55,4,5,NWE 44,13,14,"Shane Lechler punts 33 yards, returned by Julian Edelman for 7 yards",0.330,-0.040
2,7:48,1,10,NWE 18,13,14,Tom Brady pass incomplete short left intended for Dion Lewis (defended by Andre Hal),0.040,-0.490
2,7:44,2,10,NWE 18,13,14,Tom Brady pass incomplete deep right intended for Dion Lewis (defended by Whitney Mercilus),-0.490,-1.170
2,7:37,3,10,NWE 18,13,14,Tom Brady pass complete deep middle to Chris Hogan for 45 yards (tackle by Corey Moore),-1.170,3.120
2,6:49,1,10,HOU 37,13,14,Tom Brady pass incomplete deep left intended for Martellus Bennett,3.120,2.570
2,6:43,2,10,HOU 37,13,14,Dion Lewis right tackle for 4 yards (tackle by Johnathan Joseph),2.570,2.410
2,6:06,3,6,HOU 33,13,14,Tom Brady sacked by Whitney Mercilus for -4 yards,2.410,0.790
2,5:35,4,10,HOU 37,13,14,"Ryan Allen punts 33 yards, out of bounds",0.790,0.380
2,5:30,1,10,HOU 4,13,14,Lamar Miller right guard for 4 yards (tackle by Malcom Brown),-0.380,-0.490
2,4:52,2,6,HOU 8,13,14,Lamar Miller right guard for 3 yards (tackle by Malcom Brown),-0.490,-0.600
2,4:11,3,3,HOU 11,13,14,Brock Osweiler pass incomplete short right intended for Stephen Anderson (defended by Rob Ninkovich),-0.600,-2.490
2,4:04,4,3,HOU 11,13,14,"Shane Lechler punts 47 yards, returned by Julian Edelman for 10 yards (tackle by Akeem Dent). Penalty on Matt Slater: Illegal Block Above the Waist, 10 yards",-2.490,-1.140
2,3:54,1,10,NWE 33,13,14,Dion Lewis left guard for 1 yard (tackle by Whitney Mercilus),1.140,0.730
2,3:14,2,9,NWE 34,13,14,Tom Brady pass incomplete short left intended for Dion Lewis,0.730,0.040
2,3:08,3,9,NWE 34,13,14,Tom Brady pass complete deep left to Julian Edelman for 48 yards (tackle by Andre Hal and Kareem Jackson),0.040,4.370
2,2:25,1,10,HOU 18,13,14,Dion Lewis middle for 2 yards (tackle by Christian Covington and Benardrick McKinney),4.370,4.090
2,2:00,2,8,HOU 16,13,14,Dion Lewis left end for 6 yards (tackle by Andre Hal),4.090,4.510
2,1:26,3,2,HOU 10,13,14,Tom Brady pass complete short left to Chris Hogan for 7 yards (tackle by A.J. Bouye),4.510,6.510
2,1:21,1,3,HOU 3,13,14,Tom Brady middle for 2 yards (tackle by Jadeveon Clowney),6.510,5.910
2,0:43,2,1,HOU 1,13,14,Tom Brady pass complete short left to James Develin for no gain,5.910,0.000
2,0:19,,,,13,14,Timeout #1 by New England Patriots,0.000,-5.170
2,0:19,3,1,HOU 1,13,14,LeGarrette Blount left tackle for no gain (tackle by Whitney Mercilus and Eddie Pleasant),5.170,0.000
2,0:10,,,,13,14,Timeout #2 by New England Patriots,0.000,-3.550
2,0:10,4,1,HOU 1,13,17,Stephen Gostkowski 19 yard field goal good,3.550,3.000
2,0:07,,,NWE 35,13,17,"Stephen Gostkowski kicks off 42 yards, returned by Will Fuller for 12 yards (tackle by Nate Ebner)",0.000,1.270
Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,13,17,"Nick Novak kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,NWE 25,13,17,Tom Brady pass incomplete short left intended for Michael Floyd (defended by A.J. Bouye),0.610,0.060
3,14:57,2,10,NWE 25,13,17,LeGarrette Blount right guard for 2 yards (tackle by Benardrick McKinney and Vince Wilfork),0.060,-0.360
3,14:26,3,8,NWE 27,13,17,Tom Brady pass incomplete short middle intended for Dion Lewis,-0.360,-1.570
3,14:19,4,8,NWE 27,13,17,"Ryan Allen punts 55 yards, returned by Will Fuller for 18 yards (tackle by Matt Slater)",-1.570,-1.330
3,14:07,1,10,HOU 36,13,17,Lamar Miller left tackle for 17 yards (tackle by Devin McCourty),1.330,2.460
3,13:31,1,10,NWE 47,13,17,Brock Osweiler pass incomplete short left intended for Lamar Miller,2.460,1.910
3,13:23,2,10,NWE 47,13,17,Lamar Miller left tackle for 6 yards (tackle by Rob Ninkovich and Logan Ryan),1.910,2.010
3,12:43,3,4,NWE 41,13,17,Brock Osweiler pass incomplete short left intended for Ryan Griffin,2.010,0.530
3,12:37,4,4,NWE 41,13,17,"Shane Lechler punts 31 yards, fair catch by Julian Edelman",0.530,0.380
3,12:30,1,10,NWE 10,13,17,Tom Brady pass complete deep left to Julian Edelman for 26 yards (tackle by A.J. Bouye),-0.380,1.330
3,12:10,1,10,NWE 36,13,17,Tom Brady pass complete short left to Julian Edelman for 14 yards (tackle by A.J. Bouye),1.330,2.260
3,11:43,1,10,,13,17,"LeGarrette Blount left end for 2 yards (tackle by Corey Moore). Penalty on Nate Solder: Offensive Holding, 10 yards",2.260,1.730
3,11:18,1,18,NWE 42,13,17,Tom Brady pass complete deep left to Chris Hogan for 21 yards,1.730,3.120
3,10:49,1,10,HOU 37,13,17,Tom Brady pass complete short right to Julian Edelman for 7 yards (tackle by Andre Hal),3.120,3.520
3,10:22,2,3,HOU 30,13,17,Dion Lewis right tackle for 4 yards (tackle by Johnathan Joseph),3.520,3.840
3,10:03,1,10,HOU 26,13,17,Tom Brady pass complete short middle to Julian Edelman for 7 yards (tackle by Johnathan Joseph),3.840,4.270
3,9:21,2,3,HOU 19,13,17,Tom Brady pass incomplete short right intended for James Develin,4.270,3.570
3,9:14,3,3,HOU 19,13,23,"Tom Brady pass complete deep right to James White for 19 yards, touchdown",3.570,7.000
3,9:09,,,HOU 15,13,24,Stephen Gostkowski kicks extra point good,0.000,0.000
3,9:09,,,NWE 35,13,24,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
3,9:09,1,10,HOU 25,13,24,Brock Osweiler pass complete short middle to DeAndre Hopkins for 15 yards (tackle by Eric Rowe),0.610,1.600
3,8:45,1,10,HOU 40,13,24,Lamar Miller middle for 2 yards (tackle by Jabaal Sheard and Alan Branch),1.600,1.320
3,8:09,2,8,HOU 42,13,24,Brock Osweiler pass complete short right to Lamar Miller for 4 yards (tackle by Dont'a Hightower),1.320,1.160
3,7:34,3,4,HOU 46,13,24,Brock Osweiler pass incomplete short right intended for DeAndre Hopkins is intercepted by Devin McCourty at NWE-40 and returned for 4 yards,1.160,-1.860
3,7:19,1,10,NWE 44,13,24,Tom Brady pass incomplete short right intended for Martellus Bennett,1.860,1.320
3,7:14,2,10,NWE 44,13,24,Tom Brady pass incomplete,1.320,0.630
3,7:05,3,10,NWE 44,13,24,Tom Brady pass complete short right to Julian Edelman for 26 yards (tackle by Kareem Jackson),0.630,3.580
3,6:33,1,10,HOU 30,13,24,Tom Brady pass incomplete short right intended for Danny Amendola,3.580,3.030
3,6:23,2,10,HOU 30,13,24,"Tom Brady pass incomplete. Penalty on Michael Floyd: Offensive Pass Interference, 10 yards (no play)",3.030,1.680
3,6:18,2,20,HOU 40,13,24,Tom Brady pass incomplete deep left intended for Julian Edelman,1.680,1.020
3,6:12,3,20,HOU 40,13,24,Tom Brady pass incomplete short middle intended for Danny Amendola,1.020,0.590
3,6:03,4,20,HOU 40,13,24,Ryan Allen punts 38 yards,0.590,0.380
3,5:56,1,10,HOU 2,13,24,Brock Osweiler pass incomplete short middle intended for C.J. Fiedorowicz,-0.380,-0.780
3,5:52,2,10,HOU 2,13,24,Brock Osweiler pass complete deep left to DeAndre Hopkins for 19 yards (tackle by Eric Rowe),-0.780,0.340
3,5:15,1,10,HOU 21,13,24,Lamar Miller middle for no gain (tackle by Alan Branch and Elandon Roberts),0.340,-0.200
3,4:37,2,10,HOU 21,13,24,Brock Osweiler pass complete short right to Lamar Miller for 6 yards (tackle by Dont'a Hightower),-0.200,0.000
3,3:51,,,,13,24,Timeout #1 by Houston Texans,0.000,0.100
3,3:51,3,4,HOU 27,13,24,Brock Osweiler for 18 yards,-0.100,1.930
3,3:20,1,10,HOU 45,13,24,"Lamar Miller left tackle for 3 yards (tackle by Vincent Valentine). Penalty on Vincent Valentine: Illegal Use of Hands, 5 yards",1.930,2.460
3,3:03,1,10,NWE 47,13,24,Lamar Miller middle for 2 yards (tackle by Dont'a Hightower and Trey Flowers),2.460,2.180
3,2:20,2,8,NWE 45,13,24,Brock Osweiler pass incomplete short right intended for Lamar Miller,2.180,1.490
3,2:16,3,8,NWE 45,13,24,Brock Osweiler pass incomplete deep left intended for Will Fuller,1.490,0.270
3,2:10,4,8,NWE 45,13,24,"Shane Lechler punts 35 yards, fair catch by Julian Edelman",0.270,0.380
3,2:02,1,10,NWE 10,13,24,Dion Lewis left tackle for 4 yards (tackle by Andre Hal),-0.380,-0.460
3,1:31,2,6,NWE 14,13,24,Tom Brady pass complete short left to Michael Floyd for 9 yards (tackle by Corey Moore),-0.460,0.480
3,1:01,1,10,NWE 23,13,24,Tom Brady pass incomplete deep right intended for Martellus Bennett (defended by Benardrick McKinney),0.480,-0.070
3,0:52,2,10,NWE 23,13,24,Tom Brady pass incomplete deep middle intended for Julian Edelman is intercepted by Andre Hal at NWE-40 and returned for 6 yards,-0.070,-3.310
3,0:41,1,10,NWE 34,13,24,Alfred Blue right end for 2 yards (tackle by Alan Branch),3.310,3.040
3,0:08,2,8,NWE 32,13,24,Brock Osweiler pass complete short right to DeAndre Hopkins for 4 yards (tackle by Malcolm Butler),3.040,2.870
Quarter,Time,Down,ToGo,Location,HOU,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,NWE 28,13,24,Brock Osweiler pass incomplete deep left intended for Ryan Griffin,2.870,1.650
4,14:55,4,4,NWE 28,16,24,Nick Novak 46 yard field goal good,1.650,3.000
4,14:51,,,HOU 35,16,24,"Nick Novak kicks off 65 yards, touchback",0.000,-0.610
4,14:51,1,10,NWE 25,16,24,LeGarrette Blount left end for 2 yards (tackle by Benardrick McKinney),0.610,0.330
4,14:18,2,8,NWE 27,16,24,"Tom Brady pass complete short left to Dion Lewis for 10 yards (tackle by Benardrick McKinney). Penalty on Jadeveon Clowney: Roughing the Passer, 15 yards",0.330,2.390
4,13:59,1,10,HOU 48,16,24,Tom Brady pass incomplete deep right intended for Julian Edelman,2.390,1.850
4,13:50,2,10,HOU 48,16,24,Tom Brady pass complete short left to Julian Edelman for 3 yards (tackle by A.J. Bouye),1.850,1.550
4,13:10,3,7,HOU 45,16,24,Tom Brady pass incomplete short middle intended for Julian Edelman,1.550,0.270
4,13:07,4,7,HOU 45,16,24,"Ryan Allen punts 34 yards, fair catch by Will Fuller",0.270,0.370
4,13:00,1,10,HOU 11,16,24,Brock Osweiler pass incomplete deep middle intended for DeAndre Hopkins is intercepted by Logan Ryan at HOU-29 and returned for 23 yards,-0.370,-5.830
4,12:44,1,6,HOU 6,16,24,Dion Lewis left end for 5 yards (tackle by Corey Moore and D.J. Reader),5.830,5.910
4,12:18,2,1,HOU 1,16,30,"Dion Lewis middle for 1 yard, touchdown",5.910,7.000
4,12:16,,,HOU 15,16,31,Stephen Gostkowski kicks extra point good,0.000,0.000
4,12:16,,,NWE 35,16,31,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
4,12:16,1,10,HOU 25,16,31,Lamar Miller middle for 1 yard (tackle by Trey Flowers and Alan Branch),0.610,0.200
4,11:44,2,9,HOU 26,16,31,Brock Osweiler sacked by Malcom Brown for -9 yards,0.200,-1.930
4,11:04,3,18,HOU 17,16,31,Brock Osweiler pass complete short left to DeAndre Hopkins for 13 yards (tackle by Dont'a Hightower),-1.930,-1.370
4,10:29,4,5,HOU 30,16,31,"Shane Lechler punts 41 yards, returned by Julian Edelman for 4 yards (tackle by Brennan Scarlett)",-1.370,-1.140
4,10:22,1,10,NWE 33,16,31,LeGarrette Blount right tackle for 4 yards (tackle by Benardrick McKinney),1.140,1.130
4,9:55,2,6,NWE 37,16,31,Julian Edelman right end for 12 yards (tackle by Corey Moore),1.130,2.190
4,9:20,1,10,NWE 49,16,31,Tom Brady pass incomplete deep left intended for Julian Edelman (defended by Corey Moore),2.190,1.650
4,9:12,2,10,NWE 49,16,31,Danny Amendola left tackle for 15 yards (tackle by Corey Moore),1.650,3.180
4,8:31,1,10,HOU 36,16,31,Dion Lewis left guard for 9 yards (tackle by Kareem Jackson),3.180,3.850
4,8:07,2,1,HOU 27,16,31,Dion Lewis left tackle for 3 yards (tackle by Brian Cushing and Andre Hal),3.850,3.970
4,7:53,1,10,HOU 24,16,31,Tom Brady pass incomplete deep right intended for Dion Lewis,3.970,3.430
4,7:44,2,10,HOU 24,16,31,Tom Brady pass incomplete,3.430,2.740
4,7:37,3,10,HOU 24,16,31,"Dion Lewis left end for no gain (tackle by A.J. Bouye). Dion Lewis fumbles (forced by A.J. Bouye), recovered by Joe Thuney at HOU-24",2.740,1.870
4,6:40,4,10,HOU 24,16,34,Stephen Gostkowski 43 yard field goal good,1.870,3.000
4,6:37,,,NWE 35,16,34,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
4,6:37,1,10,HOU 25,16,34,Brock Osweiler pass complete short left to Jonathan Grimes for 11 yards (tackle by Devin McCourty and Patrick Chung),0.610,1.330
4,6:07,1,10,HOU 36,16,34,Brock Osweiler pass incomplete short right intended for Keith Mumphery,1.330,0.790
4,6:01,2,10,HOU 36,16,34,Jonathan Grimes middle for 5 yards (tackle by Patrick Chung and Trey Flowers),0.790,0.760
4,5:24,3,5,HOU 41,16,34,Brock Osweiler pass complete short left to C.J. Fiedorowicz for 17 yards (tackle by Devin McCourty and Patrick Chung),0.760,2.790
4,4:45,1,10,NWE 42,16,34,Brock Osweiler pass complete short left to Jonathan Grimes for 11 yards (tackle by Malcolm Butler),2.790,3.510
4,4:08,1,10,NWE 31,16,34,"Brock Osweiler right end for 3 yards. Penalty on Chris Clark: Offensive Holding, 10 yards (no play)",3.510,2.850
4,3:59,1,20,NWE 41,16,34,Brock Osweiler pass complete short left to Jonathan Grimes for 15 yards (tackle by Dont'a Hightower),2.850,3.640
4,3:17,2,5,NWE 26,16,34,Brock Osweiler pass incomplete deep middle intended for Ryan Griffin is intercepted by Duron Harmon at NWE-3 and returned for 31 yards,3.640,-1.200
4,3:08,1,10,NWE 34,16,34,LeGarrette Blount right tackle for 1 yard (tackle by D.J. Reader),1.200,0.790
4,2:27,2,9,NWE 35,16,34,LeGarrette Blount left tackle for 18 yards (tackle by Corey Moore),0.790,2.460
4,2:00,1,10,HOU 47,16,34,Tom Brady kneels for -1 yards,2.460,1.780
4,1:21,2,11,HOU 48,16,34,Tom Brady kneels for -1 yards,1.780,0.960
4,0:38,3,12,HOU 49,16,34,Tom Brady kneels for -1 yards,0.960,-0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
