Quarter,Time,Down,ToGo,Location,CHI,PHI,Detail,EPB,EPA
2,8:15,3,5,CHI 42,0,6,"Penalty on Aaron Lynch: Neutral Zone Infraction, 4 yards (no play)",1.880,2.410
2,8:14,3,1,CHI 38,0,6,Jordan Howard up the middle for no gain (tackle by Bilal Nichols and Leonard Floyd),2.410,0.720
2,7:34,,,,,,Timeout #1 by Philadelphia Eagles,,
2,7:34,4,1,CHI 38,0,6,"Carson Wentz pass incomplete short left intended for Mack Hollins. Penalty on Nick Williams: Roughing the Passer, 15 yards (no play)",0.720,4.040
2,7:29,1,10,CHI 23,0,6,Jordan Howard right tackle for 8 yards (tackle by Danny Trevathan),4.040,4.750
2,6:52,2,2,CHI 15,0,6,"Jordan Howard left end for 6 yards (tackle by Danny Trevathan). Penalty on Dallas Goedert: Offensive Holding, 10 yards (no play)",4.750,3.230
2,6:27,2,12,CHI 25,0,12,"Carson Wentz pass complete deep middle to Zach Ertz for 25 yards, touchdown",3.230,7.000
2,6:21,,,CHI 15,0,12,Jake Elliott kicks extra point no good wide right,0.000,-1.000
2,6:21,,,PHI 35,0,12,"Jake Elliott kicks off 64 yards, returned by Cordarrelle Patterson for 19 yards (tackle by Genard Avery and Alex Singleton)",0.000,0.280
2,6:17,1,10,CHI 20,0,12,"Penalty on Adam Shaheen: False Start, 5 yards (no play)",0.280,-0.310
2,6:17,1,15,CHI 15,0,12,David Montgomery left end for no gain (tackle by T.J. Edwards and Anthony Rush),-0.310,-1.070
2,5:32,2,15,CHI 15,0,12,Mitchell Trubisky pass complete short right to Tarik Cohen for 3 yards (tackle by Avonte Maddox),-1.070,-1.330
2,4:52,3,12,CHI 18,0,12,Mitchell Trubisky pass incomplete deep left intended for Allen Robinson,-1.330,-2.240
2,4:46,4,12,CHI 18,0,12,"Pat O'Donnell punts 45 yards, fair catch by Darren Sproles at PHI-37",-2.240,-1.400
2,4:39,1,10,PHI 37,0,12,Carson Wentz pass incomplete short left intended for Nelson Agholor (defended by Roy Robertson-Harris),1.400,0.860
2,4:33,2,10,PHI 37,0,12,"Miles Sanders right end for 17 yards (tackle by Eddie Jackson). Penalty on Mack Hollins: Offensive Holding, 10 yards (no play)",0.860,-0.490
2,4:04,2,20,PHI 27,0,12,Jordan Howard right end for -2 yards (tackle by Danny Trevathan),-0.490,-1.420
2,3:19,3,22,PHI 25,0,12,Carson Wentz pass incomplete deep right intended for Alshon Jeffery,-1.420,-1.700
2,3:14,4,22,PHI 25,0,12,"Cameron Johnston punts 50 yards, returned by Tarik Cohen for 11 yards (tackle by Rick Lovato)",-1.700,-1.330
2,3:05,1,10,CHI 36,0,12,Mitchell Trubisky pass incomplete short right intended for Tarik Cohen,1.330,0.790
2,3:01,2,10,CHI 36,0,12,Mitchell Trubisky pass incomplete deep left intended for Trey Burton,0.790,0.100
2,2:56,3,10,CHI 36,0,12,Mitchell Trubisky sacked by and Malcolm Jenkins for -11 yards and Genard Avery for -11 yards,0.100,-1.700
2,2:13,4,21,CHI 25,0,12,"Pat O'Donnell punts 42 yards, returned by Darren Sproles for 2 yards (tackle by Cordarrelle Patterson)",-1.700,-1.270
2,2:00,1,10,PHI 35,0,12,Carson Wentz pass complete short right to Darren Sproles for 3 yards (tackle by Roquan Smith),1.270,1.130
2,1:55,2,7,PHI 38,0,12,Darren Sproles right guard for 3 yards (tackle by Roquan Smith),1.130,0.830
2,1:19,3,4,PHI 41,0,12,Carson Wentz pass incomplete short left intended for Darren Sproles,0.830,-0.650
2,1:14,4,4,PHI 41,0,12,"Cameron Johnston punts 53 yards, returned by Tarik Cohen for 1 yard (tackle by Kamu Grugier-Hill)",-0.650,0.380
2,1:03,1,10,CHI 7,0,12,Mitchell Trubisky pass complete short right to Tarik Cohen for 6 yards (tackle by Jalen Mills),-0.380,-0.340
2,0:57,2,4,CHI 13,0,12,"Mitchell Trubisky left end for 7 yards (tackle by Andrew Sendejo). Penalty on Andrew Sendejo: Unnecessary Roughness, 15 yards",-0.340,1.270
2,0:48,1,10,CHI 35,0,12,Mitchell Trubisky pass complete short left to Allen Robinson for 6 yards (tackle by Ronald Darby),1.270,1.530
2,0:44,2,4,CHI 41,0,12,Mitchell Trubisky pass incomplete deep right intended for Anthony Miller,1.530,0.830
2,0:39,3,4,CHI 41,0,12,Mitchell Trubisky pass incomplete short right intended for Tarik Cohen,0.830,-0.650
2,0:34,4,4,CHI 41,0,12,"Pat O'Donnell punts 46 yards, fair catch by Darren Sproles at PHI-13",-0.650,0.320
2,0:27,1,10,PHI 13,0,12,Carson Wentz up the middle for 8 yards (tackle by Roy Robertson-Harris),-0.320,0.350
2,0:21,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:21,2,2,PHI 21,0,12,Carson Wentz pass incomplete deep middle intended for Nelson Agholor (defended by Kyle Fuller),0.350,-0.470
2,0:14,3,2,PHI 21,0,12,Carson Wentz pass complete short right to Alshon Jeffery for 7 yards (tackle by Kyle Fuller),-0.470,0.810
2,0:10,1,10,PHI 28,0,12,Carson Wentz pass complete short left to Dallas Goedert for 7 yards (tackle by Prince Amukamara),0.810,1.210
2,0:04,2,3,PHI 35,0,12,Darren Sproles up the middle for 4 yards (tackle by Roy Robertson-Harris),1.210,1.530
Quarter,Time,Down,ToGo,Location,CHI,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,0,12,"Eddy Pineiro kicks off 65 yards, returned by Miles Sanders for 16 yards (tackle by Nick Kwiatkoski and DeAndre Houston-Carson)",0.000,-0.140
3,14:54,1,10,PHI 16,0,12,Carson Wentz pass complete short right to Alshon Jeffery for 11 yards (tackle by Kyle Fuller),-0.140,0.740
3,14:26,1,10,PHI 27,0,12,Jordan Howard left tackle for 17 yards (tackle by Roquan Smith),0.740,1.860
3,13:46,1,10,PHI 44,0,12,Jordan Howard up the middle for 2 yards (tackle by Bilal Nichols and Danny Trevathan),1.860,1.590
3,13:08,2,8,PHI 46,0,12,"Penalty on Alshon Jeffery: False Start, 5 yards (no play)",1.590,0.910
3,12:46,2,13,PHI 41,0,12,Carson Wentz pass complete short left to Dallas Goedert for 7 yards (tackle by Eddie Jackson),0.910,1.160
3,12:03,3,6,PHI 48,0,12,Carson Wentz pass complete short left to Zach Ertz for 9 yards (tackle by Buster Skrine),1.160,2.720
3,11:31,1,10,CHI 43,0,12,Miles Sanders right end for 2 yards (tackle by Danny Trevathan and Roquan Smith),2.720,2.450
3,11:01,2,8,CHI 41,0,12,"Carson Wentz pass complete short right to Zach Ertz for 14 yards (tackle by Eddie Jackson). Penalty on Eddie Jackson: Unnecessary Roughness, 14 yards",2.450,4.710
3,10:41,1,10,CHI 13,0,18,"Jordan Howard up the middle for 13 yards, touchdown",4.710,7.000
3,10:37,,,CHI 15,0,19,Jake Elliott kicks extra point good,0.000,0.000
3,10:37,,,PHI 35,0,19,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,10:37,1,10,CHI 25,0,19,David Montgomery up the middle for 7 yards (tackle by Rodney McLeod),0.610,1.010
3,10:06,2,3,CHI 32,0,19,David Montgomery left tackle for 4 yards (tackle by Nathan Gerry),1.010,1.330
3,9:25,1,10,CHI 36,0,19,David Montgomery left tackle for 2 yards (tackle by Anthony Rush),1.330,1.060
3,8:46,2,8,CHI 38,0,19,Mitchell Trubisky pass complete deep left to Taylor Gabriel for 53 yards (tackle by Jalen Mills),1.060,5.140
3,7:57,1,9,PHI 9,0,19,Mitchell Trubisky left end for 8 yards (tackle by Kamu Grugier-Hill),5.140,5.910
3,7:11,2,1,PHI 1,0,19,Tarik Cohen left end for no gain (tackle by Brandon Graham and Rodney McLeod),5.910,5.170
3,6:34,3,1,PHI 1,6,19,"David Montgomery left end for 1 yard, touchdown",5.170,7.000
3,6:29,,,PHI 15,7,19,Eddy Pineiro kicks extra point good,0.000,0.000
3,6:29,,,CHI 35,7,19,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
3,6:29,1,10,PHI 25,7,19,Carson Wentz pass complete short middle to Zach Ertz for 4 yards (tackle by Eddie Jackson),0.610,0.600
3,5:47,2,6,PHI 29,7,19,Carson Wentz pass complete short left to Nelson Agholor for 5 yards (tackle by Eddie Jackson),0.600,0.560
3,5:11,3,1,PHI 34,7,19,Carson Wentz up the middle for 2 yards (tackle by Roy Robertson-Harris),0.560,1.330
3,4:27,1,10,PHI 36,7,19,Carson Wentz pass incomplete deep left intended for Nelson Agholor,1.330,0.790
3,4:22,2,10,PHI 36,7,19,Carson Wentz pass incomplete short right intended for Zach Ertz,0.790,0.100
3,4:17,,,,,,Timeout #1 by Philadelphia Eagles,,
3,4:17,3,10,PHI 36,7,19,Carson Wentz pass incomplete short left intended for Alshon Jeffery (defended by Prince Amukamara),0.100,-0.980
3,4:11,4,10,PHI 36,7,19,"Cameron Johnston punts 51 yards, returned by Tarik Cohen for 24 yards (tackle by Nathan Gerry and Cameron Johnston). Penalty on Rudy Ford: Unsportsmanlike Conduct, 15 yards",-0.980,-2.390
3,3:58,1,10,PHI 48,7,19,David Montgomery left tackle for 3 yards (tackle by Malcolm Jenkins),2.390,2.250
3,3:23,2,7,PHI 45,7,19,David Montgomery left tackle for 1 yard (tackle by Nathan Gerry),2.250,1.690
3,2:50,3,6,PHI 44,7,19,Mitchell Trubisky pass incomplete short left intended for Allen Robinson (defended by Rasul Douglas),1.690,0.330
3,2:46,4,6,PHI 44,7,19,Pat O'Donnell punts 33 yards downed by Nick Kwiatkoski,0.330,0.370
3,2:35,1,10,PHI 11,7,19,Carson Wentz pass incomplete short right intended for Zach Ertz,-0.370,-0.780
3,2:31,2,10,PHI 11,7,19,Jordan Howard left end for 5 yards (tackle by Leonard Floyd),-0.780,-0.840
3,1:46,3,5,PHI 16,7,19,Carson Wentz sacked by Leonard Floyd for -4 yards,-0.840,-2.490
3,1:10,4,9,PHI 12,7,19,"Cameron Johnston punts 46 yards, fair catch by Tarik Cohen at CHI-42",-2.490,-1.730
3,1:04,1,10,CHI 42,7,19,Mitchell Trubisky pass incomplete deep right intended for Allen Robinson (defended by Jalen Mills),1.730,1.190
3,0:52,2,10,CHI 42,7,19,David Montgomery right tackle for 2 yards (tackle by Genard Avery),1.190,0.760
3,0:18,3,8,CHI 44,7,19,Mitchell Trubisky pass complete short left to Taylor Gabriel for 13 yards (tackle by Rasul Douglas and Nathan Gerry),0.760,2.720
Quarter,Time,Down,ToGo,Location,CHI,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 43,7,19,Mitchell Trubisky pass complete deep right to David Montgomery for 30 yards (tackle by Rodney McLeod and Kamu Grugier-Hill),2.720,4.710
4,14:16,1,10,PHI 13,7,19,Mitchell Trubisky pass complete short left to Cordarrelle Patterson for 5 yards (tackle by Albert Huggins and Nathan Gerry),4.710,4.960
4,13:35,2,5,PHI 8,7,19,Tarik Cohen left end for 7 yards (tackle by Fletcher Cox),4.960,6.970
4,13:21,1,1,PHI 1,7,19,David Montgomery up the middle for no gain (tackle by Duke Riley),6.970,5.910
4,12:46,2,1,PHI 1,13,19,"David Montgomery up the middle for 1 yard, touchdown",5.910,7.000
4,12:43,,,PHI 15,14,19,Eddy Pineiro kicks extra point good,0.000,0.000
4,12:43,,,CHI 35,14,19,"Eddy Pineiro kicks off 66 yards, returned by Miles Sanders for 15 yards (tackle by Anthony Miller)",0.000,-0.280
4,12:38,1,10,PHI 14,14,19,Carson Wentz pass complete short right to Dallas Goedert for 9 yards (tackle by Roquan Smith),-0.280,0.550
4,12:00,2,1,PHI 23,14,19,Jordan Howard right tackle for 3 yards (tackle by Eddie Jackson),0.550,0.670
4,11:16,1,10,PHI 26,14,19,Carson Wentz pass incomplete short middle intended for Nelson Agholor (defended by Brent Urban),0.670,0.130
4,11:12,2,10,PHI 26,14,19,Jordan Howard right tackle for -1 yards (tackle by Khalil Mack),0.130,-0.690
4,10:30,3,11,PHI 25,14,19,Carson Wentz pass incomplete deep middle intended for Alshon Jeffery,-0.690,-1.700
4,10:23,4,11,PHI 25,14,19,"Cameron Johnston punts 45 yards, returned by Tarik Cohen for no gain (tackle by Duke Riley)",-1.700,-0.940
4,10:14,1,10,CHI 30,14,19,David Montgomery right end for 17 yards (tackle by Derek Barnett),0.940,2.060
4,9:36,1,10,CHI 47,14,19,David Montgomery left end for 1 yard (tackle by T.J. Edwards),2.060,1.650
4,8:58,2,9,CHI 48,14,19,Mitchell Trubisky pass incomplete short left intended for David Montgomery,1.650,0.960
4,8:52,3,9,CHI 48,14,19,Mitchell Trubisky pass incomplete short right intended for Adam Shaheen (defended by Avonte Maddox),0.960,-0.190
4,8:48,4,9,CHI 48,14,19,"Pat O'Donnell punts 43 yards, muffed catch by Darren Sproles",-0.190,0.370
4,8:39,1,10,PHI 11,14,19,Miles Sanders left end for 3 yards (tackle by Roquan Smith and Leonard Floyd),-0.370,-0.530
4,7:57,2,7,PHI 14,14,19,Carson Wentz pass complete short left to Nelson Agholor for 4 yards,-0.530,-0.600
4,7:22,3,3,PHI 18,14,19,Carson Wentz pass complete short left to Alshon Jeffery for 13 yards (tackle by Eddie Jackson),-0.600,1.000
4,6:39,1,10,PHI 31,14,19,Miles Sanders right end for 4 yards (tackle by Brent Urban),1.000,1.000
4,5:57,2,6,PHI 35,14,19,Carson Wentz sacked by Aaron Lynch for -1 yards,1.000,0.170
4,5:11,3,7,PHI 34,14,19,"Penalty on Lane Johnson: False Start, 5 yards (no play)",0.170,-0.490
4,4:44,3,12,PHI 29,14,19,Carson Wentz pass complete short left to Miles Sanders for 15 yards (tackle by Prince Amukamara),-0.490,1.860
4,3:58,1,10,PHI 44,14,19,Jordan Howard right tackle for 1 yard (tackle by Nick Williams),1.860,1.450
4,3:12,2,9,PHI 45,14,19,Carson Wentz up the middle for 6 yards (tackle by Leonard Floyd),1.450,1.550
4,3:06,,,,,,Timeout #1 by Chicago Bears,,
4,3:06,3,3,CHI 49,14,19,Carson Wentz pass complete short right to Zach Ertz for 4 yards (tackle by Sherrick McManis),1.550,2.590
4,3:01,1,10,CHI 45,14,19,Jordan Howard right end for 3 yards (tackle by Brent Urban),2.590,2.450
4,2:55,,,,,,Timeout #2 by Chicago Bears,,
4,2:55,2,7,CHI 42,14,19,Jordan Howard right end for -2 yards (tackle by Khalil Mack),2.450,1.490
4,2:24,3,9,CHI 44,14,19,Carson Wentz pass complete short middle to Dallas Goedert for 16 yards (tackle by Ha Ha Clinton-Dix and Eddie Jackson),1.490,3.710
4,2:15,,,,,,Timeout #3 by Chicago Bears,,
4,2:15,1,10,CHI 28,14,19,Jordan Howard right end for 4 yards (tackle by Eddie Jackson),3.710,3.710
4,2:00,2,6,CHI 24,14,19,Miles Sanders left end for 1 yard (tackle by Khalil Mack),3.710,3.140
4,1:14,3,5,CHI 23,14,19,Miles Sanders right end for 3 yards (tackle by Eddie Jackson),3.140,2.250
4,0:29,,,,,,Timeout #2 by Philadelphia Eagles,,
4,0:29,4,2,CHI 20,14,22,Jake Elliott 38 yard field goal good,2.250,3.000
4,0:25,,,PHI 35,14,22,"Jake Elliott kicks off 41 yards, muffed catch by Adam Shaheen, recovered by Duke Riley at CHI-26 (tackle by Adam Shaheen)",0.000,-3.840
4,0:23,1,10,CHI 26,14,22,Carson Wentz kneels for -1 yards,3.840,3.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
