Quarter,Time,Down,ToGo,Location,TEN,SDG,Detail,EPB,EPA
2,6:51,1,10,TEN 27,7,16,DeMarco Murray right end for -1 yards (tackle by Tourek Williams),0.740,0.060
2,6:11,2,11,TEN 26,7,16,Antonio Andrews middle for 6 yards (tackle by Deon King and Dwight Lowery),0.060,0.170
2,5:28,3,5,TEN 32,7,16,Marcus Mariota pass incomplete short middle intended for Kendall Wright. Penalty on Kendall Wright: Offensive Pass Interference (Declined),0.170,-1.240
2,5:22,4,5,TEN 32,7,16,"Brett Kern punts 46 yards, returned by Isaiah Burse for 3 yards (tackle by LeShaun Sims). Penalty on Dexter McCoil: Unnecessary Roughness, 13 yards",-1.240,0.350
2,5:13,1,10,SDG 12,7,16,"Philip Rivers pass incomplete short left intended for Antonio Gates. Penalty on Kevin Byard: Defensive Pass Interference, 5 yards (no play)",-0.350,-0.060
2,5:08,1,10,SDG 17,7,16,"Melvin Gordon middle for 9 yards (tackle by Da'Norris Searcy). Penalty on D.J. Fluker: Offensive Holding, 8 yards (no play)",-0.060,-0.680
2,4:36,1,18,SDG 9,7,16,Melvin Gordon middle for 19 yards (tackle by Avery Williamson),-0.680,0.810
2,4:00,1,10,SDG 28,7,16,Kenneth Farrow middle for 4 yards (tackle by DaQuan Jones and Sean Spence),0.810,0.800
2,3:26,2,6,SDG 32,7,16,Philip Rivers pass complete short left to Kenneth Farrow for 4 yards (tackle by Sean Spence),0.800,0.630
2,2:49,3,2,SDG 36,7,16,Philip Rivers pass incomplete short right intended for Antonio Gates (defended by Kevin Byard),0.630,-0.980
2,2:42,4,2,SDG 36,7,16,"Drew Kaser punts 43 yards, returned by Marc Mariani for no gain",-0.980,-0.340
2,2:35,1,10,TEN 21,7,16,Marcus Mariota pass incomplete deep right intended for Delanie Walker is intercepted by Casey Hayward at TEN-40 and returned for 25 yards,0.340,-4.580
2,2:24,1,10,TEN 15,7,16,Melvin Gordon right end for 7 yards (tackle by DaQuan Jones and Avery Williamson),4.580,5.220
2,2:00,2,3,TEN 8,7,16,Melvin Gordon middle for 4 yards (tackle by Kevin Byard and DaQuan Jones),5.220,6.280
2,1:56,1,4,TEN 4,7,16,Melvin Gordon right tackle for 1 yard (tackle by Avery Williamson and Jurrell Casey),6.280,0.000
2,1:56,,,,7,16,Timeout #1 by Tennessee Titans,0.000,0.000
2,1:52,,,,7,16,Timeout #1 by Tennessee Titans,0.000,-5.530
2,1:51,2,3,TEN 3,7,16,Melvin Gordon left guard for -2 yards (tackle by Kevin Byard),5.530,0.000
2,1:47,,,,7,16,Timeout #2 by Tennessee Titans,0.000,-4.260
2,1:46,3,5,TEN 5,7,16,Philip Rivers pass incomplete short middle intended for Tyrell Williams,4.260,3.010
2,1:35,4,5,TEN 5,7,19,Josh Lambo 23 yard field goal good,3.010,3.000
2,1:32,,,SDG 35,7,19,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
2,1:32,1,10,TEN 25,7,19,Marcus Mariota pass complete deep left to Kendall Wright for 16 yards (tackle by Brandon Flowers),0.610,1.660
2,1:11,1,10,TEN 41,7,19,Marcus Mariota pass complete short right to Rishard Matthews for 7 yards (tackle by Steve Williams),1.660,0.000
2,0:59,,,,7,19,Timeout #3 by Los Angeles Chargers,0.000,-2.070
2,0:59,2,3,TEN 48,7,19,Marcus Mariota pass complete short middle to DeMarco Murray for 7 yards (tackle by Darrell Stuckey),2.070,2.590
2,0:43,1,10,SDG 45,7,19,Marcus Mariota spiked the ball,2.590,2.040
2,0:43,2,10,SDG 45,7,19,Marcus Mariota pass complete short left to Delanie Walker for 9 yards (tackle by Brandon Flowers),2.040,2.540
2,0:24,3,1,SDG 36,7,19,Marcus Mariota pass complete deep left to Tajae Sharpe for 29 yards (tackle by Casey Hayward),2.540,5.600
2,0:19,1,7,SDG 7,13,19,"Marcus Mariota pass complete short left to Rishard Matthews for 7 yards, touchdown",5.600,7.000
2,0:14,,,SDG 15,14,19,Ryan Succop kicks extra point good,0.000,0.000
2,0:14,,,TEN 35,14,19,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
2,0:14,1,10,SDG 25,14,19,Philip Rivers kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,TEN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,14,19,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,TEN 25,14,19,Marcus Mariota pass incomplete deep left intended for Rishard Matthews,0.610,0.060
3,14:55,2,10,TEN 25,14,19,Marcus Mariota pass complete short left to Tajae Sharpe for 12 yards (tackle by Steve Williams and Dexter McCoil),0.060,1.400
3,14:30,1,10,TEN 37,14,19,Marcus Mariota pass complete short right to Delanie Walker for 6 yards (tackle by Dwight Lowery),1.400,1.670
3,14:07,2,4,TEN 43,14,19,Marcus Mariota pass complete short left to Tajae Sharpe for 7 yards (tackle by Steve Williams),1.670,2.260
3,13:51,1,10,,14,19,Marcus Mariota pass complete short right to DeMarco Murray for 5 yards (tackle by Corey Liuget),2.260,2.390
3,13:17,2,5,SDG 45,14,19,Marcus Mariota pass complete short left to Tajae Sharpe for 10 yards (tackle by Steve Williams),2.390,3.250
3,12:57,1,10,SDG 35,14,19,Marcus Mariota pass complete deep right to Harry Douglas for 21 yards,3.250,4.650
3,12:32,1,10,SDG 14,14,19,Marcus Mariota pass incomplete short middle intended for Kendall Wright (defended by Brandon Flowers),4.650,4.000
3,12:28,2,10,SDG 14,20,19,"Marcus Mariota right end for 14 yards, touchdown",4.000,7.000
3,12:19,,,SDG 15,21,19,Ryan Succop kicks extra point good,0.000,0.000
3,12:19,,,TEN 35,21,19,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,12:19,1,10,SDG 25,21,19,Philip Rivers pass complete short right to Dontrelle Inman for 6 yards (tackle by Perrish Cox),0.610,0.870
3,11:55,2,4,SDG 31,21,19,Melvin Gordon middle for 6 yards (tackle by DaQuan Jones and Avery Williamson),0.870,1.400
3,11:22,1,10,SDG 37,21,19,"Philip Rivers pass incomplete short middle intended for Dontrelle Inman. Penalty on Brice McCain: Defensive Pass Interference, 12 yards (no play)",1.400,2.190
3,11:16,1,10,SDG 49,21,19,Philip Rivers pass incomplete short left intended for Antonio Gates,2.190,1.650
3,11:10,2,10,SDG 49,21,19,Philip Rivers pass complete short right to Melvin Gordon for 12 yards (tackle by DaQuan Jones),1.650,2.980
3,10:31,1,10,TEN 39,21,19,Philip Rivers pass complete short right to Tyrell Williams for 2 yards (tackle by Perrish Cox),2.980,2.710
3,9:55,2,8,TEN 37,21,19,Philip Rivers pass incomplete short middle intended for Kenneth Farrow,2.710,2.020
3,9:49,3,8,TEN 37,21,19,"Philip Rivers pass incomplete short left intended for Griff Whalen. Penalty on Jason McCourty: Defensive Holding, 5 yards (no play)",2.020,3.450
3,9:45,1,10,TEN 32,21,19,Melvin Gordon middle for no gain (tackle by Sean Spence),3.450,2.900
3,9:01,2,10,TEN 32,21,19,Philip Rivers pass complete short right to Dontrelle Inman for 11 yards (tackle by Brice McCain),2.900,4.170
3,8:27,1,10,TEN 21,21,19,Melvin Gordon middle for 3 yards (tackle by DaQuan Jones and Avery Williamson),4.170,4.040
3,7:45,2,7,TEN 18,21,19,Philip Rivers pass incomplete deep middle intended for Antonio Gates,4.040,3.310
3,7:39,3,7,TEN 18,21,19,Philip Rivers pass complete short middle to Antonio Gates for 17 yards (tackle by Da'Norris Searcy),3.310,6.970
3,7:10,1,1,TEN 1,21,19,Melvin Gordon middle for no gain (tackle by Daimion Stafford),6.970,5.910
3,6:27,2,1,TEN 1,21,19,Melvin Gordon left guard for no gain (tackle by DaQuan Jones),5.910,5.170
3,5:43,3,1,TEN 1,21,19,Philip Rivers sacked by Jurrell Casey for -9 yards. Penalty on Da'Norris Searcy: Defensive Holding (no play),5.170,6.970
3,5:35,1,1,TEN 1,21,25,"Melvin Gordon middle for 1 yard, touchdown",6.970,7.000
3,5:28,,,TEN 15,21,26,Josh Lambo kicks extra point good,0.000,0.000
3,5:28,,,SDG 35,21,26,"Josh Lambo kicks off 72 yards, returned by Marc Mariani for 37 yards (tackle by Steve Williams). Penalty on Adrian Phillips: Illegal Substitution, 5 yards",0.000,-1.270
3,5:22,1,10,TEN 35,21,26,DeMarco Murray left guard for no gain (tackle by Brandon Flowers),1.270,0.720
3,4:47,2,10,TEN 35,21,26,"DeMarco Murray middle for 8 yards (tackle by Joshua Perry). Penalty on Joey Bosa: Defensive Offside, 5 yards (no play)",0.720,1.400
3,4:25,2,5,TEN 40,21,26,"Penalty on Joey Bosa: Neutral Zone Infraction, 5 yards (no play)",1.400,1.930
3,4:00,1,10,TEN 45,21,26,Marcus Mariota pass incomplete deep left intended for Rishard Matthews (defended by Dwight Lowery),1.930,1.380
3,3:53,2,10,TEN 45,21,26,DeMarco Murray right end for 13 yards (tackle by Korey Toomer),1.380,2.790
3,3:14,1,10,SDG 42,21,26,"Penalty on Delanie Walker: False Start, 5 yards (no play)",2.790,2.460
3,2:51,1,15,SDG 47,21,26,Marcus Mariota pass incomplete short left intended for Rishard Matthews,2.460,1.570
3,2:44,2,15,SDG 47,21,32,"Marcus Mariota right end for -2 yards (tackle by Korey Toomer). Marcus Mariota fumbles (forced by Korey Toomer), recovered by Dwight Lowery at TEN-36 and returned for 36 yards, touchdown",1.570,-7.000
3,,,,TEN 15,21,33,Josh Lambo kicks extra point good,,
3,2:31,,,SDG 35,21,33,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
3,2:31,1,10,TEN 25,21,33,DeMarco Murray left end for 3 yards (tackle by Corey Liuget and Kyle Emanuel),0.610,0.470
3,1:46,2,7,TEN 28,21,33,DeMarco Murray middle for 6 yards (tackle by Melvin Ingram),0.470,0.560
3,1:06,3,1,TEN 34,21,33,DeMarco Murray middle for -1 yards (tackle by Brandon Flowers),0.560,-1.180
3,0:30,4,2,TEN 33,21,33,"Brett Kern punts 45 yards, returned by Isaiah Burse for no gain",-1.180,-0.410
3,0:17,1,10,SDG 22,21,33,Melvin Gordon left guard for 2 yards (tackle by Kevin Byard),0.410,0.140
Quarter,Time,Down,ToGo,Location,TEN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,SDG 24,21,33,Philip Rivers pass complete short middle to Tyrell Williams for 10 yards (tackle by Jason McCourty),0.140,1.200
4,14:25,1,10,SDG 34,21,33,Melvin Gordon right guard for 2 yards (tackle by DaQuan Jones and Kevin Byard),1.200,0.930
4,13:44,2,8,SDG 36,21,33,Philip Rivers pass incomplete short right intended for Dontrelle Inman,0.930,0.230
4,13:39,3,8,SDG 36,21,33,Philip Rivers pass complete short left to Dontrelle Inman for 6 yards (tackle by Jason McCourty and Kevin Byard),0.230,-0.590
4,12:58,4,2,SDG 42,21,33,"Drew Kaser punts 58 yards, touchback",-0.590,-0.280
4,12:50,1,10,TEN 20,21,33,Marcus Mariota pass complete short left to Delanie Walker for -1 yards (tackle by Brandon Flowers),0.280,-0.460
4,12:21,2,11,TEN 19,21,33,Marcus Mariota pass complete short middle to Rishard Matthews for 10 yards (tackle by Korey Toomer and Joshua Perry),-0.460,0.230
4,12:00,3,1,TEN 29,21,33,Marcus Mariota pass complete short middle to Kendall Wright for 48 yards (tackle by Dwight Lowery and Casey Hayward),0.230,4.040
4,11:36,1,10,SDG 23,21,33,"Marcus Mariota pass complete short right to Delanie Walker for 9 yards (tackle by Adrian Phillips). Penalty on SDG: Defensive 12 On-field, 5 yards (no play)",4.040,4.860
4,11:17,1,5,SDG 18,21,33,Marcus Mariota pass complete short left to DeMarco Murray for no gain,4.860,4.210
4,10:44,2,5,SDG 18,21,33,Marcus Mariota pass incomplete deep left intended for Tajae Sharpe,4.210,3.490
4,10:39,3,5,SDG 18,21,33,Marcus Mariota pass complete short left to DeMarco Murray for 10 yards (tackle by Tourek Williams),3.490,5.370
4,9:55,1,8,SDG 8,27,33,"Marcus Mariota pass complete short middle to Delanie Walker for 8 yards, touchdown",5.370,7.000
4,9:51,,,SDG 15,28,33,Ryan Succop kicks extra point good,0.000,0.000
4,9:51,,,TEN 35,28,33,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
4,9:51,1,10,SDG 25,28,33,"Penalty on Spencer Pulley: False Start, 5 yards (no play)",0.610,0.280
4,9:51,1,15,SDG 20,28,33,Melvin Gordon right end for 15 yards (tackle by Brice McCain),0.280,1.270
4,9:06,1,10,SDG 35,28,33,Melvin Gordon right end for 3 yards (tackle by Perrish Cox),1.270,1.130
4,8:20,2,7,SDG 38,28,33,Philip Rivers pass complete short left to Melvin Gordon for 35 yards (tackle by Daimion Stafford),1.130,3.780
4,7:39,1,10,TEN 27,28,33,Kenneth Farrow middle for 3 yards (tackle by Jason McCourty and Kevin Byard),3.780,3.640
4,6:59,2,7,TEN 24,28,33,Philip Rivers pass incomplete deep left intended for Dontrelle Inman,3.640,2.940
4,6:53,3,7,TEN 24,28,33,Melvin Gordon middle for 6 yards (tackle by Wesley Woodyard),2.940,0.000
4,6:10,,,,28,33,Timeout #1 by Los Angeles Chargers,0.000,-2.400
4,6:10,4,1,TEN 18,28,36,Josh Lambo 36 yard field goal good,2.400,3.000
4,6:05,,,SDG 35,28,36,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
4,6:05,1,10,TEN 25,28,36,Marcus Mariota right end for 2 yards (tackle by Dwight Lowery),0.610,0.330
4,5:45,2,8,TEN 27,28,36,Marcus Mariota pass complete short right to DeMarco Murray for 2 yards (tackle by Dwight Lowery),0.330,-0.100
4,5:01,3,6,TEN 29,28,42,"Marcus Mariota pass incomplete short left intended for Kendall Wright is intercepted by Brandon Flowers at TEN-33 and returned for 33 yards, touchdown",-0.100,-7.000
4,4:51,,,SDG 35,28,42,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
4,4:51,1,10,TEN 25,28,42,Marcus Mariota pass complete short right to DeMarco Murray for 2 yards (tackle by Dexter McCoil),0.610,0.330
4,4:32,2,8,TEN 27,28,42,Marcus Mariota pass complete deep middle to Harry Douglas for 27 yards (tackle by Casey Hayward),0.330,2.520
4,4:23,1,10,SDG 46,28,42,Marcus Mariota pass incomplete deep left intended for Tajae Sharpe,2.520,1.980
4,4:15,2,10,SDG 46,28,42,Marcus Mariota pass incomplete short left intended for Tajae Sharpe,1.980,1.290
4,4:09,3,10,SDG 46,28,42,Marcus Mariota pass complete short left to Rishard Matthews for 14 yards (tackle by Tourek Williams). Penalty on Tourek Williams: Defensive Pass Interference (Declined),1.290,3.450
4,3:58,1,10,SDG 32,28,42,Marcus Mariota pass incomplete deep left intended for Tajae Sharpe,3.450,2.900
4,3:56,2,10,SDG 32,28,42,Marcus Mariota pass complete short right to Rishard Matthews for 9 yards (tackle by Dexter McCoil),2.900,3.400
4,3:26,3,1,SDG 23,28,42,DeMarco Murray middle for 13 yards (tackle by Korey Toomer),3.400,0.000
4,3:03,,,,28,42,Timeout #2 by Los Angeles Chargers,0.000,-4.910
4,3:03,1,10,SDG 10,28,42,Marcus Mariota pass complete short left to DeMarco Murray for 3 yards (tackle by Tourek Williams),4.910,4.760
4,2:57,2,7,SDG 7,28,42,"Marcus Mariota pass incomplete short right intended for Tajae Sharpe. Penalty on Casey Hayward: Defensive Pass Interference, 6 yards (no play)",4.760,6.970
4,2:53,1,1,SDG 1,34,42,"DeMarco Murray middle for 1 yard, touchdown",6.970,7.000
4,2:45,,,SDG 15,35,42,Ryan Succop kicks extra point good,0.000,0.000
4,2:45,,,TEN 35,35,42,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
4,2:45,1,10,SDG 25,35,42,Melvin Gordon right end for no gain (tackle by Sean Spence),0.610,0.000
4,2:40,,,,35,42,Timeout #1 by Tennessee Titans,0.000,-0.060
4,2:40,2,10,SDG 25,35,42,Kenneth Farrow left end for 3 yards (tackle by Jurrell Casey),0.060,0.000
4,2:37,,,,35,42,Timeout #2 by Tennessee Titans,0.000,0.230
4,2:37,3,7,SDG 28,35,42,Melvin Gordon for 47 yards (tackle by Jason McCourty),-0.230,0.000
4,2:27,,,,35,42,Timeout #3 by Los Angeles Chargers,0.000,-3.910
4,2:27,1,10,TEN 25,35,42,Melvin Gordon middle for 3 yards (tackle by Brian Orakpo),3.910,0.000
4,2:22,,,,35,42,Timeout #3 by Tennessee Titans,0.000,-3.770
4,2:22,2,7,TEN 22,35,42,Melvin Gordon middle for 6 yards (tackle by Jurrell Casey),3.770,4.060
4,2:00,3,1,TEN 16,35,42,Melvin Gordon middle for 2 yards (tackle by Wesley Woodyard),4.060,4.650
4,1:14,1,10,TEN 14,35,42,Philip Rivers kneels for -2 yards,4.650,3.720
4,0:37,2,12,TEN 16,35,42,Philip Rivers kneels for no gain,3.720,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
