Quarter,Time,Down,ToGo,Location,STL,ATL,Detail,EPB,EPA
2,8:28,3,3,STL 20,0,14,Marc Bulger pass complete to Isaac Bruce for 22 yards (tackle by Bryan Scott),-0.590,1.730
2,7:44,1,10,STL 42,0,14,"Marc Bulger sacked by Keith Brooking for -11 yards. Penalty on Cory Hall: Illegal Contact, 5 yards (no play)",1.730,2.060
2,7:18,1,10,STL 47,0,14,"Marc Bulger pass incomplete intended for Marshall Faulk is intercepted by Matt Stewart at STL-45 and returned for 45 yards. Penalty on Travis Hall: Defensive Holding, 5 yards (no play)",2.060,2.390
2,7:08,1,10,ATL 48,0,14,Marc Bulger pass incomplete intended for Isaac Bruce,2.390,1.850
2,7:03,2,10,ATL 48,0,14,Marc Bulger pass complete to Isaac Bruce for 29 yards (tackle by Kevin Mathis),1.850,4.310
2,6:19,1,10,ATL 19,0,14,"Marshall Faulk right end for 3 yards (tackle by Patrick Kerney). Penalty on Cam Cleeland: Illegal Motion, 5 yards (no play)",4.310,3.970
2,5:50,1,15,ATL 24,0,14,Steven Jackson up the middle for 1 yard (tackle by Kevin Mathis),3.970,3.220
2,5:11,2,14,ATL 23,0,14,Marc Bulger sacked by Bryan Scott for -10 yards,3.220,1.220
2,4:34,3,24,ATL 33,0,14,Marc Bulger pass complete to Torry Holt for 23 yards (tackle by Jason Webster),1.220,2.910
2,4:11,,,,0,14,Timeout #2 by St. Louis Rams,0.000,2.910
2,4:11,4,1,ATL 10,0,14,Steven Jackson up the middle for 2 yards (tackle by Patrick Kerney),2.910,5.370
2,3:25,1,8,ATL 8,0,14,"Steven Jackson left end for 4 yards (tackle by Bryan Scott). Penalty on Orlando Pace: Offensive Holding, 10 yards (no play)",5.370,4.240
2,2:59,1,18,ATL 18,0,14,Marc Bulger pass complete to Isaac Bruce for 9 yards (tackle by Bryan Scott),4.240,4.380
2,2:15,2,9,ATL 9,0,14,Marc Bulger pass complete to Torry Holt for 4 yards (tackle by Jason Webster),4.380,4.260
2,2:00,3,5,ATL 5,0,14,Marc Bulger pass complete to Isaac Bruce for 4 yards (tackle by Jason Webster),4.260,3.550
2,1:16,,,,0,14,Timeout #3 by St. Louis Rams,0.000,3.550
2,1:16,4,1,ATL 1,6,14,"Marshall Faulk left end for 1 yard, touchdown",3.550,7.000
2,,,,ATL 2,7,14,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,7,14,"Jeff Wilkins kicks off 65 yards, returned by Allen Rossum for 21 yards (tackle by Arlen Harris)",0.000,0.670
2,1:06,1,10,ATL 26,7,14,Michael Vick for 20 yards (tackle by Aeneas Williams),0.670,1.990
2,0:52,1,10,ATL 46,7,14,Michael Vick pass complete to Alge Crumpler for 7 yards (tackle by Pisa Tinoisamoa),1.990,2.400
2,0:46,,,,7,14,Timeout #1 by Atlanta Falcons,0.000,2.400
2,0:46,2,3,STL 47,7,14,Warrick Dunn up the middle for -3 yards (tackle by Pisa Tinoisamoa),2.400,1.290
2,0:25,3,6,ATL 50,7,14,Michael Vick up the middle for 14 yards (tackle by Damione Lewis and Justin Lucas),1.290,3.180
2,0:16,,,,7,14,Timeout #2 by Atlanta Falcons,0.000,3.180
2,0:16,1,10,STL 36,7,14,Michael Vick left tackle for 18 yards (tackle by Justin Lucas),3.180,4.370
2,0:06,,,,7,14,Timeout #3 by Atlanta Falcons,0.000,4.370
2,0:06,1,10,STL 18,7,17,Jay Feely 35 yard field goal good,4.370,3.000
2,,,,ATL 30,7,17,"Jay Feely kicks off 22 yards, returned by Rich Coady for -1 yards (tackle by Siddeeq Shabazz)",0.000,0.940
Quarter,Time,Down,ToGo,Location,STL,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,7,17,"Jay Feely kicks off 66 yards, returned by Steven Jackson for 19 yards (tackle by Kevin McCadam)",0.000,0.480
3,14:55,1,10,STL 23,7,17,Marc Bulger pass complete to Torry Holt for 16 yards,0.480,1.530
3,14:26,1,10,STL 39,7,17,Steven Jackson up the middle for 7 yards (tackle by Keith Brooking),1.530,1.930
3,13:46,2,3,STL 46,7,17,Marshall Faulk right tackle for -1 yards (tackle by Ed Jasper),1.930,1.090
3,13:02,3,4,STL 45,7,17,Marc Bulger pass incomplete intended for Isaac Bruce,1.090,-0.390
3,12:58,4,4,STL 45,7,17,"Sean Landeta punts 38 yards, fair catch by Allen Rossum. Penalty on Joey Goodspeed: Offensive Holding, 10 yards (no play)",-0.390,-1.040
3,12:50,4,14,STL 35,7,17,"Sean Landeta punts 45 yards, returned by Allen Rossum for 22 yards (tackle by Arlen Harris)",-1.040,-1.730
3,12:38,1,10,ATL 42,7,17,Warrick Dunn right tackle for 1 yard (tackle by Adam Archuleta),1.730,1.320
3,12:03,2,9,ATL 43,7,17,Michael Vick pass complete to Dez White for 6 yards (tackle by Robert W. Thomas),1.320,1.420
3,11:25,3,3,ATL 49,7,17,Michael Vick pass incomplete intended for Peerless Price,1.420,-0.130
3,11:18,4,3,ATL 49,7,17,"Chris Mohr punts 51 yards, touchback",-0.130,-0.280
3,11:10,1,10,STL 20,7,17,Marc Bulger pass complete to Dane Looker for 29 yards (tackle by Bryan Scott),0.280,2.190
3,10:23,1,10,STL 49,7,17,Marc Bulger pass complete to Marshall Faulk for 7 yards (tackle by Keith Brooking),2.190,2.590
3,9:41,2,3,ATL 44,7,17,Marc Bulger pass incomplete intended for Isaac Bruce,2.590,1.880
3,9:36,3,3,ATL 44,7,17,Marc Bulger pass complete to Isaac Bruce for 11 yards,1.880,3.380
3,9:07,1,10,ATL 33,13,17,"Marc Bulger pass complete to Torry Holt for 33 yards, touchdown",3.380,7.000
3,,,,ATL 2,14,17,Jeff Wilkins kicks extra point good,0.000,0.000
3,,,,STL 30,14,17,"Jeff Wilkins kicks off 68 yards, returned by Allen Rossum for 20 yards (tackle by Dwight Anderson)",0.000,0.410
3,8:53,1,10,ATL 22,14,17,Michael Vick pass complete to Peerless Price for 4 yards (tackle by Dwight Anderson),0.410,0.410
3,8:18,2,6,ATL 26,14,17,"Michael Vick pass incomplete. Penalty on Michael Vick: Intentional Grounding, 11 yards",0.410,-2.050
3,8:10,3,17,ATL 15,14,17,Michael Vick pass complete to Dez White for 12 yards (tackle by Aeneas Williams),-2.050,-1.570
3,7:32,4,5,ATL 27,14,17,"Chris Mohr punts 43 yards, fair catch by Shaun McDonald",-1.570,-0.940
3,7:24,1,10,STL 30,14,17,Marc Bulger pass incomplete intended for Isaac Bruce (defended by Kevin Mathis),0.940,0.390
3,7:17,2,10,STL 30,14,17,Marc Bulger pass complete to Marshall Faulk for 2 yards (tackle by Aaron Beasley),0.390,-0.030
3,6:33,3,8,STL 32,14,17,Marc Bulger pass complete to Torry Holt for 22 yards,-0.030,2.520
3,6:05,1,10,ATL 46,14,17,"Penalty on Adam Timmerman: False Start, 5 yards (no play)",2.520,2.190
3,5:46,1,15,STL 49,14,17,Marshall Faulk left end for 13 yards (tackle by Keith Brooking),2.190,3.060
3,4:59,2,2,ATL 38,14,17,Marshall Faulk right tackle for 1 yard (tackle by Travis Hall),3.060,2.480
3,4:33,3,1,ATL 37,14,17,Marshall Faulk left tackle for 3 yards (tackle by Keith Brooking),2.480,3.310
3,3:54,1,10,ATL 34,14,17,Marc Bulger pass complete to Torry Holt for 9 yards (tackle by Jason Webster),3.310,3.990
3,3:35,2,1,ATL 25,14,17,Marc Bulger pass incomplete intended for Isaac Bruce,3.990,3.270
3,3:29,3,1,ATL 25,14,17,Marshall Faulk left end for -2 yards (tackle by Ed Jasper),3.270,1.770
3,2:45,4,3,ATL 27,17,17,Jeff Wilkins 46 yard field goal good,1.770,3.000
3,,,,STL 30,17,17,"Jeff Wilkins kicks off 71 yards, returned by Allen Rossum for 22 yards (tackle by Justin Lucas)",0.000,0.340
3,2:36,1,10,ATL 21,17,17,Michael Vick pass incomplete intended for Alge Crumpler,0.340,-0.200
3,2:31,2,10,ATL 21,17,17,Warrick Dunn right tackle for 9 yards (tackle by Jerametrius Butler),-0.200,0.300
3,1:58,3,1,ATL 30,17,17,Michael Vick up the middle for 1 yard (tackle by Ryan Pickett),0.300,1.000
3,1:24,1,10,ATL 31,17,17,Michael Vick pass complete to Alge Crumpler for 33 yards (tackle by Aeneas Williams),1.000,3.180
3,0:54,1,10,STL 36,17,17,Warrick Dunn right tackle for 2 yards (tackle by Ryan Pickett),3.180,2.910
3,0:16,2,8,STL 34,17,17,Warrick Dunn right tackle for 9 yards (tackle by Dwight Anderson and Ryan Pickett),2.910,3.910
Quarter,Time,Down,ToGo,Location,STL,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 25,17,17,Michael Vick pass complete to Peerless Price for 14 yards (tackle by Aeneas Williams),3.910,4.840
4,14:26,1,10,STL 11,17,17,Warrick Dunn right end for 1 yard (tackle by Aeneas Williams),4.840,4.320
4,14:02,2,9,STL 10,17,17,Michael Vick pass complete to Warrick Dunn for 1 yard (tackle by Pisa Tinoisamoa),4.320,3.530
4,13:22,3,8,STL 9,17,17,Michael Vick up the middle for 7 yards (tackle by Aeneas Williams),3.530,3.250
4,12:40,4,1,STL 2,17,23,"Warrick Dunn right tackle for 2 yards, touchdown",3.250,7.000
4,,,,STL 2,17,24,Jay Feely kicks extra point good,0.000,0.000
4,,,,ATL 30,17,24,"Jay Feely kicks off 70 yards, touchback. Penalty on Steven Jackson: Taunting, 10 yards",0.000,-0.380
4,12:36,1,10,STL 10,17,24,Marc Bulger sacked by Patrick Kerney for -9 yards,-0.380,-1.440
4,11:55,,,,17,24,Timeout #1 by St. Louis Rams,0.000,-1.440
4,11:55,2,19,STL 1,17,30,"Marc Bulger sacked by Brady Smith for -1 yards. Marc Bulger fumbles (forced by Brady Smith), recovered by Brady Smith at STL-0, touchdown",-1.440,-7.000
4,,,,STL 2,17,31,Jay Feely kicks extra point good,0.000,0.000
4,,,,ATL 30,17,31,Jay Feely kicks off 66 yards,0.000,1.600
4,11:48,1,10,STL 40,17,31,Marshall Faulk left tackle for 2 yards (tackle by Jason Webster and Travis Hall),1.600,1.320
4,11:13,2,8,STL 42,17,31,Marc Bulger sacked by Patrick Kerney for -7 yards,1.320,-0.300
4,10:42,3,15,STL 35,17,31,"Marc Bulger pass incomplete is intercepted by Aaron Beasley at ATL-49. Penalty on Alge Crumpler: Taunting, 15 yards",-0.300,-1.200
4,10:36,1,10,ATL 34,17,31,T.J. Duckett right tackle for 5 yards (tackle by Dwight Anderson and Damione Lewis),1.200,1.330
4,9:50,2,5,ATL 39,17,31,Michael Vick pass complete to Justin Griffith for 6 yards (tackle by Dwight Anderson),1.330,1.930
4,9:18,1,10,ATL 45,17,31,Dez White right end for 26 yards (tackle by Jerametrius Butler),1.930,3.640
4,8:44,1,10,STL 29,17,31,T.J. Duckett right tackle for 3 yards (tackle by Pisa Tinoisamoa and Robert W. Thomas),3.640,3.510
4,8:02,2,7,STL 26,17,31,T.J. Duckett up the middle for 6 yards (tackle by Anthony Hargrove),3.510,3.600
4,7:18,3,1,STL 20,17,31,Michael Vick for 13 yards (tackle by Brandon Chillar),3.600,5.600
4,6:51,1,7,STL 7,17,31,T.J. Duckett right end for 2 yards (tackle by Damione Lewis),5.600,5.150
4,6:07,2,5,STL 5,17,31,Michael Vick sacked by Pisa Tinoisamoa for -5 yards,5.150,3.130
4,5:29,3,10,STL 10,17,31,Justin Griffith up the middle for 3 yards (tackle by Aeneas Williams),3.130,2.970
4,4:44,4,7,STL 7,17,34,Jay Feely 25 yard field goal good,2.970,3.000
4,,,,ATL 30,17,34,"Jay Feely kicks off 71 yards, returned by Steven Jackson for 17 yards (tackle by Aaron Beasley)",0.000,-0.140
4,4:36,1,10,STL 16,17,34,Marc Bulger pass complete to Marshall Faulk for 4 yards (tackle by Demorrio Williams),-0.140,0.010
4,4:06,2,6,STL 20,17,34,"Marc Bulger pass complete to Dane Looker for 11 yards (tackle by Allen Rossum). Penalty on Grant Williams: Face Mask (15 Yards), 10 yards (no play)",0.010,-1.220
4,3:50,2,16,STL 10,17,34,Marc Bulger pass complete to Dane Looker for 12 yards (tackle by Allen Rossum),-1.220,-0.570
4,3:31,3,4,STL 22,17,34,Marc Bulger pass incomplete intended for Dane Looker (defended by Patrick Kerney),-0.570,-1.900
4,3:24,4,4,STL 22,17,34,"Sean Landeta punts 52 yards, fair catch by Allen Rossum",-1.900,-0.670
4,3:18,1,10,ATL 26,17,34,T.J. Duckett right tackle for 5 yards (tackle by Brandon Chillar),0.670,0.810
4,2:35,2,5,ATL 31,17,34,T.J. Duckett up the middle for 7 yards (tackle by Robert W. Thomas and Dwight Anderson),0.810,1.470
4,2:00,1,10,ATL 38,17,34,T.J. Duckett up the middle for 9 yards (tackle by Adam Archuleta),1.470,2.140
4,1:19,2,1,ATL 47,17,34,T.J. Duckett up the middle for 6 yards (tackle by Brandon Chillar and Robert W. Thomas),2.140,2.460
4,0:45,1,10,STL 47,17,34,Michael Vick kneels for -2 yards,2.460,1.640
4,0:14,2,12,STL 49,17,34,Michael Vick kneels for -1 yards,1.640,0.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
