Quarter,Time,Down,ToGo,Location,JAX,DEN,Detail,EPB,EPA
2,0:29,1,20,DEN 28,3,17,Gardner Minshew pass incomplete short right intended for DJ Chark (defended by Justin Simmons),3.710,2.480
2,0:24,2,20,DEN 28,3,17,Gardner Minshew pass complete short left to DJ Chark for 6 yards (tackle by Todd Davis),2.480,2.610
2,0:16,,,,,,Timeout #3 by Jacksonville Jaguars,,
2,0:16,3,14,DEN 22,3,17,Gardner Minshew pass incomplete short middle intended for Dede Westbrook,2.610,1.990
2,0:11,4,14,DEN 22,6,17,Josh Lambo 40 yard field goal good,1.990,3.000
2,0:08,,,JAX 35,6,17,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
2,0:08,1,10,DEN 25,6,17,Joe Flacco kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,JAX,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,6,17,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,JAX 25,6,17,Leonard Fournette left tackle for 13 yards (tackle by Justin Simmons and Von Miller),0.610,1.470
3,14:23,1,10,JAX 38,6,17,Leonard Fournette up the middle for 8 yards (tackle by Corey Nelson and Justin Simmons),1.470,2.000
3,13:43,2,2,JAX 46,6,17,Leonard Fournette up the middle for 6 yards (tackle by Todd Davis and Will Parks),2.000,2.390
3,13:04,1,10,DEN 48,6,17,Ryquell Armstead right end for 2 yards (tackle by Shelby Harris and Von Miller),2.390,2.120
3,12:24,2,8,DEN 46,6,17,"Gardner Minshew pass complete short right to Dede Westbrook for 11 yards (tackle by Duke Dawson). Penalty on Jawaan Taylor: Offensive Holding, 10 yards (no play)",2.120,0.770
3,12:03,2,18,JAX 44,6,17,"Gardner Minshew pass incomplete short middle intended for Dede Westbrook (defended by Duke Dawson). Penalty on Bradley Chubb: Illegal Use of Hands, 5 yards (no play)",0.770,2.190
3,11:58,1,10,JAX 49,6,17,Leonard Fournette up the middle for 5 yards (tackle by Corey Nelson and Todd Davis),2.190,2.320
3,11:16,2,5,DEN 46,6,17,Gardner Minshew pass complete short right to Dede Westbrook for 7 yards (tackle by Malik Reed),2.320,2.980
3,10:34,1,10,DEN 39,6,17,Gardner Minshew pass incomplete deep left intended for DJ Chark,2.980,2.440
3,10:27,2,10,DEN 39,6,17,Gardner Minshew sacked by DeMarcus Walker for -4 yards,2.440,1.220
3,9:42,3,14,DEN 43,6,17,Gardner Minshew pass complete deep middle to Keelan Cole for 19 yards (tackle by Will Parks),1.220,3.970
3,8:54,1,10,DEN 24,6,17,Leonard Fournette left tackle for 6 yards (tackle by Bradley Chubb),3.970,4.290
3,8:15,2,4,DEN 18,6,17,Leonard Fournette up the middle for 3 yards (tackle by Will Parks),4.290,4.170
3,7:31,3,1,DEN 15,6,17,Leonard Fournette up the middle for no gain (tackle by Von Miller),4.170,2.590
3,6:56,4,1,DEN 15,6,17,Leonard Fournette right guard for 2 yards (tackle by Von Miller),2.590,4.710
3,6:15,1,10,DEN 13,6,17,Leonard Fournette left tackle for 2 yards (tackle by Will Parks),4.710,4.390
3,5:31,2,8,DEN 11,6,17,Leonard Fournette up the middle for 4 yards (tackle by Bradley Chubb and Justin Hollins),4.390,4.330
3,4:46,3,4,DEN 7,12,17,"Gardner Minshew pass complete short left to Ryquell Armstead for 7 yards, touchdown, touchdown",4.330,7.000
3,4:36,,,DEN 15,13,17,Josh Lambo kicks extra point good,0.000,0.000
3,4:36,,,JAX 35,13,17,"Josh Lambo kicks off 64 yards, returned by Devontae Booker for 19 yards (tackle by Jarrod Wilson)",0.000,0.280
3,4:29,1,10,DEN 20,13,17,Phillip Lindsay right guard for no gain (tackle by Calais Campbell and Leon Jacobs),0.280,-0.270
3,3:55,2,10,DEN 20,13,17,Joe Flacco pass complete short middle to Noah Fant for 6 yards (tackle by Quincy Williams and Myles Jack),-0.270,-0.160
3,3:13,3,4,DEN 26,13,17,Joe Flacco pass incomplete short left,-0.160,-1.630
3,3:08,4,4,DEN 26,13,17,"Colby Wadman punts 60 yards, returned by Dede Westbrook for no gain (tackle by Casey Kreiter). Penalty on Lerentee McCray: Offensive Holding, 7 yards",-1.630,0.380
3,2:57,1,10,JAX 7,13,17,Leonard Fournette left tackle for 81 yards (tackle by Duke Dawson),-0.380,4.780
3,2:01,1,10,DEN 12,13,17,"Ryquell Armstead right guard for 11 yards (tackle by Justin Simmons and Chris Harris). Penalty on Geoff Swaim: Offensive Holding, 10 yards (no play)",4.780,4.110
3,1:41,1,20,DEN 22,13,17,Ryquell Armstead right guard for 4 yards (tackle by Justin Hollins),4.110,3.310
3,1:16,2,16,DEN 18,19,17,"Gardner Minshew pass complete short middle to James O'Shaughnessy for 18 yards, touchdown",3.310,7.000
3,1:10,,,DEN 15,20,17,Josh Lambo kicks extra point good,0.000,0.000
3,1:10,,,JAX 35,20,17,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
3,1:10,1,10,DEN 25,20,17,"Joe Flacco pass incomplete short right intended for Royce Freeman. Penalty on Yannick Ngakoue: Roughing the Passer, 15 yards (no play)",0.610,1.600
3,1:05,1,10,DEN 40,20,17,Phillip Lindsay right end for 2 yards (tackle by Tre Herndon),1.600,1.320
3,0:33,2,8,DEN 42,20,17,Joe Flacco pass incomplete short middle intended for Courtland Sutton,1.320,0.630
3,0:28,3,8,DEN 42,20,17,Joe Flacco pass incomplete short middle intended for DaeSean Hamilton (defended by D.J. Hayden),0.630,-0.590
3,0:23,4,8,DEN 42,20,17,"Colby Wadman punts 42 yards, fair catch by Dede Westbrook at JAC-16",-0.590,0.140
3,0:16,1,10,JAX 16,20,17,"Penalty on Jawaan Taylor: False Start, 5 yards (no play)",-0.140,-0.540
3,0:16,1,15,JAX 11,20,17,Leonard Fournette left guard for 13 yards (tackle by De'Vante Bausby and Bradley Chubb),-0.540,0.550
Quarter,Time,Down,ToGo,Location,JAX,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,JAX 24,20,17,Leonard Fournette up the middle for 3 yards (tackle by Todd Davis and Shelby Harris),0.550,0.740
4,14:19,1,10,JAX 27,20,17,Gardner Minshew pass incomplete deep left intended for James O'Shaughnessy,0.740,0.200
4,14:12,2,10,JAX 27,20,17,Ryquell Armstead left end for 11 yards (tackle by Justin Simmons),0.200,1.470
4,13:37,1,10,JAX 38,20,17,Leonard Fournette left tackle for 4 yards (tackle by Todd Davis),1.470,1.460
4,12:47,2,6,JAX 42,20,17,"Ryquell Armstead right tackle for -1 yards (tackle by DeMarcus Walker). Penalty on Geoff Swaim: Offensive Holding, 10 yards (no play)",1.460,0.110
4,12:13,2,16,JAX 32,20,17,Gardner Minshew pass incomplete short middle intended for Chris Conley,0.110,-0.560
4,12:08,3,16,JAX 32,20,17,Gardner Minshew sacked by Malik Reed for -7 yards,-0.560,-1.700
4,11:37,4,23,JAX 25,20,17,"Logan Cooke punts 39 yards, fair catch by Diontae Spencer at DEN-36",-1.700,-1.330
4,11:29,1,10,DEN 36,20,17,Joe Flacco pass complete short left to DaeSean Hamilton for 20 yards (tackle by Ronnie Harrison),1.330,2.650
4,10:52,1,10,JAX 44,20,17,Royce Freeman right tackle for 2 yards (tackle by Myles Jack and D.J. Hayden),2.650,2.380
4,10:16,2,8,JAX 42,20,17,Joe Flacco pass incomplete short middle intended for Noah Fant,2.380,1.690
4,10:12,3,8,JAX 42,20,17,Joe Flacco pass incomplete deep right intended for Emmanuel Sanders,1.690,0.460
4,10:03,4,8,JAX 42,20,17,Colby Wadman punts 36 yards out of bounds,0.460,0.380
4,9:54,1,10,JAX 6,20,17,Gardner Minshew pass complete short right to Geoff Swaim for 3 yards (tackle by Todd Davis),-0.380,-0.560
4,9:16,2,7,JAX 9,20,17,Leonard Fournette left tackle for 26 yards (tackle by Justin Simmons and Todd Davis),-0.560,1.270
4,8:30,1,10,JAX 35,20,17,Ryquell Armstead up the middle for 2 yards (tackle by Derek Wolfe),1.270,0.990
4,7:48,2,8,JAX 37,20,17,Leonard Fournette left guard for 4 yards (tackle by Shelby Harris and DeMarcus Walker),0.990,0.830
4,7:04,3,4,JAX 41,20,17,Gardner Minshew pass complete short middle to Marqise Lee for 5 yards (tackle by De'Vante Bausby),0.830,1.990
4,6:19,1,10,JAX 46,20,17,Ryquell Armstead left tackle for 16 yards (tackle by Todd Davis),1.990,3.050
4,5:32,1,10,DEN 38,20,17,Ryquell Armstead right guard for 3 yards (tackle by Todd Davis),3.050,2.910
4,4:49,2,7,DEN 35,20,17,Leonard Fournette left guard for 3 yards (tackle by Bradley Chubb and De'Vante Bausby),2.910,2.610
4,4:03,3,4,DEN 32,20,17,Gardner Minshew pass complete short left to DJ Chark for 13 yards (tackle by Chris Harris),2.610,4.310
4,3:20,1,10,DEN 19,20,17,Leonard Fournette left end for 2 yards (tackle by De'Vante Bausby),4.310,4.030
4,3:11,,,,,,Timeout #1 by Denver Broncos,,
4,3:11,2,8,DEN 17,20,17,Ryquell Armstead right end for 1 yard (tackle by Shelby Harris),4.030,3.410
4,3:03,,,,,,Timeout #2 by Denver Broncos,,
4,3:03,3,7,DEN 16,20,17,Gardner Minshew pass incomplete deep left intended for DJ Chark (defended by De'Vante Bausby),3.410,2.380
4,2:58,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,2:58,4,7,DEN 16,23,17,Josh Lambo 34 yard field goal good,2.380,3.000
4,2:54,,,JAX 35,23,17,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
4,2:54,1,10,DEN 25,23,17,Joe Flacco pass complete deep left to Emmanuel Sanders for 16 yards (tackle by Jarrod Wilson),0.610,1.660
4,2:26,1,10,DEN 41,23,17,Joe Flacco pass complete deep left to Courtland Sutton for 27 yards (tackle by Tre Herndon),1.660,3.450
4,2:00,1,10,JAX 32,23,17,Joe Flacco pass complete short right to Royce Freeman for 2 yards (tackle by Jarrod Wilson and Quincy Williams),3.450,3.170
4,1:53,2,8,JAX 30,23,17,"Royce Freeman right end for 5 yards (tackle by A.J. Bouye). Penalty on Noah Fant: Offensive Holding, 10 yards",3.170,2.500
4,1:46,2,13,JAX 35,23,17,Joe Flacco pass complete short middle to Emmanuel Sanders for 27 yards (tackle by Ronnie Harrison),2.500,5.370
4,1:38,1,8,JAX 8,23,23,"Joe Flacco pass complete short middle to Courtland Sutton for 8 yards, touchdown",5.370,7.000
4,1:32,,,JAX 15,23,24,Brandon McManus kicks extra point good,0.000,0.000
4,1:32,,,DEN 35,23,24,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,1:32,1,10,JAX 25,23,24,Gardner Minshew pass incomplete short right intended for DJ Chark,0.610,0.060
4,1:27,2,10,JAX 25,23,24,"Gardner Minshew for -128 yards (tackle by Bradley Chubb). Gardner Minshew fumbles (forced by Bradley Chubb), recovered by Gardner Minshew at JAC-18 Gardner Minshew pass complete short right to DJ Chark for 1 yard (tackle by Justin Hollins). Penalty on Von Miller: Roughing the Passer, 15 yards",0.060,1.660
4,1:18,1,10,JAX 41,23,24,Gardner Minshew pass complete deep left to Dede Westbrook for 32 yards (tackle by Duke Dawson),1.660,3.780
4,1:08,1,10,DEN 27,23,24,Leonard Fournette left end for no gain (tackle by Chris Harris),3.780,3.230
4,1:03,2,10,DEN 27,23,24,Gardner Minshew pass complete short left to Chris Conley for 17 yards (tackle by Corey Nelson and De'Vante Bausby),3.230,4.910
4,0:55,1,10,DEN 10,23,24,"Leonard Fournette left end for 1 yard (tackle by Duke Dawson). Penalty on Brandon Linder: Offensive Holding, 10 yards (no play)",4.910,4.240
4,0:50,1,20,DEN 20,23,24,Leonard Fournette left tackle for 3 yards (tackle by Will Parks),4.240,3.240
4,0:45,,,,,,Timeout #3 by Denver Broncos,,
4,0:45,2,17,DEN 17,23,24,Leonard Fournette up the middle for 2 yards (tackle by Justin Simmons),3.240,2.930
4,0:04,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,0:04,3,15,DEN 15,26,24,Josh Lambo 33 yard field goal good,2.930,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
