Quarter,Time,Down,ToGo,Location,TEN,ATL,Detail,EPB,EPA
2,2:19,1,10,TEN 25,14,21,Billy Volek pass complete to Justin McCareins for 9 yards,0.610,1.280
2,2:00,2,1,TEN 34,14,21,Billy Volek pass complete to Justin McCareins for 24 yards (tackle by Juran Bolden),1.280,2.790
2,1:21,1,10,ATL 42,14,21,Billy Volek right end for 5 yards (tackle by Keith Brooking),2.790,2.920
2,1:11,,,,14,21,Timeout #1 by Tennessee Titans,0.000,2.920
2,1:11,2,5,ATL 37,14,21,Billy Volek pass complete to Derrick Mason for 8 yards (tackle by Keith Brooking),2.920,3.640
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,0:53,1,10,ATL 29,14,21,Eddie George up the middle for 2 yards (tackle by Cory Hall),3.640,3.370
2,0:29,2,8,ATL 27,14,21,"Penalty on Fred Miller: False Start, 5 yards (no play)",3.370,2.700
2,0:16,2,13,ATL 32,14,21,Billy Volek pass complete to Eddie George for 6 yards (tackle by Juran Bolden),2.700,2.810
2,0:06,,,,14,21,Timeout #2 by Tennessee Titans,0.000,2.810
2,0:06,3,7,ATL 26,14,21,Gary Anderson 44 yard field goal no good,2.810,-1.200
2,0:02,1,10,ATL 34,14,21,Doug Johnson kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,TEN,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,14,21,"Craig Hentrich kicks off 54 yards, returned by Allen Rossum for 9 yards (tackle by Donnie Nickey)",0.000,0.610
3,14:55,1,10,ATL 25,14,21,Warrick Dunn up the middle for 3 yards (tackle by Tank Williams and Albert Haynesworth),0.610,0.470
3,14:15,2,7,ATL 28,14,21,"Penalty on Albert Haynesworth: Encroachment, 5 yards (no play)",0.470,1.140
3,13:53,2,2,ATL 33,14,21,Doug Johnson pass incomplete intended for Peerless Price,1.140,0.430
3,13:46,3,2,ATL 33,14,21,Doug Johnson pass complete to Warrick Dunn for 6 yards (tackle by Samari Rolle),0.430,1.530
3,13:09,,,,14,21,Timeout #1 by Atlanta Falcons,0.000,1.530
3,13:09,1,10,ATL 39,14,21,Warrick Dunn up the middle for no gain (tackle by Albert Haynesworth),1.530,0.990
3,12:34,2,10,ATL 39,14,21,Doug Johnson pass complete to Brian Kozlowski for 19 yards (tackle by Keith Bulluck),0.990,2.790
3,11:52,1,10,TEN 42,14,21,Doug Johnson pass complete to Peerless Price for 16 yards,2.790,3.840
3,11:19,1,10,TEN 26,14,21,Warrick Dunn up the middle for 5 yards (tackle by Keith Bulluck),3.840,3.970
3,10:40,2,5,TEN 21,14,21,"Doug Johnson pass incomplete intended for Brian Finneran. Penalty on Rien Long: Defensive Offside, 4 yards (no play)",3.970,4.640
3,10:33,2,1,TEN 17,14,21,Warrick Dunn left end for -3 yards (tackle by Carlos Hall),4.640,3.400
3,9:49,3,4,TEN 20,14,21,Warrick Dunn right end for -2 yards (tackle by Kevin Carter),3.400,2.020
3,9:07,4,6,TEN 22,14,24,Jay Feely 40 yard field goal good,2.020,3.000
3,,,,ATL 30,14,24,"Jay Feely kicks off 62 yards, returned by Jake Schifino for 30 yards (tackle by Gerald McBurrows)",0.000,1.470
3,8:55,1,10,TEN 38,14,24,Eddie George left end for 17 yards (tackle by Keith Brooking),1.470,2.590
3,8:25,1,10,ATL 45,14,24,Billy Volek pass incomplete intended for Robert Holcombe,2.590,2.040
3,8:20,2,10,ATL 45,14,24,Eddie George right tackle for 1 yard (tackle by Patrick Kerney),2.040,1.490
3,7:34,3,9,ATL 44,14,24,Billy Volek pass complete to Derrick Mason for 10 yards (tackle by Tod McBride),1.490,3.310
3,7:03,1,10,ATL 34,14,24,Eddie George left tackle for 19 yards (tackle by Tod McBride),3.310,4.580
3,6:20,1,10,ATL 15,14,24,Eddie George left tackle for 3 yards (tackle by Keith Newman and Keith Brooking),4.580,4.450
3,5:39,2,7,ATL 12,14,24,Billy Volek pass complete to Erron Kinney for 10 yards (tackle by Chris Draft),4.450,6.740
3,5:05,1,2,ATL 2,20,24,"Eddie George up the middle for 2 yards, touchdown",6.740,7.000
3,,,,ATL 2,21,24,Gary Anderson kicks extra point good,0.000,0.000
3,,,,TEN 30,21,24,"Craig Hentrich kicks off 70 yards, returned by Allen Rossum for 24 yards (tackle by Lamont Thompson)",,
3,4:53,1,10,ATL 24,21,24,Warrick Dunn left end for 4 yards (tackle by Peter Sirmon),0.540,0.540
3,4:09,2,6,ATL 28,21,24,Doug Johnson pass complete to Warrick Dunn for no gain,0.540,-0.160
3,3:23,3,6,ATL 28,21,24,"Doug Johnson pass complete to Brian Finneran for 2 yards (tackle by Andre Dyson). Penalty on Kynan Forney: Offensive Holding, 10 yards (no play)",-0.160,-1.640
3,2:55,3,16,ATL 18,21,24,Doug Johnson pass incomplete intended for Alge Crumpler (defended by Lance Schulters),-1.640,-2.240
3,2:48,4,16,ATL 18,27,24,"Chris Mohr punts 40 yards, returned by Justin McCareins for 58 yards, touchdown",-2.240,-7.000
3,,,,ATL 2,28,24,Gary Anderson kicks extra point good,0.000,0.000
3,,,,TEN 30,28,24,"Craig Hentrich kicks off 49 yards, returned by Travis Jervey for 11 yards (tackle by Scott McGarrahan)",0.000,1.070
3,2:29,1,10,ATL 32,28,24,Doug Johnson pass incomplete intended for Brian Kozlowski,1.070,0.530
3,2:22,2,10,ATL 32,28,24,Doug Johnson pass incomplete intended for Terrence Edwards,0.530,-0.160
3,2:17,3,10,ATL 32,28,24,"Doug Johnson sacked by Kevin Carter and Albert Haynesworth for -13 yards. Doug Johnson fumbles (forced by Kevin Carter), recovered by Todd McClure at ATL-19",-0.160,-2.140
3,1:40,4,23,ATL 19,28,24,Chris Mohr punts 30 yards,-2.140,-2.320
3,1:31,1,10,ATL 49,28,24,Billy Volek pass incomplete intended for Frank Wycheck (defended by Cory Hall),2.320,1.780
3,1:24,2,10,ATL 49,28,24,Eddie George right end for 1 yard (tackle by Brady Smith),1.780,1.220
3,0:40,3,9,ATL 48,28,24,Billy Volek pass incomplete intended for Tyrone Calico,1.220,0.070
3,0:34,4,9,ATL 48,28,24,"Craig Hentrich punts 48 yards, touchback",0.070,-0.280
3,0:20,1,10,ATL 20,28,24,Warrick Dunn left end for no gain (tackle by Rocky Calmus),0.280,-0.270
Quarter,Time,Down,ToGo,Location,TEN,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,ATL 20,28,24,Doug Johnson pass complete to Justin Griffith for 5 yards (tackle by Peter Sirmon),-0.270,-0.300
4,14:28,3,5,ATL 25,28,24,Doug Johnson sacked by Scott McGarrahan for -6 yards,-0.300,-2.140
4,13:59,4,11,ATL 19,28,24,"Chris Mohr punts 40 yards, fair catch by Justin McCareins",-2.140,-1.660
4,13:51,1,10,TEN 41,28,24,Eddie George right tackle for 12 yards (tackle by Keith Brooking and Travis Hall),1.660,2.460
4,13:15,1,10,ATL 47,28,24,Billy Volek pass complete to Justin McCareins for 25 yards,2.460,4.110
4,13:06,1,10,ATL 22,28,24,Eddie George up the middle for 5 yards (tackle by Bryan Scott),4.110,4.290
4,12:29,2,5,ATL 17,28,24,Eddie George up the middle for 3 yards (tackle by Keith Brooking and Travis Hall),4.290,4.150
4,11:50,3,2,ATL 14,28,24,Eddie George up the middle for 4 yards (tackle by Keith Brooking),4.150,4.910
4,11:11,1,10,ATL 10,28,24,Eddie George left tackle for no gain (tackle by Keith Brooking and Ellis Johnson),4.910,4.190
4,10:31,2,10,ATL 10,28,24,Billy Volek pass incomplete intended for Erron Kinney,4.190,3.130
4,10:26,3,10,ATL 10,28,24,"Robert Holcombe for -5 yards. Penalty on Travis Hall: Defensive Offside, 5 yards (no play)",3.130,4.260
4,10:05,3,5,ATL 5,28,24,Robert Holcombe up the middle for 1 yard (tackle by Keith Newman),4.260,3.030
4,9:29,4,4,ATL 4,31,24,Gary Anderson 22 yard field goal good,3.030,3.000
4,,,,TEN 30,31,24,"Craig Hentrich kicks off 71 yards, returned by Allen Rossum for 23 yards (tackle by Scott McGarrahan)",0.000,0.410
4,9:20,1,10,ATL 22,31,24,Doug Johnson pass incomplete intended for Justin Griffith is intercepted by Rocky Calmus at ATL-32 and returned for 11 yards (tackle by Justin Griffith),0.410,-4.170
4,9:12,1,10,ATL 21,31,24,Eddie George left tackle for 1 yard (tackle by Chris Draft),4.170,3.760
4,8:29,2,9,ATL 20,31,24,Eddie George right tackle for 6 yards (tackle by Bryan Scott and Keith Brooking),3.760,4.020
4,7:45,3,3,ATL 14,37,24,"Billy Volek pass complete to Justin McCareins for 14 yards, touchdown",4.020,7.000
4,,,,ATL 2,38,24,Gary Anderson kicks extra point good,0.000,0.000
4,,,,TEN 30,38,24,"Craig Hentrich kicks off 47 yards, returned by Allen Rossum for 10 yards (tackle by Brad Kassell)",0.000,1.140
4,7:36,1,10,ATL 33,38,24,Doug Johnson pass complete to Warrick Dunn for 10 yards (tackle by Andre Dyson),1.140,1.800
4,7:07,1,10,ATL 43,38,24,Doug Johnson pass incomplete intended for Alge Crumpler,1.800,1.250
4,7:02,2,10,ATL 43,38,24,Doug Johnson pass complete to Warrick Dunn for -2 yards (tackle by Tank Williams),1.250,0.300
4,6:24,3,12,ATL 41,38,24,Doug Johnson pass complete to Warrick Dunn for 7 yards (tackle by Kevin Carter),0.300,-0.190
4,5:40,4,5,ATL 48,38,24,Doug Johnson pass complete to Peerless Price for 11 yards (tackle by Samari Rolle),-0.190,2.850
4,5:16,1,10,TEN 41,38,24,Doug Johnson pass incomplete intended for Peerless Price,2.850,2.310
4,5:12,2,10,TEN 41,38,30,"Doug Johnson pass complete to Peerless Price for 41 yards, touchdown",2.310,7.000
4,,,,TEN 2,38,31,Jay Feely kicks extra point good,0.000,0.000
4,,,,ATL 30,38,31,"Jay Feely kicks off 71 yards, returned by Jake Schifino for 24 yards (tackle by Terrence Edwards)",0.000,0.480
4,4:59,1,10,TEN 23,38,31,Eddie George up the middle for 4 yards (tackle by Chris Draft),0.480,0.470
4,4:19,2,6,TEN 27,38,31,Billy Volek pass complete to Frank Wycheck for 11 yards (tackle by Keith Brooking),0.470,1.470
4,3:37,1,10,TEN 38,38,31,Eddie George up the middle for 2 yards (tackle by Ellis Johnson),1.470,1.190
4,3:26,,,,38,31,Timeout #2 by Atlanta Falcons,0.000,1.190
4,3:26,2,8,TEN 40,38,31,Eddie George right end for no gain (tackle by Bryan Scott),1.190,0.500
4,2:39,,,,38,31,Timeout #1 by Tennessee Titans,0.000,0.500
4,2:39,3,8,TEN 40,38,31,Billy Volek pass incomplete intended for Justin McCareins,0.500,-0.720
4,2:33,4,8,TEN 40,38,31,"Craig Hentrich punts 55 yards, returned by Allen Rossum for -3 yards (tackle by Peter Sirmon)",-0.720,0.380
4,2:21,1,10,ATL 2,38,31,Doug Johnson pass incomplete intended for Brian Kozlowski (defended by Robaire Smith),-0.380,-0.780
4,2:17,2,10,ATL 2,38,31,Doug Johnson pass complete to Peerless Price for 5 yards (tackle by Lance Schulters),-0.780,-0.840
4,2:00,3,5,ATL 7,38,31,Doug Johnson left end for 4 yards (tackle by Keith Bulluck),-0.840,-2.490
4,1:26,4,1,ATL 11,38,31,Doug Johnson pass incomplete intended for Brian Kozlowski,-2.490,-4.840
4,1:22,1,10,ATL 11,38,31,Billy Volek kneels for -1 yards,4.840,3.980
4,1:06,,,,38,31,Timeout #3 by Atlanta Falcons,0.000,3.980
4,1:06,2,11,ATL 12,38,31,Billy Volek kneels for -1 yards,3.980,3.080
4,0:35,3,12,ATL 13,38,31,Billy Volek kneels for -1 yards,3.080,2.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
