Quarter,Time,Down,ToGo,Location,SDG,MIA,Detail,EPB,EPA
2,4:55,1,10,SDG 48,3,17,Drew Brees pass complete to Stephen Alexander for 23 yards (tackle by Sam Madison). Stephen Alexander fumbles (forced by Sam Madison). (forced by Sam Madison),2.130,3.640
2,4:31,1,10,MIA 29,3,17,LaDainian Tomlinson right tackle for 2 yards (tackle by Derrick Rodgers),3.640,3.370
2,3:50,2,8,MIA 27,3,17,Drew Brees pass complete to Justin Peelle for 3 yards (tackle by Patrick Surtain),3.370,3.070
2,3:07,3,5,MIA 24,3,17,Drew Brees pass incomplete intended for LaDainian Tomlinson,3.070,1.920
2,3:02,4,5,MIA 24,3,17,Steve Christie 42 yard field goal no good,1.920,-1.070
2,2:58,1,10,MIA 32,3,17,Ray Lucas pass complete to Ricky Williams for 12 yards (tackle by Jason Fisk),1.070,1.860
2,2:21,1,10,MIA 44,3,17,Ray Lucas sacked by Jamal Williams for -3 yards,1.860,0.910
2,2:00,2,13,MIA 41,3,17,Ray Lucas for 13 yards,0.910,2.520
2,1:51,1,10,SDG 46,3,17,Ray Lucas right guard for 8 yards (tackle by Junior Seau),2.520,3.060
2,1:15,2,2,SDG 38,3,17,Ray Lucas pass incomplete intended for Chris Chambers,3.060,2.350
2,1:09,3,2,SDG 38,3,17,Ray Lucas pass incomplete intended for Dedric Ward,2.350,0.720
2,1:05,4,2,SDG 38,3,17,"Ray Lucas pass incomplete intended for Dedric Ward (defended by Alex Molden). Penalty on Alex Molden: Defensive Holding, 5 yards (no play)",0.720,3.380
2,1:00,1,10,SDG 33,3,17,Ricky Williams middle for 3 yards (tackle by Raylee Johnson),3.380,3.240
2,0:53,1,10,SDG 33,,,Timeout #2 by Miami Dolphins,3.380,3.240
2,0:53,2,7,SDG 30,3,17,Ray Lucas pass incomplete intended for James McKnight,3.240,2.540
2,0:50,3,7,SDG 30,3,17,Ricky Williams right guard for 10 yards (tackle by Junior Seau and Rodney Harrison),2.540,4.240
2,0:31,1,10,SDG 20,3,17,Ray Lucas spiked the ball,4.240,3.690
2,0:30,2,10,SDG 20,3,17,Ray Lucas pass incomplete intended for Chris Chambers,3.690,3.010
2,0:25,3,10,SDG 20,3,17,Ray Lucas pass incomplete intended for Randy McMichael,3.010,2.120
2,0:20,4,10,SDG 20,3,20,Olindo Mare 38 yard field goal good,2.120,3.000
2,0:20,,,MIA 30,3,20,--,0.000,0.740
2,0:08,1,10,SDG 27,3,20,Drew Brees kneels for -1 yards,0.740,0.060
Quarter,Time,Down,ToGo,Location,SDG,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,3,20,"Wade Richey kicks off 61 yards, returned by Travis Minor for 23 yards (tackle by Carlos Polk)",0.000,1.070
3,14:54,1,10,MIA 32,3,20,"Ricky Williams left end for 5 yards (tackle by Alex Molden). Penalty on Todd Perry: Offensive Holding, 10 yards (no play)",1.070,0.410
3,14:34,1,20,MIA 22,3,20,Ricky Williams right guard for 16 yards (tackle by Davis Sanchez),0.410,1.340
3,13:55,2,4,MIA 38,3,20,Ricky Williams for 4 yards (tackle by Rodney Harrison),1.340,1.730
3,13:27,1,10,MIA 42,3,20,Ricky Williams for -5 yards (tackle by Quentin Jammer),1.730,2.590
3,12:48,1,10,SDG 45,3,20,Ricky Williams right guard for 15 yards (tackle by Quentin Jammer),2.590,3.580
3,12:05,1,10,SDG 30,3,20,"Penalty on Todd Wade: False Start, 5 yards (no play)",3.580,3.250
3,11:52,1,15,SDG 35,3,20,"Ricky Williams right tackle for -5 yards (tackle by Jamal Williams). Ricky Williams fumbles (forced by Jamal Williams), recovered by Todd Wade at SDG-40",3.250,1.680
3,11:08,2,20,SDG 40,3,20,Ricky Williams for -1 yards (tackle by Alex Molden),1.680,0.890
3,10:25,3,21,SDG 41,3,20,Ray Lucas pass complete to Robert Edwards for 5 yards (tackle by Raylee Johnson),0.890,0.880
3,9:45,4,16,SDG 36,3,20,Olindo Mare 54 yard field goal no good,0.880,-1.860
3,9:40,1,10,SDG 44,3,20,LaDainian Tomlinson left guard for 6 yards (tackle by Larry Chester),1.860,2.130
3,9:07,2,4,MIA 50,3,20,LaDainian Tomlinson right tackle for 3 yards (tackle by Morlon Greenwood),2.130,1.820
3,8:25,3,1,MIA 47,3,20,Drew Brees middle for 2 yards (tackle by Zach Thomas),1.820,2.590
3,7:49,1,10,MIA 45,3,20,"Penalty on Ed Ellis: False Start, 5 yards (no play)",2.590,2.260
3,7:29,1,15,,3,20,Drew Brees pass incomplete intended for LaDainian Tomlinson (defended by Derrick Rodgers),2.260,1.370
3,7:23,2,15,,3,20,Drew Brees pass complete to Stephen Alexander for 2 yards (tackle by Sam Madison),1.370,0.960
3,6:56,3,13,MIA 48,3,20,Drew Brees sacked by Jason Taylor for -7 yards,0.960,-0.390
3,6:32,4,20,SDG 45,3,20,"Darren Bennett punts 27 yards, fair catch by Dedric Ward",-0.390,-0.810
3,6:23,1,10,MIA 28,3,20,Ricky Williams middle for 1 yard (tackle by Adrian Dingle),0.810,0.400
3,5:48,2,9,MIA 29,3,20,Ricky Williams left end for 4 yards (tackle by Keith Lyle),0.400,0.230
3,5:12,3,5,MIA 33,3,20,Ray Lucas pass complete to Ricky Williams for -4 yards (tackle by Donnie Edwards),0.230,-1.440
3,4:33,4,9,MIA 29,3,20,"Mark Royals punts 42 yards, muffed catch by Reche Caldwell, recovered by Scott Galyon and returned for no gain",-1.440,3.710
3,4:18,1,10,SDG 28,3,20,Ricky Williams right tackle for 2 yards (tackle by Donnie Edwards),3.710,3.440
3,3:38,2,8,SDG 26,3,20,Ray Lucas pass complete to Chris Chambers for 7 yards,3.440,3.720
3,3:05,2,8,SDG 26,,,Timeout #1 by Miami Dolphins,3.440,3.720
3,3:05,3,1,SDG 19,3,20,Ricky Williams left guard for 7 yards (tackle by Keith Lyle),3.720,4.780
3,2:26,1,10,SDG 12,3,26,"Ricky Williams right end for 12 yards, touchdown",4.780,7.000
3,2:26,,,SDG 12,3,27,Olindo Mare kicks extra point good,0.000,0.000
3,2:26,,,MIA 30,3,27,"Olindo Mare kicks off 54 yards, returned by Ronney Jenkins for 20 yards (tackle by Trent Gamble)",0.000,1.330
3,2:08,1,10,SDG 36,3,27,"Drew Brees pass complete to Stephen Alexander for -1 yards (tackle by Derrick Rodgers). Penalty on Kelvin Garmon: Personal Foul, 15 yards",1.330,-1.370
3,1:53,2,26,SDG 20,3,27,LaDainian Tomlinson middle for 5 yards (tackle by Jay Williams),-1.370,-1.350
3,1:32,3,21,SDG 25,3,27,Drew Brees pass incomplete intended for Stephen Alexander,-1.350,-1.700
3,1:09,4,21,SDG 25,3,27,"Darren Bennett punts 53 yards, returned by Dedric Ward for 31 yards (tackle by Zeke Moreno). Penalty on Scott McGarrahan: Offensive Holding, 10 yards, Penalty on Brock Marion: Offensive Holding (Declined)",-1.700,0.350
3,0:54,1,10,MIA 12,3,27,Ricky Williams middle for 6 yards (tackle by Donnie Edwards),-0.350,-0.070
3,0:17,2,4,MIA 18,3,27,Ray Lucas pass complete to James McKnight for 77 yards (tackle by Quentin Jammer),-0.070,6.060
,,,,,,,"SDG challenged the ruling, and the play was upheld.",,
Quarter,Time,Down,ToGo,Location,SDG,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,5,SDG 5,3,27,Ricky Williams left guard for 2 yards (tackle by Rodney Harrison),6.060,5.530
4,14:23,2,3,SDG 3,3,27,Ricky Williams right guard for -3 yards (tackle by Ben Leber),5.530,4.040
4,13:41,3,6,SDG 6,3,27,Robert Edwards left guard for 1 yard (tackle by Junior Seau),4.040,3.010
4,13:05,4,5,SDG 5,3,30,Olindo Mare 23 yard field goal good,3.010,3.000
4,13:05,,,MIA 30,3,30,"Olindo Mare kicks off 63 yards, returned by Ronney Jenkins for 31 yards (tackle by Arturo Freeman)",0.000,1.470
4,12:55,1,10,SDG 38,3,30,Drew Brees pass complete to Stephen Alexander for 6 yards (tackle by Derrick Rodgers),1.470,1.730
4,12:25,2,4,SDG 44,3,30,LaDainian Tomlinson middle for 2 yards (tackle by Larry Chester),1.730,1.290
4,11:50,3,2,SDG 46,3,30,Drew Brees pass complete to Stephen Alexander for 6 yards (tackle by Derrick Rodgers),1.290,2.390
4,11:16,1,10,MIA 48,3,30,LaDainian Tomlinson middle for 3 yards (tackle by Zach Thomas),2.390,2.250
4,10:55,2,7,MIA 45,3,30,Drew Brees sacked by Patrick Surtain for -11 yards,2.250,0.100
4,10:30,3,18,SDG 44,3,30,Drew Brees pass complete to Tim Dwight for 9 yards (tackle by Patrick Surtain and Brock Marion),0.100,0.130
4,9:45,4,9,MIA 47,3,30,"Darren Bennett punts 33 yards, fair catch by Robert Baker",0.130,0.280
4,9:37,1,10,MIA 14,3,30,Travis Minor right guard for 3 yards (tackle by Marcellus Wiley),-0.280,-0.370
4,8:56,2,7,MIA 17,3,30,Travis Minor middle for 9 yards (tackle by Rodney Harrison),-0.370,0.670
4,8:13,1,10,MIA 26,3,30,Travis Minor right end for 2 yards (tackle by Marcellus Wiley and Jason Fisk),0.670,0.400
4,7:28,2,8,MIA 28,3,30,Travis Minor left tackle for 11 yards (tackle by Keith Lyle),0.400,1.530
4,6:42,1,10,MIA 39,3,30,Travis Minor middle for 2 yards (tackle by Rodney Harrison),1.530,1.260
4,5:59,2,8,MIA 41,3,30,Travis Minor right guard for 2 yards (tackle by Junior Seau),1.260,0.830
4,5:18,3,6,MIA 43,3,30,Ray Lucas pass incomplete intended for Dedric Ward (defended by Vernon Fox),0.830,-0.520
4,5:11,4,6,MIA 43,3,30,"Mark Royals punts 50 yards, out of bounds",-0.520,0.380
4,5:03,1,10,SDG 7,3,30,Drew Brees pass incomplete intended for Stephen Alexander,-0.380,-0.780
4,4:57,2,10,SDG 7,3,30,Jesse Chatman right tackle for 3 yards (tackle by Larry Chester),-0.780,-1.070
4,4:15,3,7,SDG 10,3,30,Drew Brees pass incomplete intended for Tim Dwight (defended by Jamar Fletcher),-1.070,-2.490
4,4:10,4,7,SDG 10,3,30,"Darren Bennett punts 49 yards, returned by Robert Baker for 14 yards (tackle by Justin Peelle)",-2.490,-2.590
4,3:58,1,10,SDG 45,3,30,Travis Minor right guard for 4 yards (tackle by DeQuincy Scott),2.590,2.580
4,3:15,2,6,SDG 41,3,30,Travis Minor middle for no gain (tackle by DeQuincy Scott),2.580,1.880
4,2:33,3,6,SDG 41,3,30,Robert Edwards left guard for 1 yard (tackle by Junior Seau),1.880,0.590
4,2:00,4,5,SDG 40,3,30,"Mark Royals punts 24 yards, out of bounds. Penalty on Eric Parker: Offensive Holding, 8 yards",0.590,0.380
4,1:51,1,10,SDG 8,3,30,Jesse Chatman middle for 11 yards (tackle by Shawn Wooden),-0.380,0.150
4,1:14,1,10,SDG 19,3,30,Jesse Chatman left guard for 2 yards (tackle by Larry Chester),0.150,-0.060
4,0:31,2,8,SDG 21,3,30,Jesse Chatman right tackle for 2 yards (tackle by Tommy Hendricks),-0.060,-0.550
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
