Quarter,Time,Down,ToGo,Location,HOU,SDG,Detail,EPB,EPA
2,5:42,4,9,HOU 30,3,14,"Chad Stanley punts 45 yards, returned by Tamarick Vanover for no gain. Penalty on Davis Sanchez: Offensive Holding, 10 yards",-1.370,0.220
2,5:34,1,10,SDG 15,3,14,LaDainian Tomlinson for -2 yards (tackle by Eric Brown),-0.220,-0.920
2,4:53,2,12,SDG 13,3,14,LaDainian Tomlinson middle for 7 yards (tackle by Jerry DeLoach),-0.920,-0.760
2,4:14,3,5,SDG 20,3,14,Drew Brees middle for 2 yards (tackle by Gary Walker and Jay Foreman),-0.760,-1.900
2,3:38,4,3,SDG 22,3,14,"Darren Bennett punts 48 yards, out of bounds",-1.900,-0.940
2,3:31,1,10,HOU 30,3,14,Jonathan Wells right end for -2 yards (tackle by Junior Seau),0.940,0.120
2,2:56,2,12,HOU 28,3,14,David Carr pass incomplete intended for Corey Bradford,0.120,-0.560
2,2:49,3,12,HOU 28,3,14,David Carr pass incomplete intended for JaJuan Dawson,-0.560,-1.500
,,,,,,,"HOU challenged the ruling, and the play was upheld.",,
2,2:39,4,12,HOU 28,3,14,"Chad Stanley punts 38 yards, returned by Tamarick Vanover for -3 yards (tackle by Eric Brown)",-1.500,-1.000
2,2:29,1,10,SDG 31,3,14,Drew Brees pass complete to Terrell Fletcher for 9 yards (tackle by Kevin Williams),1.000,1.680
2,2:00,2,1,SDG 40,3,14,Drew Brees pass complete to Terrell Fletcher for 5 yards (tackle by Kenny Wright),1.680,1.930
2,1:53,1,10,SDG 45,3,14,Drew Brees pass complete to Curtis Conway for 29 yards,1.930,3.840
2,1:46,1,10,HOU 26,3,14,"Drew Brees pass incomplete intended for Tim Dwight. Penalty on Damion McIntosh: Personal Foul, 15 yards",3.840,1.270
2,1:46,2,25,HOU 41,3,14,Drew Brees pass complete to Stephen Alexander for -3 yards (tackle by Kenny Wright),1.270,0.230
2,1:46,3,28,HOU 44,3,14,Drew Brees pass complete to Terrell Fletcher for 5 yards (tackle by Jamie Sharper),0.230,0.660
2,1:25,4,23,HOU 39,3,14,Darren Bennett punts 32 yards,0.660,0.380
2,1:18,1,10,HOU 7,3,14,James Allen middle for no gain (tackle by Leonardo Carson),-0.380,-0.780
2,1:11,1,10,HOU 7,,,Timeout #1 by Los Angeles Chargers,-0.380,-0.780
2,1:11,2,10,HOU 7,3,14,David Carr sacked by Junior Seau for -6 yards,-0.780,-2.120
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:01,2,10,HOU 7,,,Timeout #2 by Los Angeles Chargers,-0.780,-2.120
2,0:55,3,16,HOU 1,3,14,David Carr pass incomplete intended for Jabar Gaffney,-2.120,-2.490
2,0:48,4,16,HOU 1,3,14,Chad Stanley punts 53 yards,-2.490,-1.990
2,0:35,1,10,SDG 46,3,14,Drew Brees pass incomplete intended for Tim Dwight,1.990,1.450
2,0:28,2,10,SDG 46,3,14,Drew Brees pass complete to Curtis Conway for 23 yards (tackle by Kevin Williams),1.450,3.510
2,0:24,1,10,HOU 31,3,14,Drew Brees pass incomplete intended for Terrell Fletcher (defended by Kenny Wright),3.510,2.970
2,0:20,2,10,HOU 31,3,14,Drew Brees pass incomplete intended for Curtis Conway,2.970,2.280
2,0:15,3,10,HOU 31,3,14,Drew Brees pass complete to Curtis Conway for 14 yards (tackle by Jason Bell),2.280,4.440
2,0:07,3,10,HOU 31,,,Timeout #3 by Los Angeles Chargers,2.280,4.440
2,0:07,1,10,HOU 17,3,17,Steve Christie 36 yard field goal good,4.440,3.000
2,0:07,,,SDG 30,3,17,"Wade Richey kicks off 61 yards, returned by Jermaine Lewis for -3 yards (tackle by Carlos Polk)",0.000,0.940
Quarter,Time,Down,ToGo,Location,HOU,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,3,17,"Wade Richey kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,HOU 20,3,17,James Allen left tackle for 6 yards (tackle by Junior Seau),0.280,0.540
3,14:25,2,4,HOU 26,3,17,James Allen left tackle for 17 yards (tackle by Ryan McNeil),0.540,1.800
3,13:53,1,10,HOU 43,3,17,David Carr pass incomplete (defended by Junior Seau),1.800,1.250
3,13:47,2,10,HOU 43,3,17,"James Allen left end for 13 yards (tackle by Vernon Fox). Penalty on Chester Pitts: Offensive Holding, 10 yards (no play)",1.250,-0.100
3,13:19,2,20,HOU 33,3,17,David Carr pass complete to Corey Bradford for 24 yards (tackle by Rogers Beckett),-0.100,2.720
3,12:39,1,10,SDG 43,3,17,James Allen left tackle for no gain (tackle by Jason Fisk and Marcellus Wiley),2.720,2.180
3,11:55,2,10,SDG 43,3,17,Jarrod Baxter middle for 1 yard (tackle by Donnie Edwards),2.180,1.620
3,11:15,3,9,SDG 42,3,17,David Carr sacked by Marcellus Wiley for -4 yards,1.620,0.200
3,10:47,4,13,SDG 46,3,17,"Chad Stanley punts 33 yards, fair catch by Tamarick Vanover",0.200,0.320
3,10:38,1,10,SDG 13,3,17,LaDainian Tomlinson middle for 5 yards (tackle by Jay Foreman),-0.320,-0.140
3,10:04,2,5,SDG 18,3,17,LaDainian Tomlinson left tackle for no gain (tackle by Gary Walker),-0.140,-0.830
3,9:23,3,5,SDG 18,3,17,LaDainian Tomlinson middle for 2 yards (tackle by Kailee Wong),-0.830,-2.030
3,8:50,4,3,SDG 20,3,17,"Darren Bennett punts 42 yards, returned by Jermaine Lewis for -3 yards (tackle by Tay Cody). Penalty on Marcus Coleman: Offensive Holding, 10 yards",-2.030,-0.610
3,8:36,1,10,HOU 25,3,17,Jonathan Wells middle for no gain (tackle by Marcellus Wiley),0.610,0.060
3,8:03,2,10,HOU 25,3,17,David Carr sacked by Ben Leber for -6 yards,0.060,-1.510
3,7:30,3,16,HOU 19,3,17,David Carr pass incomplete intended for Jabar Gaffney. Penalty on DeMingo Graham: Offensive Holding (Declined),-1.510,-2.140
3,7:23,4,16,HOU 19,3,17,"Chad Stanley punts 45 yards, returned by Reche Caldwell for -2 yards (tackle by Eric Brown)",-2.140,-1.200
3,7:13,1,10,SDG 34,3,17,LaDainian Tomlinson middle for 7 yards (tackle by Jamie Sharper),1.200,1.600
3,6:37,2,3,SDG 41,3,17,LaDainian Tomlinson right tackle for 7 yards (tackle by Kailee Wong and Aaron Glenn),1.600,2.130
3,5:58,1,10,SDG 48,3,17,Drew Brees pass complete to LaDainian Tomlinson for 6 yards (tackle by Jay Foreman),2.130,2.390
3,5:21,2,4,HOU 46,3,17,LaDainian Tomlinson left tackle for 4 yards (tackle by Matt Stevens),2.390,2.790
3,4:35,1,10,HOU 42,3,17,Drew Brees pass incomplete intended for Tim Dwight is intercepted by Aaron Glenn at HOU-0 and returned for 34 yards,2.790,-1.200
3,4:18,1,10,HOU 34,3,17,David Carr pass incomplete intended for Jermaine Lewis,1.200,0.660
3,4:10,2,10,HOU 34,3,17,David Carr pass incomplete intended for Avion Black,0.660,-0.030
3,4:05,3,10,HOU 34,3,17,David Carr pass incomplete intended for Jabar Gaffney (defended by Ryan McNeil),-0.030,-1.110
3,3:58,4,10,HOU 34,3,17,Chad Stanley punts 30 yards,-1.110,-1.330
3,3:49,1,10,SDG 36,3,17,LaDainian Tomlinson right end for 1 yard (tackle by Eric Brown),1.330,0.930
3,3:12,2,9,SDG 37,3,17,Tim Dwight left end for 20 yards (tackle by Keith Mitchell),0.930,2.720
3,2:21,1,10,HOU 43,3,17,Drew Brees pass incomplete intended for Stephen Alexander (defended by Jay Foreman),2.720,2.180
3,2:16,2,10,HOU 43,3,17,Drew Brees pass incomplete intended for LaDainian Tomlinson,2.180,1.490
3,2:09,3,10,HOU 43,3,17,Drew Brees pass incomplete intended for Curtis Conway,1.490,0.400
3,2:05,4,10,HOU 43,3,17,"Darren Bennett punts 23 yards, fair catch by Jermaine Lewis",0.400,-0.280
3,1:56,1,10,HOU 20,3,17,David Carr sacked by Raylee Johnson for -1 yards,0.280,-0.460
3,1:20,2,11,HOU 19,3,17,David Carr sacked by Raylee Johnson and Donnie Edwards for -9 yards,-0.460,-2.590
3,0:38,2,11,HOU 19,,,Timeout #1 by Houston Texans,-0.460,-2.590
3,0:38,3,20,HOU 10,3,17,David Carr pass complete to James Allen for 5 yards (tackle by Leonardo Carson),-2.590,-2.440
Quarter,Time,Down,ToGo,Location,HOU,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,15,HOU 15,3,17,"Chad Stanley punts 38 yards, returned by Tamarick Vanover for no gain",-2.440,-2.060
4,14:51,1,10,SDG 47,3,17,LaDainian Tomlinson middle for 1 yard (tackle by Seth Payne),2.060,1.650
4,14:16,2,9,SDG 48,3,17,LaDainian Tomlinson left end for 1 yard (tackle by Seth Payne and Keith Mitchell),1.650,1.090
4,13:36,3,8,SDG 49,3,17,Terrell Fletcher middle for 3 yards (tackle by Matt Stevens),1.090,0.070
4,12:53,4,5,HOU 48,3,17,Darren Bennett punts 43 yards,0.070,0.380
4,12:43,1,10,HOU 5,3,17,James Allen middle for 3 yards (tackle by Marcellus Wiley and Donnie Edwards),-0.380,-0.560
4,12:06,2,7,HOU 8,3,17,"Penalty on Fred Weary: False Start, 4 yards (no play)",-0.560,-0.850
4,11:45,2,11,HOU 4,3,23,"David Carr sacked by Ben Leber for -4 yards. David Carr fumbles (forced by Ben Leber), recovered by Raylee Johnson at HOU-0, touchdown",-0.850,-7.000
4,11:40,,,HOU 4,3,24,Steve Christie kicks extra point good,0.000,0.000
4,11:40,,,SDG 30,3,24,"Wade Richey kicks off 53 yards, returned by Jermaine Lewis for 11 yards (tackle by Carlos Polk)",0.000,0.810
4,11:34,1,10,HOU 28,3,24,Jonathan Wells left tackle for -1 yards (tackle by Jason Fisk),0.810,0.130
4,10:54,2,11,HOU 27,3,24,David Carr for 5 yards (tackle by Donnie Edwards),0.130,0.100
4,10:08,3,6,HOU 32,3,24,David Carr pass incomplete,0.100,-1.240
4,10:02,4,6,HOU 32,3,24,"Chad Stanley punts 38 yards, muffed catch by Tamarick Vanover, recovered by Tay Cody and returned for no gain",-1.240,-0.540
4,9:52,1,10,SDG 24,3,24,Drew Brees pass complete to Curtis Conway for 12 yards,0.540,1.330
4,9:24,1,10,SDG 36,3,24,Drew Brees pass complete to Stephen Alexander for -1 yards (tackle by Eric Brown),1.330,0.660
4,8:41,2,11,SDG 35,3,24,Drew Brees pass complete to Josh Norman for no gain,0.660,-0.030
4,7:51,3,11,SDG 35,3,24,"Drew Brees pass incomplete intended for Stephen Alexander is intercepted by Chris Carter at SDG-33 and returned for 9 yards. Penalty on Kenny Wright: Illegal Contact, 5 yards (no play)",-0.030,1.600
4,7:44,1,10,SDG 40,3,24,LaDainian Tomlinson right tackle for 2 yards (tackle by Jeff Posey and Jay Foreman),1.600,1.320
4,7:01,2,8,SDG 42,3,24,LaDainian Tomlinson left tackle for 3 yards (tackle by Keith Mitchell),1.320,1.030
4,6:18,3,5,SDG 45,3,24,Drew Brees pass incomplete intended for Fred McCrary,1.030,-0.390
4,6:13,4,5,SDG 45,3,24,"Darren Bennett punts 55 yards, returned by Jermaine Lewis for 48 yards (tackle by Ben Leber). Penalty on Ronney Jenkins: Unsportsmanlike Conduct (Declined)",-0.390,-2.130
4,5:53,1,10,HOU 48,3,24,James Allen right end for 1 yard (tackle by Junior Seau),2.130,1.720
4,5:14,2,9,HOU 49,3,24,David Carr pass complete to Jabar Gaffney for 25 yards (tackle by Rogers Beckett),1.720,3.840
4,4:36,1,10,SDG 26,3,24,David Carr pass incomplete intended for JaJuan Dawson is intercepted by Vernon Fox at SDG-6 and returned for 25 yards,3.840,-1.000
4,4:26,1,10,SDG 31,3,24,LaDainian Tomlinson middle for 2 yards (tackle by Eric Brown),1.000,0.730
4,3:42,2,8,SDG 33,3,24,Terrell Fletcher left guard for 3 yards (tackle by Eric Brown and Jamie Sharper),0.730,0.430
4,2:57,3,5,SDG 36,3,24,Terrell Fletcher right end for 4 yards (tackle by Jay Foreman),0.430,-0.720
4,2:41,3,5,SDG 36,,,Timeout #2 by Houston Texans,0.430,-0.720
4,2:41,4,1,SDG 40,3,24,"Darren Bennett punts 8 yards, out of bounds",-0.720,-2.390
4,2:35,1,10,SDG 48,3,24,David Carr for 16 yards (tackle by Tay Cody),2.390,3.450
4,2:27,1,10,SDG 32,3,24,David Carr pass complete to Avion Black for 7 yards (tackle by Alex Molden and Vernon Fox),3.450,3.850
4,2:01,2,3,SDG 25,3,24,David Carr pass incomplete intended for Jabar Gaffney,3.850,3.140
4,1:55,3,3,SDG 25,3,24,David Carr sacked by Carlos Polk for -7 yards,3.140,1.240
4,1:13,4,10,SDG 32,3,24,"David Carr pass complete to JaJuan Dawson for 14 yards (tackle by Rogers Beckett). JaJuan Dawson fumbles (forced by Rogers Beckett), ball out of bounds at SDG-18",1.240,4.370
4,1:13,1,10,SDG 18,3,24,David Carr pass incomplete,4.370,3.800
4,0:43,2,10,SDG 18,3,24,"Penalty on Chad Overhauser: False Start, 4 yards (no play)",3.800,3.290
4,0:43,2,14,SDG 22,3,24,David Carr pass incomplete intended for Corey Bradford (defended by Ryan McNeil),3.290,2.610
4,0:39,3,14,SDG 22,3,24,David Carr pass incomplete intended for Corey Bradford,2.610,1.990
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,0:33,4,14,SDG 22,3,24,"Penalty on Chad Overhauser: False Start, 5 yards (no play)",1.990,1.670
4,0:33,4,19,SDG 27,3,24,David Carr sacked by Ben Leber for -21 yards,1.670,-2.130
4,0:23,1,10,SDG 48,3,24,Drew Brees kneels for -1 yards,2.130,1.450
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
