Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
1,7:05,1,10,NYJ 48,3,0,Chad Pennington pass complete to Santana Moss for 16 yards (tackle by Nate Clements),2.130,3.180
1,6:27,1,10,BUF 36,3,0,Chad Pennington pass complete to Laveranues Coles for 4 yards (tackle by Nate Clements),3.180,3.180
1,5:50,2,6,BUF 32,3,0,Curtis Martin right end for 11 yards (tackle by Coy Wire),3.180,4.170
1,5:04,1,10,BUF 21,3,0,Curtis Martin left tackle for 11 yards (tackle by Coy Wire and Kendrick Office),4.170,4.910
1,4:26,1,10,BUF 10,3,0,Curtis Martin left tackle for 1 yard (tackle by Eddie Robinson and Pat Williams),4.910,4.380
1,3:45,2,9,BUF 9,3,0,Chad Pennington pass incomplete intended for Anthony Becht (defended by Keith Newman),4.380,3.360
1,3:39,3,9,BUF 9,3,0,Chad Pennington pass complete to LaMont Jordan for 4 yards (tackle by London Fletcher and Antoine Winfield),3.360,3.010
1,2:58,4,5,BUF 5,3,3,John Hall 23 yard field goal good,3.010,3.000
1,2:58,,,NYJ 30,3,3,"John Hall kicks off 70 yards, returned by Charlie Rogers for 20 yards (tackle by Jason Glenn)",0.000,0.280
1,2:48,1,10,BUF 20,3,3,Travis Henry left guard for 5 yards (tackle by Jon McGraw and Jason Ferguson),0.280,0.410
1,2:10,2,5,BUF 25,3,3,Drew Bledsoe pass complete to Travis Henry for 2 yards (tackle by Mo Lewis),0.410,-0.030
1,1:24,3,3,BUF 27,3,3,Drew Bledsoe pass complete to Peerless Price for 9 yards (tackle by Mo Lewis),-0.030,1.330
1,0:40,1,10,BUF 36,3,3,Drew Bledsoe pass incomplete intended for Jay Riemersma is intercepted by Sam Garnes at 50,1.330,-2.260
1,0:33,1,10,,3,3,Chad Pennington pass complete to Anthony Becht for 19 yards (tackle by Coy Wire),2.260,3.510
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BUF 31,3,3,Curtis Martin left end for 5 yards (tackle by Chris Watson),3.510,3.640
2,14:19,2,5,BUF 26,3,3,Chad Pennington pass incomplete intended for Santana Moss,3.640,2.940
2,14:13,3,5,BUF 26,3,3,Curtis Martin left guard for 11 yards (tackle by Eddie Robinson),2.940,4.580
2,13:31,1,10,BUF 15,3,3,Curtis Martin left guard for 5 yards (tackle by Nate Clements and London Fletcher),4.580,4.840
2,12:48,2,5,BUF 10,3,3,Curtis Martin middle for 1 yard (tackle by Nate Clements and Pierson Prioleau),4.840,4.220
2,12:05,3,4,BUF 9,3,3,Chad Pennington pass incomplete intended for Anthony Becht,4.220,2.900
2,12:05,4,4,BUF 9,3,3,"John Hall 27 yard field goal good. Penalty on Chris Watson: Roughing the Kicker, 5 yards (no play)",2.900,6.280
2,11:57,1,4,BUF 4,3,3,LaMont Jordan right tackle for 3 yards (tackle by Antoine Winfield and London Fletcher),6.280,5.910
2,11:16,2,1,BUF 1,3,9,"LaMont Jordan left guard for 1 yard, touchdown",5.910,7.000
2,11:16,,,BUF 1,3,10,John Hall kicks extra point good,0.000,0.000
2,11:16,,,NYJ 30,3,10,"John Hall kicks off 61 yards, returned by Charlie Rogers for 16 yards (tackle by Jason Glenn)",0.000,0.610
2,11:04,1,10,BUF 25,3,10,Travis Henry left tackle for no gain (tackle by John Abraham),0.610,0.060
2,10:28,2,10,BUF 25,3,10,Peerless Price right end for 1 yard (tackle by John Abraham),0.060,-0.490
2,9:49,3,9,BUF 26,3,10,Drew Bledsoe pass complete to Jay Riemersma for 11 yards (tackle by Ray Mickens and Sam Garnes),-0.490,1.400
2,9:11,1,10,BUF 37,3,10,Travis Henry right guard for 2 yards (tackle by Jason Ferguson and Josh Evans),1.400,1.130
2,8:33,2,8,BUF 39,3,10,Drew Bledsoe pass complete to Peerless Price for 9 yards (tackle by Sam Cowart),1.130,2.130
2,7:59,1,10,BUF 48,3,10,Travis Henry left tackle for 6 yards (tackle by Mo Lewis and Damien Robinson),2.130,2.390
2,7:18,2,4,NYJ 46,3,10,Travis Henry right tackle for 1 yard (tackle by James Reed),2.390,1.820
2,6:41,3,3,NYJ 45,3,10,Drew Bledsoe pass incomplete intended for Peerless Price is intercepted by Aaron Beasley at NYJ-37 and returned for 5 yards,1.820,-1.730
2,6:34,1,10,NYJ 42,3,10,Chad Pennington pass incomplete intended for LaMont Jordan,1.730,1.190
2,6:31,2,10,NYJ 42,3,10,Chad Pennington pass complete to Laveranues Coles for 8 yards (tackle by Nate Clements),1.190,1.550
2,5:50,3,2,,3,10,Curtis Martin right tackle for 4 yards (tackle by Antoine Winfield),1.550,2.520
2,5:11,1,10,BUF 46,3,10,Curtis Martin left tackle for 5 yards (tackle by Ron Edwards),2.520,2.650
2,4:35,2,5,BUF 41,3,10,Laveranues Coles right end for 4 yards (tackle by Nate Clements),2.650,2.480
2,3:47,3,1,BUF 37,3,10,Chad Pennington pass complete to Laveranues Coles for 28 yards (tackle by Chris Watson),2.480,5.140
2,2:59,3,1,BUF 37,,,Timeout #1 by New York Jets,2.480,5.140
2,2:59,1,9,BUF 9,3,16,"Curtis Martin right tackle for 9 yards, touchdown",5.140,7.000
2,2:59,,,BUF 9,3,17,John Hall kicks extra point good,0.000,0.000
2,2:59,,,NYJ 30,3,17,"John Hall kicks off 57 yards, returned by Charlie Rogers for 15 yards (tackle by Jerald Sowell)",0.000,0.810
2,2:48,1,10,BUF 28,3,17,Drew Bledsoe pass complete to Larry Centers for 7 yards (tackle by Aaron Beasley),0.810,1.210
2,2:20,2,3,BUF 35,3,17,"Drew Bledsoe pass incomplete intended for Larry Centers. Penalty on Josh Reed: Illegal Shift, 5 yards (no play)",1.210,0.530
2,2:14,2,8,BUF 30,3,17,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Donnie Abraham),0.530,-0.160
2,2:10,3,8,BUF 30,3,17,Drew Bledsoe pass incomplete intended for Jay Riemersma,-0.160,-1.370
2,2:03,4,8,BUF 30,3,17,"Brian Moorman punts 44 yards, returned by Santana Moss for 32 yards (tackle by Larry Centers). Penalty on Dominique Stevenson: Illegal Formation (Declined)",-1.370,-2.790
2,1:51,1,10,BUF 42,3,17,Chad Pennington pass incomplete,2.790,2.240
2,1:44,2,10,BUF 42,3,17,Curtis Martin right tackle for 6 yards (tackle by Pierson Prioleau),2.240,2.340
2,1:14,3,4,BUF 36,3,17,Chad Pennington pass complete to Laveranues Coles for 7 yards (tackle by Nate Clements),2.340,3.640
2,1:08,1,10,BUF 29,3,17,Curtis Martin left tackle for 4 yards (tackle by Coy Wire and London Fletcher),3.640,3.640
2,0:43,2,6,BUF 25,3,17,Chad Pennington pass incomplete intended for Curtis Martin,3.640,2.940
2,0:39,3,6,BUF 25,3,17,Chad Pennington sacked by Aaron Schobel for -8 yards,2.940,1.150
2,0:30,3,6,BUF 25,,,Timeout #1 by Buffalo Bills,2.940,1.150
2,0:30,4,14,BUF 33,3,17,"Matt Turk punts 33 yards, touchback",1.150,-0.280
2,0:20,1,10,BUF 20,3,17,Drew Bledsoe sacked by Josh Evans for -9 yards,0.280,-1.440
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 30,3,17,"Mike Hollis kicks off 64 yards, returned by Chad Morton for 29 yards (tackle by Dominique Stevenson)",0.000,1.270
3,14:54,1,10,NYJ 35,3,17,"Curtis Martin left guard for 17 yards (tackle by Eddie Robinson). Penalty on Eddie Robinson: Face Mask (15 Yards), 15 yards",1.270,3.380
3,14:27,1,10,BUF 33,3,17,Chad Pennington pass complete to Curtis Martin for 18 yards (tackle by Coy Wire and Eddie Robinson),3.380,4.580
3,13:40,1,10,BUF 15,3,17,Curtis Martin right guard for 4 yards (tackle by Pierson Prioleau),4.580,4.640
3,13:00,2,6,BUF 11,3,23,"Chad Pennington pass complete to Laveranues Coles for 11 yards, touchdown",4.640,7.000
3,13:00,,,BUF 11,3,24,John Hall kicks extra point good,0.000,0.000
3,13:00,,,NYJ 30,3,24,"John Hall kicks off 55 yards, returned by Charlie Rogers for 16 yards (tackle by Ray Mickens)",0.000,1.000
3,12:45,1,10,BUF 31,3,24,Drew Bledsoe pass complete to Travis Henry for 19 yards (tackle by Sam Cowart),1.000,2.260
3,12:11,1,10,,3,24,Travis Henry right end for 5 yards (tackle by Damien Robinson),2.260,2.390
3,11:32,2,5,NYJ 45,3,24,Drew Bledsoe pass complete to Jay Riemersma for 11 yards (tackle by Marvin Jones),2.390,3.310
3,10:53,1,10,NYJ 34,3,24,Drew Bledsoe pass incomplete intended for Peerless Price,3.310,2.770
3,10:45,2,10,NYJ 34,3,24,Travis Henry right guard for 3 yards (tackle by Jason Ferguson and Marvin Jones),2.770,2.480
3,10:09,3,7,NYJ 31,3,24,Drew Bledsoe pass complete to Peerless Price for 6 yards (tackle by Aaron Beasley),2.480,1.950
3,9:20,4,1,NYJ 25,3,24,Drew Bledsoe pass complete to Eric Moulds for 18 yards (tackle by Jon McGraw),1.950,5.600
3,8:39,1,7,NYJ 7,3,24,Travis Henry left tackle for 6 yards (tackle by Aaron Beasley and Marvin Jones),5.600,5.910
3,7:58,2,1,NYJ 1,9,24,"Travis Henry left guard for 1 yard, touchdown",5.910,7.000
3,7:58,,,NYJ 1,10,24,Mike Hollis kicks extra point good,0.000,0.000
3,7:58,,,BUF 30,10,24,"Mike Hollis kicks off 68 yards, returned by Chad Morton for 42 yards (tackle by Jason Bostic)",0.000,1.860
3,7:43,1,10,NYJ 44,10,24,Chad Pennington pass complete to Richie Anderson for no gain,1.860,1.320
3,6:59,2,10,NYJ 44,10,24,Chad Pennington pass incomplete intended for Laveranues Coles (defended by Nate Clements),1.320,0.630
3,6:52,2,10,NYJ 44,,,Timeout #1 by New York Jets,1.320,0.630
3,6:52,3,10,NYJ 44,10,24,Chad Pennington for 3 yards,0.630,-0.260
3,6:29,4,7,NYJ 47,10,24,"Matt Turk punts 42 yards, fair catch by Charlie Rogers",-0.260,0.370
3,6:20,1,10,BUF 11,10,24,Travis Henry left end for 11 yards (tackle by Aaron Beasley and Marvin Jones),-0.370,0.410
3,5:29,1,10,BUF 22,10,24,Drew Bledsoe pass complete to Dave Moore for 12 yards (tackle by Donnie Abraham),0.410,1.200
3,4:47,1,10,BUF 34,10,24,Drew Bledsoe pass complete to Eric Moulds for 6 yards (tackle by Donnie Abraham),1.200,1.470
3,4:25,2,4,BUF 40,10,24,Travis Henry left end for 5 yards (tackle by Mo Lewis and Damien Robinson),1.470,1.930
3,3:43,1,10,BUF 45,10,24,Travis Henry left end for 20 yards (tackle by Sam Garnes),1.930,3.250
3,3:06,1,10,NYJ 35,10,24,Drew Bledsoe pass complete to Phillip Crosby for 11 yards (tackle by Aaron Beasley and Damien Robinson),3.250,3.970
3,2:30,1,10,NYJ 24,10,24,Drew Bledsoe pass incomplete intended for Peerless Price (defended by Donnie Abraham),3.970,3.430
3,2:26,2,10,NYJ 24,10,24,Travis Henry right end for 2 yards (tackle by Jason Ferguson),3.430,3.010
3,1:48,3,8,NYJ 22,10,24,Drew Bledsoe pass incomplete intended for Josh Reed (defended by Donnie Abraham),3.010,1.990
3,1:48,4,8,NYJ 22,13,24,Mike Hollis 40 yard field goal good,1.990,3.000
3,1:48,,,BUF 30,13,24,"Mike Hollis kicks off 70 yards, returned by Chad Morton for 35 yards (tackle by Dominique Stevenson)",0.000,1.270
3,1:28,1,10,NYJ 35,13,24,Curtis Martin left end for no gain (tackle by Charlie Rogers),1.270,0.720
3,0:51,2,10,NYJ 35,13,24,Curtis Martin left end for 2 yards (tackle by London Fletcher and Nate Clements),0.720,0.300
3,0:09,3,8,NYJ 37,13,24,Chad Pennington pass complete to Wayne Chrebet for 15 yards,0.300,2.390
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 48,13,24,LaMont Jordan left end for no gain (tackle by Nate Clements),2.390,1.850
4,14:18,2,10,BUF 48,13,24,Chad Pennington pass complete to Santana Moss for 22 yards (tackle by London Fletcher),1.850,3.840
4,13:32,1,10,BUF 26,13,24,Curtis Martin left guard for 3 yards (tackle by Ron Edwards and Chidi Ahanotu),3.840,3.700
4,12:50,2,7,BUF 23,13,24,Chad Pennington pass complete to Laveranues Coles for 15 yards (tackle by Chris Watson),3.700,5.370
4,12:04,1,8,BUF 8,13,24,Chad Pennington pass complete to Anthony Becht for 6 yards (tackle by Keith Newman and Nate Clements),5.370,5.720
4,11:18,2,2,BUF 2,13,24,LaMont Jordan right guard for no gain (tackle by Ron Edwards and DaShon Polk),5.720,4.950
4,10:36,3,2,BUF 2,13,24,LaMont Jordan left guard for 1 yard (tackle by DaShon Polk and London Fletcher),4.950,3.550
4,9:52,4,1,BUF 1,13,30,"Chad Pennington left end for 1 yard, touchdown",3.550,7.000
4,9:52,,,BUF 1,13,31,John Hall kicks extra point good,0.000,0.000
4,9:52,,,NYJ 30,13,31,"John Hall kicks off 51 yards, returned by Phillip Crosby for 16 yards (tackle by Jon McGraw)",0.000,1.270
4,9:36,1,10,BUF 35,13,31,Drew Bledsoe pass complete to Travis Henry for 8 yards (tackle by Mo Lewis and Sam Cowart),1.270,1.800
4,9:04,2,2,BUF 43,13,31,Drew Bledsoe pass incomplete intended for Jay Riemersma,1.800,1.090
4,9:02,3,2,BUF 43,13,31,Drew Bledsoe pass complete to Larry Centers for 5 yards (tackle by James Darling),1.090,2.130
4,8:33,1,10,BUF 48,13,31,Travis Henry left tackle for 4 yards (tackle by Aaron Beasley),2.130,2.120
4,8:07,2,6,NYJ 48,13,31,"Drew Bledsoe sacked by Mo Lewis and Sam Garnes for -7 yards. Drew Bledsoe fumbles (forced by Mo Lewis), recovered by Josh Evans at BUF-47",2.120,-2.460
4,8:02,1,10,BUF 47,13,31,Chad Pennington pass incomplete intended for Laveranues Coles (defended by Aaron Schobel),2.460,1.910
4,7:58,2,10,BUF 47,13,31,Curtis Martin left tackle for 5 yards (tackle by Pat Williams),1.910,1.880
4,7:17,3,5,BUF 42,13,31,"Curtis Martin left tackle for no gain (tackle by Aaron Schobel and Chidi Ahanotu). Penalty on Kendrick Office: Defensive Offside, 4 yards (no play)",1.880,2.410
4,6:58,3,1,BUF 38,13,31,LaMont Jordan right tackle for 9 yards (tackle by London Fletcher),2.410,3.640
4,6:16,1,10,BUF 29,13,31,Curtis Martin left guard for 5 yards (tackle by Pierson Prioleau),3.640,3.780
4,6:06,1,10,BUF 29,,,Timeout #1 by Buffalo Bills,3.640,3.780
4,6:06,2,5,BUF 24,13,31,LaMont Jordan right guard for -3 yards (tackle by Ron Edwards),3.780,2.680
4,6:01,2,5,BUF 24,,,Timeout #2 by Buffalo Bills,3.780,2.680
4,6:01,3,8,BUF 27,13,31,Chad Pennington pass incomplete intended for Santana Moss (defended by Chris Watson),2.680,1.670
4,5:54,4,8,BUF 27,13,31,John Hall 45 yard field goal no good,1.670,-1.330
4,5:49,1,10,BUF 36,13,31,Drew Bledsoe pass incomplete intended for Jay Riemersma,1.330,0.790
4,5:42,2,10,BUF 36,13,31,Drew Bledsoe pass complete to Peerless Price for 9 yards (tackle by Ray Mickens and Aaron Beasley),0.790,1.290
4,5:11,3,1,BUF 45,13,31,Larry Centers left guard for -1 yards (tackle by Mo Lewis and John Abraham),1.290,-0.460
4,4:48,4,2,BUF 44,13,31,Drew Bledsoe pass incomplete intended for Peerless Price (defended by Mo Lewis),-0.460,-2.650
4,4:44,1,10,BUF 44,13,31,Chad Pennington pass complete to Laveranues Coles for 5 yards (tackle by London Fletcher),2.650,2.780
4,3:59,2,5,BUF 39,13,31,LaMont Jordan left tackle for 2 yards (tackle by Eddie Robinson),2.780,2.350
4,3:18,3,3,BUF 37,13,31,LaMont Jordan left tackle for 10 yards (tackle by Jason Bostic and Pierson Prioleau),2.350,3.780
4,2:34,1,10,BUF 27,13,31,LaMont Jordan left guard for no gain (tackle by Ron Edwards),3.780,3.230
4,2:00,2,10,BUF 27,13,31,LaMont Jordan right tackle for 1 yard (tackle by Pat Williams and DaShon Polk),3.230,2.680
4,1:54,2,10,BUF 27,,,Timeout #3 by Buffalo Bills,3.230,2.680
4,1:54,3,9,BUF 26,13,31,LaMont Jordan right tackle for 1 yard (tackle by Chidi Ahanotu and Pat Williams),2.680,1.800
4,1:54,4,8,BUF 25,13,31,"Penalty on Chad Pennington: Delay of Game, 5 yards (no play)",1.800,1.410
4,1:05,4,13,BUF 30,13,31,LaMont Jordan for 2 yards (tackle by Keith Newman and DaShon Polk),1.410,-0.870
4,0:58,1,10,BUF 29,13,31,Alex Van Pelt pass complete to Larry Centers for 1 yard (tackle by Mo Lewis),0.870,0.460
4,0:37,2,9,BUF 30,13,31,"Penalty on Mike Williams: False Start, 5 yards (no play)",0.460,-0.210
4,0:25,2,14,BUF 25,13,31,Alex Van Pelt pass complete to Peerless Price for 4 yards (tackle by John Abraham),-0.210,-0.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
