Quarter,Time,Down,ToGo,Location,LAC,NOR,Detail,EPB,EPA
2,6:04,3,4,NOR 22,13,3,Drew Brees pass deep right intended for Bennie Fowler is intercepted by Nasir Adderley at NO-40 and returned for 39 yards,-0.570,-6.970
2,5:48,1,1,NOR 1,13,3,Justin Herbert sacked by Sheldon Rankins for -8 yards,6.970,4.380
2,5:12,2,9,NOR 9,13,3,Joshua Kelley right end for 6 yards (tackle by Demario Davis and Malcolm Jenkins),4.380,4.720
2,4:30,3,3,NOR 3,19,3,"Justin Herbert pass complete short right to Hunter Henry for 3 yards, touchdown",4.720,7.000
2,4:25,,,NOR 15,20,3,Michael Badgley kicks extra point good,0.000,0.000
2,4:25,,,LAC 35,20,3,"Ty Long kicks off 65 yards, touchback.",0.000,0.610
2,4:25,1,10,NOR 25,20,3,Alvin Kamara right guard for 5 yards (tackle by Isaac Rochell),0.610,0.740
2,3:51,2,5,NOR 30,20,3,Drew Brees pass complete short middle to Bennie Fowler for 7 yards (tackle by Kenneth Murray),0.740,1.400
2,3:13,1,10,NOR 37,20,3,Drew Brees pass incomplete short left,1.400,0.860
2,3:10,2,10,NOR 37,20,3,Drew Brees pass complete short left to Bennie Fowler for 4 yards (tackle by Desmond King),0.860,0.700
2,2:46,3,6,NOR 41,20,3,Drew Brees pass incomplete short right intended for Alvin Kamara,0.700,-0.650
2,2:42,4,6,NOR 41,20,3,"Thomas Morstead punts 50 yards, returned by K.J. Hill for 9 yards (tackle by Bennie Fowler)",-0.650,-0.040
2,2:30,1,10,LAC 18,20,3,Justin Jackson left guard for -2 yards (tackle by Cameron Jordan),0.040,-0.800
2,2:25,,,,,,Timeout #1 by New Orleans Saints,,
2,2:25,2,12,LAC 16,20,3,Justin Jackson left tackle for no gain (tackle by Malcom Brown),-0.800,-1.500
2,2:21,,,,,,Timeout #2 by New Orleans Saints,,
2,2:21,3,12,LAC 16,20,3,Justin Herbert pass incomplete deep left intended for Jalen Guyton,-1.500,-2.390
2,2:11,4,12,LAC 16,20,3,"Ty Long punts 49 yards, returned by Marquez Callaway for 14 yards (tackle by Nick Vigil)",-2.390,-2.190
2,1:59,1,10,NOR 49,20,3,Drew Brees pass incomplete short middle intended for Bennie Fowler (defended by Kenneth Murray),2.190,1.650
2,1:56,2,10,NOR 49,20,3,Drew Brees pass complete short middle to Alvin Kamara for 14 yards (tackle by Rayshawn Jenkins),1.650,3.120
2,1:31,1,10,LAC 37,20,3,Drew Brees pass complete short middle to Marquez Callaway for 14 yards (tackle by Desmond King and Kyzir White),3.120,4.040
2,1:08,1,10,LAC 23,20,3,Drew Brees pass complete short right to Emmanuel Sanders for 6 yards (tackle by Kyzir White),4.040,4.380
2,0:45,2,4,LAC 17,20,3,Drew Brees pass complete short middle to Emmanuel Sanders for 11 yards (tackle by Rayshawn Jenkins),4.380,5.830
2,0:21,1,6,LAC 6,20,3,Drew Brees pass complete short right to Emmanuel Sanders for 5 yards (tackle by Kyzir White),5.830,5.910
2,0:19,,,,,,Timeout #3 by New Orleans Saints,,
2,0:19,2,1,LAC 1,20,3,Drew Brees pass incomplete short right intended for Taysom Hill,5.910,5.170
2,0:16,3,1,LAC 1,20,9,"Drew Brees up the middle for 1 yard, touchdown",5.170,7.000
2,0:14,,,LAC 15,20,10,Wil Lutz kicks extra point good,0.000,0.000
2,0:14,,,NOR 35,20,10,"Wil Lutz kicks off 69 yards, returned by Tyron Johnson for 21 yards (tackle by Kaden Elliss)",0.000,-0.060
2,0:10,1,10,LAC 17,20,10,Justin Herbert kneels for -1 yards,-0.060,-0.730
Quarter,Time,Down,ToGo,Location,LAC,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,20,10,"Ty Long kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NOR 25,20,10,Latavius Murray left guard for 5 yards (tackle by Kyzir White and Isaac Rochell),0.610,0.740
3,14:28,2,5,NOR 30,20,10,Alvin Kamara left guard for 2 yards (tackle by Rayshawn Jenkins and Uchenna Nwosu),0.740,0.300
3,13:51,3,3,NOR 32,20,10,Drew Brees pass complete short left to Tre'Quan Smith for 4 yards (tackle by Rayshawn Jenkins),0.300,1.330
3,13:17,1,10,NOR 36,20,10,Alvin Kamara left tackle for 3 yards (tackle by Isaac Rochell),1.330,1.200
3,12:41,2,7,NOR 39,20,10,Drew Brees sacked by Uchenna Nwosu for -7 yards,1.200,-0.430
3,11:59,3,14,NOR 32,20,10,Drew Brees pass complete short left to Alvin Kamara for 9 yards (tackle by Desmond King and Nasir Adderley),-0.430,-0.650
3,11:21,4,5,NOR 41,20,10,"Thomas Morstead punts 48 yards, fair catch by K.J. Hill at LAC-11",-0.650,0.370
3,11:14,1,10,LAC 11,20,10,Justin Jackson left end for 3 yards (tackle by Marcus Williams),-0.370,-0.530
3,10:39,2,7,LAC 14,20,10,Joshua Kelley right end for 1 yard (tackle by Zack Baun),-0.530,-0.950
3,9:58,3,6,LAC 15,20,10,Justin Herbert pass complete short left to Hunter Henry for 6 yards (tackle by Demario Davis),-0.950,0.340
3,9:24,1,10,LAC 21,20,10,Joshua Kelley left end for 2 yards (tackle by David Onyemata and Demario Davis),0.340,0.070
3,8:46,2,8,LAC 23,20,10,Justin Herbert pass incomplete short left,0.070,-0.630
3,8:36,3,8,LAC 23,20,10,Justin Herbert pass incomplete deep left intended for Mike Williams,-0.630,-1.830
3,8:30,4,8,LAC 23,20,10,"Ty Long punts 48 yards, returned by Marquez Callaway for 6 yards (tackle by Uchenna Nwosu). Penalty on J.T. Gray: Offensive Holding, 10 yards",-1.830,-0.610
3,8:17,1,10,NOR 25,20,10,Drew Brees pass complete deep middle to Emmanuel Sanders for 19 yards (tackle by Kyzir White),0.610,1.860
3,7:41,1,10,NOR 44,20,10,Latavius Murray left guard for 3 yards (tackle by Michael Davis),1.860,1.720
3,7:02,2,7,NOR 47,20,10,Drew Brees pass complete short right to Emmanuel Sanders for 12 yards (tackle by Kyzir White and Kenneth Murray),1.720,2.850
3,6:31,1,10,LAC 41,20,10,Drew Brees pass incomplete short left intended for Bennie Fowler,2.850,2.310
3,6:27,2,10,LAC 41,20,10,Alvin Kamara right guard for no gain (tackle by Linval Joseph),2.310,1.620
3,5:45,3,10,LAC 41,20,10,Drew Brees pass complete short left to Alvin Kamara for 6 yards (tackle by Rayshawn Jenkins),1.620,0.980
3,4:57,,,,,,Timeout #1 by New Orleans Saints,,
3,4:57,4,4,LAC 35,20,13,Wil Lutz 53 yard field goal good,0.980,3.000
3,4:52,,,NOR 35,20,13,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,4:52,1,10,LAC 25,20,13,Justin Herbert right tackle for 4 yards (tackle by Shy Tuttle),0.610,0.600
3,4:21,2,6,LAC 29,20,13,Justin Jackson left tackle for 13 yards (tackle by Malcolm Jenkins),0.600,1.730
3,3:47,1,10,LAC 42,20,13,Joshua Kelley right tackle for 2 yards (tackle by Patrick Robinson and Cameron Jordan),1.730,1.460
3,3:15,2,8,LAC 44,20,13,Justin Herbert pass complete short right to Mike Williams for 7 yards (tackle by Patrick Robinson),1.460,1.690
3,2:34,3,1,NOR 49,20,13,Justin Jackson right guard for 2 yards (tackle by Demario Davis and Sheldon Rankins),1.690,2.460
3,2:04,1,10,NOR 47,20,13,"Justin Herbert aborted snap, recovered by Justin Herbert at NO-48 and returned for -1 yards",2.460,1.780
3,1:42,2,11,NOR 48,20,13,Justin Herbert pass incomplete short right intended for Justin Jackson,1.780,1.090
3,1:35,3,11,NOR 48,20,13,Justin Herbert pass incomplete deep left intended for Mike Williams,1.090,0.070
3,1:30,4,11,NOR 48,20,13,"Ty Long punts 37 yards, fair catch by Marquez Callaway at NO-11",0.070,0.370
3,1:23,1,10,NOR 11,20,13,Latavius Murray right tackle for 7 yards (tackle by Kyzir White),-0.370,0.000
3,0:47,2,3,NOR 18,20,13,Drew Brees pass complete short left to Alvin Kamara for 4 yards (tackle by Kyzir White and Michael Davis),0.000,0.410
3,0:06,1,10,NOR 22,20,13,Drew Brees pass complete short middle to Emmanuel Sanders for 15 yards (tackle by Nasir Adderley),0.410,1.400
Quarter,Time,Down,ToGo,Location,LAC,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 37,20,13,Drew Brees pass complete short right to Emmanuel Sanders for 9 yards (tackle by Desmond King),1.400,2.070
4,14:27,2,1,NOR 46,20,13,Michael Burton right guard for 2 yards (tackle by Uchenna Nwosu),2.070,2.130
4,13:50,1,10,NOR 48,20,13,"Drew Brees pass incomplete short left. Penalty on Andrus Peat: Offensive Holding, 10 yards (no play)",2.130,1.470
4,13:44,1,20,NOR 38,20,13,Drew Brees pass complete short left to Emmanuel Sanders for 15 yards (tackle by Michael Davis),1.470,2.260
4,13:18,2,5,LAC 47,20,13,Alvin Kamara right end for 10 yards (tackle by Casey Hayward),2.260,3.120
4,12:55,1,10,LAC 37,20,13,Drew Brees sacked by Joey Bosa for -5 yards,3.120,1.900
4,12:13,2,15,LAC 42,20,13,Alvin Kamara left end for 1 yard (tackle by Emeke Egbule and Rayshawn Jenkins),1.900,1.360
4,11:29,3,14,LAC 41,20,19,"Drew Brees pass complete deep left to Jared Cook for 41 yards, touchdown",1.360,7.000
4,11:21,,,LAC 15,20,20,Wil Lutz kicks extra point good,0.000,0.000
4,11:21,,,NOR 35,20,20,"Wil Lutz kicks off 71 yards, returned by Tyron Johnson for 23 yards (tackle by D.J. Swearinger)",0.000,-0.060
4,11:17,1,10,LAC 17,20,20,Justin Herbert pass incomplete deep right intended for Mike Williams (defended by Malcolm Jenkins),-0.060,-0.580
4,11:09,2,10,LAC 17,20,20,Justin Herbert pass complete short right to K.J. Hill for 8 yards,-0.580,-0.240
4,10:36,3,2,LAC 25,20,20,Justin Herbert pass complete short right to Hunter Henry for 6 yards (tackle by Patrick Robinson),-0.240,1.000
4,10:09,1,10,LAC 31,20,20,Justin Herbert pass incomplete short right intended for Hunter Henry,1.000,0.460
4,10:02,2,10,LAC 31,20,20,Justin Jackson right guard for 9 yards (tackle by Sheldon Rankins),0.460,0.960
4,9:18,3,1,LAC 40,20,20,Justin Jackson right guard for 2 yards (tackle by Demario Davis and Shy Tuttle),0.960,1.730
4,8:45,1,10,LAC 42,20,20,Joshua Kelley right end for -5 yards (tackle by David Onyemata),1.730,0.510
4,8:10,2,15,LAC 37,20,20,Joshua Kelley up the middle for 5 yards (tackle by Malcom Brown and Alex Anzalone),0.510,0.500
4,7:28,3,10,LAC 42,20,20,Justin Herbert pass incomplete short right intended for Hunter Henry,0.500,-0.590
4,7:24,4,10,LAC 42,20,20,"Ty Long punts 41 yards, returned by Marquez Callaway for 6 yards (tackle by Brandon Facyson and Justin Jackson)",-0.590,-0.480
4,7:12,1,10,NOR 23,20,20,Alvin Kamara left guard for 2 yards (tackle by Isaac Rochell and Jerry Tillery),0.480,0.200
4,6:31,2,8,NOR 25,20,20,Drew Brees pass incomplete short left intended for Bennie Fowler,0.200,-0.490
4,6:26,3,8,NOR 25,20,20,Drew Brees pass complete short right to Marquez Callaway for 3 yards (tackle by Michael Davis),-0.490,-1.500
4,5:49,4,5,NOR 28,20,20,"Thomas Morstead punts 50 yards, fair catch by K.J. Hill at LAC-22",-1.500,-0.410
4,5:42,1,10,LAC 22,20,20,Justin Herbert pass complete short left to Virgil Green for 14 yards (tackle by Marshon Lattimore and Alex Anzalone),0.410,1.330
4,5:02,1,10,LAC 36,20,20,Justin Jackson left guard for -1 yards (tackle by Cameron Jordan and Sheldon Rankins),1.330,0.660
4,4:30,2,11,LAC 35,20,20,Justin Jackson right tackle for 1 yard (tackle by Cameron Jordan),0.660,0.100
4,3:50,3,10,LAC 36,26,20,"Justin Herbert pass complete deep right to Mike Williams for 64 yards, touchdown",0.100,7.000
4,3:40,,,NOR 15,27,20,Michael Badgley kicks extra point good,0.000,0.000
4,3:40,,,LAC 35,27,20,"Ty Long kicks off 66 yards, returned by Marquez Callaway for 28 yards (tackle by Emeke Egbule)",0.000,0.740
4,3:34,1,10,NOR 27,27,20,Drew Brees pass complete short right to Emmanuel Sanders for 2 yards (tackle by Kenneth Murray),0.740,0.470
4,2:51,2,8,NOR 29,27,20,Drew Brees pass complete short middle to Alvin Kamara for 9 yards (tackle by Kyzir White),0.470,1.470
4,2:21,1,10,NOR 38,27,20,"Drew Brees pass complete short right to Emmanuel Sanders for 9 yards (tackle by Brandon Facyson). Emmanuel Sanders fumbles, ball out of bounds at NO-47 (forced by Brandon Facyson)",1.470,2.140
4,2:01,2,1,NOR 47,27,20,Alvin Kamara right end for 10 yards (tackle by Nasir Adderley),2.140,2.720
4,1:53,1,10,LAC 43,27,20,Drew Brees pass complete deep right to Alvin Kamara for 28 yards (tackle by Rayshawn Jenkins),2.720,4.580
4,1:46,1,10,LAC 15,27,20,Drew Brees pass incomplete short middle intended for Jared Cook,4.580,3.950
4,1:42,2,10,LAC 15,27,20,Drew Brees pass complete short right to Marquez Callaway for 6 yards (tackle by Brandon Facyson and Denzel Perryman),3.950,4.220
4,0:58,3,4,LAC 9,27,26,"Taysom Hill right end for 9 yards, touchdown",4.220,7.000
4,0:52,,,LAC 15,27,27,Wil Lutz kicks extra point good,0.000,0.000
4,0:52,,,NOR 35,27,27,"Wil Lutz kicks off 56 yards, returned by Tyron Johnson for 11 yards (tackle by Dwayne Washington)",0.000,0.280
4,0:47,1,10,LAC 20,27,27,Justin Jackson left tackle for 3 yards (tackle by Malcolm Jenkins),0.280,0.140
4,0:41,,,,,,Timeout #1 by Los Angeles Chargers,,
4,0:41,2,7,LAC 23,27,27,Justin Herbert pass complete short middle to Justin Jackson for 7 yards (tackle by Malcolm Jenkins and Alex Anzalone),0.140,0.940
4,0:25,1,10,LAC 30,27,27,Justin Herbert pass complete short middle to Justin Jackson for 8 yards (tackle by Chauncey Gardner-Johnson),0.940,1.470
4,0:19,,,,,,Timeout #2 by Los Angeles Chargers,,
4,0:19,2,2,LAC 38,27,27,Justin Herbert pass complete short left to Justin Jackson for 1 yard (tackle by Malcolm Jenkins),1.470,0.890
4,0:15,3,1,LAC 39,27,27,Justin Herbert pass complete deep left to Mike Williams for 29 yards (tackle by P.J. Williams),0.890,3.450
4,0:08,,,,,,Timeout #3 by Los Angeles Chargers,,
4,0:08,1,10,NOR 32,27,27,Justin Herbert pass incomplete short left,3.450,2.900
4,0:05,,,,,,Timeout #2 by New Orleans Saints,,
4,0:05,2,10,NOR 32,27,27,Michael Badgley 50 yard field goal no good,2.900,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,LAC,NOR,Detail,EPB,EPA
,,,,,,,"Saints won the coin toss, Saints to receive the overtime kickoff.",,
OT,10:00,,,LAC 35,27,27,"Ty Long kicks off 62 yards, returned by Alvin Kamara for 31 yards (tackle by Malik Jefferson and Nick Vigil)",0.000,1.200
OT,9:53,1,10,NOR 34,27,27,Drew Brees pass complete short right to Marquez Callaway for 11 yards (tackle by Brandon Facyson),1.200,1.930
OT,9:21,1,10,NOR 45,27,27,Latavius Murray right tackle for 4 yards (tackle by Brandon Facyson),1.930,1.920
OT,8:43,2,6,NOR 49,27,27,Drew Brees pass complete short right to Jared Cook for 11 yards (tackle by Brandon Facyson),1.920,2.920
OT,8:02,1,10,LAC 40,27,27,Drew Brees pass complete short right to Emmanuel Sanders for 5 yards (tackle by Kyzir White),2.920,3.050
OT,7:19,2,5,LAC 35,27,27,Drew Brees pass complete short middle to Latavius Murray for 13 yards (tackle by Nasir Adderley),3.050,4.110
OT,6:29,1,10,LAC 22,27,27,Drew Brees pass complete short right to Josh Hill for 1 yard (tackle by Rayshawn Jenkins),4.110,3.700
OT,5:59,2,9,LAC 21,27,27,Taysom Hill right end for 3 yards (tackle by Desmond King),3.700,3.400
OT,5:18,,,,,,Timeout #1 by New Orleans Saints,,
OT,5:18,3,6,LAC 18,27,27,Drew Brees pass incomplete short right intended for Emmanuel Sanders,3.400,2.270
OT,5:11,4,6,LAC 18,27,30,Wil Lutz 36 yard field goal good,2.270,3.000
OT,5:08,,,NOR 35,27,30,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
OT,5:08,1,10,LAC 25,27,30,"Justin Herbert pass incomplete short middle intended for K.J. Hill (defended by Marshon Lattimore). Penalty on Malcom Brown: Roughing the Passer, 15 yards (no play)",0.610,1.600
OT,5:04,1,10,LAC 40,27,30,Justin Jackson right end for 4 yards (tackle by David Onyemata and Malcom Brown),1.600,1.590
OT,4:32,2,6,LAC 44,27,30,Justin Herbert pass incomplete short middle intended for Hunter Henry (defended by Marcus Williams),1.590,0.890
OT,4:27,3,6,LAC 44,27,30,Justin Herbert pass incomplete short middle intended for K.J. Hill,0.890,-0.460
OT,4:23,4,6,LAC 44,27,30,Justin Herbert pass complete short left to Mike Williams for 5 yards (tackle by Marshon Lattimore),-0.460,0.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
