Quarter,Time,Down,ToGo,Location,CAR,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,13,GNB 32,10,7,Joey Slye 50 yard field goal good,1.240,3.000
2,14:55,,,CAR 35,10,7,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,14:55,1,10,GNB 25,10,7,Aaron Rodgers pass incomplete short left intended for Jamaal Williams,0.610,0.060
2,14:49,2,10,GNB 25,10,7,Jamaal Williams right guard for 8 yards (tackle by Colin Jones),0.060,0.430
2,14:04,3,2,GNB 33,10,7,"Aaron Rodgers pass complete short right to Allen Lazard for 5 yards (tackle by Ross Cockrell). Penalty on Allen Lazard: Offensive Pass Interference, 10 yards (no play)",0.430,-0.890
2,13:34,3,12,GNB 23,10,7,Aaron Rodgers pass incomplete deep middle intended for Marquez Valdes-Scantling (defended by Tre Boston),-0.890,-1.830
2,13:28,4,12,GNB 23,10,7,JK Scott punts 32 yards out of bounds,-1.830,-1.930
2,13:21,1,10,CAR 45,10,7,Kyle Allen pass complete short left to D.J. Moore for 9 yards (tackle by Kevin King),1.930,2.600
2,12:46,2,1,GNB 46,10,7,"Kyle Allen aborted snap, recovered by Montravius Adams at GB-48 (tackle by Kyle Allen)",2.600,-2.130
2,12:40,1,10,GNB 48,10,7,Aaron Jones up the middle for 5 yards (tackle by Eric Reid),2.130,2.260
2,12:05,2,5,CAR 47,10,7,Aaron Rodgers pass complete deep right to Davante Adams for 37 yards (tackle by Ross Cockrell),2.260,4.910
2,11:20,1,10,CAR 10,10,7,Aaron Rodgers pass complete short left to Allen Lazard for 2 yards (tackle by Donte Jackson),4.910,4.570
2,10:35,2,8,CAR 8,10,7,Aaron Rodgers right end for 7 yards (tackle by Eric Reid). Penalty on Donte Jackson: Defensive Holding,4.570,6.970
2,10:11,1,1,CAR 1,10,7,Aaron Jones right guard for no gain (tackle by Tre Boston),6.970,5.910
2,9:29,2,1,CAR 1,10,13,"Aaron Jones right guard for 1 yard, touchdown",5.910,7.000
2,9:20,,,CAR 15,10,14,Mason Crosby kicks extra point good,0.000,0.000
2,9:20,,,GNB 35,10,14,"Mason Crosby kicks off 58 yards, returned by DeAndrew White for 21 yards (tackle by Tremon Smith)",0.000,0.810
2,9:16,1,10,CAR 28,10,14,Christian McCaffrey right tackle for 5 yards (tackle by Kingsley Keke and B.J. Goodson),0.810,0.940
2,8:39,2,5,CAR 33,10,14,Kyle Allen pass complete short right to Christian McCaffrey for 5 yards (tackle by Preston Smith),0.940,1.470
2,7:57,1,10,CAR 38,10,14,Kyle Allen pass complete short middle to Greg Olsen for 18 yards (tackle by Kevin King),1.470,2.650
2,7:21,1,10,GNB 44,10,14,Kyle Allen pass complete short left to D.J. Moore for -1 yards (tackle by Kevin King),2.650,1.980
2,6:42,2,11,GNB 45,10,14,Kyle Allen right end for 4 yards (tackle by Darnell Savage),1.980,1.820
2,6:00,3,7,GNB 41,10,14,Kyle Allen sacked by Preston Smith for -7 yards,1.820,0.070
2,5:15,4,14,GNB 48,10,14,"Michael Palardy punts 48 yards, touchback.. Penalty on Za'Darius Smith: Offensive Holding, 10 yards",0.070,0.380
2,5:07,1,10,GNB 10,10,14,Jamaal Williams right end for -3 yards (tackle by Ross Cockrell and Gerald McCoy),-0.380,-1.000
2,4:23,2,13,GNB 7,10,14,Aaron Rodgers pass incomplete short middle,-1.000,-1.770
2,4:21,,,,,,Timeout #1 by Green Bay Packers,,
2,4:21,3,13,GNB 7,10,14,"Aaron Rodgers pass incomplete short right. Penalty on Gerald McCoy: Roughing the Passer, 15 yards (no play)",-1.770,0.410
2,4:17,1,10,GNB 22,10,14,Jamaal Williams up the middle for 5 yards (tackle by Shaq Thompson and Luke Kuechly),0.410,0.540
2,3:39,2,5,GNB 27,10,14,Aaron Rodgers pass complete short left to Geronimo Allison for -1 yards (tackle by Shaq Thompson),0.540,-0.290
2,2:53,3,6,GNB 26,10,14,Aaron Rodgers pass complete deep middle to Jimmy Graham for 48 yards (tackle by Eric Reid),-0.290,3.840
2,2:01,1,10,CAR 26,10,14,Jamaal Williams right end for 8 yards (tackle by Ross Cockrell and Javien Elliott),3.840,4.450
2,1:55,2,2,CAR 18,10,14,Jamaal Williams left guard for 1 yard (tackle by Vernon Butler),4.450,3.950
2,1:10,3,1,CAR 17,10,14,Jamaal Williams up the middle for 2 yards (tackle by Efe Obada),3.950,4.580
2,0:39,1,10,CAR 15,10,14,Aaron Rodgers pass complete short left to Davante Adams for 9 yards (tackle by Javien Elliott),4.580,5.600
2,0:34,2,1,CAR 6,10,14,Jamaal Williams left end for 4 yards (tackle by Luke Kuechly),5.600,6.740
2,0:19,,,,,,Timeout #2 by Green Bay Packers,,
2,0:19,1,2,CAR 2,10,14,"Penalty on Jamaal Williams: False Start, 5 yards (no play)",6.740,5.600
2,0:19,1,7,CAR 7,10,14,Aaron Rodgers pass incomplete short left intended for Allen Lazard,5.600,4.760
2,0:15,2,7,CAR 7,10,14,Aaron Rodgers pass incomplete short left intended for Jimmy Graham (defended by Donte Jackson),4.760,3.810
2,0:08,3,7,CAR 7,10,14,"Aaron Rodgers pass incomplete short left intended for Allen Lazard. Penalty on Wes Horton: Illegal Use of Hands (Declined) . Penalty on Donte Jackson: Defensive Pass Interference, 6 yards (no play)",3.810,6.970
2,0:02,,,,,,Timeout #3 by Green Bay Packers,,
2,0:02,,,,,,Timeout #1 by Carolina Panthers,,
2,0:02,1,1,CAR 1,10,14,Jamaal Williams up the middle for -3 yards (tackle by Gerald McCoy),6.970,5.340
Quarter,Time,Down,ToGo,Location,CAR,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,10,14,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,GNB 25,10,14,Aaron Rodgers sacked by Vernon Butler for -7 yards,0.610,-0.980
3,14:15,2,17,GNB 18,10,14,"Aaron Rodgers pass complete short right to Aaron Jones for 16 yards (tackle by Luke Kuechly). Penalty on David Bakhtiari: Illegal Use of Hands, 9 yards (no play)",-0.980,-1.950
3,13:48,2,26,GNB 9,10,14,Aaron Rodgers pass complete deep left to Davante Adams for 38 yards (tackle by Donte Jackson),-1.950,2.060
3,13:25,1,10,GNB 47,10,14,Aaron Jones right guard for 28 yards (tackle by Shaq Thompson),2.060,3.910
3,12:38,1,10,CAR 25,10,14,Aaron Rodgers pass complete short right to Jake Kumerow for 12 yards (tackle by Ross Cockrell),3.910,4.710
3,11:54,1,10,CAR 13,10,20,"Aaron Jones right guard for 13 yards, touchdown",4.710,7.000
3,11:50,,,CAR 15,10,21,Mason Crosby kicks extra point good,0.000,0.000
3,11:50,,,GNB 35,10,21,"Mason Crosby kicks off 66 yards, muffed catch by DeAndrew White returned by DeAndrew White for 7 yards (tackle by Allen Lazard and Jake Kumerow)",0.000,-0.380
3,11:45,1,10,CAR 8,10,21,Christian McCaffrey left guard for 2 yards (tackle by Dean Lowry and Tyler Lancaster),-0.380,-0.630
3,11:09,2,8,CAR 10,10,21,Kyle Allen pass complete short middle to Christian McCaffrey for 11 yards (tackle by Ibraheim Campbell and Darnell Savage). Penalty on Kevin King: Defensive Holding (Declined),-0.630,0.340
3,10:45,1,10,CAR 21,10,21,Kyle Allen pass complete deep middle to D.J. Moore for 24 yards (tackle by Jaire Alexander),0.340,1.930
3,10:02,1,10,CAR 45,10,21,Christian McCaffrey right tackle for 9 yards (tackle by Preston Smith and Adrian Amos),1.930,2.600
3,9:18,2,1,GNB 46,10,21,Christian McCaffrey up the middle for 6 yards (tackle by Adrian Amos),2.600,2.920
3,8:41,1,10,GNB 40,10,21,Kyle Allen pass incomplete short left intended for Curtis Samuel,2.920,2.370
3,8:36,2,10,GNB 40,10,21,"Christian McCaffrey up the middle for 9 yards (tackle by Ibraheim Campbell). Christian McCaffrey fumbles (forced by Ibraheim Campbell), recovered by Greg Van Roten at GB-26 (tackle by Montravius Adams)",2.370,3.840
3,7:51,1,10,GNB 26,10,21,Kyle Allen pass complete short right to Greg Olsen for 15 yards (tackle by Preston Smith),3.840,4.840
3,7:21,1,10,GNB 11,10,21,Kyle Allen pass incomplete short middle intended for D.J. Moore (defended by Montravius Adams) (defended by Kevin King),4.840,4.140
3,7:17,2,10,GNB 11,10,21,Kyle Allen pass short left (defended by Adrian Amos) intended for Jarius Wright is intercepted by Tramon Williams at GB-0 and returned for no gain,4.140,-0.280
3,7:10,1,10,GNB 20,10,21,Aaron Rodgers pass incomplete deep middle intended for Davante Adams (defended by Donte Jackson),0.280,-0.270
3,7:03,2,10,GNB 20,10,21,Jamaal Williams left tackle for 15 yards (tackle by Shaq Thompson),-0.270,1.270
3,6:22,1,10,GNB 35,10,21,Aaron Rodgers pass complete short left to Allen Lazard for 6 yards (tackle by Cole Luke),1.270,1.530
3,5:57,2,4,GNB 41,10,21,Jamaal Williams up the middle for 10 yards (tackle by Tre Boston),1.530,2.320
3,5:12,1,10,CAR 49,10,21,Jamaal Williams up the middle for 16 yards (tackle by Javien Elliott and Eric Reid),2.320,3.380
3,4:25,,,,,,Timeout #1 by Green Bay Packers,,
3,4:25,1,10,CAR 33,10,21,Jamaal Williams up the middle for no gain (tackle by Eric Reid),3.380,2.840
3,3:44,2,10,CAR 33,10,21,Aaron Rodgers pass complete short left to Davante Adams for 10 yards (tackle by Cole Luke),2.840,4.040
3,3:04,1,10,CAR 23,10,21,Jamaal Williams right end for no gain (tackle by Javien Elliott),4.040,3.500
3,2:26,2,10,CAR 23,10,21,Aaron Rodgers pass incomplete deep left intended for Davante Adams,3.500,2.810
3,2:21,3,10,CAR 23,10,21,"Aaron Rodgers pass incomplete deep right intended for Davante Adams. Penalty on Davante Adams: Offensive Pass Interference (Declined) . Penalty on Bryan Bulaga: Offensive Holding, 10 yards (no play)",2.810,1.490
3,2:15,3,20,CAR 33,10,21,Aaron Rodgers sacked by and Gerald McCoy for -1 yards and Mario Addison for -1 yards,1.490,1.060
3,1:31,4,21,CAR 34,10,21,"Mason Crosby yard field goal no good. Penalty on Dontari Poe: Illegal Formation, 5 yards (no play)",1.060,1.500
3,1:26,4,16,CAR 29,10,24,Mason Crosby 47 yard field goal good,1.500,3.000
3,1:21,,,GNB 35,10,24,"Mason Crosby kicks off 63 yards, returned by DeAndrew White for 16 yards (tackle by Chandon Sullivan and Jace Sternberger)",0.000,0.040
3,1:16,1,10,CAR 18,10,24,Kyle Allen pass incomplete deep left intended for Curtis Samuel (defended by Kevin King),0.040,-0.490
3,1:10,2,10,CAR 18,10,24,Christian McCaffrey up the middle for 14 yards (tackle by Adrian Amos and Ibraheim Campbell),-0.490,1.070
3,0:38,1,10,CAR 32,10,24,Kyle Allen sacked by Tyler Lancaster for -8 yards. Penalty on Dennis Daley: Offensive Holding (Declined),1.070,-0.550
3,0:19,2,18,CAR 24,10,24,Kyle Allen pass complete short middle to Christian McCaffrey for 9 yards (tackle by Kevin King and Adrian Amos),-0.550,-0.030
Quarter,Time,Down,ToGo,Location,CAR,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,CAR 33,10,24,Kyle Allen pass complete short middle to Greg Olsen for 15 yards (tackle by Kevin King),-0.030,2.130
4,14:19,1,10,CAR 48,10,24,Christian McCaffrey right guard for 4 yards (tackle by Dean Lowry),2.130,2.120
4,13:42,2,6,GNB 48,10,24,Kyle Allen pass complete short left to Curtis Samuel for 15 yards (tackle by Kevin King),2.120,3.380
4,13:15,1,10,GNB 33,10,24,Kyle Allen pass complete deep left to Jarius Wright for 21 yards (tackle by Darnell Savage),3.380,4.780
4,12:38,1,10,GNB 12,10,24,Christian McCaffrey right guard for 9 yards (tackle by B.J. Goodson),4.780,5.790
4,12:02,2,1,GNB 3,16,24,"Christian McCaffrey right tackle for 3 yards, touchdown",5.790,7.000
4,11:58,,,GNB 2,16,24,"Two Point Attempt: Kyle Allen pass incomplete intended for Greg Olsen, conversion fails",1.000,-1.000
4,11:58,,,CAR 35,16,24,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,11:58,1,10,GNB 25,16,24,Aaron Jones up the middle for 9 yards (tackle by Eric Reid and Vernon Butler),0.610,1.280
4,11:15,2,1,GNB 34,16,24,Aaron Jones right end for 13 yards (tackle by Bruce Irvin),1.280,2.060
4,10:24,1,10,GNB 47,16,24,Aaron Rodgers pass incomplete short right intended for Davante Adams,2.060,1.520
4,10:20,2,10,GNB 47,16,24,Aaron Rodgers pass complete short left to Geronimo Allison for 4 yards (tackle by Donte Jackson),1.520,1.360
4,9:34,3,6,CAR 49,16,24,Aaron Rodgers pass incomplete deep middle intended for Allen Lazard (defended by Donte Jackson),1.360,0.000
4,9:24,4,6,CAR 49,16,24,"JK Scott punts 41 yards, fair catch by D.J. Moore at CAR-8",0.000,0.380
4,9:17,1,10,CAR 8,16,24,Christian McCaffrey right guard for 3 yards (tackle by Blake Martinez),-0.380,-0.560
4,8:38,2,7,CAR 11,16,24,Kyle Allen pass complete short left to D.J. Moore for 14 yards (tackle by Kevin King),-0.560,0.610
4,7:59,1,10,CAR 25,16,24,Kyle Allen pass complete short middle to Greg Olsen for 2 yards (tackle by Blake Martinez),0.610,0.330
4,7:19,2,8,CAR 27,16,24,Kyle Allen pass incomplete short middle intended for Greg Olsen,0.330,-0.360
4,7:16,3,8,CAR 27,16,24,Kyle Allen sacked by Preston Smith for -11 yards,-0.360,-2.390
4,6:41,4,19,CAR 16,16,24,Michael Palardy punts 42 yards downed by Colin Jones,-2.390,-1.730
4,6:31,1,10,GNB 42,16,24,Aaron Rodgers pass complete short left to Davante Adams for 5 yards (tackle by Donte Jackson),1.730,1.860
4,5:49,2,5,GNB 47,16,24,Aaron Jones left tackle for 4 yards (tackle by Bruce Irvin and Eric Reid),1.860,1.690
4,5:03,3,1,CAR 49,16,24,Aaron Rodgers pass complete short right to Davante Adams for 4 yards (tackle by Javien Elliott),1.690,2.590
4,4:17,,,,,,Timeout #2 by Green Bay Packers,,
4,4:17,1,10,CAR 45,16,24,Aaron Jones up the middle for 1 yard (tackle by Luke Kuechly and Gerald McCoy),2.590,2.180
4,3:28,2,9,CAR 44,16,24,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",2.180,1.500
4,3:28,2,14,CAR 49,16,24,Aaron Rodgers pass incomplete short right intended for Danny Vitale,1.500,0.830
4,3:23,3,14,CAR 49,16,24,Aaron Rodgers pass complete short right to Jimmy Graham for 11 yards (tackle by Bruce Irvin),0.830,0.720
4,2:32,4,3,CAR 38,16,24,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",0.720,0.400
4,2:32,4,8,CAR 43,16,24,"JK Scott punts 32 yards, fair catch by D.J. Moore at CAR-11",0.400,0.370
4,2:25,1,10,CAR 11,16,24,Kyle Allen pass complete short left to Curtis Samuel for 15 yards (tackle by Kevin King),-0.370,0.670
4,2:19,1,10,CAR 26,16,24,Kyle Allen pass incomplete short right intended for Curtis Samuel (defended by Jaire Alexander),0.670,0.130
4,2:14,2,10,CAR 26,16,24,Christian McCaffrey left tackle for 8 yards (tackle by Ibraheim Campbell),0.130,0.500
4,2:00,3,2,CAR 34,16,24,Kyle Allen pass complete short middle to D.J. Moore for 7 yards (tackle by Jaire Alexander),0.500,1.660
4,1:41,1,10,CAR 41,16,24,Kyle Allen pass complete short left to Christian McCaffrey for 2 yards (tackle by Jaire Alexander),1.660,1.390
4,1:35,2,8,CAR 43,16,24,Kyle Allen pass complete deep right to Greg Olsen for 18 yards (tackle by Adrian Amos),1.390,2.980
4,1:29,1,10,GNB 39,16,24,Kyle Allen pass incomplete deep right intended for Curtis Samuel,2.980,2.440
4,1:25,2,10,GNB 39,16,24,Kyle Allen pass complete short right to Greg Olsen for 5 yards (tackle by Adrian Amos),2.440,2.410
4,1:21,3,5,GNB 34,16,24,Kyle Allen pass complete short middle to Greg Olsen for 9 yards (tackle by Ibraheim Campbell),2.410,3.910
4,1:14,,,,,,Timeout #1 by Carolina Panthers,,
4,1:14,1,10,GNB 25,16,24,Kyle Allen pass incomplete short middle,3.910,3.360
4,1:09,2,10,GNB 25,16,24,Kyle Allen pass incomplete deep left intended for D.J. Moore (defended by Kevin King),3.360,2.680
4,1:03,3,10,GNB 25,16,24,Kyle Allen pass incomplete short right,2.680,1.800
4,0:56,,,,,,Timeout #2 by Carolina Panthers,,
4,0:56,,,,,,Timeout #3 by Green Bay Packers,,
4,0:56,4,10,GNB 25,16,24,Kyle Allen pass complete short left to D.J. Moore for 12 yards (tackle by Tramon Williams),1.800,4.710
4,0:32,1,10,GNB 13,16,24,Kyle Allen pass incomplete short right,4.710,4.050
4,0:28,2,10,GNB 13,16,24,Kyle Allen pass complete short right to D.J. Moore for 6 yards (tackle by Jaire Alexander),4.050,4.330
4,0:19,,,,,,Timeout #3 by Carolina Panthers,,
4,0:19,3,4,GNB 7,16,24,"Penalty on Za'Darius Smith: Neutral Zone Infraction, 3 yards (no play)",4.330,5.010
4,0:19,3,1,GNB 4,16,24,Kyle Allen pass incomplete short middle,5.010,3.040
4,0:13,4,1,GNB 4,16,24,"Kyle Allen pass incomplete short middle intended for Christian McCaffrey (defended by Darnell Savage). Penalty on Preston Smith: Defensive Offside, 2 yards (no play)",3.040,6.740
4,0:08,1,2,GNB 2,16,24,Kyle Allen pass incomplete short right intended for Christian McCaffrey,6.740,5.720
4,0:04,2,2,GNB 2,16,24,Christian McCaffrey up the middle for 1 yard (tackle by Preston Smith),5.720,5.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
