Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
1,5:09,2,1,KAN 35,10,0,Damien Williams right guard for 3 yards (tackle by DaQuan Jones),1.350,1.470
1,4:28,1,10,KAN 38,10,0,Patrick Mahomes pass complete deep right to Tyreek Hill for 26 yards,1.470,3.180
1,3:53,1,10,TEN 36,10,0,Patrick Mahomes pass incomplete short right,3.180,2.640
1,3:46,2,10,TEN 36,10,0,Patrick Mahomes pass incomplete short left intended for Sammy Watkins,2.640,1.950
1,3:43,3,10,TEN 36,10,0,Patrick Mahomes pass complete short right to Travis Kelce for 8 yards (tackle by Kevin Byard and Kenny Vaccaro),1.950,1.700
1,2:58,,,,,,Timeout #1 by Kansas City Chiefs,,
1,2:58,4,2,TEN 28,10,0,Patrick Mahomes pass complete short right to Travis Kelce for 4 yards (tackle by Kenny Vaccaro and Kamalei Correa),1.700,3.970
1,2:18,1,10,TEN 24,10,0,Patrick Mahomes pass complete short middle to Mecole Hardman for 8 yards (tackle by Kenny Vaccaro),3.970,4.650
1,1:35,2,2,TEN 16,10,0,Damien Williams right guard for 3 yards (tackle by DaQuan Jones and Jurrell Casey),4.650,4.710
1,0:57,1,10,TEN 13,10,0,"Patrick Mahomes pass incomplete short right intended for Travis Kelce. Penalty on Kevin Byard: Defensive Holding, 5 yards (no play)",4.710,5.370
1,0:51,1,8,TEN 8,10,6,"Patrick Mahomes pass complete short middle to Tyreek Hill for 8 yards, touchdown",5.370,7.000
1,0:46,,,TEN 15,10,7,Harrison Butker kicks extra point good,0.000,0.000
1,0:46,,,KAN 35,10,7,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
1,0:46,1,10,TEN 25,10,7,Ryan Tannehill pass complete short left to MyCole Pruitt for 9 yards (tackle by Anthony Hitchens),0.610,1.280
1,0:02,2,1,TEN 34,10,7,"Penalty on Jack Conklin: False Start, 5 yards (no play)",1.280,0.600
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,TEN 29,10,7,Ryan Tannehill pass complete short middle to Corey Davis for 18 yards (tackle by Damien Wilson),0.600,2.060
2,14:27,1,10,TEN 47,10,7,Derrick Henry left end for 13 yards (tackle by Daniel Sorensen),2.060,2.920
2,13:46,1,10,KAN 40,10,7,Ryan Tannehill pass incomplete deep left intended for Anthony Firkser,2.920,2.370
2,13:39,2,10,KAN 40,10,7,Derrick Henry left tackle for 3 yards (tackle by Damien Wilson),2.370,2.080
2,12:53,3,7,KAN 37,10,7,"Penalty on Frank Clark: Neutral Zone Infraction, 5 yards (no play)",2.080,2.740
2,12:30,3,2,KAN 32,10,7,Ryan Tannehill pass complete short middle to Adam Humphries for 5 yards (tackle by Tyrann Mathieu),2.740,3.780
2,11:51,1,10,KAN 27,10,7,Derrick Henry left tackle for 5 yards (tackle by Daniel Sorensen and Khalen Saunders),3.780,3.910
2,11:23,2,5,KAN 22,10,7,Ryan Tannehill pass complete short right to A.J. Brown for 9 yards (tackle by Tyrann Mathieu),3.910,4.710
2,10:45,1,10,KAN 13,10,7,"Derrick Henry left guard for 8 yards (tackle by Khalen Saunders). Penalty on Jack Conklin: Offensive Holding, 10 yards (no play)",4.710,4.040
2,10:18,1,20,KAN 23,10,7,Ryan Tannehill pass complete short left to Corey Davis for -2 yards (tackle by Tyrann Mathieu),4.040,2.540
2,9:34,2,22,KAN 25,10,7,Ryan Tannehill pass incomplete deep middle intended for A.J. Brown,2.540,1.880
2,9:29,3,22,KAN 25,10,7,"Ryan Tannehill pass complete short right to Corey Davis for 10 yards (tackle by Bashaud Breeland). Penalty on Bashaud Breeland: Defensive Pass Interference, 11 yards (no play)",1.880,4.650
2,9:06,1,10,KAN 14,10,7,Derrick Henry up the middle for 4 yards (tackle by Daniel Sorensen and Mike Pennel),4.650,4.710
2,8:29,2,6,KAN 10,10,7,Marcus Mariota left end for 5 yards (tackle by Charvarius Ward),4.710,4.960
2,8:00,3,1,KAN 5,10,7,Derrick Henry up the middle for 3 yards (tackle by Tyrann Mathieu and Mike Pennel),4.960,6.740
2,7:20,1,2,KAN 2,10,7,Derrick Henry up the middle for 1 yard (tackle by Damien Wilson and Tyrann Mathieu),6.740,5.910
2,6:43,2,1,KAN 1,16,7,"Ryan Tannehill pass complete short left to Dennis Kelly for 1 yard, touchdown",5.910,7.000
2,6:39,,,KAN 15,17,7,Greg Joseph kicks extra point good,0.000,0.000
2,6:39,,,TEN 35,17,7,"Greg Joseph kicks off 63 yards, returned by Mecole Hardman for 35 yards (tackle by Tye Smith)",0.000,1.400
2,6:33,1,10,KAN 37,17,7,Damien Williams right end for 1 yard (tackle by Kamalei Correa),1.400,0.990
2,5:53,2,9,KAN 38,17,7,"Patrick Mahomes pass incomplete short middle intended for Travis Kelce (defended by Jayon Brown). Penalty on Rashaan Evans: Illegal Contact, 5 yards (no play)",0.990,1.800
2,5:47,1,10,KAN 43,17,7,Patrick Mahomes pass complete short left to Demarcus Robinson for 24 yards (tackle by Logan Ryan),1.800,3.380
2,5:03,1,10,TEN 33,17,7,Patrick Mahomes pass complete short right to Sammy Watkins for 13 yards (tackle by Adoree' Jackson),3.380,4.240
2,4:16,1,10,TEN 20,17,7,Patrick Mahomes pass incomplete deep right,4.240,3.690
2,4:07,2,10,TEN 20,17,13,"Patrick Mahomes pass complete deep left to Tyreek Hill for 20 yards, touchdown",3.690,7.000
2,4:03,,,TEN 15,17,14,Harrison Butker kicks extra point good,0.000,0.000
2,4:03,,,KAN 35,17,14,"Harrison Butker kicks off 60 yards, returned by Kalif Raymond for 20 yards (tackle by Jordan Lucas)",0.000,0.610
2,3:57,1,10,TEN 25,17,14,Derrick Henry left guard for 1 yard (tackle by Chris Jones),0.610,0.200
2,3:13,2,9,TEN 26,17,14,Derrick Henry right guard for no gain (tackle by Terrell Suggs and Chris Jones),0.200,-0.490
2,2:30,3,9,TEN 26,17,14,Ryan Tannehill pass complete short right to Dion Lewis for 6 yards (tackle by Bashaud Breeland),-0.490,-1.240
2,2:00,4,3,TEN 32,17,14,"Brett Kern punts 44 yards, returned by Jordan Lucas for no gain (tackle by Daren Bates). Penalty on Darwin Thompson: Offensive Holding, 10 yards",-1.240,0.280
2,1:51,1,10,KAN 14,17,14,Patrick Mahomes pass complete short right to Damien Williams for 17 yards (tackle by Kenny Vaccaro),-0.280,1.000
2,1:43,1,10,KAN 31,17,14,Patrick Mahomes pass complete short left to Damien Williams for 8 yards (tackle by Logan Ryan),1.000,1.540
2,1:37,2,2,KAN 39,17,14,"Patrick Mahomes aborted snap, recovered by Patrick Mahomes at KC-34 Patrick Mahomes pass complete short right to Tyreek Hill for -2 yards (tackle by Logan Ryan)",1.540,0.560
2,1:27,3,4,KAN 37,17,14,Patrick Mahomes pass complete short left to Travis Kelce for 18 yards (tackle by Adoree' Jackson),0.560,2.590
2,1:06,1,10,TEN 45,17,14,Patrick Mahomes left end for 7 yards (tackle by Kamalei Correa),2.590,2.990
2,1:01,2,3,TEN 38,17,14,Patrick Mahomes pass incomplete short left intended for Sammy Watkins,2.990,2.280
2,0:54,3,3,TEN 38,17,14,Patrick Mahomes pass complete short middle to Sammy Watkins for 11 yards (tackle by Jayon Brown),2.280,3.780
2,0:32,1,10,TEN 27,17,14,Patrick Mahomes pass incomplete deep right,3.780,3.230
2,0:23,2,10,TEN 27,17,20,"Patrick Mahomes left end for 27 yards, touchdown",3.230,7.000
2,0:11,,,TEN 15,17,21,Harrison Butker kicks extra point good,0.000,0.000
2,0:11,,,KAN 35,17,21,"Harrison Butker kicks off 37 yards, returned by Anthony Firkser for no gain (tackle by Rashad Fenton)",0.000,0.810
2,0:07,1,10,TEN 28,17,21,Ryan Tannehill kneels for -1 yards,0.810,0.130
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,17,21,"Greg Joseph kicks off 59 yards, returned by Mecole Hardman for 14 yards (tackle by David Long). Penalty on Dorian O'Daniel: Illegal Blindside Block, 10 yards",0.000,-0.380
3,14:52,1,10,KAN 10,17,21,Patrick Mahomes pass complete short right to Damien Williams for 7 yards (tackle by Jayon Brown),-0.380,-0.090
3,14:20,2,3,KAN 17,17,21,Damien Williams right guard for 5 yards (tackle by Kamalei Correa and DaQuan Jones),-0.090,0.410
3,13:40,1,10,KAN 22,17,21,Patrick Mahomes pass incomplete short left intended for Tyreek Hill,0.410,-0.130
3,13:30,2,10,KAN 22,17,21,Patrick Mahomes pass complete short left to Demarcus Robinson for 7 yards (tackle by Adoree' Jackson),-0.130,0.100
3,12:58,3,3,KAN 29,17,21,Patrick Mahomes pass complete short right to Sammy Watkins for 5 yards,0.100,1.200
3,12:40,1,10,KAN 34,17,21,Damien Williams right end for 8 yards (tackle by Kevin Byard),1.200,1.740
3,12:03,2,2,KAN 42,17,21,Patrick Mahomes left end for 5 yards (tackle by Jayon Brown),1.740,2.060
3,11:20,1,10,KAN 47,17,21,Patrick Mahomes pass incomplete short left intended for Darwin Thompson,2.060,1.520
3,11:17,2,10,KAN 47,17,21,Patrick Mahomes pass incomplete short right intended for Damien Williams (defended by Jayon Brown),1.520,0.830
3,11:12,3,10,KAN 47,17,21,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill,0.830,-0.260
3,11:08,4,10,KAN 47,17,21,"Dustin Colquitt punts 32 yards, fair catch by Kalif Raymond at TEN-21",-0.260,-0.340
3,11:01,1,10,TEN 21,17,21,Derrick Henry right tackle for 3 yards (tackle by Anthony Hitchens),0.340,0.210
3,10:17,2,7,TEN 24,17,21,Ryan Tannehill pass incomplete short left intended for A.J. Brown,0.210,-0.490
3,10:14,3,7,TEN 24,17,21,Ryan Tannehill pass complete short left to Adam Humphries for 8 yards (tackle by Ben Niemann),-0.490,1.070
3,9:52,1,10,TEN 32,17,21,"Dion Lewis up the middle for 4 yards (tackle by Anthony Hitchens) Penalty on KAN: Defensive Too Many Men on Field, 5 yards (no play)",1.070,1.800
3,9:24,1,5,TEN 37,17,21,Derrick Henry right guard for 4 yards (tackle by Reggie Ragland),1.800,1.740
3,8:58,2,1,TEN 41,17,21,Derrick Henry left tackle for no gain (tackle by Mike Pennel and Frank Clark),1.740,1.030
3,8:15,3,1,TEN 41,17,21,"Derrick Henry left tackle for no gain (tackle by Mike Pennel). Penalty on Dennis Kelly: Offensive Holding, 9 yards (no play)",1.030,-0.160
3,7:54,3,10,TEN 32,17,21,Ryan Tannehill right end for 6 yards (tackle by Daniel Sorensen),-0.160,-0.850
3,7:07,4,4,TEN 38,17,21,"Brett Kern punts 42 yards, returned by Mecole Hardman for 7 yards (tackle by Tye Smith)",-0.850,-0.740
3,6:58,1,10,KAN 27,17,21,Damien Williams right guard for 6 yards (tackle by Kamalei Correa and Rashaan Evans),0.740,1.010
3,6:25,2,4,KAN 33,17,21,Damien Williams right tackle for 3 yards (tackle by Kenny Vaccaro and Kamalei Correa),1.010,0.700
3,5:47,3,1,KAN 36,17,21,Damien Williams left guard for 5 yards (tackle by Logan Ryan),0.700,1.660
3,5:09,1,10,KAN 41,17,21,Damien Williams up the middle for 1 yard (tackle by Harold Landry),1.660,1.260
3,4:29,2,9,KAN 42,17,21,Patrick Mahomes pass complete short left to Sammy Watkins for 7 yards (tackle by Tramaine Brock),1.260,1.490
3,3:49,3,2,KAN 49,17,21,Patrick Mahomes left end for 4 yards (tackle by Kevin Byard),1.490,2.460
3,3:18,1,10,TEN 47,17,21,Tyreek Hill right end for 7 yards (tackle by Jayon Brown),2.460,2.860
3,2:31,2,3,TEN 40,17,21,Darwin Thompson right end for 7 yards (tackle by Kevin Byard),2.860,3.380
3,1:46,1,10,TEN 33,17,21,Patrick Mahomes left end for 11 yards (tackle by Logan Ryan),3.380,4.110
3,1:13,1,10,TEN 22,17,21,Damien Williams right end for 4 yards (tackle by Adoree' Jackson),4.110,4.130
3,0:38,2,6,TEN 18,17,21,Patrick Mahomes pass complete short right to Tyreek Hill for 15 yards (tackle by Wesley Woodyard),4.130,6.510
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,3,TEN 3,17,21,Patrick Mahomes pass incomplete short right intended for Anthony Sherman,6.510,5.530
4,14:54,2,3,TEN 3,17,27,"Damien Williams right end for 3 yards, touchdown",5.530,7.000
4,14:50,,,TEN 15,17,28,Harrison Butker kicks extra point good,0.000,0.000
4,14:50,,,KAN 35,17,28,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,14:50,1,10,TEN 25,17,28,Ryan Tannehill pass complete short right to Corey Davis for 15 yards (tackle by Bashaud Breeland),0.610,1.600
4,14:16,1,10,TEN 40,17,28,Ryan Tannehill pass complete short right to Derrick Henry for -2 yards (tackle by Damien Wilson),1.600,0.780
4,13:31,2,12,TEN 38,17,28,Ryan Tannehill pass complete short middle to A.J. Brown for 5 yards (tackle by Daniel Sorensen),0.780,0.760
4,12:48,3,7,TEN 43,17,28,Ryan Tannehill sacked by Tanoh Kpassagnon for -8 yards,0.760,-1.040
4,12:05,4,15,TEN 35,17,28,Brett Kern punts 53 yards downed by Daren Bates,-1.040,0.350
4,11:54,1,10,KAN 12,17,28,Damien Williams left tackle for 1 yard (tackle by Harold Landry and David Long),-0.350,-0.700
4,11:13,,,,,,Timeout #1 by Tennessee Titans,,
4,11:13,2,9,KAN 13,17,28,Patrick Mahomes pass complete short right to Sammy Watkins for 11 yards (tackle by Logan Ryan),-0.700,0.540
4,10:31,1,10,KAN 24,17,28,Damien Williams up the middle for 5 yards (tackle by Kamalei Correa),0.540,0.670
4,9:48,2,5,KAN 29,17,28,Patrick Mahomes pass complete short left to Sammy Watkins for 7 yards (tackle by Tramaine Brock),0.670,1.330
4,9:08,1,10,KAN 36,17,28,Damien Williams left end for 1 yard (tackle by Kamalei Correa),1.330,0.930
4,8:26,2,9,KAN 37,17,28,Patrick Mahomes pass complete short right to Damien Williams for 3 yards (tackle by Wesley Woodyard),0.930,0.630
4,7:44,3,6,KAN 40,17,34,"Patrick Mahomes pass complete deep middle to Sammy Watkins for 60 yards, touchdown, touchdown. Penalty on Tramaine Brock: Defensive Holding (Declined)",0.630,7.000
4,7:33,,,TEN 15,17,35,Harrison Butker kicks extra point good,0.000,0.000
4,7:33,,,KAN 35,17,35,"Harrison Butker kicks off 67 yards, returned by Kalif Raymond for 22 yards (tackle by Rashad Fenton)",0.000,0.280
4,7:27,1,10,TEN 20,17,35,Ryan Tannehill pass complete short left to Derrick Henry for -6 yards (tackle by Daniel Sorensen),0.280,-1.180
4,6:58,2,16,TEN 14,17,35,Ryan Tannehill pass incomplete short right intended for Corey Davis (defended by Bashaud Breeland) (defended by Daniel Sorensen),-1.180,-2.030
4,6:51,3,16,TEN 14,17,35,Ryan Tannehill pass complete short left to Jonnu Smith for 8 yards (tackle by Tyrann Mathieu),-2.030,-1.900
4,6:07,4,8,TEN 22,17,35,Brett Kern pass complete short middle to Amani Hooker for 28 yards (tackle by Mecole Hardman),-1.900,2.260
4,5:27,1,10,TEN 50,17,35,Ryan Tannehill pass complete short right to Jonnu Smith for 8 yards (tackle by Bashaud Breeland and Rashad Fenton),2.260,2.790
4,5:00,2,2,KAN 42,17,35,Ryan Tannehill pass complete short right to Corey Davis for 22 yards (tackle by Daniel Sorensen),2.790,4.240
4,4:53,1,10,KAN 20,17,35,Ryan Tannehill sacked by Tanoh Kpassagnon for -2 yards,4.240,3.420
4,4:24,2,12,KAN 22,23,35,"Ryan Tannehill pass complete deep middle to Anthony Firkser for 22 yards, touchdown",3.420,7.000
4,4:18,,,KAN 15,24,35,Greg Joseph kicks extra point good,0.000,0.000
4,4:18,,,TEN 35,24,35,"Greg Joseph kicks off 65 yards, returned by Tyreek Hill for 19 yards (tackle by LeShaun Sims)",0.000,0.150
4,4:12,1,10,KAN 19,24,35,Damien Williams right end for no gain (tackle by Wesley Woodyard),0.150,-0.390
4,4:07,2,10,KAN 19,24,35,Patrick Mahomes sacked by and Jurrell Casey for no gain and DaQuan Jones for no gain,-0.390,-1.070
4,3:59,,,,,,Timeout #2 by Tennessee Titans,,
4,3:59,3,10,KAN 19,24,35,"Patrick Mahomes pass incomplete deep right intended for Mecole Hardman (defended by Tramaine Brock). Penalty on Tramaine Brock: Defensive Pass Interference, 41 yards (no play)",-1.070,2.920
4,3:51,1,10,TEN 40,24,35,"Damien Williams up the middle for -1 yards (tackle by Harold Landry) Penalty on TEN: Defensive Too Many Men on Field, 5 yards (no play)",2.920,3.650
4,3:46,1,5,TEN 35,24,35,Damien Williams left end for -2 yards (tackle by David Long),3.650,2.780
4,3:02,2,7,TEN 37,24,35,Damien Williams up the middle for -2 yards (tackle by David Long),2.780,1.820
4,2:20,3,9,TEN 39,24,35,Patrick Mahomes pass incomplete short right intended for Sammy Watkins,1.820,0.660
4,2:15,4,9,TEN 39,24,35,"Penalty on KAN: Delay of Game, 5 yards (no play)",0.660,0.330
4,2:15,4,14,TEN 44,24,35,"Dustin Colquitt punts 44 yards, touchback.",0.330,-0.280
4,2:08,1,10,TEN 20,24,35,"Ryan Tannehill left end for 6 yards (tackle by Daniel Sorensen). Penalty on Chris Jones: Illegal Use of Hands, 5 yards",0.280,1.000
4,2:00,1,10,TEN 31,24,35,"Penalty on Nate Davis: False Start, 5 yards (no play)",1.000,0.670
4,2:00,1,15,TEN 26,24,35,Ryan Tannehill pass complete short right to Adam Humphries for 9 yards (tackle by Tyrann Mathieu),0.670,1.000
4,1:36,2,6,TEN 35,24,35,Ryan Tannehill pass incomplete short left intended for Adam Humphries (defended by Tanoh Kpassagnon),1.000,0.300
4,1:32,3,6,TEN 35,24,35,Ryan Tannehill pass incomplete short middle intended for A.J. Brown (defended by Tyrann Mathieu),0.300,-1.040
4,1:28,4,6,TEN 35,24,35,Ryan Tannehill sacked by Frank Clark for -17 yards,-1.040,-4.370
4,1:20,1,10,TEN 18,24,35,Patrick Mahomes kneels for -2 yards,4.370,3.560
4,0:39,2,12,TEN 20,24,35,Patrick Mahomes kneels for -1 yards,3.560,2.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
