Quarter,Time,Down,ToGo,Location,DAL,JAX,Detail,EPB,EPA
1,0:57,4,6,JAX 24,10,7,"Bryan Anger punts 60 yards, returned by Dwayne Harris for 10 yards (tackle by Dekoda Watson)",-1.770,-0.670
1,0:45,1,10,DAL 26,10,7,Dwayne Harris left end for -2 yards (tackle by Dwayne Gratz),0.670,-0.140
Quarter,Time,Down,ToGo,Location,DAL,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,DAL 24,10,7,Tony Romo pass complete short left to Dez Bryant for 11 yards (tackle by Demetrius McCray),-0.140,0.630
2,14:15,3,1,DAL 35,10,7,DeMarco Murray right guard for 5 yards (tackle by Demetrius McCray),0.630,1.600
2,13:44,1,10,DAL 40,10,7,DeMarco Murray left guard for 5 yards (tackle by Geno Hayes),1.600,1.730
2,13:10,2,5,DAL 45,10,7,DeMarco Murray up the middle for no gain (tackle by J.T. Thomas),1.730,1.030
2,12:30,3,5,DAL 45,10,7,Tony Romo pass incomplete short left intended for Terrance Williams (defended by Demetrius McCray),1.030,-0.390
2,12:25,4,5,DAL 45,10,7,"Chris Jones punts 52 yards, returned by Ace Sanders for 23 yards (tackle by Jeff Heath)",-0.390,-0.670
2,12:11,1,10,JAX 26,10,7,Denard Robinson left end for -1 yards (tackle by Jack Crawford),0.670,-0.010
2,11:31,2,11,JAX 25,10,7,Denard Robinson right tackle for 4 yards (tackle by Anthony Hitchens),-0.010,-0.010
2,10:45,2,11,JAX 25,10,7,Timeout #2 by Jacksonville Jaguars,-0.010,-0.160
2,10:45,3,7,JAX 29,10,7,Blake Bortles sacked by Jeremy Mincey for -8 yards,-0.160,-1.960
2,10:04,4,15,JAX 21,10,7,"Bryan Anger punts 52 yards, returned by Dwayne Harris for 8 yards (tackle by Dekoda Watson)",-1.960,-1.270
2,9:53,1,10,DAL 35,10,7,DeMarco Murray left guard for 1 yard (tackle by Geno Hayes),1.270,0.860
2,9:19,2,9,DAL 36,10,7,Tony Romo pass complete short middle to Jason Witten for 15 yards (tackle by Dekoda Watson),0.860,2.320
2,8:40,1,10,JAX 49,10,7,DeMarco Murray left tackle for 12 yards (tackle by Josh Evans),2.320,3.120
2,7:56,1,10,JAX 37,10,7,DeMarco Murray left tackle for 2 yards (tackle by Red Bryant),3.120,2.840
2,7:13,2,8,JAX 35,16,7,"Tony Romo pass complete short right to Dez Bryant for 35 yards, touchdown",2.840,7.000
2,7:13,,,JAX 2,17,7,Dan Bailey kicks extra point good,0.000,0.000
2,7:13,,,DAL 35,17,7,"Dan Bailey kicks off 65 yards, returned by Jordan Todman for 16 yards (tackle by Jeff Heath)",0.000,0.140
2,6:57,1,10,JAX 16,17,7,Blake Bortles pass complete short left to Allen Robinson for 11 yards (tackle by Sterling Moore),-0.140,0.740
2,6:38,1,10,JAX 27,17,7,Denard Robinson left tackle for 1 yard (tackle by Bruce Carter),0.740,0.330
2,6:10,2,9,JAX 28,17,7,Blake Bortles pass incomplete short left intended for Allen Robinson,0.330,-0.360
2,6:08,3,9,JAX 28,17,7,Blake Bortles pass incomplete short right intended for Jordan Todman,-0.360,-1.500
2,6:00,4,9,JAX 28,17,7,"Bryan Anger punts 48 yards, returned by Dwayne Harris for 6 yards (tackle by Dekoda Watson)",-1.500,-0.940
2,5:48,1,10,DAL 30,17,7,Tony Romo pass complete short left to Dez Bryant for 17 yards (tackle by Demetrius McCray),0.940,2.060
2,5:41,1,10,DAL 47,17,7,DeMarco Murray right tackle for 1 yard (tackle by Red Bryant),2.060,1.650
2,4:58,2,9,DAL 48,17,7,Tony Romo pass complete short left to Jason Witten for 5 yards (tackle by J.T. Thomas),1.650,1.620
2,4:13,3,4,JAX 47,17,7,Tony Romo pass complete short left to DeMarco Murray for 1 yard (tackle by Demetrius McCray),1.620,0.200
2,4:07,4,3,JAX 46,17,7,"Chris Jones punts 33 yards, fair catch by Ace Sanders",0.200,0.320
2,3:59,1,10,JAX 13,17,7,Denard Robinson right end for -1 yards (tackle by Henry Melton),-0.320,-0.850
2,3:27,2,11,JAX 12,17,7,Blake Bortles pass complete short right to Cecil Shorts for 53 yards (tackle by Anthony Hitchens),-0.850,3.250
2,2:44,1,10,DAL 35,17,7,"Denard Robinson left end for 2 yards (tackle by George Selvie). Denard Robinson fumbles (forced by George Selvie), recovered by Barry Church at DAL-33 (tackle by Denard Robinson)",3.250,-1.070
2,2:34,1,10,DAL 32,17,7,Tony Romo pass complete short right to DeMarco Murray for 5 yards (tackle by Josh Evans),1.070,1.200
2,2:03,2,5,DAL 37,17,7,Tony Romo pass complete short right to Dez Bryant for 16 yards (tackle by Dwayne Gratz). Penalty on Dwayne Gratz: Defensive Holding (Declined),1.200,2.460
2,1:58,1,10,JAX 47,17,7,Tony Romo pass incomplete short right intended for Dez Bryant (defended by Dwayne Gratz),2.460,1.910
2,1:53,2,10,JAX 47,17,7,Tony Romo pass complete short right to Dez Bryant for 11 yards (tackle by Dwayne Gratz),1.910,3.180
2,1:22,1,10,JAX 36,17,7,Tony Romo pass incomplete short right intended for DeMarco Murray,3.180,2.640
2,1:17,2,10,JAX 36,17,7,"Tony Romo pass complete short middle to Cole Beasley for 11 yards (tackle by J.T. Thomas). Cole Beasley fumbles (forced by J.T. Thomas), recovered by Josh Evans at JAX-23 (tackle by Jason Witten)",2.640,-0.480
2,1:07,1,10,JAX 23,17,7,Blake Bortles pass incomplete short left intended for Jordan Todman,0.480,-0.070
2,1:04,2,10,JAX 23,17,7,Blake Bortles pass complete short left to Allen Robinson for 7 yards (tackle by Sterling Moore),-0.070,0.170
2,0:42,3,3,JAX 30,17,7,Blake Bortles pass incomplete short right intended for Clay Harbor (defended by J.J. Wilcox),0.170,-1.370
2,0:39,4,3,JAX 30,17,7,"Bryan Anger punts 38 yards, out of bounds",-1.370,-1.070
2,0:31,1,10,DAL 32,23,7,"Tony Romo pass complete deep right to Dez Bryant for 68 yards, touchdown",1.070,7.000
2,0:31,,,JAX 2,24,7,Dan Bailey kicks extra point good,0.000,0.000
2,0:31,,,DAL 35,24,7,"Dan Bailey kicks off 47 yards, returned by Ryan Davis for 7 yards (tackle by Joseph Randle)",0.000,-0.610
2,0:16,1,10,JAX 25,24,7,Jordan Todman left guard for 3 yards (tackle by Bruce Carter),0.610,0.470
Quarter,Time,Down,ToGo,Location,DAL,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,24,7,"Dan Bailey kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,JAX 20,24,7,Denard Robinson right end for -1 yards (tackle by Bruce Carter),0.280,-0.460
3,14:25,2,11,JAX 19,24,7,Blake Bortles pass complete short left to Ace Sanders for 10 yards (tackle by Barry Church),-0.460,0.230
3,13:48,3,1,JAX 29,24,7,Toby Gerhart right guard for 2 yards (tackle by Anthony Hitchens),0.230,1.000
3,13:11,1,10,JAX 31,24,7,Blake Bortles pass incomplete short right intended for Marqise Lee,1.000,0.460
3,13:05,2,10,JAX 31,24,7,Blake Bortles pass complete short left to Allen Hurns for 9 yards (tackle by Anthony Hitchens),0.460,0.960
3,12:29,3,1,JAX 40,24,7,Blake Bortles pass complete short right to Clay Harbor for 8 yards (tackle by Orlando Scandrick),0.960,2.130
3,11:55,1,10,JAX 48,24,7,Blake Bortles pass incomplete short right intended for Allen Robinson,2.130,1.580
3,11:52,2,10,JAX 48,24,7,Denard Robinson left guard for 4 yards (tackle by Anthony Spencer),1.580,1.420
3,11:18,3,6,DAL 48,24,7,Blake Bortles pass incomplete short left intended for Cecil Shorts,1.420,0.070
3,11:13,4,6,DAL 48,24,7,"Bryan Anger punts 35 yards, fair catch by Dwayne Harris",0.070,0.320
3,11:07,1,10,DAL 13,24,7,DeMarco Murray left end for 1 yard (tackle by Dekoda Watson),-0.320,-0.680
3,10:28,2,9,DAL 14,24,7,Tony Romo pass complete short middle to DeMarco Murray for 5 yards (tackle by Telvin Smith),-0.680,-0.710
3,9:42,3,4,DAL 19,24,7,Tony Romo pass complete short middle to Gavin Escobar for 14 yards (tackle by Jonathan Cyprien),-0.710,1.140
3,9:04,1,10,DAL 33,24,7,DeMarco Murray left guard for 6 yards (tackle by Josh Evans),1.140,1.400
3,8:25,2,4,DAL 39,24,7,DeMarco Murray left end for 21 yards (tackle by Jonathan Cyprien),1.400,2.920
3,7:44,1,10,JAX 40,30,7,"Joseph Randle right tackle for 40 yards, touchdown",2.920,7.000
3,7:44,,,JAX 2,31,7,Dan Bailey kicks extra point good,0.000,0.000
3,7:44,,,DAL 35,31,7,"Dan Bailey kicks off 67 yards, returned by Jordan Todman for 16 yards (tackle by C.J. Spillman). Penalty on LaRoy Reynolds: Offensive Holding, 9 yards",0.000,0.380
3,7:28,1,10,JAX 7,31,7,Blake Bortles pass complete short left to Cecil Shorts for 9 yards (tackle by Demarcus Lawrence),-0.380,-0.020
3,7:01,2,1,JAX 16,31,7,Denard Robinson left tackle for 4 yards (tackle by Anthony Hitchens),-0.020,0.280
3,6:32,1,10,JAX 20,31,7,Blake Bortles pass incomplete short left intended for Allen Hurns,0.280,-0.270
3,6:28,2,10,JAX 20,31,7,Blake Bortles pass complete short right to Denard Robinson for 9 yards (tackle by Brandon Carr),-0.270,0.230
3,5:57,3,1,JAX 29,31,7,Toby Gerhart right tackle for no gain (tackle by Kyle Wilber),0.230,-1.440
3,5:20,4,1,JAX 29,31,7,Toby Gerhart right guard for no gain (tackle by George Selvie and Bruce Carter),-1.440,-3.640
,,,,,,,"JAX challenged the first down ruling, and the play was upheld.",,
3,5:04,1,10,JAX 29,31,7,Tony Romo pass incomplete short right intended for Jason Witten,3.640,3.100
3,4:54,2,10,JAX 29,31,7,DeMarco Murray left end for -1 yards (tackle by Chris Clemons),3.100,2.280
3,4:12,3,11,JAX 30,31,7,Tony Romo pass incomplete deep right intended for Terrance Williams (defended by Dwayne Gratz),2.280,1.410
3,4:05,4,11,JAX 30,31,7,Dan Bailey 48 yard field goal no good,1.410,-1.470
3,4:01,1,10,JAX 38,31,7,Blake Bortles up the middle for 1 yard (tackle by Anthony Spencer),1.470,1.060
3,3:20,2,9,JAX 39,31,7,"Blake Bortles pass incomplete short middle intended for Allen Hurns (defended by Orlando Scandrick). Penalty on Anthony Hitchens: Unnecessary Roughness, 15 yards (no play)",1.060,2.520
3,3:15,1,10,DAL 46,31,7,Blake Bortles right end for 1 yard (tackle by Bruce Carter and Anthony Spencer),2.520,2.110
3,2:38,2,9,DAL 45,31,7,Denard Robinson right tackle for 2 yards (tackle by Anthony Hitchens),2.110,1.680
3,2:02,3,7,DAL 43,31,7,Blake Bortles sacked by Brandon Carr for -7 yards,1.680,-0.060
3,1:28,4,14,,31,7,"Bryan Anger punts 50 yards, touchback",-0.060,-0.280
3,1:18,1,10,DAL 20,31,7,DeMarco Murray right end for 1 yard (tackle by Roy Miller),0.280,-0.130
3,0:53,2,9,DAL 21,31,7,Joseph Randle right tackle for 1 yard (tackle by Tyson Alualu),-0.130,-0.690
3,0:07,3,8,DAL 22,31,7,Tony Romo pass complete short left to Lance Dunbar for 3 yards (tackle by Sherrod Martin),-0.690,-1.700
Quarter,Time,Down,ToGo,Location,DAL,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,DAL 25,31,7,"Chris Jones punts 44 yards, returned by Ace Sanders for 12 yards (tackle by James Hanna)",-1.700,-1.800
4,14:48,1,10,JAX 43,31,7,"Blake Bortles sacked by Jack Crawford for -8 yards. Blake Bortles fumbles (forced by Jack Crawford), recovered by Luke Bowanko at JAX-35",1.800,0.170
4,14:01,2,18,JAX 35,31,7,Denard Robinson left guard for 5 yards (tackle by Terrell McClain),0.170,0.170
4,13:29,3,13,JAX 40,31,7,Blake Bortles pass complete short right to Jordan Todman for 12 yards (tackle by Brandon Carr),0.170,0.070
4,12:47,4,1,DAL 48,31,7,Blake Bortles up the middle for 1 yard (tackle by Barry Church),0.070,2.460
4,12:07,1,10,DAL 47,31,7,Blake Bortles pass complete short right to Cecil Shorts for 32 yards (tackle by Brandon Carr),2.460,4.580
4,11:33,1,10,DAL 15,31,7,Jordan Todman right guard for 3 yards (tackle by Nick Hayden),4.580,4.450
4,10:59,2,7,DAL 12,31,7,Blake Bortles pass incomplete short left intended for Marqise Lee (defended by Sterling Moore),4.450,3.580
4,10:55,3,7,DAL 12,31,7,Blake Bortles pass complete short right to Cecil Shorts for 1 yard (tackle by Brandon Carr),3.580,2.720
4,10:19,4,6,DAL 11,31,7,Blake Bortles pass incomplete short right intended for Jordan Todman,2.720,0.370
4,10:15,1,10,DAL 11,31,7,DeMarco Murray right tackle for 1 yard (tackle by Josh Evans),-0.370,-0.710
4,9:34,2,9,DAL 12,31,7,Tony Romo pass complete short middle to DeMarco Murray for -1 yards (tackle by Telvin Smith),-0.710,-1.420
4,8:46,3,10,DAL 11,31,7,Tony Romo sacked by Sen'Derrick Marks for -6 yards,-1.420,-2.490
4,8:07,4,16,DAL 5,31,9,"Chris Jones punts 59 yards, safety. Penalty on Kyle Wilber: Offensive Holding, 5 yards",-2.490,-2.000
4,8:07,,,DAL 20,31,9,"Chris Jones kicks off 57 yards, returned by Ace Sanders for 16 yards (tackle by C.J. Spillman)",0.000,-1.530
4,7:49,1,10,JAX 39,31,9,Blake Bortles pass complete short left to Marqise Lee for 13 yards (tackle by Sterling Moore),1.530,2.390
4,7:28,1,10,DAL 48,31,9,"Blake Bortles pass incomplete short left intended for Allen Robinson. Penalty on Sterling Moore: Defensive Pass Interference, 9 yards (no play)",2.390,2.980
4,7:24,1,10,DAL 39,31,9,Blake Bortles pass complete short left to Clay Harbor for 15 yards (tackle by J.J. Wilcox),2.980,3.970
4,6:58,1,10,DAL 24,31,9,Blake Bortles pass incomplete short left intended for Denard Robinson,3.970,3.430
4,6:53,2,10,DAL 24,31,9,"Blake Bortles pass incomplete short middle intended for Cecil Shorts is intercepted by Bruce Carter at DAL-13 and returned for 11 yards. Penalty on J.J. Wilcox: Unnecessary Roughness, 5 yards",3.430,0.380
4,6:42,1,10,DAL 5,31,9,Joseph Randle right tackle for 4 yards (tackle by Ryan Davis),-0.380,-0.490
4,6:02,2,6,DAL 9,31,9,Joseph Randle left end for 3 yards (tackle by Ryan Davis),-0.490,-0.490
4,5:14,2,6,DAL 9,31,9,Timeout #1 by Dallas Cowboys,-0.490,-0.600
4,5:14,3,3,DAL 12,31,9,"Penalty on Jason Witten: False Start, 5 yards (no play)",-0.600,-1.190
4,5:14,3,8,DAL 7,31,9,Brandon Weeden pass complete short middle to Jason Witten for 8 yards (tackle by Sherrod Martin),-1.190,-0.220
4,4:29,1,10,DAL 15,31,9,Joseph Randle right tackle for no gain (tackle by J.T. Thomas),-0.220,-0.710
4,3:45,2,10,DAL 15,31,9,Joseph Randle left end for 3 yards (tackle by Roy Miller),-0.710,-0.710
4,3:36,2,10,DAL 15,31,9,Timeout #2 by Jacksonville Jaguars,-0.710,-1.000
4,3:36,3,7,DAL 18,31,9,Joseph Randle right end for 5 yards (tackle by J.T. Thomas),-1.000,-1.000
4,3:30,3,7,DAL 18,31,9,Timeout #3 by Jacksonville Jaguars,-1.000,-1.830
4,3:30,4,2,DAL 23,31,9,"Chris Jones punts 41 yards, returned by Ace Sanders for 10 yards (tackle by Keith Smith)",-1.830,-1.990
4,3:20,1,10,JAX 46,31,9,Blake Bortles sacked by Cameron Lawrence for -5 yards,1.990,0.780
4,2:54,2,15,JAX 41,31,9,Blake Bortles pass complete short right to Jordan Todman for 2 yards (tackle by Anthony Spencer),0.780,0.370
4,2:48,3,13,JAX 43,31,9,Blake Bortles pass incomplete deep left intended for Allen Robinson,0.370,-0.520
4,2:40,4,13,JAX 43,31,9,Blake Bortles pass complete short right to Nic Jacobs for 14 yards (tackle by Cameron Lawrence). Penalty on Cameron Lawrence: Defensive Holding (Declined),-0.520,2.720
4,2:33,1,10,DAL 43,31,9,Blake Bortles pass complete deep right to Allen Robinson for 31 yards (tackle by Jeff Heath),2.720,4.780
4,2:25,1,10,DAL 12,31,9,"Blake Bortles pass complete short right to Ace Sanders for 2 yards (tackle by Orlando Scandrick). Penalty on Anthony Spencer: Defensive Offside (Declined), Penalty on C.J. Spillman: Defensive Holding, 5 yards (no play)",4.780,5.600
4,2:18,1,7,DAL 7,31,9,"Blake Bortles pass incomplete short right intended for Nic Jacobs is intercepted by C.J. Spillman at DAL--5 and returned for 68 yards. Penalty on Jeff Heath: Defensive Pass Interference, 6 yards (no play)",5.600,6.970
4,2:03,1,1,DAL 1,31,9,Toby Gerhart right guard for no gain (tackle by Keith Smith),6.970,5.910
4,1:58,2,1,DAL 1,31,15,"Denard Robinson left end for 1 yard, touchdown",5.910,7.000
4,1:58,,,,31,17,"Two Point Attempt: Blake Bortles pass complete to Allen Robinson, conversion succeeds",0.000,1.000
4,1:58,,,JAX 35,31,17,"Josh Scobee kicks onside 14 yards, recovered by Jason Witten",0.000,-2.320
4,1:51,1,10,JAX 49,31,17,Brandon Weeden kneels for -1 yards,2.320,1.650
4,1:08,2,11,,31,17,Brandon Weeden kneels for -1 yards,1.650,0.830
4,0:33,3,12,DAL 49,31,17,Brandon Weeden kneels for -1 yards,0.830,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
