Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
1,2:19,2,5,NYG 5,0,3,Kevan Barlow middle for -2 yards (tackle by Keith Hamilton),5.150,3.810
1,1:43,3,7,NYG 7,0,3,Jeff Garcia middle for 2 yards (tackle by Kenny Holmes and Ralph Brown),3.810,3.010
1,1:03,4,5,NYG 5,3,3,Jose Cortez 23 yard field goal good,3.010,3.000
1,1:03,,,SFO 30,3,3,"Jose Cortez kicks off 64 yards, returned by Ron Dixon for 35 yards (tackle by Mike Rumph)",0.000,1.660
1,0:52,1,10,NYG 41,3,3,Kerry Collins pass incomplete intended for Ike Hilliard,1.660,1.120
1,0:47,2,10,NYG 41,3,3,Tiki Barber left end for 4 yards (tackle by Jamie Winborn),1.120,0.960
Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,NYG 45,3,3,Kerry Collins pass complete to Amani Toomer for 17 yards (tackle by Zack Bronson). Penalty on Mike Rumph: Defensive Pass Interference (Declined),0.960,3.050
2,14:36,1,10,SFO 38,3,3,Kerry Collins middle for 4 yards (tackle by Jason Webster),3.050,3.050
2,14:02,2,6,SFO 34,3,3,Tiki Barber right end for no gain (tackle by Tony Parrish and Ahmed Plummer),3.050,2.340
2,13:24,3,6,SFO 34,3,3,Kerry Collins pass complete to Ike Hilliard for 10 yards (tackle by Ahmed Plummer),2.340,3.970
2,12:55,1,10,SFO 24,3,3,Tiki Barber middle for no gain (tackle by Bryant Young and Dana Stubblefield),3.970,3.430
2,12:19,2,10,SFO 24,3,3,"Tiki Barber right end for 2 yards (tackle by Chike Okeafor). Penalty on Jason Whittle: Offensive Holding, 10 yards (no play)",3.430,2.080
2,11:53,2,20,SFO 34,3,3,Kerry Collins pass incomplete intended for Ike Hilliard is intercepted by Julian Peterson at SFO-26 and returned for 2 yards,2.080,-0.810
2,11:44,1,10,SFO 28,3,3,Jeff Garcia pass incomplete intended for Terrell Owens is intercepted by Will Allen at NYG-28,0.810,-0.810
2,11:36,1,10,NYG 28,3,3,Ron Dayne right guard for 2 yards (tackle by Chike Okeafor),0.810,0.530
2,11:01,2,8,NYG 30,3,3,Kerry Collins pass complete to Amani Toomer for 13 yards (tackle by Jason Webster),0.530,1.800
2,10:20,1,10,NYG 43,3,3,Kerry Collins pass complete to Amani Toomer for 27 yards (tackle by Jason Webster),1.800,3.580
2,9:47,1,10,SFO 30,3,3,Tiki Barber middle for no gain (tackle by Tony Parrish and Bryant Young),3.580,3.030
2,9:09,2,10,SFO 30,3,3,Kerry Collins pass complete to Jeremy Shockey for 9 yards (tackle by Jason Webster and Jamie Winborn),3.030,3.530
2,8:27,3,1,SFO 21,3,3,Tiki Barber right guard for no gain (tackle by Jamie Winborn and Bryant Young),3.530,2.210
2,8:06,3,1,SFO 21,,,Timeout #1 by New York Giants,3.530,2.210
2,8:06,4,1,SFO 21,3,3,Tiki Barber left tackle for -3 yards (tackle by Jamie Winborn),2.210,-0.540
2,8:02,1,10,SFO 24,3,3,Garrison Hearst right end for 2 yards (tackle by Micheal Barrow and Brandon Short),0.540,0.270
2,7:22,2,8,SFO 26,3,3,Jeff Garcia pass complete to Eric Johnson for 1 yard (tackle by Daryl Jones and Omar Stoutmire),0.270,-0.300
2,6:43,3,7,SFO 27,3,3,"Jeff Garcia for 13 yards (tackle by Jason Sehorn). Penalty on Scott Gragg: Offensive Holding, 10 yards (no play)",-0.300,-1.850
2,6:13,3,17,SFO 17,3,3,Jeff Garcia pass complete to J.J. Stokes for 15 yards (tackle by Shaun Williams),-1.850,-1.240
2,5:32,4,2,SFO 32,3,3,"Jason Baker punts 47 yards, returned by Tiki Barber for 12 yards (tackle by Jamie Winborn). Penalty on DeWayne Patmon: Illegal Block Above the Waist, 10 yards",-1.240,0.140
2,5:19,1,10,NYG 16,3,3,Tiki Barber right tackle for -2 yards (tackle by John Engelberger),-0.140,-0.890
2,4:39,2,12,NYG 14,3,3,Kerry Collins pass incomplete intended for Tiki Barber,-0.890,-1.610
2,4:34,3,12,NYG 14,3,3,Kerry Collins pass complete to Ron Dayne for 4 yards (tackle by Jamie Winborn),-1.610,-2.240
2,4:27,4,8,NYG 18,3,3,"Matt Allen punts 44 yards, out of bounds",-2.240,-1.470
2,4:15,1,10,SFO 38,3,3,Kevan Barlow left guard for 9 yards (tackle by Will Allen and Micheal Barrow),1.470,2.140
2,3:38,2,1,SFO 47,3,3,Kevan Barlow left tackle for 4 yards (tackle by Frank Ferrara and Micheal Barrow),2.140,2.320
2,3:00,1,10,NYG 49,3,3,Jeff Garcia pass incomplete intended for Kevan Barlow,2.320,1.780
2,2:55,2,10,NYG 49,3,3,Kevan Barlow left end for 1 yard (tackle by Frank Ferrara and Micheal Barrow),1.780,1.220
2,2:17,3,9,NYG 48,3,3,Jeff Garcia pass complete to J.J. Stokes for 10 yards (tackle by Will Peterson),1.220,3.050
2,2:00,1,10,NYG 38,3,3,Jeff Garcia pass incomplete intended for Terrell Owens (defended by Omar Stoutmire),3.050,2.510
2,1:54,2,10,NYG 38,3,3,Garrison Hearst middle for 8 yards (tackle by Shaun Williams and Cornelius Griffin),2.510,2.870
2,1:15,3,2,NYG 30,3,3,Jeff Garcia pass incomplete intended for Garrison Hearst,2.870,1.500
2,1:09,4,2,NYG 30,3,3,Jose Cortez 48 yard field goal no good,1.500,-1.470
2,1:03,1,10,NYG 38,3,3,Kerry Collins pass complete to Ron Dixon for 7 yards (tackle by Ahmed Plummer),1.470,1.870
2,0:43,2,3,NYG 45,3,3,Kerry Collins pass incomplete intended for Tiki Barber,1.870,1.160
2,0:38,3,3,NYG 45,3,3,Kerry Collins pass complete to Ike Hilliard for 22 yards (tackle by Jamie Winborn),1.160,3.380
2,0:29,1,10,SFO 33,3,3,Kerry Collins pass incomplete intended for Ike Hilliard,3.380,2.840
2,0:24,2,10,SFO 33,3,3,Kerry Collins pass complete to Ron Dixon for 18 yards (tackle by Ronnie Heard and Zack Bronson),2.840,4.580
2,0:17,2,10,SFO 33,,,Timeout #2 by New York Giants,2.840,4.580
2,0:17,1,10,SFO 15,3,3,Kerry Collins pass incomplete intended for Jeremy Shockey,4.580,3.950
2,0:13,2,10,SFO 15,3,3,Kerry Collins pass incomplete intended for Amani Toomer,3.950,3.100
2,0:05,3,10,SFO 15,3,6,Matt Bryant 33 yard field goal good,3.100,3.000
Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,3,6,"Matt Bryant kicks off 66 yards, returned by Paul Smith for 28 yards (tackle by Charles Stackhouse)",0.000,1.070
3,14:54,1,10,SFO 32,3,6,Garrison Hearst right guard for 5 yards (tackle by Michael Strahan and Cornelius Griffin),1.070,1.200
3,14:13,2,5,SFO 37,3,6,Jeff Garcia pass complete to Fred Beasley for no gain,1.200,0.500
3,13:31,3,5,SFO 37,3,6,Jeff Garcia pass incomplete intended for Terrell Owens (defended by Keith Hamilton),0.500,-0.910
3,13:21,4,5,SFO 37,3,6,Jason Baker punts 45 yards,-0.910,-0.040
3,13:13,1,10,NYG 18,3,6,Ron Dayne left tackle for 3 yards (tackle by Dana Stubblefield and Jamie Winborn),0.040,0.010
3,12:36,2,7,NYG 21,3,6,Kerry Collins pass incomplete intended for Charles Stackhouse,0.010,-0.790
3,12:30,3,7,NYG 21,3,6,Kerry Collins pass complete to Sean Bennett for 9 yards (tackle by Ahmed Plummer),-0.790,0.940
3,11:50,1,10,NYG 30,3,6,Ron Dayne middle for 1 yard (tackle by Jamie Winborn),0.940,0.530
3,10:59,2,9,NYG 31,3,6,Kerry Collins pass complete to Tiki Barber for 3 yards (tackle by Jason Webster and Jamie Winborn),0.530,0.230
3,10:15,3,6,NYG 34,3,6,Kerry Collins pass incomplete intended for Jeremy Shockey,0.230,-1.110
3,10:09,4,6,NYG 34,3,6,"Matt Allen punts 24 yards, out of bounds",-1.110,-1.730
3,10:00,1,10,SFO 42,3,6,Jeff Garcia pass complete to Terrell Owens for 2 yards (tackle by Will Allen and Shaun Williams),1.730,1.460
3,9:32,2,8,SFO 44,3,6,Jeff Garcia pass complete to Kevan Barlow for 1 yard (tackle by Jason Sehorn),1.460,0.890
3,8:51,3,7,SFO 45,3,6,Jeff Garcia pass incomplete intended for Terrell Owens,0.890,-0.390
3,8:46,4,7,SFO 45,3,6,"Jason Baker punts 41 yards, fair catch by Tiki Barber",-0.390,0.280
3,8:37,1,10,NYG 14,3,6,Kerry Collins sacked by Dana Stubblefield for -10 yards,-0.280,-1.510
3,8:04,2,20,NYG 4,3,6,Kerry Collins pass complete to Dan Campbell for 9 yards (tackle by Zack Bronson and Tony Parrish),-1.510,-1.530
3,7:22,3,11,NYG 13,3,6,"Penalty on Tiki Barber: False Start, 5 yards (no play)",-1.530,-2.120
3,7:02,3,16,NYG 8,3,6,Kerry Collins pass complete to Tiki Barber for 8 yards (tackle by Jamie Winborn),-2.120,-2.390
3,6:26,4,8,NYG 16,3,6,"Matt Allen punts 36 yards, out of bounds",-2.390,-2.130
3,6:17,1,10,SFO 48,3,6,Garrison Hearst middle for 7 yards (tackle by Michael Strahan and Keith Hamilton),2.130,2.530
3,5:37,2,3,NYG 45,3,6,Garrison Hearst left end for 4 yards (tackle by Will Peterson),2.530,2.850
3,4:57,1,10,NYG 41,3,6,Garrison Hearst left end for 2 yards (tackle by Will Peterson),2.850,2.580
3,4:18,2,8,NYG 39,3,6,Jeff Garcia pass complete to Eric Johnson for 5 yards (tackle by Michael Strahan and Brandon Short),2.580,2.540
3,3:37,3,3,NYG 34,3,6,Jeff Garcia pass complete to Kevan Barlow for 29 yards (tackle by Will Peterson and Matt Mitrione),2.540,6.060
3,2:46,1,5,NYG 5,3,6,Garrison Hearst left tackle for no gain (tackle by Will Allen and Kenny Holmes),6.060,5.150
3,2:04,2,5,NYG 5,3,6,Jeff Garcia pass incomplete intended for Eric Johnson,5.150,4.260
3,1:59,3,5,NYG 5,3,6,"Penalty on Eric Johnson: False Start, 4 yards (no play)",4.260,3.360
3,1:59,3,9,NYG 9,9,6,"Jeff Garcia pass complete to Garrison Hearst for 9 yards, touchdown",3.360,7.000
3,1:59,,,NYG 9,10,6,Jose Cortez kicks extra point good,0.000,0.000
3,1:59,,,SFO 30,10,6,"Jose Cortez kicks off 65 yards, returned by Ron Dixon for 26 yards (tackle by Quincy Stewart)",0.000,1.000
3,1:42,1,10,NYG 31,10,6,Tiki Barber right end for 2 yards (tackle by Tony Parrish),1.000,0.730
3,1:06,2,8,NYG 33,10,6,Kerry Collins pass complete to Ike Hilliard for 16 yards (tackle by Julian Peterson),0.730,2.190
3,0:29,1,10,NYG 49,10,6,"Kerry Collins pass complete to Amani Toomer for 44 yards (tackle by Zack Bronson). Penalty on Luke Petitgout: Offensive Holding, 10 yards (no play)",2.190,1.530
3,0:07,1,20,NYG 39,10,6,Kerry Collins pass incomplete intended for Tiki Barber,1.530,0.300
3,0:02,2,20,NYG 39,10,6,Kerry Collins pass complete to Jeremy Shockey for 15 yards (tackle by Derek Smith and Jamie Winborn),0.300,1.620
Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,SFO 46,10,6,Kerry Collins pass complete to Ron Dixon for 10 yards (tackle by Jason Webster),1.620,3.180
4,14:25,1,10,SFO 36,10,6,Tiki Barber left end for -4 yards (tackle by Jamie Winborn),3.180,2.100
4,13:47,2,14,SFO 40,10,6,Kerry Collins sacked by Chike Okeafor for -6 yards,2.100,0.630
4,13:15,3,20,SFO 46,10,6,Kerry Collins pass incomplete intended for Ike Hilliard is intercepted by Zack Bronson at SFO-16 and returned for 20 yards,0.630,-1.330
4,13:02,1,10,SFO 36,10,6,"Kevan Barlow middle for no gain (tackle by Micheal Barrow). Penalty on Fred Beasley: Unnecessary Roughness (Offsetting), Penalty on Brandon Short: Unnecessary Roughness (Offsetting)",1.330,0.790
4,12:39,2,10,SFO 36,10,6,"Jeff Garcia pass incomplete intended for Eric Johnson. Penalty on Micheal Barrow: Defensive Pass Interference, 20 yards (no play)",0.790,2.650
4,12:31,1,10,NYG 44,10,6,Jeff Garcia pass complete to Terrell Owens for 5 yards (tackle by Will Allen),2.650,2.780
4,11:56,2,5,NYG 39,10,6,Terrell Owens left end for 10 yards (tackle by Keith Hamilton and Shaun Williams),2.780,3.640
4,11:10,1,10,NYG 29,10,6,Fred Beasley left end for 9 yards (tackle by Will Peterson),3.640,4.320
4,10:29,2,1,NYG 20,10,6,Jeff Garcia pass complete to Kevan Barlow for 4 yards (tackle by Shaun Williams and Micheal Barrow),4.320,4.510
4,9:46,1,10,NYG 16,10,6,Kevan Barlow middle for no gain (tackle by Keith Hamilton and Micheal Barrow),4.510,3.900
4,9:04,2,10,NYG 16,10,6,Garrison Hearst left end for 1 yard (tackle by Brandon Short and Will Peterson),3.900,3.220
4,8:18,3,9,NYG 15,10,6,Jeff Garcia pass incomplete intended for Fred Beasley,3.220,2.440
4,8:13,4,9,NYG 15,13,6,Jose Cortez 33 yard field goal good,2.440,3.000
4,8:13,,,SFO 30,13,6,"Jose Cortez kicks off 61 yards, returned by Jonathan Carter for 14 yards (tackle by Jimmy Williams)",0.000,0.480
4,8:08,1,10,NYG 23,13,6,Kerry Collins sacked by Jamie Winborn for -8 yards,0.480,-1.280
4,7:35,2,18,NYG 15,13,6,Tiki Barber middle for 2 yards (tackle by Jason Webster),-1.280,-1.760
4,6:58,3,16,NYG 17,13,6,Kerry Collins pass complete to Amani Toomer for 23 yards (tackle by Ahmed Plummer),-1.760,1.600
4,6:15,1,10,NYG 40,13,6,Kerry Collins pass incomplete intended for Tiki Barber,1.600,1.050
4,6:10,2,10,NYG 40,13,6,Ron Dayne left end for 2 yards (tackle by Tony Parrish),1.050,0.630
4,5:59,3,8,NYG 42,13,6,Kerry Collins pass complete to Amani Toomer for 11 yards (tackle by Mike Rumph and Zack Bronson),0.630,2.460
4,5:22,1,10,SFO 47,13,6,Kerry Collins pass complete to Ike Hilliard for 5 yards (tackle by Ronnie Heard),2.460,2.590
4,4:47,2,5,SFO 42,13,6,Kerry Collins pass complete to Tiki Barber for 12 yards (tackle by Jason Webster),2.590,3.580
4,4:47,1,10,SFO 30,13,6,"Penalty on NYG: Illegal Substitution, 5 yards (no play)",3.580,3.250
4,4:20,1,15,SFO 35,13,6,Kerry Collins pass complete to Jeremy Shockey for 20 yards (tackle by Ahmed Plummer),3.250,4.580
4,3:39,1,10,SFO 15,13,6,Kerry Collins pass complete to Amani Toomer for 5 yards (tackle by Ahmed Plummer),4.580,4.840
4,3:01,2,5,SFO 10,13,6,Kerry Collins pass incomplete intended for Jeremy Shockey,4.840,4.000
4,2:56,3,5,SFO 10,13,6,Kerry Collins pass complete to Tiki Barber for 6 yards (tackle by Tony Parrish),4.000,6.280
4,2:08,1,4,SFO 4,13,6,Tiki Barber left end for 3 yards (tackle by Tony Parrish),6.280,5.910
4,2:00,2,1,SFO 1,13,12,"Tiki Barber left end for 1 yard, touchdown",5.910,7.000
4,2:00,,,SFO 1,13,13,Matt Bryant kicks extra point good,0.000,0.000
4,2:00,,,NYG 30,13,13,"Matt Bryant kicks off 57 yards, returned by Jimmy Williams for 17 yards (tackle by Marcellus Rivers)",0.000,0.940
4,1:49,1,10,SFO 30,13,13,Jeff Garcia pass complete to Terrell Owens for 33 yards (tackle by Jason Sehorn),0.940,3.120
4,1:08,1,10,NYG 37,13,13,Jeff Garcia pass complete to J.J. Stokes for 12 yards (tackle by Omar Stoutmire),3.120,3.910
4,1:02,1,10,NYG 25,13,13,Garrison Hearst left end for 7 yards (tackle by Micheal Barrow),3.910,4.370
4,0:27,2,3,NYG 18,13,13,Garrison Hearst right guard for 1 yard (tackle by Kenny Holmes),4.370,3.850
4,0:20,2,3,NYG 18,,,Timeout #1 by New York Giants,4.370,3.850
4,0:20,3,2,NYG 17,13,13,Garrison Hearst middle for -1 yards (tackle by Omar Stoutmire and Keith Hamilton),3.850,2.350
4,0:10,3,2,NYG 17,,,Timeout #2 by New York Giants,3.850,2.350
4,0:10,4,3,NYG 18,16,13,Jose Cortez 36 yard field goal good,2.350,3.000
4,0:10,,,SFO 30,16,13,Jose Cortez kicks off 48 yards,0.000,0.410
4,0:05,1,10,NYG 22,16,13,"Kerry Collins pass complete to Tiki Barber for 8 yards, lateral to Ron Dixon for 5 yards. Penalty on Ron Dixon: Illegal Forward Pass",0.410,0.950
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
