Quarter,Time,Down,ToGo,Location,MIN,BUF,Detail,EPB,EPA
2,13:11,3,1,MIN 1,3,6,"Willis McGahee left guard for 1 yard, touchdown",5.170,7.000
2,,,,MIN 2,3,7,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,3,7,"Rian Lindell kicks off 37 yards, fair catch by E.J. Henderson. Penalty on Kiwaukee Thomas: Interference with Opport, 15 yards",0.000,2.130
2,13:08,1,10,MIN 48,3,7,Brad Johnson pass complete short right to Chester Taylor for 3 yards (tackle by Terrence McGee),2.130,1.990
2,12:31,2,7,BUF 49,3,7,Brad Johnson pass complete short left to Chester Taylor for 1 yard (tackle by Nate Clements),1.990,1.420
2,12:06,3,6,BUF 48,3,7,"Bethel Johnson for no gain. Bethel Johnson fumbles, recovered by Bethel Johnson at MIN-49",1.420,-0.130
2,11:50,4,9,MIN 49,3,7,"Chris Kluwe punts 51 yards, touchback. Penalty on Sam Aiken: Running Into the Kicker, 5 yards (no play)",-0.130,0.200
2,11:43,4,4,BUF 46,3,7,"Penalty on Marquis Cooper: False Start, 5 yards (no play)",0.200,-0.130
2,11:43,4,9,MIN 49,3,7,"Chris Kluwe punts 36 yards, fair catch by Roscoe Parrish. Penalty on Rashad Baker: Fair Catch Interference, 15 yards",-0.130,-0.940
2,11:33,1,10,BUF 30,3,7,J.P. Losman pass complete short left to Kevin Everett for 1 yard (tackle by E.J. Henderson),0.940,0.530
2,10:54,2,9,BUF 31,3,7,Willis McGahee right tackle for 2 yards (tackle by Antoine Winfield),0.530,0.100
2,10:10,3,7,BUF 33,3,7,J.P. Losman pass incomplete (defended by E.J. Henderson),0.100,-1.180
2,10:06,4,7,BUF 33,3,7,"Brian Moorman punts 39 yards, fair catch by Mewelde Moore. Penalty on Andre' Davis: Fair Catch Interference, 15 yards",-1.180,-1.800
2,9:54,1,10,MIN 43,3,7,Chester Taylor middle for -1 yards (tackle by Keith Ellison),1.800,1.120
2,9:13,2,11,MIN 42,3,7,Brad Johnson pass incomplete short left intended for Troy Williamson (defended by Nate Clements),1.120,0.430
2,9:06,3,11,MIN 42,3,7,Brad Johnson pass complete short middle to Mewelde Moore for 9 yards (tackle by Kiwaukee Thomas). Penalty on Marcus Johnson: Illegal Formation (Declined),0.430,0.000
2,8:50,4,2,BUF 49,3,7,"Chris Kluwe punts 38 yards, fair catch by Roscoe Parrish",0.000,0.370
2,8:43,1,10,BUF 11,3,7,Willis McGahee middle for 2 yards (tackle by Darrion Scott),-0.370,-0.630
2,8:07,2,8,BUF 13,3,7,J.P. Losman pass complete short right to Daimon Shelton for 6 yards (tackle by Antoine Winfield and E.J. Henderson),-0.630,-0.480
2,7:22,3,2,BUF 19,3,7,J.P. Losman pass incomplete short right intended for Roscoe Parrish,-0.480,-2.140
2,7:19,4,2,BUF 19,3,7,Brian Moorman punts 32 yards,-2.140,-2.190
2,7:12,1,10,MIN 49,3,7,Chester Taylor middle for 5 yards (tackle by Angelo Crowell),2.190,2.320
2,6:35,2,5,BUF 46,3,7,"Penalty on Troy Williamson: False Start, 5 yards (no play)",2.320,1.650
2,6:11,2,10,MIN 49,3,7,Brad Johnson pass complete short left to Jermaine Wiggins for 4 yards (tackle by Donte Whitner),1.650,1.490
2,5:30,3,6,BUF 47,3,7,Brad Johnson pass incomplete deep right intended for Troy Williamson (defended by Ryan Denney),1.490,0.130
2,5:25,4,6,BUF 47,3,7,Chris Kluwe punts 42 yards,0.130,0.380
2,5:14,1,10,BUF 5,3,7,Willis McGahee middle for no gain (tackle by E.J. Henderson),-0.380,-0.780
2,4:37,2,10,BUF 5,3,7,J.P. Losman pass complete short middle to Lee Evans for 12 yards (tackle by E.J. Henderson and Antoine Winfield),-0.780,-0.060
2,4:02,1,10,BUF 17,3,7,"Willis McGahee left tackle for 3 yards (tackle by Dontarrious Thomas). Penalty on Daimon Shelton: Offensive Holding, 8 yards (no play)",-0.060,-0.680
2,3:38,1,18,BUF 9,3,7,J.P. Losman pass complete short right to Josh Reed for 7 yards (tackle by Antoine Winfield),-0.680,-0.730
2,2:58,2,11,BUF 16,3,7,J.P. Losman pass complete short middle to Peerless Price for 4 yards (tackle by Dwight Smith),-0.730,-0.870
2,2:23,3,7,BUF 20,3,7,J.P. Losman pass complete deep middle to Lee Evans for 23 yards (tackle by Napoleon Harris),-0.870,1.800
2,2:00,1,10,BUF 43,3,7,J.P. Losman pass complete short left to Willis McGahee for 4 yards (tackle by Kevin Williams),1.800,1.790
2,1:27,2,6,BUF 47,3,7,Willis McGahee left tackle for 18 yards (tackle by Napoleon Harris),1.790,3.250
2,1:12,,,,3,7,Timeout #1 by Buffalo Bills,0.000,3.250
2,1:12,1,10,MIN 35,3,7,J.P. Losman sacked by Kevin Williams for -7 yards,3.250,1.760
2,0:59,,,,3,7,Timeout #2 by Buffalo Bills,0.000,1.760
2,0:59,2,17,MIN 42,3,7,J.P. Losman pass complete short left to Lee Evans for 16 yards (tackle by Fred Smoot). Penalty on Kevin Williams: Defensive Offside (Declined),1.760,3.200
2,0:50,3,1,MIN 26,3,7,J.P. Losman pass incomplete short left intended for Lee Evans,3.200,1.890
2,0:47,4,1,MIN 26,3,7,Rian Lindell 44 yard field goal no good,1.890,-1.200
2,0:42,1,10,MIN 34,3,7,Brad Johnson pass complete short middle to Jermaine Wiggins for 11 yards (tackle by Kiwaukee Thomas and Angelo Crowell),1.200,1.930
2,0:35,,,,3,7,Timeout #1 by Minnesota Vikings,0.000,1.930
2,0:35,1,10,MIN 45,3,7,Mewelde Moore left tackle for 8 yards (tackle by Aaron Schobel),1.930,2.460
2,0:30,,,,3,7,Timeout #2 by Minnesota Vikings,0.000,2.460
2,0:30,2,2,BUF 47,3,7,Bethel Johnson for 9 yards,2.460,3.050
2,0:21,1,10,BUF 38,3,7,Brad Johnson pass complete short middle to Travis Taylor for 7 yards,3.050,3.450
2,0:06,2,3,BUF 31,3,7,Brad Johnson spiked the ball,3.450,2.740
2,0:05,3,3,BUF 31,6,7,Ryan Longwell 49 yard field goal good,2.740,3.000
Quarter,Time,Down,ToGo,Location,MIN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,6,7,Ryan Longwell kicks off 39 yards (tackle by Jason Glenn),0.000,0.940
3,14:56,1,10,BUF 30,6,7,J.P. Losman pass complete short left to Lee Evans for 11 yards (tackle by Napoleon Harris),0.940,1.660
3,14:21,1,10,BUF 41,6,7,"Willis McGahee left tackle for 5 yards (tackle by Dwight Smith). Penalty on Peerless Price: Offensive Holding, 10 yards",1.660,1.330
3,13:55,1,15,BUF 36,6,7,J.P. Losman pass complete deep middle to Roscoe Parrish for 16 yards (tackle by Antoine Winfield),1.330,2.390
3,13:20,1,10,MIN 48,6,7,"Penalty on Jason Peters: False Start, 5 yards (no play)",2.390,2.060
3,13:02,1,15,BUF 47,6,7,J.P. Losman pass incomplete short right intended for Willis McGahee (defended by Darrion Scott),2.060,1.170
3,12:59,2,15,BUF 47,6,7,"Penalty on Jason Peters: False Start, 5 yards (no play)",1.170,0.500
3,12:59,2,20,BUF 42,6,7,J.P. Losman pass complete deep right to Josh Reed for 23 yards,0.500,3.250
3,12:32,1,10,MIN 35,6,7,Willis McGahee for 2 yards (tackle by Dontarrious Thomas and Darrion Scott),3.250,2.970
3,11:55,2,8,MIN 33,6,7,J.P. Losman pass complete short middle to Josh Reed for 10 yards (tackle by Antoine Winfield),2.970,4.040
3,11:14,1,10,MIN 23,6,7,Peerless Price right end for no gain (tackle by Antoine Winfield),4.040,3.500
3,10:50,2,10,MIN 23,6,7,J.P. Losman left tackle for 15 yards (tackle by Dwight Smith),3.500,5.370
3,10:04,1,8,MIN 8,6,7,Willis McGahee left tackle for no gain (tackle by Spencer Johnson),5.370,4.570
3,9:22,2,8,MIN 8,6,13,"J.P. Losman pass complete short right to Peerless Price for 8 yards, touchdown",4.570,7.000
3,,,,MIN 2,6,14,Rian Lindell kicks extra point good,0.000,0.000
3,,,,BUF 30,6,14,"Rian Lindell kicks off 71 yards, returned by Troy Williamson for 24 yards (tackle by Keith Ellison)",0.000,0.480
3,9:06,1,10,MIN 23,6,14,Brad Johnson pass incomplete short right intended for Travis Taylor (defended by Chris Kelsay),0.480,-0.070
3,9:03,2,10,MIN 23,6,14,"Brad Johnson pass complete short right to Chester Taylor for 7 yards (tackle by Tim Anderson). Penalty on Marcus Johnson: Offensive Holding, 10 yards (no play)",-0.070,-1.500
3,8:35,2,20,MIN 13,6,14,Brad Johnson pass complete short middle to Travis Taylor for 5 yards (tackle by Kiwaukee Thomas),-1.500,-1.560
3,7:53,3,15,MIN 18,6,14,Brad Johnson pass complete short right to Mewelde Moore for 12 yards (tackle by Terrence McGee and Chris Kelsay),-1.560,-1.370
3,7:18,4,3,MIN 30,6,14,Chris Kluwe punts 9 yards,-1.370,-2.980
3,7:12,1,10,MIN 39,6,14,J.P. Losman pass incomplete short right intended for Robert Royal,2.980,2.440
3,7:08,2,10,MIN 39,6,14,J.P. Losman right tackle for -1 yards (tackle by Antoine Winfield),2.440,1.620
3,6:31,3,11,MIN 40,6,14,J.P. Losman sacked by E.J. Henderson and Darrion Scott for -6 yards,1.620,0.200
3,6:15,4,17,MIN 46,6,14,Brian Moorman punts 22 yards,0.200,-0.540
3,6:09,1,10,MIN 24,6,14,Chester Taylor right guard for 3 yards,0.540,0.400
3,5:36,2,7,MIN 27,6,14,Chester Taylor middle for 3 yards (tackle by Ryan Denney and Angelo Crowell),0.400,0.100
3,4:55,3,4,MIN 30,6,14,Brad Johnson pass incomplete short right intended for Marcus Robinson is intercepted by Angelo Crowell at MIN-32,0.100,-3.450
3,4:49,1,10,MIN 32,6,14,"Willis McGahee right tackle for -4 yards. Willis McGahee fumbles, recovered by Tutan Reyes at MIN-36",3.450,2.360
3,4:12,2,14,MIN 36,6,14,J.P. Losman pass complete short right to Roscoe Parrish for 13 yards (tackle by Cedric Griffin),2.360,3.400
3,3:40,,,,6,14,Timeout #1 by Buffalo Bills,0.000,3.400
3,3:40,3,1,MIN 23,6,14,J.P. Losman middle for 1 yard (tackle by Darrion Scott),3.400,4.110
3,2:56,1,10,MIN 22,6,14,"J.P. Losman pass incomplete short middle intended for Willis McGahee (defended by Pat Williams). Penalty on Darren Sharper: Illegal Contact, 5 yards (no play)",4.110,4.440
3,2:51,1,10,MIN 17,6,14,Willis McGahee right tackle for 2 yards (tackle by Dontarrious Thomas and Antoine Winfield),4.440,4.150
3,2:12,2,8,MIN 15,6,14,Willis McGahee left tackle for 7 yards (tackle by Dwight Smith and E.J. Henderson),4.150,4.800
3,1:27,3,1,MIN 8,6,14,Willis McGahee left tackle for 1 yard (tackle by Dwight Smith and Antoine Winfield),4.800,5.600
3,0:56,1,7,MIN 7,6,14,Willis McGahee middle for 2 yards (tackle by Darrion Scott and Darren Sharper),5.600,5.150
3,0:16,2,5,MIN 5,6,14,Willis McGahee middle for -1 yards (tackle by Kevin Williams and Darrion Scott),5.150,4.040
Quarter,Time,Down,ToGo,Location,MIN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,MIN 6,6,14,Willis McGahee right tackle for 1 yard (tackle by Darrion Scott),4.040,3.010
4,14:21,4,5,MIN 5,6,14,"Penalty on Duke Preston: False Start, 5 yards (no play)",3.010,2.760
4,14:09,4,10,MIN 10,6,17,Rian Lindell 28 yard field goal good,2.760,3.000
4,,,,BUF 30,6,17,"Rian Lindell kicks off 48 yards, returned by Mike Rosenthal for 13 yards (tackle by Mario Haggan)",0.000,1.270
4,14:00,1,10,MIN 35,6,17,Brad Johnson pass complete short middle to Tony Richardson for 6 yards (tackle by Angelo Crowell),1.270,1.530
4,13:23,2,4,MIN 41,6,17,Brad Johnson pass complete deep left to Troy Williamson for 16 yards (tackle by Nate Clements),1.530,2.720
4,12:41,1,10,BUF 43,6,17,"Brad Johnson pass incomplete short right intended for Travis Taylor. Penalty on Matt Birk: Face Mask (5 Yards), 5 yards",2.720,-2.130
4,12:31,1,10,BUF 48,6,17,J.P. Losman pass complete short left to Lee Evans for 7 yards (tackle by Fred Smoot and Dontarrious Thomas),2.130,2.530
4,11:55,2,3,MIN 45,6,17,J.P. Losman pass incomplete short left intended for Roscoe Parrish,2.530,1.820
4,11:51,3,3,MIN 45,6,17,J.P. Losman sacked by Ray Edwards for -8 yards,1.820,-0.260
4,11:27,4,11,BUF 47,6,17,"Brian Moorman punts 20 yards, returned by Mewelde Moore for 11 yards (tackle by Andre' Davis). Penalty on Rashad Baker: Running Into the Kicker, 5 yards (no play)",-0.260,0.070
4,11:18,4,6,MIN 48,6,17,"Brian Moorman punts 39 yards. Penalty on Josh Stamer: Illegal Shift, 5 yards (no play)",0.070,-0.260
4,11:04,4,11,BUF 47,6,17,Brian Moorman punts 43 yards,-0.260,0.380
4,10:55,1,10,MIN 10,6,17,Bethel Johnson right end for 9 yards (tackle by Angelo Crowell),-0.380,0.240
4,10:35,2,1,MIN 19,6,17,Brad Johnson pass complete short middle to Marcus Robinson for 13 yards (tackle by Terrence McGee),0.240,1.070
4,9:54,1,10,MIN 32,6,17,Chester Taylor right guard for 11 yards (tackle by Terrence McGee),1.070,1.800
4,9:15,1,10,MIN 43,6,17,Brad Johnson pass complete short right to Jermaine Wiggins for 8 yards (tackle by Angelo Crowell),1.800,2.330
4,8:36,2,2,BUF 49,6,17,Chester Taylor left tackle for no gain (tackle by Tim Anderson and Aaron Schobel),2.330,1.620
4,7:55,3,2,BUF 49,6,17,Brad Johnson pass incomplete deep left intended for Troy Williamson (defended by Nate Clements),1.620,0.000
4,7:48,4,2,BUF 49,6,17,"Chris Kluwe punts 33 yards, fair catch by Roscoe Parrish",0.000,0.140
4,7:39,1,10,BUF 16,6,17,Willis McGahee middle for 6 yards (tackle by Dwight Smith),-0.140,0.280
4,7:04,2,4,BUF 22,6,17,Willis McGahee right guard for 3 yards (tackle by Jayme Mitchell and Napoleon Harris),0.280,-0.200
4,6:18,,,,6,17,Timeout #2 by Buffalo Bills,0.000,-0.200
4,6:18,3,1,BUF 25,6,17,Willis McGahee right tackle for 6 yards (tackle by Napoleon Harris and E.J. Henderson),-0.200,1.000
4,5:38,1,10,BUF 31,6,17,J.P. Losman pass incomplete deep left intended for Lee Evans (defended by Fred Smoot),1.000,0.460
4,5:32,2,10,BUF 31,6,17,Willis McGahee middle for no gain (tackle by Pat Williams),0.460,-0.230
4,4:49,3,10,BUF 31,6,17,J.P. Losman pass complete short left to Roscoe Parrish for -4 yards (tackle by Greg Blue),-0.230,-1.570
4,4:17,4,14,BUF 27,6,17,Brian Moorman punts 28 yards,-1.570,-1.930
4,4:10,1,10,MIN 45,6,17,Brad Johnson pass incomplete short right intended for Troy Williamson,1.930,1.380
4,4:06,2,10,MIN 45,6,17,Brad Johnson pass incomplete short middle intended for Jermaine Wiggins,1.380,0.700
4,4:01,3,10,MIN 45,6,17,Brad Johnson pass incomplete short middle intended for Richard Owens (defended by Donte Whitner),0.700,-0.390
4,3:56,4,10,MIN 45,6,17,Brad Johnson pass complete deep middle to Marcus Robinson for 23 yards (tackle by Donte Whitner),-0.390,3.450
4,3:29,1,10,BUF 32,6,17,"Brad Johnson pass complete short left to Marcus Robinson for 1 yard (tackle by Nate Clements). Marcus Robinson fumbles (forced by Nate Clements), ball out of bounds at BUF-31",3.450,3.040
4,3:22,2,9,BUF 31,6,17,Brad Johnson pass incomplete short middle intended for Troy Williamson,3.040,2.340
4,3:18,3,9,BUF 31,6,17,"Brad Johnson pass incomplete short middle intended for Jermaine Wiggins. Penalty on Chris Kelsay: Defensive Pass Interfere, 2 yards (no play)",2.340,3.640
4,3:14,1,10,BUF 29,12,17,"Brad Johnson pass complete deep right to Marcus Robinson for 29 yards, touchdown",3.640,7.000
4,,,,,12,17,"Penalty on Marcus Johnson: False Start, 5 yards (no play)",0.000,1.000
4,,,,,12,17,"Two Point Attempt: Brad Johnson pass incomplete intended for Travis Taylor, conversion fails",1.000,-1.000
4,,,,MIN 30,12,17,"Ryan Longwell kicks off 65 yards, returned by Terrence McGee for 24 yards (tackle by Dontarrious Thomas)",0.000,0.870
4,3:00,1,10,BUF 29,12,17,Willis McGahee middle for 2 yards (tackle by Dwight Smith),0.870,0.600
4,2:54,,,,12,17,Timeout #1 by Minnesota Vikings,0.000,0.600
4,2:54,2,8,BUF 31,12,17,J.P. Losman pass complete short left to Peerless Price for 7 yards (tackle by Fred Smoot),0.600,0.830
4,2:19,,,,12,17,Timeout #3 by Buffalo Bills,0.000,0.830
4,2:19,3,1,BUF 38,12,17,"Penalty on Kenechi Udeze: Encroachment, 6 yards (no play)",0.830,1.860
4,2:19,1,10,BUF 44,12,17,Willis McGahee left tackle for 8 yards (tackle by Kevin Williams),1.860,2.400
4,2:00,2,2,MIN 48,12,17,Willis McGahee middle for -1 yards (tackle by Kevin Williams),2.400,1.550
4,1:54,,,,12,17,Timeout #2 by Minnesota Vikings,0.000,1.550
4,1:54,3,3,MIN 49,12,17,J.P. Losman left end for 2 yards (tackle by Greg Blue and Kenechi Udeze),1.550,0.130
4,1:47,,,,12,17,Timeout #3 by Minnesota Vikings,0.000,0.130
4,1:47,4,1,MIN 47,12,17,"Penalty on Mike Schneck: False Start, 5 yards (no play)",0.130,-0.190
4,1:47,4,6,BUF 48,12,17,Brian Moorman punts 35 yards,-0.190,0.060
4,1:39,1,10,MIN 17,12,17,Brad Johnson pass complete short left to Travis Taylor for 5 yards (tackle by Kiwaukee Thomas),-0.060,0.210
4,1:35,2,5,MIN 22,12,17,Brad Johnson pass complete short left to Chester Taylor for 10 yards,0.210,1.070
4,1:26,1,10,MIN 32,12,17,Brad Johnson pass incomplete short left intended for Troy Williamson,1.070,0.530
4,1:21,2,10,MIN 32,12,17,Brad Johnson pass complete short middle to Jermaine Wiggins for 7 yards (tackle by Angelo Crowell),0.530,0.760
4,1:00,3,3,MIN 39,12,17,Brad Johnson pass incomplete deep right intended for Marcus Robinson,0.760,-0.780
4,0:52,4,3,MIN 39,12,17,Brad Johnson pass complete deep middle to Jermaine Wiggins for 21 yards (tackle by Ko Simpson),-0.780,2.920
4,0:40,1,10,BUF 40,12,17,"Brad Johnson spiked the ball. Penalty on Chris Kelsay: Defensive Offside, 4 yards (no play)",2.920,3.500
4,0:39,1,6,BUF 36,12,17,Brad Johnson pass complete short right to Travis Taylor for 11 yards (tackle by Kiwaukee Thomas and Donte Whitner),3.500,3.910
4,0:19,1,10,BUF 25,12,17,Brad Johnson spiked the ball,3.910,3.360
4,0:19,2,10,BUF 25,12,17,Brad Johnson pass incomplete deep left intended for Marcus Robinson,3.360,2.680
4,0:14,3,10,BUF 25,12,17,Brad Johnson pass complete short right to Billy McMullen for 9 yards (tackle by Angelo Crowell),2.680,2.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
