Quarter,Time,Down,ToGo,Location,CIN,MIN,Detail,EPB,EPA
2,11:43,4,9,CIN 38,0,3,"Kevin Huber punts 38 yards (tackle by Rey Maualuga). Penalty on Rey Maualuga: Unnecessary Roughness, 15 yards",-0.850,-2.720
2,11:31,1,10,CIN 43,0,3,Adrian Peterson right tackle for 3 yards (tackle by Pat Sims),2.720,2.580
2,10:59,2,7,CIN 40,0,3,Adrian Peterson right guard for 11 yards (tackle by Orien Harris),2.580,3.640
2,10:25,1,10,CIN 29,0,3,"Penalty on Phil Loadholt: False Start, 5 yards (no play)",3.640,3.310
2,10:12,1,15,CIN 34,0,3,Brett Favre pass incomplete short right intended for Chester Taylor,3.310,2.420
2,10:12,2,15,CIN 34,0,3,"Penalty on Visanthe Shiancoe: False Start, 5 yards (no play)",2.420,1.750
2,10:08,2,20,CIN 39,0,3,Brett Favre pass complete short left to Adrian Peterson for 28 yards (tackle by Tom Nelson),1.750,4.840
2,9:40,1,10,CIN 11,0,3,Adrian Peterson right guard for 2 yards (tackle by Pat Sims and Nedu Ndukwe),4.840,4.510
2,8:55,2,8,CIN 9,0,3,Brett Favre pass incomplete short right intended for Sidney Rice (defended by Johnathan Joseph),4.510,3.530
2,8:50,3,8,CIN 9,0,9,"Brett Favre pass complete short middle to Sidney Rice for 9 yards, touchdown",3.530,7.000
2,,,,CIN 2,0,10,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,0,10,"Ryan Longwell kicks off 68 yards, returned by Quan Cosby for 16 yards (tackle by Jamarca Sanford)",0.000,0.040
2,8:40,1,10,CIN 18,0,10,Carson Palmer pass complete short middle to Chad Johnson for 12 yards (tackle by Jasper Brinkley),0.040,0.940
2,8:02,1,10,CIN 30,0,10,Carson Palmer pass incomplete short middle intended for Chad Johnson (defended by Ben Leber),0.940,0.390
2,7:58,2,10,CIN 30,0,10,Cedric Benson left end for 7 yards (tackle by Jared Allen and Chad Greenway),0.390,0.630
2,7:15,3,3,CIN 37,0,10,Carson Palmer pass complete short right to Andre Caldwell for 7 yards (tackle by Benny Sapp),0.630,1.860
2,6:31,1,10,CIN 44,0,10,"Carson Palmer for 2 yards. Penalty on Kevin Williams: Unnecessary Roughness, 15 yards",1.860,2.980
2,6:12,1,10,MIN 39,0,10,Cedric Benson left guard for 12 yards (tackle by Jamarca Sanford),2.980,3.780
2,5:30,1,10,MIN 27,0,10,Cedric Benson right guard for 7 yards (tackle by Jamarca Sanford),3.780,4.180
2,4:48,2,3,MIN 20,0,10,Carson Palmer pass incomplete,4.180,3.470
2,4:43,3,3,MIN 20,0,10,Carson Palmer pass complete short right to Andre Caldwell for 5 yards (tackle by Antoine Winfield),3.470,4.580
2,4:03,1,10,MIN 15,6,10,"Carson Palmer pass complete short left to Chad Johnson for 15 yards, touchdown",4.580,7.000
2,,,,MIN 2,7,10,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,7,10,"Shayne Graham kicks off 70 yards, returned by Darius Reynaud for 24 yards (tackle by David Jones)",0.000,0.540
2,3:50,1,10,MIN 24,7,10,Brett Favre pass complete short right to Visanthe Shiancoe for 6 yards (tackle by Dhani Jones),0.540,0.810
2,3:15,2,4,MIN 30,7,10,Adrian Peterson right guard for 11 yards (tackle by Jonathan Fanene and Tom Nelson),0.810,1.660
2,2:36,1,10,MIN 41,7,10,Brett Favre pass incomplete short right intended for Adrian Peterson,1.660,1.120
2,2:33,2,10,MIN 41,7,10,Brett Favre pass complete short left to Bernard Berrian for 8 yards (tackle by Leon Hall),1.120,1.490
2,2:01,3,2,MIN 49,7,10,Brett Favre middle for 4 yards (tackle by Dhani Jones),1.490,2.460
2,1:57,1,10,CIN 47,7,10,Brett Favre pass complete short left to Greg Lewis for 1 yard (tackle by Leon Hall),2.460,2.050
2,1:52,2,9,CIN 46,7,10,"Chester Taylor left guard for -2 yards (tackle by Dhani Jones). Penalty on Pat Sims: Face Mask (15 Yards), 15 yards",2.050,3.380
2,1:48,1,10,CIN 33,7,10,Brett Favre pass incomplete deep right intended for Bernard Berrian,3.380,2.840
2,1:42,2,10,CIN 33,7,10,Brett Favre pass complete short left to Adrian Peterson for 8 yards (tackle by Dhani Jones and Leon Hall),2.840,3.200
2,1:07,3,2,CIN 25,7,10,Brett Favre pass complete short middle to Visanthe Shiancoe for 13 yards (tackle by Tom Nelson),3.200,4.780
2,0:58,,,,7,10,Timeout #1 by Minnesota Vikings,0.000,4.780
2,0:58,1,10,CIN 12,7,10,Adrian Peterson left end for no gain (tackle by Nedu Ndukwe),4.780,4.100
2,0:54,2,10,CIN 12,7,10,Brett Favre pass incomplete short right intended for Sidney Rice (defended by Johnathan Joseph),4.100,3.120
2,0:49,3,10,CIN 12,7,10,Brett Favre pass complete short left to Bernard Berrian for 7 yards (tackle by Leon Hall),3.120,3.020
2,0:38,,,,7,10,Timeout #1 by Cincinnati Bengals,0.000,3.020
2,0:38,4,3,CIN 5,7,13,Ryan Longwell 23 yard field goal good,3.020,3.000
2,,,,MIN 30,7,13,"Ryan Longwell kicks off 60 yards, returned by Quan Cosby for 16 yards (tackle by Erin Henderson)",0.000,0.670
2,0:31,1,10,CIN 26,7,13,Brian Leonard right guard for 9 yards (tackle by Chad Greenway),0.670,1.350
2,0:13,2,1,CIN 35,7,13,"Carson Palmer pass complete short middle to Brian Leonard for -4 yards (tackle by Antoine Winfield). Brian Leonard fumbles (forced by Antoine Winfield), recovered by Chad Greenway at CIN-26",1.350,-3.840
2,0:04,1,10,CIN 26,7,16,Ryan Longwell 44 yard field goal good,3.840,3.000
Quarter,Time,Down,ToGo,Location,CIN,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,7,16,Shayne Graham kicks off 30 yards,0.000,1.600
3,15:00,1,10,MIN 40,7,16,Adrian Peterson middle for 3 yards (tackle by Orien Harris),1.600,1.460
3,15:00,2,7,MIN 43,7,16,Adrian Peterson left end for 2 yards (tackle by Brandon Johnson and Robert Geathers),1.460,1.030
3,13:46,3,5,MIN 45,7,16,Brett Favre pass complete short middle to Chester Taylor for 6 yards (tackle by Nedu Ndukwe and Jonathan Fanene),1.030,2.320
3,13:11,1,10,CIN 49,7,16,Chester Taylor left tackle for 5 yards (tackle by Dhani Jones),2.320,2.460
3,12:44,2,5,CIN 44,7,16,"Penalty on Jim Kleinsasser: False Start, 5 yards (no play)",2.460,1.780
3,12:25,2,10,CIN 49,7,16,Brett Favre sacked by Tank Johnson for -7 yards,1.780,0.170
3,11:51,3,17,MIN 44,7,16,"Penalty on Pat Sims: Encroachment, 5 yards (no play)",0.170,0.830
3,11:30,3,12,MIN 49,7,16,Brett Favre pass complete short middle to Chester Taylor for 26 yards (tackle by Dhani Jones),0.830,3.910
3,10:44,1,10,CIN 25,7,16,Chester Taylor middle for 17 yards (tackle by Johnathan Joseph),3.910,5.370
3,10:08,1,8,CIN 8,7,16,Adrian Peterson middle for 5 yards (tackle by Jonathan Fanene and Rey Maualuga),5.370,5.530
3,9:29,2,3,CIN 3,7,16,Adrian Peterson middle for 2 yards (tackle by Leon Hall and Rey Maualuga),5.530,5.170
3,8:44,3,1,CIN 1,7,22,"Adrian Peterson middle for 1 yard, touchdown",5.170,7.000
3,,,,CIN 2,7,23,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,7,23,"Ryan Longwell kicks off 69 yards, returned by Quan Cosby for 18 yards (tackle by Benny Sapp)",0.000,0.150
3,8:35,1,10,CIN 19,7,23,Carson Palmer pass complete short left to Daniel Coats for 6 yards (tackle by Madieu Williams),0.150,0.480
3,8:35,2,4,CIN 25,7,23,Cedric Benson middle for 3 yards (tackle by Antoine Winfield),0.480,0.100
3,7:19,3,1,CIN 28,7,23,Carson Palmer middle for 2 yards (tackle by Pat Williams),0.100,0.940
3,6:45,1,10,CIN 30,7,23,Carson Palmer pass complete short left to Cedric Benson for 4 yards (tackle by Jamarca Sanford),0.940,0.930
,,,,,,,"CIN challenged the fumble ruling, and the original play was overturned.",,
3,6:21,2,6,CIN 34,7,23,Cedric Benson right end for 5 yards (tackle by Antoine Winfield),0.930,0.890
3,5:32,,,,7,23,Timeout #1 by Cincinnati Bengals,0.000,0.890
3,5:32,3,1,CIN 39,7,23,Cedric Benson middle for -1 yards (tackle by Pat Williams and Kevin Williams),0.890,-0.850
3,4:56,4,2,CIN 38,7,23,"Kevin Huber punts 42 yards, returned by Darius Reynaud for 15 yards (tackle by Rey Maualuga). Darius Reynaud fumbles, recovered by Erin Henderson at MIN-37 (tackle by Brandon Johnson)",-0.850,-1.400
3,4:45,1,10,MIN 37,7,23,Adrian Peterson right end for no gain (tackle by Keith Rivers),1.400,0.860
3,4:03,2,10,MIN 37,7,23,Brett Favre pass incomplete short right intended for Sidney Rice (defended by Johnathan Joseph),0.860,0.170
3,3:58,3,10,MIN 37,7,23,Brett Favre pass incomplete short left intended for Darius Reynaud,0.170,-0.910
3,3:51,4,10,MIN 37,7,23,"Chris Kluwe punts 47 yards, muffed catch by Quan Cosby, ball out of bounds at CIN-21",-0.910,-0.340
3,3:43,1,10,CIN 21,7,23,Cedric Benson right end for -1 yards (tackle by Chad Greenway and Pat Williams),0.340,-0.340
3,3:04,2,11,CIN 20,7,23,Carson Palmer pass complete short right to Daniel Coats for 7 yards (tackle by Antoine Winfield),-0.340,-0.100
3,2:24,3,4,CIN 27,7,23,Carson Palmer pass complete short right to Andre Caldwell for 7 yards (tackle by Antoine Winfield),-0.100,1.200
3,1:45,1,10,CIN 34,7,23,Carson Palmer right tackle for 4 yards (tackle by Chad Greenway),1.200,1.200
3,1:06,2,6,CIN 38,7,23,Cedric Benson left guard for 42 yards (tackle by Cedric Griffin and Jamarca Sanford),1.200,4.240
3,0:21,1,10,MIN 20,7,23,Cedric Benson right tackle for 3 yards (tackle by Jared Allen),4.240,4.120
Quarter,Time,Down,ToGo,Location,CIN,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,MIN 17,7,23,Cedric Benson middle for no gain (tackle by Kevin Williams),4.120,3.360
4,14:24,3,7,MIN 17,7,23,"Carson Palmer pass incomplete short left intended for Chad Johnson. Penalty on Cedric Griffin: Unnecessary Roughness, 9 yards (no play)",3.360,5.370
4,14:15,1,8,MIN 8,7,23,Cedric Benson left tackle for -1 yards (tackle by Kevin Williams),5.370,4.380
4,13:32,2,9,MIN 9,7,23,Cedric Benson right guard for 5 yards (tackle by Antoine Winfield),4.380,4.490
4,12:51,3,4,MIN 4,7,23,Carson Palmer pass incomplete short left intended for Chad Johnson (defended by Cedric Griffin),4.490,3.030
4,12:47,4,4,MIN 4,10,23,Shayne Graham 22 yard field goal good,3.030,3.000
4,,,,CIN 30,10,23,"Shayne Graham kicks off 71 yards, returned by Darius Reynaud for 30 yards (tackle by Abdul Hodge)",0.000,0.870
4,12:37,1,10,MIN 29,10,23,Brett Favre pass incomplete deep middle intended for Sidney Rice,0.870,0.330
4,12:29,2,10,MIN 29,10,23,Adrian Peterson left tackle for 5 yards (tackle by Dhani Jones and Rey Maualuga),0.330,0.300
4,11:47,3,5,MIN 34,10,23,Brett Favre pass incomplete short right intended for Chester Taylor,0.300,-1.110
4,11:41,4,5,MIN 34,10,23,"Chris Kluwe punts 51 yards, returned by Quan Cosby for 6 yards (tackle by Chad Greenway)",-1.110,-0.340
4,11:30,1,10,CIN 21,10,23,Carson Palmer for 2 yards,0.340,0.070
4,11:05,2,8,CIN 23,10,23,"Carson Palmer pass complete short middle to Cedric Benson for 4 yards (tackle by Kevin Williams and Ben Leber). Penalty on Evan Mathis: Offensive Holding, 10 yards (no play)",0.070,-1.350
4,10:41,2,18,CIN 13,10,23,Carson Palmer pass incomplete short middle intended for Andre Caldwell (defended by Ben Leber),-1.350,-2.300
4,10:36,3,18,CIN 13,10,23,Carson Palmer pass complete short middle to John Paul Foschi for 10 yards (tackle by Benny Sapp),-2.300,-1.830
4,10:05,4,8,CIN 23,10,23,"Kevin Huber punts 53 yards, returned by Darius Reynaud for 23 yards. Penalty on Brian Robison: Running Into the Kicker, 5 yards (no play)",-1.830,-1.500
4,9:51,4,3,CIN 28,10,23,"Kevin Huber punts 48 yards, returned by Darius Reynaud for 19 yards (tackle by Nedu Ndukwe). Penalty on Albert Young: Illegal Block Above the , 10 yards",-1.500,-1.140
4,9:39,1,10,MIN 33,10,23,Adrian Peterson left guard for 6 yards (tackle by Rey Maualuga and Pat Sims),1.140,1.400
4,9:04,2,4,MIN 39,10,23,Brett Favre pass complete short middle to Sidney Rice for 7 yards (tackle by Johnathan Joseph),1.400,1.990
4,8:28,1,10,MIN 46,10,23,Adrian Peterson right guard for 2 yards (tackle by Pat Sims and Dhani Jones),1.990,1.720
4,7:47,2,8,MIN 48,10,23,Brett Favre pass complete short right to Bernard Berrian for 19 yards (tackle by Morgan Trent),1.720,3.380
4,7:15,1,10,CIN 33,10,23,Brett Favre pass complete short right to Bernard Berrian for 9 yards (tackle by David Jones),3.380,4.050
4,6:33,2,1,CIN 24,10,23,Adrian Peterson middle for 8 yards (tackle by Tom Nelson),4.050,4.510
4,5:52,1,10,CIN 16,10,23,Adrian Peterson left guard for 2 yards (tackle by Rashad Jeanty),4.510,4.210
4,5:07,2,8,CIN 14,10,23,Chester Taylor right end for 3 yards (tackle by Frostee Rucker),4.210,3.940
4,4:56,,,,10,23,Timeout #2 by Cincinnati Bengals,0.000,3.940
4,4:56,3,5,CIN 11,10,23,Brett Favre pass complete short middle to Sidney Rice for 7 yards (tackle by Leon Hall),3.940,6.280
4,4:13,1,4,CIN 4,10,23,Adrian Peterson left guard for 1 yard (tackle by Keith Rivers),6.280,5.530
4,3:29,2,3,CIN 3,10,29,"Adrian Peterson left end for 3 yards, touchdown",5.530,7.000
4,,,,CIN 2,10,30,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,10,30,"Ryan Longwell kicks off 64 yards, returned by Quan Cosby for 24 yards (tackle by Eric Frampton)",0.000,0.940
4,3:18,1,10,CIN 30,10,30,"Penalty on CIN: Illegal Substitution, 5 yards (no play)",0.940,0.610
4,3:18,1,15,CIN 25,10,30,J.T. O'Sullivan pass incomplete short right intended for Cedric Benson,0.610,-0.280
4,3:14,2,15,CIN 25,10,30,J.T. O'Sullivan pass incomplete short right intended for Andre Caldwell,-0.280,-0.960
4,3:12,3,15,CIN 25,10,30,J.T. O'Sullivan pass complete short right to John Paul Foschi for 9 yards (tackle by Asher Allen),-0.960,-1.110
4,2:40,4,6,CIN 34,10,30,"Kevin Huber punts 46 yards, returned by Darius Reynaud for 7 yards (tackle by Maurice Purify)",-1.110,-0.740
4,2:31,1,10,MIN 27,10,30,Albert Young right guard for 5 yards (tackle by Leon Hall),0.740,0.870
4,2:00,2,5,MIN 32,10,30,Albert Young left guard for 8 yards (tackle by Nedu Ndukwe),0.870,1.600
4,1:13,1,10,MIN 40,10,30,Tarvaris Jackson kneels for no gain,1.600,1.050
4,0:32,2,10,MIN 40,10,30,Tarvaris Jackson kneels for -1 yards,1.050,0.230
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
