Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
2,15:00,4,9,BAL 13,7,7,"Dave Zastudil punts 37 yards, returned by Derrick Mason for 15 yards (tackle by Joe Maese)",-2.490,-3.250
2,14:50,1,10,BAL 35,7,7,Eddie George right guard for 1 yard (tackle by Ed Hartwell),3.250,2.840
2,14:10,2,9,BAL 34,7,7,Eddie George left end for 8 yards (tackle by Chris McAlister),2.840,3.200
2,13:41,3,1,BAL 26,7,7,Steve McNair up the middle for 1 yard (tackle by Marques Douglas and Ray Lewis),3.200,3.910
2,13:11,1,10,BAL 25,7,7,Eddie George left guard for 6 yards (tackle by Gary Baxter and Will Demps),3.910,4.200
2,12:31,2,4,BAL 19,7,7,Eddie George up the middle for 2 yards (tackle by Marques Douglas),4.200,3.850
2,11:53,3,2,BAL 17,7,7,Steve McNair pass incomplete intended for Erron Kinney is intercepted by Ed Reed at BAL-6 and returned for 23 yards (tackle by Eddie George),3.850,-0.870
2,11:39,1,10,BAL 29,7,7,Jamal Lewis right guard for 2 yards (tackle by Jevon Kearse),0.870,0.600
2,11:08,2,8,BAL 31,7,7,Jamal Lewis up the middle for -1 yards (tackle by Albert Haynesworth),0.600,-0.230
2,10:28,3,9,BAL 30,7,7,"Penalty on Todd Heap: False Start, 5 yards (no play)",-0.230,-0.890
2,10:05,3,14,BAL 25,7,7,Anthony Wright pass complete to Chester Taylor for 3 yards (tackle by Keith Bulluck),-0.890,-1.500
2,9:25,4,11,BAL 28,7,7,"Dave Zastudil punts 49 yards, returned by Derrick Mason for 10 yards (tackle by Will Demps). Penalty on Donnie Nickey: Illegal Block Above the Waist, 10 yards",-1.500,-0.040
2,9:09,1,10,TEN 18,7,7,Chris Brown right tackle for 16 yards (tackle by Will Demps and Chris McAlister),0.040,1.200
2,8:43,1,10,TEN 34,7,7,Steve McNair up the middle for 1 yard (tackle by Ray Lewis),1.200,0.790
2,8:00,2,9,TEN 35,7,7,Chris Brown right tackle for 5 yards (tackle by Cornell Brown and Ed Hartwell),0.790,0.760
2,7:14,3,4,TEN 40,7,7,Steve McNair pass complete to Frank Wycheck for 3 yards (tackle by Chad Williams),0.760,-0.520
2,6:33,4,1,TEN 43,7,7,"Craig Hentrich punts 39 yards, returned by Lamont Brightful for 2 yards (tackle by Scott McGarrahan)",-0.520,-0.280
2,6:18,1,10,BAL 20,7,7,Anthony Wright sacked by Kevin Carter for -5 yards,0.280,-1.070
2,5:48,2,15,BAL 15,7,7,Jamal Lewis right tackle for 6 yards (tackle by Andre Dyson),-1.070,-0.820
2,5:06,3,9,BAL 21,7,7,Anthony Wright pass complete to Travis Taylor for 30 yards (tackle by Tank Williams),-0.820,2.320
2,4:29,1,10,TEN 49,7,7,Anthony Wright pass complete to Todd Heap for 14 yards,2.320,3.250
2,3:55,1,10,TEN 35,7,7,Anthony Wright right end for 11 yards (tackle by Lance Schulters),3.250,3.970
2,3:23,1,10,TEN 24,7,7,"Jamal Lewis up the middle for 2 yards (tackle by Keith Bulluck). Penalty on Orlando Brown: Personal Foul, 15 yards",3.970,1.680
2,2:47,2,23,TEN 37,7,7,Anthony Wright pass complete to Terry Jones for 9 yards (tackle by Rocky Boiman),1.680,2.210
2,2:12,3,14,TEN 28,7,7,Anthony Wright pass complete to Todd Heap for 3 yards (tackle by Andre Dyson),2.210,1.800
2,2:00,4,11,TEN 25,7,10,Matt Stover 43 yard field goal good,1.800,3.000
2,,,,BAL 30,7,10,"Wade Richey kicks off 73 yards, returned by Justin McCareins for 24 yards (tackle by Tom Knight)",0.000,0.340
2,1:50,1,10,TEN 21,7,10,Chris Brown right guard for 5 yards (tackle by Marques Douglas),0.340,0.480
2,1:22,2,5,TEN 26,7,10,Chris Brown right tackle for 1 yard (tackle by Riddick Parker and Ray Lewis),0.480,-0.100
2,0:43,3,4,TEN 27,7,10,Steve McNair pass complete to Chris Brown for 2 yards (tackle by Ray Lewis),-0.100,-1.440
2,0:29,,,,7,10,Timeout #1 by Baltimore Ravens,0.000,-1.440
2,0:29,4,2,TEN 29,7,10,"Craig Hentrich punts 42 yards, fair catch by Lamont Brightful",-1.440,-0.870
2,0:22,1,10,BAL 29,7,10,Anthony Wright pass complete to Chester Taylor for 16 yards (tackle by Lamont Thompson),0.870,1.930
2,0:11,,,,7,10,Timeout #2 by Baltimore Ravens,0.000,1.930
2,0:11,1,10,BAL 45,7,10,Anthony Wright pass incomplete intended for Jamal Lewis,1.930,1.380
2,0:01,2,10,BAL 45,7,10,Anthony Wright pass incomplete intended for Travis Taylor is intercepted by Andre Dyson at TEN-15,1.380,0.000
Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,7,10,"Wade Richey kicks off 64 yards, returned by Justin McCareins for 12 yards (tackle by Lamont Brightful)",0.000,0.040
3,14:54,1,10,TEN 18,7,10,Eddie George right tackle for 3 yards (tackle by Anthony Weaver and Kelly Gregg),0.040,0.010
3,14:15,2,7,TEN 21,7,10,Steve McNair pass incomplete intended for Derrick Mason,0.010,-0.790
3,14:10,3,7,TEN 21,7,10,Steve McNair pass incomplete intended for Derrick Mason,-0.790,-1.960
3,14:04,4,7,TEN 21,7,10,Craig Hentrich punts 63 yards,-1.960,0.140
3,13:50,1,10,BAL 16,7,10,Anthony Wright pass complete to Todd Heap for 8 yards (tackle by Lance Schulters),-0.140,0.550
3,13:15,2,2,BAL 24,7,10,Anthony Wright pass complete to Travis Taylor for 8 yards (tackle by Samari Rolle),0.550,1.070
3,12:37,1,10,BAL 32,7,10,"Jamal Lewis left end for 3 yards (tackle by Keith Bulluck). Penalty on Terry Jones: Offensive Holding, 10 yards",1.070,0.610
3,12:09,1,17,BAL 25,7,10,Anthony Wright pass incomplete intended for Marcus Robinson (defended by Andre Dyson),0.610,-0.420
3,12:07,2,17,BAL 25,7,10,Jamal Lewis up the middle for 8 yards (tackle by Peter Sirmon and Lance Schulters),-0.420,-0.030
3,11:32,3,9,BAL 33,7,10,Anthony Wright pass incomplete intended for Travis Taylor (defended by Samari Rolle),-0.030,-1.180
3,11:23,4,9,BAL 33,7,10,"Dave Zastudil punts 46 yards, fair catch by Derrick Mason",-1.180,-0.340
3,11:15,1,10,TEN 21,7,10,Steve McNair pass complete to Tyrone Calico for 12 yards (tackle by Cornell Brown),0.340,1.140
3,10:38,1,10,TEN 33,7,10,Eddie George right tackle for 3 yards (tackle by Kelly Gregg and Ray Lewis),1.140,1.000
3,10:02,2,7,TEN 36,7,10,Steve McNair pass complete to Erron Kinney for 6 yards (tackle by Ed Hartwell),1.000,1.090
3,9:21,3,1,TEN 42,7,10,Eddie George right tackle for 1 yard (tackle by Marques Douglas and Ed Hartwell),1.090,1.800
3,8:55,1,10,TEN 43,7,10,Eddie George left tackle for 8 yards (tackle by Cornell Brown),1.800,2.330
3,8:12,2,2,BAL 49,13,10,"Steve McNair pass complete to Justin McCareins for 49 yards, touchdown",2.330,7.000
3,,,,BAL 2,14,10,Gary Anderson kicks extra point good,0.000,0.000
3,,,,TEN 30,14,10,"Craig Hentrich kicks off 60 yards, returned by Chester Taylor for 19 yards (tackle by Ray Wells)",0.000,0.870
3,7:53,1,10,BAL 29,14,10,Anthony Wright pass incomplete intended for Marcus Robinson (defended by Andre Dyson),0.870,0.330
3,7:47,2,10,BAL 29,14,10,Anthony Wright pass complete to Jamal Lewis for 6 yards (tackle by Robaire Smith),0.330,0.430
3,7:14,3,4,BAL 35,14,10,Anthony Wright pass incomplete intended for Todd Heap (defended by Lamont Thompson),0.430,-1.040
3,7:02,4,4,BAL 35,14,10,"Dave Zastudil punts 54 yards, returned by Derrick Mason for 18 yards (tackle by Musa Smith). Penalty on Darrell Hill: Illegal Block Above the Waist, 10 yards",-1.040,-0.040
3,6:49,1,10,TEN 18,14,10,Eddie George left guard for 2 yards (tackle by Kelly Gregg and Marques Douglas),0.040,-0.130
3,6:10,2,8,TEN 20,14,10,Eddie George left tackle for 2 yards (tackle by Kelly Gregg and Terrell Suggs),-0.130,-0.660
3,5:31,3,6,TEN 22,14,10,Chris Brown left tackle for 8 yards (tackle by Ray Lewis),-0.660,0.940
3,4:44,1,10,TEN 30,14,10,Steve McNair pass complete to Derrick Mason for 4 yards (tackle by Ed Hartwell),0.940,0.930
3,4:01,2,6,TEN 34,14,10,Chris Brown right tackle for -1 yards (tackle by Ray Lewis),0.930,0.100
3,3:15,3,7,TEN 33,14,10,Chris Brown right guard for 6 yards (tackle by Tom Knight and Ray Lewis),0.100,-0.780
3,2:37,4,1,TEN 39,14,10,"Craig Hentrich punts 44 yards, fair catch by Lamont Brightful",-0.780,0.060
3,2:24,1,10,BAL 17,14,10,Jamal Lewis left end for -2 yards (tackle by Samari Rolle),-0.060,-0.850
3,1:49,2,12,BAL 15,14,10,Anthony Wright pass incomplete intended for Travis Taylor,-0.850,-1.570
3,1:37,3,12,BAL 15,14,10,Anthony Wright pass incomplete intended for Chester Taylor,-1.570,-2.440
3,1:31,4,12,BAL 15,14,10,"Dave Zastudil punts 52 yards, returned by Derrick Mason for 12 yards (tackle by Terry Jones)",-2.440,-1.930
3,1:19,1,10,TEN 45,14,10,Eddie George up the middle for no gain (tackle by Anthony Weaver and Gary Baxter),1.930,1.380
3,0:45,2,10,TEN 45,14,10,Eddie George left tackle for 11 yards (tackle by Marques Douglas),1.380,2.650
Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 44,14,10,Steve McNair pass incomplete intended for Erron Kinney,2.650,2.110
4,14:56,2,10,BAL 44,14,10,"Eddie George left guard for 2 yards. Penalty on Justin Hartwig: Offensive Holding, 10 yards (no play)",2.110,0.760
4,14:37,2,20,TEN 46,14,10,Chris Brown left tackle for 4 yards (tackle by Marques Douglas and Kelly Gregg),0.760,0.630
4,13:53,3,16,BAL 50,14,10,Steve McNair pass incomplete intended for Frank Wycheck,0.630,-0.060
4,13:41,4,16,BAL 50,14,10,Craig Hentrich punts 48 yards,-0.060,0.380
4,13:31,1,10,BAL 2,14,10,Anthony Wright pass incomplete intended for Todd Heap (defended by Peter Sirmon),-0.380,-0.780
4,13:25,2,10,BAL 2,14,10,Jamal Lewis up the middle for 8 yards (tackle by Keith Bulluck and Rocky Boiman),-0.780,-0.480
4,12:52,3,2,BAL 10,14,10,Anthony Wright pass complete to Travis Taylor for 3 yards,-0.480,-0.320
4,12:19,1,10,BAL 13,14,10,Anthony Wright pass complete to Marcus Robinson for 13 yards (tackle by Samari Rolle),-0.320,0.670
4,11:44,1,10,BAL 26,14,10,Anthony Wright pass incomplete intended for Marcus Robinson is intercepted by Samari Rolle at BAL-31 and returned for 1 yard (tackle by Marcus Robinson),0.670,-3.580
4,11:33,1,10,BAL 30,14,10,Eddie George left tackle for 2 yards (tackle by Marques Douglas and Ray Lewis),3.580,3.300
4,11:01,2,8,BAL 28,14,10,"Penalty on Fred Miller: False Start, 5 yards (no play)",3.300,2.630
4,10:41,2,13,BAL 33,14,10,Eddie George left end for 1 yard (tackle by Ray Lewis),2.630,2.080
4,10:03,3,12,BAL 32,14,10,Chris Brown left tackle for 5 yards (tackle by Ray Lewis and Will Demps),2.080,1.670
4,10:03,4,7,BAL 27,17,10,Gary Anderson 45 yard field goal good,1.670,3.000
4,,,,TEN 30,17,10,"Craig Hentrich kicks off 67 yards, returned by Chester Taylor for 26 yards (tackle by Donnie Nickey)",0.000,0.870
4,9:07,1,10,BAL 29,17,10,Anthony Wright sacked by Albert Haynesworth for -8 yards,0.870,-0.750
4,8:39,2,18,BAL 21,17,10,Anthony Wright pass complete to Travis Taylor for 18 yards,-0.750,1.530
4,8:09,1,10,BAL 39,17,10,Jamal Lewis up the middle for no gain (tackle by Keith Bulluck),1.530,0.990
4,7:33,2,10,BAL 39,17,10,"Penalty on Marcus Robinson: False Start, 5 yards (no play)",0.990,0.310
4,7:11,2,15,BAL 34,17,10,Anthony Wright pass complete to Todd Heap for 10 yards (tackle by Brad Kassell),0.310,0.960
4,6:35,3,5,BAL 44,17,10,Anthony Wright pass complete to Todd Heap for 10 yards (tackle by Lamont Thompson),0.960,2.520
4,5:51,1,10,TEN 46,17,10,Jamal Lewis up the middle for 4 yards (tackle by Keith Bulluck and Robaire Smith),2.520,2.520
4,5:16,2,6,TEN 42,17,10,Anthony Wright pass complete to Terry Jones for 7 yards (tackle by Brad Kassell),2.520,3.250
4,4:48,1,10,TEN 35,17,10,Anthony Wright pass incomplete intended for Travis Taylor (defended by Lance Schulters),3.250,2.700
4,4:37,2,10,TEN 35,17,16,"Anthony Wright pass complete to Todd Heap for 35 yards, touchdown",2.700,7.000
4,,,,TEN 2,17,17,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,17,17,"Wade Richey kicks off 57 yards, returned by Justin McCareins for 13 yards (tackle by Ovie Mughelli)",0.000,0.670
4,4:26,1,10,TEN 26,17,17,Eddie George up the middle for 4 yards (tackle by Marques Douglas and Will Demps),0.670,0.670
4,3:53,2,6,TEN 30,17,17,"Penalty on Anthony Weaver: Encroachment, 5 yards (no play)",0.670,1.350
4,3:47,2,1,TEN 35,17,17,Steve McNair pass incomplete intended for Derrick Mason is intercepted by Chris McAlister at BAL-28,1.350,-0.810
4,3:41,1,10,BAL 28,17,17,Jamal Lewis left tackle for 2 yards (tackle by Jevon Kearse),0.810,0.530
4,3:09,2,8,BAL 30,17,17,Anthony Wright pass complete to Travis Taylor for 5 yards,0.530,0.500
4,3:01,3,3,BAL 35,17,17,"Anthony Wright pass incomplete intended for Todd Heap. Penalty on Orlando Brown: Unnecessary Roughness, 15 yards",0.500,-2.030
4,2:56,4,18,BAL 20,17,17,Dave Zastudil punts 43 yards,-2.030,-1.400
4,2:44,1,10,TEN 37,17,17,Steve McNair pass complete to Eddie George for 3 yards (tackle by Ray Lewis),1.400,1.260
4,2:00,2,7,TEN 40,17,17,Steve McNair pass complete to Eddie George for 6 yards (tackle by Ray Lewis),1.260,1.360
4,1:22,3,1,TEN 46,17,17,Eddie George left guard for 8 yards (tackle by Will Demps),1.360,2.520
4,1:12,,,,17,17,Timeout #1 by Tennessee Titans,0.000,2.520
4,1:12,1,10,BAL 46,17,17,Steve McNair pass complete to Derrick Mason for 13 yards (tackle by Will Demps),2.520,3.380
4,1:04,1,10,BAL 33,17,17,Eddie George left end for -2 yards (tackle by Ed Hartwell),3.380,2.570
4,0:49,,,,17,17,Timeout #1 by Baltimore Ravens,0.000,2.570
4,0:49,2,12,BAL 35,17,17,Steve McNair pass complete to Erron Kinney for 6 yards (tackle by Ed Hartwell),2.570,2.680
4,0:38,,,,17,17,Timeout #2 by Baltimore Ravens,0.000,2.680
4,0:38,3,6,BAL 29,17,17,Eddie George right guard for 1 yard (tackle by Gary Baxter),2.680,1.630
4,0:33,,,,17,17,Timeout #3 by Baltimore Ravens,0.000,1.630
4,0:33,4,5,BAL 28,20,17,Gary Anderson 46 yard field goal good,1.630,3.000
4,,,,TEN 30,20,17,"Craig Hentrich kicks off 68 yards, returned by Lamont Brightful for 26 yards (tackle by Tony Beckham)",0.000,0.810
4,0:21,1,10,BAL 28,20,17,Anthony Wright pass complete to Travis Taylor for 12 yards,0.810,1.600
4,0:21,1,10,BAL 40,20,17,Anthony Wright spiked the ball,1.600,1.050
4,0:05,2,10,BAL 40,20,17,Anthony Wright pass incomplete intended for Todd Heap,1.050,0.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
