Quarter,Time,Down,ToGo,Location,BUF,MIN,Detail,EPB,EPA
1,6:51,2,10,BUF 19,0,3,Travis Henry right tackle for 17 yards (tackle by Corey Chavous and Greg Biekert),-0.390,1.330
1,6:09,1,10,BUF 36,0,3,Drew Bledsoe pass complete to Peerless Price for 8 yards (tackle by Lemanski Hall),1.330,1.870
1,5:31,2,2,BUF 44,0,3,Drew Bledsoe pass complete to Peerless Price for 21 yards (tackle by Tyrone Carter),1.870,1.870
,,,,,,,"MIN challenged the ruling, and the play was upheld.",,
1,5:31,2,2,BUF 44,0,3,--,1.870,3.250
1,5:10,1,10,MIN 35,0,3,Travis Henry left end for no gain (tackle by Greg Biekert and Willie Offord),3.250,2.700
1,4:31,2,10,MIN 35,0,3,Drew Bledsoe pass incomplete intended for Larry Centers,2.700,2.010
1,4:27,3,10,MIN 35,0,3,"Penalty on Jonas Jennings: False Start, 5 yards (no play)",2.010,1.350
1,4:27,3,15,MIN 40,0,3,"Drew Bledsoe sacked by Talance Sawyer for -2 yards. Penalty on Kenny Mixon: Defensive Offside, 5 yards (no play)",1.350,2.010
1,4:07,3,10,MIN 35,0,3,Drew Bledsoe pass incomplete intended for Josh Reed,2.010,0.970
1,4:01,4,10,MIN 35,3,3,Mike Hollis 52 yard field goal good,0.970,3.000
1,4:01,,,BUF 30,3,3,"Mike Hollis kicks off 61 yards, returned by Cedric James for 22 yards (tackle by Shawn Bryson)",0.000,1.000
1,3:50,1,10,MIN 31,3,3,Daunte Culpepper pass complete to Randy Moss for 3 yards (tackle by Antoine Winfield),1.000,0.870
1,3:05,2,7,MIN 34,3,3,"Daunte Culpepper sacked by Keith Newman for -7 yards. Daunte Culpepper fumbles (forced by Keith Newman), recovered by Justin Bannan at MIN-27 (tackle by Harold Morrow)",0.870,-3.780
1,2:55,1,10,MIN 27,3,3,Drew Bledsoe pass complete to Peerless Price for 8 yards,3.780,4.350
1,2:31,2,2,MIN 19,3,3,Drew Bledsoe pass complete to Josh Reed for 8 yards (tackle by Brian Williams),4.350,4.840
1,1:52,1,10,MIN 11,3,3,Drew Bledsoe pass incomplete intended for Eric Moulds,4.840,4.140
1,1:47,2,10,MIN 11,3,3,Travis Henry middle for 2 yards (tackle by Kenny Mixon),4.140,3.530
1,1:08,3,8,MIN 9,3,3,Drew Bledsoe pass complete to Eric Moulds for 7 yards (tackle by Greg Biekert),3.530,3.250
1,0:43,4,1,MIN 2,6,3,Mike Hollis 20 yard field goal good,3.250,3.000
1,0:24,1,10,MIN 28,6,3,Daunte Culpepper pass complete to Jim Kleinsasser for 11 yards (tackle by Eddie Robinson),0.810,1.530
Quarter,Time,Down,ToGo,Location,BUF,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 39,6,3,Michael Bennett middle for 3 yards (tackle by Pat Williams and Kendrick Office),1.530,1.390
2,14:22,2,7,MIN 42,6,3,"Daunte Culpepper sacked by Keith Newman for -9 yards. Penalty on Chris Liwienski: Offensive Holding, 10 yards (no play)",1.390,0.040
2,14:22,2,17,MIN 32,6,3,"Penalty on London Fletcher: Unsportsmanlike Conduct, 15 yards (no play)",0.040,2.060
2,13:59,1,10,MIN 47,6,3,Moe Williams right guard for 3 yards,2.060,1.920
2,13:18,1,10,MIN 47,,,Timeout #2 by Minnesota Vikings,2.060,1.920
2,13:08,2,7,,6,3,Doug Chapman middle for 27 yards (tackle by Antoine Winfield and Pierson Prioleau),1.920,4.040
2,12:30,1,10,BUF 23,6,3,Daunte Culpepper pass complete to Randy Moss for 4 yards (tackle by Eddie Robinson),4.040,4.050
2,11:45,2,6,BUF 19,6,3,Michael Bennett right guard for 5 yards (tackle by Pat Williams),4.050,4.280
2,11:07,3,1,BUF 14,6,3,Michael Bennett middle for 3 yards (tackle by Kendrick Office),4.280,4.840
2,10:32,3,1,BUF 14,,,Timeout #2 by Buffalo Bills,4.280,4.840
2,10:32,1,10,BUF 11,6,3,Daunte Culpepper left tackle for 1 yard (tackle by Coy Wire),4.840,4.320
2,9:48,2,9,BUF 10,6,3,Daunte Culpepper left guard for 8 yards (tackle by Pierson Prioleau),4.320,5.120
2,9:05,3,1,BUF 2,6,3,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Nate Clements),5.120,3.250
2,9:00,4,1,BUF 2,6,9,"Daunte Culpepper right end for 2 yards, touchdown",3.250,7.000
2,9:00,,,BUF 2,6,10,Doug Brien kicks extra point good,0.000,0.000
2,9:00,,,MIN 30,6,10,"Doug Brien kicks off 61 yards, returned by Charlie Rogers for 15 yards (tackle by Harold Morrow)",0.000,0.540
2,8:48,1,10,BUF 24,6,10,Drew Bledsoe pass complete to Peerless Price for 14 yards (tackle by Ronnie Bradford),0.540,1.470
2,8:16,1,10,BUF 38,6,10,Drew Bledsoe pass incomplete intended for Peerless Price,1.470,0.920
2,8:11,2,10,BUF 38,6,10,Travis Henry middle for 1 yard (tackle by Fred Robbins and Kenny Mixon),0.920,0.370
2,7:32,3,9,BUF 39,6,10,Drew Bledsoe pass complete to Eric Moulds for 8 yards (tackle by Corey Chavous),0.370,-0.260
2,7:19,4,1,BUF 47,6,10,"Brian Moorman punts 39 yards, returned by D'Wayne Bates for 13 yards (tackle by DaShon Polk)",-0.260,-0.740
2,7:07,1,10,MIN 27,6,10,Daunte Culpepper pass complete to Randy Moss for 15 yards,0.740,1.730
2,6:41,1,10,MIN 42,6,10,Randy Moss left end for 5 yards (tackle by Antoine Winfield),1.730,1.860
2,5:59,2,5,MIN 47,6,10,Daunte Culpepper pass incomplete intended for Derrick Alexander,1.860,1.160
2,5:53,3,5,MIN 47,6,10,"Daunte Culpepper pass incomplete intended for Derrick Alexander. Penalty on Nate Clements: Defensive Pass Interference, 17 yards (no play)",1.160,3.180
2,5:49,1,10,BUF 36,6,10,Daunte Culpepper pass incomplete intended for Derrick Alexander,3.180,2.640
2,5:43,2,10,BUF 36,6,10,Moe Williams left end for 12 yards (tackle by Pierson Prioleau),2.640,3.970
2,4:59,1,10,BUF 24,6,10,Moe Williams left guard for 9 yards (tackle by Pierson Prioleau),3.970,4.850
2,4:19,2,1,BUF 15,6,10,Daunte Culpepper sacked by Aaron Schobel for -8 yards,4.850,2.870
2,4:12,3,9,BUF 23,6,10,Daunte Culpepper pass complete to Chris Walsh for 16 yards (tackle by Pierson Prioleau),2.870,5.600
2,3:06,1,7,BUF 7,6,10,Daunte Culpepper pass incomplete intended for Randy Moss,5.600,4.760
2,3:04,2,7,BUF 7,6,10,Moe Williams left tackle for 3 yards (tackle by London Fletcher),4.760,4.490
2,2:20,3,4,BUF 4,6,10,Daunte Culpepper pass incomplete intended for Jim Kleinsasser,4.490,3.030
2,2:16,4,4,BUF 4,6,13,Doug Brien 22 yard field goal good,3.030,3.000
2,2:16,,,MIN 30,6,13,"Doug Brien kicks off 68 yards, returned by Charlie Rogers for 16 yards (tackle by Brian Russell)",0.000,0.040
2,2:06,1,10,BUF 18,6,13,Drew Bledsoe pass complete to Eric Moulds for 11 yards (tackle by Tyrone Carter),0.040,0.870
2,1:58,1,10,BUF 29,6,13,Drew Bledsoe pass complete to Jay Riemersma for 10 yards (tackle by Lance Johnstone),0.870,1.530
2,1:36,1,10,BUF 39,6,13,Drew Bledsoe pass incomplete intended for Josh Reed,1.530,0.990
2,1:30,2,10,BUF 39,6,13,Drew Bledsoe pass complete to Larry Centers for 14 yards (tackle by Tyrone Carter),0.990,2.460
2,1:23,1,10,MIN 47,6,13,Drew Bledsoe pass complete to Peerless Price for 38 yards (tackle by Corey Chavous),2.460,5.140
2,1:10,1,10,MIN 47,,,Timeout #3 by Minnesota Vikings,2.460,5.140
2,1:10,1,9,MIN 9,12,13,"Drew Bledsoe pass complete to Josh Reed for 9 yards, touchdown",5.140,7.000
2,1:10,,,MIN 9,13,13,Mike Hollis kicks extra point good,0.000,0.000
2,1:10,,,BUF 30,13,13,"Mike Hollis kicks off 62 yards, returned by Cedric James for 19 yards (tackle by Phillip Crosby)",0.000,0.740
2,1:01,1,9,MIN 9,,,Timeout #3 by Buffalo Bills,5.140,-0.740
2,1:01,1,10,MIN 27,13,13,Daunte Culpepper pass complete to Jim Kleinsasser for 8 yards (tackle by Chris Watson),0.740,1.280
2,0:56,2,2,MIN 35,13,13,Daunte Culpepper pass incomplete intended for Derrick Alexander,1.280,0.560
2,0:50,3,2,MIN 35,13,13,"Daunte Culpepper pass incomplete intended for D'Wayne Bates. Penalty on Chris Watson: Defensive Pass Interference, 8 yards (no play)",0.560,1.800
2,0:47,1,10,MIN 43,13,13,Daunte Culpepper pass incomplete intended for Moe Williams,1.800,1.250
2,0:41,2,10,MIN 43,13,13,Daunte Culpepper pass complete to Randy Moss for 15 yards (tackle by Eddie Robinson and Antoine Winfield),1.250,2.790
2,0:22,1,10,BUF 42,13,13,Daunte Culpepper pass incomplete,2.790,2.240
2,0:20,2,10,BUF 42,13,13,Daunte Culpepper pass incomplete intended for Derrick Alexander,2.240,1.550
2,0:15,3,10,BUF 42,13,13,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Nate Clements),1.550,0.460
2,0:09,4,10,BUF 42,13,13,"Penalty on Daunte Culpepper: Delay of Game, 5 yards (no play)",0.460,0.130
2,0:09,4,15,BUF 47,13,13,Daunte Culpepper pass complete to Randy Moss for 21 yards,0.130,3.840
2,0:03,1,10,BUF 26,13,13,Doug Brien 44 yard field goal no good,3.840,1.140
Quarter,Time,Down,ToGo,Location,BUF,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,13,13,"Doug Brien kicks off 63 yards, returned by Charlie Rogers for 16 yards (tackle by Jack Brewer)",0.000,0.480
3,14:55,1,10,BUF 23,13,13,Drew Bledsoe pass incomplete intended for Eric Moulds,0.480,-0.070
3,14:50,2,10,BUF 23,13,13,Drew Bledsoe pass incomplete intended for Jay Riemersma,-0.070,-0.760
3,14:46,3,10,BUF 23,13,13,Drew Bledsoe pass incomplete intended for Peerless Price (defended by Tyrone Carter),-0.760,-1.830
3,14:41,4,10,BUF 23,13,13,"Brian Moorman punts 41 yards, returned by D'Wayne Bates for 61 yards (tackle by Brian Moorman)",-1.830,-6.510
3,14:16,1,3,BUF 3,13,13,Michael Bennett middle for 1 yard (tackle by Ron Edwards),6.510,5.720
3,13:41,2,2,BUF 2,13,19,"Daunte Culpepper pass complete to Randy Moss for 2 yards, touchdown",5.720,7.000
3,13:41,,,BUF 2,13,20,Doug Brien kicks extra point good,0.000,0.000
3,13:41,,,MIN 30,19,20,"Doug Brien kicks off 60 yards, returned by Charlie Rogers for 90 yards, touchdown",0.000,7.000
3,13:36,,,MIN 2,20,20,Mike Hollis kicks extra point good,0.000,0.000
3,13:36,,,BUF 30,20,20,"Mike Hollis kicks off 64 yards, returned by Doug Chapman for 16 yards (tackle by Phillip Crosby)",0.000,0.410
3,13:18,1,10,MIN 22,20,20,Daunte Culpepper pass incomplete intended for Randy Moss,0.410,-0.130
3,13:09,2,10,MIN 22,20,20,Michael Bennett middle for 17 yards (tackle by Jason Bostic),-0.130,1.530
3,12:32,1,10,MIN 39,20,20,Daunte Culpepper sacked by Chidi Ahanotu for -3 yards,1.530,0.580
3,12:08,2,13,MIN 36,20,20,Daunte Culpepper pass complete to Chris Walsh for 5 yards (tackle by Antoine Winfield),0.580,0.560
3,11:11,3,8,MIN 41,20,20,"Daunte Culpepper left tackle for 4 yards. Daunte Culpepper fumbles, recovered by Kendrick Office at MIN-45 and returned for 10 yards (tackle by Moe Williams)",0.560,-3.250
3,10:59,1,10,MIN 35,20,20,Travis Henry middle for -3 yards (tackle by Jim Nelson),3.250,2.300
3,10:21,2,13,MIN 38,20,20,Drew Bledsoe sacked by Kenny Mixon for -3 yards,2.300,1.220
3,9:58,3,16,MIN 41,20,20,Drew Bledsoe pass complete to Josh Reed for 22 yards (tackle by Brian Williams),1.220,4.310
3,9:06,1,10,MIN 19,20,20,Travis Henry middle for 13 yards (tackle by Jim Nelson),4.310,5.830
3,8:24,1,6,MIN 6,20,20,Travis Henry left tackle for -2 yards (tackle by Fred Robbins and Greg Biekert),5.830,4.570
3,7:44,2,8,MIN 8,20,20,Drew Bledsoe pass complete to Larry Centers for 7 yards (tackle by Ronnie Bradford),4.570,5.170
3,6:59,3,1,MIN 1,20,20,Travis Henry middle for -1 yards (tackle by Lemanski Hall),5.170,3.250
3,6:19,4,2,MIN 2,23,20,Mike Hollis 20 yard field goal good,3.250,3.000
3,6:19,,,BUF 30,23,20,"Mike Hollis kicks off 67 yards, returned by Doug Chapman for 34 yards (tackle by Charlie Rogers)",0.000,1.400
3,6:07,1,10,MIN 37,23,20,Michael Bennett middle for 4 yards (tackle by Pat Williams),1.400,1.400
3,5:30,2,6,MIN 41,23,20,Michael Bennett right guard for 2 yards (tackle by London Fletcher),1.400,0.960
3,4:52,3,4,MIN 43,23,20,"Daunte Culpepper pass incomplete intended for Randy Moss. Penalty on Antoine Winfield: Illegal Contact, 5 yards (no play)",0.960,2.130
3,4:46,1,10,MIN 48,23,20,Michael Bennett middle for 2 yards (tackle by Coy Wire and London Fletcher),2.130,1.850
3,4:07,2,8,,23,20,Daunte Culpepper pass complete to Jim Kleinsasser for 10 yards (tackle by Nate Clements),1.850,2.920
3,3:45,1,10,BUF 40,23,20,"Daunte Culpepper pass complete to Randy Moss for 40 yards. Penalty on Michael Bennett: Offensive Holding, 10 yards (no play)",2.920,2.260
3,3:37,1,20,,23,20,Moe Williams middle for 1 yard (tackle by Eddie Robinson),2.260,1.160
3,2:58,2,19,BUF 49,23,20,Daunte Culpepper pass complete to Derrick Alexander for 17 yards (tackle by Nate Clements),1.160,2.740
3,2:17,3,2,BUF 32,23,20,Moe Williams middle for 3 yards (tackle by Justin Bannan),2.740,3.640
3,1:37,1,10,BUF 29,23,26,"Daunte Culpepper pass complete to D'Wayne Bates for 29 yards, touchdown",3.640,7.000
3,1:37,,,BUF 29,23,26,Doug Brien kicks extra point no good,0.000,-1.000
3,1:37,,,MIN 30,23,26,"Doug Brien kicks off 65 yards, returned by Charlie Rogers for 24 yards (tackle by Harold Morrow)",0.000,0.870
3,1:24,1,10,BUF 29,23,26,"Drew Bledsoe sacked by Kenny Mixon for -7 yards. Penalty on Henri Crockett: Defensive Holding, 5 yards (no play)",0.870,1.200
3,1:04,1,10,BUF 34,23,26,Travis Henry left guard for 4 yards (tackle by Greg Biekert),1.200,1.200
3,0:21,2,6,BUF 38,23,26,Drew Bledsoe sacked by Lorenzo Bromell for -14 yards,1.200,-1.350
Quarter,Time,Down,ToGo,Location,BUF,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,20,BUF 24,23,26,Drew Bledsoe pass complete to Josh Reed for 15 yards (tackle by Greg Biekert),-1.350,-0.780
4,14:23,4,5,BUF 39,23,26,"Brian Moorman punts 61 yards, touchback",-0.780,-0.280
4,14:12,1,10,MIN 20,29,26,"Daunte Culpepper sacked by Aaron Schobel and Pat Williams for -10 yards. Daunte Culpepper fumbles (forced by Aaron Schobel), recovered by Ron Edwards at MIN-0. Ron Edwards fumbles (forced by Aaron Schobel), recovered by Ron Edwards at MIN-0, touchdown, touchdown",0.280,-7.000
4,14:01,,,MIN 20,30,26,Mike Hollis kicks extra point good,0.000,0.000
4,14:01,,,BUF 30,30,26,"Mike Hollis kicks off 64 yards, returned by Cedric James for 22 yards (tackle by Jason Bostic). Penalty on Matt Cercone: Offensive Holding, 10 yards",0.000,0.040
4,13:54,1,10,MIN 18,30,26,Doug Chapman right tackle for 3 yards (tackle by Chidi Ahanotu),0.040,0.010
4,13:16,2,7,MIN 21,30,26,Doug Chapman middle for 5 yards (tackle by Chris Watson),0.010,-0.140
4,12:37,3,2,MIN 26,30,26,Moe Williams middle for 4 yards (tackle by Chidi Ahanotu),-0.140,0.940
4,11:51,1,10,MIN 30,30,26,Daunte Culpepper pass incomplete intended for Derrick Alexander,0.940,0.390
4,11:46,2,10,MIN 30,30,26,Moe Williams right end for 12 yards (tackle by Pierson Prioleau),0.390,1.730
4,11:22,1,10,MIN 42,30,26,Moe Williams left tackle for 23 yards (tackle by Pierson Prioleau),1.730,3.250
4,10:40,1,10,BUF 35,30,26,Daunte Culpepper pass complete to Randy Moss for 5 yards (tackle by Pierson Prioleau and Nate Clements),3.250,3.380
4,10:04,2,5,BUF 30,30,26,Randy Moss pass incomplete intended for Derrick Alexander,3.380,2.680
4,9:56,3,5,BUF 30,30,26,Daunte Culpepper pass complete to D'Wayne Bates for 17 yards (tackle by Nate Clements),2.680,4.710
4,9:08,1,10,BUF 13,30,26,Daunte Culpepper pass incomplete intended for Randy Moss,4.710,4.050
4,9:02,2,10,BUF 13,30,26,"Doug Chapman left tackle for 6 yards. Doug Chapman fumbles, recovered by Doug Chapman at BUF-7",4.050,4.330
4,8:20,3,4,BUF 7,30,26,Moe Williams for 2 yards (tackle by Chidi Ahanotu and Coy Wire),4.330,3.030
4,7:33,4,2,BUF 5,30,32,"Daunte Culpepper pass complete to Derrick Alexander for 5 yards, touchdown",3.030,7.000
4,7:33,,,BUF 5,30,32,Doug Brien kicks extra point no good,0.000,-1.000
4,7:33,,,MIN 30,30,32,"Doug Brien kicks off 71 yards, returned by Charlie Rogers for 23 yards (tackle by Moe Williams)",0.000,0.410
4,7:21,1,10,BUF 22,30,32,Drew Bledsoe pass incomplete intended for Eric Moulds,0.410,-0.130
4,7:15,2,10,BUF 22,30,32,Drew Bledsoe pass complete to Peerless Price for 2 yards (tackle by Corey Chavous),-0.130,-0.560
4,6:34,3,8,BUF 24,30,32,"Drew Bledsoe pass complete to Josh Reed for 28 yards (tackle by Eric Kelly). Penalty on Eric Kelly: Face Mask (15 Yards), 15 yards",-0.560,3.380
4,6:11,1,10,MIN 33,30,32,Travis Henry right tackle for 4 yards (tackle by Lemanski Hall),3.380,3.380
4,5:28,2,6,MIN 29,30,32,Drew Bledsoe pass incomplete intended for Josh Reed,3.380,2.680
4,5:22,3,6,MIN 29,30,32,Drew Bledsoe pass complete to Josh Reed for 16 yards (tackle by Eric Kelly),2.680,4.710
4,4:42,1,10,MIN 13,30,32,Drew Bledsoe pass complete to Peerless Price for 12 yards (tackle by Lemanski Hall and Willie Offord),4.710,6.970
4,3:54,1,1,MIN 1,30,32,"Travis Henry for -2 yards. Travis Henry fumbles, recovered by Drew Bledsoe at MIN-3",6.970,5.530
4,3:18,2,3,MIN 3,30,32,Drew Bledsoe pass incomplete intended for Peerless Price,5.530,4.720
4,3:13,3,3,MIN 3,36,32,"Drew Bledsoe pass complete to Peerless Price for 3 yards, touchdown",4.720,7.000
4,3:13,3,,MIN 3,36,32,"Two Point Attempt: Drew Bledsoe pass incomplete intended for Josh Reed, conversion fails. Penalty on Josh Reed: Unsportsmanlike Conduct, 15 yards",1.000,-1.000
4,3:13,,,BUF 15,36,32,"Mike Hollis kicks off 67 yards, returned by Cedric James for 22 yards",0.000,1.600
4,3:03,1,10,MIN 40,36,32,Moe Williams right tackle for 4 yards (tackle by Aaron Schobel),1.600,1.590
4,2:40,2,6,MIN 44,36,32,Daunte Culpepper pass complete to Jim Kleinsasser for 10 yards (tackle by Eddie Robinson),1.590,2.520
4,2:16,1,10,BUF 46,36,32,Daunte Culpepper pass complete to D'Wayne Bates for 22 yards (tackle by Pierson Prioleau),2.520,3.970
4,2:04,1,10,BUF 46,,,Timeout #1 by Minnesota Vikings,2.520,3.970
4,2:04,1,10,BUF 24,36,32,Moe Williams middle for 9 yards (tackle by Pierson Prioleau),3.970,4.850
4,1:58,2,1,BUF 15,36,32,"Daunte Culpepper for no gain. Daunte Culpepper fumbles, recovered by Daunte Culpepper at BUF-16",4.850,3.950
4,1:49,2,1,BUF 15,,,Timeout #2 by Minnesota Vikings,4.850,3.950
4,1:49,3,2,BUF 16,36,32,Daunte Culpepper pass complete to Randy Moss for 3 yards (tackle by Chris Watson),3.950,4.710
4,1:25,1,10,BUF 13,36,32,Moe Williams middle for 3 yards (tackle by London Fletcher),4.710,4.580
4,1:04,1,10,BUF 13,,,Timeout #3 by Minnesota Vikings,4.710,4.580
4,1:04,2,7,BUF 10,36,32,Daunte Culpepper pass complete to Randy Moss for 8 yards (tackle by Antoine Winfield),4.580,6.740
4,0:34,1,2,BUF 2,36,32,Daunte Culpepper pass incomplete intended for Randy Moss,6.740,5.720
4,0:30,2,2,BUF 2,36,38,"Moe Williams middle for 2 yards, touchdown",5.720,7.000
4,0:30,,,BUF 2,36,39,Doug Brien kicks extra point good,0.000,0.000
4,0:30,,,MIN 30,36,39,"Doug Brien kicks off 46 yards, returned by Phillip Crosby for 11 yards (tackle by Chris Walsh)",0.000,1.270
4,0:21,1,10,BUF 35,36,39,Drew Bledsoe pass complete to Larry Centers for 13 yards (tackle by Tyrone Carter),1.270,2.130
4,0:15,1,10,BUF 48,36,39,Drew Bledsoe pass complete to Josh Reed for 8 yards (tackle by Brian Williams),2.130,2.660
4,0:07,1,10,BUF 48,,,Timeout #1 by Buffalo Bills,2.130,2.660
4,0:07,2,2,MIN 44,36,39,Drew Bledsoe pass complete to Peerless Price for 8 yards (tackle by Brian Williams),2.660,3.180
4,0:03,2,2,MIN 44,,,Timeout #2 by Buffalo Bills,2.660,3.180
4,0:03,1,10,MIN 36,39,39,Mike Hollis 54 yard field goal good,3.180,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,BUF,MIN,Detail,EPB,EPA
,,,,,,,"Bills won the coin toss, Bills to receive the overtime kickoff.",,
OT,15:00,,,MIN 30,39,39,"Doug Brien kicks off 70 yards, returned by Charlie Rogers for 22 yards (tackle by Jack Brewer)",0.000,0.410
OT,14:54,1,10,BUF 22,39,39,Drew Bledsoe pass complete to Josh Reed for 4 yards (tackle by Henri Crockett),0.410,0.410
OT,14:20,2,6,BUF 26,39,39,Drew Bledsoe pass complete to Peerless Price for 15 yards (tackle by Ronnie Bradford),0.410,1.660
,,,,,,,"MIN challenged the ruling, and the play was upheld.",,
OT,13:46,1,10,BUF 41,39,39,Drew Bledsoe pass complete to Eric Moulds for 12 yards (tackle by Corey Chavous),1.660,2.460
OT,13:21,1,10,MIN 47,39,39,Drew Bledsoe pass incomplete intended for Eric Moulds,2.460,1.910
OT,13:16,2,10,MIN 47,39,39,"Drew Bledsoe for no gain. Drew Bledsoe fumbles, recovered by Mike Williams at BUF-48",1.910,0.560
OT,12:56,3,15,BUF 48,39,39,Drew Bledsoe pass incomplete intended for Eric Moulds,0.560,-0.190
OT,12:49,4,15,BUF 48,39,39,Brian Moorman punts 27 yards,-0.190,-0.610
OT,12:40,1,10,MIN 25,39,39,Daunte Culpepper pass complete to Randy Moss for 4 yards (tackle by Nate Clements),0.610,0.600
OT,12:15,2,6,MIN 29,39,39,Daunte Culpepper pass complete to Derrick Alexander for 3 yards (tackle by Coy Wire),0.600,0.300
OT,11:33,3,3,MIN 32,39,39,Daunte Culpepper pass incomplete intended for Jim Kleinsasser,0.300,-1.240
OT,11:30,4,3,MIN 32,39,39,Kyle Richardson punts 45 yards,-1.240,-0.480
OT,11:20,1,10,BUF 23,39,39,Larry Centers middle for 1 yard (tackle by Chuck Wiley),0.480,0.070
OT,10:54,2,9,BUF 24,39,39,Drew Bledsoe pass complete to Eric Moulds for 13 yards (tackle by Tyrone Carter),0.070,1.400
OT,10:24,1,10,BUF 37,39,39,Drew Bledsoe pass complete to Peerless Price for 6 yards (tackle by Brian Williams),1.400,1.670
OT,9:56,2,4,BUF 43,39,39,Drew Bledsoe pass complete to Larry Centers for 10 yards (tackle by Tyrone Carter),1.670,2.460
OT,9:27,1,10,MIN 47,39,39,Drew Bledsoe pass complete to Eric Moulds for 23 yards (tackle by Tyrone Carter),2.460,3.970
OT,8:42,1,10,MIN 24,39,39,"Larry Centers left end for 1 yard. Penalty on Chris Hovan: Defensive Offside, 5 yards (no play)",3.970,4.750
OT,8:16,1,5,MIN 19,39,39,Drew Bledsoe sacked by Lorenzo Bromell for -9 yards,4.750,2.890
OT,7:40,2,14,MIN 28,39,39,Drew Bledsoe pass complete to Peerless Price for 2 yards (tackle by Corey Chavous),2.890,2.480
OT,7:12,2,14,MIN 28,,,Timeout #1 by Buffalo Bills,2.890,2.480
