Quarter,Time,Down,ToGo,Location,WAS,ATL,Detail,EPB,EPA
2,6:57,2,10,WAS 23,7,3,Kirk Cousins pass incomplete short left intended for Matt Jones,-0.070,-0.760
2,6:51,3,10,WAS 23,7,3,Kirk Cousins pass complete short right to Jamison Crowder for 14 yards (tackle by Adrian Clayborn),-0.760,-0.760
2,6:09,3,10,WAS 23,7,3,Timeout #1 by Washington Redskins,-0.760,1.400
2,6:09,1,10,WAS 37,7,3,Matt Jones right end for no gain (tackle by Paul Soliai),1.400,0.860
2,5:32,2,10,WAS 37,7,3,Kirk Cousins pass incomplete short right intended for Pierre Garcon (defended by Desmond Trufant),0.860,0.170
2,5:28,3,10,WAS 37,7,3,Kirk Cousins pass incomplete deep left intended for Pierre Garcon is intercepted by Robert Alford at ATL-43 and returned for 17 yards,0.170,-2.920
2,5:14,1,10,WAS 40,7,3,Devonta Freeman right end for 6 yards (tackle by Dashon Goldson),2.920,3.180
2,4:34,2,4,WAS 34,7,3,Devonta Freeman left tackle for -2 yards (tackle by Ricky Jean-Francois),3.180,2.210
2,3:55,3,6,WAS 36,7,3,Matt Ryan pass complete short right to Nick Williams for 13 yards (tackle by Kyshoen Jarrett),2.210,4.040
2,3:14,1,10,WAS 23,7,3,Matt Ryan pass incomplete deep right intended for Nick Williams,4.040,3.500
2,3:09,2,10,WAS 23,7,3,Devonta Freeman right guard for 7 yards (tackle by Dashon Goldson),3.500,3.850
2,2:26,3,3,WAS 16,7,3,"Matt Ryan sacked by Chris Baker for -2 yards. Matt Ryan fumbles (forced by Chris Baker), recovered by William Compton at WAS-13 (tackle by Andy Levitre)",3.850,0.320
2,2:17,1,10,WAS 13,7,3,Kirk Cousins pass complete short right to Chris Thompson for 5 yards (tackle by Kemal Ishmael),-0.320,-0.140
2,2:00,2,5,WAS 18,7,3,Kirk Cousins pass incomplete short left intended for Chris Thompson,-0.140,-0.830
2,1:55,3,5,WAS 18,7,3,Kirk Cousins pass incomplete short left intended for Ryan Grant,-0.830,-2.240
2,1:51,4,5,WAS 18,7,3,"Tress Way punts 50 yards, returned by Eric Weems for 8 yards (tackle by Preston Smith). Penalty on Deshazor Everett: Unsportsmanlike Conduct, 15 yards",-2.240,-2.590
2,1:39,1,10,WAS 45,7,3,Matt Ryan pass complete short right to Devonta Freeman for 8 yards (tackle by Perry Riley),2.590,3.120
2,1:15,2,2,WAS 37,7,3,Devonta Freeman right guard for 8 yards (tackle by Trent Robinson),3.120,3.640
2,0:53,1,10,WAS 29,7,3,Matt Ryan pass complete short middle to Jacob Tamme for 7 yards (tackle by Dashon Goldson),3.640,4.050
2,0:33,2,3,WAS 22,7,3,Matt Ryan sacked by Ryan Kerrigan for -3 yards,4.050,4.050
2,0:27,2,3,WAS 22,7,3,Timeout #1 by Atlanta Falcons,4.050,2.940
2,0:27,3,6,WAS 25,7,3,Matt Ryan pass complete short right to Jacob Tamme for 5 yards (tackle by William Compton),2.940,2.940
2,0:05,3,6,WAS 25,7,3,Timeout #2 by Atlanta Falcons,2.940,2.270
2,0:05,4,1,WAS 20,7,3,Matt Bryant 38 yard field goal no good,2.270,0.740
Quarter,Time,Down,ToGo,Location,WAS,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,7,3,"Dustin Hopkins kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,ATL 20,7,3,"Matt Ryan pass complete short left to Julio Jones for 20 yards (tackle by Will Blackmon). Julio Jones fumbles (forced by Will Blackmon), recovered by Julio Jones at ATL-40",0.280,1.600
3,14:22,1,10,ATL 40,7,3,Devonta Freeman right end for 16 yards (tackle by Will Blackmon),1.600,2.650
3,13:41,1,10,WAS 44,7,3,Matt Ryan pass complete short left to Devonta Freeman for 5 yards (tackle by Ryan Kerrigan),2.650,2.780
3,12:58,2,5,WAS 39,7,3,Matt Ryan pass incomplete short right intended for Nick Williams,2.780,2.080
3,12:54,3,5,WAS 39,7,3,Matt Ryan pass incomplete deep right intended for Leonard Hankerson,2.080,0.660
3,12:48,4,5,WAS 39,7,3,Matt Ryan pass complete short left to Devonta Freeman for 7 yards (tackle by William Compton),0.660,3.450
3,12:07,1,10,WAS 32,7,3,Matt Ryan pass incomplete short right intended for Roddy White (defended by Bashaud Breeland),3.450,2.900
3,12:03,2,10,WAS 32,7,3,Devonta Freeman left end for 2 yards (tackle by Jason Hatcher),2.900,2.480
3,11:23,3,8,WAS 30,7,3,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Bashaud Breeland),2.480,1.410
3,11:18,4,8,WAS 30,7,3,Matt Bryant 48 yard field goal no good,1.410,-1.470
3,11:13,1,10,WAS 38,7,3,Matt Jones left end for 5 yards (tackle by Phillip Adams),1.470,1.600
3,10:40,2,5,WAS 43,7,3,Chris Thompson for 9 yards (tackle by Robert Alford),1.600,2.390
3,10:08,1,10,ATL 48,7,3,Jamison Crowder right end for no gain (tackle by Nathan Stupar),2.390,1.850
3,9:35,2,10,ATL 48,7,3,Kirk Cousins pass complete short right to Ryan Grant for 4 yards (tackle by Desmond Trufant),1.850,1.690
3,9:06,3,6,ATL 44,7,3,Kirk Cousins pass complete short middle to Jamison Crowder for 12 yards (tackle by Desmond Trufant),1.690,3.450
3,8:35,1,10,ATL 32,7,3,Chris Thompson right end for 5 yards (tackle by William Moore),3.450,3.580
3,8:10,2,5,ATL 27,7,3,Matt Jones right end for -5 yards (tackle by Jonathan Babineaux),3.580,3.580
3,7:28,2,5,ATL 27,7,3,Timeout #1 by Atlanta Falcons,3.580,2.210
3,7:28,3,10,ATL 32,7,3,Kirk Cousins pass complete short right to Chris Thompson for -3 yards (tackle by Jonathan Babineaux),2.210,0.970
3,6:46,4,13,ATL 35,7,3,Dustin Hopkins 53 yard field goal no good,0.970,-1.800
3,6:41,1,10,ATL 43,7,3,Devonta Freeman right tackle for 9 yards (tackle by Bashaud Breeland),1.800,2.470
3,6:07,2,1,WAS 48,7,3,Devonta Freeman right guard for 4 yards (tackle by Jason Hatcher),2.470,2.650
3,5:30,1,10,WAS 44,7,3,Matt Ryan pass complete short left to Devonta Freeman for 4 yards (tackle by Jeron Johnson),2.650,2.650
3,4:47,2,6,WAS 40,7,3,Matt Ryan pass incomplete short right intended for Nick Williams (defended by Kyshoen Jarrett),2.650,1.950
3,4:44,3,6,WAS 40,7,3,Matt Ryan pass incomplete short left intended for Terron Ward,1.950,0.590
3,4:40,4,6,WAS 40,7,3,Matt Ryan pass complete short middle to Julio Jones for 9 yards (tackle by Preston Smith),0.590,3.510
3,4:04,1,10,WAS 31,7,3,"Penalty on Roddy White: False Start, 5 yards (no play)",3.510,3.180
3,3:40,1,15,WAS 36,7,3,"Devonta Freeman right end for 6 yards (tackle by Bashaud Breeland). Penalty on Bashaud Breeland: Horse Collar Tackle, 15 yards",3.180,4.580
3,3:24,1,10,WAS 15,7,3,Devonta Freeman right end for 2 yards (tackle by Bashaud Breeland and Dashon Goldson),4.580,4.280
3,2:39,2,8,WAS 13,7,3,Devonta Freeman right tackle for 3 yards (tackle by Preston Smith),4.280,4.000
3,2:02,3,5,WAS 10,7,3,Matt Ryan pass incomplete short left intended for Leonard Hankerson,4.000,2.810
3,1:58,4,5,WAS 10,7,6,Matt Bryant 28 yard field goal good,2.810,3.000
3,,,,ATL 35,7,6,"Matthew Bosher kicks off 62 yards, returned by Rashad Ross for 27 yards (tackle by Jalen Collins)",,
3,1:47,1,10,WAS 30,7,6,Alfred Morris right tackle for no gain (tackle by William Moore),0.940,0.390
3,1:10,2,10,WAS 30,7,6,Kirk Cousins pass incomplete short middle intended for Ryan Grant,0.390,-0.300
3,1:05,3,10,WAS 30,7,6,Kirk Cousins pass incomplete deep middle intended for Pierre Garcon,-0.300,-1.370
3,0:59,4,10,WAS 30,7,6,"Tress Way punts 57 yards, returned by Eric Weems for 6 yards (tackle by Nick Sundberg). Penalty on Ricardo Allen: Offensive Holding, 10 yards",-1.370,0.380
3,0:46,1,10,ATL 9,7,6,Devonta Freeman left end for 18 yards (tackle by Keenan Robinson),-0.380,0.740
3,0:03,1,10,ATL 27,7,6,Devonta Freeman for 5 yards (tackle by Perry Riley),0.740,0.870
Quarter,Time,Down,ToGo,Location,WAS,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,ATL 32,7,6,Devonta Freeman left end for 7 yards (tackle by Will Blackmon),0.870,1.530
4,14:16,1,10,ATL 39,7,6,"Matt Ryan pass incomplete short left intended for Roddy White. Penalty on Will Blackmon: Defensive Pass Interference, 6 yards (no play)",1.530,1.930
4,14:14,1,10,ATL 45,7,6,Devonta Freeman left tackle for 11 yards (tackle by Jason Hatcher),1.930,2.650
4,13:32,1,10,WAS 44,7,6,Devonta Freeman right tackle for -1 yards (tackle by Ricky Jean-Francois and Trent Murphy),2.650,1.980
4,12:48,2,11,WAS 45,7,6,Matt Ryan left end for 10 yards,1.980,2.610
4,12:21,3,1,WAS 35,7,6,Matt Ryan right guard for 2 yards (tackle by Trent Murphy),2.610,3.380
4,11:43,1,10,WAS 33,7,6,Devonta Freeman right end for 3 yards (tackle by Perry Riley and Trent Robinson),3.380,3.240
4,11:00,2,7,WAS 30,7,6,Matt Ryan pass complete short left to Roddy White for 16 yards (tackle by Will Blackmon),3.240,4.650
4,10:12,1,10,WAS 14,7,6,Devonta Freeman left end for 11 yards (tackle by Dashon Goldson),4.650,6.510
4,9:21,1,3,WAS 3,7,12,"Devonta Freeman left tackle for 2 yards (tackle by Chris Baker). Devonta Freeman fumbles (forced by Chris Baker), recovered by Julio Jones at WAS-0, touchdown",6.510,7.000
4,9:21,1,,WAS 3,7,12,"Two Point Attempt: Matt Ryan pass incomplete intended for Leonard Hankerson, conversion fails",6.510,-1.000
4,9:21,,,ATL 35,7,12,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
4,9:14,1,10,WAS 20,7,12,Kirk Cousins pass complete short left to Jamison Crowder for 10 yards (tackle by Ricardo Allen). Penalty on Desmond Trufant: Defensive Holding (Declined),0.280,0.940
4,8:54,1,10,WAS 30,7,12,Kirk Cousins pass complete short left to Jamison Crowder for 26 yards (tackle by Paul Worrilow),0.940,2.650
4,8:13,1,10,ATL 44,7,12,"Kirk Cousins pass incomplete deep middle intended for Rashad Ross (defended by Robert Alford). Penalty on Robert Alford: Defensive Pass Interference, 42 yards (no play)",2.650,6.740
4,8:05,1,2,ATL 2,13,12,"Matt Jones right end for 2 yards, touchdown",6.740,7.000
4,8:05,1,,ATL 2,13,12,"Two Point Attempt: Kirk Cousins pass incomplete intended for Pierre Garcon, conversion fails",6.740,-1.000
4,8:05,,,WAS 35,13,12,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
4,7:59,1,10,ATL 20,13,12,Matt Ryan pass complete short left to Devonta Freeman for 4 yards (tackle by Keenan Robinson),0.280,0.270
4,7:23,2,6,ATL 24,13,12,Devonta Freeman right guard for 1 yard (tackle by Perry Riley),0.270,-0.300
4,6:44,3,5,ATL 25,13,12,Matt Ryan pass complete short middle to Julio Jones for 10 yards (tackle by Trent Robinson and Dashon Goldson),-0.300,1.270
4,6:00,1,10,ATL 35,13,12,Matt Ryan pass incomplete short left intended for Roddy White is intercepted by Bashaud Breeland at ATL-49 and returned for 28 yards,1.270,-4.170
4,5:44,1,10,ATL 21,13,12,Matt Jones right tackle for 2 yards (tackle by Kroy Biermann),4.170,3.900
4,5:04,2,8,ATL 19,13,12,Kirk Cousins pass complete short left to Chris Thompson for 9 yards (tackle by Paul Worrilow),3.900,4.910
4,4:21,1,10,ATL 10,13,12,Matt Jones right tackle for 4 yards (tackle by Paul Worrilow),4.910,4.950
4,3:35,2,6,ATL 6,13,12,Matt Jones right guard for no gain (tackle by Paul Soliai),4.950,4.040
4,2:49,3,6,ATL 6,13,12,Kirk Cousins pass complete short left to Jamison Crowder for -4 yards (tackle by Paul Worrilow),4.040,4.040
4,2:42,3,6,ATL 6,13,12,Timeout #2 by Atlanta Falcons,4.040,2.760
4,2:42,4,10,ATL 10,16,12,Dustin Hopkins 28 yard field goal good,2.760,3.000
4,2:42,,,WAS 35,16,12,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
4,2:38,1,10,ATL 20,16,12,Matt Ryan pass complete short right to Devonta Freeman for 7 yards (tackle by Trent Robinson),0.280,0.680
4,2:20,2,3,ATL 27,16,12,Matt Ryan pass complete short right to Jacob Tamme for 15 yards (tackle by Bashaud Breeland),0.680,1.730
4,2:00,1,10,ATL 42,16,12,Matt Ryan pass complete short right to Devonta Freeman for 9 yards (tackle by Perry Riley),1.730,2.400
4,1:56,2,1,WAS 49,16,12,Matt Ryan pass complete short right to Julio Jones for 12 yards (tackle by Dashon Goldson),2.400,3.120
4,1:34,1,10,WAS 37,16,12,Matt Ryan pass complete short middle to Julio Jones for 16 yards (tackle by Dashon Goldson),3.120,4.170
4,1:08,1,10,WAS 21,16,12,Matt Ryan for 8 yards (tackle by Kyshoen Jarrett),4.170,4.950
4,1:00,2,2,WAS 13,16,12,Matt Ryan pass incomplete short right intended for Leonard Hankerson (defended by Bashaud Breeland),4.950,4.240
4,0:56,3,2,WAS 13,16,12,Matt Ryan pass incomplete short right intended for Devonta Freeman,4.240,2.690
4,0:51,4,2,WAS 13,16,12,Matt Ryan pass complete short middle to Roddy White for 7 yards (tackle by Keenan Robinson and Bashaud Breeland),2.690,5.830
4,0:30,1,6,WAS 6,16,18,"Devonta Freeman right end for 6 yards, touchdown",5.830,7.000
4,0:30,,,WAS 6,16,19,Matt Bryant kicks extra point good,0.000,0.000
4,0:30,,,ATL 35,16,19,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
4,0:24,1,10,WAS 20,16,19,Kirk Cousins pass complete short right to Derek Carrier for 20 yards (tackle by Paul Worrilow),0.280,1.600
4,0:17,1,10,WAS 40,16,19,Kirk Cousins pass complete deep middle to Pierre Garcon for 19 yards (tackle by William Moore),1.600,1.600
4,0:10,1,10,WAS 40,16,19,Timeout #1 by Washington Redskins,1.600,2.850
4,0:10,1,10,ATL 41,16,19,Kirk Cousins pass complete short left to Jamison Crowder for 7 yards (tackle by Phillip Adams),2.850,3.250
4,0:05,2,3,ATL 34,19,19,Dustin Hopkins 52 yard field goal good,3.250,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,WAS,ATL,Detail,EPB,EPA
,,,,,,,"Redskins won the coin toss, Redskins to receive the overtime kickoff.",,
OT,15:00,,,ATL 35,19,19,"Matthew Bosher kicks off 65 yards, touchback",0.000,0.280
OT,15:00,1,10,WAS 20,19,19,Kirk Cousins pass complete short right to Jamison Crowder for 5 yards (tackle by Phillip Adams),0.280,0.410
OT,14:32,2,5,WAS 25,19,19,Chris Thompson right end for 1 yard (tackle by Nathan Stupar and O'Brien Schofield),0.410,-0.160
OT,13:52,3,4,WAS 26,19,19,Kirk Cousins pass complete short right to Chris Thompson for 5 yards (tackle by Kemal Ishmael),-0.160,1.000
OT,13:26,1,10,WAS 31,19,19,"Kirk Cousins pass complete deep right to Jamison Crowder for 17 yards (tackle by Phillip Adams). Jamison Crowder fumbles (forced by Phillip Adams), ball out of bounds at WAS-48",1.000,2.130
OT,13:16,1,10,WAS 48,19,19,"Kirk Cousins pass incomplete short right intended for Andre Roberts. Penalty on Anthony McCoy: Offensive Holding (Offsetting), Penalty on Desmond Trufant: Defensive Holding (Offsetting) (no play)",2.130,2.130
OT,13:09,1,10,WAS 48,19,19,Alfred Morris right guard for 2 yards (tackle by Adrian Clayborn),2.130,1.850
OT,12:26,2,8,,19,25,"Kirk Cousins pass incomplete short left intended for Ryan Grant is intercepted by Robert Alford at ATL-41 and returned for 59 yards, touchdown",1.850,-7.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
