Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
2,5:11,2,8,KAN 8,7,3,Philip Rivers pass incomplete short middle intended for Austin Ekeler (defended by Charvarius Ward),4.570,3.580
2,5:07,3,8,KAN 8,7,3,Philip Rivers pass incomplete short middle intended for Keenan Allen (defended by Juan Thornhill),3.580,2.950
2,5:03,4,8,KAN 8,7,6,Michael Badgley 26 yard field goal good,2.950,3.000
2,5:01,,,LAC 35,7,6,"Ty Long kicks off 65 yards, touchback.",0.000,0.610
2,5:01,1,10,KAN 25,7,6,Patrick Mahomes pass complete short right to Damien Williams for 6 yards (tackle by Jaylen Watkins and Thomas Davis),0.610,0.870
2,4:21,2,4,KAN 31,7,6,Damien Williams left end for 2 yards (tackle by Rayshawn Jenkins),0.870,0.430
2,3:56,3,2,KAN 33,7,6,Patrick Mahomes pass complete short left to Darrel Williams for 4 yards (tackle by Jaylen Watkins),0.430,1.400
2,3:28,1,10,KAN 37,7,6,LeSean McCoy left guard for 6 yards (tackle by Thomas Davis),1.400,1.670
2,2:52,2,4,KAN 43,7,6,Patrick Mahomes pass complete deep left to Travis Kelce for 31 yards (tackle by Jaylen Watkins),1.670,3.840
2,2:17,1,10,LAC 26,7,6,Patrick Mahomes pass complete short left to LeSean McCoy for -7 yards (tackle by Melvin Ingram),3.840,2.350
2,2:00,2,17,LAC 33,7,6,"Penalty on Joey Bosa: Neutral Zone Infraction, 5 yards (no play)",2.350,3.030
2,2:00,2,12,LAC 28,7,6,Patrick Mahomes pass complete short left to LeSean McCoy for 5 yards (tackle by Michael Davis),3.030,3.010
2,1:54,3,7,LAC 23,7,6,Patrick Mahomes pass incomplete short left intended for Travis Kelce (defended by Thomas Davis),3.010,1.930
2,1:47,4,7,LAC 23,10,6,Harrison Butker 41 yard field goal good,1.930,3.000
2,1:43,,,KAN 35,10,6,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,1:43,1,10,LAC 25,10,6,Philip Rivers pass complete short middle to Austin Ekeler for 16 yards (tackle by Charvarius Ward),0.610,1.660
2,1:18,1,10,LAC 41,10,6,Philip Rivers pass incomplete short right,1.660,1.120
2,1:12,2,10,LAC 41,10,6,Philip Rivers pass complete short middle to Austin Ekeler for 18 yards (tackle by Juan Thornhill and Armani Watts),1.120,2.850
2,0:46,1,10,KAN 41,10,6,Philip Rivers pass complete short middle to Melvin Gordon for 9 yards (tackle by Armani Watts and Daniel Sorensen),2.850,3.520
2,0:40,,,,,,Timeout #2 by Los Angeles Chargers,,
2,0:40,2,1,KAN 32,10,6,Melvin Gordon left tackle for 7 yards (tackle by Tyrann Mathieu),3.520,3.910
2,0:34,,,,,,Timeout #3 by Los Angeles Chargers,,
2,0:34,1,10,KAN 25,10,6,"Philip Rivers pass incomplete deep right intended for Keenan Allen (defended by Morris Claiborne). Penalty on Michael Schofield: Illegal Use of Hands, 10 yards (no play)",3.910,3.250
2,0:28,1,20,KAN 35,10,6,Philip Rivers pass incomplete short middle intended for Austin Ekeler,3.250,2.010
2,0:25,2,20,KAN 35,10,6,"Philip Rivers pass incomplete short left intended for Keenan Allen. Penalty on Trey Pipkins: Offensive Holding, 10 yards (no play)",2.010,0.660
2,0:17,2,30,KAN 45,10,6,Philip Rivers pass complete short middle to Austin Ekeler for 14 yards (tackle by Tyrann Mathieu and Ben Niemann),0.660,1.880
2,0:02,3,16,KAN 31,10,6,Philip Rivers spiked the ball,1.880,1.320
2,0:01,4,16,KAN 31,10,9,Michael Badgley 49 yard field goal good,1.320,3.000
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,10,9,"Ty Long kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,KAN 25,10,9,"Patrick Mahomes pass incomplete short right. Penalty on Travis Kelce: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,14:43,1,20,KAN 15,10,9,Patrick Mahomes pass complete short left to Travis Kelce for 7 yards (tackle by Thomas Davis),-0.410,-0.340
3,14:02,2,13,KAN 22,10,9,"Patrick Mahomes pass complete short right to Deon Yelder for 23 yards (tackle by Jatavis Brown). Deon Yelder fumbles (forced by Jatavis Brown), recovered by Desmond King at KC-46 (tackle by Andrew Wylie). Penalty on Melvin Ingram: Illegal Use of Hands, 5 yards (no play)",-0.340,0.740
3,13:45,1,10,KAN 27,10,9,Darrel Williams left tackle for no gain (tackle by Justin Jones),0.740,0.200
3,13:12,2,10,KAN 27,10,9,Patrick Mahomes pass complete short middle to Travis Kelce for 8 yards (tackle by Denzel Perryman),0.200,0.560
3,12:34,3,2,KAN 35,10,9,Patrick Mahomes right end for 20 yards (tackle by Denzel Perryman),0.560,2.590
3,12:02,1,10,LAC 45,10,9,LeSean McCoy up the middle for no gain (tackle by Joey Bosa),2.590,2.040
3,11:26,2,10,LAC 45,10,9,Patrick Mahomes pass complete short right to Sammy Watkins for 15 yards (tackle by Jatavis Brown),2.040,3.580
3,10:43,1,10,LAC 30,10,9,Patrick Mahomes pass complete deep left to LeSean McCoy for 16 yards (tackle by Casey Hayward),3.580,4.650
3,10:13,1,10,LAC 14,10,9,"LeSean McCoy left end for 8 yards (tackle by Denzel Perryman). LeSean McCoy fumbles (forced by Denzel Perryman), recovered by LeSean McCoy at LAC-6",4.650,5.470
3,9:33,,,,,,Timeout #1 by Kansas City Chiefs,,
3,9:33,2,2,LAC 6,16,9,"Darrel Williams right guard for 6 yards, touchdown",5.470,7.000
3,9:29,,,LAC 15,17,9,Harrison Butker kicks extra point good,0.000,0.000
3,9:29,,,KAN 35,17,9,"Harrison Butker kicks off 62 yards, returned by Troymaine Pope for 19 yards (tackle by Armani Watts)",0.000,0.410
3,9:23,1,10,LAC 22,17,9,Melvin Gordon left tackle for 2 yards (tackle by Frank Clark and Anthony Hitchens),0.410,0.140
3,8:42,2,8,LAC 24,17,9,Philip Rivers pass incomplete deep middle intended for Hunter Henry,0.140,-0.560
3,8:38,3,8,LAC 24,17,9,Philip Rivers pass incomplete short left intended for Keenan Allen (defended by Charvarius Ward),-0.560,-1.770
3,8:32,4,8,LAC 24,17,9,"Ty Long punts 45 yards out of bounds. Penalty on Jatavis Brown: Ineligible Downfield Kick, 5 yards (no play)",-1.770,-2.140
3,8:25,4,13,LAC 19,17,9,Ty Long punts 35 yards out of bounds,-2.140,-1.990
3,8:16,1,10,KAN 46,17,9,Patrick Mahomes pass incomplete short right intended for Mecole Hardman (defended by Melvin Ingram),1.990,1.450
3,8:13,2,10,KAN 46,17,9,Patrick Mahomes pass complete short middle to Travis Kelce for 11 yards (tackle by Denzel Perryman and Rayshawn Jenkins),1.450,2.720
3,7:35,1,10,LAC 43,17,9,LeSean McCoy right guard for 3 yards (tackle by Brandon Mebane),2.720,2.580
3,6:55,2,7,LAC 40,17,9,"Patrick Mahomes pass complete short left to Mecole Hardman for 6 yards (tackle by Desmond King and Jatavis Brown). Penalty on Melvin Ingram: Defensive Holding, 5 yards (no play)",2.580,3.250
3,6:26,1,10,LAC 35,17,9,Patrick Mahomes pass complete short left to Mecole Hardman for 9 yards (tackle by Melvin Ingram),3.250,3.920
3,5:44,2,1,LAC 26,17,9,Darrel Williams right tackle for 3 yards (tackle by Jatavis Brown and Isaac Rochell),3.920,4.040
3,5:01,1,10,LAC 23,23,9,"Patrick Mahomes pass complete deep left to Travis Kelce for 23 yards, touchdown, touchdown",4.040,7.000
3,4:56,,,LAC 15,24,9,Harrison Butker kicks extra point good,0.000,0.000
3,4:56,,,KAN 35,24,9,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,4:56,1,10,LAC 25,24,9,"Philip Rivers pass incomplete deep right intended for Mike Williams. Penalty on Morris Claiborne: Defensive Pass Interference, 25 yards (no play)",0.610,2.260
3,4:52,1,10,LAC 50,24,9,Melvin Gordon left guard for 5 yards (tackle by Anthony Hitchens and Frank Clark),2.260,2.390
3,4:11,2,5,KAN 45,24,9,Philip Rivers pass incomplete deep middle intended for Mike Williams,2.390,1.690
3,4:04,3,5,KAN 45,24,9,Philip Rivers pass complete short right to Keenan Allen for 7 yards (tackle by Rashad Fenton),1.690,3.050
3,3:31,1,10,KAN 38,24,9,Melvin Gordon right guard for 1 yard (tackle by Derrick Nnadi and Mike Pennel),3.050,2.640
3,2:51,2,9,KAN 37,24,9,"Philip Rivers pass incomplete deep right intended for Austin Ekeler. Penalty on Daniel Sorensen: Defensive Pass Interference, 27 yards (no play)",2.640,4.910
3,2:46,1,10,KAN 10,24,9,Melvin Gordon up the middle for 3 yards (tackle by Damien Wilson and Anthony Hitchens),4.910,4.760
3,1:49,2,7,KAN 7,24,15,"Philip Rivers pass complete short right to Keenan Allen for 7 yards, touchdown",4.760,7.000
3,1:44,,,KAN 2,24,17,"Two Point Attempt: Philip Rivers pass complete to Hunter Henry, conversion succeeds",1.000,1.000
3,1:44,,,LAC 35,24,17,"Ty Long kicks off 65 yards, touchback.",0.000,0.610
3,1:44,1,10,KAN 25,24,17,Darrel Williams right guard for 6 yards (tackle by Thomas Davis and Justin Jones),0.610,0.870
3,1:11,2,4,KAN 31,24,17,Patrick Mahomes pass complete short right to Travis Kelce for 6 yards (tackle by Jaylen Watkins),0.870,1.400
3,0:41,1,10,KAN 37,24,17,Darrel Williams up the middle for 3 yards (tackle by Thomas Davis and Jaylen Watkins),1.400,1.260
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,KAN 40,24,17,Patrick Mahomes pass incomplete short middle intended for Mecole Hardman,1.260,0.560
4,14:57,3,7,KAN 40,24,17,Patrick Mahomes pass incomplete deep left intended for Travis Kelce,0.560,-0.720
4,14:50,4,7,KAN 40,24,17,"Dustin Colquitt punts 43 yards, muffed catch by Desmond King, recovered by Desmond King at LAC-18, returned by Desmond King for no gain (tackle by Armani Watts)",-0.720,-0.040
4,14:42,1,10,LAC 18,24,17,Philip Rivers pass complete short left to Hunter Henry for 14 yards (tackle by Tyrann Mathieu),0.040,1.070
4,14:04,1,10,LAC 32,24,17,Philip Rivers pass complete short right to Hunter Henry for 4 yards (tackle by Tyrann Mathieu and Bashaud Breeland),1.070,1.070
4,13:22,2,6,LAC 36,24,17,Philip Rivers pass incomplete short left intended for Melvin Gordon,1.070,0.370
4,13:17,3,6,LAC 36,24,17,"Philip Rivers sacked by Frank Clark for no gain. Philip Rivers fumbles (forced by Frank Clark), recovered by Austin Ekeler at LAC-36 (tackle by Ben Niemann)",0.370,-0.980
4,12:26,4,6,LAC 36,24,17,"Ty Long punts 49 yards, returned by Mecole Hardman for 7 yards (tackle by Troymaine Pope)",-0.980,-0.410
4,12:16,1,10,KAN 22,24,17,Patrick Mahomes pass complete short left to LeSean McCoy for 14 yards (tackle by Thomas Davis),0.410,1.330
4,11:49,1,10,KAN 36,24,17,"LeSean McCoy up the middle for 12 yards (tackle by Jatavis Brown and Thomas Davis) Penalty on KAN: Illegal Shift, 5 yards (no play)",1.330,1.000
4,11:19,1,15,KAN 31,24,17,"Patrick Mahomes pass complete short middle to Mecole Hardman for 5 yards (tackle by Desmond King). Penalty on Isaac Rochell: Defensive Offside, 5 yards (no play)",1.000,1.330
4,10:57,1,10,KAN 36,24,17,Patrick Mahomes pass complete short left to Travis Kelce for 6 yards (tackle by Thomas Davis),1.330,1.600
4,10:19,2,4,KAN 42,24,17,Darrel Williams right guard for 3 yards (tackle by Damion Square and Jaylen Watkins),1.600,1.290
4,9:38,3,1,KAN 45,24,17,Darrel Williams left tackle for 2 yards (tackle by Thomas Davis and Damion Square),1.290,2.060
4,8:59,1,10,KAN 47,24,17,Patrick Mahomes pass incomplete short left intended for LeSean McCoy,2.060,1.520
4,8:54,2,10,KAN 47,24,17,LeSean McCoy left tackle for 3 yards (tackle by Melvin Ingram),1.520,1.220
4,8:16,3,7,KAN 50,24,17,Patrick Mahomes pass incomplete short left intended for LeSean McCoy,1.220,-0.060
4,8:12,4,7,KAN 50,24,17,"Dustin Colquitt punts 42 yards, fair catch by Troymaine Pope at LAC-8",-0.060,0.380
4,8:05,1,10,LAC 8,24,17,Philip Rivers pass complete short right to Austin Ekeler for 2 yards (tackle by Daniel Sorensen),-0.380,-0.630
4,7:35,2,8,LAC 10,24,17,Philip Rivers pass complete short middle to Keenan Allen for 5 yards (tackle by Anthony Hitchens),-0.630,-0.600
4,6:57,3,3,LAC 15,24,17,Austin Ekeler right guard for -1 yards (tackle by Frank Clark),-0.600,-2.470
4,6:18,4,4,LAC 14,24,17,"Ty Long punts 59 yards, returned by Mecole Hardman for 15 yards (tackle by Derek Watt)",-2.470,-1.730
4,6:07,1,10,KAN 42,24,17,Darrel Williams left guard for 3 yards (tackle by Denzel Perryman and Melvin Ingram),1.730,1.590
4,5:27,2,7,KAN 45,24,17,Patrick Mahomes pass complete short left to Darrel Williams for 4 yards (tackle by Jaylen Watkins),1.590,1.420
4,4:44,3,3,KAN 49,24,17,Patrick Mahomes pass incomplete short left intended for Darrel Williams (defended by Melvin Ingram),1.420,-0.130
4,4:40,4,3,KAN 49,24,17,Dustin Colquitt punts 34 yards downed by Darrel Williams,-0.130,0.060
4,4:30,1,10,LAC 17,24,17,Philip Rivers pass incomplete deep left intended for Mike Williams,-0.060,-0.580
4,4:25,2,10,LAC 17,24,17,Philip Rivers pass incomplete short left intended for Melvin Gordon,-0.580,-1.250
4,4:20,3,10,LAC 17,24,17,Philip Rivers pass deep middle intended for Andre Patton is intercepted by Rashad Fenton at KC-33 and returned for no gain,-1.250,-1.140
4,4:13,1,10,KAN 33,24,17,Darrel Williams left guard for 3 yards (tackle by Denzel Perryman),1.140,1.000
4,3:30,2,7,KAN 36,24,17,Patrick Mahomes right end for 1 yard (tackle by Kyzir White),1.000,0.430
4,3:20,,,,,,Timeout #1 by Los Angeles Chargers,,
4,3:20,3,6,KAN 37,24,17,Patrick Mahomes left end for 15 yards (tackle by Jaylen Watkins),0.430,2.390
4,3:11,,,,,,Timeout #2 by Los Angeles Chargers,,
4,3:11,1,10,LAC 48,24,17,Darrel Williams right guard for 4 yards (tackle by Rayshawn Jenkins and Thomas Davis),2.390,2.390
4,3:03,,,,,,Timeout #3 by Los Angeles Chargers,,
4,3:03,2,6,LAC 44,24,17,Darrel Williams up the middle for 2 yards (tackle by Joey Bosa and Damion Square),2.390,1.950
4,2:21,3,4,LAC 42,24,17,Patrick Mahomes sacked by Melvin Ingram for -2 yards,1.950,0.330
4,2:00,4,6,LAC 44,24,17,"Dustin Colquitt punts 35 yards, fair catch by Troymaine Pope at LAC-9",0.330,0.380
4,1:53,1,10,LAC 9,24,17,Philip Rivers pass incomplete short right intended for Hunter Henry,-0.380,-0.780
4,1:50,2,10,LAC 9,24,17,Philip Rivers pass complete short left to Keenan Allen for 6 yards (tackle by Rashad Fenton),-0.780,-0.720
4,1:30,3,4,LAC 15,24,17,Philip Rivers pass incomplete short middle intended for Austin Ekeler (defended by Chris Jones),-0.720,-2.440
4,1:25,4,4,LAC 15,24,17,Philip Rivers pass complete short middle to Hunter Henry for 10 yards (tackle by Ben Niemann and Tyrann Mathieu),-2.440,0.610
4,1:05,1,10,LAC 25,24,17,"Philip Rivers pass incomplete short right intended for Andre Patton. Penalty on Rashad Fenton: Illegal Contact, 5 yards (no play)",0.610,0.940
4,1:00,1,10,LAC 30,24,17,Philip Rivers pass incomplete deep left intended for Jason Moore,0.940,0.390
4,0:55,2,10,LAC 30,24,17,Philip Rivers pass incomplete short middle intended for Mike Williams (defended by Chris Jones),0.390,-0.300
4,0:52,3,10,LAC 30,24,17,"Penalty on Trenton Scott: False Start, 5 yards (no play)",-0.300,-0.960
4,0:52,3,15,LAC 25,24,17,Philip Rivers pass complete deep left to Mike Williams for 50 yards (tackle by Rashad Fenton),-0.960,3.910
4,0:44,1,10,KAN 25,24,17,Philip Rivers pass incomplete short middle,3.910,3.360
4,0:41,2,10,KAN 25,24,17,Philip Rivers pass complete short right to Austin Ekeler for 11 yards (tackle by Ben Niemann),3.360,4.650
4,0:25,1,10,KAN 14,24,17,Philip Rivers spiked the ball,4.650,4.000
4,0:24,2,10,KAN 14,24,17,Philip Rivers pass short right intended for Austin Ekeler is intercepted by Daniel Sorensen at KC-0 and returned for no gain,4.000,-0.280
4,0:18,1,10,KAN 20,24,17,Patrick Mahomes kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
