Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
2,6:48,1,10,SFO 44,6,14,Arnaz Battle pass complete to Frank Gore for 3 yards (tackle by Anthony Hargrove),1.860,1.720
2,6:11,2,7,SFO 47,6,14,Kevan Barlow up the middle for 1 yard (tackle by Ryan Pickett),1.720,1.160
2,5:38,3,6,SFO 48,6,14,Tim Rattay pass incomplete intended for Brandon Lloyd (defended by Damione Lewis),1.160,-0.190
2,5:32,4,6,SFO 48,6,14,"Andy Lee punts 43 yards, fair catch by Shaun McDonald",-0.190,0.380
2,5:24,1,10,STL 9,6,14,Steven Jackson up the middle for 2 yards (tackle by Isaac Sopoaga and Jeff Ulbrich),-0.380,-0.630
2,4:47,2,8,STL 11,6,14,Marc Bulger up the middle for 6 yards (tackle by Derek Smith),-0.630,-0.480
2,4:04,3,2,STL 17,6,14,Steven Jackson right end for -2 yards (tackle by Ahmed Plummer and Jamie Winborn),-0.480,-2.440
2,3:29,4,4,STL 15,6,14,Reggie Hodges punts 26 yards,-2.440,-2.850
2,3:18,1,10,STL 41,6,14,Kevan Barlow left end for -2 yards (tackle by Corey Ivy),2.850,2.040
2,2:37,2,12,STL 43,6,14,"Penalty on Ryan Pickett: Encroachment, 5 yards (no play)",2.040,2.710
2,2:16,2,7,STL 38,6,14,Tim Rattay pass complete to Johnnie Morton for 30 yards (tackle by DeJuan Groce),2.710,5.370
2,2:00,1,8,STL 8,6,14,Kevan Barlow left guard for 2 yards (tackle by Dexter Coakley),5.370,4.950
2,1:25,2,6,STL 6,6,14,Tim Rattay pass incomplete intended for Steve Bush,4.950,4.040
2,1:19,3,6,STL 6,6,20,"Tim Rattay pass complete to Arnaz Battle for 6 yards, touchdown",4.040,7.000
2,,,,STL 2,6,21,Joe Nedney kicks extra point good,0.000,0.000
2,,,,SFO 30,6,21,"Joe Nedney kicks off 56 yards, returned by Chris Johnson for 12 yards (tackle by Keith Lewis)",0.000,0.670
2,1:12,1,10,STL 26,6,21,Marc Bulger pass incomplete intended for Torry Holt,0.670,0.130
2,1:07,2,10,STL 26,6,21,Marc Bulger pass incomplete intended for Shaun McDonald,0.130,-0.560
2,1:01,3,10,STL 26,6,21,Marc Bulger pass complete to Torry Holt for 44 yards (tackle by Mike Rumph). Penalty on Ahmed Plummer: Illegal Contact (Declined),-0.560,3.580
2,0:53,1,10,SFO 30,6,21,Marc Bulger pass incomplete intended for Steven Jackson,3.580,3.030
2,0:48,2,10,SFO 30,6,21,Marc Bulger pass complete to Shaun McDonald for 14 yards (tackle by Derrick Johnson),3.030,4.510
2,0:42,1,10,SFO 16,6,21,Marc Bulger pass complete to Torry Holt for 4 yards (tackle by Shawntae Spencer),4.510,4.570
2,0:38,2,6,SFO 12,6,21,Marc Bulger sacked by Bryant Young for -6 yards,4.570,2.940
2,0:30,,,,6,21,Timeout #3 by St. Louis Rams,0.000,2.940
2,0:30,3,12,SFO 18,6,21,Marc Bulger pass complete to Shaun McDonald for 3 yards (tackle by Mike Adams),2.940,2.440
2,0:01,4,9,SFO 15,9,21,Jeff Wilkins 33 yard field goal good,2.440,3.000
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,9,21,"Jeff Wilkins kicks off 75 yards, touchback",0.000,0.280
3,15:00,1,10,SFO 20,9,21,Kevan Barlow left guard for 1 yard (tackle by Ryan Pickett),0.280,-0.130
3,14:20,2,9,SFO 21,9,21,Tim Rattay pass incomplete intended for Brandon Lloyd,-0.130,-0.820
3,14:15,3,9,SFO 21,9,21,"Tim Rattay pass incomplete intended for Brandon Lloyd. Penalty on Michael Hawthorne: Defensive Pass Interfere, 18 yards (no play)",-0.820,1.530
3,14:08,1,10,SFO 39,9,21,Frank Gore left tackle for 2 yards (tackle by Damione Lewis),1.530,1.260
3,13:30,2,8,SFO 41,9,21,Tim Rattay pass complete to Arnaz Battle for 21 yards (tackle by Corey Ivy). Penalty on Damione Lewis: Defensive Offside (Declined),1.260,3.050
3,12:49,1,10,STL 38,9,21,Frank Gore right guard for 9 yards (tackle by Tyoka Jackson),3.050,3.720
3,12:45,2,1,STL 29,9,21,Tim Rattay pass complete to Frank Gore for 18 yards (tackle by Chris Claiborne),3.720,4.840
3,12:28,1,10,STL 11,9,21,Kevan Barlow right tackle for 2 yards (tackle by Leonard Little and Dexter Coakley),4.840,4.510
3,11:39,2,8,STL 9,9,27,"Kevan Barlow right tackle for 9 yards, touchdown",4.510,7.000
3,,,,STL 2,9,27,Joe Nedney kicks extra point no good. Penalty on Pisa Tinoisamoa: Defensive Holding (no play),0.000,0.000
3,,,,,9,27,"Penalty on Isaac Sopoaga: False Start, 5 yards (no play)",0.000,0.000
3,,,,STL 2,9,28,Joe Nedney kicks extra point good,0.000,0.000
3,,,,SFO 30,9,28,"Joe Nedney kicks off 67 yards, returned by Chris Johnson for 18 yards (tackle by Terry Jackson)",0.000,0.340
3,11:26,1,10,STL 21,9,28,Steven Jackson left tackle for no gain (tackle by Jeff Ulbrich),0.340,-0.200
3,10:52,2,10,STL 21,9,28,Marc Bulger pass complete to Steven Jackson for 5 yards (tackle by Jeff Ulbrich),-0.200,-0.230
3,10:25,3,5,STL 26,9,28,Marc Bulger pass complete to Shaun McDonald for 6 yards (tackle by Derrick Johnson),-0.230,1.070
3,9:39,1,10,STL 32,9,28,Marshall Faulk left end for 14 yards (tackle by Mike Rumph),1.070,1.990
3,8:54,1,10,STL 46,9,28,Marc Bulger sacked by Julian Peterson for -4 yards,1.990,0.910
3,8:17,2,14,STL 42,9,28,Marc Bulger pass complete to Kevin Curtis for 9 yards (tackle by Ahmed Plummer),0.910,1.420
3,7:55,3,5,SFO 49,9,28,Marc Bulger pass complete to Torry Holt for 10 yards (tackle by Ahmed Plummer),1.420,2.980
3,7:15,1,10,SFO 39,9,28,Marshall Faulk right end for no gain (tackle by Ahmed Plummer and Julian Peterson),2.980,2.440
3,6:31,2,10,SFO 39,9,28,Marc Bulger pass complete to Torry Holt for 17 yards (tackle by Jamie Winborn),2.440,4.110
3,5:55,1,10,SFO 22,9,28,Steven Jackson right end for 3 yards (tackle by Tony Parrish),4.110,3.970
3,5:17,2,7,SFO 19,9,28,Marc Bulger pass complete to Torry Holt for 5 yards (tackle by Ahmed Plummer),3.970,4.150
3,4:33,3,2,SFO 14,9,28,Steven Jackson left tackle for 1 yard (tackle by Jeff Ulbrich),4.150,2.720
3,3:53,4,1,SFO 13,9,28,Brandon Manumaleuna left guard for 2 yards (tackle by Julian Peterson),2.720,4.840
3,3:10,1,10,SFO 11,9,28,Steven Jackson right guard for -3 yards (tackle by Derek Smith),4.840,3.690
3,2:33,2,13,SFO 14,9,28,Marc Bulger pass incomplete intended for Torry Holt,3.690,3.030
3,2:27,3,13,SFO 14,9,28,Marc Bulger sacked by Julian Peterson and Andre Carter for -9 yards,3.030,1.930
3,2:27,4,22,SFO 23,12,28,Jeff Wilkins 41 yard field goal good,1.930,3.000
3,,,,STL 30,12,28,"Jeff Wilkins kicks off 68 yards, returned by Maurice Hicks for 22 yards (tackle by O.J. Atogwe)",0.000,0.540
3,1:45,1,10,SFO 24,12,28,Tim Rattay pass complete to Arnaz Battle for 12 yards (tackle by Adam Archuleta),0.540,1.330
3,1:08,1,10,SFO 36,12,28,Kevan Barlow right tackle for no gain (tackle by Brandon Chillar),1.330,0.790
3,0:31,2,10,SFO 36,12,28,Tim Rattay pass complete to Brandon Lloyd for 6 yards (tackle by DeJuan Groce),0.790,0.890
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,SFO 42,12,28,"Kevan Barlow left guard for no gain (tackle by Leonard Little). Kevan Barlow fumbles (forced by Leonard Little), recovered by Travis Fisher at SFO-46 (tackle by Brandon Lloyd)",0.890,-2.520
4,14:51,1,10,SFO 46,12,28,Marc Bulger pass incomplete intended for Torry Holt,2.520,1.980
4,14:44,2,10,SFO 46,12,28,Marc Bulger pass complete to Steven Jackson for 13 yards (tackle by Ahmed Plummer and Jamie Winborn),1.980,3.380
4,14:02,1,10,SFO 33,12,28,Marc Bulger pass complete to Kevin Curtis for 4 yards (tackle by Mike Adams),3.380,3.380
4,13:29,2,6,SFO 29,18,28,"Marc Bulger pass complete to Isaac Bruce for 29 yards, touchdown",3.380,7.000
4,,,,,18,28,Two Point Attempt: conversion fails,1.000,-1.000
4,,,,STL 30,18,28,"Jeff Wilkins kicks off 63 yards, returned by Maurice Hicks for 23 yards (tackle by O.J. Atogwe)",0.000,0.940
4,13:14,1,10,SFO 30,18,28,Kevan Barlow left tackle for 1 yard (tackle by Chris Claiborne),0.940,0.530
4,12:37,2,9,SFO 31,18,28,Tim Rattay pass complete to Arnaz Battle for 6 yards (tackle by Brandon Chillar),0.530,0.630
4,11:55,3,3,SFO 37,18,28,"Penalty on Billy Bajema: False Start, 5 yards (no play)",0.630,-0.030
4,11:32,,,,18,28,Timeout #1 by San Francisco 49ers,0.000,-0.030
4,11:32,3,8,SFO 32,18,28,Tim Rattay pass incomplete intended for Otis Amey,-0.030,-1.240
4,11:24,4,8,SFO 32,18,28,Andy Lee punts 40 yards,-1.240,-0.810
4,11:14,1,10,STL 28,18,28,"Penalty on Marshall Faulk: False Start, 5 yards (no play)",0.810,0.480
4,11:14,1,15,STL 23,18,28,Marc Bulger pass complete to Torry Holt for 8 yards (tackle by Tony Parrish),0.480,0.670
4,10:34,2,7,STL 31,18,28,Marc Bulger pass complete to Kevin Curtis for 11 yards (tackle by Derrick Johnson),0.670,1.730
4,9:59,1,10,STL 42,18,28,Marc Bulger pass incomplete intended for Torry Holt (defended by Mike Adams),1.730,1.190
4,9:52,2,10,STL 42,18,28,Marc Bulger pass incomplete intended for Torry Holt. Penalty on Adam Timmerman: Offensive Holding (Declined),1.190,0.500
4,9:46,3,10,STL 42,18,28,Marc Bulger pass incomplete intended for Isaac Bruce,0.500,-0.590
4,9:41,4,10,STL 42,18,28,Reggie Hodges punts 33 yards,-0.590,-0.610
4,9:31,1,10,SFO 25,18,28,Frank Gore left guard for 2 yards (tackle by Ryan Pickett),0.610,0.330
4,8:53,2,8,SFO 27,18,28,Frank Gore left guard for 4 yards (tackle by Ryan Pickett and Chris Claiborne),0.330,0.170
4,8:12,3,4,SFO 31,18,28,Tim Rattay pass incomplete intended for Arnaz Battle,0.170,-1.310
4,8:05,4,4,SFO 31,18,28,Andy Lee punts 47 yards,-1.310,-0.410
4,7:54,1,10,STL 22,18,28,Marc Bulger pass complete to Kevin Curtis for 7 yards (tackle by Jeff Ulbrich),0.410,0.810
4,7:20,2,3,STL 29,18,28,Steven Jackson right tackle for 15 yards (tackle by Julian Peterson and Ahmed Plummer),0.810,1.860
4,6:42,1,10,STL 44,18,28,Marc Bulger pass incomplete intended for Kevin Curtis,1.860,1.320
4,6:34,2,10,STL 44,18,28,Steven Jackson right tackle for 1 yard (tackle by Jamie Winborn and Marques Douglas),1.320,0.760
4,5:55,3,9,STL 45,18,28,Marc Bulger pass complete to Shaun McDonald for 8 yards (tackle by Derrick Johnson),0.760,0.130
4,5:18,4,1,SFO 47,18,28,Marc Bulger up the middle for 2 yards (tackle by Jeff Ulbrich),0.130,2.590
4,4:41,1,10,SFO 45,18,28,Marc Bulger pass complete to Steven Jackson for -5 yards (tackle by Andre Carter),2.590,1.370
4,4:00,2,15,SFO 50,18,28,Marc Bulger pass complete to Shaun McDonald for 16 yards (tackle by Ahmed Plummer),1.370,3.310
4,3:53,1,10,SFO 34,18,28,Marc Bulger pass complete to Kevin Curtis for 8 yards (tackle by Ahmed Plummer),3.310,3.850
4,3:44,,,,18,28,Timeout #1 by St. Louis Rams,0.000,3.850
4,3:44,2,2,SFO 26,18,28,Marc Bulger pass incomplete intended for Kevin Curtis (defended by Ahmed Plummer),3.850,3.140
4,3:38,3,2,SFO 26,18,28,Marc Bulger sacked by Julian Peterson for -8 yards,3.140,1.060
4,3:03,4,10,SFO 34,18,28,Marc Bulger pass complete to Shaun McDonald for 19 yards (tackle by Derrick Johnson),1.060,4.580
4,2:48,1,10,SFO 15,18,28,Marc Bulger pass incomplete intended for Marshall Faulk,4.580,3.950
4,2:48,2,10,SFO 15,18,28,Marc Bulger pass incomplete intended for Kevin Curtis (defended by Julian Peterson),3.950,3.100
4,2:38,3,10,SFO 15,18,28,Marc Bulger pass complete to Isaac Bruce for 11 yards (tackle by Ahmed Plummer),3.100,6.280
4,2:37,1,4,SFO 4,18,28,Marshall Faulk left guard for -2 yards (tackle by Jamie Winborn and Tony Parrish),6.280,4.950
4,2:30,,,,18,28,Timeout #2 by St. Louis Rams,0.000,4.950
4,2:30,2,6,SFO 6,18,28,Marc Bulger pass incomplete intended for Kevin Curtis,4.950,4.040
4,2:21,3,6,SFO 6,18,28,Marc Bulger pass incomplete intended for Shaun McDonald,4.040,2.990
4,2:16,4,6,SFO 6,24,28,"Marc Bulger pass complete to Brandon Manumaleuna for 6 yards, touchdown",2.990,7.000
4,,,,SFO 2,25,28,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,25,28,"Jeff Wilkins kicks off 62 yards, returned by Otis Amey for 17 yards (tackle by Corey Ivy). Penalty on Shawntae Spencer: Offensive Holding, 10 yards",0.000,-0.220
4,2:07,1,10,SFO 15,25,28,Kevan Barlow left guard for 2 yards (tackle by Pisa Tinoisamoa and Dexter Coakley),-0.220,-0.440
4,2:02,,,,25,28,Timeout #3 by St. Louis Rams,0.000,-0.440
4,2:02,2,8,SFO 17,25,28,Kevan Barlow left tackle for 3 yards (tackle by Adam Archuleta),-0.440,-0.760
4,1:58,3,5,SFO 20,25,28,Tim Rattay sacked by Leonard Little for -8 yards,-0.760,-2.490
4,1:17,4,13,SFO 12,25,28,"Andy Lee punts 39 yards, returned by Shaun McDonald for 13 yards (tackle by Terry Jackson)",-2.490,-3.050
4,0:59,1,10,SFO 38,25,28,"Penalty on Bryant Young: Encroachment, 5 yards (no play)",3.050,3.780
4,0:59,1,5,SFO 33,25,28,Marc Bulger pass incomplete intended for Isaac Bruce is intercepted by Mike Adams at SFO-24,3.780,-0.540
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,0:52,1,10,SFO 24,25,28,Tim Rattay kneels for -1 yards,0.540,-0.140
4,0:27,2,11,SFO 23,25,28,Tim Rattay kneels for -1 yards,-0.140,-0.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
