Quarter,Time,Down,ToGo,Location,CLE,PHI,Detail,EPB,EPA
2,11:54,1,10,PHI 35,3,10,Donovan McNabb pass complete short right to Hank Baskett for -3 yards (tackle by Willie McGinest),1.270,0.320
2,11:19,2,13,PHI 32,3,10,Donovan McNabb pass complete short right to Hank Baskett for 14 yards (tackle by Andra Davis),0.320,1.990
2,10:32,1,10,PHI 46,3,10,Brian Westbrook left end for 4 yards (tackle by Andra Davis),1.990,1.990
2,9:56,2,6,,3,10,Correll Buckhalter right end for 2 yards (tackle by D'Qwell Jackson),1.990,1.550
2,9:20,3,4,CLE 48,3,10,Correll Buckhalter right tackle for 15 yards (tackle by Sean Jones),1.550,3.380
2,8:39,1,10,CLE 33,3,10,Donovan McNabb pass complete deep left to DeSean Jackson for 25 yards (tackle by Brodney Pool),3.380,5.370
2,7:53,1,8,CLE 8,3,10,Brian Westbrook left end for 1 yard (tackle by Sean Jones),5.370,4.760
2,7:11,2,7,CLE 7,3,10,Donovan McNabb pass incomplete short right intended for Hank Baskett (defended by Eric Wright),4.760,3.810
2,7:02,3,7,CLE 7,3,10,DeSean Jackson pass incomplete short middle intended for Hank Baskett is intercepted by Sean Jones,3.810,-0.280
2,6:57,1,10,CLE 20,3,10,Ken Dorsey pass incomplete short right intended for Lawrence Vickers,0.280,-0.270
2,6:51,2,10,CLE 20,3,10,Jamal Lewis right end for 3 yards (tackle by Akeem Jordan),-0.270,-0.560
2,6:09,3,7,CLE 23,3,10,Ken Dorsey pass complete short left to Braylon Edwards for 20 yards (tackle by Sheldon Brown),-0.560,1.800
2,5:37,1,10,CLE 43,3,10,Jamal Lewis left end for 4 yards (tackle by Trent Cole),1.800,1.790
2,5:01,2,6,CLE 47,3,10,Ken Dorsey pass incomplete short right intended for Lawrence Vickers (defended by Brian Dawkins),1.790,1.090
2,4:56,3,6,CLE 47,3,16,"Ken Dorsey pass incomplete short right intended for Donte Stallworth is intercepted by Asante Samuel at tm_-50 and returned for 50 yards, touchdown",1.090,-7.000
2,,,,CLE 2,3,17,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,3,17,"David Akers kicks off 59 yards, returned by Jason Wright for 15 yards (tackle by Quintin Demps)",0.000,0.670
2,4:40,1,10,CLE 26,3,17,Jamal Lewis up the middle for 2 yards (tackle by Trevor Laws),0.670,0.400
2,4:07,2,8,CLE 28,3,17,Jamal Lewis up the middle for 2 yards (tackle by Trent Cole),0.400,-0.030
2,3:21,3,6,CLE 30,3,17,Ken Dorsey sacked by Trent Cole for -8 yards,-0.030,-1.900
2,3:15,,,,3,17,Timeout #1 by Philadelphia Eagles,0.000,-1.900
2,3:15,4,14,CLE 22,3,17,"Dave Zastudil punts 43 yards, returned by DeSean Jackson for -1 yards (tackle by Josh Cribbs)",-1.900,-1.200
2,3:04,1,10,PHI 34,3,17,Brian Westbrook right tackle for 4 yards (tackle by D'Qwell Jackson and Willie McGinest),1.200,1.200
2,2:26,2,6,PHI 38,3,17,Donovan McNabb sacked by Willie McGinest for 0 yards,1.200,0.500
2,2:00,3,6,PHI 38,3,17,Donovan McNabb pass complete short left to DeSean Jackson for 21 yards (tackle by Brandon McDonald),0.500,2.850
2,1:30,1,10,CLE 41,3,17,Donovan McNabb pass complete deep right to Jason Avant for 24 yards (tackle by Terry Cousin),2.850,4.440
2,0:58,1,10,CLE 17,3,17,Brian Westbrook up the middle for 7 yards (tackle by D'Qwell Jackson),4.440,5.100
2,0:47,,,,3,17,Timeout #2 by Philadelphia Eagles,0.000,5.100
2,0:47,2,3,CLE 10,3,17,Donovan McNabb pass complete short right to Brent Celek for 8 yards (tackle by Andra Davis),5.100,6.740
2,0:19,1,2,CLE 2,3,17,Brian Westbrook up the middle for 1 yard (tackle by Louis Leonard),6.740,5.910
2,0:09,,,,3,17,Timeout #3 by Philadelphia Eagles,0.000,5.910
2,0:09,2,1,CLE 1,3,17,Donovan McNabb pass incomplete short left intended for Hank Baskett is intercepted by Brandon McDonald and returned for 98 yards (tackle by Hank Baskett). Penalty on PHI: Illegal Formation (Declined),5.910,0.000
Quarter,Time,Down,ToGo,Location,CLE,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,3,17,"David Akers kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,CLE 20,3,17,Jamal Lewis left tackle for 2 yards (tackle by Akeem Jordan),0.280,0.000
3,14:29,2,8,CLE 22,3,17,Jamal Lewis left end for 1 yard (tackle by Brodrick Bunkley),0.000,-0.560
3,14:00,3,7,CLE 23,3,17,Ken Dorsey pass complete deep left to Braylon Edwards for 27 yards (tackle by Sheldon Brown),-0.560,2.260
3,12:58,1,10,,3,17,Josh Cribbs left end for 7 yards (tackle by Akeem Jordan),2.260,2.660
3,12:53,2,3,PHI 43,3,17,Jamal Lewis right guard for 7 yards (tackle by Stewart Bradley),2.660,3.180
3,12:17,1,10,PHI 36,3,17,Jamal Lewis up the middle for 1 yard (tackle by Juqua Parker),3.180,2.770
3,11:41,2,9,PHI 35,3,17,Ken Dorsey pass incomplete short left intended for Charles Ali,2.770,2.080
3,11:35,,,,3,17,Timeout #1 by Cleveland Browns,0.000,2.080
3,11:35,3,9,PHI 35,3,17,Ken Dorsey pass incomplete short right intended for Donte Stallworth,2.080,0.970
3,11:32,4,9,PHI 35,3,17,Penalty on Dave Zastudil: Delay of Game (Declined),0.970,0.970
3,11:28,4,9,PHI 35,3,17,"Dave Zastudil punts 35 yards, touchback",0.970,-0.280
3,11:24,1,10,PHI 20,3,17,Donovan McNabb pass complete short right to DeSean Jackson for 7 yards (tackle by Eric Wright),0.280,0.680
3,10:52,2,3,PHI 27,3,17,Brian Westbrook up the middle for 1 yard (tackle by Andra Davis),0.680,0.100
3,10:10,3,2,PHI 28,3,17,Donovan McNabb pass complete short middle to DeSean Jackson for 7 yards (tackle by Kamerion Wimbley),0.100,1.270
3,9:29,1,10,PHI 35,3,17,Correll Buckhalter up the middle for 4 yards (tackle by Andra Davis),1.270,1.260
3,8:52,2,6,PHI 39,3,17,Donovan McNabb pass complete short left to Kevin Curtis for 7 yards (tackle by Brandon McDonald),1.260,1.990
3,8:12,1,10,PHI 46,3,17,Brian Westbrook left tackle for 1 yard (tackle by Shaun Rogers),1.990,1.590
3,7:31,2,9,PHI 47,3,17,Donovan McNabb pass complete deep left to Jason Avant for 25 yards (tackle by Brandon McDonald),1.590,3.710
3,6:50,1,10,CLE 28,3,17,Donovan McNabb pass complete short right to Brian Westbrook for 3 yards,3.710,3.570
3,6:17,2,7,CLE 25,3,17,Donovan McNabb pass complete short left to Brian Westbrook for 5 yards (tackle by Brandon McDonald),3.570,3.530
3,5:32,3,2,CLE 20,3,17,Donovan McNabb pass complete short right to Hank Baskett for 4 yards (tackle by Andra Davis),3.530,4.510
3,4:46,1,10,CLE 16,3,17,Donovan McNabb pass incomplete short middle intended for Brent Celek (defended by Shaun Rogers),4.510,3.900
3,4:42,2,10,CLE 16,3,17,Donovan McNabb pass complete short right to Dan Klecko for 6 yards (tackle by Eric Wright),3.900,4.170
3,3:57,3,4,CLE 10,3,17,Donovan McNabb sacked by Kamerion Wimbley for -6 yards,4.170,2.380
3,3:35,4,10,CLE 16,3,20,David Akers 34 yard field goal good,2.380,3.000
3,,,,PHI 30,3,20,"David Akers kicks off 70 yards, touchback",0.000,0.280
3,3:34,1,10,CLE 20,3,20,Ken Dorsey pass incomplete short right intended for Donte Stallworth,0.280,-0.270
3,3:27,2,10,CLE 20,3,20,Ken Dorsey pass complete short left to Jamal Lewis for -1 yards (tackle by Stewart Bradley),-0.270,-1.140
3,2:46,3,11,CLE 19,3,20,Ken Dorsey pass incomplete short left intended for Darnell Dinkins,-1.140,-2.140
3,2:42,4,11,CLE 19,3,20,"Penalty on Titus Brown: False Start, 5 yards (no play)",-2.140,-2.470
3,2:42,4,16,CLE 14,3,20,Dave Zastudil punts 34 yards,-2.470,-2.590
3,2:31,1,10,CLE 45,3,20,Donovan McNabb pass incomplete,2.590,2.040
3,2:24,2,10,CLE 45,3,20,Brian Westbrook left end for -1 yards (tackle by Willie McGinest),2.040,1.220
3,1:40,3,11,CLE 46,3,20,Donovan McNabb pass complete short middle to Jason Avant for 24 yards (tackle by Brodney Pool),1.220,4.110
3,0:51,1,10,CLE 22,3,20,Donovan McNabb pass complete short left to L.J. Smith for 2 yards (tackle by D'Qwell Jackson),4.110,3.830
3,0:08,2,8,CLE 20,3,20,Brian Westbrook left tackle for 4 yards (tackle by Willie McGinest),3.830,3.740
Quarter,Time,Down,ToGo,Location,CLE,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,CLE 16,3,20,Donovan McNabb pass incomplete short right intended for Kevin Curtis (defended by Brandon McDonald),3.740,2.450
4,14:56,4,4,CLE 16,3,23,David Akers 34 yard field goal good,2.450,3.000
4,,,,PHI 30,3,23,"David Akers kicks off 60 yards, returned by Josh Cribbs for 20 yards (tackle by Akeem Jordan). Penalty on Nick Sorensen: Offensive Holding, 10 yards",0.000,-0.060
4,14:42,1,10,CLE 17,3,23,Jamal Lewis up the middle for 1 yard (tackle by Stewart Bradley),-0.060,-0.420
4,14:10,2,9,CLE 18,3,23,Josh Cribbs left end for 11 yards (tackle by Chris Gocong),-0.420,0.870
4,13:29,1,10,CLE 29,3,23,Ken Dorsey pass incomplete short right intended for Jason Wright,0.870,0.330
4,13:25,2,10,CLE 29,3,23,Ken Dorsey pass complete short middle to Darnell Dinkins for 6 yards (tackle by Quintin Mikell),0.330,0.430
4,12:46,3,4,CLE 35,3,23,Ken Dorsey pass complete short right to Donte Stallworth for 13 yards (tackle by Asante Samuel),0.430,2.130
4,12:04,1,10,CLE 48,3,23,Ken Dorsey pass incomplete short right intended for Martin Rucker is intercepted by Stewart Bradley at PHI-46 and returned for 17 yards (tackle by Charles Ali),2.130,-3.120
4,11:55,1,10,CLE 37,3,23,Correll Buckhalter for 27 yards,3.120,4.910
4,11:20,1,10,CLE 10,3,29,"Donovan McNabb pass complete short right to Greg Lewis for 10 yards, touchdown",4.910,7.000
4,,,,CLE 2,3,30,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,3,30,"David Akers kicks off 63 yards, returned by Josh Cribbs for 24 yards (tackle by Omar Gaither)",0.000,1.000
4,11:05,1,10,CLE 31,3,30,Josh Cribbs left end for 1 yard (tackle by Stewart Bradley),1.000,0.600
4,10:29,2,9,CLE 32,3,30,Josh Cribbs pass incomplete short right intended for Martin Rucker,0.600,-0.100
4,10:23,,,,3,30,Timeout #2 by Cleveland Browns,0.000,-0.100
4,10:23,3,9,CLE 32,3,30,Ken Dorsey pass incomplete short right intended for Donte Stallworth,-0.100,-1.240
4,10:18,4,9,CLE 32,3,30,Dave Zastudil punts 54 yards,-1.240,0.280
4,10:05,1,10,PHI 14,3,30,Kyle Eckel up the middle for 5 yards (tackle by Louis Leonard),-0.280,-0.040
4,9:23,2,5,PHI 19,9,30,"Kevin Kolb pass incomplete short left intended for Greg Lewis is intercepted by Brandon McDonald at PHI-24 and returned for 24 yards, touchdown",-0.040,-7.000
4,,,,PHI 2,10,30,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 30,10,30,"Phil Dawson kicks off 68 yards, returned by Quintin Demps for 22 yards (tackle by Josh Cribbs)",0.000,0.540
4,9:05,1,10,PHI 24,10,30,Kyle Eckel right tackle for 2 yards (tackle by Andra Davis),0.540,0.270
4,8:22,2,8,PHI 26,10,30,Kyle Eckel up the middle for 3 yards (tackle by Sean Jones),0.270,-0.030
4,7:38,3,5,PHI 29,10,30,Kevin Kolb pass incomplete short right intended for Greg Lewis (defended by D'Qwell Jackson),-0.030,-1.440
4,7:33,,,,10,30,Timeout #1 by Philadelphia Eagles,0.000,-1.440
4,7:33,4,5,PHI 29,10,30,Saverio Rocca punts 36 yards,-1.440,-1.270
4,7:22,1,10,CLE 35,10,30,Ken Dorsey pass complete short middle to Jamal Lewis for 10 yards (tackle by Chris Gocong),1.270,1.930
4,6:50,1,10,CLE 45,10,30,"Penalty on Kevin Shaffer: False Start, 5 yards (no play)",1.930,1.600
4,6:36,1,15,CLE 40,10,30,Ken Dorsey pass complete short left to Jamal Lewis for 5 yards (tackle by Juqua Parker),1.600,1.380
4,6:02,2,10,CLE 45,10,30,"Ken Dorsey for no gain. Ken Dorsey fumbles, recovered by Ken Dorsey at CLE-40",1.380,0.040
4,5:33,3,15,CLE 40,10,30,Ken Dorsey pass incomplete short right intended for Donte Stallworth,0.040,-0.720
4,5:27,4,15,CLE 40,10,30,"Dave Zastudil punts 60 yards, touchback",-0.720,-0.280
4,5:18,1,10,PHI 20,10,30,Kyle Eckel left end for 5 yards (tackle by Shaun Smith),0.280,0.410
4,4:35,2,5,PHI 25,10,30,Kyle Eckel up the middle for 3 yards (tackle by Louis Leonard),0.410,0.100
4,3:48,3,2,PHI 28,10,30,Kyle Eckel up the middle for 6 yards (tackle by Louis Leonard),0.100,1.200
4,3:03,1,10,PHI 34,10,30,Kyle Eckel up the middle for 4 yards (tackle by Shaun Smith),1.200,1.200
4,2:19,2,6,PHI 38,10,30,Kyle Eckel up the middle for no gain (tackle by Shaun Rogers),1.200,0.500
4,2:00,3,6,PHI 38,10,30,Kyle Eckel up the middle for no gain (tackle by Shaun Smith),0.500,-0.850
4,1:54,,,,10,30,Timeout #3 by Cleveland Browns,0.000,-0.850
4,1:54,4,6,PHI 38,10,30,"Saverio Rocca punts 47 yards, fair catch by Josh Cribbs",-0.850,0.220
4,1:45,1,10,CLE 15,10,30,Ken Dorsey pass complete short right to Braylon Edwards for 14 yards,-0.220,0.870
4,1:40,1,10,CLE 29,10,30,Ken Dorsey pass incomplete deep left intended for Donte Stallworth,0.870,0.330
4,1:33,2,10,CLE 29,10,30,Ken Dorsey pass incomplete short right intended for Jason Wright,0.330,-0.360
4,1:25,3,10,CLE 29,10,30,Ken Dorsey sacked by Quintin Demps for -9 yards,-0.360,-2.030
4,0:55,4,19,CLE 20,10,30,Ken Dorsey pass incomplete short left intended for Syndric Steptoe (defended by Sheldon Brown),-2.030,-4.240
4,0:47,1,10,CLE 20,10,30,Kevin Kolb kneels for -1 yards,4.240,3.560
4,0:20,2,11,CLE 21,10,30,Kevin Kolb kneels for -1 yards,3.560,2.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
