Quarter,Time,Down,ToGo,Location,CAR,BAL,Detail,EPB,EPA
2,14:44,1,10,CAR 27,3,0,DeShaun Foster middle for 3 yards (tackle by Ray Lewis),0.740,0.600
2,14:15,2,7,CAR 30,3,0,Jake Delhomme pass incomplete short left intended for DeShaun Foster,0.600,-0.100
2,14:10,3,7,CAR 30,3,0,Jake Delhomme sacked by Adalius Thomas for -9 yards,-0.100,-1.960
2,13:40,4,16,CAR 21,3,0,"Jason Baker punts 41 yards, returned by B.J. Sams for -1 yards (tackle by Adam Seward). Penalty on Gerome Sapp: Offensive Holding, 10 yards",-1.960,-0.740
2,13:34,1,10,BAL 27,3,0,Kyle Boller pass incomplete deep left intended for Mark Clayton,0.740,0.200
2,13:24,2,10,BAL 27,3,0,Kyle Boller pass complete short right to Mark Clayton for 14 yards (tackle by Mike Minter),0.200,1.660
2,13:03,1,10,BAL 41,3,0,Jamal Lewis left end for 6 yards (tackle by Chris Draft),1.660,1.930
2,12:35,2,4,BAL 47,3,0,Kyle Boller pass complete short right to Daniel Wilcox for 7 yards (tackle by Chris Gamble),1.930,2.520
2,11:55,1,10,CAR 46,3,0,Kyle Boller pass incomplete short right intended for Derrick Mason,2.520,1.980
2,11:52,2,10,CAR 46,3,0,Kyle Boller pass incomplete deep right intended for Mark Clayton (defended by Chris Gamble),1.980,1.290
2,11:44,3,10,CAR 46,3,0,Kyle Boller pass complete short right to Todd Heap for 9 yards (tackle by Colin Branch),1.290,0.790
2,11:29,4,1,CAR 37,3,0,Kyle Boller middle for 3 yards (tackle by Mike Rucker),0.790,3.310
2,10:50,1,10,CAR 34,3,0,Kyle Boller pass incomplete short left intended for Derrick Mason,3.310,2.770
2,10:42,2,10,CAR 34,3,0,Jamal Lewis middle for 1 yard (tackle by Al Wallace and Chris Draft),2.770,2.210
2,10:03,3,9,CAR 33,3,0,Kyle Boller pass complete short right to Daniel Wilcox for 10 yards (tackle by Thomas Davis),2.210,4.040
2,9:20,1,10,CAR 23,3,0,Jamal Lewis left tackle for 9 yards (tackle by Mike Minter),4.040,4.950
2,8:40,2,1,CAR 14,3,6,"Kyle Boller pass complete short middle to Mark Clayton for 14 yards, touchdown",4.950,7.000
2,,,,CAR 2,3,7,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,3,7,"Matt Stover kicks off 70 yards, returned by Richard Marshall for 23 yards (tackle by Ronnie Prude)",0.000,0.480
2,8:33,1,10,CAR 23,3,7,Jake Delhomme pass complete short right to Brad Hoover for 9 yards (tackle by Chris McAlister),0.480,1.150
2,7:48,2,1,CAR 32,3,7,DeShaun Foster middle for 1 yard (tackle by Terrell Suggs),1.150,1.140
2,7:07,1,10,CAR 33,3,7,Jake Delhomme pass complete short right to Kris Mangum for 3 yards (tackle by Chris McAlister),1.140,1.000
2,6:32,2,7,CAR 36,3,7,Jake Delhomme pass incomplete short middle intended for Steve Smith (defended by Adalius Thomas),1.000,0.300
2,6:26,,,,3,7,Timeout #2 by Carolina Panthers,0.000,0.300
2,6:26,3,7,CAR 36,3,7,Jake Delhomme pass complete short middle to Keyshawn Johnson for 9 yards (tackle by Ray Lewis),0.300,1.930
2,5:49,1,10,CAR 45,3,7,DeShaun Foster left guard for 8 yards (tackle by Ray Lewis),1.930,2.460
2,5:05,2,2,BAL 47,3,7,DeShaun Foster middle for 5 yards (tackle by Kelly Gregg and Terrell Suggs),2.460,2.790
2,4:24,1,10,BAL 42,9,7,"Jake Delhomme pass complete deep left to Drew Carter for 42 yards, touchdown",2.790,7.000
2,,,,BAL 2,10,7,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,10,7,"John Kasay kicks off 65 yards, returned by B.J. Sams for 31 yards (tackle by Reggie Howard)",0.000,1.330
2,4:06,1,10,BAL 36,10,7,Kyle Boller pass incomplete short left intended for Musa Smith,1.330,0.790
2,4:02,2,10,BAL 36,10,7,Jamal Lewis left end for 4 yards (tackle by Ken Lucas),0.790,0.630
2,3:19,3,6,BAL 40,10,7,Kyle Boller pass incomplete deep left intended for Todd Heap,0.630,-0.720
2,3:14,4,6,BAL 40,10,7,"Sam Koch punts 44 yards, returned by Chris Gamble for 6 yards (tackle by Derrick Martin)",-0.720,-0.410
2,3:04,1,10,CAR 22,10,7,Jake Delhomme pass complete short right to Keyshawn Johnson for 9 yards,0.410,1.080
2,2:41,2,1,CAR 31,10,7,DeShaun Foster middle for 12 yards (tackle by Ray Lewis and Trevor Pryce),1.080,1.800
2,2:03,1,10,CAR 43,10,7,DeShaun Foster middle for 2 yards (tackle by Ray Lewis and Haloti Ngata),1.800,1.520
2,1:57,2,8,CAR 45,10,7,Jake Delhomme pass incomplete deep left intended for Drew Carter,1.520,0.830
2,1:47,3,8,CAR 45,10,7,"Jake Delhomme pass incomplete short middle intended for Keyshawn Johnson (defended by Chris McAlister). Penalty on Chris McAlister: Defensive Pass Interfere, 5 yards (no play)",0.830,2.260
2,1:46,1,10,BAL 50,10,7,Jake Delhomme pass complete short left to DeShaun Foster for 9 yards (tackle by Samari Rolle),2.260,2.930
2,1:17,2,1,BAL 41,10,7,Jake Delhomme pass complete short middle to Nick Goings for 22 yards (tackle by Ray Lewis),2.930,4.310
2,0:43,1,10,BAL 19,10,7,"Penalty on Mike Wahle: False Start, 5 yards (no play)",4.310,3.970
2,0:32,1,15,BAL 24,10,7,Jake Delhomme pass complete short left to Nick Goings for 11 yards (tackle by Adalius Thomas),3.970,4.720
2,0:10,2,4,BAL 13,10,7,Jake Delhomme pass incomplete short left intended for Steve Smith,4.720,3.960
2,0:07,3,4,BAL 13,13,7,John Kasay 31 yard field goal good,3.960,3.000
2,,,,CAR 30,13,7,"John Kasay kicks off 50 yards, returned by B.J. Sams for 11 yards (tackle by Al Wallace)",0.000,0.940
Quarter,Time,Down,ToGo,Location,CAR,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,13,7,"Matt Stover kicks off 59 yards, returned by Richard Marshall for 19 yards (tackle by Derrick Martin)",0.000,0.940
3,14:55,1,10,CAR 30,13,7,Jake Delhomme pass incomplete short middle intended for Keyshawn Johnson (defended by Terrell Suggs),0.940,0.390
3,14:52,2,10,CAR 30,13,7,Jake Delhomme pass complete short left to Steve Smith for 2 yards (tackle by Samari Rolle),0.390,-0.030
3,14:13,3,8,CAR 32,13,7,Jake Delhomme pass complete deep left to Keyshawn Johnson for 17 yards (tackle by Bart Scott),-0.030,2.190
3,13:44,1,10,CAR 49,13,7,DeShaun Foster left guard for 3 yards (tackle by Kelly Gregg),2.190,2.050
3,13:05,2,7,BAL 48,13,7,DeShaun Foster middle for no gain (tackle by Dawan Landry and Terrell Suggs),2.050,1.360
3,12:25,3,7,BAL 48,13,7,Jake Delhomme pass incomplete intended for Keyshawn Johnson is intercepted by Chris McAlister at BAL-34,1.360,-1.200
3,12:18,1,10,BAL 34,13,7,Kyle Boller pass complete short left to Justin Green for 12 yards (tackle by Julius Peppers),1.200,1.990
3,11:51,1,10,BAL 46,13,7,Jamal Lewis left guard for 1 yard (tackle by Kris Jenkins and Ma'ake Kemoeatu),1.990,1.590
3,11:13,2,9,BAL 47,13,7,Kyle Boller pass complete to Mark Clayton for 5 yards (tackle by Na'il Diggs),1.590,1.550
3,10:32,3,4,CAR 48,13,7,Kyle Boller pass complete short middle to Todd Heap for 15 yards (tackle by Mike Minter),1.550,3.380
3,9:46,1,10,CAR 33,13,7,Kyle Boller middle for 5 yards (tackle by Kindal Moorehead),3.380,3.510
3,9:13,2,5,CAR 28,13,7,Jamal Lewis left end for -6 yards (tackle by Na'il Diggs),3.510,2.010
3,8:32,3,11,CAR 34,13,7,Kyle Boller pass incomplete short middle intended for Derrick Mason is intercepted by Richard Marshall at CAR-19 and returned for 28 yards,2.010,-2.060
3,8:19,1,10,CAR 47,13,7,"Jake Delhomme pass incomplete deep right intended for Keary Colbert. Penalty on Chris McAlister: Illegal Contact, 5 yards (no play)",2.060,2.390
3,8:14,1,10,BAL 48,13,7,DeShaun Foster left guard for 1 yard (tackle by Adalius Thomas),2.390,1.980
3,7:35,2,9,BAL 47,13,7,Jake Delhomme pass incomplete deep right intended for Keyshawn Johnson,1.980,1.290
3,7:29,3,9,BAL 47,13,7,DeShaun Foster left guard for -3 yards (tackle by Adalius Thomas),1.290,-0.060
3,6:52,4,12,BAL 50,13,7,"Jason Baker punts 36 yards, fair catch by B.J. Sams",-0.060,0.280
3,6:44,1,10,BAL 14,13,7,Jamal Lewis left tackle for 17 yards (tackle by Ken Lucas),-0.280,1.000
3,6:02,1,10,BAL 31,13,7,Kyle Boller pass incomplete short right intended for Daniel Wilcox,1.000,0.460
3,5:54,2,10,BAL 31,13,7,"Jamal Lewis right tackle for -1 yards (tackle by Kris Jenkins). Penalty on Kris Jenkins: Defensive Offside, 5 yards (no play)",0.460,1.140
3,5:34,2,5,BAL 36,13,7,Mike Anderson left tackle for 4 yards (tackle by Na'il Diggs and Mike Minter),1.140,0.960
3,4:54,3,1,BAL 40,13,7,Mike Anderson left guard for 2 yards (tackle by Ken Lucas),0.960,1.730
3,4:20,1,10,BAL 42,13,7,Kyle Boller pass complete short right to Todd Heap for 9 yards (tackle by Julius Peppers),1.730,2.400
3,3:37,2,1,CAR 49,13,7,Mike Anderson middle for 3 yards (tackle by Kris Jenkins and Chris Gamble),2.400,2.520
3,2:59,1,10,CAR 46,13,7,Kyle Boller pass complete short left to Daniel Wilcox for 3 yards (tackle by Na'il Diggs),2.520,2.380
3,2:18,2,7,CAR 43,13,7,"Mike Anderson left guard for 6 yards (tackle by Ken Lucas). Penalty on Kindal Moorehead: Defensive Offside, 5 yards (no play)",2.380,3.060
3,1:59,2,2,CAR 38,13,7,Mike Anderson middle for -2 yards (tackle by Chris Draft),3.060,2.080
3,1:17,3,4,CAR 40,13,7,Kyle Boller left end for 10 yards (tackle by James Anderson),2.080,3.580
3,0:48,1,10,CAR 30,13,7,Mike Anderson left tackle for -2 yards (tackle by Julius Peppers and Mike Minter),3.580,2.760
3,0:05,2,12,CAR 32,13,7,Kyle Boller pass incomplete short right intended for Todd Heap,2.760,2.080
3,0:01,3,12,CAR 32,13,7,Kyle Boller pass complete short right to Musa Smith for -2 yards (tackle by Chris Gamble),2.080,1.060
Quarter,Time,Down,ToGo,Location,CAR,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,14,CAR 34,13,7,Sam Koch punts 28 yards,1.060,0.380
4,14:51,1,10,CAR 6,13,7,Jake Delhomme pass complete short right to Drew Carter for 8 yards (tackle by Chris McAlister),-0.380,-0.170
4,14:09,2,2,CAR 14,13,7,DeShaun Foster middle for 3 yards (tackle by Haloti Ngata and Trevor Pryce),-0.170,-0.060
4,13:24,1,10,CAR 17,13,7,Jake Delhomme pass incomplete short middle intended for Keyshawn Johnson,-0.060,-0.580
4,13:19,2,10,CAR 17,13,7,Jake Delhomme pass complete short middle to Steve Smith for 31 yards (tackle by Gerome Sapp),-0.580,2.130
4,12:33,1,10,CAR 48,13,7,Eric Shelton right tackle for 1 yard (tackle by Kelly Gregg and Bart Scott),2.130,1.720
4,11:52,2,9,CAR 49,13,7,Jake Delhomme pass incomplete short right intended for Steve Smith,1.720,1.020
4,11:45,3,9,CAR 49,13,7,Jake Delhomme pass complete short left to Steve Smith for 18 yards (tackle by Samari Rolle),1.020,3.380
4,11:01,1,10,BAL 33,13,7,Jake Delhomme pass incomplete deep middle intended for Michael Gaines,3.380,2.840
4,10:55,2,10,BAL 33,13,7,DeShaun Foster right tackle for 10 yards (tackle by Ray Lewis and Ed Reed),2.840,4.040
4,10:08,1,10,BAL 23,13,7,Nick Goings right guard for 1 yard (tackle by Aubrayo Franklin and Justin Bannan),4.040,3.630
4,9:28,2,9,BAL 22,13,7,Jake Delhomme pass complete to Drew Carter for 11 yards (tackle by Samari Rolle),3.630,4.840
4,8:43,1,10,BAL 11,13,7,Jake Delhomme pass incomplete short right intended for Keyshawn Johnson,4.840,4.140
4,8:14,2,10,BAL 11,13,7,Jake Delhomme pass complete short right to Steve Smith for 9 yards (tackle by Chris McAlister),4.140,5.120
4,7:56,3,1,BAL 2,13,7,DeShaun Foster right guard for -1 yards (tackle by Trevor Pryce and Ray Lewis),5.120,3.050
4,7:56,4,2,BAL 3,16,7,John Kasay 21 yard field goal good,3.050,3.000
4,,,,CAR 30,16,7,"John Kasay kicks off 70 yards, touchback",0.000,0.280
4,7:02,1,10,BAL 20,16,7,Kyle Boller sacked by Julius Peppers for -6 yards,0.280,-1.180
4,7:02,2,16,BAL 14,16,7,Kyle Boller pass incomplete short right intended for Musa Smith,-1.180,-2.030
4,6:37,3,16,BAL 14,16,7,"Kyle Boller pass incomplete deep left intended for Todd Heap. Penalty on Damione Lewis: Face Mask (5 Yards), 5 yards (no play)",-2.030,-1.140
4,6:30,3,11,BAL 19,16,7,Kyle Boller pass incomplete deep right intended for Mark Clayton,-1.140,-2.140
4,6:24,4,11,BAL 19,16,7,Sam Koch punts 58 yards,-2.140,-0.480
4,6:09,1,10,CAR 23,16,7,DeShaun Foster left guard for 2 yards (tackle by Bart Scott and Kelly Gregg),0.480,0.200
4,5:30,2,8,CAR 25,16,7,Jake Delhomme pass incomplete short left intended for Keyshawn Johnson,0.200,-0.490
4,5:24,3,8,CAR 25,16,7,Jake Delhomme pass incomplete short right intended for Keyshawn Johnson,-0.490,-1.700
4,5:20,4,8,CAR 25,16,7,"Jason Baker punts 40 yards, returned by B.J. Sams for 6 yards (tackle by Brad Hoover)",-1.700,-1.660
4,5:10,1,10,BAL 41,16,7,Kyle Boller pass incomplete short left intended for Todd Heap,1.660,1.120
4,5:07,2,10,BAL 41,16,7,Kyle Boller sacked by Julius Peppers for -3 yards,1.120,0.040
4,4:45,3,13,BAL 38,16,13,"Kyle Boller pass complete short middle to Mark Clayton for 62 yards, touchdown",0.040,7.000
4,,,,CAR 2,16,14,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,16,14,"Matt Stover kicks off 68 yards, returned by Richard Marshall for 26 yards (tackle by Musa Smith)",0.000,0.810
4,4:27,1,10,CAR 28,22,14,"Jake Delhomme pass complete deep middle to Steve Smith for 72 yards, touchdown",0.810,7.000
4,,,,BAL 2,23,14,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,23,14,"John Kasay kicks off 61 yards, returned by B.J. Sams for 23 yards (tackle by Nick Goings)",0.000,1.070
4,4:08,1,10,BAL 32,23,14,Kyle Boller left end for 3 yards (tackle by Ken Lucas),1.070,0.930
4,4:00,2,7,BAL 35,23,14,Kyle Boller pass complete short left to Mark Clayton for 6 yards,0.930,1.030
4,3:37,3,1,BAL 41,23,14,Kyle Boller pass incomplete deep right intended for Demetrius Williams (defended by Mike Minter),1.030,-0.650
4,3:27,4,1,BAL 41,23,14,Mike Anderson left tackle for 2 yards (tackle by Chris Draft),-0.650,1.800
4,3:06,1,10,BAL 43,23,14,Kyle Boller pass complete short left to Todd Heap for 15 yards (tackle by Colin Branch),1.800,2.790
4,2:40,1,10,CAR 42,23,14,Kyle Boller pass complete short right to Demetrius Williams for 35 yards (tackle by Al Wallace),2.790,5.600
4,2:19,1,7,CAR 7,23,20,"Kyle Boller pass complete short left to Todd Heap for 7 yards, touchdown",5.600,7.000
4,,,,CAR 2,23,21,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,23,21,"Matt Stover kicks off 48 yards, returned by Michael Gaines for 15 yards (tackle by Daniel Wilcox)",0.000,1.400
4,2:06,1,10,CAR 37,23,21,"DeShaun Foster left guard for no gain (tackle by Ray Lewis). Penalty on Terrell Suggs: Defensive Offside, 5 yards (no play)",1.400,2.130
4,2:01,1,5,CAR 42,23,21,DeShaun Foster right tackle for 1 yard (tackle by Jarret Johnson),2.130,1.670
4,1:56,2,4,CAR 43,23,21,DeShaun Foster middle for 3 yards (tackle by Trevor Pryce and Kelly Gregg),1.670,1.360
4,1:27,,,,23,21,Timeout #1 by Baltimore Ravens,0.000,1.360
4,1:26,3,1,CAR 46,23,21,Jake Delhomme pass complete short right to Drew Carter for 4 yards (tackle by Ed Reed),1.360,2.260
4,0:43,1,10,CAR 50,23,21,DeShaun Foster middle for no gain (tackle by Adalius Thomas and Trevor Pryce),2.260,1.710
4,0:39,,,,23,21,Timeout #2 by Baltimore Ravens,0.000,1.710
4,0:39,2,10,CAR 50,23,21,Jake Delhomme kneels for -1 yards,1.710,0.890
4,0:32,,,,23,21,Timeout #3 by Baltimore Ravens,0.000,0.890
4,0:32,3,11,CAR 49,23,21,Jake Delhomme kneels for -1 yards,0.890,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
