Quarter,Time,Down,ToGo,Location,CIN,OAK,Detail,EPB,EPA
2,5:53,4,4,OAK 26,14,0,"Shane Lechler punts 47 yards, returned by Quan Cosby for 20 yards (tackle by Isaiah Ekejiuba). Penalty on Rashad Jeanty: Offensive Holding, 10 yards",-1.630,0.140
2,5:42,1,10,CIN 16,14,0,Larry Johnson left end for -3 yards (tackle by Jay Richardson),-0.140,-0.990
2,5:11,2,13,CIN 13,14,0,Larry Johnson middle for 8 yards (tackle by Tyvon Branch),-0.990,-0.700
2,4:32,3,5,CIN 21,14,0,"Carson Palmer for no gain. Carson Palmer fumbles, recovered by Carson Palmer at CIN-17",-0.700,-2.320
2,4:10,4,9,CIN 17,14,0,"Kevin Huber punts 54 yards, returned by Johnnie Lee Higgins for no gain",-2.320,-0.870
2,3:57,1,10,OAK 29,14,0,Bruce Gradkowski pass complete deep middle to Chaz Schilens for 25 yards (tackle by Dhani Jones),0.870,2.520
2,3:17,1,10,CIN 46,14,0,Bruce Gradkowski pass incomplete short right intended for Darrius Heyward-Bey (defended by Domata Peko),2.520,1.980
2,3:13,2,10,CIN 46,14,0,Darren McFadden left end for 9 yards (tackle by Nedu Ndukwe). Penalty on Pat Sims: Defensive Offside (Declined),1.980,2.480
2,2:55,,,,14,0,Timeout #1 by Oakland Raiders,0.000,2.480
2,2:55,3,1,CIN 37,14,0,Bruce Gradkowski middle for 2 yards (tackle by Pat Sims),2.480,3.250
2,2:17,1,10,CIN 35,14,0,Bruce Gradkowski pass complete short right to Luke Lawton for 6 yards (tackle by Rey Maualuga),3.250,3.510
2,2:00,2,4,CIN 29,14,0,Bruce Gradkowski pass complete short right to Luke Lawton for 7 yards (tackle by Rey Maualuga),3.510,4.110
2,1:53,1,10,CIN 22,14,0,Justin Fargas left end for 12 yards (tackle by Chris Crocker),4.110,4.910
2,1:09,1,10,CIN 10,14,0,Bruce Gradkowski pass incomplete short middle intended for Louis Murphy (defended by Leon Hall),4.910,4.190
2,1:03,2,10,CIN 10,14,6,"Bruce Gradkowski pass complete short right to Zach Miller for 10 yards, touchdown",4.190,7.000
2,,,,CIN 2,14,7,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,14,7,"Sebastian Janikowski kicks off 67 yards, returned by Andre Caldwell for 22 yards (tackle by Hiram Eugene)",0.000,0.610
2,0:53,1,10,CIN 25,14,7,Carson Palmer pass incomplete short middle intended for Andre Caldwell,0.610,0.060
2,0:49,,,,14,7,Timeout #1 by Cincinnati Bengals,0.000,0.060
2,0:49,2,10,CIN 25,14,7,Brian Leonard right guard for 1 yard (tackle by Tommy Kelly),0.060,-0.490
2,0:43,,,,14,7,Timeout #2 by Oakland Raiders,0.000,-0.490
2,0:43,3,9,CIN 26,14,7,Brian Leonard right end for -2 yards (tackle by Tyvon Branch),-0.490,-1.770
2,0:35,,,,14,7,Timeout #3 by Oakland Raiders,0.000,-1.770
2,0:35,4,11,CIN 24,14,7,"Kevin Huber punts 45 yards, returned by Johnnie Lee Higgins for 5 yards (tackle by Chris Crocker)",-1.770,-1.330
2,0:26,1,10,OAK 36,14,7,Bruce Gradkowski pass incomplete short left intended for Darren McFadden,1.330,0.790
2,0:22,2,10,OAK 36,14,7,Bruce Gradkowski pass complete deep middle to Zach Miller for 19 yards (tackle by Nedu Ndukwe),0.790,2.590
2,0:17,1,10,CIN 45,14,7,Bruce Gradkowski spiked the ball,2.590,2.040
2,0:09,2,10,CIN 45,14,7,Bruce Gradkowski pass complete short right to Darren McFadden for 6 yards,2.040,2.150
2,0:04,,,,14,7,Timeout #2 by Cincinnati Bengals,0.000,2.150
2,0:04,3,4,CIN 39,14,7,Sebastian Janikowski 57 yard field goal no good,2.150,1.990
Quarter,Time,Down,ToGo,Location,CIN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,14,7,"Shayne Graham kicks off 54 yards, returned by Jonathan Holland for 12 yards (tackle by Dan Skuta)",0.000,0.810
3,14:53,1,10,OAK 28,14,7,Bruce Gradkowski pass incomplete short left intended for Darrius Heyward-Bey,0.810,0.260
3,14:50,2,10,OAK 28,14,7,Michael Bush right tackle for 7 yards (tackle by Brandon Johnson),0.260,0.500
3,14:07,3,3,OAK 35,14,7,Bruce Gradkowski pass complete short right to Darrius Heyward-Bey for 7 yards (tackle by Johnathan Joseph),0.500,1.730
3,13:38,1,10,OAK 42,14,7,Darren McFadden left tackle for 3 yards (tackle by Domata Peko),1.730,1.590
3,13:01,2,7,OAK 45,14,7,Darren McFadden right end for 5 yards (tackle by Chris Crocker),1.590,1.550
3,12:18,3,2,,14,7,Michael Bush left guard for 10 yards (tackle by Morgan Trent),1.550,2.920
3,11:36,1,10,CIN 40,14,7,Bruce Gradkowski pass incomplete deep left intended for Darrius Heyward-Bey (defended by Leon Hall),2.920,2.370
3,11:28,2,10,CIN 40,14,7,Darren McFadden left end for 5 yards (tackle by Nedu Ndukwe),2.370,2.340
3,10:45,3,5,CIN 35,14,7,Justin Fargas left tackle for 1 yard (tackle by Frostee Rucker),2.340,1.080
3,10:32,4,4,CIN 34,14,10,Sebastian Janikowski 52 yard field goal good,1.080,3.000
3,,,,OAK 30,14,10,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
3,9:59,1,10,CIN 20,14,10,Carson Palmer pass incomplete short left intended for Daniel Coats,0.280,-0.270
3,9:54,2,10,CIN 20,14,10,Bernard Scott left end for 61 yards (tackle by Michael Huff),-0.270,4.310
3,9:04,1,10,OAK 19,14,10,Brian Leonard middle for 8 yards (tackle by Nnamdi Asomugha and Hiram Eugene),4.310,5.140
3,8:28,2,2,OAK 11,14,10,Brian Leonard middle for 3 yards (tackle by Hiram Eugene),5.140,5.370
3,7:54,1,8,OAK 8,14,10,Bernard Scott left guard for 2 yards (tackle by Sam Williams and Jay Richardson),5.370,4.950
3,7:16,2,6,OAK 6,14,10,Carson Palmer pass incomplete short right intended for Laveranues Coles (defended by Tyvon Branch),4.950,4.040
3,7:10,3,6,OAK 6,14,10,"Carson Palmer pass incomplete short right intended for Andre Caldwell. Penalty on Stanford Routt: Roughing the Passer, 3 yards (no play)",4.040,6.510
3,7:05,1,3,OAK 3,14,10,Brian Leonard middle for -2 yards (tackle by Thomas Howard),6.510,5.150
3,6:29,2,5,OAK 5,14,10,Brian Leonard left guard for 4 yards (tackle by Tommy Kelly),5.150,5.170
3,5:48,3,1,OAK 1,14,10,Carson Palmer sacked by Stanford Routt for -18 yards,5.170,2.180
3,5:41,4,19,OAK 19,14,10,Shayne Graham 37 yard field goal no good,2.180,-0.740
3,5:05,1,10,OAK 27,14,10,"Bruce Gradkowski pass incomplete deep left intended for Darrius Heyward-Bey. Penalty on Leon Hall: Defensive Pass Interfere, 19 yards (no play)",0.740,1.990
3,5:00,1,10,OAK 46,14,10,Bruce Gradkowski pass incomplete short left intended for Tony Stewart,1.990,1.450
3,4:55,2,10,OAK 46,14,10,"Michael Bush right end for 5 yards (tackle by Dhani Jones). Michael Bush fumbles (forced by Dhani Jones), recovered by Robert Geathers at CIN-49 and returned for 38 yards (tackle by Chaz Schilens)",1.450,-4.710
3,4:42,1,10,OAK 13,14,10,Bernard Scott right tackle for 2 yards (tackle by Desmond Bryant),4.710,4.390
3,4:04,2,8,OAK 11,14,10,Carson Palmer pass complete short left to John Paul Foschi for 4 yards (tackle by Thomas Howard),4.390,4.330
3,3:35,3,4,OAK 7,14,10,Carson Palmer pass incomplete short left intended for Andre Caldwell (defended by Stanford Routt),4.330,2.990
3,3:31,4,4,OAK 7,17,10,Shayne Graham 25 yard field goal good,2.990,3.000
3,,,,CIN 30,17,10,"Shayne Graham kicks off 65 yards, returned by Jonathan Holland for 22 yards",0.000,0.740
3,3:20,1,10,OAK 27,17,10,Justin Fargas middle for 6 yards (tackle by Pat Sims),0.740,1.010
3,2:40,2,4,OAK 33,17,10,Justin Fargas left guard for 1 yard (tackle by Pat Sims),1.010,0.430
3,1:56,3,3,OAK 34,17,10,Bruce Gradkowski pass incomplete short right intended for Zach Miller (defended by Frostee Rucker),0.430,-1.110
3,1:51,4,3,OAK 34,17,10,"Shane Lechler punts 66 yards, touchback",-1.110,-0.280
3,1:41,1,10,CIN 20,17,10,"Carson Palmer pass incomplete deep left intended for Maurice Purify. Penalty on Nnamdi Asomugha: Illegal Contact, 5 yards (no play)",0.280,0.610
3,1:36,1,10,CIN 25,17,10,Bernard Scott middle for no gain (tackle by Tyvon Branch),0.610,0.060
3,0:58,2,10,CIN 25,17,10,Bernard Scott middle for -1 yards (tackle by Chris Johnson),0.060,-0.760
3,0:26,3,11,CIN 24,17,10,Carson Palmer pass complete deep right to Laveranues Coles for 40 yards (tackle by Chris Johnson),-0.760,3.180
Quarter,Time,Down,ToGo,Location,CIN,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,OAK 36,17,10,"Andre Caldwell left end for -4 yards (tackle by Thomas Howard). Andre Caldwell fumbles (forced by Thomas Howard), recovered by Andrew Whitworth at OAK-40",3.180,2.100
4,14:17,2,14,OAK 40,17,10,Carson Palmer pass complete short right to Bernard Scott for 4 yards (tackle by Thomas Howard),2.100,1.950
4,13:36,3,10,OAK 36,17,10,Carson Palmer pass complete short middle to Andre Caldwell for 12 yards (tackle by Stanford Routt),1.950,3.970
4,13:01,1,10,OAK 24,17,10,Brian Leonard right tackle for 1 yard (tackle by Sam Williams),3.970,3.570
4,12:22,2,9,OAK 23,17,10,Bernard Scott left tackle for 9 yards (tackle by Michael Huff),3.570,4.650
4,11:37,1,10,OAK 14,17,10,"Jeremi Johnson middle for -1 yards (tackle by Desmond Bryant). Jeremi Johnson fumbles (forced by Desmond Bryant), recovered by Desmond Bryant at OAK-15",4.650,0.220
4,11:31,1,10,OAK 15,17,10,Justin Fargas right tackle for 5 yards (tackle by Rey Maualuga),-0.220,0.080
4,10:52,2,5,OAK 20,17,10,"Penalty on Jonathan Fanene: Neutral Zone Infraction, 5 yards (no play)",0.080,0.610
4,10:43,1,10,OAK 25,17,10,Bruce Gradkowski pass complete short middle to Justin Fargas for 8 yards (tackle by Dhani Jones),0.610,1.140
4,10:03,2,2,OAK 33,17,10,Justin Fargas right tackle for 5 yards (tackle by Chris Crocker),1.140,1.470
4,9:26,1,10,OAK 38,17,10,Bruce Gradkowski pass incomplete short middle intended for Zach Miller (defended by Chris Crocker),1.470,0.920
4,9:21,2,10,OAK 38,17,10,Bruce Gradkowski pass complete short right to Justin Fargas for 9 yards (tackle by Dhani Jones),0.920,1.420
4,8:33,3,1,OAK 47,17,10,Justin Fargas right tackle for no gain (tackle by Rey Maualuga),1.420,-0.260
4,7:50,4,1,OAK 47,17,10,"Shane Lechler punts 43 yards, fair catch by Quan Cosby",-0.260,0.380
4,7:43,1,10,CIN 10,17,10,Carson Palmer pass incomplete short right intended for Chad Johnson (defended by Chris Johnson),-0.380,-0.780
4,7:38,2,10,CIN 10,17,10,Bernard Scott right end for -1 yards (tackle by Tyvon Branch),-0.780,-1.540
4,6:55,3,11,CIN 9,17,10,Carson Palmer sacked by Greg Ellis for -6 yards,-1.540,-2.490
4,6:20,4,17,CIN 3,17,10,"Kevin Huber punts 52 yards, returned by Johnnie Lee Higgins for 12 yards (tackle by Abdul Hodge)",-2.490,-2.720
4,6:08,1,10,CIN 43,17,10,Bruce Gradkowski pass incomplete deep middle intended for Louis Murphy is intercepted by Johnathan Joseph at CIN-19 and returned for 2 yards,2.720,-0.340
,,,,,,,"OAK challenged the incomplete pass ruling, and the play was upheld.",,
4,6:00,1,10,CIN 21,17,10,"Bernard Scott middle for 3 yards (tackle by Tommy Kelly). Penalty on Greg Ellis: Defensive Offside, 5 yards (no play)",0.340,1.070
4,5:43,1,5,CIN 26,17,10,Bernard Scott right guard for 7 yards (tackle by Tyvon Branch),1.070,1.140
4,4:58,1,10,CIN 33,17,10,Brian Leonard middle for 1 yard (tackle by Gerard Warren),1.140,0.730
4,4:17,2,9,CIN 34,17,10,Carson Palmer pass complete short right to Chad Johnson for 12 yards (tackle by Chris Johnson),0.730,1.990
4,3:46,1,10,CIN 46,17,10,Bernard Scott left end for 5 yards (tackle by Nnamdi Asomugha),1.990,2.130
4,3:02,2,5,OAK 49,17,10,Bernard Scott left guard for 1 yard (tackle by Jay Richardson),2.130,1.550
4,2:25,3,4,OAK 48,17,10,Carson Palmer pass incomplete deep left intended for Brian Leonard (defended by Thomas Howard),1.550,0.070
4,2:20,4,4,OAK 48,17,10,"Kevin Huber punts 48 yards, touchback",0.070,-0.280
4,2:12,1,10,OAK 20,17,10,Bruce Gradkowski pass complete short middle to Darren McFadden for 6 yards (tackle by Dhani Jones),0.280,0.540
4,2:00,2,4,OAK 26,17,10,Bruce Gradkowski pass complete short right to Zach Miller for 19 yards (tackle by Johnathan Joseph),0.540,1.930
4,1:50,1,10,OAK 45,17,10,Bruce Gradkowski pass complete short middle to Zach Miller for 9 yards (tackle by Dhani Jones),1.930,2.600
4,1:28,2,1,CIN 46,17,10,Bruce Gradkowski pass incomplete deep right intended for Louis Murphy,2.600,1.880
4,1:22,3,1,CIN 46,17,10,Darren McFadden middle for 1 yard (tackle by Michael Johnson and Brandon Johnson),1.880,2.590
4,1:11,,,,17,10,Timeout #2 by Oakland Raiders,0.000,2.590
4,1:11,1,10,CIN 45,17,10,Bruce Gradkowski pass incomplete deep right intended for Darrius Heyward-Bey,2.590,2.040
4,1:09,2,10,CIN 45,17,10,Bruce Gradkowski pass incomplete short left intended for Chaz Schilens,2.040,1.360
4,1:04,3,10,CIN 45,17,10,Bruce Gradkowski pass incomplete deep right intended for Chaz Schilens (defended by Johnathan Joseph),1.360,0.270
4,0:59,4,10,CIN 45,17,10,Bruce Gradkowski pass complete short middle to Chaz Schilens for 16 yards (tackle by Morgan Trent),0.270,3.640
4,0:41,1,10,CIN 29,17,10,Bruce Gradkowski spiked the ball,3.640,3.100
4,0:41,2,10,CIN 29,17,16,"Bruce Gradkowski pass complete deep left to Louis Murphy for 29 yards, touchdown",3.100,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,,,,CIN 2,17,17,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,17,17,"Sebastian Janikowski kicks off 71 yards, returned by Andre Caldwell for 18 yards (tackle by Brandon Myers). Andre Caldwell fumbles (forced by Brandon Myers), recovered by Brandon Myers at CIN-17",0.000,-4.440
4,0:27,1,10,CIN 17,17,17,Bruce Gradkowski middle for 2 yards (tackle by Dhani Jones),4.440,4.150
4,0:23,,,,17,17,Timeout #1 by Cincinnati Bengals,0.000,4.150
4,0:21,2,8,CIN 15,17,17,Bruce Gradkowski kneels for no gain,4.150,3.340
4,0:21,,,,17,17,Timeout #2 by Cincinnati Bengals,0.000,3.340
4,0:21,3,8,CIN 15,17,17,Bruce Gradkowski kneels for no gain,3.340,2.440
4,0:19,,,,17,17,Timeout #3 by Cincinnati Bengals,0.000,2.440
4,0:16,4,8,CIN 15,17,20,Sebastian Janikowski 33 yard field goal good,2.440,3.000
4,,,,OAK 30,17,20,"Sebastian Janikowski kicks off 50 yards, returned by Quan Cosby for 17 yards (tackle by Tony Stewart)",0.000,1.400
4,0:10,1,10,CIN 37,17,20,Carson Palmer pass complete short left to Andre Caldwell for 6 yards (tackle by Stanford Routt),1.400,1.670
4,0:05,2,4,CIN 43,17,20,Carson Palmer pass incomplete deep middle intended for Andre Caldwell is intercepted by Nnamdi Asomugha at OAK-7,1.670,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
