Quarter,Time,Down,ToGo,Location,PHI,IND,Detail,EPB,EPA
2,11:44,2,19,IND 48,0,14,Dominic Rhodes right tackle for 13 yards (tackle by Dhani Jones),0.960,2.010
2,10:59,3,6,PHI 39,0,14,Peyton Manning pass complete short left to Joseph Addai for 16 yards (tackle by Jeremiah Trotter),2.010,4.040
2,10:29,1,10,PHI 23,0,14,Joseph Addai right end for 6 yards (tackle by Lito Sheppard and Sean Considine),4.040,4.380
2,9:50,2,4,PHI 17,0,14,Joseph Addai middle for 2 yards (tackle by Trent Cole),4.380,4.050
2,9:04,3,2,PHI 15,0,20,"Joseph Addai left end for 15 yards, touchdown",4.050,7.000
2,9:04,,,PHI 2,0,21,Adam Vinatieri kicks extra point good,0.000,0.000
2,8:58,,,IND 30,0,21,"Adam Vinatieri kicks off 75 yards, touchback",0.000,0.280
2,8:58,1,10,PHI 20,0,21,Brian Westbrook left tackle for 2 yards (tackle by Gary Brackett),0.280,0.000
2,8:20,2,8,PHI 22,0,21,Jeff Garcia pass complete short left to Matt Schobel for 3 yards (tackle by Jason David),0.000,-0.300
2,7:40,3,5,PHI 25,0,21,Jeff Garcia pass incomplete short left intended for Reggie Brown (defended by Jason David),-0.300,-1.700
2,7:35,4,5,PHI 25,0,21,"Dirk Johnson punts 42 yards, returned by Terrence Wilkins for 19 yards (tackle by Dhani Jones)",-1.700,-2.390
2,7:25,1,10,PHI 48,0,21,Dominic Rhodes middle for no gain (tackle by Sam Rayburn),2.390,1.850
2,7:06,2,10,PHI 48,0,21,Peyton Manning pass incomplete,1.850,1.160
2,7:00,,,,0,21,Timeout #1 by Indianapolis Colts,0.000,1.160
2,7:00,3,10,PHI 48,0,21,Peyton Manning pass incomplete short middle intended for Reggie Wayne (defended by Juqua Parker),1.160,0.070
2,6:53,4,10,PHI 48,0,21,"Hunter Smith punts 36 yards, fair catch by Reno Mahe",0.070,0.350
2,6:47,1,10,PHI 12,0,21,Jeff Garcia pass complete short right to Reggie Brown for 6 yards (tackle by Nick Harper),-0.350,-0.070
2,6:24,2,4,PHI 18,0,21,Brian Westbrook left tackle for 6 yards (tackle by Jason David),-0.070,0.540
2,5:45,1,10,PHI 24,0,21,"Penalty on Hank Baskett: False Start, 5 yards (no play)",0.540,0.130
2,5:32,1,15,PHI 19,0,21,Jeff Garcia pass complete short left to Correll Buckhalter for 7 yards (tackle by Anthony McFarland),0.130,0.270
2,4:49,2,8,PHI 26,0,21,Jeff Garcia pass complete short middle to L.J. Smith for 9 yards (tackle by Freddy Keiaho and Nick Harper),0.270,1.270
2,4:09,1,10,PHI 35,0,21,Jeff Garcia pass complete short right to Donte' Stallworth for 8 yards (tackle by Nick Harper),1.270,1.800
2,3:35,2,2,PHI 43,0,21,Brian Westbrook right tackle for 21 yards (tackle by Antoine Bethea),1.800,3.180
2,3:01,1,10,IND 36,0,21,Jeff Garcia pass complete short middle to Brian Westbrook for 17 yards (tackle by Bo Schobel),3.180,4.310
2,2:19,1,10,IND 19,0,21,Correll Buckhalter left tackle for 13 yards (tackle by Dexter Reid),4.310,5.830
2,2:00,1,6,IND 6,0,21,Correll Buckhalter middle for 5 yards (tackle by Marlin Jackson),5.830,5.910
2,1:24,2,1,IND 1,6,21,"Jeff Garcia pass complete short middle to L.J. Smith for 1 yard, touchdown",5.910,7.000
2,1:24,,,IND 2,7,21,David Akers kicks extra point good,0.000,0.000
2,1:19,,,PHI 30,7,21,"David Akers kicks off 70 yards, returned by Terrence Wilkins for 41 yards (tackle by David Akers)",0.000,1.660
2,1:12,1,10,IND 41,7,21,Peyton Manning pass complete short middle to Dominic Rhodes for 9 yards (tackle by Michael Lewis),1.660,2.340
2,0:54,2,1,IND 50,7,21,Peyton Manning pass complete short right to Marvin Harrison for 8 yards,2.340,2.790
2,0:50,1,10,PHI 42,7,21,Dominic Rhodes right tackle for 13 yards (tackle by Brian Dawkins),2.790,3.640
2,0:42,,,,7,21,Timeout #2 by Indianapolis Colts,0.000,3.640
2,0:42,1,10,PHI 29,7,21,Peyton Manning pass complete short left to Dallas Clark for 4 yards (tackle by Sean Considine),3.640,3.640
2,0:34,,,,7,21,Timeout #3 by Indianapolis Colts,0.000,3.640
2,0:34,2,6,PHI 25,7,21,Dominic Rhodes left tackle for 4 yards (tackle by Michael Lewis),3.640,3.470
2,0:05,3,2,PHI 21,7,21,Peyton Manning spiked the ball,3.470,2.180
2,0:04,4,2,PHI 21,7,21,"Penalty on Justin Snow: False Start, 5 yards (no play)",2.180,1.740
2,0:04,4,7,PHI 26,7,24,Adam Vinatieri 44 yard field goal good,1.740,3.000
Quarter,Time,Down,ToGo,Location,PHI,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,7,24,"Adam Vinatieri kicks off 63 yards, returned by Reno Mahe for 14 yards (tackle by Rob Morris)",0.000,0.340
3,14:55,1,10,PHI 21,7,24,Brian Westbrook for 16 yards (tackle by Jason David),0.340,1.400
3,14:26,1,10,PHI 37,7,24,Jeff Garcia left end for 7 yards (tackle by Rocky Boiman),1.400,1.800
3,13:56,2,3,PHI 44,7,24,Correll Buckhalter middle for -2 yards (tackle by Cato June),1.800,0.830
3,13:15,3,5,PHI 42,7,24,Jeff Garcia pass complete short right to Brian Westbrook for 2 yards (tackle by Raheem Brock),0.830,-0.460
3,12:36,4,3,PHI 44,7,24,"Dirk Johnson punts 51 yards, returned by Terrence Wilkins for 6 yards (tackle by Mike Bartrum)",-0.460,0.370
3,12:26,1,10,IND 11,7,24,Joseph Addai middle for 6 yards (tackle by Dhani Jones and Jeremiah Trotter),-0.370,-0.160
3,11:54,2,4,IND 17,7,24,Joseph Addai left tackle for 14 yards (tackle by Sean Considine),-0.160,1.000
3,11:07,1,10,IND 31,7,24,Peyton Manning pass complete short right to Bryan Fletcher for 18 yards (tackle by Sean Considine),1.000,2.190
3,10:23,1,10,IND 49,7,24,Joseph Addai right end for 6 yards (tackle by Matt McCoy),2.190,2.460
3,9:43,2,4,PHI 45,7,24,Peyton Manning pass complete short right to Joseph Addai for 21 yards (tackle by Sheldon Brown and Brian Dawkins),2.460,3.970
3,8:56,1,10,PHI 24,7,24,Joseph Addai right tackle for 5 yards (tackle by Matt McCoy),3.970,4.120
3,8:13,2,5,PHI 19,7,24,Joseph Addai left end for no gain (tackle by Roderick Hood and Mike Patterson),4.120,3.410
3,7:28,3,5,PHI 19,7,24,Peyton Manning pass complete short middle to Ben Utecht for 8 yards (tackle by Matt McCoy),3.410,4.840
3,6:44,1,10,PHI 11,7,30,"Peyton Manning pass complete short middle to Reggie Wayne for 11 yards, touchdown",4.840,7.000
3,6:44,,,PHI 2,7,31,Adam Vinatieri kicks extra point good,0.000,0.000
3,6:39,,,IND 30,7,31,"Adam Vinatieri kicks off 70 yards, returned by Reno Mahe for 24 yards (tackle by Freddy Keiaho). Reno Mahe fumbles (forced by Freddy Keiaho), recovered by Thomas Tapeh at PHI-25",0.000,0.610
3,6:33,1,10,PHI 25,7,31,Brian Westbrook middle for 5 yards (tackle by Jason David),0.610,0.740
3,6:00,2,5,PHI 30,7,31,Brian Westbrook left tackle for 11 yards (tackle by Marlin Jackson),0.740,1.660
3,5:21,1,10,PHI 41,7,31,Brian Westbrook middle for no gain (tackle by Kelvin Hayden and Gary Brackett),1.660,1.120
3,4:43,2,10,PHI 41,7,31,Jeff Garcia pass complete short middle to L.J. Smith for 3 yards (tackle by Gary Brackett),1.120,0.830
3,4:00,3,7,PHI 44,7,31,Jeff Garcia pass complete short middle to Greg Lewis for 13 yards (tackle by Gary Brackett),0.830,2.720
3,3:23,1,10,IND 43,7,31,Brian Westbrook left tackle for 16 yards (tackle by Kelvin Hayden),2.720,3.780
3,2:43,1,10,IND 27,7,31,Correll Buckhalter middle for 2 yards (tackle by Bo Schobel),3.780,3.500
3,2:01,2,8,IND 25,7,31,Jeff Garcia pass incomplete short middle intended for Brian Westbrook (defended by Rocky Boiman),3.500,2.810
3,1:57,3,8,IND 25,7,31,Jeff Garcia pass complete short middle to Hank Baskett for 16 yards (tackle by Marlin Jackson),2.810,5.140
3,1:21,1,9,IND 9,7,31,Brian Westbrook left tackle for 6 yards (tackle by Rocky Boiman),5.140,5.530
3,0:47,2,3,IND 3,13,31,"Jeff Garcia pass complete short middle to Reggie Brown for 3 yards, touchdown",5.530,7.000
3,0:47,,,IND 2,14,31,David Akers kicks extra point good,0.000,0.000
3,0:43,,,PHI 30,14,31,"David Akers kicks off 71 yards, returned by Terrence Wilkins for 29 yards (tackle by Michael Lewis)",0.000,0.810
3,0:37,1,10,IND 28,14,31,Dominic Rhodes left tackle for 4 yards (tackle by LaJuan Ramsey),0.810,0.800
Quarter,Time,Down,ToGo,Location,PHI,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,IND 32,14,31,Dominic Rhodes left tackle for no gain (tackle by Sam Rayburn),0.800,0.100
4,14:16,3,6,IND 32,14,31,Peyton Manning pass incomplete short right intended for Joseph Addai,0.100,-1.240
4,14:13,4,6,IND 32,14,31,"Hunter Smith punts 61 yards, returned by Reno Mahe for 3 yards (tackle by Marlin Jackson)",-1.240,0.380
4,14:01,1,10,PHI 10,14,31,Brian Westbrook middle for 4 yards (tackle by Raheem Brock),-0.380,-0.460
4,13:24,2,6,PHI 14,14,31,Jeff Garcia pass complete short middle to Brian Westbrook for -4 yards (tackle by Anthony McFarland),-0.460,-1.420
4,12:41,3,10,PHI 10,14,31,Jeff Garcia pass incomplete deep left intended for Donte' Stallworth,-1.420,-2.490
4,12:36,4,10,PHI 10,14,31,"Dirk Johnson punts 39 yards, out of bounds. Penalty on T.J. Rushing: Unnecessary Roughness, 15 yards",-2.490,-1.330
4,12:28,1,10,IND 36,14,31,"Peyton Manning pass incomplete deep middle intended for Bryan Fletcher. Penalty on Matt McCoy: Illegal Contact, 5 yards (no play)",1.330,1.660
4,12:23,1,10,IND 41,14,31,Joseph Addai right end for 5 yards (tackle by Jeremiah Trotter),1.660,1.800
4,11:39,2,5,IND 46,14,31,Peyton Manning pass incomplete short right intended for Marvin Harrison is intercepted by Lito Sheppard at PHI-48 and returned for 25 yards,1.800,-3.780
4,11:29,1,10,IND 27,14,31,Brian Westbrook middle for 2 yards (tackle by Dwight Freeney),3.780,3.500
4,10:51,2,8,IND 25,14,31,Jeff Garcia pass complete short middle to Correll Buckhalter for 19 yards (tackle by Gary Brackett),3.500,5.830
4,10:17,1,6,IND 6,20,31,"Brian Westbrook middle for 6 yards, touchdown",5.830,7.000
4,10:17,,,IND 2,21,31,David Akers kicks extra point good,0.000,0.000
4,10:13,,,PHI 30,21,31,"David Akers kicks off 70 yards, returned by Terrence Wilkins for 27 yards (tackle by Sean Considine)",0.000,0.740
4,10:07,1,10,IND 27,21,31,"Dominic Rhodes middle for 3 yards (tackle by Sean Considine). Penalty on Mike Patterson: Defensive Holding, 5 yards",0.740,1.270
4,9:45,1,10,IND 35,21,31,Dominic Rhodes middle for 3 yards (tackle by Mike Patterson),1.270,1.130
4,9:01,2,7,IND 38,21,31,Dominic Rhodes left tackle for 9 yards (tackle by Dhani Jones),1.130,2.060
4,8:17,1,10,IND 47,21,31,Dominic Rhodes left end for 3 yards (tackle by Jeremiah Trotter),2.060,1.920
4,7:50,2,7,IND 50,21,31,Dominic Rhodes left end for 6 yards (tackle by Darwin Walker and Sean Considine),1.920,2.020
4,7:05,3,1,PHI 44,21,31,Joseph Addai left end for 3 yards (tackle by Mike Patterson and Darwin Walker),2.020,2.850
4,6:24,1,10,PHI 41,21,31,Joseph Addai right end for 2 yards (tackle by Trent Cole),2.850,2.580
4,5:38,2,8,PHI 39,21,31,Joseph Addai right end for 5 yards (tackle by Juqua Parker),2.580,2.540
4,4:50,3,3,PHI 34,21,31,Joseph Addai middle for 5 yards (tackle by Jeremiah Trotter and Juqua Parker),2.540,3.640
4,4:06,1,10,PHI 29,21,31,Joseph Addai left tackle for 14 yards (tackle by Sean Considine and Dhani Jones),3.640,4.580
4,3:56,,,,21,31,Timeout #1 by Philadelphia Eagles,0.000,4.580
4,3:56,1,10,PHI 15,21,31,Joseph Addai left tackle for 8 yards (tackle by Brian Dawkins),4.580,5.410
4,3:46,,,,21,31,Timeout #2 by Philadelphia Eagles,0.000,0.000
4,3:46,,,,21,31,Timeout #1 by Indianapolis Colts,0.000,5.410
4,3:46,2,2,PHI 7,21,31,Joseph Addai left tackle for 3 yards (tackle by Juqua Parker),5.410,6.280
4,3:41,,,,21,31,Timeout #3 by Philadelphia Eagles,0.000,6.280
4,3:41,1,4,PHI 4,21,37,"Joseph Addai left tackle for 4 yards, touchdown",6.280,7.000
4,3:41,,,PHI 2,21,38,Adam Vinatieri kicks extra point good,0.000,0.000
4,3:38,,,IND 30,21,38,"Adam Vinatieri kicks off 70 yards, returned by Reno Mahe for 20 yards (tackle by Rob Morris)",0.000,0.280
4,3:31,1,10,PHI 20,21,44,"Jeff Garcia sacked by Robert Mathis for -7 yards. Jeff Garcia fumbles (forced by Robert Mathis), recovered by Kelvin Hayden at PHI-26 and returned for 26 yards, touchdown",0.280,-7.000
4,,,,PHI 2,21,45,Adam Vinatieri kicks extra point good,0.000,0.000
4,3:25,,,IND 30,21,45,"Adam Vinatieri kicks off 72 yards, returned by Reno Mahe for 18 yards (tackle by Darrell Reid)",0.000,-0.140
4,3:19,1,10,PHI 16,21,45,Brian Westbrook right tackle for 7 yards (tackle by Dexter Reid),-0.140,0.420
4,2:53,2,3,PHI 23,21,45,A.J. Feeley pass incomplete deep right intended for Hank Baskett,0.420,-0.450
4,2:48,3,3,PHI 23,21,45,A.J. Feeley pass complete short right to Thomas Tapeh for 1 yard (tackle by Kelvin Hayden),-0.450,-1.770
4,2:16,4,2,PHI 24,21,45,A.J. Feeley pass complete short right to Hank Baskett for 4 yards (tackle by Tim Jennings),-1.770,0.810
4,2:00,1,10,PHI 28,21,45,A.J. Feeley pass complete short right to Brian Westbrook for 8 yards (tackle by Cato June),0.810,1.340
4,1:38,2,2,PHI 36,21,45,"Penalty on Raheem Brock: Neutral Zone Infraction, 5 yards (no play)",1.340,1.660
4,1:38,1,10,PHI 41,21,45,A.J. Feeley pass complete short middle to Brian Westbrook for 8 yards (tackle by Cato June),1.660,2.200
4,1:13,2,2,PHI 49,21,45,"A.J. Feeley sacked by Robert Mathis for -8 yards. A.J. Feeley fumbles (forced by Robert Mathis), recovered by Robert Mathis at PHI-39 (tackle by A.J. Feeley)",2.200,-2.980
4,0:53,1,10,PHI 39,21,45,Peyton Manning kneels for -1 yards,2.980,2.300
4,0:37,2,11,PHI 40,21,45,Peyton Manning kneels for -1 yards,2.300,1.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
