Quarter,Time,Down,ToGo,Location,CHI,PHI,Detail,EPB,EPA
1,3:58,1,10,PHI 7,0,7,"LeGarrette Blount middle for 35 yards (tackle by Adrian Amos). LeGarrette Blount fumbles (forced by Adrian Amos), recovered by Eddie Goldman at PHI-42 (tackle by Nelson Agholor)",-0.380,-2.790
1,3:46,1,10,PHI 42,0,7,"Tarik Cohen middle for 1 yard (tackle by Fletcher Cox). Penalty on Tre McBride: Illegal Block Above the Waist, 10 yards (no play)",2.790,2.130
1,3:20,1,20,CHI 48,0,7,Tarik Cohen left end for 1 yard (tackle by Mychal Kendricks),2.130,1.030
1,2:56,2,19,CHI 49,0,7,Mitch Trubisky pass complete short right to Dion Sims for -3 yards (tackle by Chris Long),1.030,-0.030
1,2:10,3,22,CHI 46,0,7,Mitch Trubisky pass complete deep left to Dontrelle Inman for 18 yards (tackle by Ronald Darby),-0.030,0.890
1,1:25,4,4,PHI 36,0,7,Cairo Santos 54 yard field goal no good,0.890,-1.860
1,1:19,1,10,PHI 44,0,7,"Carson Wentz pass incomplete short left intended for LeGarrette Blount (defended by Jonathan Bullard). Penalty on Halapoulivaati Vaitai: Offensive Holding, 10 yards (no play)",1.860,1.200
1,1:14,1,20,PHI 34,0,7,LeGarrette Blount middle for 6 yards (tackle by Eddie Goldman),1.200,0.780
1,0:31,2,14,PHI 40,0,7,Carson Wentz pass complete short left to Alshon Jeffery for 9 yards (tackle by Prince Amukamara),0.780,1.290
Quarter,Time,Down,ToGo,Location,CHI,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,PHI 49,0,7,Carson Wentz pass complete deep left to Alshon Jeffery for 16 yards (tackle by Prince Amukamara),1.290,3.250
2,14:15,1,10,CHI 35,0,7,LeGarrette Blount left end for 1 yard (tackle by Nick Kwiatkoski),3.250,2.840
2,13:30,2,9,CHI 34,0,7,Carson Wentz pass incomplete short middle intended for Alshon Jeffery,2.840,2.150
2,13:25,3,9,CHI 34,0,7,Carson Wentz right end for 16 yards (tackle by Pernell McPhee),2.150,4.370
2,12:39,1,10,CHI 18,0,7,Jay Ajayi middle for -6 yards (tackle by Kyle Fuller),4.370,3.020
2,11:51,2,16,CHI 24,0,7,Carson Wentz pass complete short left to Mack Hollins for 4 yards (tackle by Cre'von LeBlanc),3.020,2.870
2,11:04,3,12,CHI 20,0,7,"Carson Wentz pass incomplete deep left intended for Mack Hollins. Penalty on Prince Amukamara: Defensive Holding, 5 yards (no play)",2.870,4.580
2,10:59,1,10,CHI 15,0,13,"Carson Wentz pass complete short right to Nelson Agholor for 15 yards, touchdown",4.580,7.000
2,10:52,,,CHI 15,0,14,Jake Elliott kicks extra point good,0.000,0.000
2,10:52,,,PHI 35,0,14,"Jake Elliott kicks off 63 yards, returned by Tarik Cohen for 14 yards (tackle by Nathan Gerry). Penalty on Jonathan Anderson: Illegal Block Above the Waist, 8 yards",0.000,0.380
2,10:46,1,10,CHI 8,0,14,"Jordan Howard left end for 4 yards (tackle by Mychal Kendricks). Penalty on Charles Leno: Offensive Holding, 4 yards (no play)",-0.380,-0.530
2,10:27,1,14,CHI 4,0,14,"Mitch Trubisky for no gain. Mitch Trubisky fumbles, recovered by Jordan Howard at CHI--2 and returned for 3 yards",-0.530,-1.290
2,9:45,2,17,CHI 1,0,14,Mitch Trubisky pass incomplete deep left intended for Dontrelle Inman,-1.290,0.000
2,9:38,,,,,,Timeout #1 by Chicago Bears,0.000,2.240
2,9:38,3,17,CHI 1,0,14,Mitch Trubisky pass incomplete,-2.240,-2.490
2,9:33,4,17,CHI 1,0,14,Pat O'Donnell punts 44 yards,-2.490,-2.590
2,9:21,1,10,CHI 45,0,14,Carson Wentz pass complete short left to Zach Ertz for 13 yards (tackle by Adrian Amos),2.590,3.450
2,8:47,1,10,CHI 32,0,14,Carson Wentz middle for 6 yards (tackle by Sam Acho),3.450,3.710
2,8:22,2,4,CHI 26,0,14,LeGarrette Blount middle for 3 yards (tackle by John Timu),3.710,3.400
2,7:37,3,1,CHI 23,0,14,Carson Wentz sacked by Jonathan Bullard for -4 yards,3.400,1.720
2,6:57,4,5,CHI 27,0,17,Jake Elliott 45 yard field goal good,1.720,3.000
2,6:52,,,PHI 35,0,17,"Jake Elliott kicks off 59 yards, returned by Tarik Cohen for 18 yards (tackle by Najee Goode)",0.000,-0.540
2,6:45,1,10,CHI 24,0,17,Jordan Howard right end for 2 yards (tackle by Mychal Kendricks),0.540,0.270
2,6:11,2,8,CHI 26,0,17,Jordan Howard middle for no gain (tackle by Najee Goode),0.270,-0.430
2,5:27,3,8,CHI 26,0,17,Mitch Trubisky pass complete short right to Jordan Howard for 4 yards (tackle by Malcolm Jenkins),-0.430,-1.370
2,4:49,4,4,CHI 30,0,17,Pat O'Donnell punts 39 yards,-1.370,-1.000
2,4:38,1,10,PHI 31,0,17,"LeGarrette Blount left end for 7 yards (tackle by Prince Amukamara). Penalty on Brent Celek: Offensive Holding, 10 yards (no play)",1.000,0.340
2,4:14,1,20,PHI 21,0,17,LeGarrette Blount right tackle for 22 yards (tackle by Christian Jones and Kyle Fuller),0.340,1.800
2,3:22,1,10,PHI 43,0,17,Carson Wentz pass incomplete short middle intended for Brent Celek (defended by Christian Jones),1.800,1.250
2,3:17,2,10,PHI 43,0,17,Carson Wentz pass incomplete deep right intended for Nelson Agholor,1.250,0.560
2,3:11,3,10,PHI 43,0,17,Carson Wentz pass complete short left to Nelson Agholor for 9 yards (tackle by Cre'von LeBlanc),0.560,0.000
,,,,,,,"PHI challenged the short of the line to gain ruling, and the play was upheld.",,
2,2:38,,,,,,Timeout #2 by Chicago Bears,0.000,-0.070
2,2:38,4,1,CHI 48,0,17,Carson Wentz middle for 1 yard (tackle by Mitch Unrein),0.070,2.460
2,2:01,1,10,CHI 47,0,17,Carson Wentz pass complete short left to Zach Ertz for 16 yards (tackle by Adrian Amos),2.460,3.510
2,1:54,1,10,CHI 31,0,17,Corey Clement right end for 9 yards (tackle by Cre'von LeBlanc),3.510,4.180
2,1:14,2,1,CHI 22,0,17,"Carson Wentz left end for 15 yards (tackle by Akiem Hicks). Penalty on Halapoulivaati Vaitai: Offensive Holding, 10 yards (no play)",4.180,2.830
2,1:05,2,11,CHI 32,0,17,Corey Clement left end for 7 yards (tackle by John Timu),2.830,3.070
2,0:38,3,4,CHI 25,0,17,"Carson Wentz pass incomplete deep left intended for Torrey Smith. Penalty on Prince Amukamara: Defensive Holding, 5 yards (no play)",3.070,4.240
2,0:32,1,10,CHI 20,0,17,Carson Wentz pass incomplete deep right intended for Alshon Jeffery,4.240,3.690
2,0:27,2,10,CHI 20,0,17,Corey Clement right end for 9 yards (tackle by Christian Jones),3.690,0.000
2,0:20,,,,,,Timeout #2 by Philadelphia Eagles,0.000,-4.590
2,0:20,3,1,CHI 11,0,17,Carson Wentz right tackle for 3 yards (tackle by Sam Acho),4.590,0.000
2,0:12,,,,,,Timeout #3 by Philadelphia Eagles,0.000,-5.370
2,0:12,1,8,CHI 8,0,17,Carson Wentz pass incomplete short right intended for Kenjon Barner,5.370,4.570
2,0:09,2,8,CHI 8,0,23,"Carson Wentz pass complete short middle to Alshon Jeffery for 8 yards, touchdown",4.570,7.000
2,0:05,,,CHI 15,0,24,Jake Elliott kicks extra point good,0.000,0.000
2,0:05,,,PHI 35,0,24,"Jake Elliott kicks off 36 yards, returned by Sam Acho for 3 yards",0.000,-1.070
2,0:03,1,10,CHI 32,0,24,Mitch Trubisky kneels for -1 yards,1.070,0.390
Quarter,Time,Down,ToGo,Location,CHI,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,0,24,"Jake Elliott kicks off 60 yards, returned by Tarik Cohen for 39 yards (tackle by Rodney McLeod)",0.000,-1.860
3,14:53,1,10,CHI 44,0,24,Jordan Howard left end for no gain (tackle by Vinny Curry),1.860,1.320
3,14:17,2,10,CHI 44,0,24,Mitch Trubisky pass incomplete short left intended for Dontrelle Inman,1.320,0.630
3,14:13,3,10,CHI 44,0,24,Mitch Trubisky pass complete short left to Daniel Brown for 12 yards (tackle by Ronald Darby),0.630,2.650
3,13:38,1,10,PHI 44,0,24,"Mitch Trubisky sacked by Brandon Graham for -7 yards. Mitch Trubisky fumbles (forced by Brandon Graham), recovered by Bobby Massie at CHI-48",2.650,1.030
3,12:59,2,18,CHI 48,0,24,Mitch Trubisky pass complete short right to Jordan Howard for 9 yards,1.030,1.550
3,12:17,3,9,PHI 43,0,24,"Penalty on Mitch Trubisky: Delay of Game, 5 yards (no play)",1.550,0.890
3,12:04,3,14,PHI 48,0,24,Mitch Trubisky pass complete deep left to Dontrelle Inman for 16 yards (tackle by Ronald Darby),0.890,3.450
3,11:26,1,10,PHI 32,0,24,"Penalty on Elijah Qualls: Encroachment, 5 yards (no play)",3.450,4.180
3,11:10,1,5,PHI 27,0,24,"Jordan Howard middle for no gain (tackle by Derek Barnett). Penalty on Destiny Vaeao: Defensive Offside, 5 yards (no play)",4.180,4.110
3,10:54,1,10,PHI 22,0,24,Jordan Howard left guard for no gain (tackle by Brandon Graham),4.110,3.560
3,10:16,2,10,PHI 22,0,24,Tarik Cohen for -4 yards (tackle by Vinny Curry),3.560,1.290
3,9:32,3,22,PHI 34,0,24,"Mitch Trubisky pass complete short left to Jordan Howard for 14 yards (tackle by Corey Graham). Penalty on Vinny Curry: Defensive Offside, 5 yards (no play)",1.290,1.950
3,9:11,3,17,PHI 29,0,24,Mitch Trubisky pass complete short left to Tre McBride for 9 yards,1.950,2.120
3,8:45,4,8,PHI 20,3,24,Cairo Santos 38 yard field goal good,2.120,3.000
3,8:40,,,CHI 35,3,24,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.610
3,8:40,1,10,PHI 25,3,24,Carson Wentz pass incomplete short left intended for Alshon Jeffery (defended by Prince Amukamara),0.610,0.060
3,8:37,2,10,PHI 25,3,24,LeGarrette Blount middle for 5 yards (tackle by Pernell McPhee),0.060,0.040
3,7:54,3,5,PHI 30,3,24,Carson Wentz pass complete short left to Jay Ajayi for 7 yards (tackle by Eddie Goldman),0.040,1.400
3,7:09,1,10,PHI 37,3,24,Carson Wentz pass complete short left to Corey Clement for 12 yards (tackle by Eddie Jackson and Christian Jones),1.400,2.190
3,6:53,1,10,PHI 49,3,24,Corey Clement middle for 2 yards (tackle by Jonathan Bullard and Mitch Unrein),2.190,1.920
3,6:11,2,8,CHI 49,3,24,"Penalty on Jay Ajayi: False Start, 5 yards (no play)",1.920,1.240
3,5:56,2,13,PHI 46,3,24,Carson Wentz pass complete short right to Torrey Smith for 6 yards (tackle by Cre'von LeBlanc),1.240,1.360
3,5:14,3,7,CHI 48,3,24,"Penalty on Torrey Smith: False Start, 5 yards (no play)",1.360,0.700
3,4:54,3,12,PHI 47,3,24,Carson Wentz pass complete short left to Torrey Smith for 11 yards (tackle by Prince Amukamara),0.700,0.460
3,4:20,4,1,CHI 42,3,24,Carson Wentz middle for 3 yards (tackle by Akiem Hicks),0.460,2.980
3,3:39,1,10,CHI 39,3,24,Carson Wentz pass complete short left to Zach Ertz for 1 yard (tackle by Isaiah Irving),2.980,2.580
3,2:55,2,9,CHI 38,3,24,LeGarrette Blount middle for 3 yards (tackle by Eddie Goldman),2.580,2.280
3,2:13,3,6,CHI 35,3,24,Carson Wentz pass incomplete short left intended for Nelson Agholor (defended by Cre'von LeBlanc),2.280,0.970
3,2:08,4,6,CHI 35,3,24,Carson Wentz pass incomplete short right intended for Nelson Agholor,0.970,-1.270
3,2:03,1,10,CHI 35,3,24,Mitch Trubisky pass incomplete deep left intended for Kendall Wright,1.270,0.720
3,1:56,2,10,CHI 35,3,24,"Penalty on Adam Shaheen: False Start, 5 yards (no play)",0.720,0.050
3,1:56,2,15,CHI 30,3,24,Mitch Trubisky pass incomplete short left intended for Dontrelle Inman,0.050,-0.630
3,1:52,3,15,CHI 30,3,24,Mitch Trubisky right tackle for 2 yards (tackle by Brandon Graham),-0.630,-1.240
3,1:14,4,13,CHI 32,3,24,"Pat O'Donnell punts 58 yards, returned by Kenjon Barner for 17 yards (tackle by Benny Cunningham)",-1.240,-0.740
3,1:02,1,10,PHI 27,3,24,Jay Ajayi right end for no gain (tackle by Kyle Fuller),0.740,0.200
3,0:21,2,10,PHI 27,3,24,Carson Wentz pass incomplete deep left intended for Alshon Jeffery,0.200,-0.490
3,0:15,3,10,PHI 27,3,24,Carson Wentz pass complete short middle to Zach Ertz for 22 yards (tackle by Adrian Amos),-0.490,2.190
Quarter,Time,Down,ToGo,Location,CHI,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 49,3,24,Carson Wentz pass complete short right to Torrey Smith for 6 yards (tackle by Kyle Fuller),2.190,2.460
4,14:26,2,4,CHI 45,3,24,Carson Wentz pass complete short middle to Zach Ertz for 10 yards (tackle by Eddie Jackson),2.460,3.250
4,13:50,1,10,CHI 35,3,30,"Jay Ajayi right end for 30 yards (tackle by Cre'von LeBlanc). Jay Ajayi fumbles (forced by Cre'von LeBlanc), recovered by Nelson Agholor at CHI--2, touchdown",3.250,7.000
4,13:37,,,CHI 15,3,31,Jake Elliott kicks extra point good,0.000,0.000
4,13:37,,,PHI 35,3,31,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
4,13:37,1,10,CHI 25,3,31,Mitch Trubisky pass incomplete short left intended for Kendall Wright,0.610,0.060
4,13:34,2,10,CHI 25,3,31,Mitch Trubisky pass incomplete short right intended for Benny Cunningham,0.060,-0.620
4,13:29,3,10,CHI 25,3,31,Mitch Trubisky sacked by Fletcher Cox for -5 yards,-0.620,-2.030
4,12:46,4,15,CHI 20,3,31,"Pat O'Donnell punts 40 yards, fair catch by Kenjon Barner",-2.030,-1.600
4,12:39,1,10,PHI 40,3,31,LeGarrette Blount middle for 1 yard (tackle by Mitch Unrein),1.600,1.190
4,11:56,2,9,PHI 41,3,31,Carson Wentz pass incomplete short right intended for Zach Ertz,1.190,0.500
4,11:53,3,9,PHI 41,3,31,Carson Wentz pass incomplete short middle intended for Zach Ertz,0.500,-0.650
4,11:48,4,9,PHI 41,3,31,Donnie Jones punts 46 yards,-0.650,0.320
4,11:37,1,10,CHI 13,3,31,Mitch Trubisky pass complete short right to Tre McBride for 11 yards (tackle by Jalen Mills),-0.320,0.540
4,11:18,1,10,CHI 24,3,31,Mitch Trubisky pass incomplete short right intended for Tre McBride,0.540,0.000
4,11:14,2,10,CHI 24,3,31,"Mitch Trubisky pass incomplete deep left intended for Dontrelle Inman. Penalty on Fletcher Cox: Defensive Offside, 5 yards (no play)",0.000,0.670
4,11:08,2,5,CHI 29,3,31,Mitch Trubisky pass complete short left to Benny Cunningham for 9 yards,0.670,1.470
4,10:38,1,10,CHI 38,3,31,Mitch Trubisky pass incomplete deep right intended for Tre McBride (defended by Jalen Mills),1.470,0.920
4,10:31,2,10,CHI 38,3,31,Mitch Trubisky pass incomplete short left intended for Dontrelle Inman,0.920,0.230
4,10:27,3,10,CHI 38,3,31,Mitch Trubisky pass complete short right to Daniel Brown for 8 yards (tackle by Patrick Robinson),0.230,-0.320
4,9:42,4,2,CHI 46,3,31,Mitch Trubisky pass incomplete short middle intended for Tre McBride,-0.320,-2.520
4,9:38,1,10,CHI 46,3,31,LeGarrette Blount middle for 6 yards (tackle by John Jenkins),2.520,2.790
4,8:55,2,4,CHI 40,3,31,Nick Foles pass complete short right to Mack Hollins for 8 yards (tackle by Kyle Fuller),2.790,3.450
4,8:16,1,10,CHI 32,3,31,"Penalty on Isaac Seumalo: False Start, 5 yards (no play)",3.450,3.120
4,7:55,1,15,CHI 37,3,31,LeGarrette Blount right end for 4 yards (tackle by Isaiah Irving),3.120,2.770
4,7:14,2,11,CHI 33,3,31,Nick Foles pass complete short left to Nelson Agholor for 8 yards (tackle by Prince Amukamara),2.770,0.000
4,6:33,,,,,,Timeout #1 by Philadelphia Eagles,0.000,-3.140
4,6:33,3,3,CHI 25,3,31,Nick Foles pass complete short left to Zach Ertz for 5 yards (tackle by Prince Amukamara),3.140,4.240
4,5:52,1,10,CHI 20,3,31,LeGarrette Blount middle for no gain (tackle by Sam Acho and Jonathan Bullard),4.240,3.690
4,5:12,2,10,CHI 20,3,31,LeGarrette Blount right guard for 1 yard (tackle by Eddie Goldman and Deon Bush),3.690,3.100
4,4:31,3,9,CHI 19,3,31,"Nick Foles for no gain. Nick Foles fumbles, recovered by Isaiah Irving at CHI-23 (tackle by Isaac Seumalo)",3.100,-0.480
4,4:26,1,10,CHI 23,3,31,Benny Cunningham right end for -1 yards (tackle by Corey Graham),0.480,-0.200
4,4:04,2,11,CHI 22,3,31,Mitch Trubisky pass complete short right to Dontrelle Inman for 11 yards (tackle by Rasul Douglas),-0.200,1.140
4,3:42,1,10,CHI 33,3,31,"Mitch Trubisky pass incomplete short right intended for Dontrelle Inman (defended by Rasul Douglas). Penalty on Charles Leno: Offensive Holding, 10 yards (no play)",1.140,0.480
4,3:38,1,20,CHI 23,3,31,Mitch Trubisky pass complete short right to Kendall Wright for 6 yards (tackle by Rasul Douglas),0.480,0.050
4,3:15,2,14,CHI 29,3,31,Mitch Trubisky pass complete short middle to Kendall Wright for 9 yards (tackle by Kamu Grugier-Hill),0.050,0.560
4,2:54,3,5,CHI 38,3,31,Mitch Trubisky pass complete deep right to Dontrelle Inman for 19 yards (tackle by Corey Graham),0.560,2.720
4,2:30,1,10,PHI 43,3,31,Mitch Trubisky for 11 yards,2.720,3.450
4,2:22,1,10,PHI 32,3,31,Mitch Trubisky pass incomplete short middle intended for Markus Wheaton (defended by Rasul Douglas),3.450,2.900
4,2:17,2,10,PHI 32,3,31,Mitch Trubisky pass complete short right to Tarik Cohen for 1 yard (tackle by Kamu Grugier-Hill),2.900,2.340
4,2:00,3,9,PHI 31,3,31,Mitch Trubisky pass incomplete short left intended for Daniel Brown,2.340,1.320
4,1:56,4,9,PHI 31,3,31,Mitch Trubisky pass incomplete short right intended for Tre McBride is intercepted by Corey Graham at PHI-22 and returned for 59 yards,1.320,-4.310
4,1:42,1,10,CHI 19,3,31,Nick Foles kneels for -1 yards,4.310,3.630
4,1:01,2,11,CHI 20,3,31,Nick Foles kneels for -1 yards,3.630,2.810
4,0:29,3,12,CHI 21,3,31,Nick Foles kneels for -1 yards,2.810,1.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
