Quarter,Time,Down,ToGo,Location,BUF,CIN,Detail,EPB,EPA
2,0:48,2,4,BUF 45,10,10,Tyrod Taylor pass incomplete short left intended for Kaelin Clay,1.800,1.090
2,0:44,3,4,BUF 45,10,10,Tyrod Taylor pass complete short right to Nick O'Leary for 12 yards (tackle by George Iloka),1.090,0.000
2,0:39,,,,,,Timeout #2 by Buffalo Bills,0.000,-2.720
2,0:39,1,10,CIN 43,10,10,Tyrod Taylor pass incomplete short middle intended for Andre Holmes,2.720,2.180
2,0:35,2,10,CIN 43,10,10,Tyrod Taylor pass incomplete short right intended for Nick O'Leary,2.180,1.490
2,0:31,3,10,CIN 43,10,10,Tyrod Taylor pass incomplete short right intended for Zay Jones. Penalty on BUF: Illegal Formation (Declined),1.490,0.400
2,0:25,4,10,CIN 43,10,10,"Colton Schmidt punts 43 yards, touchback",0.400,-0.280
2,0:17,1,10,CIN 20,10,10,"Joe Mixon right guard for 2 yards (tackle by Matt Milano and Lorenzo Alexander). Penalty on Trey Hopkins: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,0:09,1,20,CIN 10,10,10,Andy Dalton kneels for -1 yards,-0.760,-1.580
Quarter,Time,Down,ToGo,Location,BUF,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,10,10,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,BUF 25,10,10,Tyrod Taylor pass incomplete short middle intended for LeSean McCoy,0.610,0.060
3,14:56,2,10,BUF 25,10,10,LeSean McCoy right tackle for -3 yards (tackle by Vontaze Burfict),0.060,-1.020
3,14:18,3,13,BUF 22,10,10,Tyrod Taylor pass complete short left to LeSean McCoy for 5 yards (tackle by Michael Johnson),-1.020,-1.570
3,13:43,4,8,BUF 27,10,10,"Colton Schmidt punts 50 yards, returned by Alex Erickson for 5 yards (tackle by Joe Webb)",-1.570,-0.810
3,13:33,1,10,CIN 28,10,10,Jeremy Hill left tackle for 4 yards (tackle by Lorenzo Alexander),0.810,0.800
3,13:00,2,6,CIN 32,10,10,Andy Dalton pass complete short right to Brandon LaFell for 3 yards (tackle by Shareece Wright),0.800,0.500
3,12:17,3,3,CIN 35,10,10,Andy Dalton pass incomplete short middle intended for A.J. Green is intercepted by Jordan Poyer at CIN-49 and returned for 13 yards,0.500,-3.180
3,12:11,1,10,CIN 36,10,10,LeSean McCoy left tackle for 3 yards (tackle by Kevin Minter and Nick Vigil),3.180,3.040
3,11:38,2,7,CIN 33,10,10,LeSean McCoy left end for -3 yards (tackle by Vontaze Burfict),3.040,1.950
3,10:59,3,10,CIN 36,10,10,"Tyrod Taylor left end for 10 yards (tackle by Vontaze Burfict and Nick Vigil). Penalty on Dion Dawkins: Offensive Holding, 10 yards (no play)",1.950,0.630
3,10:31,3,20,CIN 46,10,10,Tyrod Taylor pass incomplete deep middle intended for Brandon Tate,0.630,0.200
3,10:26,4,20,CIN 46,10,10,"Colton Schmidt punts 34 yards, fair catch by Alex Erickson",0.200,0.350
3,10:18,1,10,CIN 12,10,10,Andy Dalton pass complete short middle to C.J. Uzomah for 21 yards (tackle by Shareece Wright),-0.350,1.140
3,9:36,1,10,CIN 33,10,10,Andy Dalton pass incomplete short right intended for Brandon LaFell (defended by TreDavious White),1.140,0.590
3,9:31,2,10,CIN 33,10,10,Joe Mixon left tackle for 2 yards (tackle by Preston Brown and Marcell Dareus),0.590,0.170
3,8:58,3,8,CIN 35,10,10,Andy Dalton pass complete short left to Alex Erickson for 12 yards (tackle by Preston Brown),0.170,2.060
3,8:19,1,10,CIN 47,10,10,Joe Mixon right tackle for 2 yards (tackle by Jordan Poyer),2.060,1.790
3,7:36,2,8,CIN 49,10,10,Andy Dalton pass incomplete deep middle intended for Brandon LaFell (defended by Shareece Wright),1.790,1.090
3,7:30,3,8,CIN 49,10,10,Andy Dalton pass complete short middle to Giovani Bernard for 12 yards (tackle by Preston Brown and Shareece Wright),1.090,2.980
3,6:49,1,10,BUF 39,10,10,"Andy Dalton pass complete short middle to A.J. Green for 20 yards (tackle by Lorenzo Alexander and Micah Hyde). A.J. Green fumbles (forced by Lorenzo Alexander), recovered by Jordan Poyer at BUF-12 (tackle by Clint Boling). Penalty on Adolphus Washington: Illegal Blindside Block, 15 yards",2.980,-0.870
3,6:34,1,10,BUF 29,10,10,LeSean McCoy left guard for 9 yards (tackle by Vontaze Burfict and George Iloka),0.870,1.540
3,6:07,2,1,BUF 38,10,10,LeSean McCoy right guard for 1 yard (tackle by Kevin Minter),1.540,1.530
3,5:34,1,10,BUF 39,10,10,LeSean McCoy left guard for 3 yards (tackle by Darqueze Dennard),1.530,1.390
3,4:59,2,7,BUF 42,10,10,Mike Tolbert right guard for 4 yards (tackle by Ryan Glasgow),1.390,1.220
3,4:20,3,3,BUF 46,10,10,Tyrod Taylor pass complete short middle to Nick O'Leary for 9 yards (tackle by Josh Shaw),1.220,2.590
3,3:44,1,10,CIN 45,10,10,"Tyrod Taylor pass incomplete deep left intended for Zay Jones. Penalty on William Jackson: Defensive Pass Interference, 19 yards (no play)",2.590,3.840
3,3:37,1,10,CIN 26,10,10,LeSean McCoy middle for 3 yards (tackle by Shawn Williams and Geno Atkins),3.840,3.700
3,3:19,2,7,CIN 23,10,10,Tyrod Taylor sacked by Jordan Willis for -4 yards,3.700,0.000
3,2:42,,,,,,Timeout #1 by Buffalo Bills,0.000,-2.480
3,2:42,3,11,CIN 27,10,10,Tyrod Taylor pass complete short middle to Nick O'Leary for 7 yards (tackle by George Iloka and Vontaze Burfict),2.480,2.200
3,1:59,4,4,CIN 20,13,10,Steven Hauschka 38 yard field goal good,2.200,3.000
3,1:54,,,BUF 35,13,10,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
3,1:54,1,10,CIN 25,13,10,"Joe Mixon right tackle for 2 yards (tackle by Micah Hyde). Penalty on Kyle Williams: Defensive Holding, 5 yards",0.610,1.070
3,1:35,1,10,CIN 32,13,10,Andy Dalton pass incomplete deep right intended for Cethan Carter,1.070,0.530
3,1:29,2,10,CIN 32,13,10,Andy Dalton pass incomplete short middle intended for C.J. Uzomah,0.530,-0.160
3,1:25,3,10,CIN 32,13,10,"Andy Dalton pass incomplete short right intended for Brandon LaFell. Penalty on Greg Mabin: Defensive Pass Interference, 16 yards (no play)",-0.160,2.130
3,1:19,1,10,CIN 48,13,10,Joe Mixon left guard for no gain (tackle by Jerry Hughes),2.130,1.580
3,0:42,2,10,CIN 48,13,10,Andy Dalton pass incomplete,1.580,0.890
3,0:36,3,10,CIN 48,13,10,Andy Dalton pass complete deep right to A.J. Green for 47 yards (tackle by TreDavious White),0.890,6.060
Quarter,Time,Down,ToGo,Location,BUF,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,5,BUF 5,13,16,"Joe Mixon right guard for 5 yards, touchdown",6.060,7.000
4,14:55,,,BUF 15,13,17,Randy Bullock kicks extra point good,0.000,0.000
4,14:55,,,CIN 35,13,17,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.610
4,14:55,1,10,BUF 25,13,17,LeSean McCoy left end for 3 yards (tackle by Nick Vigil),0.610,0.470
4,14:17,2,7,BUF 28,13,17,Tyrod Taylor pass incomplete short right intended for LeSean McCoy (defended by Nick Vigil),0.470,-0.230
4,14:10,3,7,BUF 28,13,17,"Tyrod Taylor sacked by Vontaze Burfict for -6 yards. Penalty on Carl Lawson: Unnecessary Roughness, 15 yards",-0.230,1.400
4,14:02,1,10,BUF 37,13,17,"LeSean McCoy right end for 44 yards (tackle by Shawn Williams). Penalty on Logan Thomas: Offensive Holding, 10 yards (no play)",1.400,0.740
4,13:37,1,20,BUF 27,13,17,Tyrod Taylor pass complete short middle to Mike Tolbert for 8 yards (tackle by Vontaze Burfict),0.740,0.590
4,13:00,2,12,BUF 35,13,17,Tyrod Taylor pass complete short middle to Mike Tolbert for 4 yards (tackle by Nick Vigil),0.590,0.430
4,12:23,3,8,BUF 39,13,17,Tyrod Taylor sacked by Carl Lawson for -4 yards,0.430,-1.040
4,11:54,4,12,BUF 35,13,17,"Colton Schmidt punts 49 yards, returned by Alex Erickson for -1 yards (tackle by Taiwan Jones)",-1.040,0.220
4,11:46,1,10,CIN 15,13,17,Andy Dalton pass incomplete short left intended for A.J. Green (defended by Shareece Wright),-0.220,-0.710
4,11:42,2,10,CIN 15,13,17,Giovani Bernard left end for 1 yard (tackle by Preston Brown and Jerry Hughes),-0.710,0.000
4,10:58,,,,,,Timeout #1 by Cincinnati Bengals,0.000,1.250
4,10:58,3,9,CIN 16,13,17,Andy Dalton pass incomplete deep right intended for A.J. Green (defended by TreDavious White),-1.250,-2.390
4,10:52,4,9,CIN 16,13,17,"Kevin Huber punts 48 yards, returned by Brandon Tate for 40 yards (tackle by Cethan Carter). Penalty on CIN: Unsportsmanlike Conduct, 12 yards",-2.390,-4.780
4,10:37,1,10,CIN 12,13,17,Tyrod Taylor pass incomplete short right intended for Zay Jones,4.780,4.100
4,10:32,2,10,CIN 12,13,17,LeSean McCoy left end for -4 yards (tackle by Vontaze Burfict),4.100,2.930
4,9:50,3,14,CIN 16,13,17,Tyrod Taylor pass complete short left to LeSean McCoy for 6 yards (tackle by Nick Vigil and Darqueze Dennard),2.930,2.760
4,9:03,4,8,CIN 10,16,17,Steven Hauschka 28 yard field goal good,2.760,3.000
4,8:59,,,BUF 35,16,17,"Steven Hauschka kicks off 62 yards, returned by Alex Erickson for 27 yards (tackle by Shamarko Thomas)",0.000,-0.940
4,8:53,1,10,CIN 30,16,17,Joe Mixon left tackle for -1 yards (tackle by Cedric Thornton),0.940,0.260
4,8:12,2,11,CIN 29,16,17,Andy Dalton right end for 6 yards (tackle by Lorenzo Alexander),0.260,0.370
4,7:24,3,5,CIN 35,16,17,Andy Dalton pass complete short middle to Tyler Kroft for 11 yards (tackle by Preston Brown),0.370,1.990
4,6:45,1,10,CIN 46,16,17,Andy Dalton pass complete short middle to Brandon LaFell for 5 yards (tackle by Kyle Williams and Adolphus Washington),1.990,2.130
4,6:03,2,5,BUF 49,16,17,Andy Dalton pass complete short right to Brandon LaFell for 16 yards (tackle by Shareece Wright),2.130,3.380
4,5:23,1,10,BUF 33,16,17,Joe Mixon left guard for 4 yards (tackle by Matt Milano and Cedric Thornton),3.380,3.380
4,4:37,2,6,BUF 29,16,17,Andy Dalton pass complete short middle to Tyler Kroft for 15 yards (tackle by Jordan Poyer),3.380,4.650
4,3:53,1,10,BUF 14,16,17,Joe Mixon left tackle for 2 yards (tackle by Preston Brown),4.650,0.000
4,3:47,,,,,,Timeout #2 by Buffalo Bills,0.000,-4.330
4,3:47,2,8,BUF 12,16,17,Andy Dalton pass complete short middle to Brandon LaFell for 1 yard (tackle by Matt Milano),4.330,0.000
4,3:41,,,,,,Timeout #3 by Buffalo Bills,0.000,-3.620
4,3:41,3,7,BUF 11,16,17,Andy Dalton pass incomplete short left intended for Brandon LaFell (defended by Greg Mabin),3.620,2.700
4,3:37,4,7,BUF 11,16,20,Randy Bullock 29 yard field goal good,2.700,3.000
4,3:33,,,CIN 35,16,20,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.610
4,3:33,1,10,BUF 25,16,20,Tyrod Taylor sacked by Michael Johnson for -5 yards,0.610,-0.610
4,3:00,2,15,BUF 20,16,20,Tyrod Taylor pass complete short left to LeSean McCoy for no gain,-0.610,-1.290
4,2:22,3,15,BUF 20,16,20,Tyrod Taylor pass incomplete deep right intended for Zay Jones is intercepted by George Iloka at BUF-43 and returned for 14 yards,-1.290,-3.640
4,2:14,1,10,BUF 29,16,20,Joe Mixon right guard for 2 yards (tackle by Jerry Hughes and Shareece Wright),3.640,3.370
4,2:00,2,8,BUF 27,16,20,Joe Mixon for 10 yards (tackle by Preston Brown),3.370,4.440
4,1:53,1,10,BUF 17,16,20,Andy Dalton kneels for -1 yards,4.440,3.720
4,1:10,2,11,BUF 18,16,20,Andy Dalton kneels for -1 yards,3.720,2.910
4,0:38,3,12,BUF 19,16,20,Andy Dalton kneels for -1 yards,2.910,2.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
