Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
3,5:28,,,BUF 15,21,7,Chris Boswell kicks extra point good,0.000,0.000
3,5:28,,,PIT 35,21,7,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
3,5:28,1,10,BUF 25,21,7,"Tyrod Taylor pass complete deep left to Charles Clay for 26 yards (tackle by Bud Dupree). Penalty on Sammy Watkins: Illegal Shift, 5 yards (no play)",0.610,0.280
3,5:04,1,15,BUF 20,21,7,Tyrod Taylor pass incomplete short middle intended for LeSean McCoy,0.280,-0.610
3,5:00,2,15,BUF 20,21,7,Tyrod Taylor pass complete short left to LeSean McCoy for 11 yards (tackle by James Harrison and Lawrence Timmons),-0.610,0.170
3,4:17,3,4,BUF 31,21,7,Tyrod Taylor pass incomplete short right intended for Charles Clay (defended by Ross Cockrell),0.170,-1.310
3,4:11,4,4,BUF 31,21,7,"Colton Schmidt punts 46 yards, returned by Antonio Brown for 17 yards (tackle by Colton Schmidt)",-1.310,-1.600
3,3:58,1,10,PIT 40,21,7,"Le'Veon Bell left end for no gain (tackle by Preston Brown). Penalty on Jerel Worthy: Defensive Offside, 5 yards (no play)",1.600,2.330
3,3:23,1,5,PIT 45,21,7,Le'Veon Bell right end for 10 yards (tackle by Zach Brown),2.330,2.590
3,2:42,1,10,BUF 45,21,7,"Le'Veon Bell left guard for 3 yards (tackle by Zach Brown). Penalty on B.J. Finney: Offensive Holding, 10 yards (no play)",2.590,1.930
3,2:10,1,20,PIT 45,21,7,Le'Veon Bell middle for 33 yards (tackle by James Ihedigbo),1.930,4.110
3,1:23,1,10,BUF 22,21,7,Fitzgerald Toussaint left guard for 6 yards (tackle by Preston Brown),4.110,4.460
3,0:38,2,4,BUF 16,21,7,Le'Veon Bell left guard for -1 yards (tackle by James Ihedigbo),4.460,3.560
Quarter,Time,Down,ToGo,Location,PIT,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,BUF 17,21,7,Ben Roethlisberger pass incomplete deep middle intended for Ladarius Green (defended by Corey White),3.560,2.360
4,14:55,4,5,BUF 17,21,7,"Penalty on Adolphus Washington: Neutral Zone Infraction, 5 yards (no play)",2.360,4.780
4,14:55,1,10,BUF 12,21,7,Le'Veon Bell right tackle for 4 yards (tackle by Lorenzo Alexander),4.780,4.830
4,14:09,2,6,BUF 8,21,7,Le'Veon Bell middle for 1 yard (tackle by Shaq Lawson and Adolphus Washington). Penalty on David Johnson: Illegal Shift (Declined),4.830,4.160
4,13:48,3,5,BUF 7,21,7,Ben Roethlisberger pass incomplete short right intended for Jesse James is intercepted by Zach Brown at BUF--6,4.160,-0.280
4,13:43,1,10,BUF 20,21,7,"Tyrod Taylor pass incomplete deep left intended for Marquise Goodwin is intercepted by Artie Burns at BUF-42 and returned for 9 yards. Penalty on Sean Davis: Offensive Holding, 10 yards",0.280,-2.390
4,13:31,1,10,BUF 48,21,7,Le'Veon Bell left guard for 6 yards (tackle by Preston Brown and Jerry Hughes),2.390,2.660
4,12:53,2,4,BUF 42,21,7,Le'Veon Bell right end for 14 yards (tackle by Ronald Darby),2.660,3.710
4,12:09,1,10,BUF 28,21,7,Le'Veon Bell left tackle for 5 yards (tackle by Marcell Dareus),3.710,3.840
4,11:28,2,5,BUF 23,21,7,Le'Veon Bell middle for 3 yards (tackle by Marcell Dareus and Jerry Hughes),3.840,3.530
4,10:43,3,2,BUF 20,21,7,Le'Veon Bell right tackle for 1 yard (tackle by Jerel Worthy),3.530,2.340
4,10:02,4,1,BUF 19,24,7,Chris Boswell 37 yard field goal good,2.340,3.000
4,9:57,,,PIT 35,24,7,"Chris Boswell kicks off 66 yards, returned by Brandon Tate for 19 yards (tackle by Anthony Chickillo)",0.000,-0.040
4,9:51,1,10,BUF 18,24,7,Tyrod Taylor pass complete short right to Charles Clay for 5 yards (tackle by William Gay),0.040,0.280
4,9:16,2,5,BUF 23,24,7,Tyrod Taylor sacked by Bud Dupree for -4 yards,0.280,-1.040
4,8:29,3,9,BUF 19,24,7,Tyrod Taylor pass complete short right to LeSean McCoy for 41 yards (tackle by Sean Davis),-1.040,2.920
4,7:47,1,10,PIT 40,24,7,Tyrod Taylor pass incomplete deep right intended for Robert Woods,2.920,2.370
4,7:39,2,10,PIT 40,24,13,"Tyrod Taylor pass complete deep left to Charles Clay for 40 yards, touchdown",2.370,7.000
4,7:27,,,PIT 15,24,13,Dan Carpenter kicks extra point no good,0.000,-1.000
4,7:27,,,BUF 35,24,13,"Dan Carpenter kicks off 65 yards, touchback",0.000,-0.610
4,7:27,1,10,PIT 25,24,13,Le'Veon Bell left guard for no gain (tackle by Corey Graham),0.610,0.060
4,6:49,2,10,PIT 25,24,13,Ben Roethlisberger pass complete short right to Antonio Brown for 29 yards,0.060,2.520
4,6:04,1,10,BUF 46,24,13,Le'Veon Bell left tackle for 4 yards (tackle by Zach Brown),2.520,2.520
4,5:23,2,6,BUF 42,24,13,Le'Veon Bell middle for 5 yards (tackle by Leger Douzable and Lorenzo Alexander),2.520,0.000
4,4:44,,,,24,13,Timeout #2 by Pittsburgh Steelers,0.000,-2.480
4,4:44,3,1,BUF 37,24,13,Ben Roethlisberger pass complete short right to Le'Veon Bell for 14 yards (tackle by James Ihedigbo),2.480,4.040
4,4:34,1,10,BUF 23,24,13,Le'Veon Bell middle for 2 yards (tackle by Corey Graham and Preston Brown),4.040,3.770
4,3:53,2,8,BUF 21,24,13,Le'Veon Bell right tackle for no gain (tackle by Lorenzo Alexander),3.770,0.000
4,3:47,,,,24,13,Timeout #1 by Buffalo Bills,0.000,-3.070
4,3:47,3,8,BUF 21,24,13,Le'Veon Bell right guard for no gain (tackle by Marcell Dareus),3.070,0.000
4,3:43,,,,24,13,Timeout #2 by Buffalo Bills,0.000,-2.060
4,3:43,4,8,BUF 21,27,13,Chris Boswell 39 yard field goal good,2.060,3.000
4,3:38,,,PIT 35,27,13,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
4,3:38,1,10,BUF 25,27,13,Tyrod Taylor pass incomplete deep right intended for Sammy Watkins,0.610,0.060
4,3:31,2,10,BUF 25,27,13,Tyrod Taylor pass complete deep right to Sammy Watkins for 18 yards,0.060,1.800
,,,,,,,"BUF challenged the incomplete pass ruling, and the original play was overturned.",,
4,3:24,1,10,BUF 43,27,13,Tyrod Taylor pass complete deep middle to Robert Woods for 29 yards (tackle by Robert Golden),1.800,3.710
4,2:57,1,10,PIT 28,27,13,Tyrod Taylor left end for 1 yard (tackle by Ryan Shazier),3.710,3.300
4,2:21,2,9,PIT 27,27,13,Tyrod Taylor pass complete short middle to Nick O'Leary for 12 yards (tackle by Robert Golden),3.300,4.580
4,2:00,1,10,PIT 15,27,13,Tyrod Taylor pass complete short right to LeSean McCoy for -1 yards (tackle by Bud Dupree),4.580,3.810
4,1:50,2,11,PIT 16,27,13,Tyrod Taylor pass complete short middle to LeSean McCoy for 13 yards (tackle by Sean Davis),3.810,6.510
4,1:28,1,3,PIT 3,27,19,"LeSean McCoy middle for 3 yards, touchdown",6.510,7.000
4,1:25,,,PIT 15,27,20,Dan Carpenter kicks extra point good,0.000,0.000
4,1:25,,,BUF 35,27,20,Dan Carpenter kicks onside 4 yards,0.000,-2.980
4,1:25,1,10,BUF 39,27,20,Ben Roethlisberger kneels for -1 yards,2.980,2.300
4,0:45,2,11,BUF 40,27,20,Ben Roethlisberger kneels for no gain,2.300,0.000
4,0:44,,,,27,20,Timeout #3 by Buffalo Bills,0.000,-1.620
4,0:44,3,11,BUF 40,27,20,Ben Roethlisberger kneels for -1 yards,1.620,0.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
