Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
2,,,,DEN 30,3,7,"Todd Sauerbrun kicks off 66 yards, returned by Ellis Hobbs for 32 yards (tackle by Todd Sauerbrun). Ellis Hobbs fumbles (forced by Todd Sauerbrun), recovered by Cecil Sapp at NWE-39 (tackle by Monty Beisel)",0.000,-2.980
2,1:33,1,10,NWE 39,3,7,Jake Plummer pass complete to Jeb Putzier for 5 yards (tackle by Artrell Hawkins),2.980,3.120
2,1:01,2,5,NWE 34,3,7,Tatum Bell left tackle for 2 yards (tackle by Ty Warren),3.120,2.680
2,0:54,,,,3,7,Timeout #3 by Denver Broncos,0.000,2.680
2,0:54,3,3,NWE 32,3,7,Jake Plummer pass incomplete intended for Ashley Lelie,2.680,1.290
2,0:48,4,3,NWE 32,3,10,Jason Elam 50 yard field goal good,1.290,3.000
2,,,,DEN 30,3,10,"Todd Sauerbrun kicks off 68 yards, returned by Andre' Davis for 19 yards (tackle by Sam Brandon). Penalty on Ty Warren: Offensive Holding, 10 yards",0.000,-0.370
2,0:33,1,10,NWE 11,3,10,Tom Brady kneels for -1 yards (tackle by Ebenezer Ekuban),-0.370,-0.850
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,3,10,"Adam Vinatieri kicks off 60 yards, returned by Charlie Adams for 12 yards (tackle by Don Davis)",0.000,0.410
3,14:57,1,10,DEN 22,3,10,Mike Anderson up the middle for 3 yards (tackle by Rosevelt Colvin),0.410,0.270
3,14:20,2,7,DEN 25,3,10,Mike Anderson left tackle for 2 yards (tackle by Tedy Bruschi and Richard Seymour),0.270,-0.160
3,13:36,3,5,DEN 27,3,10,Jake Plummer pass incomplete intended for Mike Anderson,-0.160,-1.570
3,13:32,4,5,DEN 27,3,10,"Todd Sauerbrun punts 58 yards, returned by Tim Dwight for 13 yards (tackle by Sam Brandon)",-1.570,-0.810
3,13:21,1,10,NWE 28,3,10,Corey Dillon left tackle for 3 yards (tackle by Domonique Foxworth),0.810,0.670
3,12:40,2,7,NWE 31,3,10,Tom Brady pass complete to Daniel Graham for 18 yards (tackle by Nick Ferguson),0.670,2.190
3,11:54,1,10,NWE 49,3,10,Tom Brady pass incomplete intended for Deion Branch,2.190,1.650
3,11:48,2,10,NWE 49,3,10,Tom Brady pass complete to David Givens for 14 yards (tackle by Domonique Foxworth),1.650,3.120
3,11:09,1,10,DEN 37,3,10,Kevin Faulk up the middle for 5 yards (tackle by Al Wilson),3.120,3.250
3,10:36,2,5,DEN 32,3,10,Corey Dillon right guard for no gain (tackle by D.J. Williams),3.250,2.540
3,9:51,3,5,DEN 32,3,10,Tom Brady pass complete to Deion Branch for 10 yards (tackle by Darrent Williams),2.540,4.110
3,9:17,1,10,DEN 22,3,10,Kevin Faulk up the middle for 2 yards (tackle by Marco Coleman),4.110,3.830
3,8:37,2,8,DEN 20,3,10,Tom Brady pass complete to David Givens for 6 yards (tackle by D.J. Williams),3.830,4.150
3,7:55,3,2,DEN 14,3,10,Tom Brady pass incomplete intended for Deion Branch,4.150,2.630
3,7:53,4,2,DEN 14,6,10,Adam Vinatieri 32 yard field goal good,2.630,3.000
3,,,,NWE 30,6,10,"Adam Vinatieri kicks off 69 yards, returned by Darrent Williams for 19 yards (tackle by Larry Izzo)",0.000,0.280
3,7:43,1,10,DEN 20,6,10,Jake Plummer pass incomplete intended for Jeb Putzier (defended by Artrell Hawkins),0.280,-0.270
3,7:37,2,10,DEN 20,6,10,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Asante Samuel),-0.270,-0.960
3,7:30,3,10,DEN 20,6,10,Jake Plummer pass complete to Rod Smith for 19 yards (tackle by Ellis Hobbs),-0.960,1.530
3,6:46,1,10,DEN 39,6,10,Mike Anderson left guard for 2 yards (tackle by Willie McGinest),1.530,1.260
3,6:05,2,8,DEN 41,6,10,Jake Plummer up the middle for 2 yards (tackle by Ty Warren and Mike Vrabel),1.260,0.830
3,5:22,3,6,DEN 43,6,10,Jake Plummer sacked by Richard Seymour and Jarvis Green for -7 yards,0.830,-0.980
3,4:51,4,13,DEN 36,6,10,"Todd Sauerbrun punts 56 yards, returned by Tim Dwight for 14 yards (tackle by Cecil Sapp)",-0.980,-0.410
3,4:39,1,10,NWE 22,6,10,Tom Brady pass complete to Troy Brown for 33 yards (tackle by Darrent Williams),0.410,2.590
3,3:54,1,10,DEN 45,6,10,Tom Brady pass complete to Deion Branch for 26 yards (tackle by John Lynch),2.590,4.310
3,3:20,1,10,DEN 19,6,10,Tom Brady pass complete to David Givens for 9 yards (tackle by Al Wilson),4.310,5.360
3,2:46,2,1,DEN 10,6,10,Corey Dillon left tackle for 5 yards (tackle by Ian Gold),5.360,6.060
3,2:12,1,5,DEN 5,6,10,"Penalty on Deion Branch: False Start, 5 yards (no play)",6.060,4.910
3,1:45,1,10,DEN 10,6,10,Tom Brady pass complete to Deion Branch for 5 yards (tackle by Domonique Foxworth),4.910,5.150
3,1:06,2,5,DEN 5,6,10,Tom Brady pass incomplete intended for David Givens,5.150,4.260
3,1:03,3,5,DEN 5,6,10,"Tom Brady pass incomplete intended for Troy Brown is intercepted by Champ Bailey and returned for 100 yards. Champ Bailey fumbles (forced by Ben Watson), ball out of bounds at NWE-1",4.260,-6.970
,,,,,,,"NWE challenged the ruling, and the play was upheld.",,
3,0:47,1,1,NWE 1,6,16,"Mike Anderson left end for 1 yard, touchdown",6.970,7.000
3,,,,NWE 2,6,17,Jason Elam kicks extra point good,0.000,0.000
3,,,,DEN 30,6,17,"Todd Sauerbrun kicks off 70 yards, returned by Ellis Hobbs for 29 yards (tackle by Cecil Sapp)",0.000,0.870
3,0:37,1,10,NWE 29,6,17,Tom Brady pass complete to Deion Branch for 8 yards (tackle by John Lynch),0.870,1.410
3,0:16,2,2,NWE 37,6,17,Corey Dillon left tackle for 1 yard (tackle by Ian Gold),1.410,0.830
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,NWE 38,6,17,Corey Dillon right end for 17 yards (tackle by Nick Ferguson),0.830,2.590
4,14:33,1,10,DEN 45,6,17,Tom Brady pass incomplete intended for Andre' Davis,2.590,2.040
4,14:28,2,10,DEN 45,6,17,Tom Brady pass complete to Kevin Faulk for 14 yards,2.040,3.510
4,13:56,1,10,DEN 31,6,17,Tom Brady pass complete to Kevin Faulk for 6 yards (tackle by Al Wilson),3.510,3.780
4,13:17,2,4,DEN 25,6,17,Corey Dillon up the middle for no gain (tackle by Al Wilson),3.780,3.070
4,12:57,,,,6,17,Timeout #1 by Denver Broncos,0.000,3.070
4,12:57,3,4,DEN 25,6,17,Tom Brady pass incomplete intended for Troy Brown,3.070,1.880
4,12:53,4,4,DEN 25,6,17,Adam Vinatieri 43 yard field goal no good,1.880,-1.140
4,12:48,1,10,DEN 33,6,17,Jake Plummer pass incomplete intended for Rod Smith,1.140,0.590
4,12:41,2,10,DEN 33,6,17,Jake Plummer pass complete to Ashley Lelie for 17 yards,0.590,2.260
4,12:07,1,10,DEN 50,6,17,Mike Anderson right tackle for 6 yards (tackle by Ty Warren),2.260,2.520
4,11:24,2,4,NWE 44,6,17,Mike Anderson left tackle for 2 yards (tackle by Ty Warren),2.520,2.080
4,10:40,,,,6,17,Timeout #2 by Denver Broncos,0.000,2.080
4,10:40,3,2,NWE 42,6,17,Jake Plummer sacked by Richard Seymour and Vince Wilfork for 0 yards. Penalty on Tom Nalen: Offensive Holding (Declined),2.080,0.460
4,10:21,4,2,NWE 42,6,17,"Todd Sauerbrun punts 30 yards, muffed catch by Troy Brown, recovered by Mike Leach and returned for no gain",0.460,4.580
4,10:10,1,10,NWE 15,6,17,Mike Anderson up the middle for 3 yards (tackle by Tedy Bruschi),4.580,4.450
4,9:30,2,7,NWE 12,6,17,Mike Anderson right tackle for 8 yards (tackle by Jarvis Green),4.450,6.280
4,8:43,1,4,NWE 4,6,23,"Jake Plummer pass complete to Rod Smith for 4 yards, touchdown",6.280,7.000
4,,,,NWE 2,6,24,"Jason Elam kicks extra point good. Penalty on Demetrin Veal: False Start, 5 yards (no play)",0.000,0.000
4,,,,NWE 2,6,24,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,6,24,"Todd Sauerbrun kicks off 68 yards, returned by Andre' Davis for 21 yards (tackle by Karl Paymah)",0.000,0.480
4,8:33,1,10,NWE 23,6,24,Tom Brady pass complete to Deion Branch for 73 yards (tackle by Al Wilson and John Lynch),0.480,6.280
4,8:09,1,4,DEN 4,12,24,"Tom Brady pass complete to David Givens for 4 yards, touchdown",6.280,7.000
4,,,,DEN 2,13,24,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,NWE 30,13,24,"Adam Vinatieri kicks off 60 yards, returned by Charlie Adams for 13 yards (tackle by Tully Banta-Cain)",0.000,0.480
4,8:00,1,10,DEN 23,13,24,Jake Plummer pass complete to Rod Smith for 42 yards (tackle by Eugene Wilson and Mike Vrabel),0.480,3.250
4,7:14,1,10,NWE 35,13,24,Mike Anderson right tackle for 6 yards (tackle by Artrell Hawkins),3.250,3.510
4,6:28,2,4,NWE 29,13,24,Mike Anderson right tackle for 3 yards (tackle by Willie McGinest),3.510,3.200
4,5:46,3,1,NWE 26,13,24,Mike Anderson right tackle for 2 yards (tackle by Ty Warren),3.200,3.970
4,5:02,1,10,NWE 24,13,24,Tatum Bell left guard for no gain (tackle by Richard Seymour and Vince Wilfork),3.970,3.430
4,4:18,2,10,NWE 24,13,24,Jake Plummer up the middle for 3 yards (tackle by Ty Warren),3.430,3.140
4,3:30,3,7,NWE 21,13,24,Tatum Bell up the middle for 5 yards (tackle by Willie McGinest and Mike Vrabel),3.140,2.500
4,3:24,,,,13,24,Timeout #2 by New England Patriots,0.000,0.000
4,3:24,,,,13,24,Timeout #3 by Denver Broncos,0.000,2.500
4,3:24,4,2,NWE 16,13,27,Jason Elam 34 yard field goal good,2.500,3.000
4,,,,DEN 30,13,27,"Todd Sauerbrun kicks off 70 yards, returned by Andre' Davis for 21 yards (tackle by Patrick Chukwurah). Penalty on Don Davis: Illegal Block Above the , 10 yards",0.000,-0.370
4,3:14,1,10,NWE 11,13,27,Tom Brady pass incomplete intended for David Givens,-0.370,-0.780
4,3:08,2,10,NWE 11,13,27,Tom Brady pass incomplete intended for Andre' Davis is intercepted by John Lynch at DEN-34 and returned for 5 yards,-0.780,-1.530
4,2:56,1,10,DEN 39,13,27,Mike Anderson up the middle for 4 yards (tackle by Willie McGinest),1.530,1.530
4,2:15,2,6,DEN 43,13,27,Mike Anderson right tackle for 18 yards (tackle by Eugene Wilson),1.530,2.980
4,2:00,1,10,NWE 39,13,27,Jake Plummer kneels for -1 yards,2.980,2.300
4,1:18,2,11,NWE 40,13,27,Jake Plummer kneels for -1 yards,2.300,1.490
4,0:38,3,12,NWE 41,13,27,Jake Plummer kneels for -1 yards,1.490,0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
