Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
2,12:58,4,9,DEN 39,3,0,Sam Koch punts 38 yards,0.660,0.380
2,12:47,1,10,DEN 2,3,0,Jake Plummer pass incomplete short left intended for Rod Smith,-0.380,-0.780
2,12:43,2,10,DEN 2,3,0,Kyle Johnson middle for 3 yards (tackle by Ray Lewis and Bart Scott),-0.780,-1.070
2,12:03,3,7,DEN 5,3,0,Tatum Bell left tackle for 17 yards (tackle by Ed Reed),-1.070,0.410
2,11:18,1,10,DEN 22,3,0,Tatum Bell right tackle for 12 yards (tackle by Aubrayo Franklin),0.410,1.200
2,10:37,1,10,DEN 34,3,0,Tatum Bell right guard for 5 yards (tackle by Bart Scott),1.200,1.330
2,9:59,2,5,DEN 39,3,0,Jake Plummer pass incomplete short right intended for Javon Walker (defended by Terrell Suggs),1.330,0.630
2,9:55,3,5,DEN 39,3,0,Jake Plummer pass incomplete deep right intended for David Kircus (defended by Chris McAlister),0.630,-0.780
2,9:55,4,5,DEN 39,3,0,"Paul Ernster punts 54 yards, returned by B.J. Sams for 14 yards (tackle by Kyle Johnson)",-0.780,-0.340
2,9:42,1,10,BAL 21,3,0,Steve McNair pass complete short right to Musa Smith for 4 yards (tackle by Champ Bailey),0.340,0.340
2,9:00,2,6,BAL 25,3,0,Musa Smith right tackle for 5 yards (tackle by Champ Bailey and Ebenezer Ekuban),0.340,0.300
2,8:10,,,,3,0,Timeout #1 by Baltimore Ravens,0.000,0.300
2,8:10,3,1,BAL 30,3,0,Steve McNair pass incomplete deep right intended for Todd Heap (defended by Al Wilson),0.300,-1.370
2,8:05,4,1,BAL 30,3,0,"Sam Koch punts 45 yards, returned by Darrent Williams for 33 yards (tackle by Gary Stills)",-1.370,-2.790
2,7:47,1,10,BAL 42,3,0,Tatum Bell left tackle for 3 yards (tackle by Bart Scott),2.790,2.650
2,7:09,2,7,BAL 39,3,0,Tatum Bell left tackle for 11 yards (tackle by Adalius Thomas),2.650,3.710
2,6:28,1,10,BAL 28,3,0,Tatum Bell right tackle for 1 yard (tackle by Justin Bannan),3.710,3.300
2,5:48,2,9,BAL 27,3,0,Tatum Bell left end for 2 yards (tackle by Adalius Thomas and Haloti Ngata),3.300,2.870
2,5:03,3,7,BAL 25,3,0,Jake Plummer pass incomplete short left intended for David Kircus,2.870,1.800
2,4:59,4,7,BAL 25,3,3,Jason Elam 43 yard field goal good,1.800,3.000
2,4:54,,,DEN 30,3,3,"Paul Ernster kicks off 56 yards, returned by B.J. Sams for 11 yards (tackle by Domonique Foxworth)",0.000,0.610
2,4:46,1,10,BAL 25,3,3,Steve McNair pass complete short left to Derrick Mason for 12 yards (tackle by Al Wilson),0.610,1.400
2,4:08,1,10,BAL 37,3,3,Steve McNair pass incomplete short left intended for Jamal Lewis (defended by Darrent Williams),1.400,0.860
2,4:02,2,10,BAL 37,3,3,Jamal Lewis middle for -1 yards (tackle by John Lynch),0.860,0.040
2,3:20,3,11,BAL 36,3,3,Steve McNair pass complete short right to Musa Smith for 12 yards (tackle by John Lynch),0.040,2.130
2,2:34,1,10,BAL 48,3,3,Jamal Lewis right tackle for 8 yards (tackle by Michael Myers),2.130,2.660
2,2:00,2,2,DEN 44,3,3,Steve McNair pass complete short right to Mark Clayton for 4 yards (tackle by Champ Bailey),2.660,2.920
2,1:24,1,10,DEN 40,3,3,Steve McNair pass incomplete short left intended for Todd Heap (defended by Darrent Williams),2.920,2.370
2,1:19,2,10,DEN 40,3,3,Jamal Lewis left guard for 3 yards (tackle by Gerard Warren),2.370,2.080
2,1:07,,,,3,3,Timeout #2 by Baltimore Ravens,0.000,2.080
2,1:07,3,7,DEN 37,3,3,Steve McNair pass complete deep right to Derrick Mason for 26 yards (tackle by Nick Ferguson),2.080,4.840
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:01,1,10,DEN 11,3,3,Steve McNair pass incomplete short left intended for Mark Clayton,4.840,4.140
2,0:58,2,10,DEN 11,3,3,Jamal Lewis right tackle for 1 yard (tackle by D.J. Williams and Al Wilson),4.140,3.300
2,0:36,,,,3,3,Timeout #3 by Baltimore Ravens,0.000,3.300
2,0:36,3,9,DEN 10,3,3,Steve McNair pass incomplete short right intended for Clarence Moore is intercepted by Champ Bailey at DEN-0,3.300,-0.280
2,0:30,1,10,DEN 20,3,3,Tatum Bell right tackle for 5 yards (tackle by Bart Scott and Terrell Suggs),0.280,0.410
Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,3,3,"Matt Stover kicks off 66 yards, returned by Quincy Morgan for 23 yards (tackle by Jarret Johnson)",0.000,0.740
3,14:53,1,10,DEN 27,3,3,Jake Plummer pass complete short left to Rod Smith for 11 yards (tackle by Chris McAlister),0.740,1.470
3,14:17,1,10,DEN 38,3,3,Tatum Bell right tackle for 5 yards (tackle by Adalius Thomas and Haloti Ngata),1.470,1.600
3,13:43,2,5,DEN 43,3,3,Jake Plummer pass incomplete short middle intended for Tony Scheffler,1.600,0.890
3,13:39,3,5,DEN 43,3,3,Tatum Bell left tackle for 4 yards (tackle by Ray Lewis),0.890,-0.260
3,12:59,4,1,DEN 47,3,3,"Paul Ernster punts 37 yards, fair catch by B.J. Sams",-0.260,0.140
3,12:50,1,10,BAL 16,3,3,Steve McNair pass incomplete short left intended for Todd Heap,-0.140,-0.660
3,12:47,2,10,BAL 16,3,3,Steve McNair pass complete short middle to Musa Smith for 5 yards (tackle by Domonique Foxworth and Ian Gold),-0.660,-0.700
3,12:13,3,5,BAL 21,3,3,Steve McNair pass complete short left to Musa Smith for 1 yard (tackle by Al Wilson),-0.700,-1.900
3,11:37,4,4,BAL 22,3,3,"Sam Koch punts 53 yards, returned by Darrent Williams for 16 yards (tackle by Corey Ivy). Penalty on Domonique Foxworth: Offensive Holding, 10 yards",-1.900,-1.000
3,11:24,1,10,DEN 31,3,3,Jake Plummer pass incomplete deep middle intended for Rod Smith (defended by Chris McAlister),1.000,0.460
3,11:16,2,10,DEN 31,3,3,Jake Plummer pass complete short left to Tony Scheffler for 7 yards (tackle by Adalius Thomas),0.460,0.700
3,10:40,3,3,DEN 38,3,3,Jake Plummer pass incomplete short right intended for Kyle Johnson,0.700,-0.850
3,10:32,4,3,DEN 38,3,3,"Paul Ernster punts 50 yards, out of bounds",-0.850,0.350
3,10:23,1,10,BAL 12,3,3,Jamal Lewis middle for 2 yards (tackle by John Engelberger),-0.350,-0.610
3,9:41,2,8,BAL 14,3,3,"Steve McNair sacked by Michael Myers for -2 yards. Steve McNair fumbles (forced by Michael Myers), recovered by Mike Flynn at BAL-12",-0.610,-1.420
3,8:44,,,,3,3,Timeout #1 by Baltimore Ravens,0.000,-1.420
3,8:44,3,10,BAL 12,3,3,Steve McNair pass complete short left to Mark Clayton for 2 yards (tackle by Darrent Williams),-1.420,-2.470
3,8:08,4,8,BAL 14,3,3,"Sam Koch punts 55 yards, returned by Darrent Williams for 3 yards (tackle by Justin Green). Penalty on Curome Cox: Offensive Holding, 10 yards",-2.470,-0.540
3,7:56,1,10,DEN 24,3,3,Tatum Bell left tackle for -1 yards (tackle by Aubrayo Franklin),0.540,-0.140
3,7:20,2,11,DEN 23,3,3,Jake Plummer pass complete short middle to Tatum Bell for 9 yards (tackle by Bart Scott and Aubrayo Franklin),-0.140,0.370
3,6:36,3,2,DEN 32,3,3,Jake Plummer pass complete short right to Javon Walker for 8 yards (tackle by Samari Rolle),0.370,1.600
3,5:57,1,10,DEN 40,3,3,Tatum Bell right tackle for 2 yards (tackle by Justin Bannan and Bart Scott),1.600,1.320
3,5:20,2,8,DEN 42,3,3,Jake Plummer pass complete short right to Rod Smith for 6 yards (tackle by Chris McAlister),1.320,1.420
3,4:38,3,2,DEN 48,3,3,Jake Plummer pass complete short left to Javon Walker for 11 yards (tackle by Ray Lewis and Samari Rolle),1.420,2.850
3,4:00,1,10,BAL 41,3,3,Jake Plummer sacked by Adalius Thomas for 0 yards,2.850,2.310
3,3:24,2,10,BAL 41,3,3,Tatum Bell right end for -1 yards (tackle by Ed Reed),2.310,1.490
3,2:41,3,11,BAL 42,3,3,Jake Plummer pass incomplete short left intended for Javon Walker,1.490,0.460
3,2:36,4,11,BAL 42,3,3,"Paul Ernster punts 28 yards, fair catch by B.J. Sams",0.460,0.280
3,2:28,1,10,BAL 14,3,3,Steve McNair pass complete short left to Todd Heap for 2 yards (tackle by Nick Ferguson),-0.280,-0.510
3,1:50,2,8,BAL 16,3,3,Jamal Lewis left tackle for 3 yards (tackle by Michael Myers and Al Wilson),-0.510,-0.800
3,1:06,3,5,BAL 19,3,3,Steve McNair pass complete short middle to Daniel Wilcox for 10 yards (tackle by Domonique Foxworth and Al Wilson),-0.800,0.870
3,0:19,1,10,BAL 29,3,3,Jamal Lewis right tackle for 1 yard (tackle by Al Wilson and D.J. Williams),0.870,0.460
Quarter,Time,Down,ToGo,Location,BAL,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,BAL 30,3,3,Mike Anderson middle for 10 yards (tackle by Ebenezer Ekuban),0.460,1.600
4,14:21,1,10,BAL 40,3,3,Mike Anderson right tackle for 10 yards (tackle by Nick Ferguson),1.600,2.260
4,13:34,1,10,,3,3,Mike Anderson left tackle for 4 yards (tackle by Al Wilson),2.260,2.250
4,12:52,2,6,DEN 46,3,3,Steve McNair pass incomplete deep left intended for Todd Heap,2.250,1.550
4,12:47,3,6,DEN 46,3,3,Steve McNair pass incomplete short left intended for Jamal Lewis,1.550,0.200
4,12:42,4,6,DEN 46,3,3,"Sam Koch punts 10 yards, out of bounds",0.200,-1.330
4,12:32,1,10,DEN 36,3,3,Tatum Bell left tackle for 5 yards (tackle by Justin Bannan),1.330,1.470
4,11:54,2,5,DEN 41,3,3,Tatum Bell middle for 2 yards (tackle by Kelly Gregg),1.470,1.030
4,11:16,3,3,DEN 43,3,3,"Jake Plummer right end for 12 yards (tackle by Ed Reed). Jake Plummer fumbles (forced by Ed Reed), ball out of bounds at BAL-45",1.030,2.590
4,10:45,1,10,BAL 45,3,3,Tatum Bell middle for 4 yards (tackle by Kelly Gregg),2.590,2.580
4,10:04,2,6,BAL 41,3,3,Jake Plummer pass incomplete deep left intended for David Kircus,2.580,1.880
4,9:57,3,6,BAL 41,3,3,Jake Plummer pass complete short left to Rod Smith for 9 yards (tackle by Dawan Landry),1.880,3.450
4,9:30,1,10,BAL 32,3,3,Cecil Sapp middle for 4 yards (tackle by Ray Lewis and Jarret Johnson),3.450,3.440
4,8:52,2,6,BAL 28,3,3,Cecil Sapp middle for 3 yards (tackle by Jarret Johnson),3.440,3.140
4,8:11,3,3,BAL 25,3,3,Jake Plummer pass incomplete short left intended for David Kircus,3.140,1.900
4,8:08,4,3,BAL 25,3,6,Jason Elam 44 yard field goal good,1.900,3.000
4,8:03,,,DEN 30,3,6,"Paul Ernster kicks off 70 yards, touchback",0.000,0.280
4,8:03,1,10,BAL 20,3,6,Steve McNair pass complete short right to Musa Smith for 18 yards (tackle by Al Wilson),0.280,1.470
4,7:39,1,10,BAL 38,3,6,Musa Smith right guard for 3 yards (tackle by John Engelberger),1.470,1.330
4,7:01,2,7,BAL 41,3,6,Steve McNair pass incomplete short right intended for Derrick Mason (defended by Champ Bailey),1.330,0.630
4,6:56,3,7,BAL 41,3,6,Steve McNair pass incomplete short left intended for Mark Clayton is intercepted by Darrent Williams at DEN-45,0.630,-1.930
4,6:47,1,10,DEN 45,3,6,Jake Plummer pass complete deep left to Javon Walker for 27 yards (tackle by Samari Rolle and Dawan Landry),1.930,3.710
4,6:05,1,10,BAL 28,3,6,Cecil Sapp middle for 3 yards (tackle by Haloti Ngata and Kelly Gregg),3.710,3.570
4,5:22,2,7,BAL 25,3,6,Jake Plummer pass complete short right to Javon Walker for 8 yards (tackle by Ed Reed),3.570,4.440
4,4:37,1,10,BAL 17,3,6,Kyle Johnson middle for 2 yards (tackle by Haloti Ngata),4.440,4.150
4,3:55,2,8,BAL 15,3,6,Javon Walker middle for -2 yards (tackle by Trevor Pryce and Ray Lewis),4.150,3.070
4,3:13,3,10,BAL 17,3,6,Tatum Bell left guard for 12 yards (tackle by Ray Lewis),3.070,6.060
4,2:26,,,,3,6,Timeout #1 by Denver Broncos,0.000,6.060
4,2:26,1,5,BAL 5,3,6,Tatum Bell middle for 1 yard (tackle by Bart Scott),6.060,5.340
4,2:00,2,4,BAL 4,3,12,"Jake Plummer pass complete short right to Rod Smith for 4 yards, touchdown",5.340,7.000
4,2:00,,,BAL 2,3,13,Jason Elam kicks extra point good,0.000,0.000
4,1:55,,,DEN 30,3,13,"Paul Ernster kicks off 68 yards, returned by B.J. Sams for 25 yards (tackle by Keith Burns)",0.000,0.740
4,1:49,1,10,BAL 27,3,13,Steve McNair pass complete short right to Mark Clayton for 8 yards (tackle by Domonique Foxworth),0.740,1.280
4,1:12,2,2,BAL 35,3,13,Steve McNair pass complete short right to Derrick Mason for 7 yards,1.280,1.730
4,1:09,1,10,BAL 42,3,13,Steve McNair pass complete short middle to Musa Smith for 13 yards (tackle by Al Wilson),1.730,2.590
4,1:00,,,,3,13,Timeout #2 by Baltimore Ravens,0.000,2.590
4,1:00,1,10,DEN 45,3,13,"Steve McNair pass complete short left to Todd Heap for 10 yards, lateral to Mark Clayton for 1 yard (tackle by Ian Gold)",2.590,3.310
4,0:53,1,10,DEN 34,3,13,Steve McNair pass incomplete short middle intended for Mark Clayton is intercepted by Domonique Foxworth at DEN-20 and returned for 45 yards,3.310,-3.250
4,0:36,1,10,BAL 35,3,13,Jake Plummer kneels for -1 yards,3.250,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
