Quarter,Time,Down,ToGo,Location,SFO,KAN,Detail,EPB,EPA
3,4:33,1,10,KAN 29,16,35,Alfred Morris up the middle for 8 yards (tackle by Breeland Speaks),3.640,4.180
3,3:56,2,2,KAN 21,16,35,Alfred Morris up the middle for 5 yards (tackle by Reggie Ragland and Eric Murray),4.180,4.510
3,3:29,1,10,KAN 16,16,35,Jimmy Garoppolo pass incomplete short right intended for Kyle Juszczyk,4.510,3.900
3,3:25,2,10,KAN 16,16,35,Jimmy Garoppolo pass complete short left to Matt Breida for 13 yards (tackle by Ron Parker),3.900,6.510
3,2:48,1,3,KAN 3,22,35,"Alfred Morris up the middle for 3 yards, touchdown",6.510,7.000
3,2:43,,,KAN 2,24,35,"Two Point Attempt: Jimmy Garoppolo pass complete to George Kittle, conversion succeeds",0.000,1.000
3,2:43,,,SFO 35,24,35,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,2:43,1,10,KAN 25,24,35,Patrick Mahomes pass complete short right to Sammy Watkins for 9 yards (tackle by Ahkello Witherspoon),0.610,1.280
3,2:16,2,1,KAN 34,24,35,Kareem Hunt right end for 5 yards (tackle by DeForest Buckner),1.280,1.530
3,1:36,1,10,KAN 39,24,35,"Patrick Mahomes pass incomplete short middle intended for Sammy Watkins. Penalty on Ahkello Witherspoon: Defensive Holding, 5 yards (no play)",1.530,1.860
3,1:32,1,10,KAN 44,24,35,Patrick Mahomes pass complete short right to Sammy Watkins for 15 yards (tackle by Ahkello Witherspoon),1.860,2.850
3,0:58,1,10,SFO 41,24,35,Patrick Mahomes pass complete short middle to Travis Kelce for 8 yards (tackle by Antone Exum),2.850,3.390
3,0:16,2,2,SFO 33,24,35,Patrick Mahomes pass complete short middle to Sammy Watkins for 10 yards (tackle by D.J. Reed),3.390,4.040
Quarter,Time,Down,ToGo,Location,SFO,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 23,24,35,Kareem Hunt up the middle for 4 yards (tackle by D.J. Reed and Reuben Foster),4.040,4.050
4,14:32,2,6,SFO 19,24,35,Patrick Mahomes pass complete short left to Travis Kelce for 14 yards (tackle by D.J. Reed). Penalty on Laurent Duvernay-Tardif: Offensive Holding (Offsetting) (no play),4.050,4.050
4,14:06,2,6,SFO 19,24,35,Patrick Mahomes pass incomplete short middle intended for Sammy Watkins,4.050,3.340
4,14:01,,,,,,Timeout #1 by Kansas City Chiefs,,
4,14:01,3,6,SFO 19,24,35,Patrick Mahomes pass incomplete deep right intended for Spencer Ware,3.340,2.210
4,13:51,4,6,SFO 19,24,38,Harrison Butker 37 yard field goal good,2.210,3.000
4,13:47,,,KAN 35,24,38,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,13:47,1,10,SFO 25,24,38,Alfred Morris up the middle for 8 yards (tackle by Anthony Hitchens),0.610,1.140
4,13:15,2,2,SFO 33,24,38,Alfred Morris up the middle for 7 yards (tackle by Reggie Ragland),1.140,1.600
4,12:42,1,10,SFO 40,24,38,Alfred Morris up the middle for 3 yards (tackle by Reggie Ragland),1.600,1.460
4,12:16,2,7,SFO 43,24,38,Jimmy Garoppolo pass complete short right to Garrett Celek for 7 yards (tackle by Orlando Scandrick),1.460,2.260
4,11:43,1,10,SFO 50,24,38,Matt Breida left guard for 5 yards (tackle by Anthony Hitchens),2.260,2.390
4,11:10,2,5,KAN 45,24,38,Jimmy Garoppolo pass complete short left to Marquise Goodwin for 6 yards (tackle by Steven Nelson),2.390,2.980
4,10:44,1,10,KAN 39,24,38,Alfred Morris right guard for 4 yards (tackle by Derrick Nnadi and Allen Bailey),2.980,2.980
4,10:08,2,6,KAN 35,24,38,Jimmy Garoppolo pass complete short left to George Kittle for 8 yards (tackle by Kendall Fuller),2.980,3.780
4,9:43,1,10,KAN 27,24,38,Matt Breida up the middle for 1 yard (tackle by Allen Bailey),3.780,3.370
4,9:09,2,9,KAN 26,24,38,Jimmy Garoppolo pass complete short left to Raheem Mostert for 8 yards (tackle by Reggie Ragland),3.370,3.840
4,8:36,3,1,KAN 18,24,38,Raheem Mostert up the middle for no gain (tackle by Chris Jones and Steven Nelson),3.840,2.400
4,8:06,4,1,KAN 18,24,38,Jimmy Garoppolo up the middle for 1 yard (tackle by Reggie Ragland and Eric Murray),2.400,4.440
4,7:31,1,10,KAN 17,24,38,Matt Breida right end for 13 yards (tackle by Ron Parker),4.440,6.280
4,7:04,1,4,KAN 4,24,38,Jimmy Garoppolo sacked by Allen Bailey for -8 yards. Penalty on Michael Person: Offensive Holding (Declined),6.280,3.860
4,6:35,2,12,KAN 12,24,38,"Jimmy Garoppolo sacked by Justin Houston for -8 yards. Jimmy Garoppolo fumbles (forced by Justin Houston), recovered by Michael Person at KC-20 (tackle by Chris Jones)",3.860,2.340
4,5:55,3,20,KAN 20,24,38,Jimmy Garoppolo left end for 13 yards (tackle by Steven Nelson),2.340,2.970
4,5:27,4,7,KAN 7,24,38,"C.J. Beathard pass complete short right to George Kittle for 7 yards. Penalty on Kyle Juszczyk: Offensive Pass Interference, 10 yards (no play)",2.970,2.310
4,5:21,4,17,KAN 17,27,38,Robbie Gould 35 yard field goal good,2.310,3.000
4,5:17,,,SFO 35,27,38,"Bradley Pinion kicks off 68 yards, returned by De'Anthony Thomas for 25 yards (tackle by Cole Wick)",0.000,0.410
4,5:12,1,10,KAN 22,27,38,Kareem Hunt up the middle for 1 yard (tackle by Fred Warner),0.410,0.000
4,4:28,2,9,KAN 23,27,38,Kareem Hunt up the middle for -2 yards (tackle by Fred Warner),0.000,-0.960
4,3:47,3,11,KAN 21,27,38,"Patrick Mahomes pass incomplete short right intended for Sammy Watkins (defended by Ahkello Witherspoon). Penalty on Ahkello Witherspoon: Defensive Pass Interference, 11 yards (no play)",-0.960,1.070
4,3:41,1,10,KAN 32,27,38,Kareem Hunt right end for -2 yards (tackle by Fred Warner),1.070,0.260
4,3:35,,,,,,Timeout #1 by San Francisco 49ers,,
4,3:35,2,12,KAN 30,27,38,Kareem Hunt up the middle for 4 yards (tackle by Antone Exum),0.260,0.100
4,3:29,,,,,,Timeout #2 by San Francisco 49ers,,
4,3:29,3,8,KAN 34,27,38,Kareem Hunt up the middle for 10 yards (tackle by Antone Exum),0.100,1.860
4,3:22,,,,,,Timeout #3 by San Francisco 49ers,,
4,3:22,1,10,KAN 44,27,38,Kareem Hunt up the middle for 6 yards (tackle by Antone Exum),1.860,2.130
4,2:40,2,4,KAN 50,27,38,Kareem Hunt up the middle for 1 yard (tackle by Fred Warner),2.130,1.550
4,2:00,3,3,SFO 49,27,38,Kareem Hunt up the middle for 4 yards (tackle by Fred Warner),1.550,2.590
4,1:13,1,10,SFO 45,27,38,Patrick Mahomes kneels for -1 yards,2.590,1.910
4,0:39,2,11,SFO 46,27,38,Patrick Mahomes kneels for -1 yards,1.910,1.090
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
