Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
3,11:56,3,1,PHI 38,6,17,Miles Sanders right tackle for 5 yards (tackle by Deion Jones),0.830,1.800
3,11:30,1,10,PHI 43,6,17,"Miles Sanders left guard for 4 yards (tackle by De'Vondre Campbell and Tyeler Davison). Penalty on Isaac Seumalo: Offensive Holding, 10 yards (no play)",1.800,1.140
3,11:02,1,20,PHI 33,6,17,Carson Wentz pass incomplete short right,1.140,-0.100
3,10:53,2,20,PHI 33,6,17,Carson Wentz pass complete short left to Nelson Agholor for 9 yards (tackle by De'Vondre Campbell),-0.100,0.430
3,10:12,3,11,PHI 42,6,17,Carson Wentz pass incomplete short left intended for Miles Sanders,0.430,-0.590
3,10:04,4,11,PHI 42,6,17,"Cameron Johnston punts 46 yards, returned by Kenjon Barner for 6 yards (tackle by Rudy Ford and Johnathan Cyprien). Penalty on Justin Hardy: Offensive Holding, 9 yards",-0.590,0.380
3,9:52,1,10,ATL 9,6,17,"Devonta Freeman right end for 2 yards (tackle by Ronald Darby). Penalty on Ty Sambrailo: Offensive Holding, 4 yards (no play)",-0.380,-0.530
3,9:32,1,14,ATL 5,6,17,Matt Ryan right end for 4 yards (tackle by Josh Sweat),-0.530,-0.780
3,8:57,2,10,ATL 9,6,17,Ito Smith left guard for 1 yard (tackle by Vinny Curry),-0.780,-1.300
3,8:19,3,9,ATL 10,6,17,Matt Ryan pass deep right intended for Julio Jones is intercepted by Ronald Darby at ATL-40 and returned for 13 yards,-1.300,-3.780
3,8:05,1,10,ATL 27,6,17,Miles Sanders right guard for 3 yards (tackle by De'Vondre Campbell),3.780,3.640
3,7:23,2,7,ATL 24,6,17,Carson Wentz pass complete short right to Zach Ertz for 16 yards (tackle by Keanu Neal),3.640,5.370
3,6:40,1,8,ATL 8,6,17,Miles Sanders right end for -2 yards (tackle by Deion Jones),5.370,4.190
3,5:58,2,10,ATL 10,6,17,Carson Wentz pass incomplete short right intended for Zach Ertz,4.190,3.130
3,5:53,3,10,ATL 10,6,17,Carson Wentz pass complete short middle to Mack Hollins for 6 yards (tackle by Foyesade Oluokun),3.130,3.030
3,5:03,4,4,ATL 4,12,17,"Carson Wentz pass complete short middle to Nelson Agholor for 4 yards, touchdown",3.030,7.000
3,4:57,,,ATL 2,12,17,"Two Point Attempt: Carson Wentz rushes, conversion fails.",1.000,-1.000
3,4:57,,,PHI 35,12,17,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,4:57,1,10,ATL 25,12,17,"Matt Ryan pass complete short right to Luke Stocker for 4 yards (tackle by Malcolm Jenkins). Luke Stocker fumbles (forced by Malcolm Jenkins), recovered by Mohamed Sanu at ATL-34 (tackle by Nigel Bradham)",0.610,1.280
3,4:19,2,1,ATL 34,12,17,Devonta Freeman left tackle for 2 yards (tackle by Nigel Bradham),1.280,1.330
3,3:41,1,10,ATL 36,12,17,Matt Ryan pass complete short left to Calvin Ridley for 14 yards (tackle by Sidney Jones),1.330,2.260
3,3:10,1,10,ATL 50,12,17,Matt Ryan pass complete short middle to Austin Hooper for 4 yards (tackle by Sidney Jones),2.260,2.250
3,2:32,2,6,PHI 46,12,17,Matt Ryan pass complete short right to Mohamed Sanu for 6 yards (tackle by Fletcher Cox),2.250,2.920
3,1:55,1,10,PHI 40,12,17,Matt Ryan pass incomplete deep left intended for Calvin Ridley (defended by Ronald Darby),2.920,2.370
3,1:46,2,10,PHI 40,12,17,Ito Smith left tackle for 28 yards (tackle by Rodney McLeod),2.370,4.780
3,1:04,1,10,PHI 12,12,17,Devonta Freeman right guard for 4 yards (tackle by Brandon Graham),4.780,4.830
3,0:21,2,6,PHI 8,12,17,"Matt Ryan pass short right intended for Austin Hooper is intercepted by Nathan Gerry at PHI-0 and returned for no gain. Penalty on Derek Barnett: Unnecessary Roughness, 10 yards",4.830,0.380
3,0:12,1,10,PHI 10,12,17,Carson Wentz pass complete short right to Zach Ertz for 6 yards (tackle by Keanu Neal),-0.380,-0.230
Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,PHI 16,12,17,Jordan Howard right guard for -1 yards (tackle by Takkarist McKinley),-0.230,-0.840
4,14:22,3,5,PHI 15,12,17,Carson Wentz sacked by Adrian Clayborn for -6 yards,-0.840,-2.490
4,13:53,4,11,PHI 9,12,17,"Cameron Johnston punts 52 yards, returned by Kenjon Barner for 6 yards (tackle by Zach Brown and L.J. Fort)",-2.490,-1.930
4,13:41,1,10,ATL 45,12,17,Devonta Freeman right tackle for 4 yards (tackle by Nathan Gerry),1.930,1.920
4,13:04,2,6,ATL 49,12,17,Matt Ryan pass complete short left to Mohamed Sanu for -3 yards (tackle by Avonte Maddox),1.920,0.830
4,12:20,3,9,ATL 46,12,17,Matt Ryan sacked by Andrew Sendejo for -10 yards,0.830,-0.980
4,11:48,4,19,ATL 36,12,17,"Matthew Bosher punts 37 yards, fair catch by Darren Sproles at PHI-27",-0.980,-0.740
4,11:42,1,10,PHI 27,12,17,Carson Wentz pass complete short right to Jordan Howard for 8 yards (tackle by Keanu Neal),0.740,1.280
4,11:13,2,2,PHI 35,12,17,"Jordan Howard left tackle for 6 yards (tackle by Keanu Neal). Penalty on Isaac Seumalo: Offensive Holding, 10 yards (no play)",1.280,-0.070
4,10:43,2,12,PHI 25,12,17,Carson Wentz pass complete short left to Nelson Agholor for 9 yards (tackle by Ricardo Allen),-0.070,0.430
4,10:01,3,3,PHI 34,12,17,Carson Wentz pass complete short right to Nelson Agholor for 16 yards (tackle by Ricardo Allen),0.430,2.260
4,9:20,1,10,PHI 50,12,17,Miles Sanders left tackle for 1 yard (tackle by Grady Jarrett),2.260,1.850
4,8:36,2,9,ATL 49,12,17,Carson Wentz pass complete short right to Mack Hollins for 3 yards (tackle by Deion Jones and Damontae Kazee),1.850,1.550
4,8:09,3,6,ATL 46,12,17,Carson Wentz pass complete short left to Mack Hollins for 16 yards (tackle by Damontae Kazee),1.550,3.580
4,7:25,1,10,ATL 30,12,17,Jordan Howard right tackle for 3 yards (tackle by Deion Jones and Tyeler Davison),3.580,3.440
4,6:44,2,7,ATL 27,12,17,Carson Wentz pass complete short right to Miles Sanders for -2 yards (tackle by Foyesade Oluokun),3.440,2.480
4,5:59,3,9,ATL 29,12,17,Carson Wentz pass complete deep middle to Mack Hollins for 17 yards (tackle by Isaiah Oliver),2.480,4.780
4,5:22,1,10,ATL 12,12,17,Carson Wentz pass complete short right to Zach Ertz for 5 yards (tackle by Blidi Wreh-Wilson),4.780,5.020
4,4:38,2,5,ATL 7,12,17,Miles Sanders right tackle for 4 yards (tackle by John Cominsky),5.020,5.060
4,4:01,3,1,ATL 3,12,17,Carson Wentz right guard for 2 yards (tackle by Tyeler Davison),5.060,6.970
4,3:16,1,1,ATL 1,18,17,"Carson Wentz right guard for 1 yard, touchdown. Penalty on Takkarist McKinley: Defensive Offside (Declined)",6.970,7.000
4,3:13,,,,,,Timeout #1 by Philadelphia Eagles,,
4,3:13,,,ATL 2,20,17,"Two Point Attempt: Carson Wentz pass complete to Zach Ertz, conversion succeeds",1.000,1.000
4,3:13,,,PHI 35,20,17,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,3:13,1,10,ATL 25,20,17,Matt Ryan pass complete short left to Devonta Freeman for 9 yards (tackle by Nigel Bradham),0.610,1.280
4,2:50,2,1,ATL 34,20,17,Matt Ryan pass incomplete short left intended for Mohamed Sanu (defended by Avonte Maddox),1.280,0.560
4,2:48,3,1,ATL 34,20,17,"Penalty on Hassan Ridgeway: Encroachment, 5 yards (no play)",0.560,1.530
4,2:48,1,10,ATL 39,20,17,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Rasul Douglas),1.530,0.990
4,2:44,2,10,ATL 39,20,17,Matt Ryan pass complete short middle to Mohamed Sanu for 7 yards (tackle by Avonte Maddox),0.990,1.220
4,2:23,3,3,ATL 46,20,17,Matt Ryan pass incomplete short right intended for Devonta Freeman,1.220,-0.320
4,2:20,4,3,ATL 46,20,23,"Matt Ryan pass complete short left to Julio Jones for 54 yards, touchdown",-0.320,7.000
4,2:10,,,PHI 15,20,24,Matt Bryant kicks extra point good,0.000,0.000
4,2:10,,,ATL 35,20,24,"Matt Bryant kicks off 56 yards, returned by Miles Sanders for 23 yards (tackle by Foyesade Oluokun)",0.000,1.070
4,2:03,1,10,PHI 32,20,24,Carson Wentz pass complete short left to Nelson Agholor for 8 yards (tackle by Isaiah Oliver),1.070,1.610
4,1:58,2,2,PHI 40,20,24,Carson Wentz pass incomplete deep left intended for Nelson Agholor,1.610,0.890
4,1:53,3,2,PHI 40,20,24,Carson Wentz pass complete short left to Darren Sproles for 3 yards (tackle by De'Vondre Campbell),0.890,1.800
4,1:47,1,10,PHI 43,20,24,Carson Wentz pass incomplete short middle intended for Darren Sproles,1.800,1.250
4,1:43,2,10,PHI 43,20,24,Carson Wentz pass incomplete short middle intended for Zach Ertz,1.250,0.560
4,1:39,,,,,,Timeout #2 by Philadelphia Eagles,,
4,1:39,3,10,PHI 43,20,24,Carson Wentz sacked by Vic Beasley for -4 yards,0.560,-0.780
4,1:29,,,,,,Timeout #3 by Philadelphia Eagles,,
4,1:29,,,,,,Timeout #1 by Atlanta Falcons,,
4,1:29,4,14,PHI 39,20,24,Carson Wentz pass complete deep left to Nelson Agholor for 43 yards (tackle by Ricardo Allen),-0.780,4.370
4,1:11,,,,,,Timeout #4 by Philadelphia Eagles,,
4,1:11,,,,,,Timeout #2 by Atlanta Falcons,,
4,1:11,1,10,ATL 18,20,24,Carson Wentz pass incomplete deep right intended for Mack Hollins,4.370,3.800
4,1:06,2,10,ATL 18,20,24,Carson Wentz pass complete short left to Darren Sproles for 2 yards (tackle by De'Vondre Campbell),3.800,3.300
4,0:42,3,8,ATL 16,20,24,Carson Wentz pass incomplete short left intended for Zach Ertz,3.300,2.380
4,0:38,4,8,ATL 16,20,24,Carson Wentz pass complete short left to Zach Ertz for 7 yards (tackle by Isaiah Oliver and Keanu Neal),2.380,0.380
4,0:30,1,10,ATL 9,20,24,Matt Ryan kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
