Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
2,15:00,2,15,GNB 15,0,10,Cam Newton pass incomplete short middle intended for Steve Smith (defended by Nick Collins),3.460,2.930
2,14:56,3,15,GNB 15,0,10,Cam Newton pass incomplete short right intended for Steve Smith,2.930,2.440
2,14:52,4,15,GNB 15,0,13,Olindo Mare 33 yard field goal good,2.440,3.000
2,,,,CAR 35,0,13,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
2,14:48,1,10,GNB 20,0,13,Aaron Rodgers pass complete short left to Jermichael Finley for 3 yards (tackle by Sherrod Martin),0.280,0.140
2,14:12,2,7,GNB 23,0,13,Aaron Rodgers pass incomplete short right intended for James Starks. Penalty on Bryan Bulaga: Offensive Holding (Declined),0.140,-0.560
2,14:08,3,7,GNB 23,0,13,Aaron Rodgers pass complete deep middle to Jermichael Finley for 39 yards (tackle by Jordan Pugh),-0.560,3.050
2,13:34,1,10,CAR 38,0,13,Aaron Rodgers pass complete short right to Jermichael Finley for 3 yards (tackle by Jordan Pugh),3.050,2.910
2,13:00,2,7,CAR 35,0,13,James Starks up the middle for 6 yards (tackle by Charles Johnson),2.910,3.010
2,12:17,3,1,CAR 29,0,13,Aaron Rodgers pass complete short middle to Jermichael Finley for 6 yards (tackle by James Anderson and Thomas Davis),3.010,4.040
2,11:48,1,10,CAR 23,0,13,Aaron Rodgers pass incomplete short left intended for Greg Jennings (defended by Captain Munnerlyn),4.040,3.500
2,11:43,2,10,CAR 23,0,13,Aaron Rodgers pass complete short left to James Starks for 9 yards (tackle by Charles Johnson),3.500,4.280
2,11:03,3,1,CAR 14,0,13,Aaron Rodgers pass complete short middle to Ryan Grant for 8 yards (tackle by Dan Connor),4.280,5.830
2,10:17,1,6,CAR 6,0,13,"Aaron Rodgers pass incomplete short left intended for Jermichael Finley. Penalty on Sherrod Martin: Defensive Pass Interference, 5 yards (no play)",5.830,6.970
2,10:13,1,1,CAR 1,0,13,Aaron Rodgers pass incomplete short right intended for John Kuhn,6.970,5.910
2,10:06,2,1,CAR 1,6,13,"John Kuhn up the middle for 1 yard, touchdown",5.910,7.000
2,,,,CAR 2,7,13,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 35,7,13,"Mason Crosby kicks off 69 yards, returned by Mike Goodson for 22 yards (tackle by Nick Collins)",0.000,0.040
2,9:53,1,10,CAR 18,7,13,DeAngelo Williams left tackle for 1 yard (tackle by Brad Jones and Desmond Bishop),0.040,-0.320
2,9:15,2,9,CAR 19,7,13,Cam Newton pass complete short left to DeAngelo Williams for 6 yards (tackle by Charles Woodson),-0.320,-0.270
2,8:31,3,3,CAR 25,7,13,Cam Newton sacked by Desmond Bishop for -13 yards,-0.270,-2.490
2,8:08,4,16,CAR 12,7,13,"Jason Baker punts 40 yards, fair catch by Randall Cobb",-2.490,-2.130
2,8:01,1,10,GNB 48,7,13,Aaron Rodgers pass complete short right to Randall Cobb for 12 yards (tackle by James Anderson),2.130,2.920
2,7:27,1,10,CAR 40,7,13,Aaron Rodgers pass incomplete deep left intended for Greg Jennings,2.920,2.370
2,7:21,2,10,CAR 40,7,13,"Aaron Rodgers pass incomplete short right intended for Randall Cobb. Penalty on Chad Clifton: Offensive Holding, 10 yards (no play)",2.370,1.020
2,7:14,2,20,,7,13,Aaron Rodgers up the middle for 3 yards (tackle by Eric Norwood),1.020,0.760
2,6:31,3,17,CAR 47,7,13,Aaron Rodgers left end for 4 yards (tackle by Thomas Davis),0.760,0.400
2,5:53,4,13,CAR 43,7,13,"Tim Masthay punts 30 yards, fair catch by Armanti Edwards",0.400,0.320
2,5:46,1,10,CAR 13,7,13,Cam Newton left end for 12 yards (tackle by Nick Collins),-0.320,0.610
2,5:11,1,10,CAR 25,7,13,Jonathan Stewart up the middle for 2 yards (tackle by A.J. Hawk),0.610,0.330
2,4:30,2,8,CAR 27,7,13,Cam Newton pass incomplete short left intended for Greg Olsen (defended by Jarrett Bush),0.330,-0.360
2,4:25,3,8,CAR 27,7,13,"Cam Newton pass complete short left to Steve Smith for 5 yards (tackle by Nick Collins). Penalty on Charles Woodson: Illegal Use of Hands, 5 yards (no play)",-0.360,1.070
2,3:50,1,10,CAR 32,7,13,Cam Newton up the middle for 7 yards (tackle by Erik Walden),1.070,1.470
2,3:11,2,3,CAR 39,7,13,Jonathan Stewart up the middle for 5 yards (tackle by Erik Walden),1.470,1.860
2,3:11,1,10,CAR 44,7,13,Cam Newton pass incomplete deep left intended for Steve Smith is intercepted by Charles Woodson at GNB-35 and returned for 1 yard (tackle by Steve Smith),1.860,-1.330
2,2:25,1,10,GNB 36,7,13,Ryan Grant up the middle for 9 yards (tackle by Sherrod Martin),1.330,2.010
2,2:00,2,1,GNB 45,7,13,Ryan Grant right end for 4 yards (tackle by Thomas Davis),2.010,2.190
2,1:25,1,10,GNB 49,7,13,Aaron Rodgers pass incomplete deep middle intended for Greg Jennings,2.190,1.650
2,1:21,2,10,GNB 49,7,13,Aaron Rodgers pass complete short right to Greg Jennings for 6 yards (tackle by Chris Gamble and James Anderson),1.650,1.750
2,0:54,3,4,CAR 45,7,13,Aaron Rodgers pass incomplete short left intended for Greg Jennings,1.750,0.270
2,0:50,4,4,CAR 45,7,13,Aaron Rodgers pass incomplete deep right intended for Greg Jennings (defended by Chris Gamble),0.270,-1.930
2,0:45,1,10,CAR 45,7,13,Cam Newton pass complete short left to Jonathan Stewart for 14 yards (tackle by Jarius Wynn),1.930,2.850
2,0:37,1,10,GNB 41,7,13,Cam Newton pass incomplete short right intended for Brandon LaFell,2.850,2.310
2,0:31,2,10,GNB 41,7,13,"Penalty on Legedu Naanee: Offensive Pass Interference, 10 yards (no play)",2.310,0.960
2,0:25,2,20,CAR 49,7,13,Cam Newton pass complete short middle to Jonathan Stewart for 9 yards (tackle by Desmond Bishop),0.960,1.490
2,0:17,,,,7,13,Timeout #2 by Carolina Panthers,0.000,1.490
2,0:17,3,11,GNB 42,7,13,Cam Newton pass incomplete short middle intended for Greg Olsen,1.490,0.460
2,0:13,4,11,GNB 42,7,13,"Jason Baker punts 35 yards, fair catch by Randall Cobb",0.460,0.380
2,0:07,1,10,GNB 7,7,13,Aaron Rodgers kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,7,13,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,GNB 20,7,13,James Starks right guard for 8 yards (tackle by Sherrod Martin),0.280,0.810
3,14:26,2,2,GNB 28,7,13,James Starks left guard for 1 yard (tackle by Dan Connor),0.810,0.230
3,13:46,3,1,GNB 29,7,13,James Starks up the middle for 14 yards (tackle by Jordan Pugh),0.230,1.800
3,13:12,1,10,GNB 43,7,13,Aaron Rodgers left end for 8 yards (tackle by James Anderson),1.800,2.330
3,12:32,2,2,CAR 49,13,13,"Aaron Rodgers pass complete deep middle to Greg Jennings for 49 yards, touchdown",2.330,7.000
3,,,,CAR 2,14,13,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 35,14,13,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
3,12:23,1,10,CAR 20,14,13,DeAngelo Williams left tackle for 1 yard (tackle by Jarrett Bush),0.280,-0.130
3,11:50,2,9,CAR 21,14,13,Cam Newton pass incomplete short right intended for Steve Smith is intercepted by Charles Woodson at CAR-25 and returned for 5 yards (tackle by Steve Smith),-0.130,-4.240
3,11:41,1,10,CAR 20,14,13,Ryan Grant left guard for 6 yards (tackle by James Anderson),4.240,4.640
3,11:02,2,4,CAR 14,14,13,"Penalty on Tom Crabtree: False Start, 5 yards (no play)",4.640,3.820
3,10:39,2,9,CAR 19,14,13,Aaron Rodgers pass incomplete deep right intended for Greg Jennings,3.820,3.100
3,10:33,3,9,CAR 19,14,13,Aaron Rodgers pass incomplete deep left intended for Jermichael Finley (defended by Captain Munnerlyn),3.100,2.180
3,10:26,4,9,CAR 19,17,13,Mason Crosby 37 yard field goal good,2.180,3.000
3,,,,GNB 35,17,13,"Mason Crosby kicks off 68 yards, returned by Mike Goodson for 24 yards (tackle by Nick Collins)",0.000,0.340
3,10:18,1,10,CAR 21,17,13,Cam Newton pass complete short right to DeAngelo Williams for 10 yards (tackle by Morgan Burnett),0.340,1.000
3,9:30,1,10,CAR 31,17,13,"Cam Newton pass complete short middle to Steve Smith for 25 yards (tackle by Morgan Burnett). Steve Smith fumbles (forced by Morgan Burnett), recovered by Charles Woodson at GNB-33 (tackle by Steve Smith)",1.000,-1.070
3,9:14,1,10,GNB 32,17,13,James Starks right guard for 40 yards (tackle by Charles Godfrey),1.070,3.710
3,8:42,1,10,CAR 28,17,13,Ryan Grant right tackle for 3 yards (tackle by Greg Hardy),3.710,3.570
3,8:02,2,7,CAR 25,17,13,Aaron Rodgers pass incomplete deep middle intended for James Jones (defended by Sherrod Martin),3.570,2.870
3,7:55,3,7,CAR 25,17,13,Aaron Rodgers pass complete short middle to Jermichael Finley for 17 yards (tackle by Charles Godfrey and James Anderson),2.870,5.370
3,7:19,1,8,CAR 8,17,13,James Starks up the middle for no gain (tackle by Sione Fua),5.370,4.570
3,6:40,2,8,CAR 8,17,13,Aaron Rodgers pass complete short right to John Kuhn for 7 yards (tackle by Chris Gamble and Thomas Davis),4.570,5.170
3,5:49,3,1,CAR 1,17,13,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,5.170,3.550
3,5:46,4,1,CAR 1,20,13,Mason Crosby 19 yard field goal good,3.550,3.000
3,,,,GNB 35,20,13,"Mason Crosby kicks off 65 yards, returned by Mike Goodson for 23 yards (tackle by D.J. Smith)",0.000,0.480
3,5:37,1,10,CAR 23,20,13,Cam Newton pass incomplete deep right intended for Legedu Naanee (defended by Morgan Burnett),0.480,-0.070
3,5:29,2,10,CAR 23,20,13,Cam Newton pass incomplete short middle intended for Jeremy Shockey (defended by Clay Matthews),-0.070,-0.760
3,5:26,3,10,CAR 23,20,13,Cam Newton pass incomplete deep right intended for Legedu Naanee is intercepted by Morgan Burnett at CAR-49,-0.760,-2.320
3,5:20,1,10,CAR 49,20,13,Ryan Grant right tackle for 2 yards (tackle by Sherrod Martin),2.320,2.050
3,4:42,2,8,CAR 47,20,13,"Aaron Rodgers pass complete short left to Ryan Grant for 8 yards (tackle by James Anderson). Penalty on Greg Hardy: Roughing the Passer, 15 yards",2.050,3.970
3,4:09,1,10,CAR 24,20,13,Aaron Rodgers pass complete short left to James Starks for 11 yards (tackle by James Anderson),3.970,4.710
3,3:28,1,10,CAR 13,20,13,Aaron Rodgers sacked by Charles Johnson for -13 yards,4.710,2.400
3,2:50,2,23,CAR 26,20,13,"Aaron Rodgers pass complete short middle to Donald Driver for 14 yards. Penalty on Josh Sitton: Offensive Holding, 10 yards (no play)",2.400,1.050
3,2:19,2,33,CAR 36,20,13,Aaron Rodgers pass complete short right to James Starks for 10 yards (tackle by Chris Gamble and Jordan Pugh),1.050,1.750
3,1:34,3,23,CAR 26,20,13,Aaron Rodgers pass complete short middle to Donald Driver for 10 yards (tackle by Charles Godfrey),1.750,2.380
3,1:00,4,13,CAR 16,23,13,Mason Crosby 34 yard field goal good,2.380,3.000
3,,,,GNB 35,23,13,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
3,0:57,1,10,CAR 20,23,13,Cam Newton pass complete short middle to Jonathan Stewart for 21 yards (tackle by Nick Collins),0.280,1.660
3,0:33,1,10,CAR 41,23,13,Cam Newton pass complete short left to Jonathan Stewart for 7 yards (tackle by Desmond Bishop),1.660,2.070
Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,CAR 48,23,13,DeAngelo Williams up the middle for 6 yards (tackle by B.J. Raji),2.070,2.520
4,14:24,1,10,GNB 46,23,13,Cam Newton up the middle for 2 yards (tackle by B.J. Raji and Jarius Wynn),2.520,2.250
4,13:42,2,8,GNB 44,23,13,Cam Newton pass complete short left to Legedu Naanee for 8 yards (tackle by Jarrett Bush),2.250,3.180
4,13:01,1,10,GNB 36,23,13,Cam Newton pass incomplete deep left intended for Steve Smith,3.180,2.640
4,12:54,2,10,GNB 36,23,13,Jonathan Stewart up the middle for 1 yard (tackle by Erik Walden),2.640,2.080
4,12:15,3,9,GNB 35,23,13,Cam Newton pass complete short left to Jonathan Stewart for 12 yards (tackle by Erik Walden and Jarrett Bush),2.080,4.040
4,11:46,1,10,GNB 23,23,13,Cam Newton pass complete short middle to Jeremy Shockey for 15 yards (tackle by Charlie Peprah),4.040,5.370
4,11:00,1,8,GNB 8,23,13,Cam Newton up the middle for 5 yards (tackle by B.J. Raji),5.370,5.530
4,10:17,2,3,GNB 3,23,13,Cam Newton pass incomplete short right intended for Legedu Naanee,5.530,4.720
4,10:12,3,3,GNB 3,23,13,Cam Newton pass incomplete short right intended for Legedu Naanee,4.720,3.040
4,10:08,4,3,GNB 3,23,16,Olindo Mare 21 yard field goal good,3.040,3.000
4,,,,CAR 35,23,16,"Olindo Mare kicks off 69 yards, returned by Randall Cobb for 30 yards (tackle by George Selvie)",0.000,0.670
4,9:59,1,10,GNB 26,23,16,"James Starks right tackle for 3 yards (tackle by Greg Hardy). Penalty on Bryan Bulaga: Offensive Holding, 10 yards (no play)",0.670,-0.300
4,9:29,1,20,GNB 16,23,16,Aaron Rodgers pass complete short left to Randall Cobb for 13 yards (tackle by Charles Godfrey),-0.300,0.540
4,8:49,2,7,GNB 29,23,16,James Starks right tackle for 6 yards (tackle by James Anderson),0.540,0.630
4,8:04,3,1,GNB 35,23,16,James Starks up the middle for -2 yards (tackle by Charles Johnson),0.630,-1.180
4,7:30,4,3,GNB 33,23,16,"Tim Masthay punts 39 yards, returned by Armanti Edwards for 4 yards (tackle by Morgan Burnett)",-1.180,-1.070
4,7:20,1,10,CAR 32,23,16,Cam Newton pass incomplete short left intended for Steve Smith,1.070,0.530
4,7:16,2,10,CAR 32,23,16,Cam Newton sacked by B.J. Raji for -12 yards,0.530,-1.750
4,6:40,3,22,CAR 20,23,16,Cam Newton pass complete deep left to Brandon LaFell for 32 yards (tackle by Sam Shields),-1.750,2.390
,,,,,,,"GNB challenged the pass completion ruling, and the play was upheld.",,
4,6:28,1,10,GNB 48,23,16,Cam Newton pass complete short left to Steve Smith for 21 yards (tackle by Charlie Peprah),2.390,3.780
4,5:56,1,10,GNB 27,23,16,Cam Newton pass complete short right to Jonathan Stewart for 15 yards (tackle by Jarrett Bush),3.780,4.780
4,5:22,1,10,GNB 12,23,16,Cam Newton sacked by Clay Matthews for 0 yards,4.780,4.100
4,4:52,2,10,GNB 12,23,16,Cam Newton pass complete short right to Brandon LaFell for 9 yards (tackle by Desmond Bishop),4.100,5.060
4,4:09,3,1,GNB 3,23,16,Cam Newton sacked by Morgan Burnett for -3 yards,5.060,3.000
4,3:22,4,4,GNB 6,23,16,Cam Newton up the middle for 3 yards (tackle by Clay Matthews),3.000,0.380
4,3:09,1,10,GNB 4,23,16,James Starks up the middle for 12 yards (tackle by Charles Godfrey),-0.380,-0.140
4,2:26,1,10,GNB 16,29,16,"Aaron Rodgers pass complete short left to Jordy Nelson for 84 yards, touchdown",-0.140,7.000
4,,,,CAR 2,30,16,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 35,30,16,"Mason Crosby kicks off 70 yards, returned by Mike Goodson for 22 yards (tackle by Robert Francois)",0.000,-0.060
4,2:06,1,10,CAR 17,30,16,Cam Newton pass complete short right to DeAngelo Williams for 4 yards (tackle by Charles Woodson),-0.060,0.080
4,2:00,2,6,CAR 21,30,16,Cam Newton pass complete deep middle to Steve Smith for 62 yards (tackle by Charles Woodson),0.080,4.440
4,1:26,1,10,GNB 17,30,16,Cam Newton pass incomplete short left intended for Steve Smith,4.440,3.850
4,1:21,2,10,GNB 17,30,16,Cam Newton pass complete short right to Brandon LaFell for 5 yards (tackle by Charles Woodson),3.850,3.880
4,1:13,,,,30,16,Timeout #1 by Carolina Panthers,0.000,3.880
4,1:13,3,5,GNB 12,30,16,Cam Newton pass complete short right to Legedu Naanee for 6 yards (tackle by Desmond Bishop),3.880,5.830
4,0:52,1,6,GNB 6,30,16,Cam Newton pass incomplete short middle intended for Legedu Naanee (defended by A.J. Hawk),5.830,4.950
4,0:47,2,6,GNB 6,30,16,Cam Newton up the middle for 2 yards (tackle by C.J. Wilson),4.950,4.490
4,0:41,,,,30,16,Timeout #2 by Carolina Panthers,0.000,4.490
4,0:41,3,4,GNB 4,30,22,"Cam Newton up the middle for 4 yards, touchdown",4.490,7.000
4,,,,GNB 2,30,23,Olindo Mare kicks extra point good,0.000,0.000
4,,,,CAR 35,30,23,"Olindo Mare kicks onside 9 yards, recovered by Donald Driver and returned for 5 yards",0.000,2.980
4,0:26,1,10,CAR 39,30,23,Aaron Rodgers kneels for -1 yards,2.980,2.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
