Quarter,Time,Down,ToGo,Location,DET,DEN,Detail,EPB,EPA
1,5:03,4,11,DET 48,7,3,"Ryan Donahue punts 38 yards, returned by Quan Cosby for 6 yards (tackle by Eldra Buckley)",-0.190,-0.280
1,4:52,1,10,DEN 20,7,3,Knowshon Moreno up the middle for no gain (tackle by Justin Durant),0.280,-0.270
1,4:18,2,10,DEN 20,7,3,Tim Tebow pass complete deep left to Eric Decker for 16 yards (tackle by Eric Wright),-0.270,1.330
1,3:36,1,10,DEN 36,7,3,Tim Tebow right end for 3 yards (tackle by Chris Houston and Willie Young),1.330,1.200
1,2:51,2,7,DEN 39,7,3,Tim Tebow pass incomplete deep right intended for Eddie Royal,1.200,0.500
1,2:44,3,7,DEN 39,7,3,Tim Tebow sacked by Stephen Tulloch for -5 yards,0.500,-1.110
1,2:27,4,12,DEN 34,7,3,"Britton Colquitt punts 55 yards, fair catch by Stefan Logan",-1.110,0.370
1,2:18,1,10,DET 11,7,3,Matthew Stafford pass complete short left to Nate Burleson for 15 yards (tackle by Andre' Goodman),-0.370,0.670
1,1:37,1,10,DET 26,7,3,Maurice Morris up the middle for 2 yards (tackle by Brodrick Bunkley),0.670,0.400
1,0:55,2,8,DET 28,7,3,"Matthew Stafford up the middle for 21 yards (tackle by Brodrick Bunkley). Penalty on Brodrick Bunkley: Unnecessary Roughness, 15 yards",0.400,3.180
1,0:33,1,10,DEN 36,7,3,Maurice Morris left tackle for 4 yards (tackle by Andre' Goodman),3.180,3.180
Quarter,Time,Down,ToGo,Location,DET,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,DEN 32,7,3,Matthew Stafford pass incomplete short right intended for Will Heller,3.180,2.480
2,14:55,3,6,DEN 32,7,3,Matthew Stafford pass incomplete short right intended for Nate Burleson,2.480,1.250
2,14:49,4,6,DEN 32,10,3,Jason Hanson 50 yard field goal good,1.250,3.000
2,,,,DET 35,10,3,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
2,14:44,1,10,DEN 20,10,3,Lance Ball left guard for 3 yards (tackle by Stephen Tulloch),0.280,0.140
2,14:08,2,7,DEN 23,10,3,Tim Tebow pass incomplete short left intended for Julius Thomas,0.140,-0.560
2,14:02,3,7,DEN 23,10,3,Tim Tebow pass incomplete deep left intended for Demaryius Thomas (defended by Aaron Berry),-0.560,-1.830
2,13:55,4,7,DEN 23,10,3,"Britton Colquitt punts 46 yards, fair catch by Stefan Logan",-1.830,-1.070
2,13:47,1,10,DET 32,10,3,Matthew Stafford pass incomplete short middle intended for Titus Young,1.070,0.530
2,13:42,2,10,DET 32,10,3,Maurice Morris right tackle for 9 yards (tackle by Wesley Woodyard),0.530,1.030
2,13:11,3,1,DET 41,10,3,Maurice Morris right tackle for 2 yards (tackle by D.J. Williams and Wesley Woodyard),1.030,1.800
2,12:29,1,10,DET 43,10,3,Matthew Stafford pass incomplete short right intended for Nate Burleson,1.800,1.250
2,12:25,2,10,DET 43,10,3,Maurice Morris up the middle for 3 yards (tackle by Marcus Thomas),1.250,0.960
2,11:45,3,7,DET 46,10,3,Matthew Stafford pass complete short right to Calvin Johnson for 11 yards (tackle by Chris Harris),0.960,2.720
2,11:07,1,10,DEN 43,10,3,Keiland Williams right tackle for 6 yards (tackle by Jason Hunter),2.720,2.990
2,10:26,2,4,DEN 37,10,3,Matthew Stafford pass incomplete short left intended for Nate Burleson,2.990,2.280
2,10:21,3,4,DEN 37,10,3,Matthew Stafford sacked by Robert Ayers for -7 yards. Penalty on Jeff Backus: Offensive Holding (Declined),2.280,0.330
2,10:02,4,11,DEN 44,10,3,"Ryan Donahue punts 44 yards, touchback",0.330,-0.280
2,9:52,1,10,DEN 20,10,3,Tim Tebow pass incomplete deep middle intended for Eric Decker,0.280,-0.270
2,9:45,2,10,DEN 20,10,3,Knowshon Moreno up the middle for 4 yards (tackle by Stephen Tulloch),-0.270,-0.430
2,9:06,3,6,DEN 24,10,3,Tim Tebow pass incomplete short left intended for Eric Decker (defended by Aaron Berry),-0.430,-1.770
2,9:02,4,6,DEN 24,10,3,"Britton Colquitt punts 53 yards, returned by Stefan Logan for 9 yards (tackle by Dante Rosario)",-1.770,-1.070
2,8:50,1,10,DET 32,10,3,Matthew Stafford pass complete short left to Brandon Pettigrew for 7 yards (tackle by Wesley Woodyard),1.070,1.470
2,8:16,2,3,DET 39,10,3,Matthew Stafford pass complete short middle to Calvin Johnson for 19 yards (tackle by Champ Bailey),1.470,2.790
2,7:38,1,10,DEN 42,10,3,Keiland Williams up the middle for 10 yards (tackle by Chris Harris),2.790,3.450
2,6:57,1,10,DEN 32,10,3,Keiland Williams up the middle for 2 yards (tackle by Elvis Dumervil),3.450,3.170
2,6:17,2,8,DEN 30,10,3,Matthew Stafford pass complete deep right to Tony Scheffler for 28 yards (tackle by Quinton Carter),3.170,6.740
2,5:39,1,2,DEN 2,10,3,Maurice Morris up the middle for 1 yard (tackle by Wesley Woodyard),6.740,5.910
2,5:00,2,1,DEN 1,10,3,Keiland Williams up the middle for no gain (tackle by Elvis Dumervil),5.910,5.170
2,4:16,3,1,DEN 1,16,3,"Matthew Stafford pass complete short right to Tony Scheffler for 1 yard, touchdown",5.170,7.000
2,,,,DEN 2,17,3,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 35,17,3,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
2,4:11,1,10,DEN 20,17,3,Tim Tebow up the middle for 6 yards (tackle by Amari Spievey),0.280,0.540
2,3:36,2,4,DEN 26,17,3,Tim Tebow right end for 1 yard (tackle by Willie Young),0.540,-0.030
2,2:55,3,3,DEN 27,17,3,Tim Tebow pass complete short left to Eddie Royal for 2 yards (tackle by Eric Wright),-0.030,-1.440
2,2:21,4,1,DEN 29,17,3,"Britton Colquitt punts 52 yards, returned by Stefan Logan for 17 yards (tackle by Matt Willis). Penalty on Britton Colquitt: Unnecessary Roughness, 15 yards, Penalty on Chris Harris: Unnecessary Roughness (Declined)",-1.440,-2.320
2,2:05,1,10,DEN 49,17,3,Matthew Stafford pass complete short right to Nate Burleson for 5 yards (tackle by Wesley Woodyard),2.320,2.460
2,2:00,2,5,DEN 44,17,3,Matthew Stafford pass incomplete short right intended for Maurice Morris,2.460,1.750
2,1:56,3,5,DEN 44,17,3,Matthew Stafford pass complete short middle to Calvin Johnson for 17 yards (tackle by Quinton Carter),1.750,3.780
2,1:22,1,10,DEN 27,17,3,Maurice Morris up the middle for 6 yards (tackle by Chris Harris),3.780,4.040
2,0:49,2,4,DEN 21,17,3,Matthew Stafford pass complete short middle to Maurice Morris for 7 yards (tackle by Chris Harris and Wesley Woodyard),4.040,4.650
2,0:43,,,,17,3,Timeout #1 by Detroit Lions,0.000,4.650
2,0:43,1,10,DEN 14,17,3,Matthew Stafford pass complete short right to Calvin Johnson for 13 yards (tackle by Robert Ayers),4.650,6.970
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",,
2,0:33,,,,17,3,Timeout #2 by Detroit Lions,0.000,6.970
2,0:33,1,1,DEN 1,23,3,"Maurice Morris up the middle for 1 yard, touchdown",6.970,7.000
2,,,,DEN 2,24,3,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 35,24,3,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
2,0:29,1,10,DEN 20,24,3,Tim Tebow pass complete short right to Knowshon Moreno for 5 yards (tackle by Eric Wright),0.280,0.410
2,0:21,,,,24,3,Timeout #2 by Denver Broncos,0.000,0.410
2,0:21,2,5,DEN 25,24,3,Tim Tebow sacked by Corey Williams for -7 yards. Penalty on Ryan Clady: Offensive Holding (Declined),0.410,-1.330
2,0:11,3,12,DEN 18,24,3,Knowshon Moreno right end for 10 yards (tackle by Chris Houston),-1.330,-1.500
2,0:05,,,,24,3,Timeout #3 by Denver Broncos,0.000,-1.500
2,0:05,4,2,DEN 28,24,3,Tim Tebow pass incomplete deep left intended for Eric Decker,-1.500,0.810
Quarter,Time,Down,ToGo,Location,DET,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,24,3,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,DET 20,24,3,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Champ Bailey),0.280,-0.270
3,14:57,2,10,DET 20,24,3,Matthew Stafford pass complete short right to Titus Young for 8 yards (tackle by Rahim Moore),-0.270,0.100
3,14:20,3,2,DET 28,24,3,Matthew Stafford pass incomplete short right intended for Maurice Morris,0.100,-1.500
3,14:16,4,2,DET 28,24,3,"Ryan Donahue punts 34 yards, muffed catch by Andre' Goodman, recovered by Andre' Goodman and returned for no gain",-1.500,-1.330
3,14:04,1,10,DEN 36,24,3,Lance Ball left guard for 2 yards (tackle by Louis Delmas and Lawrence Jackson),1.330,1.060
3,13:35,2,8,DEN 38,30,3,"Tim Tebow sacked by Cliff Avril for -14 yards. Tim Tebow fumbles (forced by Cliff Avril), recovered by Cliff Avril at DEN-24 and returned for 24 yards, touchdown",1.060,-7.000
3,,,,DEN 2,31,3,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 35,31,3,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
3,13:25,1,10,DEN 20,31,3,Knowshon Moreno left guard for no gain (tackle by DeAndre Levy and Corey Williams),0.280,-0.270
3,12:47,2,10,DEN 20,31,3,Tim Tebow sacked by Kyle Vanden Bosch for -10 yards. Penalty on Orlando Franklin: Illegal Use of Hands (Declined),-0.270,-2.590
3,12:24,3,20,DEN 10,31,3,Knowshon Moreno up the middle for 12 yards (tackle by Amari Spievey),-2.590,-1.900
3,11:47,4,8,DEN 22,31,3,"Britton Colquitt punts 57 yards, fair catch by Stefan Logan",-1.900,-0.340
3,11:38,1,10,DET 21,31,3,Maurice Morris left tackle for 5 yards (tackle by Ryan McBean),0.340,0.480
3,11:01,2,5,DET 26,31,3,Matthew Stafford pass complete short right to Calvin Johnson for 9 yards (tackle by Chris Harris and D.J. Williams),0.480,1.270
3,10:22,1,10,DET 35,31,3,Maurice Morris up the middle for 3 yards (tackle by Rahim Moore),1.270,1.130
3,9:43,2,7,DET 38,31,3,Matthew Stafford pass complete short left to Nate Burleson for 1 yard (tackle by Ryan McBean),1.130,0.560
3,8:57,3,6,DET 39,31,3,Matthew Stafford pass complete short right to Nate Burleson for 2 yards (tackle by Champ Bailey),0.560,-0.650
3,8:19,4,4,DET 41,31,3,"Ryan Donahue punts 41 yards, returned by Quan Cosby for 8 yards (tackle by Anthony Madison)",-0.650,-0.670
3,8:07,1,10,DEN 26,31,3,Knowshon Moreno up the middle for 3 yards (tackle by Stephen Tulloch and Chris Houston),0.670,0.540
3,7:33,2,7,DEN 29,31,3,Tim Tebow pass incomplete short right intended for Eddie Royal,0.540,-0.160
3,7:25,3,7,DEN 29,31,3,Tim Tebow pass incomplete short left intended for Eddie Royal (defended by Aaron Berry),-0.160,-1.440
3,7:19,4,7,DEN 29,31,3,"Britton Colquitt punts 42 yards, returned by Stefan Logan for 4 yards (tackle by Matt Willis)",-1.440,-1.140
3,7:07,1,10,DET 33,31,3,"Penalty on Von Miller: Neutral Zone Infraction, 5 yards (no play)",1.140,1.870
3,7:07,1,5,DET 38,31,3,Maurice Morris up the middle for 6 yards (tackle by Elvis Dumervil and Wesley Woodyard),1.870,1.860
3,6:27,1,10,DET 44,37,3,"Matthew Stafford pass complete deep left to Calvin Johnson for 56 yards, touchdown. Penalty on Elvis Dumervil: Defensive Offside (Declined)",1.860,7.000
3,,,,DEN 2,38,3,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 35,38,3,"Jason Hanson kicks off 70 yards, returned by Quan Cosby for 26 yards (tackle by Brandon McDonald)",0.000,0.340
3,6:11,1,10,DEN 21,38,3,Tim Tebow pass complete short left to Eric Decker for 9 yards (tackle by Eric Wright),0.340,1.020
3,5:49,2,1,DEN 30,38,3,Lance Ball up the middle for 1 yard (tackle by Justin Durant),1.020,1.000
3,5:13,1,10,DEN 31,38,3,Tim Tebow pass incomplete deep left intended for Eric Decker (defended by Eric Wright),1.000,0.460
3,5:05,2,10,DEN 31,38,3,Tim Tebow pass complete deep middle to Matt Willis for 28 yards (tackle by Amari Spievey),0.460,2.850
3,4:28,1,10,DET 41,38,3,Knowshon Moreno up the middle for 6 yards (tackle by Louis Delmas),2.850,3.120
3,3:59,2,4,DET 35,38,3,Knowshon Moreno right tackle for 2 yards (tackle by Ndamukong Suh),3.120,2.680
3,3:18,,,,38,3,Timeout #1 by Detroit Lions,0.000,2.680
3,3:18,3,2,DET 33,38,3,Tim Tebow pass incomplete deep right intended for Demaryius Thomas (defended by Chris Houston),2.680,1.200
3,3:12,,,,38,3,Timeout #1 by Denver Broncos,0.000,1.200
3,3:12,4,2,DET 33,38,3,Tim Tebow pass incomplete short middle intended for Eddie Royal,1.200,-1.200
3,3:08,1,10,DET 34,38,3,Keiland Williams left tackle for 2 yards (tackle by Chris Harris),1.200,0.930
3,2:27,2,8,DET 36,38,3,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew (defended by Brian Dawkins),0.930,0.230
3,2:23,3,8,DET 36,38,3,Keiland Williams up the middle for 3 yards (tackle by Brodrick Bunkley),0.230,-0.780
3,1:44,4,5,DET 39,38,3,"Ryan Donahue punts 52 yards, returned by Quan Cosby for 13 yards (tackle by Keiland Williams)",-0.780,-0.410
3,1:30,1,10,DEN 22,38,3,Knowshon Moreno up the middle for 12 yards (tackle by DeAndre Levy),0.410,1.200
3,1:07,1,10,DEN 34,38,3,Tim Tebow pass complete short right to Eddie Royal for 6 yards (tackle by Chris Houston),1.200,1.470
3,0:41,2,4,DEN 40,38,3,"Tim Tebow for no gain. Tim Tebow fumbles, recovered by Tim Tebow at DEN-37",1.470,0.370
3,0:41,3,7,DEN 37,38,3,Tim Tebow up the middle for 12 yards (tackle by Louis Delmas),0.370,2.190
Quarter,Time,Down,ToGo,Location,DET,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 49,38,3,Tim Tebow sacked by Lawrence Jackson for -5 yards. Penalty on Ryan Clady: Offensive Holding (Declined),2.190,0.970
4,14:36,2,15,DEN 44,38,3,Knowshon Moreno up the middle for 5 yards (tackle by Stephen Tulloch),0.970,0.960
,,,,,,,"DEN challenged the fumble ruling, and the original play was overturned.",,
4,14:05,3,10,DEN 49,38,3,"Tim Tebow pass incomplete deep left intended for Eric Decker (defended by Eric Wright). Penalty on Eric Wright: Defensive Pass Interference, 25 yards (no play)",0.960,3.840
4,14:00,1,10,DET 26,38,3,Tim Tebow right guard for 4 yards (tackle by Stephen Tulloch),3.840,3.840
4,13:26,2,6,DET 22,38,3,Tim Tebow for 9 yards (tackle by Amari Spievey),3.840,4.710
4,13:03,1,10,DET 13,38,3,Tim Tebow pass complete short left to Daniel Fells for 5 yards (tackle by DeAndre Levy),4.710,4.960
4,12:26,2,5,DET 8,38,3,Tim Tebow pass incomplete short left intended for Lance Ball,4.960,4.100
4,12:20,3,5,DET 8,44,3,"Tim Tebow pass incomplete short right intended for Eric Decker is intercepted by Chris Houston at DET-0 and returned for 100 yards, touchdown",4.100,-7.000
4,,,,DEN 2,45,3,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 35,45,3,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
4,12:04,1,10,DEN 20,45,3,Lance Ball up the middle for 8 yards (tackle by Stephen Tulloch),0.280,0.810
4,11:39,2,2,DEN 28,45,3,Tim Tebow right tackle for 18 yards (tackle by Amari Spievey),0.810,1.990
4,10:56,1,10,DEN 46,45,3,Tim Tebow pass incomplete short right intended for Matt Willis,1.990,1.450
4,10:50,2,10,DEN 46,45,3,Tim Tebow pass complete short right to Eddie Royal for 6 yards (tackle by Bobby Carpenter and Stephen Tulloch),1.450,1.550
4,10:13,3,4,DET 48,45,3,Tim Tebow pass complete short right to Eddie Royal for 6 yards (tackle by Chris Houston),1.550,2.790
4,9:37,1,10,DET 42,45,3,Tim Tebow pass incomplete short right intended for Eddie Royal,2.790,2.240
4,9:29,2,10,DET 42,45,3,Tim Tebow pass complete short middle to Eric Decker for 13 yards (tackle by Chris Houston),2.240,3.640
4,8:55,1,10,DET 29,45,3,Lance Ball up the middle for 15 yards (tackle by John Wendling),3.640,4.650
4,8:26,1,10,DET 14,45,9,"Tim Tebow pass complete short right to Eric Decker for 14 yards, touchdown",4.650,7.000
4,,,,DET 2,45,10,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 35,45,10,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
4,8:19,1,10,DET 20,45,10,"Keiland Williams left guard for 11 yards (tackle by Brian Dawkins). Penalty on Will Heller: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,7:55,1,20,DET 10,45,10,Keiland Williams up the middle for 1 yard (tackle by Brodrick Bunkley),-0.760,-1.440
4,7:21,2,19,DET 11,45,10,"Keiland Williams right guard for 3 yards (tackle by D.J. Williams). Penalty on D.J. Williams: Face Mask (15 Yards), 15 yards",-1.440,0.870
4,6:55,1,10,DET 29,45,10,Keiland Williams left tackle for -1 yards (tackle by Robert Ayers),0.870,0.190
4,6:46,,,,45,10,Timeout #2 by Denver Broncos,0.000,0.190
4,6:46,2,11,DET 28,45,10,Keiland Williams right tackle for -1 yards (tackle by Von Miller),0.190,-0.630
4,6:07,3,12,DET 27,45,10,Shaun Hill pass complete short middle to Keiland Williams for 5 yards (tackle by Chris Harris and D.J. Williams),-0.630,-1.240
4,6:00,,,,45,10,Timeout #3 by Denver Broncos,0.000,-1.240
4,6:00,4,7,DET 32,45,10,"Ryan Donahue punts 38 yards, returned by Quan Cosby for 1 yard (tackle by Keiland Williams). Penalty on Brandon McDonald: Player Out of Bounds on Punt, 5 yards",-1.240,-1.330
4,5:49,1,10,DEN 36,45,10,"Tim Tebow pass complete short left to Lance Ball for 4 yards (tackle by Alphonso Smith). Lance Ball fumbles (forced by Alphonso Smith), recovered by Lawrence Jackson at DEN-40 (tackle by Chris Clark)",1.330,-2.920
4,5:39,1,10,DEN 40,45,10,Keiland Williams left tackle for no gain (tackle by Brodrick Bunkley),2.920,2.370
4,5:00,2,10,DEN 40,45,10,Stefan Logan up the middle for 1 yard (tackle by Von Miller),2.370,1.820
4,4:22,3,9,DEN 39,45,10,Shaun Hill pass incomplete short right intended for Maurice Stovall. Penalty on Maurice Stovall: Offensive Pass Interference (Declined),1.820,0.660
4,4:16,4,9,DEN 39,45,10,Ryan Donahue punts 35 yards,0.660,0.380
4,4:05,1,10,DEN 4,45,10,Knowshon Moreno up the middle for 2 yards (tackle by Sammie Lee Hill),-0.380,-0.630
4,3:31,2,8,DEN 6,45,10,Tim Tebow pass complete short middle to Eddie Royal for 10 yards (tackle by Bobby Carpenter),-0.630,-0.140
4,2:58,1,10,DEN 16,45,10,"Penalty on Lawrence Jackson: Neutral Zone Infraction, 5 yards (no play)",-0.140,0.740
4,2:56,1,5,DEN 21,45,10,Tim Tebow pass incomplete short left intended for Matt Willis,0.740,0.150
4,2:51,2,5,DEN 21,45,10,Tim Tebow pass complete short right to Demaryius Thomas for 10 yards,0.150,1.000
4,2:45,1,10,DEN 31,45,10,Tim Tebow pass complete short middle to Dante Rosario for 7 yards (tackle by Ashlee Palmer),1.000,1.410
4,2:19,2,3,DEN 38,45,10,Tim Tebow up the middle for 5 yards (tackle by Ashlee Palmer),1.410,1.800
4,2:00,1,10,DEN 43,45,10,Tim Tebow pass complete short middle to Eddie Royal for 11 yards (tackle by Bobby Carpenter),1.800,2.520
4,1:33,1,10,DET 46,45,10,Tim Tebow pass complete short left to Eric Decker for 6 yards (tackle by Alphonso Smith),2.520,2.790
4,1:16,2,4,DET 40,45,10,Tim Tebow sacked by Lawrence Jackson for -6 yards,2.790,1.290
4,0:49,3,10,DET 46,45,10,Tim Tebow pass incomplete short middle intended for Lance Ball,1.290,0.200
4,0:46,4,10,DET 46,45,10,Tim Tebow pass incomplete short right intended for Eddie Royal,0.200,-2.060
4,0:36,1,10,DET 47,45,10,Shaun Hill kneels for -1 yards,2.060,1.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
