Quarter,Time,Down,ToGo,Location,STL,CIN,Detail,EPB,EPA
2,5:24,1,10,CIN 29,0,10,"Brock Berlin for -10 yards (tackle by Dexter Jackson). Brock Berlin fumbles (forced by Dexter Jackson), recovered by John Thornton at CIN-39 (tackle by Brock Berlin)",3.640,-1.530
2,5:18,1,10,CIN 39,0,10,Jeremi Johnson right guard for 2 yards (tackle by Victor Adeyanju),1.530,1.260
2,4:42,2,8,CIN 41,0,10,Rudi Johnson left end for -1 yards (tackle by James Hall),1.260,0.430
2,4:01,3,9,CIN 40,0,10,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 6 yards (tackle by Ronald Bartell),0.430,-0.320
2,3:23,4,3,CIN 46,0,10,"Kyle Larson punts 45 yards, fair catch by Marques Hagans",-0.320,0.380
2,3:16,1,10,STL 9,0,10,Steven Jackson right tackle for 8 yards (tackle by John Thornton),-0.380,-0.020
2,2:42,2,2,STL 17,0,10,Steven Jackson right tackle for -1 yards (tackle by Dexter Jackson),-0.020,-0.600
2,2:00,3,3,STL 16,0,10,Brock Berlin pass complete short middle to Torry Holt for 9 yards (tackle by Johnathan Joseph),-0.600,0.610
2,1:54,1,10,STL 25,0,10,Antonio Pittman up the middle for 7 yards (tackle by Landon Johnson),0.610,1.010
2,1:25,2,3,STL 32,0,10,Brock Berlin pass incomplete short middle intended for Isaac Bruce (defended by Bryan Robinson),1.010,0.300
2,1:20,,,,0,10,Timeout #1 by St. Louis Rams,0.000,0.300
2,1:20,3,3,STL 32,0,10,Brock Berlin pass incomplete deep right intended for Isaac Bruce,0.300,-1.240
2,1:14,4,3,STL 32,0,10,"Donnie Jones punts 53 yards, returned by Antonio Chatman for 4 yards (tackle by Darius Vinnett)",-1.240,-0.150
2,1:03,1,10,CIN 19,0,10,Carson Palmer pass complete short right to Kenny Watson for 6 yards (tackle by Chris Draft),0.150,0.480
2,0:57,,,,0,10,Timeout #1 by Cincinnati Bengals,0.000,0.480
2,0:57,2,4,CIN 25,0,10,Carson Palmer pass complete to T.J. Houshmandzadeh for 6 yards (tackle by Ronald Bartell),0.480,1.000
2,0:50,,,,0,10,Timeout #2 by Cincinnati Bengals,0.000,1.000
2,0:50,1,10,CIN 31,0,10,Carson Palmer pass complete deep left to Chris Henry for 16 yards (tackle by Ronald Bartell),1.000,2.060
2,0:44,1,10,CIN 47,0,10,"Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 4 yards (tackle by Ronald Bartell). T.J. Houshmandzadeh fumbles (forced by Ronald Bartell), recovered by Kenny Watson at STL-49",2.060,2.060
2,0:28,2,6,STL 49,0,10,Carson Palmer pass complete short right to Kenny Watson for 2 yards (tackle by Chris Draft),2.060,1.620
2,0:06,3,4,STL 47,0,10,Carson Palmer pass complete to T.J. Houshmandzadeh for 4 yards (tackle by Brandon Chillar),1.620,2.720
2,0:06,,,,0,10,Timeout #3 by Cincinnati Bengals,0.000,2.720
2,0:03,1,10,STL 43,0,10,Carson Palmer pass complete to Kenny Watson for 25 yards (tackle by O.J. Atogwe). Penalty on Bobbie Williams: Offensive Holding (Declined),2.720,1.070
Quarter,Time,Down,ToGo,Location,STL,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,0,10,"Jeff Wilkins kicks off 64 yards, returned by Glenn Holt for 26 yards (tackle by Eric Moore)",0.000,1.070
3,14:55,1,10,CIN 32,0,10,Rudi Johnson right tackle for 1 yard (tackle by James Hall),1.070,0.660
3,14:15,2,9,CIN 33,6,10,"Carson Palmer pass incomplete short left intended for T.J. Houshmandzadeh is intercepted by Fakhir Brown at CIN-36 and returned for 36 yards, touchdown",0.660,-7.000
3,,,,CIN 2,7,10,Jeff Wilkins kicks extra point good,0.000,0.000
3,,,,STL 30,7,10,"Jeff Wilkins kicks off 60 yards, returned by Glenn Holt for 22 yards (tackle by Quinton Culberson)",0.000,1.070
3,13:59,1,10,CIN 32,7,10,Carson Palmer pass complete short right to Kenny Watson for 5 yards (tackle by Brandon Chillar),1.070,1.200
3,13:21,2,5,CIN 37,7,10,Rudi Johnson right guard for 9 yards (tackle by Ronald Bartell),1.200,1.990
3,12:51,1,10,CIN 46,7,10,Rudi Johnson left tackle for 2 yards (tackle by Chris Draft),1.990,1.720
3,12:10,2,8,CIN 48,7,10,Carson Palmer pass complete short left to Jeremi Johnson for 4 yards (tackle by Chris Draft),1.720,1.550
3,11:23,3,4,STL 48,7,10,Carson Palmer pass complete short left to T.J. Houshmandzadeh for 5 yards (tackle by Chris Draft),1.550,2.720
3,10:47,1,10,STL 43,7,10,"Penalty on Eric Ghiaciuc: False Start, 5 yards (no play)",2.720,2.390
3,10:31,1,15,STL 48,7,10,Carson Palmer pass complete short left to Reggie Kelly for 3 yards (tackle by Chris Draft),2.390,1.910
3,9:47,2,12,STL 45,7,10,Carson Palmer pass complete short middle to Rudi Johnson for 1 yard (tackle by Adam Carriker),1.910,1.360
3,9:03,3,11,STL 44,7,10,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 14 yards (tackle by Jonathan Wade),1.360,3.580
3,8:17,1,10,STL 30,7,10,Carson Palmer pass complete short left to T.J. Houshmandzadeh for 4 yards (tackle by Chris Draft),3.580,3.570
3,7:40,2,6,STL 26,7,10,De De Dorsey right end for 3 yards (tackle by Will Witherspoon and Clifton Ryan),3.570,3.270
3,7:01,3,3,STL 23,7,10,Rudi Johnson up the middle for 8 yards (tackle by Victor Adeyanju and Brandon Chillar),3.270,4.580
3,6:25,1,10,STL 15,7,10,Rudi Johnson up the middle for 7 yards (tackle by Will Witherspoon),4.580,5.220
3,5:46,2,3,STL 8,7,10,Rudi Johnson right end for -1 yards (tackle by Clifton Ryan),5.220,4.220
3,5:04,3,4,STL 9,7,10,Carson Palmer sacked by Eric Moore for -11 yards,4.220,2.120
3,4:47,4,15,STL 20,7,13,Shayne Graham 38 yard field goal good,2.120,3.000
3,,,,CIN 30,7,13,"Shayne Graham kicks off 61 yards, returned by Marques Hagans for 20 yards (tackle by Johnathan Joseph)",0.000,0.870
3,4:35,1,10,STL 29,7,13,Brock Berlin pass complete short left to Joe Klopfenstein for 1 yard (tackle by Dhani Jones),0.870,0.460
3,3:59,2,9,STL 30,7,13,Steven Jackson left end for -4 yards (tackle by Domata Peko),0.460,-0.760
3,3:16,3,13,STL 26,7,13,Brock Berlin pass complete short right to Antonio Pittman for 11 yards (tackle by Leon Hall),-0.760,-0.910
3,2:34,4,2,STL 37,7,13,"Donnie Jones punts 33 yards, returned by Antonio Chatman for no gain",-0.910,-0.940
3,2:24,1,10,CIN 30,7,13,Carson Palmer pass complete deep right to Chad Ochocinco for 52 yards (tackle by O.J. Atogwe),0.940,4.370
3,1:40,1,10,STL 18,7,13,Rudi Johnson left guard for 4 yards (tackle by Corey Chavous),4.370,4.430
3,1:08,2,6,STL 14,7,13,Rudi Johnson right guard for no gain (tackle by Brandon Chillar and Chris Draft),4.430,3.630
3,0:29,3,6,STL 14,7,13,Carson Palmer pass incomplete short left intended for Chad Ochocinco,3.630,2.530
3,0:23,4,6,STL 14,7,16,Shayne Graham 32 yard field goal good,2.530,3.000
3,,,,CIN 30,7,16,"Shayne Graham kicks off 61 yards, returned by Marques Hagans for 21 yards (tackle by Corey Mays)",0.000,0.940
3,0:11,1,10,STL 30,7,16,Brock Berlin pass complete short left to Steven Jackson for -2 yards (tackle by Leon Hall),0.940,0.120
Quarter,Time,Down,ToGo,Location,STL,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,STL 28,7,16,Steven Jackson up the middle for 3 yards (tackle by Dhani Jones),0.120,-0.160
4,14:22,3,9,STL 31,7,16,Brock Berlin pass complete short middle to Torry Holt for 13 yards (tackle by Deltha O'Neal),-0.160,1.860
4,13:46,1,10,STL 44,7,16,Steven Jackson right guard for 3 yards (tackle by Domata Peko),1.860,1.720
4,13:10,2,7,STL 47,7,16,"Steven Jackson up the middle for 10 yards (tackle by Marvin White). Penalty on Milford Brown: Offensive Holding, 10 yards (no play)",1.720,0.370
4,12:40,2,17,STL 37,7,16,"Brock Berlin pass complete short middle to Randy McMichael for 9 yards (tackle by Marvin White). Penalty on Todd Steussie: Chop Block, 15 yards (no play)",0.370,-1.650
4,12:07,2,32,STL 22,7,16,Brock Berlin pass complete short middle to Steven Jackson for 12 yards (tackle by Leon Hall),-1.650,-0.690
4,11:24,3,20,STL 34,7,16,Brock Berlin pass complete short left to Torry Holt for 6 yards (tackle by Johnathan Joseph),-0.690,-0.720
4,10:53,4,14,STL 40,7,16,"Donnie Jones punts 47 yards, returned by Antonio Chatman for -3 yards (tackle by Darius Vinnett)",-0.720,0.380
4,10:40,1,10,CIN 10,7,16,T.J. Houshmandzadeh left end for 8 yards (tackle by O.J. Atogwe and Clifton Ryan),-0.380,0.070
4,9:59,2,2,CIN 18,7,16,Rudi Johnson right guard for 5 yards (tackle by Will Witherspoon),0.070,0.480
4,9:23,1,10,CIN 23,7,16,Carson Palmer pass incomplete deep left intended for Chad Ochocinco,0.480,-0.070
4,9:18,2,10,CIN 23,7,16,"Penalty on Levi Jones: False Start, 5 yards (no play)",-0.070,-0.840
4,9:18,2,15,CIN 18,7,16,Carson Palmer pass incomplete short right intended for T.J. Houshmandzadeh,-0.840,-1.560
4,9:14,3,15,CIN 18,7,16,Carson Palmer pass complete short middle to Kenny Watson for 14 yards (tackle by Brandon Chillar),-1.560,-1.240
,,,,,,,"CIN challenged the ruling, and the play was upheld.",,
4,8:45,4,1,CIN 32,7,16,"Kyle Larson punts 45 yards, muffed catch by Marques Hagans, ball out of bounds at STL-13",-1.240,0.320
4,8:33,1,10,STL 13,7,16,Steven Jackson left tackle for 5 yards (tackle by Robert Geathers),-0.320,-0.140
4,7:58,2,5,STL 18,7,16,Brock Berlin pass complete deep left to Torry Holt for 23 yards (tackle by Marvin White),-0.140,1.660
4,7:30,1,10,STL 41,7,16,Steven Jackson up the middle for 3 yards (tackle by Robert Geathers),1.660,1.530
4,6:56,2,7,STL 44,7,16,Brock Berlin pass complete short left to Torry Holt for 13 yards (tackle by Leon Hall),1.530,2.720
4,6:25,1,10,CIN 43,7,16,Brock Berlin pass incomplete deep left intended for Torry Holt,2.720,2.180
4,6:19,2,10,CIN 43,7,16,Brock Berlin pass complete short right to Randy McMichael for 11 yards (tackle by Dhani Jones),2.180,3.450
4,5:48,1,10,CIN 32,7,16,Steven Jackson left tackle for no gain (tackle by Jonathan Fanene),3.450,2.900
4,5:22,2,10,CIN 32,7,16,Brock Berlin pass incomplete,2.900,2.210
4,5:18,3,10,CIN 32,7,16,Brock Berlin pass incomplete intended for Steven Jackson (defended by Nedu Ndukwe),2.210,1.240
4,5:13,4,10,CIN 32,10,16,Jeff Wilkins 50 yard field goal good,1.240,3.000
4,,,,STL 30,10,16,"Jeff Wilkins kicks off 64 yards, returned by Glenn Holt for 19 yards (tackle by Quinton Culberson)",0.000,0.610
4,5:03,1,10,CIN 25,10,16,Rudi Johnson right guard for 6 yards (tackle by Chris Draft and Victor Adeyanju),0.610,0.870
4,4:20,2,4,CIN 31,10,16,Rudi Johnson right guard for 10 yards (tackle by Corey Chavous),0.870,1.660
4,3:37,1,10,CIN 41,10,16,Rudi Johnson right tackle for 9 yards (tackle by O.J. Atogwe),1.660,2.340
4,2:54,2,1,,10,16,Rudi Johnson up the middle for 22 yards (tackle by Will Witherspoon),2.340,3.710
4,2:43,,,,10,16,Timeout #1 by St. Louis Rams,0.000,3.710
4,2:43,1,10,STL 28,10,16,Rudi Johnson right tackle for -1 yards (tackle by Brandon Chillar),3.710,3.030
4,2:38,,,,10,16,Timeout #2 by St. Louis Rams,0.000,3.030
4,2:38,2,11,STL 29,10,16,Rudi Johnson left end for 2 yards (tackle by Will Witherspoon and La'Roi Glover),3.030,2.610
4,2:32,,,,10,16,Timeout #3 by St. Louis Rams,0.000,2.610
4,2:32,3,9,STL 27,10,16,Kenny Watson left end for -2 yards (tackle by Brandon Chillar). Penalty on T.J. Houshmandzadeh: Illegal Formation (Declined),2.610,1.500
4,2:27,4,11,STL 29,10,19,Shayne Graham 46 yard field goal good,1.500,3.000
4,,,,CIN 30,10,19,"Shayne Graham kicks off 57 yards, returned by Marques Hagans for 12 yards (tackle by John Busing)",0.000,0.610
4,2:15,1,10,STL 25,10,19,Brock Berlin pass incomplete short right intended for Isaac Bruce,0.610,0.060
4,2:09,2,10,STL 25,10,19,Brock Berlin pass complete short middle to Torry Holt for 6 yards (tackle by Landon Johnson),0.060,0.170
4,2:00,3,4,STL 31,10,19,Brock Berlin pass incomplete short middle intended for Isaac Bruce (defended by Nedu Ndukwe),0.170,-1.310
4,1:55,4,4,STL 31,10,19,Brock Berlin pass complete short middle to Steven Jackson for 13 yards (tackle by Nedu Ndukwe),-1.310,1.860
4,1:45,1,10,STL 44,10,19,Brock Berlin pass incomplete deep middle intended for Drew Bennett is intercepted by Dexter Jackson at CIN-26,1.860,-0.670
4,1:38,1,10,CIN 26,10,19,Carson Palmer kneels for -1 yards,0.670,-0.010
4,0:57,2,11,CIN 25,10,19,Carson Palmer kneels for -1 yards,-0.010,-0.820
4,0:19,3,12,CIN 24,10,19,Carson Palmer kneels for -1 yards,-0.820,-1.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
