Quarter,Time,Down,ToGo,Location,ATL,PIT,Detail,EPB,EPA
2,1:55,3,11,ATL 10,10,13,Matt Ryan pass complete short middle to Devonta Freeman for 9 yards (tackle by L.J. Fort),-1.540,-2.140
2,1:50,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,1:50,4,2,ATL 19,10,13,"Matthew Bosher punts 36 yards out of bounds. Penalty on Russell Gage: Kick Catch Interference, 15 yards",-2.140,-2.920
2,1:42,1,10,ATL 40,10,13,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 8 yards (tackle by Brian Poole),2.920,3.450
2,1:37,2,2,ATL 32,10,13,Ben Roethlisberger pass complete short left to Antonio Brown for 12 yards (tackle by Robert Alford),3.450,4.240
2,1:07,1,10,ATL 20,10,13,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 5 yards (tackle by Brian Poole),4.240,4.450
2,0:43,2,5,ATL 15,10,13,Ben Roethlisberger right end for 8 yards (tackle by Takkarist McKinley),4.450,5.600
2,0:34,,,,,,Timeout #1 by Atlanta Falcons,,
2,0:34,1,7,ATL 7,10,13,Ben Roethlisberger pass incomplete short right intended for Antonio Brown (defended by Desmond Trufant),5.600,4.760
2,0:30,2,7,ATL 7,10,13,Ben Roethlisberger pass short middle intended for Antonio Brown is intercepted by Damontae Kazee at ATL-0 and returned for no gain,4.760,-0.280
2,0:18,1,10,ATL 20,10,13,Matt Ryan pass complete short right to Austin Hooper for 5 yards (tackle by Mike Hilton),0.280,0.410
2,0:10,,,,,,Timeout #2 by Atlanta Falcons,,
2,0:10,2,5,ATL 25,10,13,Matt Ryan pass complete short middle to Marvin Hall for 16 yards (tackle by L.J. Fort),0.410,1.660
2,0:03,1,10,ATL 41,10,13,Matt Ryan pass complete short right to Austin Hooper for 23 yards (tackle by L.J. Fort),1.660,3.180
Quarter,Time,Down,ToGo,Location,ATL,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,10,13,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ATL 25,10,13,Devonta Freeman right tackle for 2 yards (tackle by T.J. Watt),0.610,0.330
3,14:19,2,8,ATL 27,10,13,Matt Ryan pass complete short left to Devonta Freeman for no gain (tackle by Bud Dupree),0.330,-0.360
3,13:38,3,8,ATL 27,10,13,Matt Ryan right guard for 10 yards,-0.360,1.400
3,13:02,1,10,ATL 37,10,13,Devonta Freeman left tackle for -3 yards (tackle by Anthony Chickillo and Javon Hargrave),1.400,0.450
3,12:19,2,13,ATL 34,10,13,Matt Ryan pass complete short right to Mohamed Sanu for 1 yard (tackle by Terrell Edmunds),0.450,-0.100
3,11:37,3,12,ATL 35,10,13,Matt Ryan pass complete short left to Tevin Coleman for 8 yards (tackle by Terrell Edmunds),-0.100,-0.520
3,10:56,4,4,ATL 43,10,13,"Matthew Bosher punts 42 yards, fair catch by Ryan Switzer at PIT-15",-0.520,0.220
3,10:48,1,10,PIT 15,10,13,James Conner left guard for 5 yards (tackle by De'Vondre Campbell and Robert Alford),-0.220,0.080
3,10:02,2,5,PIT 20,10,13,Ben Roethlisberger pass complete short middle to Antonio Brown for 15 yards (tackle by Robert Alford),0.080,1.270
3,9:33,1,10,PIT 35,10,13,James Conner right guard for 5 yards (tackle by Desmond Trufant),1.270,1.400
3,9:02,2,5,PIT 40,10,13,James Conner right tackle for 9 yards (tackle by Isaiah Oliver),1.400,2.190
3,8:19,1,10,PIT 49,10,13,Stevan Ridley up the middle for -1 yards (tackle by Jack Crawford),2.190,1.510
3,7:44,2,11,PIT 48,10,13,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 3 yards (tackle by Duke Riley),1.510,1.220
3,7:02,3,8,ATL 49,10,13,"Penalty on JuJu Smith-Schuster: False Start, 5 yards (no play)",1.220,0.560
3,6:41,3,13,PIT 46,10,13,Ben Roethlisberger pass complete short middle to James Conner for 28 yards (tackle by Damontae Kazee),0.560,3.840
3,6:01,1,10,ATL 26,10,13,Stevan Ridley right tackle for 3 yards (tackle by Michael Bennett),3.840,3.700
3,5:17,2,7,ATL 23,10,13,Ben Roethlisberger pass complete short middle to Xavier Grimble for 9 yards (tackle by Jordan Richards),3.700,4.650
3,4:31,1,10,ATL 14,10,13,Ben Roethlisberger pass incomplete short right intended for Antonio Brown (defended by Isaiah Oliver),4.650,4.000
3,4:27,2,10,ATL 14,10,13,"James Conner right end for 5 yards (tackle by Damontae Kazee). James Conner fumbles, ball out of bounds at ATL-9 (forced by Damontae Kazee)",4.000,4.050
3,3:46,3,5,ATL 9,10,19,"Ben Roethlisberger pass complete short right to Antonio Brown for 9 yards, touchdown",4.050,7.000
3,3:42,,,ATL 15,10,20,Chris Boswell kicks extra point good,0.000,0.000
3,3:42,,,PIT 35,10,20,"Chris Boswell kicks off 65 yards, returned by Marvin Hall for no gain (tackle by Tyler Matakevich)",0.000,0.340
3,3:38,1,10,ATL 21,10,20,Matt Ryan pass incomplete short right intended for Mohamed Sanu,0.340,-0.200
3,3:34,2,10,ATL 21,10,20,Tevin Coleman left guard for 1 yard (tackle by L.J. Fort),-0.200,-0.760
3,2:53,3,9,ATL 22,10,20,Matt Ryan pass incomplete short left intended for Julio Jones,-0.760,-1.900
3,2:49,4,9,ATL 22,10,20,"Matthew Bosher punts blocked by Roosevelt Nix, recovered by Matthew Bosher (tackle by Tyler Matakevich)",-1.900,-4.370
3,2:37,1,10,ATL 18,10,20,Ben Roethlisberger pass complete short middle to Jesse James for 14 yards (tackle by Jordan Richards),4.370,6.280
3,1:53,1,4,ATL 4,10,20,"James Conner left tackle for no gain (tackle by Foyesade Oluokun and Duke Riley). Penalty on Foyesade Oluokun: Unnecessary Roughness, 2 yards",6.280,6.740
3,1:44,,,,,,Timeout #1 by Atlanta Falcons,,
3,1:44,1,2,ATL 2,10,26,"James Conner right end for 2 yards, touchdown",6.740,7.000
3,1:39,,,ATL 15,10,27,Chris Boswell kicks extra point good,0.000,0.000
3,1:39,,,PIT 35,10,27,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,1:39,1,10,ATL 25,10,27,"Matt Ryan sacked by Jonathan Bostic and Cameron Heyward for -5 yards. Penalty on Jonathan Bostic: Unnecessary Roughness, 15 yards",0.610,1.270
3,1:22,1,10,ATL 35,10,27,"Tevin Coleman up the middle for 2 yards (tackle by Stephon Tuitt). Penalty on Bud Dupree: Illegal Use of Hands, 5 yards",1.270,1.730
3,1:08,1,10,ATL 42,10,27,Tevin Coleman up the middle for 2 yards (tackle by T.J. Watt),1.730,1.460
3,0:30,2,8,ATL 44,10,27,"Penalty on Ryan Schraeder: False Start, 5 yards (no play)",1.460,0.780
3,0:07,2,13,ATL 39,10,27,Matt Ryan pass complete deep middle to Calvin Ridley for 21 yards (tackle by Sean Davis),0.780,2.920
Quarter,Time,Down,ToGo,Location,ATL,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 40,10,27,Matt Ryan pass complete short left to Calvin Ridley for 1 yard (tackle by Terrell Edmunds),2.920,2.510
4,14:24,2,9,PIT 39,10,27,Ito Smith left guard for 4 yards (tackle by Terrell Edmunds and Daniel McCullers),2.510,2.340
4,13:44,3,5,PIT 35,10,27,Matt Ryan pass complete deep right to Julio Jones for 18 yards (tackle by Coty Sensabaugh),2.340,4.440
4,12:59,1,10,PIT 17,10,27,Matt Ryan pass complete short right to Mohamed Sanu for 15 yards (tackle by Sean Davis and Tyler Matakevich),4.440,6.740
4,12:32,1,2,PIT 2,16,27,"Ito Smith up the middle for 2 yards, touchdown",6.740,7.000
4,12:28,,,PIT 15,17,27,Matt Bryant kicks extra point good,0.000,0.000
4,12:28,,,ATL 35,17,27,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
4,12:28,1,10,PIT 25,17,27,Ben Roethlisberger pass complete short right to Antonio Brown for 15 yards (tackle by Damontae Kazee),0.610,1.600
4,11:47,1,10,PIT 40,17,27,James Conner up the middle for 6 yards (tackle by Damontae Kazee and Deadrin Senat),1.600,1.860
4,11:11,2,4,PIT 46,17,27,James Conner right tackle for 3 yards (tackle by Michael Bennett and Foyesade Oluokun),1.860,1.550
4,10:28,3,1,PIT 49,17,27,James Conner left tackle for 4 yards (tackle by Michael Bennett),1.550,2.460
4,9:49,1,10,ATL 47,17,33,"Ben Roethlisberger pass complete deep left to Antonio Brown for 47 yards, touchdown",2.460,7.000
4,9:41,,,ATL 15,17,34,Chris Boswell kicks extra point good,0.000,0.000
4,9:41,,,PIT 35,17,34,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,9:41,1,10,ATL 25,17,34,Matt Ryan pass complete short left to Julio Jones for 8 yards (tackle by Joe Haden),0.610,1.140
4,9:23,2,2,ATL 33,17,34,Matt Ryan pass complete short left to Julio Jones for 18 yards (tackle by Sean Davis),1.140,2.320
4,8:55,1,10,PIT 49,17,34,Matt Ryan pass incomplete short right intended for Mohamed Sanu,2.320,1.780
4,8:51,2,10,PIT 49,17,34,Matt Ryan pass incomplete deep left intended for Austin Hooper,1.780,1.090
4,8:47,3,10,PIT 49,17,34,"Penalty on ATL: Illegal Substitution, 5 yards (no play)",1.090,0.430
4,8:47,3,15,ATL 46,17,34,Matt Ryan pass complete short middle to Julio Jones for 6 yards (tackle by Joe Haden),0.430,0.070
4,8:05,4,9,PIT 48,17,34,Matt Ryan pass incomplete deep right intended for Mohamed Sanu,0.070,-2.130
4,7:59,1,10,PIT 48,17,34,"James Conner right guard for no gain (tackle by Jordan Richards). Penalty on Maurkice Pouncey: Offensive Holding, 10 yards (no play)",2.130,1.470
4,7:31,1,20,PIT 38,17,34,Ben Roethlisberger pass complete short right to James Conner for 10 yards (tackle by Brooks Reed),1.470,1.580
4,6:45,2,10,PIT 48,17,34,Ben Roethlisberger pass complete short right to Ryan Switzer for 5 yards,1.580,1.550
4,6:19,3,5,ATL 47,17,34,Ben Roethlisberger right end for 8 yards (tackle by Brooks Reed),1.550,2.980
4,5:35,1,10,ATL 39,17,34,James Conner right tackle for no gain (tackle by Deadrin Senat and Foyesade Oluokun),2.980,2.440
4,4:52,2,10,ATL 39,17,34,Stevan Ridley up the middle for no gain (tackle by Deadrin Senat),2.440,1.750
4,4:11,3,10,ATL 39,17,34,Ben Roethlisberger pass incomplete deep right intended for James Washington. Penalty on James Washington: Offensive Pass Interference (Declined),1.750,0.660
4,4:06,4,10,ATL 39,17,34,Jordan Berry punts 37 yards downed by Brian Allen,0.660,0.380
4,3:56,1,10,ATL 2,17,34,Matt Ryan pass incomplete deep middle intended for Calvin Ridley,-0.380,-0.780
4,3:51,2,10,ATL 2,17,34,Matt Ryan pass complete short right to Julio Jones for 12 yards (tackle by Joe Haden),-0.780,-0.280
4,3:45,1,10,ATL 14,17,40,"Matt Ryan sacked by T.J. Watt for -12 yards. Matt Ryan fumbles (forced by T.J. Watt), recovered by L.J. Fort at ATL-0, touchdown",-0.280,-7.000
4,3:35,,,PIT 35,17,41,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,3:35,1,10,ATL 25,17,41,Ito Smith left tackle for -1 yards (tackle by T.J. Watt),0.610,-0.070
4,2:56,2,11,ATL 24,17,41,Matt Schaub pass complete short left to Marvin Hall for 9 yards (tackle by Cameron Sutton),-0.070,0.430
4,2:18,3,2,ATL 33,17,41,Matt Schaub pass incomplete short middle intended for Marvin Hall,0.430,-1.180
4,2:14,4,2,ATL 33,17,41,Matt Schaub pass complete short middle to Austin Hooper for 5 yards (tackle by Cameron Sutton),-1.180,1.470
4,2:00,1,10,ATL 38,17,41,Matt Schaub pass incomplete short right intended for Eric Saubert,1.470,0.920
4,1:57,2,10,ATL 38,17,41,Matt Schaub pass complete short right to Ito Smith for 5 yards (tackle by Cameron Sutton and Terrell Edmunds),0.920,0.890
4,1:29,3,5,ATL 43,17,41,Matt Schaub pass complete short middle to Matt Schaub for -7 yards (tackle by Bud Dupree),0.890,-0.980
4,0:52,4,12,ATL 36,17,41,Matt Schaub pass complete short right to Eric Saubert for 8 yards (tackle by Matthew Thomas),-0.980,-2.650
4,0:42,1,10,ATL 44,17,41,Joshua Dobbs kneels for -3 yards,2.650,1.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
