Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
2,15:00,4,1,BAL 45,7,0,Lamar Jackson right guard for no gain (tackle by David Long),-0.390,-2.590
2,14:53,1,10,BAL 45,13,0,"Ryan Tannehill pass complete deep middle to Kalif Raymond for 45 yards, touchdown",2.590,7.000
2,14:45,,,BAL 15,14,0,Greg Joseph kicks extra point good,0.000,0.000
2,14:45,,,TEN 35,14,0,"Greg Joseph kicks off 66 yards, returned by De'Anthony Thomas for 27 yards (tackle by LeShaun Sims)",0.000,0.670
2,14:39,1,10,BAL 26,14,0,Lamar Jackson pass incomplete deep left intended for Seth Roberts,0.670,0.130
2,14:33,2,10,BAL 26,14,0,Lamar Jackson right tackle for 2 yards (tackle by Kamalei Correa),0.130,-0.300
2,13:45,3,8,BAL 28,14,0,Lamar Jackson pass incomplete deep right intended for Marquise Brown,-0.300,-1.500
2,13:40,4,8,BAL 28,14,0,"Sam Koch punts 44 yards, fair catch by Kalif Raymond at TEN-28",-1.500,-0.810
2,13:33,1,10,TEN 28,14,0,A.J. Brown right end for 9 yards (tackle by Marlon Humphrey),0.810,1.480
2,12:57,2,1,TEN 37,14,0,Derrick Henry right guard for 4 yards (tackle by Chuck Clark),1.480,1.660
2,12:15,1,10,TEN 41,14,0,Ryan Tannehill pass incomplete deep left intended for Tajae Sharpe,1.660,1.120
2,12:09,2,10,TEN 41,14,0,Derrick Henry right guard for -4 yards (tackle by Brandon Williams),1.120,-0.100
2,11:29,3,14,TEN 37,14,0,Ryan Tannehill pass incomplete deep left intended for Tajae Sharpe,-0.100,-0.910
2,11:22,4,14,TEN 37,14,0,"Brett Kern punts 63 yards, touchback.. Penalty on Brynden Trawick: Offensive Holding, 10 yards",-0.910,0.380
2,11:13,1,10,BAL 10,14,0,Mark Ingram left guard for 6 yards (tackle by David Long),-0.380,-0.230
2,10:42,2,4,BAL 16,14,0,Lamar Jackson up the middle for 5 yards (tackle by Jurrell Casey),-0.230,0.340
2,9:57,1,10,BAL 21,14,0,Lamar Jackson pass incomplete short middle intended for Seth Roberts,0.340,-0.200
2,9:52,2,10,BAL 21,14,0,Lamar Jackson pass incomplete short right intended for Marquise Brown (defended by Tramaine Brock),-0.200,-0.890
2,9:48,3,10,BAL 21,14,0,Lamar Jackson pass complete deep middle to Marquise Brown for 30 yards (tackle by Amani Hooker),-0.890,2.320
2,9:03,1,10,TEN 49,14,0,Lamar Jackson right guard for 1 yard (tackle by Logan Ryan),2.320,1.920
2,8:21,2,9,TEN 48,14,0,Mark Ingram left tackle for 3 yards (tackle by Jeffery Simmons and Rashaan Evans),1.920,1.620
2,7:38,3,6,TEN 45,14,0,Lamar Jackson pass complete short middle to Mark Andrews for 16 yards (tackle by Wesley Woodyard),1.620,3.640
2,6:47,1,10,TEN 29,14,0,Lamar Jackson pass incomplete deep right intended for Marquise Brown (defended by Adoree' Jackson),3.640,3.100
2,6:42,2,10,TEN 29,14,0,Lamar Jackson right tackle for -2 yards (tackle by Logan Ryan),3.100,2.150
2,6:05,3,12,TEN 31,14,0,Lamar Jackson pass incomplete short middle intended for Willie Snead,2.150,1.320
2,5:57,4,12,TEN 31,14,3,Justin Tucker 49 yard field goal good,1.320,3.000
2,5:52,,,BAL 35,14,3,"Justin Tucker kicks off 66 yards, returned by Darius Jennings for 20 yards (tackle by Chris Moore and Anthony Levine)",0.000,0.150
2,5:46,1,10,TEN 19,14,3,Ryan Tannehill pass complete short right to Jonnu Smith for no gain (tackle by Earl Thomas),0.150,-0.390
2,5:07,2,10,TEN 19,14,3,Derrick Henry left guard for 27 yards (tackle by Earl Thomas),-0.390,1.990
2,4:27,1,10,TEN 46,14,3,"Penalty on Taylor Lewan: False Start, 5 yards (no play)",1.990,1.660
2,4:13,1,15,TEN 41,14,3,Ryan Tannehill pass complete short left to Derrick Henry for 8 yards (tackle by Justin Ellis),1.660,1.860
2,3:32,2,7,TEN 49,14,3,Derrick Henry left guard for 1 yard (tackle by Josh Bynes and Michael Pierce),1.860,1.290
2,2:48,3,6,TEN 50,14,3,Ryan Tannehill pass incomplete deep middle intended for Corey Davis (defended by Tyus Bowser),1.290,-0.060
2,2:40,4,6,TEN 50,14,3,"Brett Kern punts 50 yards, touchback.. Penalty on De'Anthony Thomas: Unnecessary Roughness, 15 yards",-0.060,0.380
2,2:32,1,10,BAL 5,14,3,Lamar Jackson pass complete short middle to Willie Snead for 5 yards (tackle by Logan Ryan and David Long),-0.380,-0.420
2,2:00,2,5,BAL 10,14,3,Lamar Jackson pass complete short right to Justice Hill for 5 yards (tackle by Kevin Byard),-0.420,-0.220
2,1:55,1,10,BAL 15,14,3,Lamar Jackson pass incomplete short left,-0.220,-0.710
2,1:47,2,10,BAL 15,14,3,Lamar Jackson sacked by Kamalei Correa for -6 yards,-0.710,-2.120
2,1:43,,,,,,Timeout #1 by Tennessee Titans,,
2,1:43,3,16,BAL 9,14,3,Lamar Jackson pass complete deep right to Seth Roberts for 26 yards (tackle by Kevin Byard and Logan Ryan),-2.120,1.270
2,1:17,1,10,BAL 35,14,3,Lamar Jackson pass incomplete deep left intended for Justice Hill,1.270,0.720
2,1:08,2,10,BAL 35,14,3,Lamar Jackson pass complete short right to Marquise Brown for 16 yards (tackle by Adoree' Jackson),0.720,2.320
2,1:03,1,10,TEN 49,14,3,Lamar Jackson pass complete short middle to Willie Snead for 7 yards (tackle by Harold Landry and Logan Ryan),2.320,2.730
2,0:39,2,3,TEN 42,14,3,Lamar Jackson left end for 4 yards (tackle by Rashaan Evans),2.730,3.050
2,0:31,1,10,TEN 38,14,3,Lamar Jackson sacked by Jurrell Casey for -8 yards,3.050,1.430
2,0:26,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:26,2,18,TEN 46,14,3,Lamar Jackson pass complete short middle to Justice Hill for 4 yards (tackle by Kevin Byard),1.430,1.290
2,0:18,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:18,3,14,TEN 42,14,3,Lamar Jackson pass complete deep right to Marquise Brown for 38 yards (tackle by Amani Hooker),1.290,6.280
2,0:11,,,,,,Timeout #3 by Baltimore Ravens,,
2,0:11,1,4,TEN 4,14,3,Lamar Jackson pass incomplete short left,6.280,5.340
2,0:03,2,4,TEN 4,14,6,Justin Tucker 22 yard field goal good,5.340,3.000
Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,14,6,"Greg Joseph kicks off 63 yards, returned by De'Anthony Thomas for 22 yards (tackle by Derick Roberson)",0.000,0.540
3,14:55,1,10,BAL 24,14,6,Lamar Jackson pass incomplete short middle intended for Nick Boyle (defended by Logan Ryan),0.540,0.000
3,14:49,2,10,BAL 24,14,6,Lamar Jackson right end for 9 yards (tackle by Kevin Byard),0.000,0.500
3,14:14,3,1,BAL 33,14,6,Lamar Jackson up the middle for 1 yard (tackle by Rashaan Evans),0.500,1.200
3,13:39,1,10,BAL 34,14,6,Lamar Jackson pass incomplete deep middle intended for Nick Boyle,1.200,0.660
3,13:34,2,10,BAL 34,14,6,Mark Ingram right guard for 7 yards (tackle by Kevin Byard and Adoree' Jackson),0.660,0.890
3,13:11,3,3,BAL 41,14,6,Lamar Jackson pass complete short middle to Marquise Brown for 9 yards (tackle by David Long),0.890,2.260
3,12:39,1,10,BAL 50,14,6,Lamar Jackson pass incomplete deep left intended for Miles Boykin (defended by Adoree' Jackson),2.260,1.710
3,12:32,2,10,BAL 50,14,6,"Lamar Jackson left end for 3 yards (tackle by Rashaan Evans). Penalty on Mark Andrews: Offensive Holding, 10 yards",1.710,0.770
3,12:16,2,17,BAL 43,14,6,Lamar Jackson left guard for 30 yards (tackle by Logan Ryan),0.770,3.780
3,11:09,1,10,TEN 27,14,6,Lamar Jackson pass incomplete deep middle intended for Marquise Brown,3.780,3.230
3,11:04,2,10,TEN 27,14,6,Lamar Jackson pass complete short middle to Hayden Hurst for 8 yards (tackle by Tye Smith and Kevin Byard),3.230,3.640
3,10:30,3,2,TEN 19,14,6,Gus Edwards up the middle for 1 yard (tackle by DaQuan Jones and Jeffery Simmons),3.640,2.400
3,10:01,4,1,TEN 18,14,6,Lamar Jackson up the middle for no gain (tackle by Harold Landry),2.400,-0.150
3,9:55,1,10,TEN 19,14,6,Derrick Henry left guard for 5 yards (tackle by Michael Pierce and Chuck Clark),0.150,0.340
3,9:16,2,5,TEN 24,14,6,Derrick Henry right guard for 4 yards (tackle by Josh Bynes),0.340,0.100
3,8:37,3,1,TEN 28,14,6,Derrick Henry up the middle for 66 yards (tackle by Marcus Peters),0.100,5.830
3,7:46,1,6,BAL 6,14,6,Derrick Henry right guard for 3 yards (tackle by Chris Wormley),5.830,5.530
3,7:02,2,3,BAL 3,14,6,Ryan Tannehill pass incomplete short middle intended for Darius Jennings (defended by Marcus Peters),5.530,4.720
3,6:59,3,3,BAL 3,20,6,"Derrick Henry pass complete short middle to Corey Davis for 3 yards, touchdown",4.720,7.000
3,6:54,,,BAL 15,21,6,Greg Joseph kicks extra point good,0.000,0.000
3,6:54,,,TEN 35,21,6,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,6:54,1,10,BAL 25,21,6,"Lamar Jackson sacked by Jurrell Casey for -5 yards. Lamar Jackson fumbles (forced by Jurrell Casey), recovered by Jeffery Simmons at BAL-20 (tackle by Ronnie Stanley)",0.610,-4.240
3,6:44,1,10,BAL 20,21,6,Derrick Henry left guard for 4 yards (tackle by Chris Wormley),4.240,4.280
3,6:04,2,6,BAL 16,21,6,Ryan Tannehill pass incomplete deep left intended for Jonnu Smith (defended by L.J. Fort),4.280,3.520
3,5:59,3,6,BAL 16,21,6,Ryan Tannehill pass complete short right to A.J. Brown for 9 yards (tackle by Jihad Ward),3.520,5.600
3,5:20,1,7,BAL 7,21,6,Derrick Henry left guard for 5 yards (tackle by Patrick Onwuasor),5.600,5.720
3,4:47,2,2,BAL 2,21,6,Derrick Henry left tackle for 1 yard (tackle by Marlon Humphrey),5.720,5.170
3,4:20,3,1,BAL 1,27,6,"Ryan Tannehill right end for 1 yard, touchdown",5.170,7.000
3,4:16,,,BAL 15,28,6,Greg Joseph kicks extra point good,0.000,0.000
3,4:16,,,TEN 35,28,6,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,4:16,1,10,BAL 25,28,6,Lamar Jackson pass complete short left to Miles Boykin for 4 yards (tackle by Tramaine Brock),0.610,0.600
3,3:53,2,6,BAL 29,28,6,"Lamar Jackson pass complete short middle to Justice Hill for 4 yards (tackle by Rashaan Evans). Penalty on David Long: Illegal Contact, 5 yards (no play)",0.600,1.200
3,3:43,1,10,BAL 34,28,6,Lamar Jackson pass incomplete short right intended for Mark Ingram,1.200,0.660
3,3:39,2,10,BAL 34,28,6,Lamar Jackson left end for 6 yards (tackle by Tramaine Brock),0.660,0.760
3,3:03,3,4,BAL 40,28,6,Lamar Jackson pass complete short middle to Miles Boykin for 13 yards (tackle by Logan Ryan),0.760,2.460
3,2:42,1,10,TEN 47,28,6,Lamar Jackson pass complete short right to Mark Andrews for 11 yards (tackle by Kenny Vaccaro),2.460,3.180
3,2:14,1,10,TEN 36,28,6,Lamar Jackson pass incomplete short middle intended for Willie Snead,3.180,2.640
3,2:10,2,10,TEN 36,28,6,Lamar Jackson pass complete short middle to Willie Snead for 5 yards (tackle by Tramaine Brock),2.640,2.610
3,1:50,,,,,,Timeout #1 by Tennessee Titans,,
3,1:50,3,5,TEN 31,28,6,Lamar Jackson pass short left intended for Miles Boykin is intercepted by Kenny Vaccaro at TEN-24 and returned for 3 yards,2.610,-0.740
3,1:45,1,10,TEN 27,28,6,Derrick Henry left guard for 23 yards (tackle by Earl Thomas),0.740,2.260
3,0:59,1,10,TEN 50,28,6,Derrick Henry left guard for 6 yards (tackle by Domata Peko),2.260,2.520
3,0:17,2,4,BAL 44,28,6,Derrick Henry right guard for no gain (tackle by Matt Judon and Patrick Onwuasor),2.520,1.820
Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,BAL 44,28,6,Ryan Tannehill pass incomplete short right intended for A.J. Brown,1.820,0.330
4,14:56,4,4,BAL 44,28,6,Brett Kern punts 32 yards out of bounds,0.330,0.350
4,14:49,1,10,BAL 12,28,6,Lamar Jackson left guard for 11 yards (tackle by Logan Ryan),-0.350,0.480
4,14:18,1,10,BAL 23,28,6,Lamar Jackson pass complete short right to Justice Hill for 3 yards (tackle by Kenny Vaccaro),0.480,0.340
4,13:53,2,7,BAL 26,28,6,"Penalty on Harold Landry: Neutral Zone Infraction, 5 yards (no play)",0.340,1.010
4,13:47,2,2,BAL 31,28,6,Lamar Jackson pass incomplete deep middle intended for Hayden Hurst,1.010,0.300
4,13:41,3,2,BAL 31,28,6,Lamar Jackson right guard for 27 yards (tackle by Wesley Woodyard),0.300,2.790
4,13:07,1,10,TEN 42,28,6,Lamar Jackson pass complete short right to Mark Andrews for no gain (tackle by Kevin Byard),2.790,2.240
4,12:42,2,10,TEN 42,28,6,Lamar Jackson pass complete short left to Miles Boykin for 9 yards (tackle by Tramaine Brock),2.240,2.740
4,12:20,3,1,TEN 33,28,6,Lamar Jackson right guard for 2 yards (tackle by Kenny Vaccaro),2.740,3.510
4,11:59,1,10,TEN 31,28,6,Lamar Jackson pass complete short middle to Mark Ingram for 9 yards (tackle by Wesley Woodyard),3.510,4.180
4,11:33,2,1,TEN 22,28,6,Lamar Jackson pass complete short middle to Willie Snead for 7 yards (tackle by Logan Ryan),4.180,4.580
4,11:09,1,10,TEN 15,28,12,"Lamar Jackson pass complete short middle to Hayden Hurst for 15 yards, touchdown",4.580,7.000
4,11:04,,,TEN 2,28,12,"Two Point Attempt: Lamar Jackson pass incomplete intended for Miles Boykin, conversion fails",1.000,-1.000
4,11:04,,,BAL 35,28,12,"Justin Tucker kicks off 55 yards, returned by Kalif Raymond for 7 yards (tackle by Anthony Levine)",0.000,-0.060
4,11:00,1,10,TEN 17,28,12,Derrick Henry right tackle for 8 yards (tackle by Brandon Williams),-0.060,0.620
4,10:14,2,2,TEN 25,28,12,Derrick Henry right guard for 1 yard (tackle by Brandon Williams),0.620,-0.120
4,9:32,3,1,TEN 26,28,12,Ryan Tannehill up the middle for 2 yards (tackle by Brandon Williams),-0.120,0.810
4,8:49,1,10,TEN 28,28,12,Ryan Tannehill right end for 9 yards (tackle by Earl Thomas),0.810,1.480
4,8:10,2,1,TEN 37,28,12,Derrick Henry left guard for 1 yard (tackle by Brandon Williams and Josh Bynes),1.480,1.470
4,7:27,1,10,TEN 38,28,12,Derrick Henry left guard for 3 yards (tackle by Brandon Williams),1.470,1.330
4,7:22,,,,,,Timeout #1 by Baltimore Ravens,,
4,7:22,2,7,TEN 41,28,12,Derrick Henry left guard for 2 yards (tackle by Josh Bynes and Chris Wormley),1.330,0.890
4,6:38,3,5,TEN 43,28,12,Derrick Henry left guard for 2 yards (tackle by Matt Judon),0.890,-0.390
4,6:33,,,,,,Timeout #2 by Baltimore Ravens,,
4,6:33,4,3,TEN 45,28,12,"Brett Kern punts 55 yards, touchback.",-0.390,-0.280
4,6:25,1,10,BAL 20,28,12,Lamar Jackson pass incomplete short right,0.280,-0.270
4,6:17,2,10,BAL 20,28,12,Lamar Jackson pass incomplete short middle intended for Mark Andrews,-0.270,-0.960
4,6:13,3,10,BAL 20,28,12,Lamar Jackson pass complete deep middle to Willie Snead for 26 yards (tackle by Kevin Byard),-0.960,1.990
4,5:50,1,10,BAL 46,28,12,Lamar Jackson pass complete short middle to Marquise Brown for 7 yards (tackle by Logan Ryan),1.990,2.400
4,5:30,2,3,TEN 47,28,12,Lamar Jackson pass complete short right to Marquise Brown for 9 yards (tackle by Kenny Vaccaro),2.400,3.050
4,5:06,1,10,TEN 38,28,12,"Penalty on Marshal Yanda: False Start, 5 yards (no play)",3.050,2.720
4,5:04,1,15,TEN 43,28,12,Lamar Jackson up the middle for 22 yards (tackle by Logan Ryan),2.720,4.170
4,4:53,1,10,TEN 21,28,12,Lamar Jackson pass incomplete deep middle intended for Hayden Hurst,4.170,3.630
4,4:49,2,10,TEN 21,28,12,Lamar Jackson right tackle for 5 yards (tackle by Wesley Woodyard),3.630,3.630
4,4:43,3,5,TEN 16,28,12,Lamar Jackson pass incomplete short right,3.630,2.430
4,4:31,4,5,TEN 16,28,12,Lamar Jackson pass incomplete short middle intended for Mark Andrews (defended by Dane Cruikshank),2.430,0.140
4,4:27,1,10,TEN 16,28,12,Derrick Henry left guard for 1 yard (tackle by Michael Pierce),-0.140,-0.510
4,4:21,,,,,,Timeout #3 by Baltimore Ravens,,
4,4:21,2,9,TEN 17,28,12,Derrick Henry left guard for 4 yards (tackle by Matt Judon and Michael Pierce),-0.510,-0.700
4,3:36,3,5,TEN 21,28,12,Derrick Henry right guard for no gain (tackle by Josh Bynes),-0.700,-1.960
4,2:53,4,5,TEN 21,28,12,Brett Kern punts 55 yards out of bounds,-1.960,-0.540
4,2:45,1,10,BAL 24,28,12,Lamar Jackson pass complete short right to Hayden Hurst for 18 yards (tackle by Logan Ryan),0.540,1.730
4,2:26,1,10,BAL 42,28,12,Lamar Jackson spiked the ball,1.730,1.190
4,2:25,2,10,BAL 42,28,12,"Penalty on Willie Snead: False Start, 5 yards (no play)",1.190,0.510
4,2:25,2,15,BAL 37,28,12,Lamar Jackson pass complete short middle to Justice Hill for 14 yards (tackle by Kenny Vaccaro),0.510,1.690
4,2:04,3,1,TEN 49,28,12,Lamar Jackson pass complete short middle to Hayden Hurst for 12 yards (tackle by Wesley Woodyard),1.690,3.120
4,1:58,1,10,TEN 37,28,12,Lamar Jackson pass incomplete deep middle intended for Miles Boykin,3.120,2.570
4,1:52,2,10,TEN 37,28,12,Lamar Jackson pass complete deep right to Marquise Brown for 17 yards (tackle by Adoree' Jackson),2.570,4.240
4,1:29,1,10,TEN 20,28,12,Lamar Jackson sacked by Harold Landry for -1 yards,4.240,3.560
4,1:05,2,11,TEN 21,28,12,Lamar Jackson pass incomplete deep left,3.560,2.870
4,1:00,3,11,TEN 21,28,12,Lamar Jackson pass incomplete deep middle intended for Chris Moore (defended by Adoree' Jackson),2.870,2.060
4,0:55,4,11,TEN 21,28,12,Lamar Jackson pass incomplete short right intended for Miles Boykin,2.060,-0.410
4,0:49,1,10,TEN 22,28,12,Ryan Tannehill kneels for -1 yards,0.410,-0.270
4,0:29,2,11,TEN 21,28,12,Ryan Tannehill kneels for -1 yards,-0.270,-1.090
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
